"","Anti-inflammatory macro/mono","CAFs","CD8aa IELs","cDCs","CXCL13+ CD8 Tcells","Cytotoxic CD8 Tcells","Double-Negative Tcells","Enteric glia cells","Fibroblasts","Follicular CD4 Tcells","gdTcells","LTi cells","Lymphatic ECs","Mast cells","Memory Bcells","Memory CD4 Tcells","Memory CD8 Tcells","Myofibroblasts","Naive Bcells","Naive CD4 Tcells","Naive CD8 Tcells","NK cells","NKT cells","pDCs","Pericytes","Plasma cells","Pro-inflammatory macro/mono","Proliferative Bcells","Proliferative CD4 Tcells","Proliferative CD8 Tcells","Regulatory CD4 Tcells","Tumour Epithelial cells","Vascular ECs","VSMCs"
"EXOSC10",26,7,3,4,4,0,1,4,37,12,1,0,5,0,32,9,14,0,8,16,0,2,1,1,1,1,0,28,0,6,12,32,23,4
"RP4-635E18.7",0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"RP4-635E18.6",0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,2,1,0
"MTOR",3,4,1,4,0,3,2,1,12,3,0,0,2,1,8,6,2,0,2,12,0,1,0,0,1,0,0,14,0,2,7,16,21,0
"ANGPTL7",0,0,0,0,0,0,0,70,13,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2
"UBIAD1",11,5,6,3,0,0,3,1,12,3,0,1,1,1,28,8,6,0,8,14,1,1,0,0,3,2,0,34,3,3,6,13,17,2
"FBXO2",0,1,0,0,3,0,1,0,3,1,0,0,0,0,11,2,3,0,3,3,0,0,0,0,0,0,0,3,1,3,0,10,1,0
"FBXO44",8,5,4,2,7,1,4,1,22,4,0,0,2,1,34,13,4,0,8,27,0,0,1,0,3,0,0,16,1,0,10,5,3,1
"FBXO6",42,8,5,23,10,1,0,2,29,2,3,0,0,1,21,5,8,2,11,6,1,1,0,2,2,1,1,15,1,14,17,21,11,0
"MAD2L2",34,20,11,26,12,2,1,2,35,15,5,0,6,3,38,18,21,1,16,14,0,3,1,1,3,3,2,133,7,25,29,23,43,9
"DRAXIN",0,1,0,0,5,0,0,0,2,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,5,2,1,0,0
"AGTRAP",69,34,9,12,13,2,2,8,100,5,0,0,7,8,19,17,11,1,8,10,0,4,0,0,2,0,21,4,3,15,21,39,80,1
"C1orf167",1,4,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,3,1
"MTHFR",15,3,3,5,2,0,2,0,17,3,0,0,1,1,14,6,2,2,12,7,0,0,0,1,4,1,2,14,0,2,3,13,18,5
"CLCN6",13,2,1,2,1,0,0,1,16,0,0,0,1,0,6,1,1,0,2,0,1,0,0,1,1,0,1,5,0,0,3,5,5,2
"NPPA-AS1",1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0
"NPPA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"KIAA2013",24,12,1,7,3,2,2,3,23,8,1,0,3,4,18,9,4,0,12,9,0,0,0,3,5,3,3,34,3,3,10,64,36,3
"PLOD1",35,23,1,2,2,0,1,0,58,1,0,0,2,0,8,0,1,4,0,0,0,0,0,0,3,0,2,6,0,2,5,22,50,3
"MFN2",20,7,4,0,2,1,0,2,14,0,3,0,5,0,13,3,2,1,3,10,0,1,0,0,5,1,0,14,1,0,7,27,21,2
"MIIP",22,14,10,7,5,1,1,11,27,15,1,0,1,6,65,16,6,1,8,8,0,2,0,2,2,0,4,43,4,5,48,23,14,3
"TNFRSF8",1,0,0,0,0,0,0,0,0,3,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,3,9,2,0,26,0,8,0
"TNFRSF1B",91,9,30,35,38,7,5,3,27,23,8,0,3,0,68,49,49,1,14,69,2,6,1,3,0,2,17,8,35,19,272,33,103,0
"VPS13D",14,5,3,1,0,0,3,3,31,3,1,0,2,1,16,10,8,2,9,7,1,1,0,1,5,0,0,13,0,0,8,18,36,11
"DHRS3",48,14,11,9,3,1,2,14,252,0,0,2,1,1,4,18,11,6,5,22,1,4,0,0,3,0,0,5,0,0,3,75,74,11
"RP11-474O21.5",0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0
"AADACL4",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"HNRNPCL1",1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"HNRNPCL2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"PDPN",12,183,0,0,0,1,0,7,96,0,0,0,32,0,1,0,0,2,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"PRDM2",24,13,17,9,5,6,4,2,57,14,1,0,0,2,116,26,17,4,58,43,3,0,0,1,5,1,0,113,8,3,39,37,39,2
"RP11-344F13.1",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"KAZN",0,3,0,0,0,0,0,0,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,10,2
"TMEM51-AS1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"TMEM51",75,9,0,8,0,0,0,0,13,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,6,0,3,0,0,1,0,25,12,14
"C1orf195",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"FHAD1",13,1,1,3,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
"RP3-467K16.2",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RP3-467K16.4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
"EFHD2",188,10,9,95,14,3,2,0,22,14,4,0,2,4,42,21,18,1,12,22,0,3,1,3,2,3,16,67,9,15,59,192,78,1
"CASP9",9,3,2,5,0,0,0,1,9,7,1,0,0,0,12,1,1,1,2,3,0,0,0,0,2,2,0,20,1,1,4,6,5,0
"DNAJC16",4,4,3,2,0,0,0,1,15,1,0,0,0,3,18,5,1,0,4,2,1,0,0,0,1,0,0,8,0,2,3,24,15,2
"RP4-680D5.8",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"AGMAT",1,1,5,1,1,0,2,2,1,10,1,1,0,0,15,5,2,0,5,9,1,0,0,0,0,2,0,8,3,2,11,26,1,0
"RP4-680D5.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"DDI2",19,4,8,3,1,1,0,0,14,2,1,1,1,0,14,6,4,0,4,14,0,0,0,1,2,1,0,20,2,1,8,10,12,2
"RP4-680D5.9",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PLEKHM2",20,6,3,5,1,0,0,2,29,2,0,0,2,0,13,1,2,1,5,7,0,0,1,0,0,2,2,15,0,0,9,17,18,3
"SLC25A34",0,1,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,1
"RP11-169K16.4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1
"TMEM82",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0
"FBLIM1",4,51,5,3,0,1,0,1,52,2,0,0,3,0,8,4,2,1,3,8,0,0,1,0,23,0,0,11,0,0,6,55,52,5
"UQCRHL",8,7,5,5,0,0,1,1,12,6,1,0,0,1,19,5,4,0,3,9,0,1,0,1,3,1,0,28,2,4,8,46,12,5
"FLJ37453",4,1,3,2,0,3,1,1,11,2,0,1,2,1,25,7,4,0,4,10,0,1,1,0,0,1,0,18,2,1,6,7,6,2
"SPEN",18,8,6,9,3,1,3,3,30,4,1,1,0,0,49,20,4,2,23,17,0,3,0,0,2,1,3,60,3,6,19,28,33,5
"ZBTB17",9,7,4,5,3,1,2,1,26,6,0,0,1,0,19,12,6,0,14,16,0,1,0,0,1,3,0,26,3,2,9,7,27,5
"HSPB7",0,2,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,4,0,0,0,0,0,0,1,1,20
"FAM131C",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"EPHA2",2,2,1,0,0,0,0,0,5,0,0,0,5,0,0,0,0,0,1,1,0,0,0,1,3,0,0,1,0,0,1,34,38,0
"RP11-276H7.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0
"ARHGEF19",1,3,1,1,2,3,1,0,5,1,0,0,0,2,7,5,3,0,1,8,0,0,0,0,0,0,0,3,0,2,3,7,4,2
"RSG1",0,2,1,0,0,0,0,0,3,3,0,1,0,1,2,0,0,0,0,1,0,0,0,0,1,0,0,2,0,0,0,1,3,1
"FBXO42",9,8,2,3,4,0,2,4,25,4,0,0,1,0,12,11,4,2,7,7,0,1,0,0,3,0,2,23,1,3,14,14,19,3
"SZRD1",38,25,26,13,5,2,5,2,76,21,2,1,2,3,53,20,19,1,29,20,2,0,2,2,14,0,1,126,11,16,40,57,62,14
"SPATA21",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"NECAP2",84,24,29,25,11,8,4,4,62,25,6,0,6,3,97,82,27,0,29,93,1,4,2,1,3,3,6,133,15,9,88,52,128,7
"RP4-798A10.2",1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,1,3,0,0,0,0,0,0,0,2,0,0,0,0,1,1
"RP4-798A10.7",0,0,0,0,0,0,0,0,2,0,1,0,0,1,0,0,2,0,0,0,0,0,0,0,0,1,0,8,0,0,1,1,0,0
"RP4-798A10.4",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,1,0
"NBPF1",4,8,0,1,0,1,0,1,12,0,0,0,0,0,4,1,1,1,2,2,0,0,0,0,1,1,0,7,0,1,1,10,8,0
"CROCC",5,7,0,1,1,2,1,4,17,1,0,0,2,0,10,2,5,1,0,6,0,0,0,0,0,0,0,4,1,1,8,4,8,3
"RP11-108M9.4",29,11,8,11,0,2,3,2,42,1,1,0,3,4,29,10,4,2,16,9,1,0,0,0,7,0,11,28,0,0,5,31,48,6
"RP11-108M9.6",1,1,2,1,3,0,0,0,0,0,2,0,0,2,3,3,3,0,0,2,0,0,0,0,2,0,0,6,0,0,4,1,4,0
"MFAP2",0,82,0,0,0,0,0,0,133,0,0,0,10,0,0,0,0,4,0,1,0,0,0,0,0,0,0,2,0,0,1,4,20,1
"ATP13A2",17,2,4,1,2,0,3,4,7,3,0,0,1,0,10,8,5,2,7,9,1,1,0,5,1,0,0,6,2,3,9,41,36,1
"SDHB",159,25,21,47,13,9,0,6,108,16,3,1,6,5,68,32,18,4,28,46,0,2,0,2,11,8,7,163,6,11,41,227,81,15
"PADI2",7,0,1,4,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,70,1,0
"PADI1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0
"PADI4",1,0,0,0,0,0,1,0,3,1,1,1,0,0,3,2,3,0,3,1,2,1,0,0,0,2,0,10,0,0,5,0,0,0
"RCC2",42,8,2,16,5,2,0,1,27,5,0,0,0,0,24,7,7,0,14,8,0,0,0,1,2,2,3,103,4,7,9,54,33,1
"ARHGEF10L",22,2,0,9,0,0,0,2,17,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,2,0,0,1,1,0,0,41,2,7
"ACTL8",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
"IGSF21",20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"KLHDC7A",1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"ALDH4A1",3,2,0,0,0,0,0,3,2,0,0,0,0,0,0,1,1,1,1,2,0,0,0,0,0,1,0,6,0,1,4,16,2,4
"IFFO2",0,0,0,1,2,0,0,0,3,1,0,0,2,1,4,2,3,0,0,1,0,0,0,0,0,0,0,1,1,0,4,9,10,2
"UBR4",43,14,9,14,4,1,4,2,58,7,3,0,2,1,38,18,13,0,5,16,6,2,0,0,2,4,0,36,1,0,10,69,40,4
"RP1-43E13.2",4,2,0,1,1,0,0,2,6,2,0,0,0,1,1,1,0,0,0,3,0,0,0,0,0,0,0,6,0,0,1,5,2,0
"EMC1",15,7,0,6,4,1,0,1,27,2,1,0,4,2,17,4,4,0,7,6,0,0,0,0,0,1,1,11,0,0,7,15,14,4
"MRTO4",40,9,4,11,5,1,6,3,35,17,2,1,1,1,43,12,8,2,13,19,1,0,2,1,4,3,0,99,10,6,28,49,31,3
"AKR7A3",0,0,1,0,0,0,0,1,1,2,0,0,0,0,2,0,1,1,2,1,0,0,0,0,0,0,0,0,1,0,0,119,3,0
"AKR7A2",86,59,14,33,5,5,3,12,204,20,1,2,6,0,81,27,23,5,18,37,0,8,1,5,9,5,4,198,11,15,52,148,89,13
"PQLC2",8,5,1,6,0,0,0,1,14,2,0,0,0,0,10,2,1,0,1,1,0,1,0,1,0,1,0,15,0,1,5,17,6,1
"CAPZB",536,228,102,188,51,22,24,23,505,110,22,3,23,23,366,188,108,28,138,245,10,14,4,9,38,16,20,704,51,47,264,280,304,50
"MINOS1",327,147,64,118,24,15,11,20,397,97,11,2,20,26,260,142,83,36,82,166,9,3,1,12,44,18,12,564,36,22,191,825,319,75
"NBL1",20,244,2,2,12,0,0,2,624,3,0,0,7,0,3,11,7,35,2,7,1,3,0,0,16,1,0,4,3,4,4,253,93,21
"TMCO4",14,7,1,7,0,0,3,3,18,4,0,0,1,0,27,9,3,1,7,8,0,0,0,0,1,2,0,7,3,0,14,11,9,5
"RNF186",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,119,1,1
"RP11-91K11.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0
"OTUD3",4,1,3,1,0,0,2,0,7,0,0,0,0,0,4,1,2,0,1,5,0,0,0,0,0,0,1,6,0,0,2,5,2,1
"PLA2G2A",12,3,1,7,0,0,1,2,3455,0,1,0,0,1,15,7,5,4,5,13,0,0,0,0,0,1,0,13,2,2,4,2806,8,0
"PLA2G5",0,1,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PLA2G2D",12,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RP3-340N1.2",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"PLA2G2C",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"UBXN10-AS1",0,0,0,1,0,0,0,0,8,4,0,0,0,2,2,1,0,7,1,1,0,0,0,0,0,0,2,0,0,0,1,8,1,0
"UBXN10",0,0,0,0,0,0,0,0,6,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,11,0,0
"RP4-745E8.2",0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CAMK2N1",2,10,0,1,0,0,0,1,91,3,1,0,1,0,4,2,1,0,5,4,0,0,0,0,12,0,0,2,0,0,3,273,4,4
"MUL1",13,8,2,3,3,1,0,2,35,4,0,0,2,2,6,3,4,2,7,5,0,0,0,2,1,2,0,28,3,4,4,10,31,4
"FAM43B",0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
"CDA",2,2,1,2,0,0,1,0,51,1,0,0,2,0,5,0,0,0,0,0,0,0,0,0,1,0,3,3,0,1,0,133,210,0
"PINK1",14,13,2,3,0,0,2,3,81,0,0,0,4,0,1,1,1,1,2,4,0,0,0,0,5,1,1,5,2,0,3,40,146,4
"PINK1-AS",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,2,0,0,1,1,2,0
"DDOST",123,54,29,36,13,5,5,7,184,26,5,1,11,9,101,40,30,4,36,68,1,3,0,3,13,17,7,119,10,11,57,169,86,5
"KIF17",4,0,0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0
"HP1BP3",76,34,27,25,13,7,12,12,184,54,5,2,13,4,131,78,47,9,54,82,6,1,0,4,21,5,2,208,11,24,80,107,140,20
"EIF4G3",24,22,3,10,1,2,1,0,49,2,2,0,2,1,24,6,5,3,16,6,2,3,0,0,4,1,0,32,0,1,13,48,52,4
"ECE1",4,16,9,1,6,1,2,2,29,8,1,0,6,0,35,12,7,1,10,16,1,3,0,0,6,4,1,23,1,2,11,43,198,2
"RP5-1071N3.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"NBPF3",1,3,0,0,1,0,1,0,5,0,0,0,3,0,4,3,0,2,1,3,0,0,0,0,2,0,0,3,1,0,0,2,3,1
"ALPL",1,2,0,0,0,0,0,0,1,0,0,0,0,0,10,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0
"RAP1GAP",0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,1,0
"USP48",31,16,13,23,4,6,3,7,53,14,0,1,3,7,77,16,16,1,12,39,0,2,0,2,2,7,2,100,5,2,41,40,49,7
"LDLRAD2",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,7,0
"HSPG2",15,27,0,0,1,0,0,22,186,1,1,0,12,3,7,4,1,14,6,4,0,0,0,0,6,0,1,4,0,1,0,33,1237,26
"RP1-224A6.3",1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"LINC00339",5,4,4,1,0,3,1,0,17,0,0,0,0,2,17,6,6,0,5,10,1,0,0,0,2,2,2,13,0,1,4,9,18,1
"CDC42",279,64,64,147,30,8,13,14,242,59,13,3,10,28,258,120,88,16,93,177,8,6,2,4,14,18,18,389,28,27,150,264,292,50
"WNT4",0,5,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"ZBTB40",3,1,1,2,2,1,0,1,5,0,2,0,0,0,14,6,3,0,2,7,0,2,0,0,2,1,0,6,1,1,3,4,9,1
"C1QA",4338,1,4,574,1,0,3,1,8,3,0,0,0,2,16,8,4,0,3,8,0,0,0,0,0,2,4,8,2,0,16,6,85,1
"C1QC",3983,0,5,389,2,1,0,0,10,3,0,0,1,1,9,4,2,0,2,6,0,0,0,0,1,0,0,9,0,1,8,2,49,1
"C1QB",4945,0,8,512,2,0,1,2,9,3,1,1,0,1,13,6,2,0,4,13,0,0,0,0,3,2,3,14,1,2,17,9,60,1
"EPHB2",14,1,0,0,0,0,0,0,18,2,0,0,0,0,2,1,0,0,1,1,0,0,0,0,0,0,0,2,0,0,0,75,1,0
"C1orf234",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"KDM1A",14,7,3,3,1,0,0,1,30,5,0,0,2,1,13,5,2,1,9,15,0,1,1,3,4,2,0,41,0,0,1,60,25,1
"LUZP1",24,54,11,16,3,1,1,4,51,8,4,0,13,2,19,20,11,4,5,25,1,0,1,0,6,3,0,16,2,3,35,57,184,6
"HTR1D",0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0
"LINC01355",0,0,2,0,0,0,0,0,5,0,0,0,1,0,6,3,0,0,4,2,0,0,0,0,0,0,0,2,0,1,0,3,3,1
"HNRNPR",101,56,30,53,22,6,12,8,200,48,10,3,11,8,149,76,51,9,60,102,2,5,4,4,14,11,3,427,37,17,107,151,159,23
"ZNF436",1,2,0,0,0,0,0,1,21,1,0,0,0,0,2,0,0,0,0,2,0,0,0,0,2,0,0,0,0,1,0,7,14,0
"ZNF436-AS1",2,0,0,0,0,0,0,0,7,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,1,2,2,0
"RP5-1057J7.7",0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TCEA3",2,6,1,4,0,0,1,2,83,0,0,1,0,0,3,6,0,3,2,13,4,0,0,1,3,0,0,1,0,0,0,201,9,6
"ASAP3",0,2,0,0,0,0,0,0,29,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,4,0,0,0,9,11,0
"E2F2",1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,3,0,31,2,3,1,9,0,0
"RP1-150O5.3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0
"ID3",100,288,5,12,11,4,1,24,565,3,0,0,17,0,198,15,12,20,85,37,0,3,1,0,230,7,0,192,8,26,35,220,1362,208
"MDS2",0,0,4,1,2,0,2,0,1,2,0,0,0,0,27,16,0,0,6,28,3,0,0,0,0,0,0,4,0,0,6,2,1,0
"RPL11",2547,1162,1553,1964,314,265,526,230,5671,1741,195,105,330,410,12840,5040,1977,155,3981,8814,384,184,92,166,386,258,286,6414,316,216,3551,6192,4625,521
"TCEB3",20,12,8,8,4,2,0,1,26,7,0,0,3,2,81,13,4,0,22,9,0,0,0,0,1,1,0,60,3,2,14,11,34,5
"TCEB3-AS1",4,2,2,1,1,1,0,1,11,4,0,1,0,2,5,4,2,0,4,10,0,0,0,0,1,0,0,16,0,0,2,11,6,1
"PITHD1",45,14,18,15,9,6,6,9,81,28,3,1,4,3,79,42,22,2,40,56,3,3,0,1,6,3,4,99,9,14,30,70,67,17
"LYPLA2",50,13,17,13,8,5,1,2,29,11,1,0,4,2,71,22,12,1,16,28,1,3,3,1,2,3,5,86,6,4,40,107,72,3
"GALE",17,3,3,0,2,0,0,0,7,4,2,0,0,2,13,8,3,1,7,7,0,0,1,0,0,1,2,27,1,2,6,189,21,1
"HMGCL",42,12,2,9,4,0,2,9,54,7,1,0,2,3,35,12,10,3,14,8,0,2,0,0,5,3,3,44,4,3,21,68,54,7
"FUCA1",128,4,5,11,1,0,1,2,68,2,1,0,6,1,14,4,7,4,3,10,0,2,0,2,2,0,2,37,1,4,9,117,30,2
"CNR2",0,0,6,0,0,0,0,0,1,0,0,0,0,0,89,0,3,0,31,3,0,1,0,0,0,0,0,47,0,0,0,3,0,0
"PNRC2",66,29,33,30,15,11,12,13,160,41,1,1,4,4,158,68,35,2,72,74,2,0,1,3,12,12,6,278,15,13,61,165,81,21
"SRSF10",63,43,23,27,22,6,13,15,149,37,7,1,15,9,186,63,36,2,74,84,3,7,5,1,20,11,0,477,26,22,94,191,141,19
"RP11-293P20.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
"MYOM3",0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,2,0
"IL22RA1",0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,25,0,0
"IFNLR1",2,0,0,0,1,0,0,0,0,1,0,0,0,0,4,0,0,0,4,0,0,0,0,3,0,0,0,10,1,1,1,6,1,0
"GRHL3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"STPG1",1,1,1,0,5,0,3,0,9,0,0,0,0,0,7,3,2,1,1,6,0,0,0,0,1,0,1,26,0,0,3,14,9,0
"NIPAL3",5,2,3,5,5,1,1,3,8,8,1,0,1,2,30,15,11,2,13,21,0,1,0,0,0,0,0,20,6,3,16,12,17,0
"RCAN3",13,1,13,8,2,5,10,6,9,9,2,0,3,2,61,68,25,1,14,102,4,2,2,0,2,0,1,25,5,3,53,19,6,0
"RP4-594I10.3",5,0,9,3,4,1,1,3,2,5,2,0,0,1,28,37,15,0,6,66,2,0,2,0,0,0,0,12,1,1,30,11,5,0
"SRRM1",195,64,59,83,20,7,9,12,189,58,7,2,13,17,243,124,74,7,101,145,5,10,2,8,21,9,8,477,22,35,138,184,187,24
"CLIC4",30,31,1,11,0,0,0,20,84,0,0,0,4,3,22,2,0,12,11,1,0,0,0,0,19,2,0,113,3,0,1,8,215,26
"RUNX3",47,5,64,29,29,10,7,1,3,1,11,5,1,0,62,48,64,0,17,56,5,14,1,2,0,6,2,68,3,22,42,3,0,1
"RP4-706G24.1",2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"SYF2",119,76,56,44,24,11,18,16,273,72,6,3,17,15,300,121,47,11,125,170,7,9,1,7,28,9,8,376,21,16,139,181,255,30
"RSRP1",70,33,50,38,22,15,19,9,174,49,14,3,19,10,275,112,83,4,99,146,6,11,3,5,14,12,5,178,12,10,121,116,135,19
"RP3-465N24.6",0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"RHD",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"TMEM50A",231,73,48,60,33,19,17,28,357,47,4,2,30,20,131,77,76,16,37,108,9,7,4,8,28,6,7,167,18,23,148,265,359,42
