"","Anti-inflammatory macro/mono","CAFs","CD8aa IELs","cDCs","Enteric glia cells","Mast cells","Memory CD4 Tcells","Memory CD8 Tcells","Myofibroblasts","Naive CD4 Tcells","NK cells","Pericytes","Pro-inflammatory macro/mono","Proliferative CD4 Tcells","Regulatory CD4 Tcells","Tumour Epithelial cells","Vascular ECs"
"TCEB3-AS1",2,14,1,0,0,5,1,0,0,0,0,1,0,1,0,30,2
"PITHD1",44,157,2,2,0,8,7,2,7,1,2,15,1,4,4,276,16
"LYPLA2",21,89,0,2,0,7,3,3,5,2,1,10,4,2,8,354,20
"GALE",21,41,0,1,0,4,1,1,1,0,0,4,0,3,2,544,7
"HMGCL",18,84,0,4,0,3,1,1,4,1,0,7,1,1,7,251,8
"FUCA1",120,72,0,1,1,2,4,0,5,0,0,1,0,1,0,275,2
"CNR2",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"PNRC2",40,233,0,10,1,5,13,8,10,4,1,13,3,16,14,489,32
"SRSF10",65,409,0,10,1,12,17,3,20,6,0,44,4,17,25,992,42
"RP11-293P20.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"MYOM3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,1
"IL22RA1",0,5,0,0,0,0,0,0,0,0,0,0,0,0,2,111,0
"IFNLR1",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0
"GRHL3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0
"STPG1",0,24,0,0,0,0,1,0,2,1,0,0,0,1,0,70,1
"NIPAL3",4,22,1,1,0,1,7,3,0,0,0,1,0,3,3,148,6
"RCAN3",11,10,2,1,0,2,6,3,0,4,0,0,1,4,16,114,1
"RP4-594I10.3",1,2,1,0,1,0,0,0,0,0,0,0,0,0,4,14,1
"NCMAP",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,6,0
"SRRM1",115,358,2,14,4,18,20,8,12,4,1,32,12,21,25,934,38
"CLIC4",56,713,0,0,6,3,0,0,29,0,0,52,6,1,1,253,130
"RUNX3",4,15,0,8,0,2,8,5,0,1,0,1,0,4,9,334,3
"RP11-84D1.2",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"RP4-706G24.1",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
"SYF2",94,396,2,17,3,27,21,3,29,6,3,39,6,11,29,1164,55
"RSRP1",82,348,0,14,1,34,20,8,16,5,3,43,9,13,24,817,68
"RP3-465N24.6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
"TMEM50A",281,731,0,12,6,47,35,9,26,6,3,92,16,16,31,1402,93
"RHCE",0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0
"TMEM57",12,76,0,1,0,4,1,2,2,0,0,7,1,2,1,134,6
"LDLRAP1",5,44,0,0,1,0,4,1,1,1,1,1,0,1,5,190,11
"RP11-70P17.1",0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0
"MAN1C1",16,26,0,1,0,0,1,0,2,0,0,0,0,0,0,7,4
"RP1-187B23.1",1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
"SEPN1",23,164,0,1,1,1,0,1,2,0,1,10,0,1,0,302,57
"RP1-317E23.3",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0
"MTFR1L",15,103,0,2,1,8,2,0,9,1,0,8,0,0,2,137,6
"AUNIP",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0
"PAQR7",2,29,0,1,0,2,0,0,1,0,0,4,0,0,0,54,2
"STMN1",125,376,0,6,17,16,9,7,31,0,1,38,2,136,16,803,136
"PAFAH2",7,17,0,0,0,5,0,0,0,0,0,1,0,0,1,173,1
"EXTL1",0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"SLC30A2",0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0
"TRIM63",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,9,0
"PDIK1L",3,4,0,0,0,0,0,1,0,0,0,0,2,1,0,73,0
"FAM110D",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,6
"RP11-96L14.7",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
"ZNF593",55,229,0,5,0,11,4,1,10,0,0,16,5,7,4,717,20
"CNKSR1",0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,165,1
"CEP85",1,10,0,2,0,0,0,0,0,0,0,2,1,2,0,41,1
"SH3BGRL3",1881,2398,22,225,14,231,339,186,57,82,4,167,206,169,232,5980,358
"UBXN11",22,34,1,2,0,2,6,2,0,3,0,1,3,0,3,206,4
"CD52",595,40,26,114,1,340,447,242,0,107,8,2,69,117,270,83,13
"AIM1L",0,2,0,1,0,0,1,0,0,0,0,0,0,0,0,136,0
"ZNF683",0,1,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0
"DHDDS",17,63,0,3,0,5,1,0,3,0,0,8,0,0,3,95,8
"RP3-476K8.3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"HMGN2",313,1413,7,41,3,41,52,27,29,14,3,79,23,161,61,1844,71
"RPS6KA1",19,11,0,3,0,4,6,2,0,1,0,2,2,1,6,253,4
"RP5-968P14.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"ARID1A",38,115,0,7,1,6,5,1,5,1,1,9,3,4,7,307,16
"PIGV",7,40,0,0,0,0,1,0,0,0,0,3,0,1,0,62,1
"ZDHHC18",6,29,0,0,0,1,0,0,0,0,0,3,0,0,3,90,5
"SFN",4,35,0,2,0,1,1,0,3,0,0,3,0,2,3,1368,3
"GPN2",12,49,1,0,0,1,2,1,2,1,0,6,1,0,2,86,7
"GPATCH3",5,26,0,2,0,2,1,1,0,1,0,5,0,0,2,44,2
"NUDC",87,386,0,8,3,22,13,5,21,7,1,64,4,38,20,917,46
"NR0B2",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,14,0
"KDF1",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,99,0
"TRNP1",0,9,0,0,0,0,0,0,0,0,0,4,1,0,0,123,1
"FAM46B",0,14,0,0,0,0,0,0,0,0,0,2,0,0,0,17,0
"SLC9A1",9,38,0,0,0,6,1,0,2,1,0,8,1,2,2,265,11
"WDTC1",9,44,0,1,0,2,0,1,1,0,0,3,0,0,2,203,5
"TMEM222",13,99,0,2,1,3,2,1,5,2,0,6,0,1,0,173,7
"SYTL1",3,8,1,4,0,1,9,3,1,4,0,0,0,3,7,406,1
"MAP3K6",4,36,0,0,0,1,2,1,2,2,1,8,0,1,4,123,10
"FCN3",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,7
"CD164L2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0
"GPR3",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1
"WASF2",60,292,0,3,3,3,8,4,13,3,0,29,4,2,12,460,89
"RP1-159A19.4",0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0
"AHDC1",3,69,0,1,0,0,0,0,1,0,0,14,1,0,1,109,10
"FGR",74,3,0,16,0,1,0,0,0,0,1,0,9,0,0,5,0
"RP11-288L9.1",0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,6,0
"IFI6",496,1007,4,8,8,48,41,9,158,8,2,97,13,14,40,8067,37
"FAM76A",14,53,0,1,0,2,0,1,3,0,0,12,0,0,1,143,4
"STX12",74,199,0,3,2,3,3,0,12,0,0,27,4,2,2,159,23
"PPP1R8",21,100,0,1,0,2,2,0,1,1,0,5,0,8,3,165,6
"THEMIS2",74,40,0,8,1,1,3,1,2,0,1,2,10,2,3,22,7
"RPA2",38,143,0,4,4,11,8,4,7,1,2,15,2,7,12,210,4
"SMPDL3B",0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,64,0
"XKR8",2,29,0,2,0,2,2,0,2,0,1,2,0,0,1,29,3
"EYA3",5,44,0,0,0,1,1,1,0,0,0,2,2,1,1,91,5
"PTAFR",42,2,0,5,0,1,0,0,0,0,0,0,4,0,0,78,1
"DNAJC8",100,317,2,10,4,11,14,4,32,1,2,41,3,24,28,460,34
"ATPIF1",163,695,3,11,5,38,31,12,24,12,3,68,15,52,33,3100,89
"RP5-1092A3.4",0,5,0,0,0,1,0,0,0,0,0,1,0,0,2,30,0
"RP5-1092A3.5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"SESN2",17,31,0,0,0,0,0,0,1,0,0,2,1,0,1,26,3
"MED18",2,14,0,1,0,0,0,0,3,0,0,1,0,0,1,31,1
"PHACTR4",20,69,0,2,1,2,5,1,4,3,0,6,2,2,2,229,23
"RCC1",16,77,0,0,0,1,2,0,2,1,0,5,0,2,3,151,15
"TRNAU1AP",11,81,1,3,0,2,9,1,1,1,0,13,1,6,8,177,18
"SNHG12",24,47,0,3,1,7,3,3,1,2,1,11,2,6,1,132,6
"TAF12",60,229,1,6,1,12,12,3,10,4,0,12,3,7,5,220,21
"RAB42",15,14,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0
"RP11-442N24--B.1",1,5,0,0,0,0,0,0,0,0,0,1,0,0,0,7,0
"RNU11",5,3,0,1,0,1,0,0,0,0,0,0,1,0,1,3,0
"GMEB1",4,26,1,2,0,1,0,0,2,0,0,2,0,4,1,30,5
"YTHDF2",58,249,1,5,0,6,3,1,4,2,0,19,1,9,4,358,31
"OPRD1",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"EPB41",5,15,0,2,0,1,1,1,1,3,0,0,0,4,3,77,1
"TMEM200B",0,27,0,0,0,0,0,0,0,0,0,5,0,0,0,0,1
"SRSF4",52,251,3,8,2,8,12,7,17,6,0,39,7,16,9,480,36
"MECR",5,64,1,2,0,1,0,0,4,1,0,8,0,0,1,126,2
"PTPRU",0,46,0,0,0,0,1,0,1,0,0,2,0,0,0,129,3
"MATN1",1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MATN1-AS1",2,3,0,0,0,1,0,0,0,0,0,0,0,0,1,19,0
"LAPTM5",1183,30,4,110,0,152,112,46,2,29,5,2,89,21,126,63,33
"RP5-1125N11.2",0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0
"SDC3",34,57,0,0,0,0,0,0,3,0,0,0,0,0,0,67,6
"PUM1",46,163,0,2,0,8,1,3,4,1,0,16,6,1,3,524,23
"NKAIN1",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SNRNP40",31,97,0,3,2,1,8,6,9,1,0,16,3,9,12,180,14
"ZCCHC17",32,126,0,2,1,9,8,8,6,2,0,14,2,7,9,213,17
"FABP3",167,18,0,0,0,0,0,0,2,0,0,1,0,0,0,6,2
"SERINC2",30,92,0,2,0,1,0,0,0,0,0,1,1,0,0,855,4
"LINC01226",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RP11-73M7.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"TINAGL1",10,19,0,0,0,47,0,0,9,0,0,80,0,0,1,739,34
"HCRTR1",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PEF1",27,179,0,4,1,28,8,6,8,3,0,26,3,6,14,333,19
"COL16A1",5,560,0,1,0,1,0,0,5,1,0,18,0,0,0,286,2
"ADGRB2",1,23,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0
"SPOCD1",2,121,0,0,0,0,0,0,0,0,0,4,0,0,1,29,2
"RP11-84A19.2",1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"RP11-84A19.4",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
"PTP4A2",79,271,1,10,0,5,9,9,3,4,1,29,9,14,6,781,29
"KHDRBS1",94,453,1,8,0,18,17,9,19,3,1,58,8,18,22,791,49
"RP11-277A4.4",1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
"TMEM39B",5,47,0,1,1,1,3,0,1,1,0,6,0,1,4,47,10
"KPNA6",23,167,0,1,0,4,5,3,4,1,0,20,1,0,3,316,24
"TXLNA",7,93,0,2,1,2,1,0,5,0,0,5,0,3,4,111,13
"CCDC28B",1,115,0,3,0,2,1,1,4,1,0,30,0,4,0,30,11
"RP4-622L5.7",0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,4,1
"IQCC",0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,19,0
"DCDC2B",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"TMEM234",10,51,0,3,0,2,1,0,3,0,0,5,1,0,3,85,17
"EIF3I",104,553,1,24,6,15,18,5,37,5,0,62,5,31,28,1028,64
"FAM167B",1,17,0,0,0,1,0,0,1,0,0,1,0,1,0,30,147
"LCK",1,15,3,0,0,0,33,21,0,15,0,0,0,23,64,197,2
"HDAC1",27,122,1,5,1,9,14,5,6,5,0,13,2,15,13,779,58
"MARCKSL1",30,760,0,8,2,3,4,3,18,2,2,62,22,8,3,3312,299
"TSSK3",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
"FAM229A",2,20,0,1,0,1,0,1,0,0,1,1,0,0,0,64,2
"BSDC1",13,122,2,2,2,3,6,0,3,1,0,19,1,1,4,444,9
"ZBTB8B",0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"ZBTB8A",2,61,0,0,0,0,0,0,1,0,0,2,0,0,1,34,5
"ZBTB8OS",66,157,0,1,0,9,6,5,8,2,0,17,3,8,13,442,15
"RBBP4",59,229,0,10,3,12,15,9,11,5,1,32,3,9,23,475,29
"SYNC",11,90,0,2,1,2,7,0,7,2,0,5,1,1,7,81,6
"RP11-114B7.6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
"KIAA1522",4,28,0,0,0,5,0,0,0,0,0,0,0,0,2,495,7
"YARS",9,78,1,1,0,5,3,0,6,1,0,6,3,5,3,143,4
"S100PBP",15,72,0,2,1,0,3,3,4,0,1,4,1,1,6,147,11
"FNDC5",0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"HPCA",0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,7,1
"TMEM54",14,138,0,0,1,1,0,0,8,0,0,11,1,1,0,1623,16
"RNF19B",24,34,0,1,0,0,1,0,3,0,0,2,8,0,2,175,7
"AK2",59,275,0,7,0,7,6,2,17,1,1,26,5,8,11,533,36
"AZIN2",3,26,0,1,3,1,1,1,1,1,0,0,0,0,1,17,2
"TRIM62",0,6,0,0,0,0,0,0,0,0,0,0,0,0,2,8,1
"ZNF362",8,38,0,1,0,4,3,1,0,0,0,2,0,2,0,53,8
"PHC2",59,136,0,2,0,1,1,1,3,1,0,13,6,0,1,274,20
"RP11-415J8.5",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0
"ZSCAN20",0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,5,1
"CSMD2",0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SMIM12",35,101,1,8,1,6,5,1,6,2,0,18,2,2,3,198,21
"GJB5",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,90,0
"GJB4",0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,148,0
"GJB3",0,6,0,0,0,0,0,0,0,0,0,1,0,0,0,203,0
"GJA4",0,0,0,0,0,0,1,0,0,0,0,87,0,0,0,6,44
"DLGAP3",3,0,0,0,0,0,0,0,0,0,0,1,2,0,0,9,0
"RP11-244H3.4",2,3,0,0,0,0,0,0,0,0,0,0,0,0,1,12,0
"ZMYM6NB",0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0
"ZMYM6",10,24,0,2,1,2,2,0,1,0,0,2,0,1,0,87,1
"ZMYM1",2,21,0,0,0,1,0,0,0,0,0,2,0,0,1,39,2
"SFPQ",115,376,0,12,1,13,24,14,16,4,3,43,15,25,11,978,60
"ZMYM4",7,61,0,1,0,0,0,1,3,0,0,3,0,0,3,142,9
"KIAA0319L",6,57,0,1,0,3,5,2,2,3,1,4,2,1,1,205,8
"NCDN",3,25,0,0,0,0,0,0,1,0,0,6,0,0,1,44,2
"RP4-728D4.2",2,2,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0
"TFAP2E",1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
"PSMB2",97,371,3,11,6,19,13,10,18,4,0,49,5,33,20,969,44
"C1orf216",4,68,0,0,0,4,2,0,5,1,0,4,1,0,2,26,2
"CLSPN",5,20,0,1,0,1,1,0,0,0,0,11,0,6,2,40,1
"AGO4",13,21,0,2,0,0,2,0,1,0,1,2,1,0,0,50,6
"AGO1",18,46,0,0,0,2,1,1,1,0,0,2,1,0,1,106,10
"RP4-789D17.5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"AGO3",15,75,0,4,0,4,3,0,4,0,0,9,3,2,1,221,12
"TEKT2",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ADPRHL2",19,82,1,0,0,3,4,1,11,1,1,9,2,4,5,202,9
"COL8A2",7,85,0,1,0,0,0,0,2,0,0,0,0,0,0,1,0
"TRAPPC3",50,304,2,5,2,12,7,3,17,4,0,27,4,4,13,462,22
"MAP7D1",39,184,0,7,0,3,5,0,11,0,0,22,7,5,5,204,14
"THRAP3",39,248,3,6,0,12,8,1,9,3,0,28,5,10,6,465,25
"SH3D21",7,6,0,0,0,2,0,0,0,0,0,0,0,0,0,53,0
"EVA1B",13,261,0,1,0,0,0,0,4,1,0,37,0,0,1,85,28
"RP11-268J15.5",2,18,0,1,0,0,0,0,0,0,0,0,0,0,0,170,1
"STK40",14,38,0,0,0,0,0,0,2,0,0,3,1,1,1,71,3
"LSM10",110,216,0,10,1,11,9,8,4,3,3,23,5,6,17,244,15
"OSCP1",0,33,0,0,0,0,0,0,1,0,0,1,0,0,0,54,1
"MRPS15",66,293,0,9,2,5,8,5,9,1,0,34,4,19,11,523,34
"CSF3R",39,0,0,4,0,0,0,0,0,0,0,0,8,0,0,6,0
"GRIK3",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"LINC01137",5,38,0,0,0,0,0,0,1,0,0,3,0,1,0,48,3
"ZC3H12A",9,97,0,1,0,9,3,1,2,3,0,8,0,2,9,195,8
"MEAF6",96,349,4,11,4,21,20,6,19,5,1,26,4,12,25,471,24
"SNIP1",2,22,0,2,0,2,2,0,0,0,0,3,1,0,2,53,3
"DNALI1",0,40,0,0,0,0,0,0,1,0,0,8,0,0,0,1,0
"GNL2",19,79,1,2,0,2,5,1,5,1,0,6,0,6,3,145,17
"RSPO1",0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"C1orf109",5,35,0,1,0,3,1,0,1,0,0,5,0,2,4,74,3
"CDCA8",2,6,0,0,0,0,0,0,0,0,0,1,0,2,0,101,0
"EPHA10",1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,63,0
"MANEAL",1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,43,1
"YRDC",4,17,0,1,0,0,0,0,1,0,0,4,0,0,0,65,1
"C1orf122",48,524,0,0,0,9,6,1,12,3,0,57,4,3,4,355,32
"MTF1",2,27,0,0,0,0,0,0,4,0,0,3,2,0,0,60,2
"INPP5B",4,20,0,1,0,1,0,0,1,0,0,3,1,3,3,40,2
"RP11-109P14.10",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SF3A3",20,128,0,2,0,5,9,3,8,0,0,10,3,5,7,208,28
"FHL3",32,320,0,4,1,10,1,0,17,0,0,31,6,0,2,10,25
"UTP11L",24,135,2,2,2,5,1,0,9,0,0,23,3,3,4,157,15
"POU3F1",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
"RRAGC",52,123,0,3,0,1,3,0,5,0,0,10,5,3,2,123,5
"RP5-864K19.4",7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
"MYCBP",18,37,0,3,0,4,3,2,3,0,0,8,2,4,4,210,7
"RP5-864K19.6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"RHBDL2",0,12,0,0,0,0,0,0,0,0,0,6,0,0,1,295,0
"AKIRIN1",29,167,2,6,0,2,10,2,4,4,2,21,0,0,9,228,9
"NDUFS5",308,1993,9,19,15,40,71,19,80,16,3,190,18,51,65,2965,142
"MACF1",30,397,0,6,1,5,12,1,15,1,5,44,5,4,4,565,75
"BMP8A",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"RP11-69E11.4",0,9,0,0,0,0,1,0,0,0,0,0,0,0,0,22,0
"PABPC4",93,210,0,1,0,4,6,5,4,1,0,15,3,5,5,401,26
"HEYL",0,20,0,0,0,0,0,0,0,0,0,47,0,0,0,12,0
"PPIE",25,130,0,8,0,9,10,2,3,2,1,7,2,7,7,328,10
"BMP8B",0,14,1,0,0,0,0,0,0,0,0,6,0,0,0,25,1
"OXCT2",1,2,0,0,0,0,0,1,0,0,0,1,0,0,0,4,0
"RP1-118J21.25",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0
"TRIT1",3,33,1,2,1,2,0,0,0,0,0,6,0,1,1,112,4
"MYCL",1,15,0,1,0,0,0,0,0,0,0,0,0,0,0,61,0
"RP1-118J21.5",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MFSD2A",6,4,0,1,0,0,0,1,0,0,0,1,0,0,0,80,1
"CAP1",326,736,3,65,8,44,45,18,45,6,1,138,28,37,49,1249,68
"PPT1",337,155,1,40,3,19,12,5,5,2,0,28,21,6,15,294,20
"RLF",18,46,0,1,0,1,3,1,0,1,0,2,0,0,1,67,5
"RP1-39G22.7",1,19,1,1,1,1,1,0,1,0,0,2,0,1,0,59,2
"ZMPSTE24",42,180,0,6,1,6,7,1,9,1,0,20,1,4,6,313,16
"COL9A2",3,21,0,1,0,2,1,0,0,0,0,0,0,2,3,11,0
"SMAP2",53,30,2,13,0,2,8,1,2,7,0,13,10,9,12,106,9
"ZFP69B",1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"ZFP69",0,3,0,0,0,0,0,0,1,0,0,1,0,0,0,2,0
"RP11-656D10.3",0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0
"EXO5",1,12,0,0,0,0,0,0,0,0,0,1,0,0,0,19,3
"ZNF684",0,7,0,0,0,0,2,0,0,0,0,1,0,0,1,4,0
"RIMS3",0,2,0,0,0,1,0,0,0,0,0,0,0,2,0,13,0
"NFYC-AS1",0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,4,0
"NFYC",31,91,0,4,0,6,5,2,8,1,1,11,6,6,4,178,15
"KCNQ4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0
"CITED4",0,6,0,1,0,0,0,0,1,1,1,1,1,0,0,105,4
"CTPS1",4,42,0,2,0,0,2,1,3,0,0,5,0,0,2,40,6
"SLFNL1-AS1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"SLFNL1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
"SCMH1",3,58,0,0,0,1,1,1,2,0,0,4,1,1,2,64,3
"RP11-399E6.1",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"FOXO6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0
"RP11-399E6.4",0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,4,0
"EDN2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0
"HIVEP3",5,29,0,0,0,0,1,2,0,0,0,3,1,1,4,75,5
"GUCA2B",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0
"GUCA2A",1,2,0,0,0,0,0,0,0,0,0,0,1,0,0,31,0
"FOXJ3",10,60,0,3,0,2,2,1,3,1,0,3,3,0,0,161,13
"RIMKLA",1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,70,1
"ZMYND12",1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0
"PPCS",62,213,0,6,0,5,7,7,7,1,1,11,5,3,14,633,10
"CCDC30",0,8,0,0,0,0,1,0,0,0,0,1,0,0,1,46,1
"PPIH",30,119,0,3,0,8,6,2,4,1,1,14,2,9,9,263,10
"YBX1",1147,2576,7,118,15,99,97,30,99,32,3,260,64,163,99,3662,280
"CLDN19",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"P3H1",8,404,1,1,0,0,2,0,4,0,0,37,1,1,1,62,20
"C1orf50",16,67,0,3,1,0,3,0,3,0,0,5,2,3,2,116,5
"SVBP",70,138,1,11,2,2,7,3,6,0,0,18,6,8,5,250,15
"ERMAP",7,26,0,0,2,0,0,0,0,0,0,2,1,1,0,30,0
"RP11-342M1.3",5,2,0,0,0,0,0,0,0,0,0,0,0,1,0,14,0
"ZNF691",9,19,0,1,0,1,1,1,2,0,0,0,1,0,3,36,5
"SLC2A1",29,127,0,1,1,2,1,0,3,1,1,9,2,1,2,3074,11
"SLC2A1-AS1",0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,120,0
"FAM183A",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"EBNA1BP2",26,168,0,4,1,10,2,3,10,1,0,23,2,12,6,436,22
"CFAP57",0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0
"TMEM125",0,13,0,0,0,0,1,0,0,0,0,3,0,0,0,575,4
"C1orf210",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,195,0
"TIE1",1,1,0,0,0,2,0,0,1,0,0,1,0,0,0,3,87
"RP1-92O14.3",1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0
"CDC20",1,18,0,0,0,0,0,0,0,0,0,1,0,23,0,256,4
"ELOVL1",39,139,1,6,1,5,7,2,8,1,1,15,2,2,3,790,26
"MED8",21,136,0,4,0,7,6,0,1,0,0,11,0,8,2,138,9
"SZT2",5,19,0,0,0,2,0,0,1,0,0,0,0,0,2,89,5
"SZT2-AS1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
"HYI",15,125,0,3,2,5,0,1,5,0,0,5,1,1,1,197,5
"HYI-AS1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
"PTPRF",8,119,0,2,0,0,1,0,4,0,1,3,1,1,1,1426,3
"KDM4A",2,24,0,3,0,2,3,0,1,0,0,2,0,1,1,108,5
"KDM4A-AS1",0,8,0,0,0,0,0,0,0,0,0,1,0,0,0,7,0
"ST3GAL3",1,36,0,0,0,4,0,0,1,1,0,4,0,0,2,6,3
"ARTN",1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,11,0
"RP11-7O11.3",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0
"IPO13",7,34,0,2,0,0,1,0,1,1,0,4,0,0,0,58,7
"DPH2",0,26,1,0,0,0,1,0,1,0,0,2,0,2,1,81,6
"ATP6V0B",591,701,1,39,5,45,16,4,27,4,0,87,26,20,25,1425,70
"B4GALT2",0,132,0,0,0,1,0,0,2,0,0,2,0,2,0,114,6
"CCDC24",2,14,0,1,0,0,0,0,0,0,0,3,0,0,0,99,1
"SLC6A9",0,11,0,0,0,0,0,0,2,0,0,1,0,0,0,15,0
"RP5-1198O20.4",0,23,0,0,0,0,0,0,1,0,0,0,0,0,0,12,0
"DMAP1",7,74,1,2,1,4,4,2,5,2,1,10,0,4,4,110,8
"ERI3",23,216,0,4,0,0,4,3,6,4,0,22,1,6,3,261,15
"RNF220",22,48,0,1,1,1,0,0,0,0,0,10,0,3,3,240,11
"TMEM53",25,33,0,0,0,3,0,0,0,0,0,3,0,1,3,182,5
"C1orf228",6,4,0,0,0,20,6,2,0,1,0,0,0,1,1,18,0
