"","Anti-inflammatory macro/mono","CAFs","CD8aa IELs","cDCs","Mast cells","Memory Bcells","Memory CD4 Tcells","Memory CD8 Tcells","Myofibroblasts","Naive CD4 Tcells","NK cells","Pericytes","Plasma cells","Pro-inflammatory macro/mono","Proliferative CD4 Tcells","Regulatory CD4 Tcells","Tumour Epithelial cells","Vascular ECs"
"CDC42",310,1847,1,25,26,5,39,9,27,15,7,120,36,100,19,54,1502,218
"RP1-224A6.9",0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0
"WNT4",0,64,0,0,0,0,0,0,0,0,0,0,1,1,0,0,21,0
"ZBTB40",1,36,0,1,0,1,3,0,0,2,2,4,0,0,2,1,35,10
"EPHA8",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"C1QA",2238,35,0,27,1,0,4,1,0,0,0,2,0,116,1,1,51,2
"C1QC",1343,19,0,17,1,0,1,0,1,0,0,0,2,50,0,1,23,2
"C1QB",2102,36,0,9,1,2,1,0,0,0,0,1,3,61,1,1,46,1
"EPHB2",2,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,271,7
"C1orf234",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"KDM1A",9,136,0,0,1,1,2,1,1,0,1,10,2,1,2,1,269,20
"LUZP1",10,365,1,1,2,0,4,4,6,1,2,18,2,1,3,4,220,106
"HTR1D",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,0
"LINC01355",3,37,1,0,0,0,0,0,0,0,0,2,2,0,0,0,64,3
"HNRNPR",46,613,2,2,5,0,13,3,13,6,1,63,24,11,19,18,667,92
"ZNF436",1,22,0,0,0,0,0,0,2,0,0,1,0,0,1,0,32,4
"ZNF436-AS1",1,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,1
"RP5-1057J7.7",0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0
"TCEA3",0,319,0,2,1,0,0,0,4,0,1,7,1,0,0,0,431,3
"ASAP3",0,87,0,0,0,0,0,0,0,0,0,1,0,0,0,0,30,6
"E2F2",1,6,0,0,0,0,0,0,0,0,0,2,0,0,6,0,6,1
"RP1-150O5.3",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"ID3",163,10491,0,10,2,7,8,2,78,7,2,438,20,19,2,13,280,434
"MDS2",0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"RPL11",1933,24518,61,299,414,202,873,143,444,553,85,1383,666,599,337,703,34189,2733
"TCEB3",9,162,0,1,2,0,3,1,1,1,0,9,6,3,0,2,121,19
"TCEB3-AS1",4,28,0,0,0,0,0,0,2,0,0,3,3,0,0,0,31,1
"PITHD1",35,324,0,3,3,1,6,1,7,4,1,22,6,11,4,8,294,19
"LYPLA2",18,222,0,1,2,1,4,1,2,4,2,10,4,4,7,6,410,28
"GALE",14,84,0,0,1,0,0,0,0,2,0,8,2,0,3,2,665,22
"HMGCL",18,187,1,1,4,1,4,2,5,3,1,10,3,3,1,5,282,14
"FUCA1",102,104,1,1,2,0,1,0,2,0,1,3,3,3,2,0,275,3
"CNR2",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PNRC2",39,515,2,2,4,2,10,7,8,3,4,29,9,20,24,12,461,41
"SRSF10",41,782,1,4,16,4,18,2,9,6,2,76,22,8,12,18,1031,92
"RP11-293P20.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"MYOM3",0,6,0,0,0,0,0,0,0,1,0,0,0,1,0,0,29,2
"IL22RA1",1,9,0,0,0,0,0,0,0,0,0,1,0,0,0,0,117,2
"IFNLR1",1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,1
"RP11-10N16.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0
"GRHL3",0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,0
"STPG1",0,33,1,0,1,1,0,0,0,0,0,0,1,0,0,0,75,5
"NIPAL3",2,40,1,1,1,0,3,0,2,3,0,1,1,0,0,2,155,10
"RCAN3",6,17,0,0,2,1,6,2,0,0,0,0,0,1,3,9,111,7
"RP4-594I10.3",2,7,0,1,0,0,1,0,0,0,0,1,0,0,0,2,11,0
"NCMAP",0,3,0,1,0,0,0,0,0,0,0,0,2,0,0,0,16,0
"SRRM1",106,701,1,6,6,4,14,5,17,7,0,48,24,26,16,21,1137,87
"CLIC4",40,1247,0,1,2,0,1,1,20,0,0,55,11,6,0,1,233,180
"RUNX3",3,36,4,3,2,1,9,5,0,7,1,0,1,2,1,14,333,1
"SYF2",82,723,3,12,12,8,15,1,20,4,2,84,27,26,14,28,1280,93
"RSRP1",64,678,2,7,19,5,20,5,15,20,3,51,28,21,13,25,838,113
"RP3-465N24.6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1
"TMEM50A",223,1600,6,15,22,1,21,6,28,9,1,127,35,34,16,31,1460,197
"RHCE",0,10,0,0,1,0,0,0,0,0,0,0,0,0,0,0,7,0
"TMEM57",10,167,0,0,2,0,1,0,2,0,0,8,6,0,1,2,159,17
"LDLRAP1",5,66,0,0,0,0,2,0,2,2,1,3,5,0,2,3,192,7
"RP11-70P17.1",1,3,0,0,0,0,0,0,1,1,0,0,0,0,0,1,6,1
"MAN1C1",5,18,0,0,1,0,1,0,2,1,0,0,0,1,0,0,1,9
"RP1-187B23.1",0,2,0,0,0,0,1,0,2,1,0,0,1,0,0,0,1,1
"SEPN1",17,260,0,0,2,0,1,0,1,0,0,15,1,1,2,0,279,109
"RP1-317E23.3",0,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,10,1
"MTFR1L",9,197,0,0,8,1,2,0,6,1,0,16,5,4,2,5,147,7
"AUNIP",0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,14,0
"PAQR7",1,53,0,0,0,0,0,0,3,0,0,1,0,1,1,0,70,1
"STMN1",133,807,2,7,15,1,5,1,16,1,1,43,32,7,116,4,919,190
"PAFAH2",4,26,0,0,2,2,0,0,0,1,0,2,0,1,0,0,170,7
"EXTL1",0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SLC30A2",0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,0
"TRIM63",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,14,0
"PDIK1L",1,20,0,0,1,0,1,0,1,0,0,0,2,1,0,0,76,0
"FAM110D",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,9
"RP11-96L14.7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
"ZNF593",41,430,0,2,2,0,2,0,5,1,0,30,18,7,1,3,788,55
"CNKSR1",1,12,0,0,0,0,0,2,0,0,0,2,5,0,0,1,185,3
"CATSPER4",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0
"CEP85",1,8,0,2,0,0,0,0,0,0,0,1,0,0,1,0,58,1
"SH3BGRL3",1420,4604,19,90,106,15,223,31,27,71,15,271,102,363,113,212,6890,756
"UBXN11",19,79,0,1,2,0,4,0,3,1,0,7,3,6,0,1,225,6
"CD52",437,48,35,28,189,59,286,47,0,127,38,2,68,157,68,184,63,20
"AIM1L",0,4,0,0,1,1,1,0,0,0,0,0,0,0,1,0,146,0
"ZNF683",0,0,0,0,0,0,0,5,0,0,1,0,0,0,0,0,2,0
"DHDDS",11,115,0,0,0,0,4,1,1,0,0,12,5,0,1,1,124,5
"RP3-476K8.3",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"HMGN2",210,2110,4,21,21,12,30,8,18,24,8,120,68,54,124,33,1896,154
"RPS6KA1",20,21,0,0,2,0,3,0,0,1,0,0,3,2,2,5,244,3
"RP5-968P14.2",0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ARID1A",20,255,0,1,4,2,5,2,3,1,2,20,5,9,5,4,371,41
"PIGV",4,84,0,0,0,0,0,0,1,0,0,4,0,1,0,0,71,1
"ZDHHC18",6,67,0,1,2,0,1,1,1,0,0,4,1,0,0,1,61,7
"SFN",3,61,1,0,1,0,2,0,0,0,1,5,3,2,0,1,1405,12
"GPN2",8,95,0,1,1,1,0,0,2,1,1,9,3,2,0,2,105,12
"GPATCH3",7,36,0,0,0,0,1,0,1,0,0,7,1,1,0,1,46,4
"NUDC",80,909,2,5,10,3,10,0,27,7,0,107,24,12,13,9,905,97
"NR0B2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0
"KDF1",0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128,1
"TRNP1",0,25,0,0,0,0,0,0,1,0,0,2,0,0,1,0,110,0
"FAM46B",0,52,0,0,0,0,0,0,0,0,0,2,0,0,0,0,19,0
"SLC9A1",7,62,0,0,2,0,0,0,0,0,0,5,0,0,0,0,272,23
"WDTC1",6,73,0,0,0,0,0,0,2,0,0,1,1,1,0,8,199,17
"TMEM222",11,195,0,0,2,0,1,0,2,2,0,13,5,0,3,2,161,19
"SYTL1",5,8,1,0,1,1,8,2,0,6,1,1,19,3,3,12,398,4
"MAP3K6",2,68,0,0,0,0,3,0,2,1,0,2,1,0,1,2,132,16
"FCN3",2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,21
"CD164L2",0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0
"GPR3",0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3
"WASF2",40,674,1,1,4,2,7,1,12,4,4,54,11,10,4,13,561,145
"RP4-752I6.1",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RP1-159A19.4",1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,0
"AHDC1",5,93,0,1,0,0,1,0,2,1,0,5,0,1,0,0,124,10
"FGR",40,2,0,7,0,0,0,0,0,0,0,0,0,31,0,0,7,6
"RP11-288L9.1",1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0
"IFI6",287,1285,1,6,6,1,18,2,8,5,2,58,51,21,22,16,5362,103
"FAM76A",4,70,0,0,1,1,0,1,2,0,0,4,1,1,2,0,108,8
"STX12",68,433,0,8,3,2,1,2,7,0,0,39,4,11,2,5,195,54
"PPP1R8",13,208,0,0,3,0,2,0,2,2,0,14,3,4,5,0,168,25
"THEMIS2",52,84,1,10,2,1,4,2,1,3,1,1,19,15,1,3,18,9
"RPA2",27,308,0,4,1,1,13,2,4,5,0,18,13,2,14,12,225,24
"SMPDL3B",0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,50,2
"XKR8",2,63,0,1,0,0,2,2,1,2,0,2,4,0,0,1,40,5
"EYA3",6,76,0,1,0,0,1,1,1,1,0,7,0,1,0,1,99,11
"PTAFR",41,1,0,2,1,0,0,0,0,0,0,0,1,8,0,0,68,9
"DNAJC8",74,738,4,4,11,0,17,8,20,4,0,51,20,18,14,18,511,92
"ATPIF1",142,1284,4,4,11,6,32,10,20,8,2,105,99,20,33,40,3720,165
"RP5-1092A3.4",1,4,1,0,0,0,1,1,0,0,0,0,0,0,0,0,19,1
"RP5-1092A3.5",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SESN2",1,53,0,0,0,0,0,0,0,0,0,1,1,0,0,1,19,4
"MED18",2,28,0,0,0,0,0,0,1,0,0,0,0,0,4,0,36,1
"PHACTR4",14,126,0,0,1,0,1,0,3,2,0,19,0,1,3,5,273,41
"RCC1",8,182,1,0,0,1,0,0,2,1,0,11,3,2,7,3,188,19
"TRNAU1AP",11,164,1,1,0,0,5,0,4,2,1,16,10,2,5,4,172,15
"SNHG12",13,91,0,3,2,1,6,0,1,3,1,5,6,9,1,6,245,11
"TAF12",41,343,1,3,4,0,4,1,4,5,0,23,11,11,4,7,264,29
"RAB42",16,26,0,1,0,0,0,0,0,0,0,0,0,1,0,1,3,0
"RP11-442N24--B.1",2,16,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0
"RNU11",0,6,0,0,1,0,1,0,0,0,0,0,0,1,0,0,2,0
"GMEB1",7,81,0,0,1,0,1,0,2,0,0,5,1,0,2,2,59,5
"YTHDF2",44,504,0,3,2,4,5,1,10,2,0,27,11,9,8,8,409,63
"OPRD1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"EPB41",5,30,0,1,1,0,8,0,2,2,2,0,3,4,3,5,101,3
"TMEM200B",0,48,0,0,0,0,0,1,1,0,0,3,0,0,0,0,1,1
"SRSF4",49,566,1,0,6,3,10,1,15,6,0,51,17,9,15,19,548,73
"MECR",4,107,0,0,0,1,1,0,3,1,0,4,3,0,2,0,168,8
"PTPRU",0,75,0,1,0,0,0,0,0,0,0,0,0,0,0,0,138,1
"MATN1-AS1",1,12,1,0,0,1,1,0,0,1,0,0,1,0,0,0,24,0
"LAPTM5",919,41,8,56,112,47,120,24,0,57,8,0,75,166,38,117,49,34
"RP5-1125N11.2",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1
"SDC3",19,105,0,0,2,0,1,0,4,0,0,1,2,1,0,0,58,14
"PUM1",36,338,0,1,1,2,5,2,3,3,0,16,5,4,1,7,543,48
"NKAIN1",0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"SNRNP40",22,251,0,2,2,1,5,2,4,1,0,24,7,4,14,8,170,28
"ZCCHC17",35,244,3,1,2,2,2,0,6,1,1,15,6,6,4,6,239,12
"FABP3",98,16,0,0,0,0,0,0,1,0,0,0,0,1,0,0,9,1
"SERINC2",32,196,0,1,0,0,2,0,1,0,0,2,2,5,0,2,850,12
"LINC01226",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RP11-73M7.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"TINAGL1",9,51,0,0,14,0,0,0,6,0,1,169,1,0,0,1,737,145
"PEF1",26,407,1,2,10,0,9,2,10,5,2,30,9,3,3,7,318,58
"RP11-73M7.9",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"COL16A1",4,1130,0,0,2,0,3,0,3,0,0,23,4,1,1,0,259,6
"ADGRB2",0,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0
"SPOCD1",9,263,0,0,0,0,2,0,0,1,0,6,1,0,0,0,20,2
"RP11-84A19.4",1,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
"PTP4A2",60,454,1,9,2,1,8,4,4,11,1,23,30,27,8,16,774,70
"RP4-534N18.2",0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"KHDRBS1",70,678,0,8,6,3,4,3,13,7,0,41,8,11,16,15,768,69
"RP11-277A4.4",0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,4,0
"TMEM39B",7,116,0,1,0,1,0,0,0,0,0,8,1,0,2,2,57,19
"KPNA6",15,300,1,0,1,0,5,1,3,0,0,19,6,6,1,4,359,41
"TXLNA",6,182,0,0,0,0,2,0,3,2,0,13,7,1,4,2,144,16
"CCDC28B",1,191,0,0,3,0,1,1,3,1,1,47,1,3,2,3,24,17
"RP4-622L5.7",0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0
"IQCC",0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,1
"DCDC2B",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"TMEM234",10,126,0,0,0,0,2,0,3,2,0,8,2,4,1,1,82,10
"EIF3I",78,1185,1,9,12,2,12,5,18,8,3,102,24,18,17,28,1162,142
"FAM167B",2,38,0,0,0,0,0,0,2,0,0,2,0,1,0,0,36,298
"LCK",0,12,3,1,0,2,47,13,0,23,3,0,1,2,46,65,134,3
"HDAC1",20,255,0,0,1,9,9,2,8,6,0,18,11,5,6,15,722,99
"MARCKSL1",21,1530,1,7,1,12,6,2,9,2,3,118,12,25,1,11,3793,548
"TSSK3",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"FAM229A",3,46,0,1,0,0,0,1,0,0,0,3,0,1,1,0,57,5
"BSDC1",13,233,1,0,3,7,5,1,4,4,1,24,5,5,1,5,462,39
"ZBTB8B",0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0
"ZBTB8A",3,138,1,0,0,1,0,1,1,0,0,9,2,0,0,1,48,17
"ZBTB8OS",40,246,0,2,1,2,10,0,4,1,2,31,16,8,4,13,442,28
"RBBP4",35,397,0,3,6,2,6,6,6,8,3,31,21,5,15,15,572,59
"SYNC",6,155,1,1,1,0,2,2,7,2,1,9,7,2,1,2,87,16
"RP11-114B7.6",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0
"KIAA1522",2,48,0,0,3,0,1,0,0,0,0,1,2,1,0,1,454,16
"YARS",21,197,1,2,0,0,3,2,3,0,0,16,8,2,5,9,169,16
"S100PBP",11,163,0,1,0,0,3,1,4,4,0,9,6,2,1,3,135,19
"FNDC5",0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
"HPCA",0,7,0,0,0,0,0,0,1,0,0,1,0,0,0,0,17,0
"TMEM54",3,301,0,0,0,2,1,0,4,1,0,12,2,1,3,3,1911,23
"RNF19B",14,68,0,1,1,0,0,0,1,0,0,5,1,12,0,2,165,15
"AK2",46,467,0,3,10,1,4,3,6,1,1,33,9,7,7,7,566,64
"AZIN2",2,60,0,0,0,0,0,0,0,0,0,2,0,0,0,0,16,3
"TRIM62",0,8,0,0,0,0,0,0,0,0,0,1,0,0,0,0,16,1
"ZNF362",7,109,0,0,1,0,1,1,3,0,1,5,2,0,1,1,58,8
"RP11-415J8.3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"PHC2",31,253,0,3,0,0,2,0,4,1,0,29,1,21,0,0,225,28
"RP11-415J8.5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
"ZSCAN20",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0
"CSMD2",0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"C1orf94",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"SMIM12",30,197,1,2,3,0,10,0,2,2,0,39,5,7,3,6,210,45
"GJB5",0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,109,1
"GJB4",0,8,0,0,0,0,0,0,0,0,0,2,1,1,0,0,154,1
"GJB3",0,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,188,0
"GJA4",0,5,0,0,0,0,0,0,0,0,0,81,1,0,0,0,3,74
"DLGAP3",1,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,3,0
"RP11-244H3.4",0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10,0
"ZMYM6",7,58,0,2,0,0,1,0,3,0,0,3,1,0,1,0,99,4
"ZMYM1",3,29,0,2,0,0,0,0,3,0,0,3,0,0,0,0,47,3
"SFPQ",61,668,2,3,6,2,13,4,9,7,3,54,17,38,15,9,964,144
"ZMYM4",9,140,0,0,0,0,0,0,0,2,0,6,4,1,0,0,135,8
"KIAA0319L",13,102,2,0,0,0,3,0,1,3,0,8,1,1,1,3,236,18
"NCDN",3,62,0,0,0,0,2,0,1,0,0,1,0,1,0,1,36,3
"RP4-728D4.2",3,5,0,0,2,0,0,0,0,0,0,2,0,0,0,3,2,0
"TFAP2E",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PSMB2",75,745,1,4,10,4,13,2,12,8,3,97,38,11,26,26,1023,98
"C1orf216",4,130,0,1,0,0,0,0,1,0,0,7,0,1,0,3,40,5
"CLSPN",2,30,0,0,0,0,0,0,0,0,0,11,2,0,14,0,29,6
"AGO4",7,35,0,0,0,0,0,0,0,1,0,1,1,2,0,0,57,12
"AGO1",10,103,0,1,2,0,1,0,0,0,0,3,0,1,0,2,102,14
"AGO3",15,172,0,1,3,1,3,1,1,2,0,7,2,6,0,5,259,20
"TEKT2",0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ADPRHL2",19,170,0,3,1,0,1,1,4,0,0,13,1,4,1,5,195,13
"COL8A2",3,113,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,2
"TRAPPC3",51,598,0,3,7,0,11,1,14,4,2,44,23,12,11,8,543,87
"MAP7D1",28,352,1,1,0,0,9,0,6,2,1,26,6,5,5,6,194,40
"THRAP3",40,523,0,4,11,3,3,3,7,7,0,41,12,5,8,13,508,63
"SH3D21",11,7,0,1,3,0,0,0,0,0,0,1,0,1,0,0,53,0
"EVA1B",9,667,0,0,1,0,3,0,0,0,0,65,3,2,2,1,116,63
"RP11-268J15.5",1,21,0,0,0,0,1,0,0,0,1,2,0,0,0,0,166,3
"STK40",9,54,0,0,0,0,0,0,3,0,0,5,0,0,3,0,70,16
"LSM10",72,441,0,2,5,2,11,5,9,2,2,41,41,17,6,13,271,35
"OSCP1",0,57,0,0,0,0,0,0,0,0,0,3,0,0,0,0,52,4
"MRPS15",68,592,1,4,6,0,8,1,8,3,0,48,30,6,22,13,640,88
"CSF3R",28,4,0,3,1,0,0,0,0,0,0,0,0,15,0,0,3,0
"LINC01137",5,78,2,2,3,0,3,0,3,1,1,5,0,1,0,3,37,3
"ZC3H12A",6,190,1,0,13,2,2,0,0,3,1,12,6,2,1,4,207,11
"MEAF6",70,681,1,1,14,1,21,6,19,11,4,42,10,17,13,26,444,42
"SNIP1",2,53,0,0,0,0,0,0,1,1,0,8,0,1,0,1,45,8
"DNALI1",1,117,0,0,0,0,0,0,3,0,0,9,0,0,0,0,4,3
"GNL2",15,191,0,4,0,1,3,1,3,3,0,20,8,1,4,1,148,15
"RSPO1",0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"C1orf109",4,66,0,1,1,0,1,2,0,0,0,3,3,1,1,1,74,6
"CDCA8",3,12,0,0,0,0,0,0,0,0,0,5,3,0,8,0,123,1
"EPHA10",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,2
"MANEAL",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,1
"YRDC",5,33,0,1,0,0,0,0,0,0,0,1,0,0,0,0,74,7
"C1orf122",36,875,0,3,1,1,1,0,6,3,0,95,10,5,5,6,397,53
"MTF1",3,68,1,0,1,0,1,0,0,1,0,1,0,3,0,2,72,14
"INPP5B",3,40,0,3,1,0,1,0,1,0,1,1,2,0,0,1,28,5
"RP11-109P14.10",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SF3A3",19,215,1,0,2,1,3,2,5,3,3,16,10,4,3,8,251,24
"FHL3",17,640,0,1,6,0,4,1,11,4,0,34,1,7,1,2,14,45
"UTP11L",29,293,0,0,2,0,5,2,10,1,0,31,10,2,2,3,172,59
"RP5-884C9.2",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RRAGC",40,272,0,1,0,0,2,0,6,1,0,11,1,10,0,3,110,12
"RP5-864K19.4",3,17,0,1,0,0,0,0,1,0,0,0,0,1,0,0,6,1
"MYCBP",13,53,1,0,2,0,2,0,4,2,0,4,4,6,5,8,205,6
"RP5-864K19.6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"RHBDL2",0,26,0,1,0,0,0,0,0,0,0,10,0,1,0,0,346,10
"AKIRIN1",27,377,2,3,1,2,8,2,1,6,1,21,12,6,4,7,298,35
"NDUFS5",268,3731,11,14,26,10,45,13,64,26,5,326,78,47,49,66,3428,311
"MACF1",27,686,0,0,5,1,7,2,21,6,3,51,7,4,3,8,576,143
"BMP8A",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"RP11-69E11.4",0,22,0,0,0,0,0,0,1,0,0,1,0,0,0,1,25,1
"PABPC4",50,330,0,4,2,0,6,2,3,3,1,25,7,14,3,2,374,45
"HEYL",0,11,0,0,0,0,0,0,0,0,0,49,0,0,0,0,7,0
"HPCAL4",0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"PPIE",19,318,1,1,4,4,3,1,10,1,2,19,3,2,5,13,330,32
"BMP8B",0,3,0,0,0,0,0,0,0,0,0,10,2,0,0,0,30,0
"OXCT2",0,3,0,0,0,0,0,0,0,0,0,2,1,0,0,0,10,0
"RP1-118J21.25",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
"TRIT1",3,76,0,0,2,0,1,0,1,0,0,4,0,0,1,2,112,12
"MYCL",3,12,0,0,0,0,0,0,0,0,0,1,1,0,0,0,57,1
"RP1-118J21.5",0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MFSD2A",2,16,0,0,0,0,0,0,0,0,0,0,0,1,0,0,72,1
"CAP1",325,1593,4,32,23,8,25,2,32,5,3,216,36,80,39,35,1411,171
"PPT1",263,303,0,20,5,1,5,2,6,5,0,29,8,67,6,10,328,31
"RLF",8,95,0,2,1,1,1,0,3,0,0,3,0,5,1,3,78,11
"TMCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"RP1-39G22.7",0,33,0,0,0,0,0,0,2,3,0,2,1,0,2,0,41,5
"ZMPSTE24",18,393,1,1,0,1,2,0,7,5,1,24,6,2,3,4,311,35
"COL9A2",1,38,1,1,2,0,0,0,0,0,0,0,2,1,0,4,8,1
"SMAP2",49,53,1,6,0,5,12,2,0,12,2,16,19,26,5,13,102,10
"ZFP69B",0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1
"ZFP69",0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"RP11-656D10.3",0,6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5,1
"EXO5",3,38,0,0,0,0,0,0,1,0,0,4,0,0,1,0,14,1
"ZNF684",1,18,0,0,0,0,0,0,0,0,0,2,3,0,3,1,10,0
"RIMS3",0,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,14,0
"NFYC-AS1",0,2,0,0,0,0,2,0,1,0,0,1,1,0,0,0,3,0
"NFYC",29,189,1,4,3,2,4,1,4,2,0,12,10,9,8,9,204,25
"KCNQ4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0
"CITED4",1,11,0,0,0,0,0,0,1,0,0,2,1,1,0,0,116,10
"CTPS1",0,76,0,0,0,0,2,1,7,0,0,4,4,0,0,1,47,2
"SLFNL1-AS1",1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1
"SLFNL1",1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"SCMH1",3,103,0,0,1,0,1,1,3,1,0,4,1,0,0,0,57,11
"FOXO6",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,13,0
"RP11-399E6.4",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"EDN2",0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,42,0
"HIVEP3",7,61,0,0,0,1,2,0,0,0,0,0,0,1,3,3,67,5
"GUCA2B",0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0
"GUCA2A",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0
"FOXJ3",12,94,0,1,2,1,5,1,2,1,0,3,3,3,0,2,181,20
"RIMKLA",0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,66,2
"ZMYND12",1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0
"PPCS",65,402,0,2,7,1,4,1,7,3,1,22,6,11,7,14,708,29
"CCDC30",0,13,0,0,1,0,0,0,0,0,0,0,2,1,0,1,61,3
"PPIH",29,230,1,2,4,1,6,3,4,4,0,19,7,0,6,6,256,24
