"","Anti-inflammatory macro/mono","CAFs","CD8aa IELs","cDCs","CXCL13+ CD8 Tcells","Cytotoxic CD8 Tcells","Double-Negative Tcells","Follicular CD4 Tcells","Memory Bcells","Memory CD4 Tcells","Memory CD8 Tcells","Naive Bcells","Naive CD4 Tcells","Naive CD8 Tcells","NK cells","NKT cells","pDCs","Pericytes","Pro-inflammatory macro/mono","Regulatory CD4 Tcells","Tumour Epithelial cells","Vascular ECs"
"RP1-43E13.2",2,1,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,1,5,1,7,0
"EMC1",24,6,0,1,0,0,2,1,1,1,0,0,1,1,1,0,2,6,7,4,53,12
"MRTO4",34,16,0,4,1,3,1,1,15,9,1,1,3,0,0,2,3,11,6,9,115,26
"AKR7A3",1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,3,290,2
"AKR7A2",64,43,3,9,1,1,3,4,8,5,2,0,7,0,1,0,7,13,45,26,264,38
"PQLC2",26,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,14,1,40,6
"CAPZB",560,220,10,46,16,21,12,7,42,102,27,4,42,1,5,4,23,72,306,184,521,181
"RP5-1056L3.1",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
"MINOS1",471,137,5,54,3,8,5,4,31,54,9,2,25,1,1,2,18,77,359,84,1276,171
"NBL1",11,249,1,0,3,1,7,1,1,9,2,0,1,0,0,0,1,25,7,3,504,20
"TMCO4",13,3,2,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,6,3,47,2
"RNF186",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,0
"RP11-91K11.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"OTUD3",3,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0,0,4,0,42,2
"PLA2G2A",2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,118,0
"PLA2G5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PLA2G2D",15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PLA2G2F",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"RP3-340N1.2",4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"UBXN10-AS1",1,0,0,0,0,0,1,2,0,1,0,0,1,0,0,0,0,1,0,3,6,0
"UBXN10",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0
"RP4-745E8.2",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CAMK2N1",9,14,0,0,0,0,0,0,5,3,1,0,1,0,0,0,0,37,11,2,1792,6
"MUL1",17,10,1,2,0,0,0,0,1,3,1,0,3,0,0,0,1,4,12,12,59,7
"FAM43B",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CDA",14,7,0,1,0,0,0,0,0,0,0,0,2,0,1,0,0,0,60,2,181,58
"PINK1",15,17,1,0,1,1,0,0,0,3,0,0,0,0,0,0,0,3,5,1,156,40
"PINK1-AS",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"DDOST",148,41,1,12,6,6,5,2,17,19,6,1,10,1,3,3,16,22,54,40,345,53
"KIF17",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
"SH2D5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"HP1BP3",81,25,3,5,5,3,4,0,17,17,4,2,22,0,1,4,10,23,68,35,267,109
"EIF4G3",20,17,0,6,0,0,0,0,3,3,1,0,0,0,1,0,6,4,31,8,83,35
"ECE1",6,13,0,1,2,5,0,0,9,8,3,0,3,1,1,0,16,22,65,11,108,153
"RP3-329E20.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"RP5-1071N3.1",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
"NBPF3",2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0
"ALPL",0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,11
"RAP1GAP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0
"USP48",28,14,0,6,2,3,2,2,8,13,2,2,7,0,0,2,4,8,22,30,133,29
"LDLRAD2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"HSPG2",12,29,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,12,4,3,73,866
"CELA3B",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"RP1-224A6.3",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1
"LINC00339",2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
"CDC42",741,120,12,105,23,31,16,11,88,127,35,19,73,5,9,4,28,85,848,225,810,267
"WNT4",0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0
"ZBTB40",4,0,0,0,0,1,0,1,2,1,1,0,0,0,0,0,0,0,4,3,27,9
"C1QA",4703,2,0,56,0,0,1,0,1,2,1,0,2,0,0,0,0,3,95,3,43,10
"C1QC",2776,1,0,18,0,0,0,0,0,2,0,1,0,0,0,0,0,2,42,0,8,5
"C1QB",4300,2,0,48,0,0,0,0,4,3,0,0,2,0,0,0,0,1,86,2,45,11
"EPHB2",46,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1,222,2
"C1orf234",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"KDM1A",10,7,0,2,0,0,0,0,0,2,0,0,1,0,0,0,1,4,7,2,200,14
"LUZP1",35,30,3,7,2,10,2,2,4,13,6,0,10,1,4,0,4,15,44,31,161,137
"HTR1D",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0
"LINC01355",0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,3,2,0
"HNRNPR",104,35,0,9,7,7,1,1,26,35,12,3,12,0,4,0,17,31,59,47,389,71
"ZNF436",0,1,0,0,1,0,1,0,0,2,0,0,0,0,0,0,0,1,4,0,5,4
"ZNF436-AS1",0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
"RP5-1057J7.7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,0
"TCEA3",0,2,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,6,0,401,2
"ASAP3",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,8,1
"E2F2",3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1
"RP1-150O5.3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1
"ID3",160,185,1,14,4,0,9,1,35,6,10,10,14,1,1,0,8,364,35,114,162,268
"MDS2",0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2,0,0,1,0
"RPL11",3333,1131,107,703,151,210,242,84,1892,1821,402,261,1648,109,100,80,530,580,4835,2100,20421,2445
"TCEB3",33,15,0,1,1,4,5,3,6,5,4,1,8,0,0,1,5,12,22,15,89,12
"TCEB3-AS1",6,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,1,0,3,21,3
"PITHD1",83,29,2,4,2,5,7,1,14,42,10,4,23,1,5,1,9,9,46,46,236,26
"LYPLA2",41,15,0,3,2,3,2,0,7,10,2,2,2,0,0,0,4,4,23,20,212,32
"GALE",26,4,0,0,1,2,0,0,0,1,1,0,1,0,0,0,1,2,13,4,285,16
"HMGCL",32,12,1,1,1,0,0,0,3,0,1,0,0,0,1,0,2,2,12,5,113,20
"FUCA1",98,0,0,2,0,1,1,0,2,0,3,0,0,0,0,0,0,1,6,5,102,8
"CNR2",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"PNRC2",152,26,3,10,3,9,3,0,27,27,4,3,9,2,1,4,12,10,173,51,307,60
"SRSF10",79,29,2,15,5,8,8,2,25,37,10,5,30,0,4,0,15,35,76,51,376,74
"RP11-293P20.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
"MYOM3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,25,2
"IL22RA1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,0
"IFNLR1",6,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,35,0
"RP11-10N16.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"GRHL3",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,20,0
"STPG1",3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,4
"NIPAL3",6,1,0,0,1,2,3,2,0,9,1,0,0,0,1,1,2,1,1,12,50,9
"RCAN3",22,1,3,1,5,4,3,0,4,26,9,1,17,1,1,0,2,0,18,35,120,8
"RP4-594I10.3",3,1,0,0,1,1,0,0,0,9,0,0,2,0,0,0,1,0,2,11,7,1
"NCMAP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,7,0
"SRRM1",194,37,9,33,9,17,8,3,25,59,15,3,30,2,7,1,30,26,130,79,545,75
"CLIC4",103,41,0,1,0,0,0,0,5,4,0,2,1,0,0,0,4,31,142,1,128,167
"RUNX3",58,4,14,36,7,16,19,0,24,44,23,4,29,2,11,4,8,1,96,80,22,3
"RP4-706G24.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"SYF2",119,51,6,16,9,15,10,7,52,68,12,4,38,2,3,3,14,46,166,112,517,96
"RSRP1",99,35,6,14,5,14,4,3,35,50,14,2,19,4,10,2,5,19,147,56,170,118
"RP3-465N24.6",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"RHD",1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"TMEM50A",467,96,21,44,15,26,15,6,27,90,37,4,33,3,10,8,39,40,496,173,570,185
"RHCE",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"TMEM57",17,5,2,1,2,0,3,0,3,6,4,1,4,0,0,0,8,4,14,10,95,18
"LDLRAP1",5,2,0,0,0,0,0,0,0,2,0,0,4,0,0,0,1,0,2,5,55,9
"RP11-70P17.1",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1
"MAN1C1",9,6,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,2,2,0,4,8
"RP1-187B23.1",1,0,2,0,4,2,1,0,0,5,1,0,2,0,0,0,0,0,2,0,0,0
"SEPN1",39,11,0,2,0,0,0,0,2,6,0,0,1,0,0,0,0,8,14,1,55,81
"RP1-317E23.3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1
"MTFR1L",23,8,0,1,2,0,2,0,1,2,0,1,0,0,0,0,1,7,17,4,68,9
"AUNIP",0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1
"PAQR7",1,8,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,20,3
"STMN1",247,65,4,6,5,8,5,1,13,15,9,1,13,1,9,2,77,16,46,34,968,189
"PAFAH2",6,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,6,1,2,4,35,1
"SLC30A2",0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,44,0
"PDIK1L",1,2,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,1,0,3,15,1
"FAM110D",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,27
"RP11-96L14.7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"ZNF593",56,38,1,9,3,2,2,0,19,9,3,1,10,1,3,2,6,7,32,21,772,36
"CNKSR1",0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,89,0
"CEP85",3,1,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,26,3
"SH3BGRL3",2953,349,70,510,110,120,64,29,129,493,173,25,192,6,58,23,53,79,3613,682,2731,732
"UBXN11",38,2,0,3,0,0,2,1,6,4,3,1,4,0,0,0,1,4,41,6,41,1
"CD52",478,2,57,105,104,150,53,12,256,487,193,30,189,12,31,21,6,1,575,658,56,7
"AIM1L",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,2
"ZNF683",0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0
"DHDDS",24,8,0,1,0,1,0,0,2,2,0,0,1,0,0,0,1,6,12,6,72,14
"HMGN2",602,194,15,65,24,32,11,5,82,89,46,14,32,3,8,10,46,87,272,152,995,203
"RPS6KA1",46,2,0,5,2,2,3,0,3,6,5,0,6,0,1,0,0,0,24,7,108,2
"RP5-968P14.2",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"ARID1A",39,10,0,4,2,4,3,0,10,6,2,0,7,0,1,0,5,11,20,11,143,34
"PIGV",11,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,4,1,54,1
"ZDHHC18",12,5,0,1,0,3,0,1,4,9,2,0,1,0,0,1,5,5,9,16,37,9
"SFN",6,2,0,1,1,0,0,0,1,0,0,0,0,0,0,0,2,1,19,2,1401,4
"GPN2",17,10,0,0,0,0,1,1,7,6,0,0,2,0,0,0,1,5,13,13,53,14
"GPATCH3",11,3,2,0,1,2,0,0,3,5,0,0,3,0,0,0,1,1,12,4,24,6
"NUDC",128,67,4,15,8,10,2,6,12,44,8,3,20,3,3,5,15,35,80,40,644,86
"NR0B2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
"KDF1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,54,0
"TRNP1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,15,2
"FAM46B",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0
"SLC9A1",20,12,0,0,1,0,0,0,2,3,0,0,2,0,0,0,1,1,9,6,75,15
"WDTC1",16,5,1,2,0,0,0,0,3,1,1,1,0,0,1,0,3,1,5,8,57,12
"TMEM222",36,17,0,0,3,1,2,1,5,7,6,0,3,0,0,0,3,8,13,11,100,15
"SYTL1",1,0,0,4,1,1,0,1,21,18,3,4,14,2,2,3,0,0,1,31,17,2
"MAP3K6",5,6,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,4,2,3,27,9
"FCN3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,31
"CD164L2",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0
"GPR3",0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,3,2
"WASF2",142,33,2,20,3,5,4,1,33,14,5,1,17,2,3,2,15,45,131,44,474,173
"RP4-752I6.1",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AHDC1",3,6,1,0,1,0,0,0,2,1,1,0,1,0,0,0,1,5,6,2,24,15
"FGR",103,2,0,15,0,0,0,0,2,0,0,0,0,0,1,1,0,0,146,0,9,9
"RP11-288L9.1",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0
"IFI6",4148,369,13,75,48,66,36,22,57,302,99,6,26,0,7,3,14,195,1381,452,2250,328
"FAM76A",23,3,0,1,1,0,1,1,3,1,3,1,2,1,0,0,6,1,4,5,51,4
"STX12",83,16,2,6,1,1,2,0,3,4,1,1,4,0,1,0,3,11,60,9,76,32
"PPP1R8",20,5,4,2,0,1,1,0,7,11,1,1,9,0,1,1,0,6,16,23,88,14
"THEMIS2",158,12,0,16,0,1,0,0,22,7,0,2,2,0,0,0,46,0,113,4,30,5
"RPA2",52,12,2,4,3,4,3,0,23,11,4,2,8,2,0,1,3,9,23,10,72,23
"SMPDL3B",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,85,0
"XKR8",4,1,0,0,0,1,0,0,2,3,0,0,2,0,0,0,2,2,4,9,9,8
"EYA3",10,4,1,2,2,0,1,0,3,4,1,0,1,0,1,0,0,1,31,3,23,11
"PTAFR",109,1,0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,73,2,3,21
"DNAJC8",141,30,6,11,7,1,11,5,25,27,10,5,14,1,2,3,4,24,147,62,258,83
"ATPIF1",282,69,6,18,13,16,10,8,30,51,11,7,24,2,3,0,11,60,119,136,1656,200
"RP5-1092A3.4",2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1
"RP5-1092A3.5",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"SESN2",26,14,0,4,0,1,1,0,3,6,4,0,3,0,1,1,0,3,31,5,61,2
"MED18",10,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,6,0,19,3
"PHACTR4",110,13,1,3,0,0,2,1,5,7,1,0,3,0,0,0,2,10,31,10,104,52
"RCC1",20,11,0,1,1,3,1,0,2,2,3,0,3,0,0,0,3,9,10,3,100,11
"TRNAU1AP",33,14,0,2,1,4,2,0,3,7,3,0,4,0,1,0,2,7,15,10,79,19
"SNHG12",67,18,3,1,2,4,3,1,7,6,5,2,7,0,1,0,3,1,30,15,125,10
"TAF12",67,27,0,2,0,1,0,0,6,15,2,2,10,0,2,0,1,11,48,20,130,24
"RAB42",49,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0
"RP11-442N24--B.1",4,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,2,0
"RNU11",1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,12,0,14,1
"GMEB1",14,6,2,2,3,0,1,0,6,4,2,0,2,0,1,0,1,2,17,10,55,10
"YTHDF2",61,15,4,5,5,7,3,2,25,26,13,5,17,0,1,1,13,14,57,61,272,54
"OPRD1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"EPB41",13,0,0,4,2,1,1,0,11,13,2,1,10,0,0,0,5,0,4,17,89,0
"TMEM200B",0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,2
"SRSF4",77,29,4,7,7,7,8,3,16,18,7,2,11,0,1,2,7,10,65,40,238,70
"MECR",12,13,0,3,1,0,0,0,1,0,1,0,1,0,1,0,2,6,3,6,94,7
"PTPRU",0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,11,0
"MATN1",0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"MATN1-AS1",1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,11,0
"LAPTM5",2088,3,21,131,29,26,34,13,285,224,53,62,107,8,19,14,37,2,1176,267,44,23
"RP5-1125N11.2",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0
"SDC3",54,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,27,4
"PUM1",57,14,1,7,1,0,4,1,11,14,3,2,9,0,0,0,12,12,51,21,266,61
"NKAIN1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"SNRNP40",35,16,1,5,1,4,0,2,14,9,1,1,7,1,0,0,4,8,22,24,115,15
"ZCCHC17",56,25,0,2,1,1,1,2,10,16,3,2,6,2,5,0,8,14,31,29,183,30
"FABP3",51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0
"SERINC2",10,13,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,17,1,728,8
"RP11-73M7.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"TINAGL1",10,1,0,2,0,0,0,0,1,3,0,0,1,0,0,0,1,43,10,2,607,97
"HCRTR1",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PEF1",66,17,1,4,4,1,3,0,7,10,5,2,6,0,1,0,3,13,35,22,107,27
"RP11-73M7.9",0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
"COL16A1",1,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,44,2
"ADGRB2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0
"SPOCD1",7,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2
"RP11-84A19.4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
"PTP4A2",213,64,1,49,8,11,9,3,19,24,19,1,25,1,6,7,24,31,235,45,810,101
"RP4-534N18.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"KHDRBS1",131,46,4,21,10,6,4,1,30,30,9,4,19,0,2,0,21,31,239,65,683,108
"RP11-277A4.4",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,1
"TMEM39B",12,11,1,1,3,1,0,0,2,2,1,0,2,0,0,0,2,8,10,4,39,22
"KPNA6",31,9,0,3,1,2,3,1,6,5,8,1,6,0,2,1,6,11,25,26,132,34
"TXLNA",23,8,0,1,0,0,3,0,0,2,0,1,0,0,0,0,2,7,17,9,76,18
"CCDC28B",11,21,0,6,1,0,0,0,0,2,1,0,2,0,0,0,1,16,11,2,27,25
"IQCC",1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,4,1
"DCDC2B",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0
"TMEM234",7,3,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,6,15,2,74,9
"EIF3I",193,73,4,34,6,7,12,6,48,36,16,6,23,1,5,2,20,50,207,94,909,182
"FAM167B",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,1,3,309
"LCK",6,0,7,1,16,12,13,8,5,82,28,0,45,3,6,2,1,1,1,207,8,3
"HDAC1",65,14,0,13,2,5,2,4,20,11,8,6,14,0,2,1,7,11,53,29,413,73
"MARCKSL1",124,103,2,93,4,8,8,2,47,32,12,8,22,3,3,3,38,87,680,36,2779,429
"TSSK3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
"FAM229A",1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,21,8
"BSDC1",29,11,1,2,1,3,1,0,1,13,1,2,2,0,2,2,2,10,20,22,204,41
"ZBTB8B",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"ZBTB8A",4,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,30,4
"ZBTB8OS",87,23,1,5,3,5,2,1,11,12,6,0,7,1,2,2,5,13,49,24,252,26
"RBBP4",57,20,3,11,1,7,3,0,9,13,4,1,12,1,2,1,7,11,50,40,203,49
"SYNC",7,6,0,1,0,0,1,0,1,9,0,1,2,0,0,0,0,2,1,7,35,10
"KIAA1522",8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,0,192,12
"YARS",28,5,1,2,2,2,0,0,5,9,0,0,3,1,1,1,1,12,13,9,241,16
"S100PBP",10,7,0,0,0,0,0,0,0,5,1,0,2,0,0,1,2,7,4,5,50,9
"FNDC5",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0
"HPCA",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TMEM54",10,11,0,0,0,0,0,0,0,3,0,0,2,0,0,0,1,4,11,1,822,25
"RNF19B",113,7,0,15,0,1,0,0,1,2,0,0,2,0,1,0,4,2,256,10,111,41
"AK2",132,38,1,8,3,4,2,1,10,10,3,2,5,1,2,2,8,18,120,34,711,61
"AZIN2",1,8,0,0,0,0,0,0,0,1,0,0,0,0,0,1,3,0,0,0,11,1
"TRIM62",2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,16,0
"ZNF362",11,2,0,1,0,0,1,1,1,0,0,0,0,0,0,0,1,8,2,8,34,9
"RP11-415J8.3",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PHC2",50,30,0,4,0,0,0,1,2,2,2,0,0,0,1,0,1,5,44,1,248,27
"ZSCAN20",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,0
"CSMD2",1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SMIM12",77,25,2,4,3,7,1,3,13,20,9,1,9,0,1,0,3,18,48,30,232,42
"GJB4",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,25,0
"GJB3",6,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,9,3,522,2
"GJA4",1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,47,0,0,0,72
"DLGAP3",7,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7,0,2,1
"RP11-244H3.4",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0
"ZMYM6",8,3,0,0,0,0,0,0,0,0,0,0,1,0,1,0,2,2,2,3,27,3
"ZMYM1",4,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,1,18,3
"SFPQ",242,58,5,29,18,12,13,4,57,85,14,12,61,3,6,6,40,35,343,107,1168,172
"ZMYM4",16,5,0,1,0,0,0,1,3,2,0,0,1,0,0,0,1,2,7,1,61,10
"KIAA0319L",24,7,0,2,1,1,2,10,0,31,5,0,9,0,0,0,4,2,14,10,136,12
"NCDN",7,2,1,2,0,2,2,1,1,6,1,0,2,0,1,0,0,4,4,10,34,2
"RP4-728D4.2",3,0,1,1,1,1,0,1,0,2,0,0,0,0,1,0,0,0,1,3,0,0
"TFAP2E",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
"PSMB2",244,67,3,21,8,15,2,8,17,47,10,3,10,2,0,2,23,58,163,89,948,131
"C1orf216",8,8,1,1,1,0,0,0,1,3,0,0,2,0,0,0,0,3,2,3,19,6
"CLSPN",12,13,1,0,1,0,1,0,0,1,0,0,0,0,0,0,1,3,2,5,52,7
"AGO4",10,2,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1,12,2,36,6
"AGO1",19,6,1,1,0,0,0,0,2,2,0,0,2,0,0,0,2,1,10,5,48,4
"RP4-789D17.5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"AGO3",34,8,0,5,0,3,1,0,12,5,2,1,12,0,0,1,3,1,32,12,135,24
"TEKT2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"ADPRHL2",43,4,0,3,3,3,2,3,3,9,2,2,2,1,3,0,4,10,13,21,182,7
"COL8A2",12,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,1,0
