"","Anti-inflammatory macro/mono","CAFs","CD8aa IELs","CXCL13+ CD8 Tcells","Cytotoxic CD8 Tcells","Double-Negative Tcells","Follicular CD4 Tcells","gdTcells","IL17+ CD4 Tcells","Memory Bcells","Memory CD4 Tcells","Memory CD8 Tcells","Naive CD4 Tcells","NK cells","NKT cells","pDCs","Pericytes","Plasma cells","Pro-inflammatory macro/mono","Proliferative CD4 Tcells","Regulatory CD4 Tcells","Tumour Epithelial cells","Vascular ECs"
"AKR7A3",0,2,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,2,0,0,262,0
"AKR7A2",61,138,7,11,6,5,2,1,5,23,28,10,6,3,2,1,6,7,20,0,20,277,6
"PQLC2",17,15,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,2,0,0,27,0
"CAPZB",487,626,52,37,81,45,42,4,42,195,287,92,54,19,15,14,33,20,121,8,181,654,41
"RP5-1056L3.1",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MINOS1",375,309,23,17,27,19,24,3,13,78,126,36,23,7,9,4,18,22,109,11,76,1400,66
"NBL1",18,1223,13,14,12,4,5,2,4,3,29,15,1,3,1,1,11,0,4,1,16,541,16
"TMCO4",13,5,0,0,0,0,1,0,0,5,6,0,1,0,0,0,1,1,2,0,2,23,1
"RNF186",0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,93,0
"RP11-91K11.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"OTUD3",2,4,0,1,1,0,1,0,0,2,5,4,0,0,0,0,0,0,2,0,5,25,0
"PLA2G2A",0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,2,0
"PLA2G5",0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"PLA2G2D",62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"RP3-340N1.2",1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"PLA2G2C",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"UBXN10-AS1",2,2,0,1,0,0,0,0,0,0,7,0,1,0,0,0,0,0,0,0,0,2,0
"UBXN10",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0
"CAMK2N1",2,104,2,1,0,0,2,0,2,1,7,2,1,0,0,0,14,0,0,0,2,1030,1
"MUL1",16,23,3,0,3,2,1,1,0,5,6,3,1,1,0,0,1,2,2,0,7,43,2
"CDA",14,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,1,28,8
"PINK1",25,38,4,0,4,1,1,0,1,1,2,2,0,1,1,0,4,2,4,0,1,50,15
"PINK1-AS",1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2,3,0
"DDOST",101,137,12,10,18,3,7,0,5,39,46,21,12,4,5,4,4,53,26,2,42,469,19
"KIF17",4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2
"HP1BP3",80,128,13,7,26,14,15,2,9,48,59,28,9,3,9,0,3,11,18,5,52,154,21
"EIF4G3",29,47,1,1,6,4,1,0,1,11,13,7,2,1,1,3,1,3,5,0,14,121,5
"ECE1",1,15,5,1,2,2,0,1,0,7,9,1,2,0,0,1,9,3,21,0,8,33,47
"RP5-1071N3.1",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
"NBPF3",3,3,1,1,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,1,7,2
"ALPL",0,42,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,1
"RAP1GAP",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,28,0
"USP48",30,34,5,10,5,5,11,0,5,19,33,12,5,3,5,0,5,18,4,1,32,106,7
"LDLRAD2",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"HSPG2",3,124,0,0,0,0,2,0,1,2,1,0,0,0,0,0,4,1,0,0,2,44,244
"RP1-224A6.3",2,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
"LINC00339",1,4,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,5,0
"CDC42",476,380,75,34,87,49,46,8,33,230,303,96,56,26,30,14,24,30,245,10,218,778,78
"RP1-224A6.9",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"WNT4",0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0
"ZBTB40",5,9,1,0,3,0,0,0,1,4,4,3,1,0,0,0,0,5,1,1,5,12,1
"EPHA8",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"C1QA",6109,12,1,0,2,0,3,0,0,2,7,4,2,1,1,0,2,0,314,0,3,19,2
"C1QC",3277,5,0,0,6,0,1,0,0,2,1,1,0,1,1,0,2,0,264,0,3,21,0
"C1QB",6432,8,6,1,4,1,1,0,1,4,6,3,1,1,1,0,2,3,450,0,8,37,1
"EPHB2",9,3,0,0,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,288,0
"KDM1A",10,24,0,0,3,0,0,0,0,1,3,5,1,0,1,0,0,0,5,0,2,108,1
"LUZP1",25,111,11,20,18,19,8,3,7,9,91,17,18,8,9,2,4,3,13,2,65,183,35
"HTR1D",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0
"LINC01355",0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1
"HNRNPR",70,118,19,11,27,11,26,3,15,40,73,29,15,4,8,1,9,14,22,1,40,418,21
"ZNF436",2,8,0,0,1,0,1,0,0,0,2,0,0,0,0,0,1,1,0,0,0,20,3
"ZNF436-AS1",1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,15,0
"TCEA3",0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,45,0
"ASAP3",0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
"E2F2",0,3,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,3,1
"ID3",287,1377,6,12,7,0,6,1,1,207,40,13,7,7,2,0,72,5,12,0,24,822,74
"MDS2",0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0
"RPL11",2821,4504,840,321,814,520,675,75,346,3991,3392,1013,1005,195,282,145,210,536,1511,54,2473,19254,681
"TCEB3",26,25,6,6,8,5,5,1,4,15,21,6,4,2,1,0,2,3,5,1,14,59,9
"TCEB3-AS1",2,2,0,0,1,0,1,0,1,1,3,0,1,0,0,0,1,0,0,0,0,28,2
"PITHD1",70,59,22,8,20,16,17,2,5,39,50,20,19,3,7,4,3,11,9,1,41,161,9
"LYPLA2",36,31,6,7,5,4,3,0,4,24,23,5,3,1,0,2,2,4,6,2,15,256,11
"GALE",25,13,3,0,1,0,0,0,0,6,5,1,1,2,1,0,0,1,1,0,4,271,4
"HMGCL",34,29,1,0,3,0,1,0,0,4,8,2,0,0,1,0,2,1,8,0,11,104,1
"FUCA1",255,17,2,3,2,2,1,0,0,3,9,0,0,0,1,1,1,2,5,0,7,266,2
"CNR2",0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,1,0
"PNRC2",87,119,20,10,19,5,8,2,6,54,60,19,16,4,14,4,5,4,43,2,39,440,17
"SRSF10",95,147,30,14,16,10,14,3,5,62,76,23,13,5,10,6,9,13,25,5,58,482,22
"RP11-293P20.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"MYOM3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0
"IL22RA1",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,33,0
"IFNLR1",1,0,1,0,1,2,2,0,0,5,4,2,0,0,0,0,0,0,0,0,0,20,0
"GRHL3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0
"STPG1",1,1,1,0,1,0,0,0,0,3,2,1,0,0,0,0,0,4,0,0,0,18,2
"NIPAL3",6,6,8,5,13,2,2,3,2,2,34,2,5,2,1,0,0,4,0,0,16,54,3
"RCAN3",13,3,12,4,18,11,5,0,4,9,69,8,10,0,1,2,0,2,3,1,49,71,4
"RP4-594I10.3",2,1,2,1,2,2,0,0,1,2,10,3,4,0,0,0,0,0,0,0,2,7,0
"NCMAP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,17,0
"SRRM1",117,153,45,20,30,23,19,6,10,90,122,52,27,9,13,6,6,20,45,10,96,455,27
"CLIC4",78,235,0,0,0,0,0,0,1,13,0,0,0,0,0,0,12,24,41,0,1,74,48
"RUNX3",76,21,51,13,61,33,1,7,1,48,94,60,16,12,19,7,0,5,39,6,67,71,0
"RP4-706G24.1",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"SYF2",117,136,34,23,42,21,31,4,9,80,128,52,26,9,9,4,13,18,39,5,108,541,25
"RSRP1",98,164,30,15,36,10,13,5,21,57,130,37,22,13,16,2,17,13,33,0,81,295,32
"RP3-465N24.6",0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,9,0
"TMEM50A",329,293,68,28,73,32,32,4,26,61,270,74,38,10,18,8,25,31,125,9,167,496,41
"RHCE",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"TMEM57",20,35,5,1,4,2,1,1,1,10,13,15,4,5,2,0,3,6,2,0,11,82,3
"LDLRAP1",10,8,0,1,2,4,1,0,0,3,13,1,6,1,1,0,0,1,2,0,4,51,0
"RP11-70P17.1",0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"MAN1C1",3,11,3,2,3,1,0,0,0,1,3,4,0,0,0,0,0,0,1,0,3,0,1
"RP1-187B23.1",3,4,1,2,6,2,0,0,2,0,8,4,1,1,2,0,0,1,0,0,3,2,0
"SEPN1",30,46,1,0,1,1,1,0,1,3,7,3,1,0,0,0,1,0,0,0,2,46,20
"RP1-317E23.3",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"MTFR1L",26,44,1,1,3,0,0,0,2,3,9,1,0,0,2,1,5,1,3,0,12,83,2
"AUNIP",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,8,1
"PAQR7",0,12,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,9,1
"STMN1",141,125,18,6,19,8,3,2,6,12,25,27,9,4,3,7,2,44,10,54,17,654,58
"PAFAH2",16,6,1,0,0,0,0,0,0,3,0,1,0,0,0,1,0,1,1,0,2,29,0
"EXTL1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"SLC30A2",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"PDIK1L",1,0,0,1,1,0,1,0,0,1,1,0,1,0,0,0,0,1,0,0,1,13,0
"FAM110D",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
"RP11-96L14.7",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"ZNF593",56,56,5,5,6,7,6,2,3,17,25,7,4,4,2,2,2,25,7,0,21,710,14
"CNKSR1",1,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0
"CEP85",1,0,2,0,1,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,12,1
"SH3BGRL3",1777,673,287,184,394,178,193,24,203,498,1616,424,180,62,109,39,35,85,906,38,753,1733,229
"UBXN11",15,12,2,3,2,1,2,0,0,23,13,2,1,0,0,1,0,2,10,0,5,31,3
"CD52",217,27,191,132,337,142,101,18,98,1143,1580,376,171,35,111,2,1,87,188,28,560,32,9
"AIM1L",0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,5,0
"ZNF683",0,1,0,0,0,0,0,0,0,0,0,28,0,1,0,0,0,0,0,0,1,0,0
"DHDDS",19,21,1,1,3,0,1,1,3,5,6,3,2,1,0,0,3,3,5,0,4,52,2
"HMGN2",353,417,79,44,80,38,46,6,23,171,213,72,25,15,25,17,18,63,106,47,140,974,66
"RPS6KA1",61,4,2,3,3,0,4,1,4,10,19,2,2,1,1,0,0,0,11,0,9,105,1
"RP5-968P14.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"ARID1A",44,45,2,2,8,3,4,0,6,21,10,4,2,1,2,2,2,2,6,0,16,144,12
"PIGV",8,17,0,0,1,0,0,0,1,0,3,2,1,0,1,0,0,0,2,0,3,36,0
"ZDHHC18",17,10,7,2,3,1,4,1,2,0,16,6,1,3,1,0,0,1,4,0,13,24,2
"SFN",3,3,0,0,0,0,0,0,0,1,2,0,1,0,0,0,0,0,2,0,0,411,0
"GPN2",16,12,0,2,3,2,2,0,1,4,8,2,1,1,1,0,1,4,3,0,7,67,3
"GPATCH3",12,12,2,2,2,1,3,0,0,8,11,6,0,0,3,0,1,2,3,0,5,36,0
"NUDC",182,184,52,55,41,44,39,9,34,101,251,104,45,20,25,14,13,23,53,14,152,739,24
"NR0B2",1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,147,1
"KDF1",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,0
"TRNP1",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1
"FAM46B",0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,9,0
"SLC9A1",9,15,3,0,4,1,1,0,3,3,9,1,2,1,1,0,2,1,5,0,4,57,2
"WDTC1",12,15,3,1,2,1,2,0,0,4,8,4,1,0,2,0,0,1,0,1,6,45,3
"TMEM222",11,45,4,0,4,2,2,0,0,13,13,4,2,1,1,0,1,7,5,1,7,110,5
"SYTL1",4,1,9,3,10,5,5,0,9,41,64,5,13,3,4,0,0,19,1,1,34,36,0
"MAP3K6",4,9,1,0,2,0,1,0,0,3,3,0,0,0,0,0,0,1,1,0,3,3,4
"FCN3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26
"CD164L2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
"GPR3",0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,1
"WASF2",123,179,20,8,23,4,16,1,11,40,61,25,17,3,6,3,12,10,24,2,43,298,39
"RP1-159A19.4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,0
"AHDC1",2,29,2,1,3,0,1,0,0,2,2,4,0,0,0,1,3,0,0,0,2,23,3
"FGR",64,0,3,0,5,0,0,1,0,2,2,1,0,4,1,1,0,1,52,0,2,1,7
"RP11-288L9.1",0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
"IFI6",643,738,20,27,28,7,9,0,6,21,130,30,14,5,3,1,3,119,138,3,77,126,32
"FAM76A",11,15,1,2,6,1,4,1,6,16,14,3,3,1,2,4,0,4,1,0,12,22,0
"STX12",84,65,4,0,6,3,1,0,4,12,16,2,5,3,4,3,3,7,23,1,13,83,6
"PPP1R8",17,31,5,4,11,1,6,0,1,15,33,5,6,2,2,0,2,3,3,0,23,106,2
"THEMIS2",210,21,0,3,9,4,2,0,0,72,13,2,1,3,2,22,0,22,47,0,7,8,2
"RPA2",37,60,9,6,9,7,5,0,10,47,42,12,5,3,9,3,1,11,11,0,22,82,4
"SMPDL3B",0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,4,1,0,0,82,0
"XKR8",5,8,3,1,2,2,0,0,0,3,8,4,4,3,0,1,1,7,6,0,6,27,2
"EYA3",17,10,1,1,1,1,3,0,1,9,3,1,1,0,0,0,0,2,3,0,3,46,3
"PTAFR",113,1,0,0,1,0,0,0,0,12,0,0,0,0,0,0,0,0,22,0,0,4,2
"DNAJC8",112,157,26,14,28,13,23,2,15,72,115,36,22,5,7,4,7,12,45,2,76,351,17
"ATPIF1",228,201,35,27,53,33,23,2,24,99,192,53,35,12,16,3,21,57,26,3,121,1507,51
"RP5-1092A3.4",0,0,0,0,1,0,0,0,0,2,1,1,0,0,0,0,0,1,0,0,0,5,0
"SESN2",37,44,2,3,5,0,3,0,3,4,18,6,2,0,2,0,1,2,13,1,11,64,4
"MED18",3,1,0,0,2,0,0,0,0,2,3,1,0,0,0,0,0,2,3,1,2,25,2
"PHACTR4",87,38,4,2,5,5,2,0,0,5,15,4,1,0,0,0,1,2,6,0,8,77,9
"RCC1",16,35,3,0,1,1,0,0,1,3,5,0,0,0,0,1,0,4,3,2,2,150,8
"TRNAU1AP",30,32,12,6,4,4,5,0,2,18,20,5,2,2,1,2,5,5,8,0,19,59,5
"SNHG12",99,58,16,7,5,8,1,1,3,20,14,18,9,2,6,1,2,2,4,0,20,293,5
"TAF12",50,78,5,6,9,4,8,0,9,20,31,12,11,0,3,0,3,3,13,0,28,134,4
"RAB42",46,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"RP11-442N24--B.1",2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"RNU11",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0
"GMEB1",11,12,3,0,4,4,6,0,4,10,18,2,4,1,0,0,0,1,3,1,8,41,3
"YTHDF2",75,79,28,11,29,16,18,1,7,49,71,17,11,5,7,6,6,15,19,1,35,327,13
"RP1-212P9.3",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"EPB41",18,1,5,0,8,1,2,1,1,12,24,12,11,2,3,2,0,0,2,0,26,46,0
"TMEM200B",0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0
"SRSF4",74,112,23,7,19,13,9,1,7,37,68,17,7,1,7,2,6,19,17,7,48,281,14
"MECR",10,15,2,1,0,0,0,0,0,1,4,0,2,0,0,0,2,6,0,1,8,71,3
"PTPRU",0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"RP11-111I12.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"MATN1-AS1",0,1,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,1,8,0
"LAPTM5",1694,13,101,61,128,83,104,7,93,777,602,134,73,15,35,21,1,47,374,11,345,28,16
"SDC3",74,18,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,11,0
"PUM1",50,66,4,1,17,6,3,1,2,23,22,14,3,1,4,1,2,6,7,1,17,192,14
"SNRNP40",22,28,7,6,7,9,6,1,8,25,21,12,3,3,3,1,0,2,15,2,27,164,8
"ZCCHC17",36,67,8,4,10,6,3,0,3,17,34,14,6,4,1,1,1,10,8,1,11,147,6
"FABP3",51,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
"SERINC2",16,38,1,0,1,0,0,0,0,0,3,0,1,0,0,1,0,1,5,0,0,340,1
"LINC01226",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"RP11-73M7.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"TINAGL1",1,1,2,0,0,0,0,0,0,0,1,0,0,0,0,0,28,0,1,0,1,376,24
"PEF1",47,88,8,5,6,2,5,2,6,16,25,6,6,1,2,1,2,7,12,1,17,136,8
"RP11-73M7.9",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
"COL16A1",1,249,0,0,0,0,1,0,0,0,0,0,0,0,0,1,3,0,0,0,0,26,0
"ADGRB2",0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"SPOCD1",5,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"RP11-84A19.2",0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1
"RP11-84A19.4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"PTP4A2",191,203,29,18,40,27,13,3,16,64,125,35,11,9,4,9,7,33,52,3,81,652,33
"KHDRBS1",111,194,17,13,33,15,7,2,12,56,101,35,18,5,7,5,5,14,68,6,63,775,28
"RP11-277A4.4",1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0
"TMEM39B",11,30,1,0,1,0,3,0,0,2,3,1,2,0,1,3,0,1,3,1,3,34,6
"KPNA6",29,49,9,3,6,2,3,2,3,24,31,11,5,1,3,1,3,7,4,2,22,113,11
"TXLNA",21,31,1,2,1,1,1,0,2,9,8,5,0,1,3,1,4,7,4,1,6,60,8
"CCDC28B",17,60,0,1,2,0,1,0,1,2,4,1,1,3,0,2,8,0,5,0,5,40,9
"IQCC",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,8,1
"TMEM234",11,16,2,0,0,0,0,1,1,3,4,4,1,1,1,1,2,0,4,0,3,33,2
"EIF3I",147,227,24,17,28,27,19,2,23,111,134,44,32,17,7,8,20,34,87,3,124,1030,65
"FAM167B",0,5,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,1,93
"LCK",11,6,62,31,94,38,43,3,45,7,263,81,45,8,16,0,0,0,0,5,185,9,2
"HDAC1",43,40,19,5,20,9,7,0,10,41,73,25,11,3,5,0,4,3,12,4,44,386,21
"MARCKSL1",144,367,28,10,21,17,13,4,7,65,55,31,18,5,7,19,19,8,170,2,38,2270,166
"TSSK3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"FAM229A",0,3,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,17,3
"BSDC1",35,41,7,1,9,4,11,0,5,28,37,12,8,1,3,2,7,5,5,0,27,151,10
"ZBTB8B",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"ZBTB8A",1,15,0,0,0,1,0,0,0,0,1,1,0,0,0,0,2,0,0,0,1,18,0
"ZBTB8OS",62,52,11,4,10,4,5,1,6,28,32,12,4,1,5,2,2,27,14,1,25,228,6
"RBBP4",40,66,7,14,13,1,6,1,3,30,42,12,3,4,2,1,2,19,17,2,34,138,13
"SYNC",5,47,3,0,2,1,0,0,0,4,13,1,2,2,0,1,2,1,4,0,6,11,2
"KIAA1522",4,8,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,95,3
"YARS",26,44,6,6,7,2,2,2,3,9,26,11,4,3,4,0,0,9,8,1,19,151,4
"S100PBP",15,15,5,3,4,0,1,1,1,6,11,3,1,3,0,0,1,3,3,0,11,32,1
"FNDC5",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
"HPCA",0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TMEM54",3,55,1,0,0,0,1,0,0,3,1,0,1,0,0,0,4,0,2,1,4,771,2
"RNF19B",77,35,4,1,3,1,2,0,0,1,10,3,1,0,1,2,2,0,58,0,5,50,16
"AK2",82,134,9,9,6,5,7,2,8,20,45,14,6,3,3,10,8,11,38,1,28,625,11
"AZIN2",1,29,0,0,0,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,13,0
"TRIM62",2,1,1,1,1,0,2,0,0,1,2,1,0,0,0,0,2,1,0,0,2,5,0
"ZNF362",12,22,1,0,0,0,1,0,0,1,6,1,0,0,1,0,2,0,1,0,2,6,1
"PHC2",55,84,1,1,5,1,0,0,2,0,6,0,0,0,2,0,7,0,6,0,6,90,9
"ZSCAN20",1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0
"CSMD2",0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
"SMIM12",59,58,13,9,19,11,6,2,8,19,68,19,17,11,6,5,5,14,16,5,39,192,15
"GJB4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"GJB3",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
"GJA4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,1,3
"DLGAP3",4,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,2,0,1,1,0
"RP11-244H3.4",0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,1
"ZMYM6NB",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ZMYM6",7,8,0,1,2,0,1,0,0,2,3,1,1,0,0,0,0,2,2,0,0,26,2
"ZMYM1",3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,2
"SFPQ",199,202,35,34,57,27,28,3,18,120,189,58,25,16,17,12,11,28,100,6,123,568,42
"ZMYM4",12,27,0,0,0,1,0,0,0,2,4,0,0,0,0,1,1,1,1,0,3,38,5
"KIAA0319L",21,34,7,4,11,2,40,0,4,4,80,6,11,1,3,0,1,3,3,1,40,65,8
"NCDN",5,4,4,0,4,1,10,0,4,1,23,4,2,0,2,0,0,0,2,0,9,9,4
"RP4-728D4.2",6,0,4,0,2,1,1,0,0,4,6,1,0,0,1,0,0,0,0,0,1,2,0
"TFAP2E",1,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,2,0
"PSMB2",211,189,26,20,42,19,11,1,15,49,136,38,19,5,5,10,11,41,59,2,74,752,32
"C1orf216",5,23,1,1,1,0,0,0,2,6,9,3,0,0,0,1,1,1,1,0,3,21,0
"CLSPN",7,6,5,0,3,4,1,0,2,0,12,3,1,0,0,0,0,2,4,3,2,15,5
"AGO4",12,2,1,1,3,1,0,0,1,1,5,3,0,1,1,0,2,0,3,0,1,10,3
"AGO1",19,12,2,0,3,2,3,0,1,5,6,3,3,1,0,0,0,1,2,0,6,20,3
"RP4-789D17.5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"AGO3",21,34,5,6,6,2,4,1,1,14,20,11,5,2,3,1,2,3,9,1,9,69,7
"ADPRHL2",32,26,5,3,5,3,4,0,1,10,26,5,5,1,1,2,1,6,3,0,16,73,1
"COL8A2",10,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"TRAPPC3",110,118,15,7,19,9,9,0,8,28,53,11,9,2,1,1,7,15,35,0,49,291,19
"MAP7D1",91,93,15,5,20,7,8,1,10,10,46,12,8,3,5,4,3,5,16,1,27,67,14
"THRAP3",74,111,20,15,27,10,9,2,7,55,83,29,19,1,6,3,3,12,16,1,45,294,9
"SH3D21",12,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,3,0,0,6,0
"EVA1B",28,142,0,1,1,1,1,1,1,1,7,0,0,0,0,0,17,1,6,0,5,3,9
