"","CD8aa IELs","cDCs","Double-Negative Tcells","Fibroblasts","gdTcells","Memory Bcells","Memory CD4 Tcells","Memory CD8 Tcells","Naive Bcells","Naive CD4 Tcells","Naive CD8 Tcells","NK cells","NKT cells","Normal Epithelial cells","Plasma cells","Pro-inflammatory macro/mono","Regulatory CD4 Tcells","Vascular ECs"
"PAFAH2",0,0,0,2,0,1,2,0,0,2,0,1,0,5,0,0,0,1
"EXTL1",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"PDIK1L",0,0,0,1,0,1,1,0,0,2,0,0,0,0,0,0,0,1
"FAM110D",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40
"ZNF593",2,4,1,32,2,24,38,23,9,26,1,2,13,16,9,1,4,11
"CNKSR1",0,0,0,1,0,0,0,0,0,0,0,0,0,1,3,0,0,0
"CEP85",1,0,0,0,1,0,1,1,0,3,0,0,1,1,0,0,0,0
"SH3BGRL3",129,245,11,120,77,132,1010,532,93,341,78,48,151,110,14,56,86,131
"UBXN11",2,2,0,3,0,6,12,7,0,6,0,0,0,0,3,1,3,1
"CD52",118,100,16,4,75,374,1011,604,247,423,112,72,208,3,31,12,78,4
"AIM1L",0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
"ZNF683",0,0,0,0,0,0,0,3,0,0,0,1,1,0,0,0,0,0
"DHDDS",0,1,1,5,0,2,8,3,0,3,1,0,1,2,1,0,0,2
"HMGN2",30,24,8,125,32,88,221,102,54,105,19,19,55,49,19,7,40,35
"RPS6KA1",4,2,0,1,1,3,15,7,2,0,0,0,2,3,2,0,3,2
"RP5-968P14.2",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"ARID1A",6,0,0,9,6,13,46,12,6,15,2,4,15,4,2,0,3,13
"PIGV",1,0,1,7,0,1,7,3,0,2,2,0,2,0,0,0,0,1
"ZDHHC18",6,0,3,3,2,3,26,13,0,6,1,1,2,1,0,1,4,1
"SFN",0,1,0,1,0,2,5,4,0,2,0,0,1,65,0,0,0,3
"GPN2",3,1,0,10,2,2,11,7,1,5,3,2,1,0,0,0,2,2
"GPATCH3",4,1,1,2,3,2,13,6,1,4,2,0,2,0,1,0,1,1
"NUDC",11,6,6,51,9,22,96,42,11,50,9,8,16,12,8,2,11,22
"NR0B2",0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"KDF1",0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0
"SLC9A1",1,0,1,6,2,5,8,4,2,5,0,0,2,1,2,0,1,4
"WDTC1",1,0,0,1,2,1,6,2,2,2,0,0,2,0,2,0,4,0
"TMEM222",2,1,0,9,1,7,18,16,5,9,2,5,3,3,0,0,2,6
"SYTL1",2,8,2,0,0,15,53,28,15,29,8,8,10,0,3,0,6,0
"MAP3K6",0,0,0,8,0,0,3,0,0,2,0,0,2,0,0,0,0,19
"FCN3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
"GPR3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"WASF2",7,7,2,41,5,18,55,31,19,28,5,3,16,10,6,1,3,38
"RP1-159A19.4",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
"AHDC1",2,1,0,5,0,0,3,3,0,3,1,0,0,0,0,0,0,8
"FGR",0,11,0,0,0,1,1,0,0,0,0,5,0,0,0,4,0,5
"RP11-288L9.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"IFI6",17,13,7,173,8,11,121,54,4,35,9,13,22,5,16,9,22,131
"FAM76A",0,0,0,9,3,4,14,8,3,7,0,0,1,1,0,0,1,4
"STX12",1,3,0,21,0,4,24,6,1,6,4,0,6,3,2,0,2,17
"PPP1R8",3,0,0,9,1,6,29,9,9,17,5,1,7,2,1,1,0,4
"THEMIS2",2,13,0,5,0,16,5,2,5,2,0,0,2,0,9,1,0,1
"RPA2",1,0,0,11,7,9,34,16,10,11,3,4,10,3,3,0,3,3
"SMPDL3B",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"XKR8",2,1,0,0,1,2,16,5,0,1,3,1,2,0,0,0,0,1
"EYA3",1,1,1,2,1,2,6,5,1,2,1,0,1,0,0,0,0,0
"PTAFR",0,4,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,5
"DNAJC8",12,3,0,48,14,32,98,47,16,61,8,6,15,9,7,2,19,43
"ATPIF1",24,4,4,71,7,34,115,66,15,70,11,8,27,79,22,2,18,47
"SESN2",5,3,0,5,0,8,16,10,6,18,2,3,8,3,0,0,1,2
"MED18",0,0,0,0,0,0,3,2,0,2,0,1,0,5,0,0,0,1
"PHACTR4",2,3,0,6,3,4,16,5,3,6,3,1,3,0,5,0,3,17
"RCC1",3,0,0,11,0,5,7,6,3,13,1,0,5,4,1,1,1,2
"TRNAU1AP",0,1,0,10,6,1,12,10,3,14,3,1,3,1,5,0,2,5
"SNHG12",10,0,1,35,7,25,41,25,38,26,7,3,9,6,11,0,4,4
"TAF12",4,0,1,22,2,10,20,16,8,12,5,4,8,4,0,0,3,6
"RAB42",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RP11-442N24--B.1",0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
"RNU11",0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"GMEB1",2,3,1,4,1,4,18,8,1,10,2,3,2,3,0,0,1,1
"YTHDF2",10,5,1,28,9,34,109,46,17,53,13,7,25,8,13,2,15,21
"OPRD1",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"EPB41",5,0,2,1,2,5,29,14,5,14,2,1,11,4,1,1,7,3
"TMEM200B",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"SRSF4",9,3,3,37,11,17,53,35,16,32,3,7,15,5,7,2,11,46
"MECR",0,0,0,4,0,2,3,1,1,4,1,1,0,2,1,0,0,2
"MATN1",1,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0
"MATN1-AS1",0,2,0,0,1,2,2,2,5,3,0,1,2,0,0,0,0,0
"LAPTM5",69,74,15,4,38,343,709,272,359,367,65,31,76,1,4,23,101,4
"SDC3",0,0,0,15,0,0,0,0,0,0,0,0,0,1,0,0,0,5
"PUM1",4,3,1,18,3,15,33,20,12,26,3,2,9,9,4,0,2,12
"SNRNP40",6,2,1,12,2,4,27,14,4,19,2,2,6,5,2,0,6,7
"ZCCHC17",7,0,1,26,7,7,38,30,2,17,3,3,6,6,2,1,7,15
"FABP3",0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SERINC2",0,0,0,2,1,1,1,2,2,0,0,0,0,28,0,0,0,1
"TINAGL1",0,1,0,3,0,0,2,0,0,3,0,0,0,15,0,0,0,86
"PEF1",7,3,3,11,4,7,41,25,6,15,5,1,8,7,0,3,8,21
"RP11-73M7.6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"RP11-73M7.9",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"COL16A1",0,1,0,41,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"RP11-84A19.4",0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0
"PTP4A2",14,23,4,44,11,22,110,64,9,36,8,8,32,22,12,3,10,31
"KHDRBS1",16,9,2,58,13,26,122,51,21,62,17,9,21,20,5,1,15,41
"RP11-277A4.4",0,0,0,1,0,1,2,2,0,0,0,0,0,0,0,0,0,0
"TMEM39B",1,2,0,9,1,0,11,1,2,4,1,0,2,0,3,0,0,3
"KPNA6",7,0,0,10,5,10,25,10,8,18,5,1,6,5,1,2,2,8
"TXLNA",1,3,0,7,1,2,8,2,2,1,3,2,4,0,2,0,3,5
"CCDC28B",1,1,0,4,1,2,4,5,0,4,0,1,3,0,0,0,0,1
"RP4-622L5.7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"IQCC",0,0,0,1,0,0,1,0,0,2,0,0,1,0,0,0,0,0
"DCDC2B",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"TMEM234",0,1,0,7,1,3,6,1,1,6,5,2,1,1,0,0,1,1
"EIF3I",15,21,5,80,18,47,191,58,33,99,21,13,26,23,6,4,24,60
"FAM167B",0,0,0,4,0,0,3,0,0,0,0,1,0,0,0,0,0,81
"LCK",35,0,7,1,33,7,161,117,7,89,24,15,45,0,0,0,31,0
"HDAC1",6,4,5,22,5,14,40,28,12,23,3,3,15,20,0,1,8,25
"MARCKSL1",16,61,17,43,14,114,136,110,100,102,14,9,34,51,2,2,10,55
"FAM229A",1,0,0,0,0,0,1,1,1,1,0,0,1,0,1,0,0,0
"BSDC1",11,4,1,10,3,6,21,19,8,18,4,1,8,5,2,0,5,8
"ZBTB8B",0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0
"ZBTB8A",1,0,0,5,0,0,2,1,0,0,0,0,0,1,0,0,0,5
"ZBTB8OS",3,1,1,17,2,3,24,19,5,19,1,3,6,5,4,0,5,8
"RBBP4",4,2,0,21,4,8,52,18,8,18,3,4,9,7,6,1,9,7
"SYNC",0,0,0,7,0,3,10,3,0,2,1,0,2,0,0,0,1,0
"KIAA1522",0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0
"YARS",2,0,1,11,1,5,17,9,2,6,2,4,1,3,4,0,1,4
"S100PBP",0,0,1,3,0,4,5,8,2,2,0,1,1,1,0,0,0,1
"FNDC5",0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
"TMEM54",0,0,0,6,0,1,2,4,1,3,0,0,1,59,1,0,1,3
"RNF19B",1,2,0,3,0,0,22,5,1,8,0,0,2,1,2,3,0,4
"AK2",2,4,2,23,3,5,30,23,8,12,2,3,9,13,2,1,5,18
"AZIN2",0,0,0,1,0,1,6,3,0,0,0,0,2,0,0,0,0,0
"TRIM62",1,0,0,0,1,1,1,1,1,2,0,0,0,0,0,0,0,0
"ZNF362",0,0,0,8,1,1,2,3,2,1,0,0,1,0,0,0,1,0
"PHC2",0,0,0,18,0,0,4,2,2,1,1,0,0,0,0,0,1,7
"RP11-415J8.5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"ZSCAN20",0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1
"SMIM12",7,6,1,9,1,9,64,32,7,31,5,3,7,4,1,3,6,10
"GJB3",0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0
"GJA4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31
"DLGAP3",0,0,0,0,1,1,1,0,1,0,1,0,0,0,0,1,0,1
"RP11-244H3.4",0,0,0,3,0,0,0,1,0,1,0,0,0,0,0,0,0,0
"ZMYM6",0,0,0,5,0,3,4,2,2,8,0,1,0,1,2,0,0,0
"ZMYM1",1,0,0,0,1,0,0,1,0,2,0,0,0,0,0,0,0,0
"SFPQ",29,14,7,130,28,93,318,169,73,196,44,32,60,30,7,10,27,72
"ZMYM4",0,1,0,3,3,3,3,3,0,3,1,1,1,0,0,0,1,3
"KIAA0319L",1,0,1,6,1,5,45,10,3,13,1,1,4,0,1,0,2,4
"NCDN",3,0,0,4,1,0,34,8,0,4,2,0,1,0,0,0,4,1
"RP4-728D4.2",0,1,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0
"TFAP2E",0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0
"PSMB2",11,7,1,45,15,19,93,35,12,52,11,8,22,19,6,1,8,28
"C1orf216",0,1,0,3,1,2,9,3,0,0,1,0,2,0,1,0,1,1
"CLSPN",1,0,0,1,0,0,8,3,0,0,0,0,1,2,3,0,0,2
"AGO4",0,0,0,1,0,1,3,3,1,1,0,0,1,0,0,1,1,1
"AGO1",1,0,0,3,0,1,5,5,1,5,1,2,2,1,0,0,2,2
"RP4-789D17.5",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"AGO3",1,2,0,16,3,8,16,16,1,18,2,1,2,3,0,0,2,6
"TEKT2",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ADPRHL2",2,1,0,8,2,8,37,15,5,17,5,3,6,3,4,0,4,2
"COL8A2",0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"TRAPPC3",2,0,4,17,6,14,65,30,10,30,5,2,13,4,7,4,13,12
"MAP7D1",9,5,0,13,5,8,54,36,8,23,2,8,7,4,2,1,6,10
"THRAP3",13,3,8,31,13,23,110,47,27,53,12,9,24,7,7,0,16,18
"SH3D21",0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1
"EVA1B",0,2,0,22,1,0,0,1,0,1,0,0,0,0,1,0,1,15
"RP11-268J15.5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"STK40",2,4,0,5,1,2,15,5,4,4,1,3,1,7,1,1,1,1
"LSM10",7,6,3,24,5,10,32,23,13,21,1,2,9,4,4,0,9,4
"OSCP1",0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"MRPS15",8,5,0,31,7,13,55,22,9,25,7,6,11,21,8,0,13,14
"CSF3R",0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0
"LINC01137",0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,2
"ZC3H12A",8,15,2,43,5,15,108,38,6,19,7,9,8,4,2,1,15,31
"MEAF6",13,1,4,16,4,15,66,31,8,28,4,6,11,2,2,0,13,16
"SNIP1",0,0,1,3,2,5,11,5,2,8,0,0,1,1,1,0,1,1
"DNALI1",0,0,0,15,0,0,0,0,0,0,0,0,0,2,0,0,0,1
"GNL2",3,4,0,15,2,7,29,13,2,14,6,1,8,0,3,0,5,7
"RSPO1",0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"C1orf109",1,0,0,5,0,3,6,2,0,5,1,0,2,0,0,0,2,3
"CDCA8",0,0,0,0,0,0,1,0,0,0,0,0,0,1,2,0,0,0
"EPHA10",0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0
"MANEAL",0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
"YRDC",6,3,0,9,1,5,15,10,1,9,1,1,6,7,0,0,4,8
"C1orf122",5,5,1,44,4,8,36,14,1,23,3,5,6,12,5,6,5,10
"MTF1",4,0,0,1,2,5,9,7,4,9,2,5,4,2,1,1,2,1
"INPP5B",2,1,0,2,1,3,4,2,1,2,0,0,1,0,0,0,0,0
"SF3A3",4,2,0,19,2,6,47,18,5,19,7,3,9,4,0,0,5,7
"FHL3",1,2,0,9,1,0,2,3,0,1,1,0,1,0,0,1,0,2
"UTP11L",2,2,1,21,4,7,20,18,4,5,0,3,5,7,0,1,3,8
"POU3F1",1,0,0,3,0,0,2,0,1,2,0,0,0,0,0,0,0,0
"RRAGC",6,6,0,10,2,10,49,22,8,17,5,2,6,1,1,1,4,16
"RP5-864K19.4",0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
"MYCBP",0,1,0,4,0,1,9,8,1,11,0,0,4,2,1,1,1,1
"RHBDL2",0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,1
"AKIRIN1",14,7,5,39,10,41,152,63,34,76,21,14,25,4,3,1,9,7
"NDUFS5",71,20,16,143,41,94,576,291,50,335,72,26,97,83,20,10,46,77
"MACF1",6,1,1,10,3,6,51,23,5,25,2,8,19,3,1,1,5,25
"RP11-69E11.4",1,1,0,6,0,2,1,1,0,1,0,1,0,1,0,0,0,0
"PABPC4",10,14,1,35,11,33,100,38,17,56,14,12,24,11,12,3,6,18
"HEYL",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"HPCAL4",0,0,0,0,0,0,0,2,0,4,1,0,0,0,0,0,0,0
"PPIE",4,1,1,21,4,5,21,7,5,12,3,4,4,6,2,0,2,8
"BMP8B",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"OXCT2",0,1,0,4,0,0,0,0,0,0,0,0,1,0,1,0,0,0
"TRIT1",1,0,0,6,0,5,8,2,1,4,0,0,0,0,1,0,1,2
"MYCL",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MFSD2A",0,2,0,7,0,2,0,0,0,2,1,0,0,12,0,4,2,0
"CAP1",23,25,5,43,22,35,131,75,21,60,10,16,28,24,5,5,23,35
"PPT1",3,9,0,34,3,15,55,14,7,32,4,5,9,2,3,5,5,11
"RLF",3,0,1,4,0,8,11,16,7,10,2,4,2,2,2,0,5,2
"TMCO2",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"RP1-39G22.7",0,0,0,2,0,0,0,0,0,0,1,0,1,0,0,0,1,1
"ZMPSTE24",0,2,0,12,2,2,12,5,1,7,0,1,3,6,1,1,1,5
"COL9A2",0,1,0,1,0,1,0,0,2,1,0,0,0,0,0,0,0,0
"SMAP2",15,10,2,7,13,64,108,63,27,73,19,9,34,1,2,5,33,4
"ZFP69B",0,0,0,0,0,0,4,0,1,0,0,1,0,0,0,0,0,1
"ZFP69",0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
"RP11-656D10.3",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"EXO5",1,0,0,0,2,0,6,3,2,2,1,0,1,0,0,0,0,0
"ZNF684",1,1,0,1,0,0,0,6,0,2,0,2,0,0,0,0,0,1
"RIMS3",0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
"NFYC-AS1",0,1,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0
"NFYC",2,2,1,4,3,13,20,15,9,12,2,1,5,2,2,0,3,7
"KCNQ4",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
"CITED4",0,10,0,5,0,0,1,3,2,7,0,2,0,1,1,0,0,3
"CTPS1",3,1,1,4,1,3,14,7,2,12,1,0,1,0,0,0,5,4
"SLFNL1-AS1",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SLFNL1",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"SCMH1",0,0,0,3,0,1,0,4,0,1,0,1,2,1,1,0,2,1
"EDN2",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"HIVEP3",1,0,1,20,0,0,7,4,1,1,0,1,3,0,0,0,1,1
"GUCA2B",0,0,0,1,0,2,1,0,0,2,0,1,0,27,0,0,0,0
"GUCA2A",1,1,0,3,0,1,1,0,0,6,0,0,1,58,0,0,0,0
"FOXJ3",1,2,0,11,1,0,13,9,2,6,0,2,1,2,2,0,0,1
"RIMKLA",0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,1
"ZMYND12",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"PPCS",8,4,1,21,5,14,55,20,6,21,7,3,15,5,2,1,3,7
"CCDC30",0,0,0,3,0,3,3,0,0,0,0,0,2,1,0,0,0,0
"PPIH",2,1,0,11,2,6,28,23,1,7,4,1,5,1,2,0,3,5
"YBX1",75,158,17,316,91,301,873,436,185,503,89,65,176,184,58,41,112,196
"CLDN19",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"P3H1",2,0,0,18,0,3,12,5,0,2,1,1,3,0,2,1,1,2
"C1orf50",1,2,0,3,2,7,15,11,2,10,0,2,1,1,2,0,3,4
"SVBP",0,1,0,14,1,7,28,7,4,8,1,1,4,4,0,1,2,15
"ERMAP",0,0,0,1,0,1,3,0,0,0,0,0,0,0,0,0,0,3
"RP11-342M1.3",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ZNF691",0,0,0,1,0,1,3,1,0,0,0,0,0,0,0,0,0,0
"SLC2A1",4,0,1,11,3,8,10,12,5,7,1,2,6,8,2,0,1,1
"SLC2A1-AS1",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"EBNA1BP2",2,1,1,22,1,19,47,18,3,12,1,2,7,17,4,0,9,8
"TMEM125",0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0
"C1orf210",0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
"TIE1",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,26
"RP1-92O14.3",0,0,0,0,0,0,0,2,0,0,0,0,0,1,1,0,0,0
"CDC20",0,0,0,0,0,1,1,0,0,0,0,0,0,4,1,0,0,0
"ELOVL1",3,9,0,9,2,10,29,16,1,11,2,4,5,4,0,3,5,9
"MED8",2,2,0,10,1,5,21,14,5,11,1,2,7,3,4,1,9,4
"SZT2",1,1,0,4,1,1,12,3,2,3,0,0,0,0,1,0,0,0
"HYI",1,0,0,24,1,3,13,2,0,6,1,0,0,7,3,0,1,7
"PTPRF",0,0,0,1,0,0,1,1,0,1,0,0,0,10,0,0,0,1
"KDM4A",0,1,0,4,3,4,7,2,1,1,0,1,3,1,1,0,0,1
"KDM4A-AS1",0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0
"ST3GAL3",0,0,0,2,0,0,1,1,0,2,0,0,0,0,0,0,1,2
"RP11-7O11.3",0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
"IPO13",0,0,0,2,0,0,5,3,0,1,0,1,0,0,0,0,0,1
"DPH2",2,1,0,2,0,2,10,9,2,7,3,1,5,4,2,0,4,2
"ATP6V0B",12,43,2,51,9,50,104,52,27,51,11,11,27,29,19,10,18,38
"B4GALT2",0,0,0,2,0,0,0,1,0,1,0,1,0,2,0,0,0,2
"CCDC24",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
"DMAP1",2,1,0,4,1,6,15,9,4,12,4,2,4,3,2,1,4,5
"ERI3",2,1,0,20,1,6,22,9,6,4,0,0,4,4,0,0,4,3
"RNF220",2,0,0,6,0,5,11,9,2,8,3,1,4,7,4,0,1,1
"TMEM53",0,0,0,3,0,0,3,2,1,1,1,0,1,0,0,0,2,0
"C1orf228",1,1,0,0,0,1,10,7,1,17,4,0,0,0,0,0,0,0
"KIF2C",1,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0
"RPS8",428,338,120,1080,366,1941,5625,1955,1022,3945,663,261,686,496,205,108,440,456
"BEST4",0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0
"PLK3",22,12,10,70,7,30,262,84,13,154,17,4,18,9,2,8,17,50
"TCTEX1D4",0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0
"BTBD19",0,2,0,2,0,0,13,4,0,6,0,0,0,0,0,0,1,3
"PTCH2",1,0,0,0,0,0,1,0,2,0,0,0,0,0,1,0,1,0
"EIF2B3",0,0,0,11,0,2,6,3,0,3,1,0,0,2,0,0,1,1
"HECTD3",0,1,0,1,0,0,4,0,1,3,1,0,1,1,2,0,0,2
"UROD",4,2,1,24,3,2,13,4,2,7,0,2,4,4,1,1,1,9
"ZSWIM5",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"LINC01144",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"HPDL",0,0,0,1,0,0,1,1,0,0,0,0,1,0,1,0,0,0
"MUTYH",1,0,0,3,1,2,13,5,1,6,0,0,2,2,0,0,1,3
"TOE1",4,0,0,6,1,6,27,6,4,13,3,0,2,0,0,0,4,2
"TESK2",0,0,0,0,0,2,1,0,0,1,0,0,0,0,0,0,0,0
"CCDC163P",0,0,0,1,0,0,1,0,1,1,0,1,0,1,1,0,0,1
"MMACHC",0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0
"PRDX1",27,17,6,139,28,84,253,110,39,119,23,10,25,44,23,9,40,93
"AKR1A1",3,6,2,28,3,11,29,14,11,8,6,1,8,16,12,3,4,12
"NASP",11,5,6,76,21,64,135,103,31,82,20,4,29,14,3,2,16,40
"CCDC17",0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
"GPBP1L1",4,2,1,8,1,6,28,11,4,14,4,2,11,7,2,1,6,6
"TMEM69",0,0,0,9,1,3,7,2,4,4,1,1,3,2,0,1,2,5
"IPP",0,0,0,0,0,0,2,1,1,1,0,0,1,0,0,0,2,0
"MAST2",0,1,0,4,0,0,1,1,0,1,0,0,0,2,0,1,1,0
"PIK3R3",1,0,0,5,1,2,0,1,1,0,0,0,0,0,0,0,0,33
"RP4-533D7.5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
"TSPAN1",0,0,0,7,0,1,4,0,2,3,0,0,1,41,0,0,1,1
"POMGNT1",0,1,1,9,1,2,16,6,2,7,2,1,2,7,0,1,2,1
"LURAP1",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RAD54L",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"LRRC41",5,4,0,21,3,10,27,20,9,16,4,4,12,4,1,0,5,3
"UQCRH",41,52,11,129,27,170,301,173,96,211,46,18,75,179,43,11,50,60
"NSUN4",4,1,0,2,1,6,8,4,2,3,2,0,0,0,1,0,1,1
"FAAH",0,0,0,1,0,0,1,1,0,0,0,0,0,5,1,1,0,1
"MKNK1",2,5,0,19,4,3,19,6,2,11,1,0,4,3,3,0,2,6
"MOB3C",0,0,0,8,0,1,9,7,0,3,0,1,2,0,0,0,1,3
"ATPAF1",2,1,0,12,3,2,16,10,0,11,0,3,4,3,3,1,2,3
"EFCAB14",4,0,3,17,3,7,28,16,4,16,4,8,5,5,1,0,8,24
"CYP4B1",0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"PDZK1IP1",0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0
"TAL1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"STIL",0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0
"CMPK1",21,5,7,17,15,61,247,103,29,127,18,4,29,17,9,2,16,24
"LINC01389",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"FOXD2-AS1",0,0,0,0,1,0,1,0,0,0,0,0,0,2,0,0,0,0
"FOXD2",0,0,0,0,1,0,0,3,0,0,0,0,1,1,0,0,0,0
"TRABD2B",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SPATA6",0,0,0,8,0,0,0,0,0,1,0,0,0,0,0,1,0,3
"BEND5",0,0,0,2,0,0,0,0,3,1,1,2,0,0,0,0,0,2
"FAF1",2,2,1,6,1,5,15,8,3,7,0,1,4,6,3,0,3,3
"CDKN2C",0,0,2,12,0,0,7,1,0,3,0,1,1,0,0,0,3,3
"RNF11",9,5,0,14,4,9,62,32,7,32,6,1,8,3,0,0,10,10
"TTC39A",0,0,0,1,0,0,2,0,0,0,0,1,0,1,0,0,0,2
"EPS15",5,1,2,11,7,10,37,13,4,14,3,2,4,2,1,1,6,6
"OSBPL9",4,4,0,15,4,5,19,8,3,7,4,2,1,0,2,0,1,8
"NRDC",9,2,1,17,5,10,32,14,3,15,6,4,4,5,2,1,2,13
"RP4-657D16.3",0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,2
"RAB3B",0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"TXNDC12",11,10,2,45,7,19,85,42,11,38,6,3,4,5,3,0,7,18
"KTI12",4,0,2,7,2,6,27,7,2,18,6,0,2,2,0,1,2,3
"BTF3L4",1,7,0,23,1,10,60,12,15,29,7,2,2,4,3,1,11,6
"ZFYVE9",1,0,0,3,0,0,2,0,0,0,0,0,0,1,0,0,0,0
