"","Anti-inflammatory macro/mono","CAFs","CD8aa IELs","CXCL13+ CD8 Tcells","Cytotoxic CD8 Tcells","Double-Negative Tcells","Follicular CD4 Tcells","gdTcells","Memory Bcells","Memory CD4 Tcells","Memory CD8 Tcells","Naive CD4 Tcells","NK cells","NKT cells","Pericytes","Plasma cells","Pro-inflammatory macro/mono","Proliferative CD8 Tcells","Regulatory CD4 Tcells","Tumour Epithelial cells"
"ALPL",0,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RAP1GAP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27
"USP48",17,50,4,1,4,2,6,0,2,5,10,4,11,0,3,0,5,0,54,142
"HSPG2",1,117,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,2,65
"RP1-224A6.3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
"LINC00339",0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,4,19
"CDC42",330,246,30,18,20,10,52,21,21,8,50,22,93,20,46,7,117,11,386,959
"RP1-224A6.9",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"WNT4",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"ZBTB40",2,5,0,0,1,0,1,2,0,0,2,0,1,1,1,0,2,0,7,23
"C1QA",2012,2,0,0,1,0,1,2,1,1,3,1,3,0,0,0,111,0,9,33
"C1QC",1342,0,0,0,1,0,0,0,0,1,0,0,3,0,0,0,38,0,4,13
"C1QB",2009,3,0,1,0,1,2,0,2,1,1,0,3,0,0,0,36,0,7,24
"EPHB2",5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,355
"KDM1A",3,17,0,0,0,0,0,1,1,1,1,0,2,0,0,0,2,0,11,134
"LUZP1",27,59,8,7,10,2,15,19,0,5,25,2,40,6,9,3,6,5,114,168
"HTR1D",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"LINC01355",0,4,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,2
"HNRNPR",46,91,3,9,13,4,12,10,9,3,21,2,33,10,22,3,21,10,131,444
"ZNF436",3,1,0,1,0,1,1,1,0,0,1,0,8,1,0,0,2,0,4,16
"ZNF436-AS1",1,5,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,1,9
"RP5-1057J7.7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"TCEA3",1,26,0,0,0,0,1,0,0,2,0,1,2,0,4,0,1,0,3,439
"ASAP3",1,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,6
"E2F2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
"RP1-150O5.3",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3
"ID3",111,1008,21,10,4,14,53,70,83,22,43,28,148,6,107,7,19,6,486,950
"MDS2",0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,7
"RPL11",2414,3248,240,168,288,147,588,348,686,296,656,528,1139,435,378,75,1510,128,6711,18990
"TCEB3",10,20,0,0,0,0,4,1,3,0,3,4,10,1,1,0,10,1,37,53
"TCEB3-AS1",2,1,0,0,0,1,0,1,0,0,5,0,2,2,1,0,0,1,8,21
"PITHD1",43,61,2,2,3,3,7,6,4,2,8,7,14,6,7,1,6,4,70,211
"LYPLA2",23,21,3,3,4,1,6,6,1,6,6,1,10,1,2,0,5,0,62,196
"GALE",22,8,0,0,1,0,0,0,0,1,0,1,4,0,2,1,0,0,10,176
"HMGCL",31,28,1,0,1,1,4,3,1,0,1,1,10,0,3,0,5,0,21,133
"FUCA1",51,13,0,2,0,0,1,1,0,0,1,0,7,1,2,0,0,2,14,252
"CNR2",0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,1
"PNRC2",40,57,10,2,4,7,11,12,7,4,16,5,32,9,9,4,24,1,105,312
"SRSF10",37,135,4,3,11,4,15,7,10,1,18,5,30,4,17,3,19,5,132,407
"RP11-293P20.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"MYOM3",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6
"IL22RA1",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19
"IFNLR1",1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,1,11
"RP11-10N16.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"GRHL3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"STPG1",2,5,3,0,1,0,2,1,0,2,1,0,1,1,1,0,1,3,3,37
"NIPAL3",5,4,7,2,4,0,3,2,0,1,8,1,14,1,0,1,1,0,31,61
"RCAN3",12,1,2,1,3,2,1,3,4,3,11,4,7,0,0,0,2,1,89,34
"RP4-594I10.3",1,0,1,0,1,0,1,0,0,1,0,1,2,1,0,0,0,1,10,0
"NCMAP",1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,8
"SRRM1",108,110,5,7,16,5,17,6,9,4,22,4,44,11,13,2,37,6,151,743
"CLIC4",33,144,0,0,0,0,1,0,3,0,2,0,0,1,7,0,15,0,3,46
"RUNX3",27,5,10,17,9,9,11,15,15,4,28,8,43,18,0,0,5,9,116,16
"RP11-84D1.2",0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
"RP4-706G24.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
"SYF2",80,127,14,5,13,8,28,14,13,9,22,11,65,20,15,2,37,7,250,494
"RSRP1",49,128,2,9,8,9,19,11,13,9,29,13,53,14,9,1,15,7,172,109
"RP3-465N24.6",0,2,0,1,0,1,0,0,0,0,0,0,2,0,0,0,0,0,1,2
"RHD",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"TMEM50A",184,284,15,18,19,7,24,19,10,12,34,8,45,19,40,2,59,11,335,601
"RHCE",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"TMEM57",11,30,0,0,3,2,1,5,2,1,3,1,9,1,1,0,1,0,26,76
"LDLRAP1",6,12,2,0,1,0,0,2,1,1,2,0,7,0,0,0,0,0,13,72
"RP11-70P17.1",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
"MAN1C1",4,3,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,1,6
"RP1-187B23.1",3,1,0,0,3,0,1,0,0,0,5,0,8,0,0,0,0,0,6,2
"SEPN1",13,31,0,0,0,0,1,1,0,0,1,0,1,0,3,0,2,0,6,117
"RP1-317E23.3",0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,6
"MTFR1L",11,32,2,1,0,1,4,0,1,0,1,0,7,2,3,0,3,1,19,66
"AUNIP",0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,12
"PAQR7",1,10,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,10
"STMN1",97,73,7,11,7,11,11,4,5,1,26,5,41,13,27,7,8,106,49,797
"PAFAH2",11,5,2,0,0,1,1,1,0,0,0,0,3,3,0,0,1,1,9,39
"EXTL1",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SLC30A2",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"PDIK1L",3,2,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,5,15
"FAM110D",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"RP11-96L14.7",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"ZNF593",48,62,4,4,7,0,5,5,5,1,9,2,23,3,8,5,24,2,53,535
"CNKSR1",0,2,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,3,69
"CEP85",0,4,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,5,12
"SH3BGRL3",1924,652,156,211,276,72,278,170,62,85,395,55,767,262,72,19,793,118,2181,1524
"UBXN11",16,11,0,2,3,0,4,2,1,0,7,1,5,2,2,0,16,1,14,50
"CD52",413,12,157,145,299,68,152,192,155,68,447,67,496,233,1,3,289,82,1663,26
"AIM1L",0,1,2,1,2,1,1,0,0,0,0,0,1,0,1,0,0,0,2,11
"ZNF683",3,0,0,1,0,0,0,11,0,0,55,0,184,13,0,0,0,17,4,3
"DHDDS",18,19,0,0,0,0,2,3,3,0,1,0,2,1,1,2,2,2,15,43
"HMGN2",275,289,22,33,38,16,40,22,18,14,66,10,142,39,40,13,58,100,392,1818
"RPS6KA1",42,4,7,5,3,0,8,1,1,2,8,1,25,8,0,0,6,1,49,85
"RP5-968P14.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
"ARID1A",24,31,3,1,1,2,5,1,2,2,4,0,14,3,5,1,7,2,39,119
"PIGV",3,21,1,0,1,0,1,0,0,0,0,1,1,2,1,0,0,0,4,44
"ZDHHC18",9,7,1,0,1,1,1,3,0,1,2,2,3,2,1,0,0,0,33,29
"SFN",1,0,0,0,0,0,2,0,1,1,1,0,0,1,2,0,0,0,3,595
"GPN2",16,11,1,0,2,0,1,1,1,0,3,0,8,1,3,0,6,0,21,58
"GPATCH3",5,11,1,0,0,0,4,2,2,1,2,2,9,1,0,0,4,2,27,32
"NUDC",97,152,23,15,21,8,35,25,16,6,42,4,80,18,26,3,43,7,277,884
"NR0B2",0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,36
"KDF1",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69
"TRNP1",0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,15
"FAM46B",1,5,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,33
"SLC9A1",12,12,0,0,0,1,1,0,1,0,0,0,3,1,0,1,5,2,10,37
"WDTC1",6,8,0,1,0,0,1,2,0,0,1,0,6,0,1,0,3,1,20,8
"TMEM222",23,41,2,2,3,2,2,3,1,1,5,0,7,4,4,0,3,0,30,90
"SYTL1",2,2,4,4,1,4,9,4,8,1,5,4,38,10,0,1,1,3,89,66
"MAP3K6",1,6,0,0,1,0,0,0,1,0,0,0,1,0,1,1,1,0,22,9
"CD164L2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7
"GPR3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"WASF2",77,125,2,4,2,3,5,3,4,7,7,9,17,7,19,0,11,0,72,278
"AHDC1",1,21,2,0,1,0,0,0,0,0,1,0,2,1,5,0,0,0,9,18
"FGR",54,1,0,0,1,0,0,6,1,0,0,0,26,12,0,0,21,0,0,2
"IFI6",589,143,7,11,21,2,27,14,1,3,22,4,39,15,20,3,133,8,212,1739
"FAM76A",1,5,2,0,2,0,0,0,0,1,4,0,3,0,1,0,5,1,12,30
"STX12",35,51,0,1,2,1,3,0,1,2,3,2,3,3,6,0,9,0,27,68
"PPP1R8",15,23,3,0,1,0,2,0,2,3,2,0,12,2,5,1,3,1,27,81
"THEMIS2",69,12,2,1,1,1,1,0,7,1,1,0,9,3,1,2,15,1,15,5
"RPA2",28,37,4,7,4,3,11,5,3,1,11,2,29,6,8,0,7,7,77,135
"SMPDL3B",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,141
"RP11-460I13.2",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"XKR8",5,9,1,1,0,0,3,1,0,0,1,0,3,0,1,1,1,1,9,16
"EYA3",10,11,1,1,4,0,1,0,0,0,0,1,1,2,0,0,1,0,6,21
"PTAFR",48,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,9,0,0,3
"DNAJC8",98,115,8,9,14,6,16,15,10,7,19,5,43,14,22,3,18,10,195,331
"ATPIF1",189,162,29,13,27,13,36,29,17,10,42,11,69,26,52,11,44,25,365,2341
"RP5-1092A3.4",0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,2,6
"RP5-1092A3.5",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SESN2",21,20,4,3,0,4,5,3,2,0,4,2,12,4,4,0,4,0,42,54
"MED18",2,3,0,1,0,0,1,1,0,1,0,0,3,0,1,0,1,0,6,17
"PHACTR4",33,13,1,1,0,0,1,3,0,1,2,2,10,3,2,0,1,2,22,95
"RCC1",8,22,1,0,0,1,2,1,0,1,0,2,2,2,3,1,5,3,12,214
"TRNAU1AP",26,33,5,3,7,3,4,4,5,0,4,2,15,6,2,2,7,7,52,92
"SNHG12",45,35,0,5,2,0,4,6,3,3,8,0,11,4,3,2,16,1,73,107
"TAF12",35,37,2,4,7,2,5,7,3,2,5,4,16,6,6,1,11,2,86,140
"RAB42",22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4
"RP11-442N24--B.1",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"RNU11",2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"GMEB1",15,15,0,0,1,1,1,1,1,2,1,2,9,3,1,0,3,1,21,29
"YTHDF2",36,64,7,3,3,5,12,6,1,1,16,3,27,6,6,1,10,1,109,302
"OPRD1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"RP1-212P9.3",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"EPB41",7,3,0,1,3,1,3,2,0,0,1,1,2,2,2,0,4,1,23,96
"TMEM200B",0,17,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
"SRSF4",44,81,5,2,7,2,10,2,10,3,15,1,39,14,12,1,8,5,107,204
"MECR",4,23,0,0,0,1,0,1,0,1,1,0,0,1,2,0,2,0,3,81
"PTPRU",0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23
"RP11-111I12.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"MATN1-AS1",0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,5,7
"LAPTM5",1424,6,69,59,82,45,162,71,116,53,136,48,222,76,0,5,361,31,1527,46
"RP5-1125N11.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"SDC3",36,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,35
"PUM1",26,42,0,5,1,0,3,0,4,1,7,4,11,5,4,0,5,3,36,192
"NKAIN1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"SNRNP40",26,26,3,3,6,2,3,0,1,1,7,0,16,2,8,1,4,3,57,234
"ZCCHC17",45,63,2,4,8,3,5,3,2,1,6,0,13,7,10,0,5,3,57,150
"FABP3",30,5,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,6
"SERINC2",12,42,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,2,228
"TINAGL1",1,2,0,0,0,0,0,0,0,0,0,0,2,0,45,0,0,1,1,201
"PEF1",18,59,6,0,9,3,9,3,0,3,10,2,22,8,11,1,13,2,69,224
"RP11-73M7.9",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"COL16A1",1,112,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,2,23
"ADGRB2",0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"SPOCD1",3,27,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
"RP11-84A19.2",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"RP11-84A19.4",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1
"PTP4A2",94,115,13,3,10,4,14,12,12,6,22,7,25,22,3,1,36,9,172,364
"KHDRBS1",72,175,7,11,5,6,23,15,6,9,25,8,38,13,21,1,31,6,214,625
"RP11-277A4.4",0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,5,2
"TMEM39B",10,24,0,2,1,0,4,0,0,1,0,0,4,1,0,1,1,1,14,74
"KPNA6",17,18,3,1,2,1,2,1,4,1,7,2,9,1,3,0,2,2,36,57
"TXLNA",7,23,0,1,0,0,2,1,2,1,3,1,1,0,1,0,2,2,14,43
"CCDC28B",11,40,1,1,0,0,4,5,2,0,0,2,10,3,17,1,2,0,9,79
"RP4-622L5.7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"IQCC",0,0,0,0,0,0,0,0,0,2,0,0,0,1,2,0,0,0,3,7
"TMEM234",6,18,0,0,3,0,1,0,0,0,1,0,4,2,2,0,1,0,8,36
"EIF3I",136,244,10,14,17,8,34,19,15,9,33,18,67,12,39,3,69,6,261,1489
"FAM167B",0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,4,3
"LCK",1,1,25,24,30,15,51,28,1,21,80,19,85,44,1,0,3,21,655,10
"HDAC1",26,37,7,4,13,3,12,5,4,4,15,6,31,8,4,0,12,6,117,477
"MARCKSL1",58,311,8,5,15,8,7,9,27,12,33,5,34,22,38,2,88,1,149,1546
"TSSK3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3
"FAM229A",0,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,11
"BSDC1",10,40,1,3,5,1,7,6,2,4,9,2,14,4,4,0,5,2,64,93
"ZBTB8B",0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1
"ZBTB8A",1,8,0,0,0,0,0,0,1,0,0,0,1,0,2,0,0,0,1,14
"ZBTB8OS",50,43,6,4,4,1,9,6,3,0,9,6,14,7,7,3,12,1,94,260
"RBBP4",41,62,7,3,2,4,6,4,7,2,10,1,26,5,8,3,12,2,101,342
"SYNC",6,22,3,0,0,0,0,0,2,0,2,0,5,2,2,1,0,0,11,7
"RP11-114B7.6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"KIAA1522",0,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,89
"YARS",20,28,4,5,4,1,3,10,0,2,11,0,22,4,3,0,6,1,45,261
"S100PBP",9,27,5,3,0,0,8,5,4,1,6,1,20,2,2,1,1,1,31,25
"HPCA",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"TMEM54",1,27,1,1,0,0,0,2,0,0,0,0,0,0,3,0,2,0,1,383
"RNF19B",20,31,0,0,1,0,2,0,1,1,3,0,5,0,3,0,27,0,20,71
"AK2",63,93,5,4,5,3,7,5,4,3,12,1,30,6,12,1,26,6,65,709
"AZIN2",0,23,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,7
"TRIM62",1,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,4,7
"ZNF362",6,20,0,0,0,0,1,0,0,0,1,0,3,0,2,0,1,0,10,13
"PHC2",33,74,1,1,1,1,0,0,0,0,0,0,0,0,16,0,6,0,9,108
"ZSCAN20",0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,3
"CSMD2",0,7,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
"SMIM12",34,57,5,0,5,2,11,4,2,2,14,4,18,7,13,1,15,2,78,129
"GJB5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29
"GJB4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
"GJB3",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42
"GJA4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0
"DLGAP3",7,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,0,1,1
"RP11-244H3.4",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1
"ZMYM6",4,4,1,0,0,1,0,0,0,0,0,1,2,1,2,0,0,0,11,12
"ZMYM1",1,3,1,0,0,0,0,0,1,0,2,1,0,0,0,0,0,1,3,25
"SFPQ",143,130,13,15,10,7,42,11,13,5,34,13,62,14,25,7,43,14,232,632
"ZMYM4",6,11,0,0,0,1,0,0,0,0,1,0,3,0,4,0,3,0,3,58
"KIAA0319L",11,13,3,1,1,0,8,2,5,0,3,0,6,0,2,0,2,1,39,82
"NCDN",2,7,1,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,12,15
"RP4-728D4.2",0,0,1,0,0,1,1,1,0,0,1,0,3,0,1,0,0,0,13,0
"TFAP2E",2,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,2,0,1,4
"PSMB2",132,143,16,13,13,7,18,16,8,3,20,7,55,12,30,8,31,8,195,963
"C1orf216",2,17,0,0,1,1,3,1,0,1,0,0,2,0,3,0,2,0,12,6
"CLSPN",10,3,2,2,4,0,3,1,0,0,4,0,4,4,7,0,2,8,24,91
"AGO4",7,5,0,0,1,0,4,0,0,1,1,0,2,1,1,0,4,0,1,13
"AGO1",14,14,1,0,0,0,3,0,2,0,1,0,4,0,4,0,3,0,7,33
"RP4-789D17.5",1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"AGO3",13,20,2,2,3,1,3,4,2,0,2,2,13,3,4,1,2,3,28,61
"TEKT2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"ADPRHL2",22,19,1,3,3,0,3,1,3,1,4,0,6,3,3,0,4,1,23,100
"COL8A2",3,23,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0
"TRAPPC3",64,95,6,8,4,3,13,3,7,3,10,3,21,6,21,2,19,6,100,272
"MAP7D1",39,74,5,1,9,3,6,6,4,3,13,5,31,8,11,0,4,5,97,51
"THRAP3",41,80,7,4,6,5,12,6,8,5,18,5,36,14,17,1,11,7,103,339
"SH3D21",10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,3
"EVA1B",16,90,0,0,0,0,1,0,0,0,0,0,2,0,14,0,1,0,11,9
"RP11-268J15.5",3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4
"STK40",12,5,0,1,1,0,0,1,0,0,0,1,3,1,1,0,12,0,10,47
"LSM10",97,70,4,2,9,4,11,12,13,4,15,1,33,6,10,2,20,2,102,179
"OSCP1",2,7,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,14
"MRPS15",106,98,4,6,3,3,10,7,6,4,13,4,24,7,10,5,21,4,94,531
"CSF3R",18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,1,0
"GRIK3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"LINC01137",6,17,0,1,1,1,2,2,0,0,0,1,1,1,1,0,0,0,6,5
"ZC3H12A",58,42,7,3,7,1,24,19,11,3,13,2,47,11,9,2,29,1,205,113
"MEAF6",41,84,14,9,11,4,17,8,6,7,12,4,26,9,7,1,8,5,147,253
"SNIP1",3,7,1,0,1,0,1,2,1,0,0,0,6,1,0,0,2,1,14,15
"DNALI1",0,15,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3
"GNL2",31,22,5,3,0,1,1,1,3,0,2,2,12,3,5,0,5,0,21,131
"RSPO1",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"C1orf109",5,8,1,2,0,1,4,0,2,1,1,1,2,0,2,0,0,0,18,47
"CDCA8",1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,70
"EPHA10",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17
"MANEAL",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51
"YRDC",10,10,2,5,3,0,2,3,1,2,1,0,5,2,2,0,4,0,19,73
"C1orf122",112,150,3,0,3,0,6,4,2,1,6,2,12,6,30,3,34,0,50,163
"MTF1",11,16,1,0,1,0,2,1,2,0,3,0,6,1,0,2,12,1,17,49
"INPP5B",8,3,0,0,0,0,0,2,1,0,1,0,4,0,0,1,0,0,6,16
"RP11-109P14.10",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"SF3A3",28,35,5,3,2,1,5,3,5,2,4,4,19,2,9,0,10,2,42,220
"FHL3",24,110,0,4,0,0,5,5,0,0,3,0,9,1,7,0,17,1,34,30
"UTP11L",34,47,4,3,2,0,5,5,0,5,10,5,22,8,6,1,11,1,43,200
"POU3F1",4,4,0,1,1,1,4,0,0,0,4,0,3,1,0,2,0,0,23,31
"RRAGC",51,37,0,1,1,0,3,1,6,1,1,0,7,0,8,0,9,0,36,35
"RP5-864K19.4",4,2,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1
"MYCBP",4,4,1,1,4,2,1,1,0,2,1,0,6,2,1,1,1,2,22,81
"RP5-864K19.6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"RHBDL2",0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,37
"AKIRIN1",20,28,4,4,7,5,7,5,3,5,16,5,20,3,3,2,7,1,66,105
"NDUFS5",414,723,35,21,41,14,69,30,21,20,96,37,130,29,111,19,124,15,561,2105
"MACF1",34,72,12,4,19,5,10,9,2,2,21,4,41,14,6,0,10,7,92,65
"BMP8A",0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"RP11-69E11.4",8,4,0,0,1,0,0,0,0,0,0,0,4,0,0,0,0,0,1,11
"PABPC4",105,75,2,5,5,3,9,2,6,2,7,2,14,2,11,1,34,2,67,227
"HEYL",0,26,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,1,4
"HPCAL4",0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1
"PPIE",29,39,3,4,5,2,4,6,1,2,8,4,30,9,10,0,4,1,65,202
"BMP8B",1,14,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,18
"OXCT2",0,6,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,1,7
"RP1-118J21.25",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"TRIT1",4,7,1,1,1,0,2,0,0,0,2,0,5,0,0,0,2,0,7,67
"MYCL",4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,6,0,2,54
"MFSD2A",14,7,0,0,0,0,1,0,0,0,1,0,3,0,0,1,12,0,5,46
"CAP1",251,277,17,23,21,9,19,17,22,12,43,9,80,25,43,1,71,13,339,389
"PPT1",229,60,7,5,12,2,4,6,3,3,11,5,26,10,10,1,59,4,78,247
"RLF",8,9,1,3,0,1,2,0,3,1,5,1,4,0,1,0,5,0,26,33
"RP1-39G22.7",1,1,0,0,1,1,2,2,0,0,2,0,3,0,0,2,2,1,6,14
"ZMPSTE24",23,37,1,0,3,2,4,1,1,0,2,0,9,4,4,0,3,1,36,101
"COL9A2",2,6,0,0,0,0,6,0,0,0,0,0,2,0,1,0,0,2,31,61
"SMAP2",29,10,6,2,1,1,10,0,5,3,6,5,9,6,3,0,12,2,97,71
"ZFP69B",0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,6
"ZFP69",2,1,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0,2,3
"RP11-656D10.3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
"EXO5",2,6,1,0,1,0,1,0,1,0,0,0,1,1,2,0,0,1,3,12
