"","Anti-inflammatory macro/mono","CAFs","CD8aa IELs","cDCs","Enteric glia cells","Fibroblasts","gdTcells","IL17+ CD4 Tcells","Lymphatic ECs","Mast cells","Memory CD4 Tcells","Memory CD8 Tcells","Myofibroblasts","Naive CD4 Tcells","NK cells","NKT cells","Normal Epithelial cells","Pericytes","Plasma cells","Pro-inflammatory macro/mono","Proliferative CD4 Tcells","Regulatory CD4 Tcells","Tumour Epithelial cells","Vascular ECs","VSMCs"
"CLCNKA",0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CLCNKB",0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"FAM131C",0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0
"EPHA2",5,32,0,0,0,2,0,0,6,0,0,0,0,0,0,0,1,7,0,1,0,3,410,27,3
"RP11-276H7.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2,0
"RP11-276H7.3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0
"ARHGEF19",3,88,0,0,0,3,2,0,2,0,1,1,0,0,0,0,0,2,0,0,1,1,45,2,0
"RSG1",0,9,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,3,2,0
"FBXO42",19,55,0,0,0,13,0,1,1,0,4,0,0,0,2,0,0,6,0,4,1,5,76,6,1
"SZRD1",81,295,0,5,2,32,0,2,8,1,21,4,0,0,1,0,6,35,1,21,4,23,428,46,19
"SPATA21",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0
"NECAP2",157,172,1,5,1,16,0,4,11,1,31,2,1,2,6,0,1,23,1,19,2,54,339,92,3
"RP4-798A10.2",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0
"RP4-798A10.7",0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,27,0,1
"RP4-798A10.4",0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
"NBPF1",3,28,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,3,0,1,0,1,50,3,0
"CROCC",6,55,0,0,0,7,1,1,1,1,0,0,0,0,0,0,0,4,0,0,0,5,23,4,3
"RP11-108M9.4",36,79,0,4,0,7,0,1,2,1,1,0,0,1,1,0,1,11,0,11,0,0,166,18,5
"RP11-108M9.6",0,3,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,12,3,0
"MFAP2",4,904,0,0,0,66,0,0,19,0,0,1,4,0,0,0,0,4,0,0,0,1,27,45,2
"ATP13A2",15,27,0,0,0,7,0,0,1,1,2,0,0,1,0,0,1,2,0,5,2,2,356,48,1
"SDHB",175,326,1,7,3,36,0,4,8,5,21,1,2,2,3,1,8,47,2,46,13,51,1341,61,28
"PADI2",27,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6,0,1,12,0,0
"PADI1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
"PADI3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"PADI4",0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,1,1,1,0
"AC004824.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"RCC2",84,112,0,7,0,4,0,0,4,3,1,1,1,0,1,0,0,14,0,13,0,5,333,41,1
"ARHGEF10L",70,42,0,2,0,4,1,0,0,0,0,0,0,0,0,0,0,10,0,8,0,3,287,7,3
"IGSF21",38,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"KLHDC7A",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0
"ALDH4A1",5,17,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,6,0,0,0,0,54,2,0
"IFFO2",4,10,0,0,0,0,0,1,0,0,2,0,0,1,0,0,0,3,0,0,0,4,17,13,1
"UBR4",97,148,0,0,1,30,0,0,3,2,7,3,1,0,2,0,3,15,0,14,4,15,792,46,5
"RP1-43E13.2",1,22,0,0,0,4,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,4,45,4,0
"EMC1",23,68,0,0,0,11,0,0,2,0,3,1,2,0,0,0,0,9,0,3,0,3,174,19,3
"MRTO4",39,144,1,0,0,15,0,1,4,1,8,0,1,1,0,0,0,18,0,4,2,17,429,25,3
"AKR7A3",9,19,0,0,1,2,0,1,1,0,1,0,0,1,1,0,7,5,0,5,0,2,1090,5,0
"AKR7A2",71,631,0,4,3,85,2,1,12,0,11,2,4,5,2,0,6,37,3,18,11,45,709,63,20
"PQLC2",27,78,0,0,0,8,0,0,1,0,2,0,0,0,1,0,0,8,0,2,1,1,76,5,3
"CAPZB",617,2683,4,25,5,188,6,24,39,8,151,23,13,15,17,5,7,175,3,102,31,179,1920,213,81
"MINOS1",450,1568,6,12,6,144,7,11,40,15,80,17,14,14,13,2,20,167,11,106,13,114,3583,265,104
"NBL1",25,2651,0,1,2,193,0,1,4,0,6,3,5,0,2,0,3,40,1,3,0,2,1251,41,20
"TMCO4",9,35,1,0,1,5,0,0,0,1,2,0,0,0,0,0,1,2,0,3,0,5,110,3,1
"RNF186",1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,113,0,0
"RP11-91K11.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"OTUD3",1,11,0,0,0,3,0,0,1,0,1,0,2,0,1,0,0,3,0,0,0,1,50,2,1
"PLA2G2A",5,408,0,0,0,1660,0,0,1,1,1,0,9,0,0,0,0,3,0,2,1,0,40,2,0
"PLA2G5",0,53,1,0,0,10,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
"PLA2G2D",4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"PLA2G2F",3,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,105,2,0
"PLA2G2C",9,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"UBXN10-AS1",3,8,0,0,0,1,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,3,12,0,0
"UBXN10",2,2,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,3,152,0,0
"CAMK2N1",10,107,0,1,1,28,0,1,0,0,6,0,1,0,0,0,2,35,0,3,0,2,1290,6,4
"MUL1",28,130,0,0,1,13,0,1,2,0,4,0,1,0,0,0,0,9,1,4,0,7,146,15,8
"FAM43B",0,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"CDA",83,142,0,3,0,18,0,1,1,1,1,0,0,0,3,0,18,2,0,33,1,2,1711,61,3
"PINK1",50,104,0,0,2,13,0,0,0,1,3,2,0,1,0,0,2,13,1,4,0,3,176,48,6
"PINK1-AS",2,5,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,20,1,0
"DDOST",81,418,1,7,4,68,0,1,8,5,20,5,2,4,7,0,11,44,8,24,5,45,1018,71,16
"KIF17",0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,1,0,0,0,0,1,15,1
"SH2D5",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"HP1BP3",130,449,1,2,7,59,1,0,12,3,38,5,4,4,3,3,1,68,3,21,4,51,918,100,37
"EIF4G3",44,132,0,2,1,24,0,0,5,0,4,0,3,0,1,0,0,15,0,6,0,14,209,57,7
"ECE1",6,78,1,0,1,16,0,0,5,1,4,0,2,0,0,0,2,38,1,8,3,13,200,226,8
"RP3-329E20.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"RP5-1071N3.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"NBPF3",1,3,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,1,0,11,0,0
"ALPL",0,20,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,2,0
"RAP1GAP",2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,135,1,0
"USP48",49,134,1,2,1,16,0,3,9,3,12,0,2,1,2,0,0,22,3,6,0,10,358,39,5
"LDLRAD2",0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9,0
"HSPG2",28,553,0,2,11,39,0,0,14,1,5,2,0,1,1,0,1,39,0,4,1,9,572,1695,17
"CELA3B",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0
"CELA3A",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0
"RP1-224A6.3",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5,0,0
"LINC00339",12,43,0,1,1,7,0,0,1,0,3,0,1,1,0,0,0,5,0,3,2,4,28,6,1
"CDC42",605,755,4,30,2,78,3,13,28,9,71,16,9,5,17,1,16,126,6,181,17,129,2316,239,37
"RP1-224A6.9",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"WNT4",0,13,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0
"ZBTB40",6,22,0,0,0,2,0,1,0,1,1,1,0,0,0,0,0,5,0,3,0,1,49,9,1
"EPHA8",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0
"C1QA",5752,77,0,119,0,36,0,0,4,0,1,0,0,0,0,0,2,7,2,318,0,8,100,14,4
"C1QC",3310,21,1,74,0,11,0,0,2,0,1,0,1,2,0,0,0,1,0,158,1,3,41,2,1
"C1QB",5186,61,0,104,0,18,0,0,0,1,3,0,0,1,0,0,0,3,0,198,0,7,93,5,4
"EPHB2",48,24,0,0,0,7,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,1,253,2,0
"C1orf234",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"KDM1A",25,85,0,0,1,8,0,0,4,1,2,0,1,0,1,0,1,10,1,8,0,7,228,29,4
"LUZP1",38,389,1,1,1,28,1,1,7,3,24,3,0,1,1,0,1,20,0,10,4,20,459,188,12
"HTR1D",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,0,0
"LINC01355",3,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,39,3,0
"HNRNPR",143,465,0,7,3,56,1,5,15,3,31,8,3,4,6,0,2,56,1,32,12,80,951,129,29
"ZNF436",2,13,0,0,0,4,0,0,1,0,1,0,0,0,0,0,0,3,0,0,0,1,25,15,0
"ZNF436-AS1",1,11,0,0,1,0,0,0,1,0,0,0,2,0,0,0,1,3,0,0,0,1,23,4,1
"RP5-1057J7.7",0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"TCEA3",3,98,0,0,1,32,0,0,1,0,0,0,2,1,0,0,1,2,0,0,0,0,325,4,11
"ASAP3",0,43,0,1,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,3,0
"E2F2",2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,17,2,0
"RP1-150O5.3",0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"ID3",185,2676,0,0,9,234,1,0,11,1,5,2,32,1,3,0,4,726,0,19,5,21,186,616,158
"MDS2",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RPL11",3527,13451,86,291,71,1982,65,140,350,299,1296,256,115,376,284,55,271,1426,102,1222,167,1967,29576,2923,645
"TCEB3",38,90,0,0,0,15,1,0,6,0,1,1,0,1,2,0,0,13,0,9,2,11,171,33,3
"TCEB3-AS1",4,23,0,0,0,3,0,0,0,2,2,2,0,0,1,0,0,4,1,0,0,7,42,3,0
"PITHD1",87,237,3,1,3,41,0,4,4,4,25,2,1,3,3,1,2,21,2,15,8,34,409,36,16
"LYPLA2",66,154,1,4,1,12,0,1,4,0,15,2,0,2,2,0,2,12,0,20,7,27,426,46,5
"GALE",47,54,1,2,0,7,1,1,0,0,2,2,0,0,2,0,3,8,1,6,1,11,1080,22,0
"HMGCL",54,116,0,3,1,24,0,1,4,2,6,1,0,0,1,1,2,14,1,3,0,13,356,16,5
"FUCA1",184,64,0,1,1,12,0,1,3,1,5,2,1,2,2,0,5,10,1,12,0,10,371,11,7
"CNR2",0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0
"PNRC2",91,332,2,4,3,59,0,5,2,4,22,2,4,8,12,1,1,34,0,15,7,42,683,80,18
"SRSF10",115,454,0,6,3,33,0,5,9,7,37,5,3,6,7,2,5,72,2,30,8,49,1455,92,27
"RP11-293P20.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0
"MYOM3",1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,26,7,0
"IL22RA1",2,6,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,188,1,0
"IFNLR1",6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,13,0,0
"RP11-10N16.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"GRHL3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0
"STPG1",3,22,0,2,0,1,0,0,0,0,2,0,0,0,0,0,1,0,0,2,0,0,69,3,1
"NIPAL3",8,34,0,0,1,0,0,0,2,1,9,0,1,0,2,0,0,3,0,0,4,7,142,11,1
"RCAN3",26,26,0,0,2,2,0,0,1,1,17,2,0,11,2,1,0,1,0,3,3,38,81,7,2
"RP4-594I10.3",4,2,0,0,0,0,0,2,0,0,5,1,0,2,0,0,0,0,0,1,1,4,4,1,1
"NCMAP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,12,0,0
"SRRM1",282,445,1,12,2,59,2,1,10,9,47,22,3,14,14,2,8,68,6,72,16,100,1554,139,51
"CLIC4",108,704,1,3,8,20,0,0,5,1,1,0,4,0,0,0,0,68,1,18,0,3,36,298,37
"RUNX3",49,27,5,4,1,1,5,11,0,0,70,9,0,1,9,1,0,1,0,15,9,62,8,0,1
"RP11-84D1.2",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SYF2",180,575,3,10,5,83,3,3,16,15,52,11,7,9,8,2,6,112,2,58,8,118,1284,134,48
"RSRP1",136,333,5,4,7,68,4,4,20,10,58,9,2,12,13,3,0,38,4,36,2,101,934,91,20
"RP3-465N24.6",1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5,0,0
"TMEM50A",501,1052,2,6,13,120,7,10,40,10,90,12,8,12,20,4,7,148,4,95,15,147,2036,287,61
"RHCE",0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0
"TMEM57",17,78,1,1,0,13,0,1,1,2,9,1,0,2,2,0,1,11,2,5,1,6,273,29,6
"LDLRAP1",17,41,2,1,0,5,0,0,2,2,6,1,0,6,0,0,1,5,2,3,2,8,176,17,2
"RP11-70P17.1",2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,1,0
"MAN1C1",22,27,0,0,2,16,0,0,0,1,1,1,1,1,0,0,0,3,0,3,0,0,1,5,0
"RP1-187B23.1",0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"SEPN1",68,140,0,0,0,13,0,1,8,0,5,0,0,0,0,0,1,13,0,5,1,0,87,94,3
"RP1-317E23.3",0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,12,0,0
"MTFR1L",34,172,0,1,1,21,0,1,6,3,5,0,3,1,0,0,0,18,0,8,1,11,156,13,14
"AUNIP",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0
"PAQR7",4,24,0,0,0,5,0,0,2,0,1,0,0,0,0,0,0,4,1,0,0,2,6,3,1
"STMN1",97,164,0,1,4,14,1,0,59,11,10,3,6,3,8,0,1,10,0,1,132,10,555,170,2
"PAFAH2",16,26,1,0,0,3,0,0,2,2,0,0,0,0,1,0,1,0,0,2,0,0,143,5,2
"EXTL1",0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TRIM63",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"PDIK1L",12,6,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,1,0,1,37,5,1
"FAM110D",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0
"RP11-96L14.7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0
"ZNF593",118,333,0,2,1,35,1,2,4,8,13,3,3,1,0,0,9,33,2,22,0,25,1296,78,14
"CNKSR1",0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,3,0,0,2,219,1,0
"CATSPER4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"CEP85",8,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,2,2,27,3,1
"SH3BGRL3",3308,3392,23,118,33,207,28,123,95,81,889,120,5,46,76,9,115,159,13,931,124,823,10390,856,62
"UBXN11",41,40,0,0,1,4,2,0,0,0,12,3,0,4,0,0,1,4,0,12,1,14,61,5,5
"CD52",227,33,15,46,17,6,48,88,0,18,789,120,0,75,29,16,0,10,1,127,68,512,58,8,1
"AIM1L",0,5,0,0,0,0,0,1,0,0,3,1,0,0,0,0,0,0,0,0,0,1,183,1,0
"ZNF683",0,1,0,0,0,0,5,0,0,0,0,15,0,0,3,0,0,0,0,0,0,1,1,0,0
"DHDDS",25,70,0,0,0,6,1,0,3,1,0,1,0,1,1,0,0,8,0,2,1,10,168,14,3
"HMGN2",450,845,9,23,15,182,4,16,15,19,103,26,7,16,18,3,18,144,12,88,80,159,3514,156,95
"RPS6KA1",62,22,1,3,0,1,2,6,0,1,19,2,0,1,5,0,0,0,0,15,0,21,558,8,0
"RP5-968P14.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"ARID1A",92,126,1,3,1,16,0,2,2,3,10,3,1,1,3,0,2,22,2,27,1,17,337,37,3
"PIGV",5,51,0,0,0,11,0,0,0,0,1,0,0,1,0,0,0,2,0,1,0,2,72,3,1
"ZDHHC18",19,28,0,0,1,1,0,1,0,1,4,1,2,0,0,0,0,4,1,2,1,10,34,10,1
"SFN",33,62,0,0,1,8,0,3,0,0,7,1,1,2,1,0,9,6,1,8,0,13,3815,18,4
"GPN2",14,65,0,1,0,5,0,0,2,2,3,0,3,1,1,0,2,6,0,0,3,7,91,14,2
"GPATCH3",10,24,0,0,1,3,0,0,0,0,2,2,1,0,1,0,0,3,0,3,0,4,52,7,2
"NUDC",142,664,2,9,2,84,3,4,15,8,41,6,4,4,14,1,7,94,5,29,12,68,1835,127,65
"NR0B2",1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,116,1,0
"KDF1",3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,170,1,0
"TRNP1",1,13,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,4,0,0,0,0,169,1,5
"FAM46B",0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,10,0,10
"SLC9A1",29,77,0,0,0,16,0,0,1,2,4,0,0,0,0,0,0,6,1,5,2,6,162,20,2
"WDTC1",34,41,0,1,0,10,0,0,0,1,1,1,1,1,2,0,0,3,0,3,0,10,87,20,3
"TMEM222",32,178,1,1,0,20,0,1,5,1,13,2,1,2,3,0,5,15,1,12,4,10,342,27,5
"SYTL1",7,3,2,0,1,3,2,3,1,0,23,4,0,5,6,1,0,2,8,4,3,35,404,1,0
"MAP3K6",12,53,0,1,1,7,1,1,0,0,5,1,2,0,0,0,0,7,0,4,1,3,100,20,3
"FCN3",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,46,0
"CD164L2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0
"GPR3",1,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5,4,0
"WASF2",191,458,3,7,8,74,1,3,22,3,29,4,3,1,8,1,1,90,3,36,9,66,1038,253,47
"RP1-159A19.4",0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,1
"AHDC1",8,68,0,0,0,14,0,1,4,0,3,0,0,0,0,0,0,10,0,0,0,5,63,23,2
"FGR",118,3,0,8,0,0,0,0,8,0,0,0,0,0,7,0,0,1,0,93,0,2,7,3,0
"RP11-288L9.1",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0
"IFI6",1373,1084,3,9,27,143,2,9,25,24,48,6,6,5,2,3,251,102,27,141,12,104,13150,259,31
"FAM76A",23,43,0,2,0,5,0,0,2,0,8,0,0,0,2,0,0,9,1,3,0,7,93,10,6
"STX12",142,198,0,1,4,25,0,1,9,3,7,1,2,0,2,0,2,37,0,33,4,12,331,82,19
"PPP1R8",40,132,0,0,0,12,0,1,2,3,6,3,0,1,0,0,1,12,0,6,2,18,219,26,9
"THEMIS2",168,78,0,8,0,6,0,0,2,1,3,0,1,0,2,0,0,0,3,46,1,12,66,7,2
"RPA2",62,185,2,1,0,29,1,1,1,5,21,5,1,2,9,0,2,15,2,10,10,41,244,31,13
"SMPDL3B",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,46,1,0
"XKR8",13,44,1,2,0,6,0,1,1,0,2,0,0,1,0,0,0,2,2,11,1,2,37,7,2
"EYA3",14,50,0,2,0,6,0,2,2,0,5,1,0,0,0,0,0,9,0,9,1,5,99,16,2
"PTAFR",151,6,0,4,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,53,0,0,88,6,0
"DNAJC8",180,511,4,14,2,63,0,7,14,6,45,2,5,8,8,0,2,54,2,46,12,91,853,110,36
"ATPIF1",477,1066,5,17,9,140,5,18,32,14,77,20,6,17,15,4,63,121,12,88,24,190,7590,294,57
"RP5-1092A3.4",0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,20,0,0
"SESN2",28,27,0,2,0,11,0,0,0,0,1,0,0,1,1,0,0,5,0,9,1,2,53,2,1
"MED18",24,52,0,0,0,7,0,0,0,1,0,0,0,0,1,0,0,4,1,1,1,5,101,7,5
"PHACTR4",60,75,0,2,4,14,1,1,2,0,5,1,1,1,1,0,0,17,1,10,1,9,246,39,5
"RCC1",12,64,1,0,1,4,0,0,1,0,3,1,0,2,3,0,2,7,0,2,2,6,240,11,1
"TRNAU1AP",41,94,2,3,0,15,0,1,9,0,18,3,2,2,2,0,0,10,1,5,5,20,159,36,3
"SNHG12",56,63,0,5,0,6,3,0,0,4,5,2,2,0,4,1,1,8,0,20,3,20,288,14,2
"TAF12",111,240,2,4,4,31,2,4,6,3,21,2,2,2,5,0,0,23,1,18,7,42,415,34,8
"RAB42",22,15,0,1,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"RP11-442N24--B.1",0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,9,0,1
"RNU11",11,3,0,0,0,2,0,1,0,0,2,0,0,0,0,0,0,0,0,5,0,0,15,0,2
"GMEB1",21,42,1,1,1,11,0,0,1,1,6,0,0,0,3,0,0,5,1,11,0,11,114,8,3
"YTHDF2",97,263,2,2,3,37,0,3,11,4,34,3,0,8,9,0,0,26,1,20,4,34,879,75,12
"OPRD1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"EPB41",23,11,4,3,1,0,0,0,0,0,15,0,0,1,7,1,0,2,0,7,2,19,143,3,1
"TMEM200B",0,24,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,0,5
"SRSF4",161,367,0,4,2,54,1,5,13,8,26,5,7,5,8,1,2,56,1,31,13,70,776,104,30
"MECR",15,83,0,1,0,10,0,0,1,2,2,0,0,2,0,1,1,5,0,2,0,5,157,7,8
"PTPRU",2,21,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0
"RP11-111I12.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
"MATN1",0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MATN1-AS1",4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,10,1,0
"LAPTM5",2907,70,12,65,2,13,18,56,97,47,305,44,0,32,23,8,2,7,2,513,41,357,126,86,1
"RP5-1125N11.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0
"SDC3",124,56,0,2,2,7,0,1,4,0,0,0,2,0,0,0,0,1,0,5,0,1,93,21,1
"PUM1",103,166,2,2,1,25,0,2,7,1,10,0,3,5,5,0,2,20,1,23,2,24,602,83,8
"NKAIN1",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SNRNP40",44,168,2,1,0,27,0,3,8,3,25,1,0,5,6,0,0,17,2,17,8,38,328,50,3
"ZCCHC17",83,262,0,2,2,23,0,1,10,6,15,0,1,2,4,1,0,24,3,23,4,30,358,65,15
"FABP3",98,32,0,0,0,5,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,4,0,7
"SERINC2",61,367,0,1,0,12,0,0,3,1,5,0,0,0,1,0,8,7,1,20,0,6,2151,16,1
"LINC01226",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TINAGL1",19,55,1,1,0,3,0,0,9,3,1,1,2,0,0,0,7,268,0,5,1,5,1573,147,164
"PEF1",69,276,3,5,3,32,1,2,17,5,16,3,4,2,2,0,3,35,3,15,4,27,544,78,25
"RP11-73M7.6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"RP11-73M7.9",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"COL16A1",5,310,0,0,5,35,0,0,0,1,0,0,0,1,0,0,0,6,1,3,0,4,274,5,8
"ADGRB2",1,11,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,1,0
