"","Anti-inflammatory macro/mono","CAFs","CD8aa IELs","cDCs","CXCL13+ CD8 Tcells","Cytotoxic CD8 Tcells","Double-Negative Tcells","Enteric glia cells","Fibroblasts","Follicular CD4 Tcells","gdTcells","LTi cells","Lymphatic ECs","Mast cells","Memory Bcells","Memory CD4 Tcells","Memory CD8 Tcells","Myofibroblasts","Naive Bcells","Naive CD4 Tcells","Naive CD8 Tcells","NK cells","NKT cells","pDCs","Pericytes","Plasma cells","Pro-inflammatory macro/mono","Proliferative Bcells","Regulatory CD4 Tcells","Tumour Epithelial cells","Vascular ECs","VSMCs"
"RP11-56N19.5",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MTHFR",23,6,1,5,1,0,0,2,7,2,1,1,0,0,7,6,1,0,3,5,0,0,1,0,2,1,2,0,3,26,18,4
"CLCN6",12,7,0,0,0,0,0,0,10,0,0,0,0,0,5,0,2,0,2,1,0,0,1,0,1,0,1,2,3,4,5,1
"NPPA-AS1",1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,2,0,1,3,3,1
"KIAA2013",45,21,5,2,6,1,1,2,23,5,0,0,1,2,16,7,7,2,2,9,0,1,1,1,5,0,5,4,22,103,45,4
"PLOD1",48,66,0,7,2,0,0,3,24,1,0,0,1,0,1,1,2,1,3,0,0,0,0,0,14,0,0,3,0,24,102,3
"MFN2",22,15,0,3,2,1,0,1,12,1,0,0,0,1,9,7,4,2,4,4,0,0,0,0,0,1,3,1,8,45,30,5
"MIIP",42,35,11,6,7,0,1,6,24,9,0,0,0,10,32,15,11,0,7,13,0,0,0,3,8,1,8,5,58,51,18,5
"TNFRSF8",4,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,24,0,6,0
"TNFRSF1B",202,17,21,27,60,4,6,1,22,19,5,0,0,0,35,60,53,0,5,54,3,3,2,8,6,0,20,1,388,54,91,0
"VPS13D",23,15,1,4,2,1,1,1,29,1,1,1,2,3,7,7,8,2,2,11,0,1,2,1,11,0,0,1,19,22,33,26
"DHRS3",95,62,6,9,2,0,6,11,185,4,4,1,1,0,2,22,12,2,0,24,0,0,2,0,10,0,2,0,3,135,58,17
"RP11-474O21.5",2,1,0,0,0,0,0,1,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1
"AADACL4",0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"C1orf158",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"HNRNPCL1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"HNRNPCL2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"PDPN",13,423,0,1,0,1,0,1,66,0,0,0,40,0,1,0,0,2,0,1,0,0,0,0,0,0,0,0,1,1,0,0
"PRDM2",33,51,14,9,7,0,5,1,22,12,0,3,2,2,65,32,20,2,14,23,0,4,3,2,4,0,6,9,54,43,32,4
"KAZN",0,18,0,0,0,0,0,0,31,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,1,7,12,1
"TMEM51-AS1",3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,1
"TMEM51",144,18,0,23,0,0,0,0,14,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,7,0,4,0,0,31,9,11
"FHAD1",25,2,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
"RP3-467K16.2",2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"RP3-467K16.4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0
"EFHD2",274,33,5,81,21,0,5,0,14,12,7,0,2,1,26,36,15,0,6,16,0,9,1,5,4,1,27,5,87,260,83,4
"CTRC",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CASP9",7,7,0,4,2,0,0,0,1,2,0,0,0,0,4,1,0,1,0,3,1,0,0,0,1,0,1,0,4,8,8,1
"DNAJC16",13,8,1,7,2,0,1,0,8,3,0,0,1,0,8,9,8,0,2,5,2,0,0,1,1,0,2,2,9,16,15,3
"RP4-680D5.8",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0
"AGMAT",2,0,0,0,2,0,2,0,2,4,0,0,0,0,11,2,3,0,1,4,1,0,0,0,0,1,0,4,13,70,1,0
"RP4-680D5.2",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DDI2",19,12,1,3,2,0,0,0,12,5,1,0,1,0,11,3,3,0,2,6,0,0,0,2,1,0,3,4,8,30,30,1
"PLEKHM2",32,26,3,2,0,0,0,0,18,2,0,1,4,0,8,3,5,1,2,4,1,0,1,0,3,0,2,1,5,19,33,2
"SLC25A34",1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
"RP11-169K16.4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0
"FBLIM1",5,109,3,0,1,0,3,0,22,2,1,0,8,1,6,2,2,2,1,4,0,0,0,3,42,0,0,1,4,59,81,13
"UQCRHL",16,12,1,4,3,0,2,1,2,3,0,0,0,0,15,6,0,1,5,2,0,0,1,0,1,0,3,5,11,59,13,5
"FLJ37453",14,9,3,1,1,2,2,0,1,1,0,0,0,0,15,14,3,1,3,7,0,0,0,0,3,0,0,2,14,16,11,1
"SPEN",33,22,4,12,12,1,2,0,12,6,0,3,3,0,29,15,7,2,9,14,3,1,0,0,5,1,2,5,29,60,44,10
"ZBTB17",6,23,3,3,9,0,2,0,7,3,0,1,0,0,19,5,8,1,3,5,0,1,0,0,8,0,0,2,20,17,23,3
"HSPB7",0,1,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,4,0,0,0,0,1,0,13
"FAM131C",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0
"EPHA2",2,3,0,1,0,0,0,0,5,0,0,0,2,0,1,1,0,0,0,0,0,0,0,5,11,0,0,0,0,48,43,5
"RP11-276H7.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"RP11-276H7.3",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ARHGEF19",5,5,1,0,1,1,1,0,3,2,1,0,0,0,9,2,3,0,2,3,0,1,1,0,0,0,0,0,6,10,9,0
"RSG1",1,2,1,0,0,0,0,0,2,1,0,0,0,1,1,0,0,0,1,2,0,0,0,0,0,0,0,0,3,8,3,0
"FBXO42",15,20,1,5,3,3,2,0,13,2,0,0,1,2,12,6,7,1,4,9,0,1,1,0,2,0,1,3,16,8,11,1
"SZRD1",63,84,11,11,14,2,4,3,38,19,2,0,2,3,42,33,19,4,16,20,1,2,3,2,21,0,5,9,34,116,80,16
"SPATA21",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NECAP2",210,68,14,25,20,4,16,2,41,26,5,0,3,3,51,64,32,0,13,76,4,3,3,7,16,2,13,13,114,78,126,5
"RP4-798A10.2",2,1,1,1,0,0,0,0,0,0,0,0,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"RP4-798A10.7",1,0,0,1,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,4,0,3,0,1
"NBPF1",10,10,0,3,0,0,0,1,4,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,1,2,12,3,3
"CROCC",4,32,2,1,6,0,1,3,18,0,0,0,4,1,7,5,3,2,0,3,1,0,0,0,2,0,0,0,5,7,20,2
"RP11-108M9.4",33,33,2,15,0,0,2,0,29,0,0,0,4,2,28,8,4,2,5,8,0,0,0,0,4,0,4,3,2,33,57,11
"RP11-108M9.6",1,1,1,2,0,0,0,0,1,0,0,0,0,0,1,3,2,0,0,1,0,0,0,0,0,0,0,0,4,6,4,1
"MFAP2",2,304,1,0,0,0,0,0,75,1,0,0,9,0,2,1,1,2,0,0,0,0,0,0,4,0,0,0,1,14,52,1
"ATP13A2",25,14,3,2,2,0,0,0,7,5,0,0,1,1,6,8,4,0,0,11,1,0,0,1,1,0,1,0,20,49,41,2
"SDHB",176,77,6,33,15,6,5,4,44,11,1,0,5,7,53,35,20,4,17,30,0,1,4,5,22,2,5,14,45,347,109,28
"PADI2",15,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,2,0,1,1,0,57,0,0
"PADI1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
"PADI4",0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,2,0,0,0,0,0,2,3,0,0,0
"AC004824.2",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"RCC2",49,34,2,15,7,0,0,0,11,2,1,0,1,1,16,13,6,1,3,10,2,2,0,5,7,1,4,10,15,66,66,0
"ARHGEF10L",46,14,0,6,0,0,0,1,6,1,0,0,2,0,1,0,0,0,0,0,0,0,0,0,4,0,1,0,0,60,8,9
"IGSF21",53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"KLHDC7A",0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,1,0
"ALDH4A1",6,2,0,0,0,0,0,0,2,2,0,0,0,1,3,1,0,0,0,0,0,0,0,0,3,0,1,1,2,43,10,2
"IFFO2",0,4,2,2,3,1,0,0,2,2,0,0,0,0,2,4,3,0,0,4,0,0,1,0,6,0,0,0,4,18,14,0
"UBR4",57,39,6,12,10,0,3,0,32,4,0,1,1,2,20,17,13,1,5,15,1,1,0,2,11,0,3,3,28,190,48,5
"RP1-43E13.2",2,1,0,1,0,0,0,0,4,0,0,0,0,0,2,1,1,1,0,0,0,0,0,1,0,0,1,0,1,2,3,1
"EMC1",20,13,2,5,4,0,0,0,16,3,0,0,2,1,6,4,3,0,1,5,0,1,1,2,7,0,1,1,17,21,25,1
"MRTO4",62,48,2,11,5,0,0,1,26,11,0,0,1,2,24,13,8,0,6,15,1,0,1,0,11,3,3,5,43,126,49,6
"AKR7A3",2,3,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,3,0,0,0,0,0,0,0,0,0,1,158,0,1
"AKR7A2",101,169,14,17,17,3,3,4,90,16,1,2,7,0,57,31,25,4,13,26,1,2,2,3,22,0,9,13,64,240,80,20
"PQLC2",21,9,1,4,1,0,0,0,7,0,0,0,0,0,6,1,0,0,0,3,0,0,0,0,3,0,1,1,4,7,6,1
"CAPZB",789,598,70,142,92,24,35,7,209,75,11,4,25,15,215,224,160,18,49,193,12,7,11,19,89,6,44,80,302,464,337,52
"MINOS1",523,398,38,95,45,11,21,12,187,59,6,6,14,19,167,153,87,23,31,132,5,2,9,11,90,2,42,36,220,1396,382,94
"NBL1",26,792,5,0,13,0,0,1,363,3,0,0,3,1,7,12,3,12,0,6,1,1,4,0,39,0,0,1,7,469,72,19
"TMCO4",13,17,0,2,0,1,1,1,14,2,2,0,0,0,7,5,2,0,0,8,0,1,0,0,1,1,0,0,11,25,7,2
"RNF186",3,1,0,0,0,1,0,1,0,1,0,0,0,0,2,0,1,0,1,1,0,0,0,0,0,1,0,2,1,139,3,0
"RP11-91K11.2",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1,0
"OTUD3",4,0,1,0,0,0,1,0,3,0,0,0,0,0,3,1,3,0,1,2,1,0,0,0,0,0,0,1,2,7,4,1
"PLA2G2A",7,3,1,0,1,0,0,0,1998,1,0,0,0,0,1,6,0,6,0,1,0,0,0,1,0,0,1,0,2,496,1,1
"PLA2G5",0,8,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,1,0
"PLA2G2D",53,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0
"PLA2G2F",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"RP3-340N1.2",3,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PLA2G2C",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
"UBXN10-AS1",0,0,0,0,0,0,0,0,4,2,0,0,0,0,0,2,0,1,0,1,0,0,0,0,0,0,0,0,3,13,0,0
"UBXN10",1,3,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,32,1,0
"VWA5B1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0
"RP4-745E8.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
"CAMK2N1",1,40,1,0,2,2,0,0,43,1,0,0,0,0,5,4,3,2,0,4,0,0,1,0,11,0,0,0,8,360,2,7
"MUL1",26,25,2,2,4,3,0,3,22,1,0,1,2,3,5,5,4,0,0,5,0,0,1,2,3,0,2,2,15,21,26,4
"FAM43B",0,1,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0
"CDA",12,2,1,0,4,0,1,0,13,0,0,0,1,0,3,2,4,0,0,0,0,3,0,0,0,0,4,0,0,243,217,1
"PINK1",18,42,1,2,1,0,0,0,25,2,0,1,3,0,2,0,3,1,2,5,0,0,0,1,8,0,1,1,6,36,188,9
"PINK1-AS",1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,1,0,1,0,1,2,2,0
"DDOST",148,135,14,38,19,6,11,1,104,16,3,0,4,8,57,40,35,3,13,38,3,4,2,6,29,3,3,9,76,242,110,8
"KIF17",7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,1,18,0
"SH2D5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"HP1BP3",97,123,24,27,19,8,14,6,102,27,7,0,8,5,87,71,46,5,15,81,3,5,5,6,24,2,6,12,103,182,129,27
"EIF4G3",30,40,1,8,5,2,1,0,19,4,2,0,6,0,27,9,5,1,2,4,1,0,1,2,7,1,8,6,20,49,61,3
"ECE1",1,45,5,1,6,1,1,1,9,3,0,0,5,0,16,10,6,1,1,9,1,0,0,4,23,0,0,5,15,78,235,4
"RP5-1071N3.1",0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NBPF3",2,4,0,0,0,2,0,0,2,0,0,0,0,0,1,2,0,0,2,3,0,0,0,0,0,0,0,0,1,5,1,2
"ALPL",0,2,0,0,0,0,0,0,8,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,27,0
"RAP1GAP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,23,0,0
"USP48",40,44,8,7,5,2,3,1,39,3,0,0,2,5,34,27,13,4,7,25,1,2,1,6,9,0,2,7,47,77,48,8
"LDLRAD2",0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9,0
"HSPG2",16,119,2,2,0,0,0,3,117,3,1,0,19,2,3,6,2,11,3,1,1,2,1,2,17,0,1,0,3,45,1763,36
"RP1-224A6.3",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"LINC00339",22,8,0,0,1,0,4,0,19,0,1,1,1,0,13,9,4,1,3,3,0,0,0,0,4,0,1,0,9,18,15,3
"CDC42",453,205,45,115,55,11,23,6,118,35,3,6,19,22,162,159,108,14,24,118,8,9,3,15,55,5,54,38,209,478,377,48
"RP1-224A6.9",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"WNT4",1,20,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0
"ZBTB40",9,13,2,0,3,1,0,0,5,2,0,1,1,1,14,5,5,0,1,4,0,1,0,0,4,0,0,0,13,19,9,0
"C1QA",7461,13,3,349,7,2,3,0,7,4,1,0,3,1,17,7,11,2,6,9,1,2,2,1,2,1,44,3,10,42,17,2
"C1QC",6273,7,3,236,0,0,2,0,4,1,1,0,0,0,11,11,3,0,1,6,1,1,0,1,3,0,12,1,11,25,9,0
"C1QB",8294,11,4,352,3,0,2,1,10,4,0,1,1,1,23,16,9,0,7,13,0,0,1,0,4,0,20,0,26,51,18,1
"EPHB2",31,6,1,4,1,0,0,0,14,1,0,0,3,0,5,1,2,0,0,0,0,0,0,0,0,0,0,1,0,238,4,1
"KDM1A",10,23,1,3,3,0,2,1,10,0,0,1,2,0,12,3,2,0,1,9,0,2,0,3,1,0,1,1,11,103,38,2
"LUZP1",50,127,6,7,10,1,4,2,36,4,2,0,7,1,10,21,11,3,4,21,0,2,1,2,15,0,1,4,34,89,219,5
"HTR1D",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0
"LINC01355",1,3,0,0,0,0,0,0,4,0,0,0,0,0,0,2,0,0,0,1,1,0,0,0,1,0,0,0,5,9,4,2
"HNRNPR",115,163,23,39,39,5,8,4,89,26,2,3,7,7,102,80,56,6,28,71,5,6,1,8,36,4,5,26,136,334,179,27
"ZNF436",2,13,0,1,0,0,0,1,16,0,0,0,0,0,1,2,0,0,0,1,0,0,0,0,1,0,0,1,0,10,18,0
"ZNF436-AS1",0,5,0,1,0,0,0,0,2,0,0,0,3,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1
"RP5-1057J7.7",0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"TCEA3",1,36,0,0,0,0,0,1,32,3,0,0,1,1,3,12,0,0,0,14,0,0,0,0,4,0,0,1,0,335,7,6
"ASAP3",0,18,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,5,11,3
"E2F2",2,0,0,2,1,0,0,0,0,1,0,0,0,0,0,3,1,0,1,0,0,0,0,1,0,0,0,0,0,6,0,0
"RP1-150O5.3",0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
"ID3",172,732,5,6,9,1,1,4,254,5,0,0,8,1,127,16,9,18,37,17,0,3,0,0,438,0,6,28,54,94,1718,211
"MDS2",0,2,0,0,1,1,3,0,0,1,0,0,0,0,16,12,0,0,0,15,1,0,0,0,0,0,0,1,1,2,1,1
"RPL11",3959,3789,1010,1408,537,187,644,107,3063,1238,165,128,215,421,8504,5257,1988,169,1488,5879,351,191,228,279,720,124,459,733,4022,13495,4373,631
"TCEB3",31,21,7,6,8,0,0,0,13,4,1,0,3,2,61,13,5,0,6,5,0,2,0,2,5,1,3,7,14,36,37,2
"TCEB3-AS1",8,10,0,1,4,0,0,0,5,2,0,0,0,1,8,5,4,1,0,3,0,0,0,1,1,0,0,0,7,12,5,0
"PITHD1",71,62,16,13,13,1,11,1,61,14,1,2,6,5,47,41,32,2,11,36,4,6,1,2,13,1,4,17,49,151,61,14
"LYPLA2",45,35,8,7,12,5,4,2,9,8,1,0,4,5,32,30,15,1,6,20,2,1,1,2,11,4,6,9,48,172,72,8
"GALE",29,12,0,6,3,0,0,0,3,3,1,1,1,0,12,6,4,0,1,5,1,1,0,3,1,0,0,3,4,185,32,2
"HMGCL",59,45,5,5,7,1,4,0,23,10,2,1,6,7,22,14,10,2,5,4,0,0,1,2,5,1,4,6,25,90,31,10
"FUCA1",202,16,1,4,2,0,2,0,24,2,2,0,1,3,12,6,5,0,1,5,1,3,1,1,2,1,0,12,9,68,38,8
"CNR2",1,1,0,0,0,0,1,0,0,0,0,0,0,1,54,1,6,0,9,1,0,1,0,0,0,0,0,10,0,0,0,0
"PNRC2",93,84,20,20,23,9,11,6,93,23,1,3,3,13,107,53,42,7,24,56,3,5,6,7,23,2,3,29,106,325,123,20
"SRSF10",102,140,16,26,39,5,11,7,66,34,7,1,7,6,111,58,51,4,33,68,0,7,2,5,33,1,8,41,112,336,182,31
"RP11-293P20.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0
"MYOM3",1,1,0,0,0,0,0,0,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,51,6,0
"IL22RA1",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0
"IFNLR1",6,0,0,0,0,0,0,0,0,1,0,0,0,0,7,0,4,0,2,0,0,0,0,1,0,1,0,1,0,11,0,0
"GRHL3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0
"STPG1",4,2,0,0,0,0,1,0,0,0,0,0,0,0,2,3,1,0,0,2,0,1,0,0,0,0,0,2,6,12,11,1
"NIPAL3",16,4,6,4,1,2,2,1,5,4,0,1,1,3,24,12,14,0,3,18,1,0,0,6,2,0,0,4,24,23,20,0
"RCAN3",16,9,9,2,5,0,5,2,3,7,1,0,2,0,40,71,20,0,5,62,1,0,2,1,2,1,1,7,107,39,9,1
"RP4-594I10.3",5,3,13,1,5,2,2,2,1,2,2,0,1,0,21,34,15,0,6,31,2,2,2,0,0,0,0,4,32,18,4,1
"NCMAP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0
"SRRM1",196,158,40,57,37,10,18,6,89,43,9,6,10,9,174,146,77,3,48,106,6,8,6,8,27,4,26,34,173,327,198,31
"CLIC4",65,139,1,12,0,0,2,9,43,0,0,0,3,1,15,1,1,17,2,0,0,0,0,0,34,1,3,17,4,14,292,36
"RUNX3",84,21,50,38,48,11,20,0,3,1,13,3,0,1,39,45,83,0,11,31,6,7,6,6,3,1,14,6,71,11,0,0
"RP4-706G24.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"SYF2",180,210,44,37,41,8,19,7,122,50,7,3,6,16,178,109,81,10,47,118,3,11,5,7,55,2,15,40,177,330,252,48
"RSRP1",93,87,41,29,33,10,21,3,66,39,10,5,10,11,221,133,66,3,40,115,4,9,8,7,25,2,12,26,135,131,162,18
"RP3-465N24.6",1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1
"RHD",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TMEM50A",374,278,41,39,58,3,15,8,203,29,5,2,28,19,69,117,89,15,21,86,2,8,5,9,81,3,14,18,195,300,369,61
"TMEM57",35,29,2,6,6,1,0,3,24,4,0,0,1,3,18,8,8,1,6,10,0,1,1,0,4,1,0,3,11,50,44,0
"LDLRAP1",10,8,16,2,0,2,10,0,15,8,0,0,3,0,7,56,30,0,1,85,7,4,2,0,3,0,0,1,28,50,21,2
"RP11-70P17.1",0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,3,0,0,1,0,0,0,0,0,0,2,0,0
"MAN1C1",6,26,2,1,1,0,0,0,29,0,2,0,1,0,0,8,5,1,0,6,3,0,0,0,0,1,2,0,1,0,11,0
"RP1-187B23.1",2,6,2,0,2,0,2,0,3,0,0,0,0,0,0,6,2,0,0,6,1,0,0,0,0,0,0,0,1,0,1,0
"SEPN1",42,41,2,2,3,0,1,0,30,4,0,0,15,1,2,3,4,1,1,8,0,0,0,1,11,0,1,0,6,43,145,1
"RP1-317E23.3",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,1,0,0,0,0,0,1,0,1,0
"MTFR1L",35,61,6,6,0,1,1,3,38,5,0,1,1,6,9,7,6,5,4,5,0,3,0,2,6,0,2,3,21,43,32,13
"AUNIP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0
"RP1-125I3.2",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PAQR7",2,10,0,0,0,0,0,0,12,0,0,0,2,0,4,1,0,0,0,0,0,0,0,0,1,0,0,0,1,6,4,1
"STMN1",258,54,11,35,15,3,8,5,21,5,1,2,37,26,21,20,23,6,5,27,0,1,0,17,4,1,6,23,39,575,432,2
"PAFAH2",14,7,2,0,1,0,2,0,4,0,0,0,1,0,5,8,4,1,2,5,1,1,0,2,0,0,0,2,9,24,8,2
"SLC30A2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,2,0
"TRIM63",0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"PDIK1L",7,0,0,2,0,0,0,0,0,0,1,0,0,0,1,1,3,0,0,3,0,0,0,0,0,0,0,0,6,10,3,0
"FAM110D",0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,138,0
"RP11-96L14.7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
"ZNF593",65,62,3,13,6,1,7,3,38,4,0,0,4,7,33,17,4,2,3,10,0,1,1,0,11,3,4,13,15,338,60,4
"CNKSR1",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,2,94,0,0
"CEP85",5,2,1,0,5,0,1,0,0,3,0,0,0,1,1,5,1,0,0,3,0,1,1,0,0,0,0,1,3,14,1,0
"SH3BGRL3",2049,460,273,670,646,96,139,13,336,262,48,12,47,100,630,861,810,3,151,528,35,57,59,62,80,16,227,125,1088,1298,1008,36
