"","Anti-inflammatory macro/mono","CAFs","CD8aa IELs","cDCs","CXCL13+ CD8 Tcells","Cytotoxic CD8 Tcells","Double-Negative Tcells","Fibroblasts","Follicular CD4 Tcells","gdTcells","IL17+ CD4 Tcells","LTi cells","Memory Bcells","Memory CD4 Tcells","Memory CD8 Tcells","Naive Bcells","Naive CD4 Tcells","Naive CD8 Tcells","NK cells","NKT cells","Normal Epithelial cells","pDCs","Pericytes","Plasma cells","Pro-inflammatory macro/mono","Proliferative Bcells","Proliferative CD4 Tcells","Proliferative CD8 Tcells","Regulatory CD4 Tcells","Tumour Epithelial cells","Vascular ECs"
"VPS13D",9,3,3,7,1,1,2,2,2,1,0,0,2,8,9,0,8,0,3,0,0,2,4,0,1,1,1,1,7,45,11
"DHRS3",68,15,1,6,0,1,1,0,0,8,1,2,0,15,3,0,11,0,4,0,4,0,1,0,6,0,0,0,2,221,23
"RP11-474O21.5",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"HNRNPCL2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"PDPN",85,157,0,1,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,2,0,0,0,1,2,0
"PRDM2",26,14,13,7,4,5,4,3,5,31,2,2,59,57,22,29,37,0,6,5,1,2,5,11,11,13,2,2,75,117,11
"KAZN",0,3,0,1,0,0,0,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,9,7
"TMEM51-AS1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
"TMEM51",43,13,0,7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4,1,4,0,0,0,0,126,6
"C1orf195",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"FHAD1",5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,0
"RP3-467K16.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"RP3-467K16.4",0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"EFHD2",309,19,12,67,5,2,5,0,5,10,1,2,11,58,11,2,20,3,15,5,9,9,11,11,43,3,14,7,44,671,48
"CTRC",1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CELA2A",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
"CASP9",17,1,0,6,1,0,0,1,1,2,0,1,10,7,2,5,6,0,1,2,0,1,3,3,2,1,0,0,4,47,8
"DNAJC16",7,3,1,0,0,0,0,0,0,2,0,0,3,0,0,1,1,0,1,0,0,1,2,3,0,0,0,0,1,30,4
"RP4-680D5.8",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
"AGMAT",1,0,0,0,0,0,0,0,1,0,0,0,1,5,0,2,1,0,0,0,0,1,1,1,0,1,0,1,5,201,0
"RP4-680D5.2",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0
"DDI2",19,2,1,2,1,3,0,1,2,1,0,1,5,17,3,2,7,0,2,3,1,3,2,2,2,0,0,1,4,85,30
"PLEKHM2",29,5,0,8,1,0,0,2,0,1,0,0,6,8,2,2,3,0,0,3,0,1,8,4,3,2,0,0,9,39,15
"SLC25A34",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0
"RP11-169K16.4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"TMEM82",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,1
"FBLIM1",3,42,1,0,0,0,0,8,0,0,0,0,0,2,0,0,1,0,0,0,5,1,54,0,0,0,0,0,0,113,24
"UQCRHL",14,1,0,3,1,0,0,0,1,0,0,0,1,6,1,1,4,0,0,0,0,1,4,8,1,0,0,1,8,103,11
"FLJ37453",4,1,0,2,0,0,0,2,1,2,0,0,0,2,1,3,2,0,0,0,0,0,1,2,0,1,0,0,5,37,3
"SPEN",23,4,4,9,4,1,0,0,0,7,0,1,5,29,5,5,12,0,5,1,2,4,15,9,6,2,0,4,14,210,33
"ZBTB17",15,5,2,1,5,0,2,2,0,4,1,0,8,12,8,3,9,0,0,1,0,0,9,2,1,1,1,0,13,46,9
"HSPB7",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0
"FAM131C",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"EPHA2",8,1,1,3,0,0,2,1,0,1,0,0,1,5,0,0,5,0,3,0,7,3,6,1,1,1,0,0,1,788,37
"RP11-276H7.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"RP11-276H7.3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
"ARHGEF19",2,5,1,1,0,1,0,1,0,3,0,0,1,3,1,0,2,0,0,0,1,1,4,0,0,0,0,0,1,76,7
"RSG1",0,2,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0
"FBXO42",9,1,4,2,2,4,2,2,0,2,0,1,3,14,4,1,6,0,1,4,0,0,9,1,2,0,1,2,4,43,6
"SZRD1",95,39,15,16,7,12,2,2,4,14,2,3,14,42,16,9,27,1,5,7,1,6,37,13,14,5,4,7,37,294,60
"SPATA21",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"NECAP2",97,25,4,13,6,4,2,5,7,14,5,0,18,74,17,2,47,2,3,5,3,3,24,11,4,2,6,4,55,188,57
"RP4-798A10.2",1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,2
"RP4-798A10.7",0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,20,0
"NBPF1",4,1,1,1,0,0,0,2,0,0,0,0,2,4,0,0,0,1,0,0,0,0,5,1,0,0,0,0,0,31,6
"CROCC",1,2,2,0,0,0,0,2,0,8,0,0,0,4,1,0,1,0,1,2,1,0,4,0,0,1,1,0,3,22,9
"RP11-108M9.4",13,1,2,4,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,1,0,2,0,0,0,0,30,10
"RP11-108M9.6",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,1
"MFAP2",0,45,0,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,132,4
"ATP13A2",27,2,2,1,1,1,0,0,0,1,0,0,2,7,3,1,5,0,1,0,0,9,1,3,2,0,0,0,6,131,29
"SDHB",189,28,8,35,7,5,2,8,6,18,1,2,15,61,22,4,31,4,4,5,3,7,33,27,28,5,4,5,37,883,65
"PADI2",5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,7,0
"PADI1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"PADI4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
"RCC2",61,10,0,12,4,3,0,1,0,4,2,0,7,7,2,2,7,0,0,0,0,6,9,2,2,0,1,0,2,221,43
"ARHGEF10L",11,2,0,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,5,0,0,0,0,46,3
"ACTL8",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0
"IGSF21",36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"ALDH4A1",0,1,0,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,1,0,0,0,1,0,77,2
"IFFO2",2,0,4,0,1,1,0,0,0,0,2,0,1,3,2,0,4,0,0,1,1,0,2,1,1,0,0,0,3,65,5
"UBR4",57,16,5,10,1,2,3,1,1,7,0,0,11,17,5,4,13,0,3,4,2,3,12,3,2,2,1,2,13,253,28
"RP1-43E13.2",4,2,0,2,0,0,0,1,0,0,0,0,0,2,1,0,1,0,0,0,0,1,1,0,0,1,0,0,0,7,1
"EMC1",11,13,0,3,0,0,1,4,1,2,0,0,8,11,2,1,8,0,0,0,1,2,7,4,2,0,1,0,4,109,15
"MRTO4",51,13,5,5,0,2,2,4,1,8,1,0,14,30,3,3,15,1,2,1,3,3,16,12,2,0,1,0,17,453,26
"AKR7A3",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,2,183,0
"AKR7A2",85,46,7,23,4,8,2,16,4,12,2,2,15,40,8,2,30,1,3,2,2,5,29,11,12,5,4,8,34,587,41
"PQLC2",17,3,1,2,0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,1,0,0,1,2,6,59,4
"CAPZB",660,173,55,129,29,33,18,30,37,52,16,7,61,352,81,23,137,6,18,27,9,29,114,41,50,22,13,35,200,1273,213
"RP5-1056L3.1",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MINOS1",423,99,23,77,9,13,8,18,16,33,2,8,31,140,26,4,82,4,7,6,9,19,93,55,28,5,7,12,85,2263,179
"NBL1",17,129,1,3,8,0,1,49,4,17,0,5,1,35,14,1,7,0,3,5,7,0,36,2,1,0,0,1,2,473,47
"TMCO4",16,3,2,1,1,1,1,0,2,2,0,0,4,5,0,0,2,0,1,0,1,0,8,1,0,0,0,0,2,41,4
"RNF186",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,155,1
"RP11-91K11.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0
"OTUD3",2,4,0,3,3,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,1,1,2,1,0,1,46,4
"PLA2G2A",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,153,0
"PLA2G5",0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PLA2G2D",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
"PLA2G2F",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0
"RP3-340N1.2",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PLA2G2C",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"UBXN10-AS1",0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,3,0,0,0,0,0,0,0,0,0,0,0,5,7,0
"UBXN10",2,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,1,0,0,0,0,0,1,99,0
"RP4-745E8.2",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CAMK2N1",3,17,1,1,0,1,0,1,2,1,0,0,3,6,3,0,2,0,0,0,3,0,29,1,0,0,2,0,2,1027,31
"MUL1",16,4,2,2,1,0,2,0,1,2,0,0,3,19,5,4,5,1,1,0,0,1,4,13,1,0,3,1,10,55,11
"CDA",4,1,1,1,0,0,0,0,0,0,0,0,1,2,1,0,1,0,0,0,1,0,0,0,2,0,0,0,0,175,42
"PINK1",12,5,0,0,0,0,0,2,0,1,0,0,0,3,2,1,0,0,2,1,0,0,10,5,0,0,0,0,0,92,65
"PINK1-AS",2,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
"DDOST",126,46,18,34,14,8,5,7,4,22,2,4,20,80,23,4,40,2,11,13,3,17,33,102,15,4,5,14,47,1327,48
"KIF17",4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,13
"SH2D5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"HP1BP3",80,34,20,14,11,9,11,12,5,23,4,1,21,76,26,9,38,2,7,9,7,7,32,21,8,5,9,14,62,326,103
"EIF4G3",17,11,5,3,1,2,1,0,1,9,1,0,5,13,4,2,3,0,3,1,1,4,21,3,2,0,1,1,12,93,32
"ECE1",2,21,1,3,1,1,0,7,2,1,0,1,13,10,4,0,8,0,3,3,0,10,29,10,4,2,2,0,9,106,107
"RP5-1071N3.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
"NBPF3",0,0,0,1,0,0,0,1,0,0,0,0,0,2,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,5,4
"ALPL",0,4,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,11
"RAP1GAP",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,16,0
"USP48",32,7,9,11,7,0,2,3,3,6,0,1,16,42,16,1,29,0,3,3,0,2,14,41,4,5,3,3,45,210,23
"LDLRAD2",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"HSPG2",1,19,1,1,0,0,0,3,0,2,0,0,0,2,0,1,2,0,0,0,0,1,6,2,0,0,0,0,0,116,603
"CELA3B",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0
"CELA3A",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
"RP1-224A6.3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
"LINC00339",12,4,0,1,1,2,0,1,2,0,0,0,2,5,1,0,2,0,1,0,0,0,0,2,0,0,0,0,4,35,4
"CDC42",459,108,69,157,37,24,21,17,41,98,9,10,94,365,117,50,238,12,40,24,7,40,76,63,103,25,28,29,227,1472,249
"RP1-224A6.9",1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"WNT4",0,8,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,2,0,0,0,0,0,4,0
"ZBTB40",2,1,2,1,0,1,0,1,1,1,0,0,2,3,4,1,1,1,0,0,1,0,2,1,0,0,1,0,4,23,1
"C1QA",7293,2,3,476,4,1,1,2,2,3,2,0,5,19,6,1,13,3,1,3,0,2,1,8,131,4,2,1,4,61,6
"C1QC",3254,0,4,207,0,0,0,0,0,0,0,0,1,7,2,0,4,0,0,0,0,0,1,0,28,0,0,0,4,22,3
"C1QB",7771,4,4,429,3,0,3,2,2,3,0,0,3,13,5,3,10,0,0,2,1,4,2,6,110,1,0,3,12,55,12
"EPHB2",30,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,5,0,0,1,1,0,0,0,0,526,0
"KDM1A",7,5,2,3,1,0,0,1,0,3,0,0,0,1,0,0,5,0,2,1,0,5,5,5,2,1,0,1,4,186,8
"LUZP1",28,39,17,5,6,4,6,3,7,10,1,1,7,67,9,3,33,0,7,6,7,3,36,8,1,0,6,3,37,311,154
"LINC01355",0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,2
"HNRNPR",105,41,20,37,14,7,8,7,7,25,0,2,27,102,36,10,80,2,12,10,2,16,60,34,15,4,8,11,90,955,90
"ZNF436",0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,2,0,0,0,0,0,2,1,0,0,0,0,0,15,10
"ZNF436-AS1",0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,12,0
"TCEA3",0,8,0,0,0,0,0,4,0,1,0,0,0,1,0,0,2,0,0,0,6,0,4,0,0,0,0,0,0,121,3
"ASAP3",0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1
"E2F2",4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,4,0,1,1,0,0,26,2
"RP1-150O5.3",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"ID3",111,400,6,13,2,1,0,97,3,68,0,1,67,66,16,25,31,1,5,2,5,0,517,17,4,17,5,3,61,2001,380
"MDS2",0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,3,0
"RPL11",2658,1049,1075,1290,310,379,493,266,440,1000,124,95,2824,6687,1682,994,5799,241,310,425,226,632,944,1228,775,248,178,225,2904,34985,2376
"TCEB3",21,10,8,3,6,2,2,2,3,8,3,1,5,26,9,0,17,0,2,2,2,1,8,11,4,0,1,1,26,147,28
"TCEB3-AS1",5,2,0,1,0,0,0,0,0,1,0,0,1,3,0,1,3,0,0,0,1,1,3,3,0,0,0,0,1,32,0
"PITHD1",72,15,20,17,9,12,7,4,10,41,3,2,30,120,41,8,89,4,5,18,1,4,21,17,5,6,3,10,48,306,35
"LYPLA2",25,6,7,8,6,5,6,1,6,5,1,0,7,38,7,1,15,1,6,2,1,4,9,11,8,2,4,2,32,330,27
"GALE",38,7,2,1,0,1,0,0,0,1,0,0,2,9,1,1,3,0,0,0,7,0,5,5,1,0,0,0,2,661,14
"HMGCL",38,7,1,2,2,2,1,3,0,2,0,0,2,2,3,0,4,0,0,1,1,0,13,4,1,1,1,0,7,230,20
"FUCA1",276,1,3,13,3,1,2,1,0,13,0,6,4,14,2,0,11,1,1,1,2,3,0,4,4,0,0,1,3,315,8
"CNR2",0,0,1,0,0,0,0,0,0,1,0,0,3,0,0,1,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0
"PNRC2",90,34,16,14,8,11,7,10,9,24,1,2,39,86,24,6,57,2,8,4,6,13,29,11,15,12,6,6,43,400,71
"SRSF10",84,30,19,18,13,11,14,2,10,33,7,2,53,132,41,20,65,2,13,14,8,22,50,19,20,7,12,11,59,618,79
"RP11-293P20.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"MYOM3",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,1
"IL22RA1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,79,0
"IFNLR1",2,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,2,1,0,0,46,0
"GRHL3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0
"STPG1",1,0,1,0,0,0,1,0,0,0,0,0,1,3,0,0,2,0,0,0,0,0,0,0,1,0,0,1,3,37,4
"NIPAL3",10,2,9,0,2,2,3,1,1,5,1,0,2,18,10,1,16,1,1,0,1,0,0,4,0,2,0,2,20,85,13
"RCAN3",17,0,15,4,4,5,3,0,9,21,4,2,10,91,33,2,81,2,3,6,4,7,2,3,3,0,3,1,58,135,5
"RP4-594I10.3",1,0,1,0,0,3,2,0,1,2,0,0,0,14,4,0,11,2,1,0,0,0,0,0,0,0,1,1,2,18,1
"NCMAP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,11,0
"SRRM1",181,33,48,47,21,21,15,8,15,52,1,3,74,228,78,28,142,8,13,23,7,20,44,37,24,18,8,26,127,781,101
"CLIC4",52,45,0,6,0,0,0,4,0,1,0,0,12,3,1,2,1,0,0,0,1,3,48,35,6,9,0,0,3,109,157
"RUNX3",62,2,67,39,14,31,17,0,5,44,2,3,10,129,77,14,53,7,22,21,0,6,4,11,17,5,16,25,93,13,3
"SYF2",85,28,38,32,21,22,23,16,15,23,2,6,54,160,55,34,121,8,16,16,9,16,49,29,24,26,6,11,116,729,89
"RSRP1",70,22,49,20,19,21,22,9,12,41,8,3,47,175,61,23,105,5,22,14,12,20,26,28,21,10,4,12,115,307,102
"RP3-465N24.6",1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,4,0
"RHD",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TMEM50A",421,72,77,63,51,43,21,23,25,68,11,8,52,382,93,12,117,2,28,22,5,39,103,77,43,13,12,27,222,1078,213
"RHCE",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"TMEM57",23,16,11,2,2,6,2,2,2,13,0,1,8,30,10,4,23,1,2,4,1,3,11,11,4,1,1,3,18,148,20
"LDLRAP1",2,4,4,3,1,0,3,0,2,2,0,0,0,17,3,1,26,1,0,1,1,0,2,8,0,0,1,0,7,73,12
"RP11-70P17.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2,0
"MAN1C1",4,17,1,0,1,1,1,9,0,6,0,2,0,12,2,0,11,0,1,2,0,0,1,0,0,0,0,0,2,2,8
"RP1-187B23.1",0,0,7,1,2,3,0,0,0,20,0,0,0,27,12,0,13,1,2,6,0,0,0,1,0,0,1,1,2,0,0
"SEPN1",28,9,1,5,1,1,0,2,0,0,0,0,0,3,0,1,6,0,0,0,1,0,6,0,2,0,0,0,3,80,50
"RP1-317E23.3",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,5,0
"MTFR1L",22,10,0,8,0,1,1,2,2,2,1,0,2,14,3,4,0,0,3,2,0,2,9,3,3,1,0,0,11,106,6
"AUNIP",2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0
"RP1-125I3.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"PAQR7",2,6,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,18,4
"STMN1",574,87,29,41,17,19,5,6,1,23,2,0,20,62,38,18,48,2,5,13,7,45,69,38,3,97,86,151,24,2486,276
"PAFAH2",8,1,1,0,0,1,0,0,0,0,0,0,0,3,0,0,2,0,0,1,0,1,4,0,0,0,0,0,3,49,3
"EXTL1",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SLC30A2",0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0
"PDIK1L",3,1,3,0,0,0,0,0,0,1,1,0,1,0,2,0,2,0,0,1,0,0,1,0,0,0,0,0,2,23,0
"FAM110D",0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,71
"RP11-96L14.7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"ZNF593",55,20,5,12,2,3,3,2,5,17,2,2,23,52,19,13,13,1,3,4,6,4,16,38,9,5,2,2,24,1235,38
"CNKSR1",0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,3,0,0,0,0,1,95,0
"CEP85",3,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,29,0
"SH3BGRL3",2026,230,267,695,273,168,100,19,148,319,34,23,211,1563,518,60,646,37,119,112,59,85,139,134,544,41,82,112,861,3936,769
"UBXN11",22,3,1,5,2,0,0,0,1,1,0,0,6,8,4,1,6,1,0,1,2,2,2,1,10,2,0,1,5,55,3
"CD52",122,3,142,65,139,112,39,2,57,285,40,42,398,1341,367,192,548,38,55,112,0,3,5,31,66,62,35,31,495,71,12
"AIM1L",0,0,0,1,0,0,0,0,0,0,0,0,0,2,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,44,1
"ZNF683",0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
"DHDDS",16,6,3,0,0,0,0,2,3,3,0,1,3,8,6,1,4,0,3,2,1,1,4,8,2,1,1,3,5,74,5
"HMGN2",730,150,55,136,68,65,31,46,28,96,6,5,134,352,119,71,227,14,26,30,23,37,128,131,94,177,89,169,267,3230,234
"RPS6KA1",32,3,3,10,4,1,0,0,1,7,0,0,4,8,4,1,9,1,1,0,2,5,1,4,1,0,0,4,8,119,5
"RP5-968P14.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"ARID1A",22,22,8,3,2,2,4,2,4,13,1,1,7,34,7,5,15,1,3,3,4,4,35,4,4,3,2,3,7,259,44
"PIGV",9,2,1,0,3,0,0,1,1,0,0,0,0,5,1,1,3,0,0,0,0,0,4,1,0,0,1,1,1,54,3
"ZDHHC18",7,3,4,4,4,3,1,1,0,6,2,0,3,16,4,0,3,0,1,0,1,2,0,2,2,0,2,2,16,37,7
"SFN",12,5,1,0,1,1,0,1,2,4,0,0,5,5,1,0,3,0,0,3,11,0,3,6,1,0,0,0,4,1845,5
"GPN2",30,8,4,4,2,3,1,0,1,4,0,0,3,20,2,0,11,1,0,1,0,3,10,4,1,2,0,2,15,132,19
"GPATCH3",17,2,4,4,1,2,2,0,3,4,1,1,4,13,3,0,12,0,1,1,0,2,2,1,2,0,0,0,10,59,7
"NUDC",147,57,26,36,10,7,10,11,11,28,6,2,26,99,35,11,55,0,9,6,3,14,56,43,15,7,10,18,66,1355,122
"NR0B2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,63,0
"KDF1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,1,93,0
