"","Anti-inflammatory macro/mono","CD8aa IELs","cDCs","Double-Negative Tcells","Enteric glia cells","Fibroblasts","gdTcells","Lymphatic ECs","Memory Bcells","Memory CD4 Tcells","Memory CD8 Tcells","Myofibroblasts","Naive Bcells","Naive CD4 Tcells","Naive CD8 Tcells","NK cells","NKT cells","Normal Epithelial cells","Pericytes","Plasma cells","Proliferative Bcells","Regulatory CD4 Tcells","Vascular ECs","VSMCs"
"ALDH4A1",0,0,0,0,0,5,0,0,0,1,0,0,0,1,0,0,0,5,0,1,0,0,7,1
"IFFO2",0,0,0,0,3,4,2,0,2,14,3,0,0,1,0,0,2,1,1,1,1,1,12,0
"UBR4",0,3,0,0,15,81,15,2,10,17,11,2,8,9,2,3,2,23,1,0,3,3,33,2
"RP1-43E13.2",1,0,0,0,2,8,1,0,0,7,1,0,0,5,0,1,0,3,0,0,0,0,10,0
"EMC1",0,3,1,0,5,51,5,3,6,7,3,1,4,3,1,0,0,18,0,1,1,2,18,2
"MRTO4",0,1,0,2,4,41,8,7,18,19,5,2,13,14,1,1,3,34,0,2,0,4,32,5
"AKR7A3",0,0,0,1,0,2,0,0,0,1,0,0,1,0,0,0,0,73,0,0,0,0,2,0
"AKR7A2",3,2,5,2,14,204,20,17,20,33,9,23,7,15,0,3,2,99,1,2,2,5,94,9
"PQLC2",1,0,0,0,2,13,2,0,3,0,0,0,0,1,0,0,1,3,1,0,1,0,7,2
"CAPZB",20,41,17,12,39,574,89,62,96,256,119,35,50,76,11,11,27,153,5,2,13,24,314,25
"MINOS1",14,9,11,3,43,485,52,38,48,156,58,50,30,56,8,6,13,526,11,4,3,11,321,48
"NBL1",1,0,2,1,5,512,20,18,2,37,9,46,1,2,1,3,6,219,6,0,0,2,150,10
"TMCO4",1,0,0,0,0,19,1,1,7,8,1,1,1,2,0,0,0,10,0,2,0,1,10,2
"RNF186",0,0,0,0,0,4,0,0,0,0,0,0,0,1,0,0,0,51,0,0,0,0,0,0
"RP11-91K11.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"OTUD3",0,3,1,0,0,4,2,1,5,4,2,0,1,5,0,1,1,10,0,0,0,0,4,0
"PLA2G2A",0,0,0,0,0,61,0,0,0,2,0,0,0,0,0,0,0,147,0,0,0,1,0,0
"PLA2G5",0,0,0,0,1,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PLA2G2D",10,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
"PLA2G2C",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"UBXN10-AS1",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0
"UBXN10",0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,1,0
"VWA5B1",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CAMK2N1",1,0,0,0,5,141,8,4,1,2,0,5,0,3,0,0,1,224,3,0,1,0,57,8
"MUL1",0,3,0,0,3,34,6,2,12,8,2,1,3,3,0,0,0,13,0,0,1,2,33,1
"FAM43B",0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"CDA",1,1,0,0,0,45,0,1,0,0,0,0,0,0,0,0,0,13,0,0,0,0,45,0
"PINK1",1,0,0,0,7,63,2,4,0,2,2,4,0,1,0,1,0,15,0,0,0,0,100,4
"PINK1-AS",0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,2,1
"DDOST",3,6,6,5,14,227,30,9,24,65,27,3,11,28,2,3,6,90,1,7,5,8,80,9
"KIF17",0,0,0,0,0,1,0,6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,28,0
"HP1BP3",5,7,9,3,18,224,40,27,36,84,25,12,26,45,2,3,10,88,2,10,4,12,171,14
"EIF4G3",2,1,0,0,3,54,9,4,12,7,6,0,5,3,0,2,1,26,0,2,2,4,54,2
"ECE1",0,2,0,3,6,66,5,4,17,10,2,4,5,5,0,1,0,19,0,1,1,2,174,2
"RP5-1071N3.1",0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
"NBPF3",0,0,0,0,3,8,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"ALPL",0,0,0,0,0,4,0,0,5,0,1,0,2,0,0,0,0,1,0,0,0,0,80,0
"RAP1GAP",0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,13,0,0,0,0,0,0
"USP48",2,2,2,3,10,70,13,6,17,21,11,1,10,13,1,2,2,29,0,4,6,5,45,8
"HSPG2",0,0,0,0,59,121,0,15,3,1,0,11,0,0,0,0,0,10,2,0,0,0,320,12
"CELA3B",0,0,0,1,0,0,0,0,2,0,0,0,0,2,0,0,0,13,0,0,0,0,0,0
"CELA3A",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
"LINC00339",0,1,0,0,2,27,0,4,0,3,0,1,1,1,0,0,1,7,1,0,0,0,8,1
"CDC42",21,37,18,13,37,431,123,52,139,318,131,8,98,126,8,15,24,231,4,5,14,25,363,23
"RP1-224A6.9",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"WNT4",0,0,0,0,0,52,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5,0
"ZBTB40",0,2,0,0,1,6,2,0,3,3,5,0,0,4,1,0,0,7,0,0,0,0,4,0
"C1QA",278,0,160,1,0,4,0,3,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0
"C1QC",103,0,82,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"C1QB",233,0,116,0,0,3,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"EPHB2",0,0,1,0,0,6,0,0,0,1,0,0,0,0,0,0,0,55,0,0,0,0,1,0
"KDM1A",0,0,1,0,3,19,2,1,2,6,1,1,1,0,1,0,2,17,0,3,0,0,17,1
"LUZP1",1,8,3,1,17,88,14,8,12,61,19,3,8,13,2,7,5,55,4,1,0,5,269,6
"LINC01355",0,1,0,0,1,7,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,1
"HNRNPR",5,15,3,5,31,195,37,21,52,89,34,10,28,27,3,2,8,116,9,5,8,15,128,22
"ZNF436",0,0,0,0,1,8,1,1,1,1,2,2,0,1,0,0,0,2,0,0,0,0,18,0
"ZNF436-AS1",0,0,0,0,1,6,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,1
"TCEA3",0,0,0,0,2,83,2,1,1,2,0,2,1,9,0,0,1,191,2,0,0,0,12,7
"ASAP3",0,0,0,0,1,15,0,0,0,0,0,0,0,0,0,0,0,8,0,0,1,0,6,0
"E2F2",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0
"RP1-150O5.3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"ID3",0,6,3,1,261,2285,97,77,77,64,20,27,64,24,1,1,10,415,45,25,5,25,1198,49
"MDS2",0,1,0,0,0,2,0,0,3,2,0,0,0,7,0,0,0,0,0,0,0,0,0,0
"RPL11",100,565,231,230,354,6075,1434,808,4211,6376,1823,236,1820,3755,277,136,493,4834,61,178,267,532,3418,283
"TCEB3",0,6,0,0,2,42,13,6,12,31,8,2,4,14,1,1,5,31,0,1,2,3,59,1
"TCEB3-AS1",0,1,0,0,2,15,2,1,2,2,1,0,0,1,0,0,0,6,0,1,1,0,8,0
"PITHD1",5,10,1,6,27,109,59,10,38,101,53,3,17,61,5,15,12,67,2,2,5,15,88,11
"LYPLA2",1,3,4,1,1,26,12,5,16,20,11,1,9,10,0,3,3,39,2,0,4,3,41,0
"GALE",1,0,0,0,0,6,6,1,2,10,1,0,1,0,0,1,0,58,1,1,0,0,17,0
"HMGCL",0,0,0,0,7,88,5,6,4,1,2,3,3,1,0,0,0,66,1,0,1,1,54,1
"FUCA1",26,4,1,1,9,81,21,5,2,7,7,2,2,2,0,1,4,59,1,0,2,1,39,0
"CNR2",0,0,0,0,0,0,1,0,7,1,0,1,8,0,0,0,0,0,0,0,1,0,0,0
"PNRC2",3,12,4,3,9,180,31,4,48,89,32,8,38,31,2,7,8,99,3,1,9,10,145,12
"SRSF10",1,16,6,3,12,148,45,15,53,97,39,9,39,40,5,7,9,89,1,6,10,10,127,11
"MYOM3",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"IL22RA1",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0
"IFNLR1",0,0,0,0,0,0,0,0,1,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0
"RP11-10N16.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
"STPG1",0,0,0,0,1,9,0,0,1,1,0,0,1,0,0,0,0,5,0,0,1,0,5,1
"NIPAL3",0,2,0,0,1,6,8,4,4,11,10,1,3,7,1,0,3,15,0,0,0,0,15,0
"RCAN3",1,11,1,5,8,17,20,3,12,87,42,3,9,39,1,3,4,15,2,0,4,14,7,3
"RP4-594I10.3",0,4,0,1,1,6,10,0,2,28,6,0,3,9,1,2,0,3,0,0,0,1,2,0
"NCMAP",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SRRM1",4,30,10,16,39,265,88,25,125,215,105,12,65,133,11,18,26,182,8,5,9,28,238,17
"CLIC4",1,0,0,0,58,97,2,1,8,3,1,12,7,0,0,0,1,17,8,0,6,0,236,16
"RUNX3",3,37,5,10,3,8,77,2,37,154,128,1,17,24,8,12,26,4,0,0,2,7,0,0
"RP4-706G24.1",0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SYF2",4,14,6,6,34,325,47,37,76,129,45,11,59,61,3,7,17,117,6,4,8,30,250,30
"RSRP1",6,34,2,16,37,329,57,33,104,234,79,19,54,111,8,9,14,116,5,11,11,21,190,10
"RP3-465N24.6",0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
"TMEM50A",10,26,7,9,78,451,55,87,55,160,63,12,35,63,11,6,20,129,3,3,8,20,389,33
"TMEM57",1,8,2,1,4,38,29,8,8,40,16,2,13,17,3,3,7,28,0,4,1,2,52,2
"LDLRAP1",0,2,0,3,4,14,3,1,1,11,9,0,0,19,2,0,2,12,0,2,0,0,19,0
"RP11-70P17.1",0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0
"MAN1C1",0,2,0,1,2,89,19,4,0,16,16,3,0,11,0,0,1,0,1,0,0,1,19,0
"RP1-187B23.1",0,1,0,0,1,8,45,1,0,21,18,0,0,18,2,1,6,0,0,0,0,0,2,0
"SEPN1",1,0,1,0,5,36,0,9,3,2,1,1,2,0,0,1,0,9,1,0,0,0,69,0
"RP1-317E23.3",0,0,0,0,0,2,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0
"MTFR1L",0,0,1,0,6,80,4,8,6,8,0,1,0,2,0,0,3,15,0,0,1,1,38,7
"AUNIP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"PAQR7",0,0,1,0,1,25,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,5,0
"STMN1",13,14,4,0,54,99,16,63,29,41,13,8,22,28,4,4,5,251,0,2,59,4,136,6
"PAFAH2",0,0,0,0,1,12,1,1,1,4,2,1,0,1,0,1,1,13,0,0,0,1,11,1
"EXTL1",0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SLC30A2",0,0,0,0,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"PDIK1L",0,0,0,0,2,1,1,0,0,2,1,0,0,1,0,0,0,6,0,1,0,0,1,0
"FAM110D",0,1,0,0,0,4,1,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,485,0
"RP11-96L14.7",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ZNF593",0,1,2,2,3,83,14,18,22,30,8,3,12,10,1,2,3,98,0,2,4,4,65,4
"CNKSR1",0,0,0,0,0,1,1,1,0,2,0,0,0,0,0,0,0,18,0,0,1,0,0,0
"CEP85",0,0,0,0,1,1,0,0,0,2,0,0,0,1,0,0,1,6,0,1,1,0,2,0
"SH3BGRL3",26,109,36,31,46,1080,347,101,236,930,466,15,149,201,25,39,124,721,4,9,32,100,515,19
"UBXN11",0,0,0,0,0,18,4,6,4,19,5,0,1,4,0,0,1,11,0,0,1,0,12,2
"CD52",0,76,22,38,10,48,468,3,791,1159,529,5,512,362,38,27,156,15,1,5,25,87,15,2
"AIM1L",0,0,0,0,0,3,1,0,0,1,1,0,0,0,0,0,1,2,0,0,0,0,1,0
"ZNF683",0,0,0,0,0,0,2,0,0,0,11,0,0,0,0,0,1,0,0,0,0,0,0,0
"DHDDS",1,0,0,0,3,20,4,0,11,9,7,1,1,4,0,1,0,26,0,0,1,1,13,4
"HMGN2",26,35,26,16,38,731,141,28,204,263,102,16,123,128,11,21,28,771,7,18,123,25,298,77
"RPS6KA1",1,2,0,2,0,2,9,1,6,3,1,0,4,3,0,1,2,43,1,0,1,1,7,0
"RP5-968P14.2",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"ARID1A",3,7,1,1,10,51,15,5,31,26,9,3,13,6,1,3,8,47,1,0,3,1,72,6
"PIGV",1,1,0,0,4,30,0,2,2,6,1,2,0,0,0,0,0,8,1,0,1,1,11,0
"ZDHHC18",0,4,1,1,0,6,4,1,6,6,4,0,0,4,0,0,2,11,0,0,0,2,5,0
"SFN",0,1,0,0,1,23,9,1,5,9,3,1,2,7,1,0,1,479,0,1,1,1,7,3
"GPN2",0,5,0,2,5,22,6,3,8,16,8,1,4,10,0,0,0,16,0,1,0,0,23,1
"GPATCH3",0,0,0,1,6,15,3,2,7,12,6,0,2,6,0,1,2,15,0,0,0,0,12,2
"NUDC",2,7,1,3,31,267,34,27,38,73,29,9,24,31,3,3,12,106,7,7,7,6,184,30
"NR0B2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0
"KDF1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0
"TRNP1",0,0,0,0,3,2,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0
"FAM46B",0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,1,4
"SLC9A1",2,0,0,0,3,45,3,2,4,12,8,5,1,4,1,0,0,15,1,0,2,0,30,1
"WDTC1",2,0,0,1,4,15,3,2,5,2,2,2,4,4,1,0,1,11,0,0,1,1,12,1
"TMEM222",1,4,0,0,8,60,8,10,8,13,4,4,7,11,2,1,2,27,0,0,1,1,36,0
"SYTL1",0,3,1,4,1,6,9,0,32,38,17,2,28,18,0,2,3,10,0,10,3,4,1,0
"MAP3K6",0,0,0,0,1,19,0,0,0,2,0,1,0,0,1,0,1,4,0,0,0,0,18,2
"FCN3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0
"CD164L2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"GPR3",1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,5,0,0,0,0,2,1
"WASF2",4,14,3,6,43,293,29,33,55,82,31,29,25,44,2,5,3,138,9,2,7,8,318,22
"RP1-159A19.4",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"AHDC1",1,0,0,0,1,40,1,0,0,3,0,0,1,0,0,0,1,8,2,0,0,0,25,4
"FGR",1,1,3,0,0,0,0,4,1,0,2,0,3,0,0,3,0,0,0,0,0,0,6,0
"RP11-288L9.1",0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0
"IFI6",7,9,28,2,85,579,17,38,11,68,28,13,12,21,2,5,9,8,4,2,0,7,871,2
"FAM76A",0,0,1,1,0,45,3,0,13,8,5,3,5,3,0,0,0,10,1,2,0,1,22,2
"STX12",1,1,0,1,15,68,1,7,12,17,4,3,7,3,0,0,3,38,0,2,4,0,64,3
"PPP1R8",2,3,0,1,3,43,5,4,10,18,6,4,5,9,1,2,1,17,0,0,0,3,27,8
"THEMIS2",6,0,12,0,1,22,0,18,37,4,2,1,5,1,0,1,2,1,0,8,1,0,5,0
"RPA2",1,3,0,2,9,96,11,7,52,34,16,6,22,15,0,0,3,16,1,0,2,3,59,5
"SMPDL3B",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,18,0,1,0,1,2,0
"RP11-460I13.2",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"XKR8",1,3,0,1,0,13,5,3,4,9,4,0,0,3,0,0,1,6,0,0,0,1,10,1
"EYA3",1,2,0,0,1,21,4,0,5,8,1,1,2,0,0,0,0,5,0,0,4,3,15,0
"PTAFR",1,0,0,0,2,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,3,0,32,0
"DNAJC8",6,8,2,2,21,259,44,21,49,122,51,16,51,77,3,6,16,71,6,5,11,19,215,23
"ATPIF1",6,13,5,15,40,365,55,44,57,154,69,27,45,86,2,12,25,614,7,13,20,25,326,48
"RP5-1092A3.4",0,0,0,0,0,0,0,0,3,3,0,0,1,2,0,0,0,0,0,0,0,0,0,0
"SESN2",5,6,4,2,4,62,11,2,6,30,14,3,4,22,1,4,1,8,1,1,0,1,18,2
"MED18",0,0,0,0,2,5,0,2,1,2,2,0,0,1,0,0,1,3,0,0,0,0,2,0
"PHACTR4",0,3,0,0,17,43,9,6,4,14,4,1,4,3,0,0,4,37,1,1,1,4,83,3
"RCC1",0,1,0,1,2,38,4,1,5,6,3,0,3,7,0,0,1,38,0,0,1,0,17,1
"TRNAU1AP",0,2,1,0,8,50,7,6,20,24,4,0,7,2,0,1,4,13,3,1,2,3,20,3
"SNHG12",4,7,1,0,9,92,19,5,49,37,11,1,23,18,0,7,8,40,0,4,7,4,34,4
"TAF12",4,5,0,1,10,86,10,7,13,26,14,3,6,5,0,0,4,17,1,1,4,5,69,1
"RAB42",1,0,0,0,0,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0
"RP11-442N24--B.1",0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"RNU11",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"GMEB1",0,0,0,0,1,12,9,2,16,7,7,1,6,5,1,0,2,9,0,0,0,2,25,3
"YTHDF2",4,11,4,6,9,121,43,11,48,108,35,2,36,39,4,7,11,117,3,4,5,5,156,11
"EPB41",0,2,0,0,1,1,11,2,23,41,8,0,7,21,1,1,3,21,0,1,0,8,10,3
"TMEM200B",0,0,0,0,1,13,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,3,1
"SRSF4",4,6,1,6,18,140,21,20,43,50,16,4,23,24,0,4,3,72,3,5,2,10,217,17
"MECR",0,0,0,0,5,36,2,0,4,3,2,0,3,2,0,0,0,8,0,0,1,0,17,3
"PTPRU",0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
"MATN1",0,0,0,1,0,1,0,0,1,0,0,0,5,1,0,0,0,0,0,1,0,0,0,0
"MATN1-AS1",0,0,0,0,0,1,2,0,5,4,2,1,7,1,0,1,1,0,0,1,0,0,1,0
"LAPTM5",30,46,47,29,2,35,143,75,684,566,189,3,622,283,16,15,41,5,1,0,130,68,15,4
"SDC3",5,0,0,0,18,56,0,8,0,0,0,9,1,0,0,1,0,0,0,0,0,1,24,2
"PUM1",2,5,4,1,10,99,13,9,23,37,16,2,16,18,0,4,3,62,1,0,4,4,76,6
"SNRNP40",2,0,1,0,6,89,4,10,9,26,8,3,11,12,0,2,5,27,1,0,5,3,54,4
"ZCCHC17",3,1,2,2,11,111,8,4,7,32,18,7,6,7,2,3,4,43,2,0,2,7,100,11
"FABP3",2,0,0,0,0,53,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,3
"SERINC2",0,0,0,0,1,3,5,2,1,2,2,0,4,0,0,0,0,154,0,0,1,1,6,1
"TINAGL1",0,1,0,0,2,4,2,11,1,0,1,1,0,0,0,0,0,85,15,0,0,1,372,80
"HCRTR1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"PEF1",3,5,3,4,11,105,24,16,18,37,17,5,7,10,1,3,5,46,0,1,1,5,162,11
"RP11-73M7.9",0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"COL16A1",0,0,0,0,16,91,1,2,0,1,0,2,0,0,0,0,1,4,1,0,0,0,6,3
"ADGRB2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"RP11-84A19.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"PTP4A2",3,14,8,8,5,200,32,18,49,64,21,12,13,16,1,8,4,175,0,6,13,2,184,11
"KHDRBS1",0,13,6,4,24,267,47,23,69,99,39,12,36,59,11,7,15,171,2,7,16,10,242,14
"RP11-277A4.4",0,1,0,0,1,2,1,0,1,2,1,0,1,1,0,0,0,0,0,0,0,0,4,0
"TMEM39B",0,1,1,1,4,31,3,2,2,3,2,2,1,2,0,0,0,8,0,1,3,1,32,2
"KPNA6",2,4,1,2,2,57,18,5,17,36,9,7,14,14,2,0,3,36,0,2,1,3,52,6
"TXLNA",0,1,1,0,4,38,1,4,4,8,2,2,0,1,1,2,1,15,0,1,0,0,24,3
"CCDC28B",1,0,0,0,3,43,0,4,1,4,0,2,2,1,0,0,0,4,0,1,0,0,11,2
"IQCC",0,0,0,0,0,4,0,0,0,0,1,0,0,1,0,0,0,3,0,0,0,0,1,0
"DCDC2B",0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"TMEM234",0,1,0,0,5,25,3,2,1,7,4,0,2,1,0,1,1,6,1,0,0,2,10,2
"EIF3I",8,18,13,4,22,323,65,44,87,151,55,22,62,58,6,3,13,190,3,7,14,15,352,26
"FAM167B",1,0,0,0,0,6,1,0,0,2,1,0,0,0,1,0,1,0,0,0,0,0,345,0
"LCK",0,32,0,6,3,12,120,0,6,184,95,1,8,67,6,12,40,4,0,0,3,35,1,0
"HDAC1",1,5,3,4,10,97,26,16,48,47,29,4,17,24,1,5,5,138,1,1,23,7,155,9
"MARCKSL1",9,17,10,14,34,193,46,99,104,140,76,5,96,88,2,6,16,378,3,7,123,3,380,6
"TSSK3",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"FAM229A",0,0,0,0,0,3,0,0,0,0,1,0,0,1,0,0,0,7,0,0,0,0,4,0
"BSDC1",2,8,1,1,12,86,17,9,19,32,8,3,12,21,1,1,1,44,2,3,3,6,59,3
"ZBTB8B",0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ZBTB8A",0,0,0,0,1,14,1,3,0,0,0,0,0,0,0,0,0,14,1,0,0,0,10,1
"ZBTB8OS",6,1,2,4,6,78,3,11,15,24,12,5,6,8,1,1,2,41,2,7,7,3,53,6
"RBBP4",0,5,1,0,10,97,18,9,21,40,13,2,17,11,1,1,6,60,2,3,12,6,73,8
"SYNC",0,0,0,2,3,36,1,2,4,5,5,0,1,3,0,0,2,8,0,0,1,3,8,0
"RP11-114B7.6",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"KIAA1522",0,0,0,0,2,4,0,5,2,1,0,0,0,0,0,0,0,57,0,0,0,1,1,0
"YARS",1,1,1,4,3,31,2,1,3,10,7,1,4,4,0,2,3,24,0,0,2,2,23,1
"S100PBP",0,0,0,0,7,25,3,2,5,3,2,3,1,2,0,0,1,4,1,0,1,1,12,2
"FNDC5",0,1,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"HPCA",0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0
"TMEM54",1,0,1,0,3,43,3,10,4,7,1,5,5,2,0,0,1,441,0,0,1,2,37,1
"RNF19B",1,2,1,0,5,16,1,2,1,16,3,0,1,7,0,0,1,16,0,1,2,0,58,1
"AK2",2,4,2,0,15,87,18,20,12,25,9,7,9,11,1,0,4,112,2,0,8,3,89,6
"AZIN2",0,2,0,0,4,4,2,2,2,0,0,0,2,0,1,0,0,4,0,0,1,0,5,0
"TRIM62",0,0,0,1,0,2,0,0,0,1,2,0,2,1,0,0,0,0,0,0,0,0,4,0
"ZNF362",0,0,1,0,1,23,2,2,1,2,1,1,1,2,0,0,0,5,1,0,0,3,23,1
"PHC2",0,0,1,0,5,29,2,1,3,3,3,1,0,2,1,0,0,13,1,0,1,0,40,1
"ZSCAN20",0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
"CSMD2",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0
"C1orf94",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SMIM12",2,6,3,0,8,49,23,10,15,35,22,2,8,22,0,0,4,30,1,1,3,5,79,7
"GJB3",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,37,0,0,0,0,0,0
"GJA4",0,0,1,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,7,0,0,0,140,39
"DLGAP3",0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,1,1,0,0,0,0,0,0
"RP11-244H3.4",0,0,0,0,0,3,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1
"ZMYM6",1,0,0,0,0,4,1,1,2,5,0,0,0,1,0,0,0,6,0,1,0,0,8,0
"ZMYM1",0,0,0,0,3,8,0,1,2,1,2,0,2,2,0,0,0,1,0,0,0,0,5,1
"SFPQ",12,29,12,9,45,494,117,34,141,289,99,14,96,122,13,18,40,257,8,8,14,24,348,30
"ZMYM4",0,0,0,0,2,25,1,1,4,5,1,1,3,6,0,1,0,6,0,0,1,0,12,1
"KIAA0319L",1,1,1,4,7,28,3,6,7,22,7,3,1,6,0,1,0,32,0,1,1,2,40,3
"NCDN",1,1,0,0,0,11,2,2,2,8,1,1,0,3,0,0,1,1,0,0,0,1,2,2
"RP4-728D4.2",0,1,0,1,0,0,2,0,0,1,1,0,2,1,0,0,1,0,0,1,2,1,1,0
"TFAP2E",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"PSMB2",5,7,9,1,32,232,28,32,28,71,36,3,35,24,1,1,12,125,1,4,13,5,178,15
"C1orf216",0,0,0,0,2,12,2,2,0,5,2,2,1,2,0,0,0,0,1,0,0,3,20,2
"CLSPN",0,2,0,0,0,1,4,0,0,1,3,0,0,1,0,0,2,9,0,0,0,0,1,0
"AGO4",0,1,1,0,2,15,1,2,1,2,4,0,1,1,0,0,0,3,0,0,0,0,11,0
