"","ImmProt_T8.CM_01","ImmProt_T8.CM_02","ImmProt_T8.CM_03","ImmProt_T8.CM_04","ImmProt_T8.CM_01_activated","ImmProt_T8.CM_02_activated","ImmProt_T8.CM_03_activated","ImmProt_T8.CM_04_activated","ImmProt_T8.EM_01","ImmProt_T8.EM_02","ImmProt_T8.EM_03","ImmProt_T8.EM_04","ImmProt_T8.EM_01_activated","ImmProt_T8.EM_02_activated","ImmProt_T8.EM_03_activated","ImmProt_T8.EM_04_activated"
"26",0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0
"314",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8639",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1591",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1594",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"10993",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"6818",0,0,0,1,0,0,0,1,0,1,1,0,1,0,0,0
"89874",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"55293",0,0,0,0,1,1,1,1,0,0,0,0,0,0,1,1
"3945",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"92483",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"160287",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3948",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3939",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"134526",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"51",0,0,0,0,1,1,1,1,0,0,0,0,1,0,1,1
"95",0,0,0,0,1,1,1,1,0,0,0,0,1,0,1,1
"50",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"48",1,0,1,0,1,1,1,1,1,0,0,0,1,0,1,0
"8309",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"52",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"55",0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0
"788",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"9194",1,1,0,0,1,1,0,1,1,1,0,0,1,0,0,0
"55902",0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0
"9123",0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1
"6566",0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1
"57835",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"65985",0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,1
"8671",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"438",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1571",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4967",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"100",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"8050",1,0,0,1,0,0,1,1,1,1,1,0,0,0,0,0
"1738",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"3177",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1743",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"126",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"205",0,0,0,0,1,1,1,1,0,0,0,0,1,0,1,1
"128",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"204",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"130",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"127",1,1,0,0,0,0,1,1,1,1,1,1,0,0,0,0
"131",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"124",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"125",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26289",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"137872",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1312",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"50808",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"262",0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
"117247",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"222",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"113",0,1,1,0,0,1,0,0,0,1,1,1,0,1,1,0
"218",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"108",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"220",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"221",0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
"114",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"111",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3242",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"115",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18",1,1,1,1,0,0,0,0,1,1,1,1,0,1,0,0
"109",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"55811",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"196883",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2531",0,1,1,0,1,1,1,0,1,0,0,1,1,0,0,0
"107",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23498",0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1
"112",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"55268",1,1,1,1,0,0,0,1,0,1,1,0,0,1,0,1
"51166",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2030",0,0,0,0,1,1,1,1,0,0,0,0,1,0,1,1
"883",1,0,1,0,0,0,1,1,1,0,0,1,0,0,0,0
"1644",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4129",0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0
"9154",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"64078",0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
"4128",0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1
"9153",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10165",1,0,1,1,0,0,0,0,1,1,0,1,1,0,0,0
"55315",0,0,1,1,0,0,0,0,1,1,1,1,0,0,0,0
"8604",1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0
"245972",1,1,1,1,0,0,0,0,1,0,1,1,0,0,0,0
"2572",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9114",0,0,0,0,1,0,0,0,0,1,0,0,1,1,1,1
"11164",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"2571",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"952",0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1
"51380",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1375",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"533",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2805",1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"50617",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1374",0,1,1,1,0,1,0,0,1,1,1,1,0,0,1,1
"2806",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"8659",0,0,0,0,1,1,1,1,1,0,0,0,0,0,1,1
"126129",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10312",0,0,1,1,1,1,0,0,1,1,0,1,0,1,1,1
"6817",0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
"535",0,0,0,1,1,0,0,1,1,0,0,1,0,1,1,0
"127124",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"523",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"1376",1,0,0,0,0,1,1,1,0,1,0,0,0,1,0,1
"6799",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9060",0,0,0,0,0,0,1,1,0,1,0,1,1,0,0,1
"8992",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9061",0,0,0,0,1,1,1,1,0,0,0,0,1,0,1,1
"158",1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1
"9550",1,0,0,0,0,0,1,1,1,1,1,1,1,0,1,1
"4363",0,0,0,0,1,1,1,1,0,0,0,0,1,0,1,1
"529",1,0,1,0,1,1,1,1,1,1,1,1,1,0,1,1
"6822",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6573",0,0,0,0,0,1,1,1,0,0,0,0,1,0,1,1
"146712",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"528",0,0,0,0,0,1,1,1,1,0,0,0,1,0,1,0
"316",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10678",1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0
"6571",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"6570",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10331",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"51382",1,0,0,0,1,1,0,1,1,0,0,0,1,0,1,0
"2348",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"90423",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"534",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"374907",0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0
"2352",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"51606",1,0,1,0,1,1,1,1,0,0,0,0,1,0,1,0
"11041",0,0,0,0,1,1,0,0,1,0,1,0,1,0,1,1
"93010",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9296",0,0,0,0,1,1,0,1,0,1,1,0,1,1,0,1
"79369",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4125",0,0,0,0,1,1,1,0,0,1,1,0,1,0,1,1
"954",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"79814",0,0,1,0,1,1,1,1,0,0,0,0,0,0,1,1
"53947",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"51146",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"953",0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,1
"206358",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"957",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"56895",0,0,0,1,1,0,0,0,1,1,1,1,0,0,1,1
"6540",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"137964",1,0,0,1,1,0,1,1,1,0,0,0,0,1,1,0
"129642",0,0,0,0,1,1,0,1,0,0,0,0,1,0,1,0
"956",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"955",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6539",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"56894",1,0,1,0,0,1,0,0,0,1,0,0,1,0,1,1
"10555",0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,1
"55326",1,1,0,1,0,0,1,1,1,1,0,0,0,0,1,0
"10554",1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,1
"6529",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6538",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10449",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"38",0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,1
"64850",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"377841",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3032",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"292",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"293",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"64902",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3030",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"189",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"291",1,1,1,0,0,0,0,0,1,1,1,1,0,0,0,0
"39",1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"30",0,0,0,0,1,1,1,1,1,1,1,0,1,0,1,1
"32",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9197",0,0,0,1,0,1,1,1,1,0,0,0,1,0,0,1
"4126",1,0,1,0,0,0,0,0,1,1,1,1,0,0,0,0
"3073",0,0,1,0,0,1,0,0,1,1,1,1,0,0,0,0
"3074",1,0,1,1,0,0,0,0,1,1,1,1,0,0,0,0
"79611",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10606",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"8706",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"84532",1,0,1,1,0,0,0,0,1,1,1,1,1,1,0,0
"64841",0,0,0,0,1,1,1,1,0,1,0,0,1,0,1,1
"55577",1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1
"5238",0,0,0,0,1,1,1,1,0,0,0,0,1,0,1,0
"8705",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9487",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10317",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"162417",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6572",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"84002",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"47",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"570",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3141",0,0,0,0,0,1,1,1,0,0,0,0,1,0,1,1
"54187",1,0,1,0,1,1,1,1,1,0,0,1,1,0,1,1
"140679",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26503",0,0,1,1,0,0,0,0,1,1,1,1,0,0,0,0
"54",1,1,0,1,1,0,0,0,0,1,1,0,0,0,0,1
"8424",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"51205",1,1,1,0,0,0,0,0,1,1,1,1,0,0,0,0
"53630",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"140838",0,0,0,0,1,0,1,0,1,1,1,0,1,0,0,0
"622",1,0,1,0,1,1,1,1,0,0,0,0,1,0,1,1
"36",1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,0
"34",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"84129",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23743",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"80724",1,0,1,0,1,1,1,0,0,0,0,0,0,0,1,0
"635",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"27034",1,1,1,0,0,0,0,0,1,1,1,1,0,0,0,0
"10599",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28976",0,0,0,0,1,1,1,1,0,1,0,0,1,1,1,1
"1244",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35",1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0
"3712",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"1607",1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0
"8714",0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0
"28234",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"644",1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1
"1468",0,0,0,0,1,1,1,1,0,0,0,0,0,0,1,0
"8402",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"64849",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"645",1,0,1,0,1,1,1,1,1,1,1,1,1,1,0,1
"9488",0,0,0,0,0,1,1,0,0,0,0,0,1,1,1,1
"1610",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10380",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"686",0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0
"1645",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2745",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"1109",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8884",0,0,0,0,1,1,1,0,0,0,0,0,1,0,1,1
"80704",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"51022",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"51733",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7108",0,0,1,1,0,1,0,0,1,0,1,0,1,0,1,0
"6718",0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0
"8528",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6510",0,0,0,0,1,1,1,1,0,0,0,0,1,0,1,1
"50814",0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1
"3295",0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1
"6307",0,0,0,0,1,1,1,1,0,0,0,0,1,0,1,1
"6509",0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1
"1632",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"56301",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"492",1,0,0,1,0,0,0,1,1,0,1,0,1,0,0,1
"10455",1,0,1,0,1,1,0,0,1,0,0,0,1,0,0,1
"490",1,0,0,1,1,1,1,1,0,0,0,0,0,0,1,0
"6520",0,0,0,0,1,1,1,1,1,1,0,0,1,1,1,1
"1633",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"211",0,0,1,1,0,1,1,0,0,0,0,1,1,0,1,1
"493",0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,1
"6319",0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,1
"9415",0,0,0,0,1,1,1,0,0,0,0,0,1,0,1,1
"491",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23464",0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1
"3992",0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1
"212",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8694",0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1
"847",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"84649",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
"1716",1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0
"6546",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"6547",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"54407",0,1,0,0,0,1,1,1,0,1,0,0,1,0,1,1
"6541",0,0,0,0,1,1,1,1,0,0,0,0,1,0,1,1
"6543",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6515",0,0,0,0,1,1,1,1,0,0,0,0,1,0,1,1
"59272",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"84889",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6517",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"81539",0,0,0,0,1,1,1,1,0,0,0,0,0,0,1,0
"340024",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6513",0,0,0,0,1,1,1,1,0,0,0,0,1,0,1,1
"55089",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1718",0,0,0,0,0,0,1,1,0,0,0,0,1,1,1,1
"2538",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1581",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"57818",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"92579",0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,1
"1373",0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
"873",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"11254",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"57393",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6542",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"84706",0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0
"1717",0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1
"2875",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8560",1,0,0,0,1,1,1,0,0,0,0,0,1,0,1,1
"10423",1,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0
"123099",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"92745",0,0,0,0,1,1,1,0,0,0,0,0,1,0,1,1
"10991",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1040",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11309",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"8760",1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0
"284273",1,0,1,1,0,0,0,0,1,1,0,1,0,0,1,0
"6783",0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0
"1723",0,0,0,0,1,1,1,0,0,1,0,0,1,0,1,1
"10327",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"10390",0,0,0,0,1,1,1,1,0,0,0,0,1,0,1,0
"56994",0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0
"1807",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"64781",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"1809",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8854",0,1,0,1,1,0,0,1,0,0,0,0,1,1,0,1
"1808",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"10087",0,0,0,0,1,1,1,1,0,0,0,0,1,0,1,0
"23539",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6565",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9023",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"224",1,1,0,0,0,1,0,0,1,1,0,0,1,0,0,0
"501",0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1
"2224",1,0,1,0,1,1,1,1,1,1,0,1,1,1,1,1
"1103",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29958",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"60386",0,0,0,0,1,1,1,1,0,0,0,0,1,0,1,1
"223",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"216",0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0
"162466",0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1
"84920",0,0,0,0,1,1,0,0,0,0,0,1,1,0,1,0
"5130",1,0,0,0,0,1,0,1,1,1,1,1,1,0,0,1
"9468",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6579",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"217",0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
"219",1,1,0,0,1,1,0,1,1,0,0,0,1,0,1,1
"79087",1,0,0,1,0,0,0,0,1,1,1,1,0,0,0,0
"239",0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0
"6555",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6554",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26002",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1621",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
