"","Anti-inflammatory macro/mono","CAFs","CD8aa IELs","cDCs","CXCL13+ CD8 Tcells","Cytotoxic CD8 Tcells","Double-Negative Tcells","Fibroblasts","Follicular CD4 Tcells","gdTcells","IL17+ CD4 Tcells","IL22+ CD4 Tcells","Memory Bcells","Memory CD4 Tcells","Memory CD8 Tcells","Naive Bcells","Naive CD4 Tcells","NK cells","NKT cells","pDCs","Pericytes","Plasma cells","Pro-inflammatory macro/mono","Proliferative CD4 Tcells","Proliferative CD8 Tcells","Regulatory CD4 Tcells","Tumour Epithelial cells","Vascular ECs"
"FLJ37453",0,5,0,0,0,1,0,0,0,1,1,0,2,2,1,0,1,0,0,2,3,0,0,0,1,2,79,2
"SPEN",14,17,3,0,5,1,0,1,8,4,3,0,2,5,7,0,7,1,3,6,8,1,11,1,4,20,332,20
"ZBTB17",4,6,3,2,9,1,1,2,8,2,2,0,1,6,2,1,1,1,0,1,1,1,3,0,3,14,90,3
"C1orf64",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"HSPB7",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CLCNKA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"CLCNKB",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"FAM131C",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0
"EPHA2",3,10,0,0,3,0,1,1,1,0,0,0,0,1,3,0,0,1,1,2,4,1,1,0,0,2,1142,12
"RP11-276H7.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0
"RP11-276H7.3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0
"ARHGEF19",0,5,0,0,3,0,1,0,2,0,0,1,1,1,0,0,0,0,1,0,0,0,0,1,0,1,69,1
"RSG1",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,5,0
"FBXO42",2,3,3,0,6,1,0,2,4,2,0,0,1,4,1,0,0,2,0,0,2,0,1,0,2,8,45,3
"SZRD1",24,44,7,2,13,9,1,3,20,7,7,8,6,25,8,1,8,2,6,4,12,2,15,8,6,38,431,29
"SPATA21",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"NECAP2",50,28,5,3,21,8,2,1,20,6,10,1,6,32,8,0,15,10,4,8,10,0,13,0,6,75,369,23
"RP4-798A10.2",1,0,0,1,0,0,0,0,1,1,0,0,0,0,2,0,1,0,0,0,0,0,0,0,1,1,1,1
"RP4-798A10.7",0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,14,0
"RP4-798A10.4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"NBPF1",0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0
"CROCC",0,11,0,0,3,1,1,0,2,0,0,1,0,4,2,0,0,1,0,0,0,0,0,0,0,5,36,0
"RP11-108M9.4",6,11,1,0,0,0,0,2,0,0,0,0,0,3,0,0,0,1,0,0,0,0,5,0,0,0,177,4
"RP11-108M9.6",0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,1,0,0,0,0,1,0,0,1,31,0
"MFAP2",0,113,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,50,4
"ATP13A2",25,2,0,1,4,1,0,0,1,0,3,0,0,5,3,0,1,3,1,9,3,0,1,1,3,6,164,5
"SDHB",77,49,7,13,26,8,3,2,14,5,4,2,3,23,14,1,13,7,0,13,20,2,26,3,8,44,1977,27
"PADI2",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,55,1
"PADI1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
"PADI4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"AC004824.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"RCC2",21,22,1,2,14,5,0,1,3,1,2,0,0,6,3,2,2,0,3,6,3,1,5,0,1,6,297,17
"ARHGEF10L",3,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2,0,0,0,0,2,158,1
"ACTL8",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0
"IGSF21",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"KLHDC7A",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
"ALDH4A1",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,88,3
"IFFO2",1,0,1,0,1,0,0,0,1,0,1,0,0,3,2,0,1,0,0,0,4,0,0,0,2,10,72,3
"UBR4",27,14,2,0,9,2,0,2,4,0,1,0,1,9,8,2,3,6,2,1,10,0,8,0,1,13,299,17
"RP1-43E13.2",1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1
"EMC1",9,8,0,1,1,1,0,0,1,0,0,1,1,3,3,1,1,1,1,1,4,1,3,1,0,3,157,4
"MRTO4",8,16,2,0,6,2,0,1,4,1,2,0,3,6,3,3,4,0,1,0,8,0,2,2,2,12,744,11
"AKR7A3",0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,961,0
"AKR7A2",27,92,4,4,18,2,0,9,10,2,3,4,4,11,5,2,6,10,3,5,14,2,13,3,10,41,563,15
"PQLC2",8,8,0,1,2,0,0,0,1,0,0,0,0,2,1,0,0,0,0,0,3,0,1,1,0,1,83,2
"CAPZB",279,279,32,31,154,50,6,9,97,30,46,21,23,165,82,5,36,23,12,25,73,3,88,29,46,240,2689,73
"RP5-1056L3.1",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MINOS1",149,206,15,15,52,11,5,14,43,8,18,6,9,59,26,2,18,11,8,18,46,5,62,10,15,124,5720,102
"NBL1",17,428,4,1,58,12,2,24,21,5,3,1,1,36,14,0,3,13,2,0,14,0,1,4,9,8,1498,15
"TMCO4",1,4,1,0,1,1,0,1,1,0,0,0,0,4,2,0,0,0,0,0,2,0,3,0,0,6,61,4
"RNF186",0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,661,0
"RP11-91K11.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
"OTUD3",1,1,1,0,2,1,0,0,1,0,1,0,0,2,1,0,1,0,0,0,1,0,0,0,1,0,76,2
"PLA2G2A",1,24,0,0,2,1,0,0,0,0,0,0,0,2,1,0,0,1,0,0,1,0,0,0,0,3,760,1
"PLA2G5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"PLA2G2D",5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
"RP3-340N1.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"PLA2G2C",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"UBXN10-AS1",0,0,0,0,1,1,0,0,2,0,1,0,0,5,0,0,0,0,0,0,0,0,0,1,0,5,14,0
"UBXN10",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95,0
"CAMK2N1",3,38,0,0,2,1,0,2,1,1,1,0,0,1,4,0,0,0,0,0,14,0,1,0,0,3,1980,5
"MUL1",1,9,0,0,7,1,0,1,3,1,2,0,0,6,2,1,1,0,0,1,4,2,1,0,1,10,70,2
"CDA",3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,1,310,18
"PINK1",5,6,0,0,4,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1,7,0,0,0,0,3,83,26
"PINK1-AS",0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0
"DDOST",50,68,6,6,32,5,4,4,18,8,9,4,6,33,14,3,8,7,13,7,20,14,15,0,9,44,1749,21
"KIF17",4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,2
"HP1BP3",12,63,11,1,36,13,3,4,26,9,5,5,9,31,18,1,21,10,6,11,17,0,8,8,14,61,563,31
"EIF4G3",8,18,2,5,9,3,0,2,6,0,0,1,4,8,0,0,0,2,1,4,3,1,2,0,1,6,217,14
"ECE1",1,23,3,1,1,2,1,0,2,2,0,0,0,8,5,0,3,2,0,9,44,1,2,0,1,10,135,55
"RP3-329E20.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"RP5-1071N3.1",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"NBPF3",1,4,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,4,0,0,0,1,0,21,1
"ALPL",0,6,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5
"RAP1GAP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0
"USP48",3,17,3,1,12,4,0,2,7,4,6,2,7,20,7,2,3,3,2,2,8,12,3,1,6,45,335,14
"LDLRAD2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"HSPG2",4,39,1,0,0,0,0,6,0,0,0,0,0,2,1,0,0,0,0,0,2,0,1,0,0,1,183,211
"CELA3B",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
"CELA3A",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"LINC00339",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,15,1
"CDC42",198,217,46,35,173,55,15,8,132,48,42,18,47,212,94,9,62,29,27,28,73,5,133,35,55,396,3393,153
"RP1-224A6.9",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"WNT4",0,15,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"ZBTB40",2,4,1,0,1,2,0,0,3,0,0,0,2,2,1,0,0,1,0,0,0,0,0,0,0,3,32,1
"C1QA",2688,3,3,212,1,0,0,0,1,2,0,2,0,4,2,0,3,0,0,1,0,0,242,0,0,4,83,1
"C1QC",1202,1,0,29,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,0,0,0,10,0
"C1QB",2715,2,0,146,3,0,0,0,2,2,0,0,0,4,3,0,1,0,0,0,2,0,247,1,1,1,81,2
"EPHB2",3,5,0,0,0,0,0,1,1,0,0,0,0,1,2,0,0,0,0,0,0,0,1,0,0,0,786,0
"C1orf234",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"KDM1A",3,13,0,0,3,1,0,2,1,0,1,0,2,1,0,0,1,1,0,4,1,1,0,0,1,2,320,9
"LUZP1",5,66,8,3,14,5,4,3,16,5,1,2,1,39,13,0,13,9,6,2,14,0,3,2,2,62,504,61
"HTR1D",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
"LINC01355",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
"HNRNPR",30,43,9,7,54,20,4,2,26,6,17,1,12,43,25,2,7,9,6,4,18,3,16,10,27,88,1801,35
"ZNF436",1,3,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,19,4
"ZNF436-AS1",0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,9,0
"RP5-1057J7.7",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TCEA3",0,13,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,2,145,1
"ASAP3",0,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
"E2F2",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,32,0
"RP1-150O5.3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"ID3",65,945,7,1,38,6,1,64,8,15,0,0,61,20,6,5,10,14,9,3,374,1,6,0,7,139,4742,275
"MDS2",0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,6,0
"RPL11",1008,2191,474,316,1222,473,181,166,879,372,307,119,876,2353,814,292,1219,332,255,562,449,190,790,170,265,2897,54043,906
"TCEB3",5,14,3,0,14,4,0,0,9,2,3,2,7,11,5,2,5,1,1,4,8,1,4,0,2,11,185,9
"TCEB3-AS1",2,4,0,0,1,0,0,0,0,0,0,0,1,2,2,0,0,1,0,0,2,0,0,0,0,2,42,3
"PITHD1",26,30,11,1,30,9,4,6,23,5,8,4,4,30,18,7,13,10,1,3,6,0,5,4,12,42,412,11
"LYPLA2",11,18,4,0,14,3,2,0,12,3,3,3,2,10,6,2,2,1,1,6,4,2,8,1,2,35,632,11
"GALE",4,7,1,0,3,0,0,0,0,0,0,0,1,3,0,0,0,1,0,2,1,0,2,0,1,7,1239,7
"HMGCL",7,10,0,0,3,1,0,1,2,0,2,1,2,1,0,1,0,1,0,0,6,0,4,0,1,3,200,5
"FUCA1",127,1,0,0,6,0,0,1,2,2,1,0,1,4,2,0,1,1,0,0,2,0,2,1,2,5,631,3
"CNR2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0
"PNRC2",41,68,13,10,37,17,2,7,23,10,7,2,18,42,18,4,14,13,8,18,15,3,23,6,11,72,1056,32
"SRSF10",15,65,7,6,41,15,4,5,30,8,10,5,14,42,26,5,19,10,7,9,19,4,13,6,19,72,1744,36
"RP11-293P20.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"MYOM3",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,1
"IL22RA1",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,105,0
"IFNLR1",0,0,0,0,2,1,0,0,1,0,1,0,1,1,1,2,0,0,1,0,0,0,0,0,0,2,51,0
"RP11-10N16.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"GRHL3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0
"STPG1",0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,55,1
"NIPAL3",5,1,4,1,15,4,2,0,4,3,5,2,1,6,7,2,4,1,2,3,0,1,0,2,6,12,141,5
"RCAN3",6,1,3,1,21,7,3,1,11,2,5,4,2,34,18,0,19,5,2,4,0,0,1,3,7,52,226,3
"RP4-594I10.3",0,0,2,0,1,5,0,0,0,1,1,1,0,2,1,0,5,0,1,0,0,0,0,0,0,8,18,1
"NCMAP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,12,0
"SRRM1",33,67,24,7,71,20,5,8,46,14,17,1,16,70,45,3,29,12,11,23,13,5,23,15,20,136,1551,33
"CLIC4",18,65,0,2,0,0,0,4,1,1,0,0,6,0,2,0,0,0,0,2,22,4,11,0,1,2,240,49
"RUNX3",33,3,24,13,48,23,9,0,23,20,9,2,20,77,34,1,16,19,13,15,3,0,7,7,15,134,27,7
"RP11-84D1.2",0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"SYF2",35,57,20,7,68,24,5,5,40,15,19,1,21,89,39,5,28,15,12,19,25,2,24,7,14,149,1528,50
"RSRP1",17,57,39,8,79,32,4,9,60,18,22,14,19,120,56,4,34,16,16,11,8,5,12,10,16,165,565,27
"RP3-465N24.6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,14,0
"RHD",0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TMEM50A",108,156,33,15,158,66,10,11,94,20,28,5,13,151,55,4,23,22,10,21,36,5,56,15,47,247,1762,96
"RHCE",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"TMEM57",9,17,4,0,10,2,0,0,4,2,5,0,0,13,7,0,1,3,2,2,6,0,1,1,1,9,265,5
"LDLRAP1",1,4,2,0,0,2,0,0,0,2,0,0,1,6,0,1,8,3,1,0,1,1,0,1,0,10,184,1
"RP11-70P17.1",0,0,0,0,0,2,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,5,0
"MAN1C1",2,7,2,0,3,4,0,1,0,3,0,0,0,4,1,0,2,0,0,0,0,0,0,2,1,1,4,2
"RP1-187B23.1",2,0,5,0,7,2,0,0,1,4,1,0,0,1,3,0,3,1,0,0,0,0,0,1,1,0,3,0
"SEPN1",10,25,1,0,1,0,0,0,2,0,1,1,0,4,0,0,0,0,0,3,4,0,1,1,0,1,88,36
"RP1-317E23.3",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,0
"MTFR1L",7,13,1,2,3,2,0,2,4,1,1,0,1,3,2,0,0,0,0,1,5,1,3,1,1,11,221,3
"AUNIP",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,73,0
"RP1-125I3.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"PAQR7",0,9,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,1,0,2,0,0,0,29,4
"STMN1",59,41,11,6,48,10,1,4,6,7,5,3,4,15,22,4,4,9,10,36,19,4,4,86,199,30,3439,182
"PAFAH2",5,3,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,118,2
"EXTL1",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"SLC30A2",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"PDIK1L",0,3,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,3,45,0
"FAM110D",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
"RP11-96L14.7",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"ZNF593",20,71,2,4,19,6,0,3,11,4,2,2,11,17,8,0,7,4,4,8,6,5,8,3,6,20,1643,23
"CNKSR1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,152,0
"CEP85",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,51,0
"SH3BGRL3",905,482,195,156,856,256,52,16,437,161,234,86,84,826,435,28,177,103,110,79,83,10,497,67,201,880,10878,383
"UBXN11",9,2,2,2,5,1,1,1,2,1,1,0,2,11,1,1,2,0,0,0,0,0,7,1,1,6,105,2
"CD52",47,4,137,55,604,184,35,0,196,138,155,73,160,709,380,82,156,105,93,8,0,8,91,45,102,588,145,7
"AIM1L",0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,1
"ZNF683",0,0,0,0,1,0,0,0,0,4,0,0,0,1,42,0,0,3,0,0,0,0,0,0,1,0,2,1
"DHDDS",6,10,1,1,7,1,1,0,1,1,2,0,3,7,0,1,1,0,0,0,4,3,0,2,2,8,124,3
"HMGN2",159,184,42,27,232,50,18,17,101,56,56,19,52,116,84,13,42,29,23,38,38,13,57,86,216,276,3982,78
"RPS6KA1",28,1,1,2,9,3,1,0,8,2,0,0,1,7,5,2,0,1,0,2,0,2,2,2,3,10,184,1
"RP5-968P14.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"ARID1A",4,16,2,2,6,3,1,4,6,2,2,1,4,9,6,1,2,3,2,6,18,0,4,4,4,15,355,14
"PIGV",2,9,0,0,0,1,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,1,97,0
"ZDHHC18",9,10,4,0,6,3,1,1,5,2,2,0,1,11,5,1,6,0,1,3,1,0,0,0,0,31,48,5
"SFN",0,2,0,0,3,0,0,0,2,2,1,0,2,3,0,0,1,2,0,2,3,0,1,0,2,3,3824,2
"GPN2",1,10,0,0,6,4,3,1,1,1,2,1,1,3,4,0,3,0,2,2,4,0,3,2,1,11,155,3
"GPATCH3",5,9,1,3,6,2,0,0,2,1,0,1,0,1,2,1,7,1,1,1,0,0,2,0,2,7,66,1
"NUDC",24,84,9,3,47,17,2,2,29,10,8,3,23,48,26,3,17,8,9,12,28,5,17,10,17,81,2239,40
"NR0B2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0
"KDF1",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,195,0
"TRNP1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
"FAM46B",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0
"SLC9A1",4,8,0,0,2,0,0,0,2,0,0,0,0,2,2,0,1,2,0,0,1,0,1,0,0,7,94,9
"WDTC1",3,6,3,1,1,0,1,0,1,1,1,0,1,1,3,0,0,0,0,2,1,0,1,0,0,12,73,4
"TMEM222",8,14,3,0,9,3,1,4,5,0,3,1,3,2,4,0,0,2,3,1,6,0,2,1,5,12,270,7
"SYTL1",0,0,3,1,21,3,2,0,14,3,3,4,7,22,10,2,7,8,3,1,0,4,3,1,5,34,85,0
"MAP3K6",0,3,0,0,5,0,0,1,2,1,0,0,0,3,0,0,1,0,1,0,1,0,0,1,0,3,15,4
"FCN3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9
"CD164L2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
"GPR3",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,22,0
"WASF2",58,67,6,4,36,3,2,4,21,8,9,6,18,36,18,6,18,4,4,8,24,7,14,8,8,67,892,57
"RP1-159A19.4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
"AHDC1",1,9,1,0,5,0,0,0,0,1,0,0,1,1,2,0,1,1,0,0,1,0,0,0,0,2,22,2
"FGR",28,1,1,6,0,1,1,0,0,2,0,0,0,0,0,0,0,7,2,2,0,0,25,0,0,0,2,2
"RP11-288L9.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"IFI6",223,252,32,14,108,19,8,7,51,38,13,5,17,81,70,2,24,30,18,10,77,23,130,25,48,242,721,160
"FAM76A",1,6,2,1,7,3,1,0,1,2,1,0,1,9,3,2,2,0,1,1,4,1,2,3,1,8,98,0
"STX12",32,22,4,3,5,2,0,0,3,1,0,0,2,7,3,1,3,1,2,5,7,0,6,0,0,24,273,18
"PPP1R8",7,18,0,0,7,2,2,1,7,0,3,0,3,8,3,0,2,2,1,3,5,0,1,2,4,24,354,9
"THEMIS2",54,10,0,8,0,1,0,2,2,0,0,0,6,2,0,1,1,1,0,34,0,6,18,0,0,0,26,3
"RPA2",10,16,5,2,14,7,0,0,12,1,5,0,6,5,13,2,7,6,0,4,3,4,6,6,7,33,356,5
"SMPDL3B",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,195,0
"XKR8",1,8,3,0,3,2,0,1,1,0,0,0,0,3,0,0,1,0,1,1,0,1,5,0,2,2,101,2
"EYA3",9,2,2,1,1,2,0,0,7,1,3,0,1,2,1,0,1,0,0,0,1,1,1,1,2,7,170,5
"PTAFR",40,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,13,0,0,0,4,1
"DNAJC8",43,71,12,5,52,9,2,3,47,11,4,3,14,34,22,5,17,7,2,11,23,1,24,5,18,89,1000,16
"ATPIF1",76,127,24,12,77,26,4,10,63,16,16,3,15,74,41,8,24,18,10,6,43,9,33,13,27,161,3918,95
"RP5-1092A3.4",0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0
"RP5-1092A3.5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"SESN2",20,6,3,1,8,3,0,4,4,2,0,1,1,6,8,0,3,0,1,1,0,0,8,0,2,10,98,4
"MED18",0,3,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,58,1
"PHACTR4",10,4,1,4,6,2,1,1,3,2,2,2,3,3,2,0,3,2,1,2,4,0,3,0,0,6,153,19
"RCC1",3,16,1,1,8,2,1,2,2,1,1,0,0,3,3,0,2,1,1,0,2,0,2,0,1,7,422,3
"TRNAU1AP",10,18,3,0,10,4,0,1,7,2,1,0,0,11,2,1,4,3,0,1,3,2,0,3,4,9,129,7
"SNHG12",17,6,4,1,14,7,2,1,10,3,2,2,1,12,10,3,9,3,1,0,4,0,0,1,2,23,204,4
"TAF12",17,51,4,0,15,8,1,1,12,1,2,5,6,15,5,3,11,3,1,4,7,2,6,1,4,36,399,10
"RAB42",20,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
"RP11-442N24--B.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"RNU11",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
