"","Anti-inflammatory macro/mono","CD8aa IELs","cDCs","CXCL13+ CD8 Tcells","Double-Negative Tcells","gdTcells","IL17+ CD4 Tcells","IL22+ CD4 Tcells","Memory Bcells","Memory CD4 Tcells","Memory CD8 Tcells","Naive Bcells","Naive CD4 Tcells","NKT cells","Pro-inflammatory macro/mono","Regulatory CD4 Tcells","Tumour Epithelial cells"
"HMGCL",4,1,1,0,0,0,0,0,0,1,0,0,1,0,1,1,688
"FUCA1",9,0,2,0,0,1,1,0,0,2,0,0,0,0,1,1,1142
"CNR2",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"PNRC2",15,1,8,1,2,2,2,1,4,10,2,1,9,0,8,11,3352
"SRSF10",5,0,4,1,3,4,4,2,8,12,4,1,5,3,6,12,2914
"RP11-293P20.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
"MYOM3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,176
"IL22RA1",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,339
"IFNLR1",1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,169
"RP11-10N16.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
"GRHL3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,131
"STPG1",0,0,1,1,0,0,0,0,0,3,0,0,0,0,0,0,196
"NIPAL3",1,1,0,0,0,1,0,0,0,4,0,0,3,0,0,3,388
"RCAN3",4,2,1,0,0,0,4,1,0,5,4,0,5,0,1,11,680
"RP4-594I10.3",0,0,0,0,0,0,1,0,0,3,0,0,2,0,0,2,74
"NCMAP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17
"SRRM1",20,3,6,2,7,3,2,7,8,32,4,1,14,3,4,20,3448
"CLIC4",20,0,0,0,0,0,0,1,1,0,0,1,0,0,6,0,562
"RUNX3",22,6,21,3,2,1,2,2,2,20,12,1,6,4,3,15,345
"RP11-84D1.2",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RP4-706G24.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"SYF2",9,2,5,2,1,5,3,2,7,19,4,5,9,3,4,17,3282
"RSRP1",7,6,6,1,3,2,4,7,6,28,4,1,10,2,7,5,1013
"RP3-465N24.6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9
"RHD",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"TMEM50A",30,7,17,4,5,1,7,3,4,48,7,3,12,0,16,34,4703
"RHCE",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
"TMEM57",1,2,0,0,1,1,0,0,0,3,1,0,0,0,0,0,479
"LDLRAP1",1,0,0,0,1,0,0,0,1,1,0,0,2,0,1,0,602
"RP11-70P17.1",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,51
"MAN1C1",1,0,0,0,0,1,1,1,0,0,0,0,2,0,0,1,6
"RP1-187B23.1",0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,2,4
"SEPN1",2,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,480
"RP1-317E23.3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19
"MTFR1L",3,0,2,0,0,0,1,0,1,1,0,0,3,0,1,0,647
"AUNIP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150
"RP1-125I3.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"PAQR7",1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,63
"STMN1",28,2,3,6,1,1,5,1,2,7,1,3,7,1,4,3,5665
"PAFAH2",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,155
"EXTL1",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2
"SLC30A2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,201
"TRIM63",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"PDIK1L",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,179
"FAM110D",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"RP11-96L14.7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
"ZNF593",15,1,5,0,0,2,0,0,0,7,0,0,6,0,1,4,5205
"CNKSR1",0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,504
"CEP85",1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,164
"SH3BGRL3",276,29,190,53,21,29,58,55,41,303,63,9,61,26,173,143,19448
"UBXN11",2,1,1,1,0,0,1,0,0,0,0,1,0,0,3,1,345
"CD52",47,34,61,44,18,27,55,54,80,273,56,35,70,5,36,96,35
"AIM1L",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,210
"ZNF683",0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0
"DHDDS",2,0,0,0,0,0,0,1,1,1,0,0,1,1,0,0,315
"HMGN2",97,6,18,2,8,7,12,8,16,35,11,18,31,2,26,40,12719
"RPS6KA1",4,0,1,1,1,0,0,1,1,1,1,0,0,0,0,2,915
"RP5-968P14.2",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"ARID1A",0,0,0,0,1,0,0,0,3,0,2,0,0,2,1,2,866
"PIGV",1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,273
"ZDHHC18",2,0,2,0,1,1,0,0,0,6,1,0,0,0,0,5,180
"SFN",9,1,1,0,0,0,0,1,0,3,0,0,2,1,5,3,11567
"GPN2",2,1,1,0,1,1,0,0,0,1,0,0,0,0,1,3,419
"GPATCH3",2,0,0,0,0,0,1,0,2,0,0,0,0,0,1,1,178
"NUDC",18,1,6,2,4,0,1,1,4,14,4,0,5,2,6,7,4797
"NR0B2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77
"KDF1",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,596
"TRNP1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66
"FAM46B",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80
"SLC9A1",1,0,0,0,0,0,1,1,1,1,0,0,0,1,0,0,427
"WDTC1",2,0,0,0,0,0,0,0,1,2,0,0,0,0,0,2,318
"TMEM222",1,0,0,0,0,0,0,0,1,2,0,1,1,1,0,2,1061
"SYTL1",0,0,0,1,0,0,0,2,2,12,1,4,7,2,1,7,215
"MAP3K6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,40
"FCN3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"CD164L2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"GPR3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23
"WASF2",22,2,5,0,4,1,2,0,3,12,3,1,4,1,4,11,3686
"RP1-159A19.4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"AHDC1",0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,124
"FGR",12,0,3,0,0,0,0,0,0,0,0,2,0,0,9,0,17
"RP11-288L9.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"IFI6",5,3,3,0,1,1,1,1,3,10,0,1,1,0,4,11,1855
"FAM76A",0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,3,471
"STX12",10,0,1,0,0,0,0,0,0,2,2,1,1,0,0,2,786
"PPP1R8",0,0,1,1,1,1,2,1,3,0,0,2,1,0,1,5,692
"THEMIS2",21,0,7,0,0,1,0,0,3,2,0,1,0,0,9,0,54
"RPA2",3,0,1,0,0,0,2,1,2,8,0,1,2,1,0,3,983
"SMPDL3B",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,408
"XKR8",1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,2,87
"EYA3",3,0,0,0,1,0,0,0,0,3,0,0,1,2,0,1,307
"PTAFR",1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"DNAJC8",14,4,4,4,5,1,8,2,3,14,2,2,7,1,6,14,2416
"ATPIF1",34,6,7,4,7,1,8,5,7,35,8,2,11,8,7,18,12799
"RP5-1092A3.4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24
"RP5-1092A3.5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"SESN2",12,0,4,0,1,0,0,0,0,4,1,0,2,0,0,0,424
"MED18",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,123
"PHACTR4",10,0,0,0,0,1,0,0,0,1,0,0,1,0,2,1,616
"RCC1",3,0,2,0,0,0,0,0,0,3,1,0,1,0,2,1,909
"TRNAU1AP",5,1,1,0,0,0,0,0,0,3,2,0,1,1,0,4,284
"SNHG12",4,2,0,0,0,1,0,1,7,3,1,2,2,0,0,4,1017
"TAF12",8,1,2,0,1,0,0,0,0,4,4,0,4,1,0,6,894
"RAB42",11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
"RP11-442N24--B.1",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,13
"RNU11",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18
"GMEB1",4,1,1,1,1,0,1,0,1,1,0,2,2,0,0,2,342
"YTHDF2",12,2,0,1,0,1,2,3,2,8,1,2,3,1,0,8,2679
"OPRD1",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2
"EPB41",2,1,0,0,2,1,0,0,0,5,1,2,2,0,0,4,551
"TMEM200B",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"SRSF4",10,2,3,0,2,1,1,2,0,9,0,0,2,0,1,7,2302
"MECR",3,0,1,0,0,0,0,0,0,1,0,0,0,1,1,1,543
"PTPRU",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,39
"MATN1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"MATN1-AS1",0,0,0,1,0,0,0,0,0,2,0,0,0,0,1,0,46
"LAPTM5",202,13,37,9,23,5,22,18,61,111,18,19,62,7,42,59,27
"RP5-1125N11.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"SDC3",6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,174
"PUM1",3,0,1,0,0,0,1,0,3,6,0,0,1,1,1,0,1372
"NKAIN1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"SNRNP40",9,3,0,2,0,2,0,1,1,8,1,1,2,0,1,4,1555
"ZCCHC17",5,1,1,1,1,0,2,3,1,10,1,0,1,0,2,3,1221
"FABP3",17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"SERINC2",5,0,0,0,0,0,0,1,0,3,0,0,0,0,0,1,4429
"LINC01226",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"RP11-73M7.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
"TINAGL1",1,1,0,0,0,0,1,0,0,3,0,0,0,0,0,1,3440
"PEF1",6,0,1,0,2,1,1,0,2,3,0,1,1,2,0,1,1359
"RP11-73M7.9",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
"COL16A1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,149
"ADGRB2",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
"SPOCD1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
"RP11-84A19.2",0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1
"RP11-84A19.4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
"PTP4A2",30,4,21,1,4,3,5,5,4,17,0,0,9,3,9,18,6398
"RP4-534N18.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"KHDRBS1",19,1,10,2,6,1,3,1,3,14,3,1,14,1,5,13,3892
"RP11-277A4.4",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5
"TMEM39B",1,0,3,1,0,0,0,0,0,0,0,0,1,0,1,4,376
"KPNA6",9,0,2,0,0,0,1,0,1,2,1,0,0,1,0,3,955
"TXLNA",0,0,0,1,1,2,0,0,0,0,0,0,0,0,1,2,364
"CCDC28B",1,0,0,0,0,0,0,0,1,2,0,0,0,1,0,1,102
"RP4-622L5.7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"IQCC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56
"DCDC2B",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"TMEM234",1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,452
"EIF3I",16,5,14,2,9,3,2,2,9,23,1,4,10,3,8,21,7291
"FAM167B",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,18
"LCK",1,3,0,2,4,4,10,7,1,49,9,0,15,6,0,40,21
"HDAC1",6,1,1,2,4,2,2,0,1,11,1,1,6,1,5,8,3973
"MARCKSL1",28,2,17,3,1,3,1,0,7,11,5,6,6,1,21,8,13160
"TSSK3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14
"FAM229A",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,70
"BSDC1",5,1,0,1,0,1,0,0,0,5,1,1,5,1,1,3,619
"ZBTB8B",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"ZBTB8A",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,111
"ZBTB8OS",4,2,1,4,1,0,1,0,1,10,1,2,3,0,2,2,1587
"RBBP4",7,1,1,1,2,0,0,2,2,4,4,1,2,1,1,5,1284
"SYNC",1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,85
"RP11-114B7.6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"KIAA1522",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,799
"YARS",3,0,2,0,0,1,0,1,0,9,2,0,2,2,1,5,1718
"S100PBP",1,0,0,0,1,0,0,0,1,2,0,0,0,1,0,2,196
"FNDC5",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"HPCA",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,13
"TMEM54",4,0,1,0,0,0,0,0,1,1,0,0,2,0,1,0,10222
"RNF19B",23,0,7,0,0,0,2,1,1,6,0,0,1,0,11,5,344
"AK2",10,1,3,0,2,0,3,1,4,9,1,0,0,0,1,7,3546
"AZIN2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
"TRIM62",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,32
"ZNF362",0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,3,86
"PHC2",4,0,0,0,1,1,0,0,0,2,0,0,1,0,2,0,717
"ZSCAN20",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
"CSMD2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22
"SMIM12",5,2,1,0,2,0,1,4,2,7,0,1,2,1,1,9,1092
"GJB5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19
"GJB4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42
"GJB3",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,819
"GJA4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"DLGAP3",0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,10
"RP11-244H3.4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
"ZMYM6NB",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"ZMYM6",1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,140
"ZMYM1",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,79
"SFPQ",34,4,13,5,4,3,8,3,24,45,8,1,16,3,16,19,4950
"ZMYM4",3,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,246
"KIAA0319L",3,0,0,0,0,0,6,4,0,8,2,1,0,0,0,6,384
"NCDN",0,0,0,1,2,0,0,2,0,6,1,0,1,1,0,6,84
"RP4-728D4.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"TFAP2E",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23
"PSMB2",20,0,12,4,3,1,3,3,3,17,1,4,9,1,5,20,5046
"C1orf216",0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,29
"CLSPN",2,0,0,0,0,0,1,1,0,1,0,0,0,0,0,2,302
"AGO4",1,0,2,0,0,0,0,1,0,0,1,0,0,0,0,1,106
"AGO1",3,0,0,0,1,0,2,0,0,1,1,0,0,0,0,0,151
"RP4-789D17.5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"AGO3",1,1,0,0,2,0,1,0,2,1,0,2,0,0,1,0,356
"ADPRHL2",1,0,0,0,0,1,0,2,0,2,1,1,1,0,0,3,674
"COL8A2",0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"TRAPPC3",15,1,6,0,0,0,3,1,2,10,4,2,1,0,0,8,2487
"MAP7D1",6,2,4,1,0,0,5,2,2,11,1,0,4,3,2,6,609
"THRAP3",9,1,2,1,5,1,4,2,4,22,1,1,8,0,0,7,2382
"SH3D21",3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,23
"EVA1B",6,2,1,1,0,1,0,0,0,2,0,0,0,0,1,1,63
"RP11-268J15.5",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14
"STK40",3,0,1,0,0,1,0,1,1,3,0,0,1,1,2,2,805
"LSM10",17,3,6,0,2,3,1,0,9,9,0,0,7,2,3,8,1469
"OSCP1",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107
"MRPS15",22,0,3,3,2,2,2,2,11,11,3,1,6,0,3,16,4531
"CSF3R",2,0,1,0,0,0,0,0,0,0,0,0,0,0,6,0,0
"GRIK3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC01137",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,27
"ZC3H12A",12,3,9,1,1,0,0,0,1,6,3,0,4,1,3,13,1632
"MEAF6",11,2,5,0,3,1,2,2,5,12,1,0,7,2,1,13,2469
"SNIP1",2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,156
"DNALI1",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"GNL2",4,0,1,0,0,0,1,0,1,3,0,0,3,1,1,6,1063
"C1orf109",0,0,0,0,0,1,0,0,2,1,0,0,0,0,1,0,552
"CDCA8",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,332
"EPHA10",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56
"MANEAL",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,256
"YRDC",3,0,0,0,0,0,0,0,3,0,1,1,3,1,1,4,1663
"C1orf122",16,0,2,2,1,0,1,0,1,7,3,1,4,4,13,5,1868
"MTF1",5,1,0,0,0,0,2,0,0,0,0,0,1,0,0,0,314
"INPP5B",1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,70
"RP11-109P14.10",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"SF3A3",2,1,1,0,3,1,0,0,1,6,1,1,1,0,0,2,1243
"FHL3",2,1,1,0,0,0,0,1,0,0,0,0,0,1,2,4,76
"UTP11L",4,0,1,0,1,0,0,1,0,1,0,0,1,0,2,1,972
"POU3F1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14
"RP5-884C9.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"RRAGC",8,0,2,0,4,1,0,1,1,3,2,0,3,1,2,1,698
"RP5-864K19.4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17
"MYCBP",0,0,1,1,0,1,1,0,0,3,1,0,3,0,1,1,1072
"RHBDL2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26
"AKIRIN1",6,4,8,1,4,1,7,2,5,13,1,1,5,5,3,12,1827
"NDUFS5",73,22,25,10,15,8,14,7,13,81,18,6,39,11,24,51,14819
"MACF1",10,1,3,2,3,4,1,0,1,5,2,1,7,0,1,2,585
"RP11-69E11.4",3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,21
"PABPC4",21,3,7,2,1,0,2,3,4,6,2,1,4,2,7,6,2503
"HEYL",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"PPIE",3,1,0,0,1,0,0,0,2,3,1,1,2,1,0,7,1299
"BMP8B",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98
"OXCT2",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"RP1-118J21.25",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18
"TRIT1",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,371
"MYCL",0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,315
"MFSD2A",4,0,3,0,0,0,0,0,1,0,0,0,0,0,6,0,475
"CAP1",44,4,9,3,4,3,6,2,6,22,6,4,5,2,13,26,4108
"PPT1",60,1,14,4,1,1,4,2,1,11,1,0,6,1,12,9,1918
"RLF",2,2,0,1,0,0,0,0,2,1,0,1,0,0,1,3,283
"TMCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"RP1-39G22.7",1,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,170
"ZMPSTE24",0,0,1,0,0,1,1,0,0,2,0,0,2,0,0,2,943
"COL9A2",1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,3,25
"SMAP2",2,0,4,1,0,0,2,3,2,9,0,1,8,3,2,22,285
"ZFP69B",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,68
"ZFP69",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49
"RP11-656D10.3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"EXO5",0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,68
"ZNF684",1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,48
"RIMS3",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5
"NFYC-AS1",0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,17
"NFYC",4,0,0,1,1,0,2,2,0,2,0,0,2,1,2,4,664
"KCNQ4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42
"CITED4",0,0,1,1,0,0,1,0,0,2,0,0,0,0,1,0,866
"CTPS1",0,0,1,0,1,0,0,0,0,2,0,0,0,0,0,1,600
"SLFNL1-AS1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"SCMH1",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,265
"RP11-399E6.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
"FOXO6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29
"RP11-399E6.4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"EDN2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110
"HIVEP3",0,0,4,0,0,0,2,0,0,1,0,0,0,0,0,3,4
"GUCA2B",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16
"GUCA2A",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1226
"FOXJ3",1,0,3,0,0,0,0,0,0,2,0,0,1,0,1,0,464
"RIMKLA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55
"ZMYND12",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,5
"PPCS",11,0,1,1,2,1,3,0,0,8,0,0,0,0,2,5,2542
"CCDC30",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,17
"PPIH",4,0,0,3,1,1,0,2,0,2,0,2,3,1,1,3,1760
"RP5-994D16.3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12
"YBX1",292,18,116,13,11,15,31,20,54,148,34,24,59,13,99,80,51309
"CLDN19",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"P3H1",2,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,47
"C1orf50",1,0,1,0,1,0,0,0,1,2,1,0,1,0,1,3,465
"SVBP",12,1,4,0,1,0,0,0,1,8,0,0,3,1,1,8,1240
"ERMAP",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,106
"RP11-342M1.3",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11
"ZNF691",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49
"SLC2A1",5,0,0,0,1,0,1,0,0,2,1,2,1,2,1,3,3922
"SLC2A1-AS1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23
"FAM183A",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27
"EBNA1BP2",5,1,2,0,1,1,2,0,2,0,1,0,3,1,3,6,4758
"CFAP57",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"TMEM125",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,798
"C1orf210",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,402
"TIE1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RP1-92O14.3",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,191
"CDC20",1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,3,1040
"ELOVL1",3,2,6,0,1,0,1,1,1,3,1,1,5,0,2,4,2145
"MED8",6,1,2,0,0,1,0,0,0,2,0,0,1,1,1,4,981
"SZT2",1,0,0,0,0,1,0,0,1,3,0,0,0,0,0,0,89
"SZT2-AS1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"HYI",0,0,0,0,0,0,0,0,0,2,0,0,1,1,1,1,936
"HYI-AS1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"PTPRF",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2342
"KDM4A",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,380
"KDM4A-AS1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18
"ST3GAL3",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,31
"ARTN",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50
"RP11-7O11.3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35
"IPO13",0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,134
"DPH2",1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,2,895
"ATP6V0B",121,6,40,3,4,2,3,1,13,16,6,1,6,1,36,25,8429
"B4GALT2",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,383
"CCDC24",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,181
"SLC6A9",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,174
"RP5-1198O20.4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,49
"DMAP1",2,0,0,0,0,0,0,0,1,2,3,0,2,0,2,3,364
"ERI3",4,1,1,0,1,1,1,0,2,1,0,0,1,0,1,0,1591
"RNF220",3,0,1,0,1,0,0,0,0,1,0,1,1,2,1,1,750
"TMEM53",3,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,547
"C1orf228",1,0,1,0,0,0,1,1,1,4,0,0,0,0,0,0,2
"KIF2C",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140
"RP11-269F19.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"RPS8",365,72,237,43,80,56,104,79,356,731,97,146,484,38,178,405,190328
