"","Anti-inflammatory macro/mono","CD8aa IELs","cDCs","CXCL13+ CD8 Tcells","Cytotoxic CD8 Tcells","Double-Negative Tcells","gdTcells","IL17+ CD4 Tcells","IL22+ CD4 Tcells","LTi cells","Memory Bcells","Memory CD4 Tcells","Memory CD8 Tcells","Naive Bcells","Naive CD4 Tcells","NK cells","NKT cells","Plasma cells","Pro-inflammatory macro/mono","Proliferative CD4 Tcells","Regulatory CD4 Tcells","Tumour Epithelial cells","Vascular ECs"
"DDOST",19,2,5,4,6,1,1,5,1,3,14,24,11,2,19,7,2,16,1,2,16,540,3
"KIF17",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"HP1BP3",7,5,4,3,4,1,4,15,3,6,23,48,12,6,22,3,6,4,6,6,18,352,13
"EIF4G3",5,1,4,0,2,0,0,3,0,0,3,9,4,0,2,0,0,1,6,0,6,81,14
"ECE1",0,4,0,0,0,0,2,1,0,1,3,3,0,2,3,2,0,2,3,1,3,39,26
"RP5-1071N3.1",0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
"NBPF3",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0
"ALPL",0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,6,5
"RAP1GAP",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0
"USP48",9,3,0,1,1,1,1,3,0,0,12,21,2,2,2,4,4,12,2,1,21,169,4
"LDLRAD2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"HSPG2",1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,29,170
"CELA3B",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
"CELA3A",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
"RP1-224A6.3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
"LINC00339",0,1,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,1,3,1
"CDC42",87,38,76,11,30,28,18,60,16,25,98,305,60,53,164,28,29,11,81,19,153,1252,68
"RP1-224A6.9",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"ZBTB40",1,0,0,0,0,0,0,0,0,0,2,1,0,0,3,0,0,0,0,0,3,13,1
"C1QA",766,0,192,0,0,0,0,1,0,0,2,4,2,1,3,1,0,0,3,0,3,22,2
"C1QC",470,0,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5,0
"C1QB",869,0,179,0,0,0,0,1,0,0,2,4,0,0,1,1,0,1,5,0,1,23,0
"EPHB2",1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,193,0
"KDM1A",0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,3,0,2,71,2
"LUZP1",2,2,0,1,2,2,3,2,0,3,2,26,5,0,7,2,0,0,2,0,8,121,8
"HTR1D",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
"LINC01355",0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,1,0
"HNRNPR",17,8,7,4,5,6,4,16,1,8,18,61,8,9,30,1,5,9,8,6,17,411,10
"ZNF436",0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,8,0
"ZNF436-AS1",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0
"RP5-1057J7.7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"TCEA3",1,0,1,0,0,0,0,1,0,0,0,0,0,0,4,0,0,1,0,0,1,276,2
"ASAP3",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6,1
"E2F2",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,13,0
"RP1-150O5.3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"ID3",3,0,2,0,3,1,12,0,0,0,26,0,5,10,1,2,2,2,1,0,11,282,47
"MDS2",0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
"RPL11",476,358,615,57,264,241,131,500,114,157,1890,3123,521,743,2351,169,278,284,359,98,1195,18557,475
"TCEB3",3,3,0,0,1,2,1,1,0,2,7,13,2,0,6,1,2,0,0,0,4,86,2
"TCEB3-AS1",3,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,1,0,2,13,0
"PITHD1",14,8,3,1,3,8,2,2,2,5,17,28,11,7,19,6,4,3,2,3,12,210,5
"LYPLA2",4,0,3,1,2,3,2,1,2,1,4,13,4,1,3,2,2,3,2,0,6,126,4
"GALE",0,0,3,0,0,1,0,0,0,1,0,6,0,1,1,1,0,0,1,0,1,226,0
"HMGCL",4,0,0,0,0,1,0,3,0,0,2,2,1,1,1,0,1,0,0,1,1,76,1
"FUCA1",27,1,0,0,1,0,0,2,0,2,1,5,3,2,0,0,0,2,5,1,1,182,4
"CNR2",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"PNRC2",15,11,8,0,8,3,7,10,4,5,24,36,14,24,37,4,8,2,27,3,28,407,13
"SRSF10",10,6,8,1,3,2,5,12,2,7,29,62,16,19,29,3,4,9,2,2,21,318,15
"RP11-293P20.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0
"MYOM3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
"IL22RA1",0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,40,0
"IFNLR1",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,42,0
"RP11-10N16.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"GRHL3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0
"STPG1",0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2,1,24,1
"NIPAL3",2,0,0,1,4,1,0,4,0,0,0,10,2,2,7,1,0,0,0,0,4,42,1
"RCAN3",4,4,4,2,5,3,1,5,0,1,3,35,6,0,25,0,0,1,2,4,19,77,1
"RP4-594I10.3",0,0,0,0,3,1,1,2,0,0,3,18,3,0,16,1,0,0,1,0,9,14,1
"NCMAP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
"SRRM1",22,14,17,5,17,14,4,33,5,8,46,109,20,24,54,11,11,6,8,6,46,495,17
"CLIC4",4,0,0,0,0,0,0,1,0,0,2,1,0,1,0,0,0,0,2,0,1,97,19
"RUNX3",16,19,27,5,20,9,7,13,4,7,25,59,36,1,23,7,14,0,5,1,30,4,1
"RP11-84D1.2",0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RP4-799D16.1",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RP4-706G24.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"SYF2",22,12,15,6,10,8,3,20,5,4,38,106,15,18,34,3,7,10,8,3,34,561,13
"RSRP1",10,25,8,3,12,11,7,17,7,7,49,93,21,20,56,15,7,6,0,1,50,122,20
"TMEM50A",38,28,17,6,18,20,8,52,8,8,26,170,26,11,54,10,10,5,31,15,59,596,24
"TMEM57",4,1,0,0,1,0,1,1,1,1,4,3,4,1,6,3,1,1,0,0,3,73,1
"LDLRAP1",1,2,1,0,1,0,1,0,0,0,1,4,1,0,3,0,0,1,0,0,2,53,2
"RP11-70P17.1",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"MAN1C1",1,0,0,0,0,0,0,0,0,0,0,1,0,0,4,0,0,0,0,0,3,3,3
"RP1-187B23.1",0,1,0,2,1,0,2,2,0,0,0,11,1,0,3,1,1,1,0,0,1,1,0
"SEPN1",3,1,1,0,0,0,0,3,0,0,1,5,0,0,0,1,0,0,1,1,0,45,14
"MTFR1L",4,0,1,0,0,0,1,2,1,0,0,6,0,2,1,0,1,2,0,0,2,41,2
"AUNIP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"PAQR7",1,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6,0
"STMN1",50,7,5,0,2,2,1,5,2,4,6,21,8,6,11,3,2,2,1,52,7,718,25
"PAFAH2",1,0,0,0,0,0,0,0,0,0,1,0,0,2,1,0,3,0,0,0,0,57,0
"EXTL1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"SLC30A2",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PDIK1L",1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,14,0
"FAM110D",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1
"RP11-96L14.7",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0
"ZNF593",9,5,5,0,3,1,3,8,0,1,12,28,7,10,12,1,2,17,3,2,11,780,13
"CNKSR1",0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,1,83,1
"CEP85",0,0,1,0,0,0,0,0,2,0,1,0,0,0,1,0,0,0,0,0,0,11,1
"SH3BGRL3",157,162,170,49,130,85,52,289,89,52,163,1209,304,60,345,84,137,29,309,67,325,3460,92
"UBXN11",1,2,2,0,1,0,1,0,1,0,2,6,0,0,4,0,1,0,4,0,1,37,1
"CD52",30,201,58,55,158,75,106,355,113,57,459,1619,414,235,536,90,164,46,81,59,413,192,8
"AIM1L",0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,10,0
"ZNF683",0,0,0,0,0,0,1,0,0,2,0,0,5,0,0,1,2,0,0,0,0,1,0
"DHDDS",2,0,0,0,1,2,0,0,0,0,0,3,2,1,2,0,0,1,1,0,3,50,1
"HMGN2",108,39,52,9,29,18,16,54,4,14,88,209,50,45,69,15,14,24,32,56,107,1360,44
"RPS6KA1",6,0,2,1,2,1,0,6,0,1,2,16,3,2,3,1,2,2,1,0,2,89,0
"ARID1A",0,3,0,0,1,2,1,2,1,1,13,15,2,2,5,1,2,0,0,0,5,192,2
"PIGV",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,48,1
"ZDHHC18",2,0,1,0,3,1,1,4,1,0,1,7,1,1,1,2,2,1,1,0,8,17,2
"SFN",1,1,1,0,2,1,0,4,0,2,3,6,2,2,2,4,0,0,2,0,6,1471,2
"GPN2",1,1,0,1,1,1,0,2,0,1,7,6,3,2,4,0,1,0,1,0,3,65,0
"GPATCH3",1,2,3,0,3,0,0,0,0,0,2,1,0,1,5,0,0,0,2,0,3,25,0
"NUDC",11,7,1,1,2,2,3,11,3,6,11,42,9,4,22,3,6,14,1,3,12,446,8
"NR0B2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0
"KDF1",0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,35,0
"FAM46B",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SLC9A1",3,1,2,0,3,0,0,1,0,0,0,3,0,0,2,0,0,0,1,0,4,48,7
"WDTC1",3,1,1,0,0,0,0,3,0,0,5,5,1,1,2,2,0,0,0,0,7,51,3
"TMEM222",3,2,2,0,0,1,1,4,0,1,5,6,1,5,3,0,3,3,1,0,6,56,1
"SYTL1",0,1,0,0,3,3,0,7,1,0,12,27,3,5,11,4,6,3,1,1,16,15,0
"MAP3K6",2,1,0,0,1,1,0,0,0,0,1,2,0,1,1,0,1,0,0,0,0,9,2
"FCN3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
"GPR3",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
"WASF2",20,5,7,2,5,3,0,8,0,1,17,37,16,12,17,1,8,0,2,3,17,326,27
"RP4-752I6.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"RP1-159A19.4",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0
"AHDC1",1,0,0,0,0,0,0,1,0,1,0,5,0,0,0,0,0,0,0,0,0,15,2
"FGR",6,0,12,0,0,0,0,0,0,1,2,0,0,1,0,1,1,0,12,0,0,2,0
"IFI6",126,12,11,3,19,16,4,18,8,4,18,79,9,11,31,2,4,12,12,7,84,1402,20
"FAM76A",1,3,0,0,0,2,0,2,0,1,6,9,2,2,4,2,3,0,0,0,6,80,2
"STX12",10,0,2,2,1,1,2,3,0,1,7,13,3,2,4,0,0,2,0,1,3,137,13
"PPP1R8",2,2,1,0,2,0,1,7,1,1,3,22,2,1,8,2,0,1,1,0,4,65,0
"THEMIS2",24,1,12,0,0,0,0,3,0,1,6,4,1,6,2,1,0,5,11,0,3,16,4
"RPA2",4,1,0,0,3,2,2,3,0,2,23,16,1,5,4,1,1,2,1,2,9,84,2
"SMPDL3B",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,35,0
"XKR8",1,0,0,0,0,1,0,1,1,0,1,4,2,0,2,0,0,1,0,0,0,9,1
"EYA3",0,0,1,0,0,1,0,2,0,0,2,2,1,0,0,0,0,2,2,0,0,37,1
"PTAFR",7,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,4,3
"DNAJC8",9,13,9,1,7,7,5,13,2,3,24,76,12,10,27,3,10,3,9,5,27,319,15
"ATPIF1",12,9,12,2,8,10,5,27,2,6,25,109,14,14,48,5,3,24,5,7,53,1293,15
"RP5-1092A3.4",0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,3,0
"SESN2",7,4,4,0,0,0,0,1,0,0,3,6,3,1,3,1,0,3,7,0,5,34,0
"MED18",0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,7,0
"PHACTR4",17,1,0,0,0,2,1,0,0,2,7,10,6,5,6,0,0,4,0,1,2,100,10
"RCC1",6,1,1,0,0,0,0,5,1,0,2,4,0,0,3,0,1,3,0,0,2,79,3
"TRNAU1AP",4,3,0,0,4,1,1,1,1,0,4,14,3,4,4,0,2,3,1,2,8,36,3
"SNHG12",8,4,2,2,1,1,2,3,0,1,16,14,4,6,15,3,3,3,1,0,17,92,3
"TAF12",7,1,0,0,2,1,2,4,2,0,4,20,3,1,11,3,2,3,4,3,14,61,2
"RAB42",6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0
"RP11-442N24--B.1",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RNU11",0,0,0,0,0,0,0,0,0,1,1,3,0,0,1,0,0,0,1,0,1,2,0
"GMEB1",2,0,2,3,1,0,1,1,0,1,3,7,2,2,8,0,2,0,1,2,3,26,2
"YTHDF2",12,7,7,0,3,0,2,8,1,3,15,37,6,7,14,1,5,3,2,4,24,309,8
"RP1-212P9.3",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"EPB41",1,0,1,0,2,4,1,3,2,0,3,14,3,1,10,0,0,0,0,0,6,51,0
"TMEM200B",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0
"SRSF4",6,6,2,1,6,6,3,11,1,4,7,33,7,11,9,5,1,2,1,0,16,251,15
"MECR",0,0,2,0,2,0,0,2,0,0,0,2,1,1,1,0,0,1,1,1,0,48,2
"PTPRU",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"MATN1",0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
"MATN1-AS1",0,1,0,1,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,1,0,4,0
"LAPTM5",156,35,59,6,27,24,12,124,24,0,219,472,63,136,195,12,27,14,63,17,141,51,11
"SDC3",2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,3
"PUM1",2,5,0,0,0,2,1,2,0,0,9,9,5,6,8,1,0,3,4,0,9,205,3
"SNRNP40",4,4,2,1,2,3,0,2,1,2,5,17,1,1,10,1,2,4,0,2,15,122,5
"ZCCHC17",4,1,0,0,1,0,1,2,2,0,8,13,0,2,7,0,0,3,0,2,6,148,3
"FABP3",5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"SERINC2",0,0,1,0,0,0,0,0,0,0,1,3,1,0,1,0,0,1,1,0,1,453,2
"RP11-73M7.1",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,0
"TINAGL1",2,0,0,0,3,0,1,1,0,0,0,4,1,1,6,0,1,1,0,0,0,442,18
"PEF1",1,3,0,1,3,3,3,6,0,0,4,13,5,6,8,2,1,1,1,0,6,101,2
"RP11-73M7.6",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
"RP11-73M7.9",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0
"COL16A1",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,28,0
"ADGRB2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"SPOCD1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
"RP11-84A19.2",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"PTP4A2",29,7,31,0,12,6,2,14,4,3,21,52,10,7,34,7,8,9,16,6,20,933,20
"RP4-534N18.2",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"KHDRBS1",22,8,11,2,9,9,0,16,6,4,28,78,10,5,30,6,3,4,8,4,28,636,25
"RP11-277A4.4",1,0,0,0,0,0,0,0,0,0,0,1,1,1,2,0,0,0,0,0,0,4,0
"TMEM39B",1,1,1,0,0,1,1,0,0,1,1,2,1,0,2,0,0,3,0,0,2,29,2
"KPNA6",3,5,1,1,1,1,1,4,0,0,9,14,2,7,14,0,2,1,2,0,11,133,7
"TXLNA",2,1,2,0,0,2,0,1,0,0,5,5,0,0,5,0,1,2,1,1,3,51,5
"CCDC28B",4,0,1,0,0,1,2,0,0,0,1,2,0,0,1,0,1,0,1,1,1,14,4
"RP4-622L5.7",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"IQCC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
"DCDC2B",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"TMEM234",0,0,1,0,1,0,1,1,0,0,0,8,3,0,1,2,0,0,1,0,0,28,1
"EIF3I",23,4,11,3,11,8,3,33,5,8,32,85,12,14,40,5,7,14,13,6,27,817,21
"FAM167B",0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,3,1,28
"LCK",0,19,0,7,22,17,10,53,10,6,3,189,30,0,78,8,11,2,1,7,84,22,1
"HDAC1",4,4,3,2,3,5,4,8,4,1,6,27,7,5,13,1,2,4,4,7,16,402,13
"MARCKSL1",21,6,36,2,5,3,1,4,1,6,24,36,7,23,11,1,1,3,25,0,16,1328,54
"TSSK3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"FAM229A",0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,10,1
"BSDC1",0,3,0,0,1,0,0,4,0,1,8,12,2,3,11,0,4,4,0,0,5,135,7
"ZBTB8B",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
"ZBTB8A",1,0,0,0,0,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2,17,0
"ZBTB8OS",7,3,4,0,1,1,0,8,2,0,7,22,5,0,10,1,4,5,8,2,8,216,2
"RBBP4",13,7,7,2,6,1,2,7,3,1,11,37,10,3,13,2,2,8,4,3,21,223,4
"SYNC",1,1,1,0,0,0,0,2,1,0,0,6,1,3,2,1,0,1,0,0,4,33,1
"KIAA1522",1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,100,1
"YARS",4,1,0,2,2,1,0,3,3,1,2,17,0,2,3,1,2,7,0,0,2,84,0
"S100PBP",0,0,0,0,0,0,1,3,1,0,4,14,3,1,1,0,1,0,1,1,3,30,1
"FNDC5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"TMEM54",2,2,3,0,1,0,0,1,0,1,1,4,1,2,1,0,0,0,2,0,3,879,4
"RNF19B",23,3,9,0,1,0,0,2,0,0,0,10,1,0,4,1,0,0,11,0,4,188,8
"AK2",4,3,4,1,0,2,1,2,2,0,8,20,0,1,9,0,2,2,4,1,4,406,8
"AZIN2",0,0,0,0,1,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,10,0
"TRIM62",0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,1,0,0,0,0,0,7,0
"ZNF362",1,0,0,0,0,0,0,3,0,0,2,0,1,0,0,0,0,0,0,0,5,7,0
"PHC2",7,2,1,0,0,0,0,0,0,0,0,7,2,1,1,0,1,0,3,0,2,45,3
"ZSCAN20",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"SMIM12",6,4,3,0,2,1,2,6,3,3,5,14,3,4,10,4,2,2,3,2,10,164,4
"GJB3",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,66,0
"GJA4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11
"DLGAP3",1,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,2,0
"RP11-244H3.4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
"ZMYM6NB",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"ZMYM6",0,1,0,0,0,1,0,1,0,0,2,4,2,0,2,0,1,0,0,0,0,34,0
"ZMYM1",0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,1,10,0
"SFPQ",22,25,24,3,20,12,9,20,4,6,54,95,30,28,51,7,7,9,27,10,43,714,20
"ZMYM4",0,0,0,0,1,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,1,20,2
"KIAA0319L",1,3,1,1,2,0,1,4,1,0,2,35,1,3,6,0,1,8,1,0,4,87,3
"NCDN",0,0,0,0,0,1,0,6,1,0,0,22,3,0,6,0,0,0,1,2,1,11,0
"RP4-728D4.2",0,0,0,0,0,0,0,0,0,1,0,2,1,1,0,0,0,2,0,0,0,1,0
"TFAP2E",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"PSMB2",29,9,9,2,12,5,3,19,5,5,18,63,14,5,26,3,4,4,6,5,26,557,9
"C1orf216",0,1,0,0,0,0,0,0,1,0,2,6,0,0,2,0,1,0,0,0,0,7,3
"CLSPN",3,0,0,0,2,1,0,1,0,0,0,5,4,0,2,0,0,0,0,1,1,11,0
"AGO4",2,0,1,0,0,0,0,1,0,0,0,2,1,0,1,0,1,0,0,1,0,23,4
"AGO1",2,0,1,0,2,0,0,0,0,0,3,8,2,0,3,1,1,1,0,0,4,47,1
"AGO3",4,5,4,0,0,1,1,3,1,0,5,17,4,0,3,3,0,3,0,0,4,60,10
"TEKT2",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
"ADPRHL2",1,0,0,0,1,0,1,0,0,1,2,11,0,1,4,0,0,0,0,1,4,51,1
"COL8A2",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TRAPPC3",15,8,6,0,0,2,0,6,4,2,5,27,4,2,15,1,3,6,5,2,19,248,10
"MAP7D1",7,4,5,1,2,3,1,4,1,1,6,29,8,4,10,1,2,8,2,0,9,82,6
"THRAP3",9,3,9,1,0,4,3,7,3,0,22,32,10,10,24,7,6,3,4,8,26,224,10
"SH3D21",3,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,14,0
"EVA1B",7,0,2,0,0,0,0,2,0,0,1,1,0,0,1,0,0,0,0,0,1,13,5
"RP11-268J15.5",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,1
"STK40",5,0,0,0,1,1,0,1,0,0,2,4,2,1,1,0,0,1,5,0,2,67,3
"LSM10",12,6,1,1,5,4,0,2,1,0,13,37,11,4,10,1,2,11,4,1,9,143,6
"OSCP1",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5,0
"MRPS15",17,3,9,2,1,2,3,11,2,5,12,44,6,8,16,2,6,9,4,3,21,500,8
"CSF3R",4,0,7,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,6,0,0,2,0
"LINC01137",0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,10,1
"ZC3H12A",12,4,7,2,2,1,4,4,1,3,8,33,6,1,19,7,6,3,6,0,8,354,14
"MEAF6",9,10,13,2,9,7,4,18,2,5,13,52,14,4,38,5,5,8,1,3,38,324,11
"SNIP1",2,1,0,0,0,0,1,0,1,0,0,4,1,3,0,2,0,1,0,0,3,31,0
"DNALI1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"GNL2",2,4,3,0,0,0,3,2,0,1,8,6,3,3,9,0,3,4,0,1,4,104,2
"C1orf109",1,0,1,1,0,1,0,0,0,0,6,5,3,1,1,1,2,1,0,1,1,42,1
"CDCA8",0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,31,2
"EPHA10",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0
"MANEAL",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,39,1
"YRDC",1,1,0,0,0,0,0,1,0,0,0,5,1,1,5,0,0,1,1,0,0,116,1
"C1orf122",7,5,5,0,3,1,1,9,0,1,8,23,4,2,6,1,2,7,7,1,13,281,14
"MTF1",3,3,0,1,0,0,0,1,0,0,4,7,1,2,0,0,0,0,4,0,3,39,3
"INPP5B",1,0,1,0,0,0,0,0,0,0,0,5,0,0,5,0,0,2,1,0,1,10,0
"SF3A3",2,1,2,0,0,0,1,3,0,1,4,14,1,3,8,2,2,0,2,2,1,114,6
"FHL3",0,0,3,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,3,6,2
"UTP11L",4,1,3,1,1,1,0,1,0,3,3,7,0,0,6,2,0,0,3,0,3,86,3
"POU3F1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0
"RRAGC",4,2,4,0,0,1,0,2,2,1,14,13,2,7,6,0,1,0,6,0,6,179,3
