"","Anti-inflammatory macro/mono","CAFs","CD8aa IELs","cDCs","CXCL13+ CD8 Tcells","Cytotoxic CD8 Tcells","Double-Negative Tcells","gdTcells","Memory Bcells","Memory CD4 Tcells","Memory CD8 Tcells","Myofibroblasts","Naive Bcells","Naive CD4 Tcells","NK cells","NKT cells","pDCs","Pericytes","Pro-inflammatory macro/mono","Regulatory CD4 Tcells","Tumour Epithelial cells","Vascular ECs"
"NBL1",18,1183,2,1,2,4,2,1,0,13,6,107,0,2,2,0,2,42,20,3,416,58
"TMCO4",3,10,1,0,0,2,0,0,0,0,0,3,0,3,0,0,0,1,2,3,28,1
"RNF186",3,1,2,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,7,0,83,0
"RP11-91K11.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"OTUD3",6,9,1,0,0,1,1,0,0,0,2,0,0,1,2,1,1,1,4,0,21,6
"PLA2G2A",0,23,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,2,1,0,0,0
"PLA2G5",0,13,0,0,0,0,1,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0
"PLA2G2D",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0
"PLA2G2F",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
"RP3-340N1.2",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PLA2G2C",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"UBXN10-AS1",0,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,3,0
"UBXN10",1,1,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,11,0
"VWA5B1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"CAMK2N1",6,82,2,0,0,2,0,0,0,6,1,6,0,1,1,1,0,41,5,6,1076,10
"MUL1",8,37,0,1,0,2,1,1,1,3,2,2,0,0,3,1,0,3,4,3,36,14
"FAM43B",0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CDA",19,16,3,2,0,4,0,0,1,2,0,0,0,2,0,0,2,1,40,2,617,60
"PINK1",19,32,1,1,0,0,1,0,1,1,1,6,0,1,1,0,0,7,4,2,72,60
"PINK1-AS",1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,2
"DDOST",83,181,4,30,4,11,9,2,8,34,16,15,1,16,6,6,11,18,43,30,182,58
"KIF17",1,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,3,20
"SH2D5",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"HP1BP3",72,144,7,9,2,21,6,1,5,29,13,16,3,13,3,6,9,33,34,34,212,88
"EIF4G3",26,67,0,2,0,2,2,0,1,8,1,1,0,3,1,1,5,15,29,7,92,49
"ECE1",10,43,1,3,2,4,0,0,2,7,4,2,0,4,2,0,3,36,44,12,119,182
"RP5-1071N3.1",0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0
"NBPF3",2,6,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,1,1,0,2,3
"ALPL",0,29,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,19
"RAP1GAP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0
"USP48",28,44,4,3,2,8,1,0,1,16,8,6,0,5,4,0,7,10,13,37,54,27
"LDLRAD2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,1
"HSPG2",16,293,2,4,0,1,2,2,2,3,4,17,0,4,0,1,2,18,23,6,106,1176
"RP1-224A6.3",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"LINC00339",6,9,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,2,2,6,12
"CDC42",662,472,40,124,9,56,24,11,30,157,76,70,8,59,36,32,23,74,547,160,480,269
"RP1-224A6.9",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"WNT4",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0
"ZBTB40",3,3,2,1,0,1,1,0,2,4,1,0,0,0,2,1,2,6,2,1,11,7
"C1QA",4604,25,1,92,0,6,0,0,4,10,4,3,1,5,1,0,1,4,250,12,38,12
"C1QC",2739,7,0,103,0,2,0,0,1,5,1,0,0,0,0,1,0,4,137,4,17,2
"C1QB",4051,30,3,118,0,4,0,0,1,14,2,2,0,1,2,2,0,3,208,4,27,15
"EPHB2",19,13,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,2,4,1,146,4
"KDM1A",11,34,0,1,0,1,0,0,1,3,5,2,0,0,1,0,3,7,6,2,68,13
"LUZP1",20,91,12,6,1,4,1,1,2,24,17,10,0,8,8,5,0,15,16,28,152,147
"HTR1D",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0
"LINC01355",0,2,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2,2
"HNRNPR",67,202,9,16,1,17,5,5,9,42,23,12,4,15,9,10,3,29,59,45,195,92
"ZNF436",0,6,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,7,7
"ZNF436-AS1",1,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,4,5
"TCEA3",4,34,1,0,0,1,0,0,1,2,0,5,0,2,0,0,2,4,1,1,156,3
"ASAP3",0,12,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,2,8
"E2F2",0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,2,2
"ID3",104,1745,9,9,3,11,3,7,22,46,28,279,8,24,5,1,3,434,65,66,178,401
"MDS2",0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0
"RPL11",2948,5643,360,788,52,600,270,115,551,1915,872,427,132,1378,294,342,534,915,3040,1647,10195,2767
"TCEB3",11,23,7,3,1,4,1,0,1,12,7,2,0,8,4,2,0,4,8,9,38,19
"TCEB3-AS1",1,6,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,2,0,0,8,6
"PITHD1",60,87,5,8,0,15,6,2,8,29,20,4,1,13,10,7,3,19,24,30,92,47
"LYPLA2",35,54,2,3,0,11,3,2,2,12,5,5,2,4,3,4,1,6,18,15,133,40
"GALE",20,14,0,1,0,1,1,0,0,2,1,0,1,2,2,0,0,3,2,1,177,13
"HMGCL",22,39,1,1,0,2,0,0,0,3,0,5,0,0,0,0,0,6,5,3,43,10
"FUCA1",92,25,1,1,0,1,2,0,0,6,4,6,0,4,1,1,0,3,14,7,76,6
"CNR2",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"PNRC2",115,102,6,13,5,12,4,3,7,28,15,9,0,13,12,5,12,23,119,34,144,106
"SRSF10",60,146,6,19,3,19,5,5,16,36,13,13,1,15,5,7,9,35,55,42,226,95
"RP11-293P20.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"MYOM3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5
"IL22RA1",0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,38,1
"IFNLR1",9,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,3,0,16,0
"RP11-10N16.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"GRHL3",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,31,0
"STPG1",4,5,1,0,0,1,1,0,0,1,4,1,0,0,0,0,0,2,2,1,17,7
"NIPAL3",4,10,1,0,0,9,1,0,1,8,7,1,0,3,1,1,0,0,3,13,46,15
"RCAN3",17,19,8,3,1,13,4,0,1,38,15,0,0,21,1,3,0,1,10,32,39,10
"RP4-594I10.3",4,1,2,1,0,4,4,0,1,11,7,0,0,5,0,0,0,1,0,17,11,3
"NCMAP",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,6,0
"SRRM1",120,139,21,25,4,43,16,8,10,72,48,15,3,36,23,19,16,20,82,71,254,96
"CLIC4",92,278,0,15,0,1,0,1,3,1,0,35,1,1,0,0,6,35,77,4,58,171
"RUNX3",42,8,27,41,4,61,12,11,6,46,48,0,1,20,15,31,3,2,41,58,58,3
"RP4-706G24.1",0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
"SYF2",97,197,23,21,6,26,13,5,6,66,40,30,5,27,10,13,26,67,76,78,404,133
"RSRP1",98,148,9,9,3,26,4,5,15,69,26,6,2,24,22,20,15,28,77,52,195,131
"RHD",0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"TMEM50A",358,390,35,30,9,72,21,6,12,75,79,40,3,54,22,21,30,60,293,102,315,200
"RHCE",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"TMEM57",22,38,2,1,2,2,4,0,5,8,6,3,0,4,2,1,2,6,10,7,42,27
"LDLRAP1",8,14,1,0,0,3,2,0,1,10,4,1,1,3,1,2,2,1,3,8,83,12
"RP11-70P17.1",1,2,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,7,1
"MAN1C1",11,20,1,0,0,2,0,0,0,0,2,0,0,1,0,0,0,3,3,1,9,6
"RP1-187B23.1",0,7,0,0,0,3,1,0,0,4,5,0,0,2,1,0,0,0,0,0,1,1
"SEPN1",36,90,1,3,0,0,0,0,0,2,2,3,0,1,1,0,0,4,16,5,46,93
"RP1-317E23.3",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
"MTFR1L",13,49,3,3,0,4,0,3,1,3,3,2,0,5,1,0,0,11,8,5,36,9
"AUNIP",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0
"RP1-125I3.2",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"PAQR7",2,22,0,1,0,0,0,0,2,1,1,0,0,0,0,0,0,2,3,0,8,3
"STMN1",183,177,4,19,1,27,3,3,3,12,19,31,4,16,12,5,58,15,28,32,209,333
"PAFAH2",3,4,0,0,0,1,0,2,0,1,1,0,0,0,0,0,0,0,2,1,27,1
"EXTL1",0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"SLC30A2",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,6,1
"PDIK1L",0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,1
"FAM110D",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23
"ZNF593",52,152,7,5,2,10,1,0,9,16,11,10,1,10,2,4,4,17,31,25,406,71
"CNKSR1",1,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,135,1
"CEP85",2,2,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,10,0
"SH3BGRL3",2426,1981,143,651,64,392,88,50,66,785,427,32,21,218,83,157,101,125,3256,639,2438,902
"UBXN11",37,15,5,2,1,5,1,0,0,8,3,0,1,4,1,2,0,1,53,14,43,3
"CD52",269,34,195,139,61,460,109,67,135,928,563,1,16,217,81,155,0,10,344,599,30,28
"AIM1L",3,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,3,0,77,2
"ZNF683",0,0,0,0,0,1,0,1,0,1,29,0,0,0,0,4,0,0,0,0,2,0
"DHDDS",8,25,3,1,0,1,0,0,1,5,3,1,0,0,2,0,1,1,8,7,57,12
"HMGN2",328,652,33,56,5,53,25,12,20,95,57,26,4,44,19,22,21,73,226,124,416,211
"RPS6KA1",35,7,1,5,2,3,2,2,0,4,4,1,1,3,2,2,1,0,16,14,65,4
"ARID1A",13,58,2,2,0,9,0,0,4,8,4,8,0,3,3,1,2,20,11,6,54,42
"PIGV",5,19,0,1,0,0,0,0,0,2,1,1,0,1,1,0,1,1,6,3,24,2
"ZDHHC18",7,10,1,4,0,3,0,0,1,5,1,1,0,2,1,4,2,3,5,14,24,7
"SFN",28,47,3,2,0,4,2,0,3,8,2,4,0,3,2,1,2,12,24,9,1907,18
"GPN2",10,33,1,2,0,3,2,0,0,6,4,1,0,1,1,1,0,4,7,7,35,12
"GPATCH3",9,10,1,2,1,0,2,0,1,3,2,0,0,2,2,0,1,4,8,4,18,8
"NUDC",91,254,12,24,4,23,9,4,9,44,21,15,6,28,9,12,23,38,72,54,346,109
"NR0B2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
"KDF1",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,1
"TRNP1",1,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5,1,0,8,1
"FAM46B",0,3,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,1,1,0,16,0
"SLC9A1",17,19,2,1,0,1,0,0,0,3,3,1,0,1,2,1,1,3,13,4,49,16
"WDTC1",7,18,2,1,0,3,0,0,2,5,1,3,0,3,0,4,1,2,7,4,31,13
"TMEM222",27,69,4,3,0,3,0,0,2,11,7,3,1,4,1,1,1,9,12,14,40,29
"SYTL1",4,4,5,6,2,13,5,0,7,23,10,2,0,9,8,4,1,0,7,20,75,3
"MAP3K6",7,13,0,0,0,2,0,0,0,2,0,1,0,1,0,1,0,1,1,1,14,17
"FCN3",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,75
"CD164L2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1
"GPR3",6,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,5
"WASF2",79,151,3,7,1,12,4,4,7,25,13,14,1,6,5,6,7,44,50,41,312,135
"RP1-159A19.4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1
"AHDC1",6,38,1,2,1,2,0,0,0,0,0,0,0,1,1,0,3,12,2,2,16,19
"FGR",90,1,1,21,0,1,0,1,0,1,3,0,0,0,2,1,0,1,91,1,17,3
"RP11-288L9.1",0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,1
"IFI6",814,921,16,52,4,51,18,5,22,113,57,54,1,16,33,18,8,129,597,200,1871,481
"FAM76A",11,14,1,1,0,0,0,0,3,8,5,2,0,3,2,4,1,4,5,8,24,5
"STX12",68,72,1,6,1,6,0,0,4,11,3,12,0,2,4,1,3,16,52,6,42,51
"PPP1R8",15,38,2,0,1,5,0,0,2,15,8,5,0,7,5,5,2,12,8,20,29,22
"THEMIS2",111,17,0,18,0,1,1,0,5,3,1,1,0,3,2,3,41,1,66,1,21,6
"RPA2",22,49,5,6,0,6,2,0,7,8,12,5,2,6,5,3,6,7,12,13,19,18
"SMPDL3B",1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0
"XKR8",3,15,1,2,1,6,0,0,1,3,3,0,0,1,0,1,1,2,7,3,8,7
"EYA3",12,24,0,7,0,1,0,0,4,5,4,2,0,0,1,0,2,4,10,3,12,16
"PTAFR",56,1,0,9,0,0,0,0,1,0,1,0,0,0,0,0,0,0,40,1,28,17
"DNAJC8",92,143,7,11,1,16,7,4,9,47,15,18,3,15,10,9,11,34,96,50,79,108
"ATPIF1",191,314,20,26,6,46,17,4,5,67,39,20,3,24,18,17,11,48,81,105,513,185
"RP5-1092A3.4",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
"SESN2",27,28,1,8,2,1,2,0,1,5,2,0,1,5,1,1,1,6,41,5,14,11
"MED18",10,2,1,1,0,0,0,0,0,1,2,0,0,0,0,0,0,1,4,0,7,3
"PHACTR4",93,28,2,7,0,0,1,0,1,4,2,4,0,2,0,2,2,13,40,7,33,50
"RCC1",22,30,0,1,0,1,0,0,1,2,5,2,0,4,2,1,0,4,3,5,17,27
"TRNAU1AP",23,36,1,2,0,2,3,1,2,7,6,1,0,3,1,4,2,6,5,16,34,18
"SNHG12",50,67,4,6,1,5,3,3,3,20,5,7,1,7,6,7,2,7,10,14,60,13
"TAF12",45,87,2,3,1,4,2,1,4,12,4,3,0,4,3,5,3,10,28,16,33,34
"RAB42",21,8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1
"RP11-442N24--B.1",0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"RNU11",5,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,2,9,1,0,1
"GMEB1",4,10,1,4,2,1,0,0,2,7,1,2,0,1,2,0,1,2,8,5,28,7
"YTHDF2",49,115,9,16,2,15,7,1,9,30,18,7,1,13,8,4,15,27,41,33,108,64
"EPB41",4,0,2,1,0,6,0,2,5,10,9,2,0,5,3,1,0,0,8,15,19,7
"TMEM200B",0,25,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,1,2
"SRSF4",39,137,6,11,2,11,5,2,6,21,15,12,1,12,8,5,6,29,32,29,79,85
"MECR",4,25,0,1,0,0,0,0,1,3,0,2,0,2,1,0,0,3,3,2,17,10
"PTPRU",0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,22,2
"MATN1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"MATN1-AS1",2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,4,0
"LAPTM5",1306,22,63,156,10,99,39,17,73,268,124,3,32,105,34,60,49,4,845,256,20,57
"SDC3",83,37,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,7,1,31,11
"PUM1",40,65,3,5,0,3,1,0,0,14,9,2,1,4,1,5,6,13,31,11,73,59
"NKAIN1",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"SNRNP40",30,64,5,7,1,7,1,1,2,8,8,5,1,12,3,4,2,12,17,18,61,32
"ZCCHC17",32,88,7,6,1,6,1,1,3,11,2,6,0,5,3,5,6,13,19,11,71,41
"FABP3",53,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,5,0
"SERINC2",42,134,1,3,1,2,0,0,0,4,4,1,1,2,1,1,7,6,18,4,1019,19
"LINC01226",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,3,0
"RP11-73M7.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"TINAGL1",18,20,0,7,0,5,1,0,0,2,2,9,0,2,0,4,2,150,24,6,673,159
"PEF1",17,78,1,7,1,9,1,0,4,9,5,12,2,4,2,1,3,15,23,18,64,49
"COL16A1",5,323,0,0,0,0,0,0,1,0,1,2,0,1,0,0,5,4,2,1,69,6
"ADGRB2",0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1
"SPOCD1",3,28,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,3,0
"RP11-84A19.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
"RP11-84A19.4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"PTP4A2",172,255,20,53,2,21,9,1,7,33,18,19,0,16,7,11,15,35,164,42,463,117
"RP4-534N18.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"KHDRBS1",132,222,19,21,3,31,7,5,10,54,25,23,3,23,13,11,23,63,91,58,299,131
"RP11-277A4.4",0,3,0,1,0,1,0,0,0,1,1,0,0,0,0,1,1,1,1,1,6,2
"TMEM39B",14,35,2,1,0,2,0,0,3,3,2,3,0,0,0,0,4,6,6,7,18,32
"KPNA6",19,50,5,2,1,4,3,0,2,7,12,1,1,7,2,4,8,19,14,15,77,23
"TXLNA",15,57,3,2,1,3,0,0,1,4,3,3,1,1,2,1,4,7,9,4,41,25
"CCDC28B",8,107,2,2,0,5,0,0,0,3,0,4,0,1,1,2,2,9,5,1,8,36
"RP4-622L5.7",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"IQCC",0,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,2
"DCDC2B",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"TMEM234",13,26,0,0,1,0,0,1,0,1,0,2,2,0,3,0,3,2,5,1,34,8
"EIF3I",92,308,10,36,2,19,10,7,19,54,24,35,2,31,10,9,21,63,130,69,379,185
"FAM167B",4,12,1,0,0,1,0,0,0,2,1,1,0,0,0,0,0,3,1,2,8,388
"LCK",11,7,30,3,6,57,8,10,3,85,52,0,0,32,8,15,0,1,4,137,17,5
"HDAC1",33,57,6,8,1,15,1,5,6,22,15,2,1,16,4,6,0,20,32,24,210,71
"MARCKSL1",137,363,16,110,1,6,13,8,22,37,18,21,4,34,22,8,72,121,455,34,859,477
"FAM229A",2,3,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,5,1
"BSDC1",9,51,7,8,2,9,1,0,2,5,5,5,2,3,2,3,3,15,5,14,77,34
"ZBTB8B",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0
"ZBTB8A",0,13,0,1,0,2,0,0,0,0,0,0,0,0,0,0,2,1,2,1,11,10
"ZBTB8OS",54,75,6,6,1,9,2,1,3,18,9,12,3,7,7,2,8,14,35,29,106,39
"RBBP4",46,83,7,16,1,11,5,2,1,23,10,10,0,17,7,4,9,14,40,22,131,54
"SYNC",4,21,1,0,0,1,0,0,0,5,3,11,0,0,1,2,2,3,1,3,14,8
"RP11-114B7.6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"KIAA1522",5,13,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,2,1,155,9
"YARS",22,56,1,4,1,4,3,0,1,12,4,4,1,5,3,2,1,10,12,7,81,28
"S100PBP",11,19,2,1,2,4,0,1,1,7,3,1,0,0,0,1,1,4,1,6,14,16
"FNDC5",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
"HPCA",0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"TMEM54",15,94,0,3,0,1,1,1,0,1,2,14,0,2,2,1,0,5,10,1,614,33
"RNF19B",134,61,1,15,0,2,1,0,0,3,4,2,0,2,2,0,4,4,175,10,51,46
"AK2",56,120,1,18,2,7,2,0,2,22,6,7,1,7,5,6,13,18,50,23,186,66
"AZIN2",0,35,0,0,0,0,1,0,0,1,0,0,0,0,0,0,4,2,0,0,12,5
"TRIM62",1,3,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,2,3,2
"ZNF362",8,23,1,0,0,2,0,0,0,1,0,2,0,2,1,1,1,8,4,3,9,12
"PHC2",26,131,1,1,0,1,0,0,1,8,0,6,0,0,2,1,2,8,21,3,56,31
"ZSCAN20",0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,4,1
"CSMD2",0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SMIM12",44,65,6,11,3,5,3,3,2,22,12,9,2,13,2,6,7,16,35,30,30,48
"GJB5",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,17,0
"GJB4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,9,1
"GJB3",3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,178,2
"GJA4",1,2,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,128,3,0,4,149
"DLGAP3",3,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,10,1,0,1
"RP11-244H3.4",1,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1
"ZMYM6",12,7,1,2,1,0,1,0,1,2,4,2,0,0,0,0,1,3,3,1,14,9
"ZMYM1",3,7,0,1,0,1,0,0,0,0,0,0,0,0,0,2,0,1,1,1,8,3
"SFPQ",214,291,33,62,7,54,17,14,20,119,63,26,7,42,23,22,43,76,270,100,261,196
"ZMYM4",8,24,0,0,0,2,0,0,1,1,2,3,0,0,0,1,0,6,5,0,7,13
"KIAA0319L",15,14,3,2,0,4,3,1,0,18,4,0,0,11,0,0,0,4,5,15,30,14
"NCDN",5,14,1,0,0,5,2,0,0,14,2,2,0,7,0,0,0,2,2,9,4,5
"RP4-728D4.2",3,1,0,0,0,3,1,0,1,1,0,0,1,2,3,0,0,0,4,2,0,0
"TFAP2E",1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
"PSMB2",133,263,11,26,4,20,3,4,10,37,26,26,5,20,4,10,14,53,116,65,215,128
"C1orf216",4,21,0,0,0,1,0,0,0,2,0,1,0,3,2,1,2,6,2,3,3,7
"CLSPN",2,13,0,0,0,3,0,0,0,4,0,0,0,1,0,0,1,0,0,2,0,12
"AGO4",14,9,0,1,0,1,2,0,0,3,1,3,0,1,0,0,0,1,9,1,8,7
"AGO1",14,13,2,1,0,0,0,0,1,2,1,0,0,0,0,1,2,4,13,4,9,10
"RP4-789D17.5",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
"AGO3",19,42,1,10,0,2,2,0,1,9,10,5,0,5,0,6,4,9,18,4,11,25
"RP4-665N4.8",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TEKT2",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0
"ADPRHL2",10,28,2,4,0,5,0,1,1,8,3,6,0,3,3,1,1,3,6,8,63,8
"COL8A2",4,71,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,4,0,1,2
"TRAPPC3",75,163,11,12,0,9,6,2,6,18,10,11,2,10,3,7,6,23,41,32,176,75
"MAP7D1",63,170,3,7,0,19,1,3,2,26,20,15,0,12,5,6,4,31,47,22,168,80
"THRAP3",68,117,16,15,0,15,8,1,8,35,18,14,1,8,6,6,9,28,32,42,107,80
"SH3D21",13,3,0,2,0,0,0,0,0,1,1,0,0,0,0,0,0,0,9,0,28,1
"EVA1B",32,216,0,1,0,1,0,0,0,0,2,8,0,1,1,1,1,23,21,3,40,75
"RP11-268J15.5",9,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,17,1
"STK40",31,23,1,8,0,5,2,0,2,5,7,4,2,1,0,2,4,4,33,7,55,17
"LSM10",65,122,9,4,0,4,4,2,6,16,10,4,3,10,4,5,10,15,38,32,114,41
"OSCP1",4,11,0,0,0,0,0,0,0,2,0,2,0,1,0,0,0,1,1,0,10,2
"MRPS15",89,194,6,12,2,12,2,2,4,22,6,4,1,13,1,3,11,34,45,28,265,76
"CSF3R",39,0,0,10,0,0,0,0,0,0,1,0,0,0,0,1,0,0,62,0,2,0
"LINC01137",1,13,0,2,0,0,0,0,0,0,0,3,0,1,0,0,0,0,5,2,4,4
"ZC3H12A",116,149,8,29,2,7,7,5,4,25,20,17,1,13,11,5,3,29,109,24,108,75
"MEAF6",49,113,14,8,1,16,6,0,9,32,26,15,3,13,6,16,4,12,28,44,84,59
