"","Anti-inflammatory macro/mono","CAFs","CD8aa IELs","cDCs","CXCL13+ CD8 Tcells","Cytotoxic CD8 Tcells","Double-Negative Tcells","Follicular CD4 Tcells","gdTcells","Memory Bcells","Memory CD4 Tcells","Memory CD8 Tcells","Naive Bcells","Naive CD4 Tcells","Naive CD8 Tcells","NK cells","NKT cells","pDCs","Pericytes","Pro-inflammatory macro/mono","Regulatory CD4 Tcells","Tumour Epithelial cells","Vascular ECs"
"SDHB",111,12,5,8,4,8,1,13,17,13,16,12,3,11,3,5,3,8,9,54,33,475,17
"PADI2",6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,4,0
"PADI4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0
"RCC2",26,11,1,2,3,1,1,5,1,3,2,7,6,3,2,3,2,1,3,18,12,172,14
"ARHGEF10L",27,4,1,2,2,0,0,0,0,1,0,1,0,0,0,0,0,0,0,11,1,130,3
"IGSF21",20,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"KLHDC7A",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"PAX7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"ALDH4A1",3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,1,0,0,27,0
"IFFO2",5,2,0,0,0,1,0,2,3,3,3,1,0,1,0,0,1,1,0,8,5,25,2
"UBR4",37,15,5,4,6,3,1,3,4,9,8,9,7,2,1,2,1,2,3,42,7,619,13
"RP1-43E13.2",1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5,1,13,1
"EMC1",5,1,1,0,0,2,0,0,0,1,1,2,5,1,0,0,1,1,3,4,2,62,2
"MRTO4",24,9,2,3,3,5,1,6,7,5,5,2,5,4,0,1,1,2,3,10,10,212,7
"AKR7A3",1,1,0,0,0,0,0,0,1,1,0,1,0,2,0,0,0,1,0,0,1,344,1
"AKR7A2",37,38,5,2,4,2,0,8,10,6,4,4,1,3,0,1,1,2,9,24,17,478,12
"PQLC2",13,6,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,1,6,0,43,1
"CAPZB",290,182,24,26,47,37,11,75,66,26,43,62,20,31,2,32,20,20,33,215,165,971,64
"RP5-1056L3.1",7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"MINOS1",270,137,17,29,12,22,7,33,30,34,34,45,21,45,3,15,14,13,36,184,96,1906,81
"NBL1",15,285,2,1,7,2,1,4,15,2,7,12,0,2,0,7,3,1,11,11,6,925,22
"TMCO4",5,5,1,1,0,0,0,2,1,0,1,0,0,1,1,0,1,0,1,1,3,99,2
"RNF186",0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,3,1,292,1
"RP11-91K11.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"OTUD3",2,2,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,3,3,60,2
"PLA2G2A",7,3,0,0,0,0,1,2,0,4,1,2,1,2,1,3,0,0,1,5,1,92,5
"PLA2G5",0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"PLA2G2D",11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0
"PLA2G2F",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"PLA2G2C",0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"UBXN10-AS1",0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,1,0
"UBXN10",2,0,0,0,0,0,0,2,0,0,0,1,1,0,0,0,0,0,0,0,2,10,0
"CAMK2N1",4,10,0,0,0,0,0,2,0,0,3,2,2,1,1,0,0,0,7,1,1,405,2
"MUL1",14,8,0,1,1,2,1,1,4,2,3,4,1,1,1,1,1,0,2,4,10,65,5
"FAM43B",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CDA",14,0,0,0,0,0,0,1,0,0,1,0,1,2,0,0,0,0,0,14,0,124,7
"PINK1",8,8,0,0,0,0,0,1,0,0,3,1,0,0,0,0,1,0,1,5,3,117,21
"PINK1-AS",3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1
"DDOST",59,42,3,10,11,11,5,14,21,13,13,13,3,17,1,10,5,7,9,57,43,745,22
"KIF17",4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,4
"SH2D5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"RP5-930J4.2",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
"HP1BP3",44,37,7,4,10,9,7,24,15,11,10,26,3,15,0,10,2,2,13,25,34,352,30
"EIF4G3",11,3,1,3,0,3,1,4,4,5,3,2,4,2,0,1,1,3,3,14,6,83,16
"ECE1",4,7,1,0,4,3,1,3,3,10,0,1,4,5,0,4,2,5,20,36,17,107,62
"RP3-329E20.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"RP5-1071N3.1",1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
"NBPF3",1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,1,11,0
"ALPL",0,2,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,1,3
"RAP1GAP",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,105,0
"USP48",12,16,4,0,4,5,1,11,7,12,8,4,4,3,0,4,1,6,6,9,35,99,12
"LDLRAD2",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"HSPG2",3,40,0,1,0,3,1,0,1,2,2,0,3,1,0,0,1,0,3,3,5,93,394
"CELA3B",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
"CELA3A",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
"RP1-224A6.3",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"LINC00339",1,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,1,0,14,0
"CDC42",406,125,30,41,54,50,25,77,93,79,70,109,58,60,5,53,34,34,42,519,248,1630,138
"RP1-224A6.9",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"WNT4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0
"ZBTB40",3,2,1,0,0,0,1,0,1,4,0,2,1,0,0,0,1,0,1,1,3,21,2
"C1QA",3317,7,3,9,4,4,4,5,5,9,7,7,4,9,0,4,3,0,2,343,15,167,10
"C1QC",2146,4,2,4,5,2,1,1,0,0,1,1,0,2,0,2,2,0,1,191,3,44,3
"C1QB",3163,16,3,16,7,1,1,7,4,8,3,10,3,7,0,2,5,3,4,315,21,151,11
"EPHB2",32,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,3,1,312,2
"C1orf234",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"KDM1A",3,9,1,2,0,2,1,2,0,2,3,0,1,0,0,2,0,1,3,6,2,131,1
"LUZP1",20,31,2,1,5,2,3,11,14,6,11,8,4,8,1,12,7,3,5,18,51,225,65
"HTR1D",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0
"LINC01355",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1
"HNRNPR",54,32,10,5,8,10,7,19,21,19,16,26,16,15,0,11,10,5,5,46,61,634,36
"ZNF436",0,4,0,0,0,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,1,21,9
"ZNF436-AS1",0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,4,2
"RP5-1057J7.7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0
"TCEA3",1,4,0,1,0,0,1,1,0,0,0,1,0,2,0,0,0,0,1,4,0,274,3
"ASAP3",0,5,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,11,1
"E2F2",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,9,1
"ID3",82,142,9,1,15,11,0,7,53,21,10,25,32,16,1,19,13,0,113,31,95,182,251
"MDS2",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,11,0
"RPL11",1608,787,341,298,287,355,304,606,599,1547,1101,737,783,1533,117,332,307,303,251,2793,1889,22014,736
"TCEB3",10,12,1,0,3,3,3,6,5,7,5,4,1,4,0,2,3,3,3,10,12,104,9
"TCEB3-AS1",3,1,0,0,0,0,0,0,0,2,0,0,1,1,0,0,0,0,0,0,3,10,0
"PITHD1",22,16,6,2,9,9,4,13,9,13,14,12,8,14,1,10,10,2,1,10,35,291,11
"LYPLA2",17,17,0,1,5,4,1,6,7,5,12,8,2,4,1,2,2,2,5,12,28,244,10
"GALE",16,1,1,1,0,0,0,0,3,1,0,0,0,0,0,0,3,1,1,8,5,377,7
"HMGCL",11,10,1,2,2,1,0,3,1,3,2,0,0,0,0,0,0,3,3,3,9,74,5
"FUCA1",44,1,0,0,1,1,0,5,2,1,0,1,1,1,0,2,0,0,0,4,4,177,3
"CNR2",0,0,1,0,0,0,0,0,1,5,0,0,4,0,0,0,0,0,0,0,0,1,0
"PNRC2",82,26,10,11,9,16,5,17,11,18,22,14,21,15,1,12,1,4,4,140,54,340,19
"SRSF10",41,41,5,3,10,12,3,24,29,25,16,19,18,15,2,14,8,10,11,53,52,436,39
"MYOM3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
"IL22RA1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,13,0
"IFNLR1",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2,3,0
"RP11-10N16.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"STPG1",3,3,0,0,0,1,0,0,1,0,1,4,2,1,0,0,0,0,0,1,1,28,3
"NIPAL3",1,1,1,0,2,5,0,3,2,6,0,6,1,1,0,1,1,1,0,3,9,27,2
"RCAN3",14,1,1,0,2,11,5,3,8,10,20,19,3,27,1,2,1,0,0,11,31,84,3
"RP4-594I10.3",2,0,1,0,3,3,3,2,5,1,3,4,1,7,0,3,3,0,0,6,8,16,1
"NCMAP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"SRRM1",98,50,15,11,26,17,9,31,39,57,45,45,29,49,4,24,25,18,11,100,103,896,38
"CLIC4",75,48,0,2,0,0,0,2,1,4,1,0,4,1,0,0,1,0,10,77,3,59,103
"RUNX3",27,7,17,29,17,44,7,3,38,23,18,38,5,13,2,18,15,6,3,52,54,11,1
"RP4-799D16.1",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"RP4-706G24.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
"SYF2",84,46,12,10,26,19,17,43,38,29,35,45,29,39,3,12,24,8,28,73,98,820,51
"RSRP1",61,15,12,6,15,13,10,22,31,34,35,43,29,29,6,16,12,4,5,50,76,191,25
"RP3-465N24.6",2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,1
"RHD",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
"TMEM50A",254,76,14,9,35,34,8,67,40,20,46,64,12,41,1,21,22,18,34,196,143,722,85
"RHCE",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"TMEM57",13,8,3,1,2,6,0,0,6,5,8,6,4,5,0,2,4,1,4,13,7,89,8
"LDLRAP1",7,6,1,0,0,1,4,2,2,0,3,1,0,4,1,0,0,0,0,1,4,109,5
"RP11-70P17.1",1,0,0,0,0,0,0,1,1,0,2,0,0,1,0,0,0,0,0,0,1,12,0
"MAN1C1",1,1,0,0,0,0,0,0,5,0,0,2,1,2,0,2,0,0,0,1,0,0,0
"RP1-187B23.1",0,0,4,0,1,0,1,0,5,0,1,3,0,2,0,4,0,0,0,0,0,1,0
"SEPN1",18,12,0,1,0,0,0,3,1,1,1,3,1,3,1,0,0,0,1,8,1,96,19
"RP1-317E23.3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"MTFR1L",10,11,1,1,0,1,0,3,0,2,2,1,1,3,0,0,1,1,8,9,5,99,5
"AUNIP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
"RP1-125I3.2",0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"PAQR7",1,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6
"STMN1",67,26,4,2,9,10,1,5,16,18,7,18,5,8,0,9,0,19,2,33,11,843,162
"PAFAH2",4,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,2,1,1,0,7,50,2
"EXTL1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"SLC30A2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"PDIK1L",3,0,0,0,0,2,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,18,0
"FAM110D",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,15
"RP11-96L14.7",0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
"ZNF593",37,22,2,2,5,5,6,5,4,14,3,13,9,7,1,3,0,0,4,21,25,669,16
"CNKSR1",2,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,2,1,209,0
"CEP85",2,0,0,0,0,1,0,1,1,1,0,0,1,1,0,0,0,0,0,3,0,39,2
"SH3BGRL3",1602,236,96,200,217,208,59,265,367,135,257,423,63,139,9,177,118,59,56,1778,629,5648,321
"UBXN11",17,7,0,2,2,0,1,2,3,1,3,3,1,2,0,0,0,1,0,22,8,104,0
"CD52",129,9,80,47,247,187,47,170,371,347,282,452,225,158,13,129,113,3,1,261,563,125,9
"AIM1L",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,16,0
"ZNF683",0,0,0,0,0,0,0,0,13,0,0,52,0,0,0,14,2,0,0,1,0,3,0
"DHDDS",11,4,3,2,1,0,2,2,0,5,1,0,0,1,0,0,1,2,2,1,3,107,3
"HMGN2",241,52,26,12,51,27,16,42,67,83,34,87,45,34,2,37,23,30,27,171,133,1514,82
"RPS6KA1",34,1,3,5,6,1,0,8,9,1,2,8,3,2,0,2,2,2,0,16,12,150,0
"RP5-968P14.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"ARID1A",20,9,2,3,1,3,1,4,10,13,3,8,3,3,0,1,1,0,13,13,13,186,11
"PIGV",7,9,0,0,0,0,1,0,0,0,1,1,1,0,0,0,1,1,1,4,3,28,2
"ZDHHC18",6,2,3,1,4,3,3,7,3,5,4,4,0,2,0,2,3,0,0,6,11,50,4
"SFN",12,3,2,0,0,2,1,4,5,0,7,4,1,1,0,3,3,0,3,16,10,1705,6
"GPN2",17,4,0,0,3,1,0,2,4,3,3,5,1,2,0,1,4,1,4,7,11,83,6
"GPATCH3",10,1,1,1,2,0,0,1,0,5,0,4,0,2,0,0,0,0,1,6,3,40,4
"NUDC",114,43,13,10,22,19,4,39,30,23,28,40,14,16,6,17,14,10,15,88,95,1163,33
"NR0B2",1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,13,0
"KDF1",1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,83,1
"TRNP1",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0
"FAM46B",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1
"SLC9A1",12,3,0,0,2,2,0,0,0,1,3,1,0,1,0,0,1,3,1,5,6,66,3
"WDTC1",4,5,3,0,1,1,0,0,1,3,1,3,6,2,0,1,1,0,1,1,7,39,1
"TMEM222",11,19,1,0,1,2,0,8,7,4,3,8,2,2,0,3,1,1,5,5,11,167,14
"SYTL1",3,1,3,0,6,5,2,8,16,9,14,11,6,9,0,4,4,0,0,2,21,56,0
"MAP3K6",3,3,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,2,31,3
"FCN3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30
"CD164L2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0
"GPR3",9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,11,1
"WASF2",76,52,2,3,10,10,9,11,9,21,16,16,10,13,0,8,4,6,8,36,38,650,88
"RP1-159A19.4",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0
"AHDC1",1,5,0,0,1,1,0,0,0,0,3,0,0,1,0,0,3,1,1,0,0,34,11
"FGR",51,0,0,8,0,1,0,0,1,1,0,0,2,0,0,5,1,0,0,66,1,6,2
"RP11-288L9.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0
"IFI6",962,194,18,28,72,36,20,139,78,23,51,100,10,38,3,24,20,14,49,395,263,3556,73
"FAM76A",4,9,1,1,1,2,0,3,1,4,5,6,6,4,0,1,1,1,2,3,9,74,3
"STX12",72,21,1,4,4,2,1,3,4,9,4,5,2,2,1,1,2,4,9,41,9,152,25
"PPP1R8",8,7,0,1,3,1,2,7,5,7,9,1,1,7,1,2,3,1,0,2,12,112,3
"THEMIS2",109,22,3,12,3,0,1,1,2,7,4,2,2,4,0,3,5,26,2,83,2,25,9
"RPA2",12,12,4,2,4,7,3,6,7,13,8,6,6,2,1,4,0,4,2,8,13,166,12
"SMPDL3B",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,1
"XKR8",7,7,0,0,2,2,0,0,0,2,2,0,0,1,0,1,1,1,0,6,5,26,2
"EYA3",20,4,0,0,1,3,0,0,1,1,0,3,4,1,0,2,1,0,0,6,3,68,4
"PTAFR",65,0,0,6,0,0,0,3,0,2,0,1,0,1,0,0,0,0,0,45,0,9,12
"DNAJC8",93,34,6,5,16,7,4,22,27,23,23,22,12,22,2,12,10,6,11,93,59,395,30
"ATPIF1",136,61,13,10,27,21,14,54,37,31,42,43,12,34,2,15,19,14,21,72,141,1237,81
"RP5-1092A3.4",0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2,0
"SESN2",16,6,0,4,3,1,2,1,2,3,1,1,4,1,0,1,0,3,3,21,10,37,1
"MED18",6,6,0,1,0,1,1,0,0,0,0,2,0,1,0,0,1,0,2,5,2,31,1
"PHACTR4",104,11,3,3,1,3,1,4,5,1,8,4,2,7,0,1,5,1,3,27,4,111,14
"RCC1",12,5,2,0,1,0,2,0,5,0,1,1,1,4,0,1,0,1,3,7,2,183,9
"TRNAU1AP",21,7,1,0,1,1,0,8,7,6,4,3,5,4,0,4,3,0,4,19,18,90,11
"SNHG12",35,3,5,1,6,7,2,8,5,32,5,8,11,5,0,6,5,3,2,12,25,121,9
"TAF12",32,24,6,3,1,4,1,7,4,7,5,2,2,4,1,3,3,0,6,17,16,136,8
"RAB42",17,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,2,0
"RP11-442N24--B.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,1
"RNU11",1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2,0,3,0
"GMEB1",4,1,5,2,0,0,1,4,2,4,0,2,3,2,0,2,2,0,1,11,7,98,2
"YTHDF2",32,20,6,5,11,7,5,13,12,16,17,16,13,18,2,10,7,7,12,24,31,506,30
"OPRD1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"EPB41",5,1,0,0,1,1,2,1,2,3,6,5,3,5,1,3,1,2,1,5,11,97,1
"TMEM200B",0,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0
"SRSF4",29,27,6,2,4,7,4,12,17,13,13,12,13,13,2,7,4,2,9,32,51,399,18
"MECR",7,5,0,0,1,2,0,1,0,2,1,1,1,0,0,2,0,0,1,6,4,64,4
"PTPRU",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0
"MATN1",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MATN1-AS1",0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,4,11,0
"LAPTM5",1351,17,40,63,67,68,30,154,62,214,131,129,175,86,13,31,37,34,2,759,274,120,41
"RP5-1125N11.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"SDC3",87,9,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,8,2,38,6
"PUM1",23,11,2,3,2,2,1,1,5,6,3,5,4,6,1,2,2,4,9,21,13,287,22
"SNRNP40",30,11,1,3,7,4,2,5,4,6,7,6,5,7,0,4,3,3,4,9,30,321,7
"ZCCHC17",29,17,0,0,7,6,1,3,3,4,3,7,2,5,1,4,2,2,4,5,14,104,11
"FABP3",12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0
"SERINC2",11,12,0,0,0,0,1,0,1,0,1,1,2,0,0,0,2,1,0,8,0,486,3
"LINC01226",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"RP11-73M7.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"TINAGL1",3,4,1,1,1,0,0,1,1,2,0,1,2,0,0,0,1,0,23,12,1,585,37
"PEF1",31,17,1,2,2,4,3,8,8,6,6,10,8,7,0,4,2,1,7,31,26,246,17
"COL16A1",1,22,0,2,0,0,0,1,0,1,1,0,2,2,0,0,0,0,1,3,2,197,0
"ADGRB2",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,15,0
"SPOCD1",7,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0
"RP11-84A19.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"RP11-84A19.4",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"PTP4A2",135,57,9,20,16,15,11,26,12,14,31,27,1,15,0,14,16,8,9,119,62,827,42
"RP4-534N18.2",0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,2,0
"KHDRBS1",86,60,4,12,9,11,5,27,25,27,17,22,11,23,1,12,8,13,10,109,82,780,37
"RP11-277A4.4",1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,4,0
"TMEM39B",6,3,0,0,1,0,0,1,0,0,1,2,1,1,0,0,0,2,4,2,7,85,7
"KPNA6",18,12,4,1,4,4,1,7,4,9,5,10,4,7,2,3,4,5,6,7,19,145,7
"TXLNA",14,14,1,1,2,0,0,3,3,3,2,2,0,2,0,3,1,1,3,3,11,103,8
"CCDC28B",8,9,1,2,0,0,0,2,2,0,0,2,0,1,0,2,0,7,7,2,2,11,10
"RP4-622L5.7",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0
"IQCC",0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,18,0
"DCDC2B",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3,0
"TMEM234",8,6,1,1,1,1,0,0,2,0,1,0,1,0,0,4,1,0,3,7,3,42,6
"EIF3I",89,76,10,11,13,14,4,31,22,32,28,33,19,22,4,15,8,14,11,150,83,1311,70
"FAM167B",2,4,0,0,0,2,0,0,0,0,0,0,0,1,0,0,1,0,1,0,2,7,104
"LCK",6,2,16,0,36,31,14,64,50,3,41,61,3,25,3,21,13,1,1,5,192,12,2
"HDAC1",26,9,6,4,3,11,2,12,11,21,14,19,8,17,1,10,8,3,2,25,44,565,37
"MARCKSL1",66,61,12,28,3,4,8,12,24,73,14,26,55,27,4,7,7,55,30,230,47,2530,201
"TSSK3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"FAM229A",0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,1,0,0,0,30,1
"BSDC1",10,13,2,1,2,8,1,6,6,7,5,8,5,4,0,5,4,0,3,8,24,198,14
"ZBTB8B",1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ZBTB8A",1,4,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,1,2,1,29,1
"ZBTB8OS",35,19,4,0,1,13,5,14,8,7,10,13,3,6,2,6,3,3,5,29,25,246,17
"RBBP4",44,12,4,5,5,13,5,14,18,12,15,12,7,6,1,9,4,6,5,25,37,479,22
"SYNC",1,8,1,1,0,0,0,2,3,1,0,1,2,1,0,1,1,0,1,2,4,10,1
"KIAA1522",1,3,1,0,0,1,0,2,0,0,0,0,0,0,0,0,1,1,0,0,0,145,5
"YARS",17,11,2,4,8,7,1,8,12,1,4,10,1,2,0,4,5,0,3,17,10,250,7
"S100PBP",7,3,1,0,2,2,0,4,6,2,2,2,1,6,1,1,2,0,1,4,5,32,6
"FNDC5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"HPCA",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0
"TMEM54",11,11,0,0,0,1,0,1,1,3,1,4,0,0,0,1,1,0,1,8,4,643,12
"RNF19B",67,7,1,3,1,0,1,1,2,1,2,2,0,0,0,0,2,3,0,137,5,122,10
"AK2",47,23,2,5,6,4,2,6,9,9,12,4,4,5,1,7,4,8,6,48,19,465,22
"AZIN2",2,7,0,0,1,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,10,2
"TRIM62",0,0,0,1,1,1,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,3,2
"ZNF362",8,9,0,0,2,2,1,1,2,1,1,1,0,0,0,0,0,0,1,2,6,13,1
"PHC2",31,18,3,0,1,0,0,1,1,3,1,2,1,2,0,0,1,3,4,14,1,148,8
"ZSCAN20",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5,0
"CSMD2",0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SMIM12",33,14,4,3,8,2,2,11,9,6,12,13,1,4,1,3,1,2,11,25,31,162,25
"GJB4",0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0
"GJB3",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,108,1
