"","Anti-inflammatory macro/mono","CXCL13+ CD8 Tcells","Double-Negative Tcells","gdTcells","IL17+ CD4 Tcells","LTi cells","Memory Bcells","Memory CD4 Tcells","Memory CD8 Tcells","Naive Bcells","Naive CD4 Tcells","NK cells","NKT cells","Pro-inflammatory macro/mono","Regulatory CD4 Tcells","Tumour Epithelial cells"
"CNR2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"PNRC2",25,5,4,1,10,4,7,49,9,3,9,7,0,8,17,2663
"SRSF10",24,10,3,3,14,2,8,69,10,7,7,3,1,2,13,2494
"RP11-293P20.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"MYOM3",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,135
"IL22RA1",2,0,0,0,0,0,0,2,1,0,0,0,0,0,0,403
"IFNLR1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,227
"RP11-10N16.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
"GRHL3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51
"STPG1",2,1,0,0,0,0,0,3,3,0,1,0,0,0,1,120
"NIPAL3",4,3,1,1,3,2,2,17,6,0,2,3,2,1,6,318
"RCAN3",8,9,5,2,11,2,3,71,15,2,14,6,1,2,25,467
"RP4-594I10.3",0,2,1,0,1,1,0,15,4,1,0,0,2,2,8,84
"NCMAP",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,37
"SRRM1",41,11,2,6,12,9,7,98,20,3,5,6,3,1,35,3558
"CLIC4",17,0,0,0,0,0,0,0,1,1,0,0,0,3,0,528
"RUNX3",36,13,3,7,8,1,11,77,44,7,3,10,3,6,44,63
"RP4-799D16.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"SYF2",32,11,5,6,13,6,15,93,19,3,10,6,1,4,43,3356
"RSRP1",16,11,4,4,9,5,6,120,20,2,13,3,1,7,45,1542
"RP3-465N24.6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15
"TMEM50A",55,31,1,4,42,5,11,212,41,2,18,7,5,26,74,3844
"RHCE",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
"TMEM57",3,4,0,0,1,2,2,16,6,0,2,2,1,0,4,641
"LDLRAP1",1,2,0,2,0,0,0,4,0,0,4,1,0,0,2,558
"RP11-70P17.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45
"MAN1C1",1,1,0,1,2,1,0,8,0,0,1,4,0,0,1,4
"RP1-187B23.1",0,1,0,0,0,0,0,14,5,0,2,2,4,0,0,2
"SEPN1",8,0,0,0,1,0,0,4,4,0,1,0,0,1,1,308
"RP1-317E23.3",0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,18
"MTFR1L",4,0,1,0,1,0,2,5,1,0,1,3,1,0,1,477
"AUNIP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47
"RP1-125I3.2",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5
"PAQR7",0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,60
"STMN1",106,11,3,4,9,7,7,36,17,1,2,9,0,2,8,4627
"PAFAH2",6,0,0,0,0,0,1,2,0,1,0,0,0,0,0,159
"EXTL1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"SLC30A2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35
"PDIK1L",1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,83
"FAM110D",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
"RP11-96L14.7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16
"ZNF593",10,3,2,2,8,2,8,32,6,2,3,2,2,1,12,6732
"CNKSR1",2,0,0,0,0,0,0,0,1,0,0,0,0,0,2,665
"CEP85",1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,157
"SH3BGRL3",413,415,23,65,320,47,53,2356,705,20,137,142,42,110,466,18109
"UBXN11",2,4,1,1,2,1,1,10,1,0,1,0,0,3,1,318
"CD52",34,339,23,77,187,37,128,1993,525,60,114,112,33,58,332,184
"AIM1L",0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,349
"ZNF683",0,1,0,2,0,0,0,0,38,0,0,0,0,0,0,2
"DHDDS",6,1,0,0,2,0,2,6,3,0,0,1,0,1,4,322
"HMGN2",177,44,7,9,30,10,20,222,59,10,19,38,2,7,79,10345
"RPS6KA1",8,3,0,0,2,1,0,21,6,2,1,1,0,2,3,780
"RP5-968P14.2",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"ARID1A",9,0,0,0,1,0,4,17,7,1,0,1,1,0,4,744
"PIGV",0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,279
"ZDHHC18",6,0,1,0,1,0,1,14,1,0,2,2,0,0,3,252
"SFN",17,5,0,0,1,0,4,29,10,1,2,1,0,2,8,25242
"GPN2",3,1,0,1,0,0,0,8,1,0,0,0,0,0,4,320
"GPATCH3",4,0,0,0,1,0,2,4,1,0,0,0,0,1,3,210
"NUDC",38,14,4,2,6,5,10,123,27,5,13,11,2,2,40,4342
"NR0B2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,155
"KDF1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,308
"TRNP1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12
"FAM46B",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92
"SLC9A1",2,0,0,0,2,0,0,14,1,0,1,0,0,0,3,574
"WDTC1",2,1,0,0,2,1,1,14,1,0,0,0,0,0,9,506
"TMEM222",3,6,0,0,3,0,1,5,3,0,0,0,0,0,7,771
"SYTL1",0,1,0,1,7,0,2,44,3,2,7,6,2,0,18,111
"MAP3K6",3,1,0,0,0,0,1,2,0,0,0,0,0,0,4,77
"FCN3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"CD164L2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
"GPR3",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27
"WASF2",31,8,0,6,9,2,7,63,18,3,6,2,2,2,17,3849
"RP4-752I6.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"RP1-159A19.4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20
"AHDC1",1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,236
"FGR",20,0,0,0,0,0,0,0,1,0,0,0,0,2,1,3
"RP11-288L9.1",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4
"IFI6",45,13,1,5,2,3,1,38,14,0,3,4,1,13,30,4161
"RP11-288L9.4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"FAM76A",3,2,0,0,0,0,1,12,4,1,0,1,1,0,2,236
"STX12",32,2,1,1,1,0,3,12,4,0,1,1,1,2,5,681
"PPP1R8",6,1,0,1,2,1,1,23,3,1,4,0,0,1,3,552
"THEMIS2",54,0,0,0,2,1,2,3,0,1,0,0,0,5,1,126
"RPA2",7,0,0,1,6,0,7,25,9,1,4,4,3,1,11,698
"SMPDL3B",0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,478
"RP11-460I13.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"XKR8",0,0,0,0,0,0,0,7,2,1,1,0,0,0,2,116
"EYA3",9,1,0,0,1,0,2,10,0,0,0,0,0,1,2,315
"PTAFR",16,0,0,0,0,0,2,0,0,1,0,0,0,3,0,8
"DNAJC8",35,9,1,4,6,1,9,83,12,6,10,8,2,0,25,1861
"ATPIF1",46,21,5,6,16,8,17,174,30,4,31,12,3,1,72,11062
"RP5-1092A3.4",0,0,0,0,0,0,2,2,1,0,1,0,0,0,0,46
"RP5-1092A3.5",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"SESN2",23,0,1,0,0,0,2,10,0,0,0,0,0,1,2,330
"MED18",1,0,0,0,3,0,0,2,0,0,0,0,0,1,0,117
"PHACTR4",24,1,0,1,0,0,1,7,0,2,1,2,1,1,4,485
"RCC1",2,0,0,0,0,0,1,7,2,1,0,0,0,0,1,698
"TRNAU1AP",8,2,0,1,4,1,2,24,8,1,5,3,0,1,9,360
"SNHG12",7,3,1,0,2,0,3,25,2,1,5,1,0,0,12,762
"TAF12",15,3,0,0,3,2,6,33,7,3,6,2,2,0,8,1019
"RAB42",11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"RP11-442N24--B.1",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5
"RNU11",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,13
"GMEB1",4,0,1,0,2,1,1,11,2,2,2,1,0,1,3,385
"YTHDF2",16,7,0,1,11,1,3,45,9,2,6,4,1,2,19,2314
"OPRD1",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"RP1-212P9.3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"EPB41",1,3,0,0,3,0,1,13,0,2,5,1,0,0,7,433
"TMEM200B",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"SRSF4",16,4,2,1,7,4,5,55,14,3,8,4,1,2,19,2165
"MECR",2,1,0,0,1,0,0,3,0,0,0,0,0,0,2,452
"PTPRU",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31
"RP11-111I12.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"MATN1",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
"MATN1-AS1",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,58
"LAPTM5",440,70,8,13,112,13,99,841,112,61,53,26,14,21,185,135
"RP5-1125N11.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12
"SDC3",13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,252
"PUM1",8,4,0,0,2,0,5,13,10,0,0,2,0,0,6,1320
"SNRNP40",3,2,1,0,3,3,4,22,7,3,2,3,0,0,9,880
"ZCCHC17",9,2,0,0,2,0,2,25,6,1,1,2,0,0,7,1101
"FABP3",9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73
"SERINC2",8,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1779
"LINC01226",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"RP11-73M7.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11
"TINAGL1",6,2,0,0,4,1,3,3,2,1,0,2,0,1,4,6007
"PEF1",8,4,0,1,3,2,2,29,8,1,1,3,2,3,14,1110
"RP11-73M7.6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"RP11-73M7.9",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"COL16A1",1,1,0,0,0,0,0,3,0,0,0,0,0,0,1,364
"ADGRB2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34
"SPOCD1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25
"RP11-84A19.2",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
"RP11-84A19.4",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
"PTP4A2",49,13,5,7,15,2,15,119,35,1,13,9,4,1,35,6115
"RP4-534N18.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"KHDRBS1",31,8,1,4,9,5,8,76,15,6,5,6,0,6,29,3864
"RP11-277A4.4",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,13
"TMEM39B",4,1,1,0,0,1,3,15,1,0,3,1,0,0,3,288
"KPNA6",5,3,0,0,0,0,1,12,5,4,1,2,0,0,7,916
"TXLNA",6,4,0,0,1,0,1,10,4,0,0,1,1,0,1,502
"CCDC28B",2,0,0,0,1,1,0,6,1,0,0,3,0,0,2,214
"RP4-622L5.7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"IQCC",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,31
"DCDC2B",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"TMEM234",5,1,0,2,1,0,0,6,1,0,1,0,0,0,0,440
"EIF3I",48,11,6,3,30,11,18,157,28,3,22,9,1,5,61,6967
"FAM167B",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,13
"LCK",0,29,6,8,43,9,2,317,51,0,17,17,9,1,105,88
"HDAC1",14,4,0,1,7,1,9,57,11,3,1,5,2,0,27,3101
"MARCKSL1",108,4,2,3,2,1,26,43,14,10,12,2,1,19,15,15169
"TSSK3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
"FAM229A",0,1,0,0,0,0,1,3,0,0,0,0,0,0,0,98
"BSDC1",8,4,0,0,5,2,1,34,3,2,3,1,0,2,14,1017
"ZBTB8B",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2
"ZBTB8A",0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,111
"ZBTB8OS",14,6,2,1,3,1,4,40,11,1,6,6,1,1,16,1026
"RBBP4",11,7,1,3,4,2,7,43,10,1,2,9,1,1,27,1461
"SYNC",2,0,0,0,1,0,2,3,1,1,1,1,0,0,3,127
"RP11-114B7.6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"KIAA1522",2,0,0,0,0,0,2,0,1,0,0,1,0,0,1,982
"YARS",2,1,1,2,3,0,0,18,7,1,3,2,1,0,3,1001
"S100PBP",1,0,0,0,0,1,1,6,0,1,1,1,0,0,1,153
"FNDC5",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"HPCA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42
"TMEM54",6,1,0,0,2,0,0,3,1,0,3,1,0,0,0,5382
"RNF19B",46,0,0,0,0,0,2,16,3,0,1,0,1,9,2,359
"AK2",24,6,0,4,4,0,3,49,7,0,5,4,0,3,20,3310
"AZIN2",0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,39
"TRIM62",0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,34
"ZNF362",2,0,0,0,0,0,0,3,0,0,0,1,0,0,1,59
"RP11-415J8.3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"PHC2",6,1,0,0,0,0,0,5,3,1,0,0,0,0,0,498
"RP11-415J8.5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"ZSCAN20",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27
"CSMD2",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,7
"SMIM12",21,5,0,3,5,2,4,64,5,4,3,6,2,1,16,818
"GJB5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36
"GJB4",1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,461
"GJB3",4,0,0,0,0,0,1,6,3,0,0,0,0,0,0,4357
"GJA4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"DLGAP3",4,0,0,0,1,0,1,0,0,0,0,0,0,0,1,22
"RP11-244H3.4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11
"ZMYM6NB",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"ZMYM6",2,1,0,0,0,0,0,0,2,0,0,0,0,0,0,140
"ZMYM1",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56
"SFPQ",55,16,6,4,20,9,21,169,31,8,26,17,5,11,51,5658
"ZMYM4",5,1,0,0,0,0,1,3,0,0,1,0,0,1,2,208
"KIAA0319L",5,0,0,0,2,0,0,37,0,0,6,0,1,0,9,572
"NCDN",2,0,0,0,0,1,0,32,1,0,0,1,1,0,9,115
"RP4-728D4.2",3,0,0,0,0,0,0,1,0,0,0,0,0,1,1,4
"TFAP2E",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5
"PSMB2",45,8,3,6,15,2,3,140,22,0,3,5,3,8,36,5224
"C1orf216",1,0,0,0,3,0,0,15,1,0,1,0,0,0,2,18
"CLSPN",0,0,0,0,1,1,0,13,1,0,0,0,0,0,1,160
"AGO4",4,1,0,0,1,0,0,2,0,0,1,0,0,1,0,170
"AGO1",4,3,0,1,1,1,0,5,2,0,0,0,1,0,1,228
"RP4-789D17.5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"AGO3",5,2,2,0,2,2,2,15,6,0,5,2,1,3,7,627
"TEKT2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"ADPRHL2",5,3,1,3,3,0,4,23,4,0,1,1,0,0,6,610
"COL8A2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"TRAPPC3",22,4,4,2,5,0,1,50,8,4,2,3,2,2,11,1800
"MAP7D1",34,6,0,3,4,3,5,44,9,0,3,2,3,4,13,1044
"THRAP3",14,8,3,1,9,5,4,85,20,1,8,3,2,3,29,1616
"SH3D21",5,0,0,0,1,0,0,2,0,0,0,0,0,1,0,59
"EVA1B",14,0,0,0,0,0,0,6,1,0,0,0,0,1,5,143
"RP11-268J15.5",5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,34
"STK40",9,1,0,0,4,0,1,13,1,0,0,2,0,1,5,1164
"LSM10",20,5,1,1,5,3,9,48,7,4,7,3,2,1,12,1190
"OSCP1",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,151
"MRPS15",26,6,1,1,4,1,3,64,13,2,6,5,1,3,20,3919
"CSF3R",12,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
"LINC01137",0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,52
"ZC3H12A",36,3,0,3,7,1,2,42,10,2,2,1,1,5,22,2986
"MEAF6",23,15,3,5,6,3,6,79,25,3,11,7,0,1,34,2390
"SNIP1",2,0,0,0,1,0,1,3,0,0,1,0,0,0,1,228
"DNALI1",1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,387
"GNL2",8,3,0,2,3,1,3,31,2,4,3,1,1,0,5,1168
"C1orf109",2,1,0,0,0,0,2,4,1,0,0,0,0,0,2,396
"CDCA8",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,236
"EPHA10",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47
"MANEAL",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,111
"YRDC",7,0,0,0,2,1,1,10,1,1,4,0,1,0,3,1337
"C1orf122",26,7,2,1,1,2,1,41,9,1,3,2,0,0,9,2447
"MTF1",3,0,0,0,0,0,2,15,4,0,1,1,0,3,2,375
"INPP5B",1,0,0,0,1,0,0,3,1,1,0,0,0,0,0,106
"SF3A3",6,1,0,1,2,2,1,22,7,0,8,2,0,0,13,1066
"FHL3",6,0,0,0,0,0,0,5,0,0,1,1,0,0,3,68
"UTP11L",8,1,0,4,1,1,1,13,2,0,3,2,1,0,10,958
"POU3F1",0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,24
"RRAGC",11,1,0,0,4,1,3,23,4,1,4,0,2,4,7,1071
"RP5-864K19.4",1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,16
"MYCBP",4,1,0,2,0,1,0,16,3,3,0,0,0,0,2,703
"RHBDL2",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,594
"AKIRIN1",13,11,3,1,7,0,4,54,20,2,8,5,0,1,14,1732
"NDUFS5",100,58,17,16,53,4,26,434,107,11,52,27,8,8,131,17626
"MACF1",21,6,1,0,4,2,4,40,11,0,12,6,1,4,9,1155
"RP11-69E11.4",0,0,0,0,0,0,0,2,2,0,0,0,0,2,0,19
"PABPC4",46,5,0,3,4,4,9,36,5,3,4,6,0,0,19,2245
"HEYL",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"HPCAL4",0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
"PPIE",9,6,1,1,5,2,3,28,9,0,2,6,1,1,8,1112
"BMP8B",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72
"OXCT2",1,0,0,0,0,1,0,1,0,0,0,2,0,0,0,12
"RP1-118J21.25",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11
"TRIT1",0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,364
"MYCL",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,187
"MFSD2A",16,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1202
"CAP1",88,27,2,3,29,9,20,200,28,5,10,11,4,9,71,3476
"PPT1",85,4,2,0,2,1,6,30,9,2,6,3,0,3,18,1129
"RLF",2,2,1,1,2,0,1,6,3,0,0,0,1,1,3,274
"TMCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"RP1-39G22.7",2,0,0,0,0,0,0,4,0,0,0,0,0,0,1,269
"ZMPSTE24",8,2,0,0,2,0,1,9,4,1,0,0,0,0,0,858
"COL9A2",0,2,0,1,0,2,0,1,0,0,0,2,0,0,4,195
"SMAP2",15,4,1,3,4,1,10,54,4,11,9,2,0,0,34,215
"ZFP69B",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34
"ZFP69",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25
"RP11-656D10.3",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,15
"EXO5",0,1,0,0,0,0,0,3,1,0,2,1,0,0,1,60
"ZNF684",1,0,0,0,2,0,0,5,0,0,0,0,0,0,2,33
"RIMS3",0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,11
"NFYC-AS1",0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,11
"NFYC",12,1,0,0,6,1,5,18,4,1,2,1,0,1,10,590
"KCNQ4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"CITED4",1,0,1,0,1,0,0,3,1,0,0,1,0,0,0,779
"CTPS1",2,1,1,0,0,0,0,8,1,2,0,1,0,0,2,363
"SLFNL1-AS1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"SLFNL1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
"SCMH1",0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,260
"RP11-399E6.1",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"FOXO6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11
"RP11-399E6.4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"EDN2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64
"HIVEP3",10,1,0,0,0,0,0,6,2,1,2,0,0,0,4,15
"GUCA2B",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35
"GUCA2A",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,504
"FOXJ3",4,0,0,0,0,1,0,4,2,0,2,2,0,0,3,354
"RIMKLA",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,125
"ZMYND12",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4
"PPCS",16,6,0,7,1,0,1,51,11,3,3,4,1,0,16,1638
"CCDC30",0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,30
"PPIH",11,3,2,2,2,0,1,25,6,0,2,3,2,1,9,2052
"RP5-994D16.3",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,10
"YBX1",515,59,11,24,86,22,90,649,105,30,76,70,14,36,186,43169
"CLDN19",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4
"P3H1",3,1,0,2,0,1,0,7,1,0,1,0,0,0,5,65
"C1orf50",4,0,2,0,2,1,1,20,4,1,2,3,1,0,6,375
"SVBP",15,4,1,0,2,1,4,26,2,1,5,0,0,1,9,909
"ERMAP",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,68
"RP11-342M1.3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19
"ZNF691",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35
"SLC2A1",1,1,0,1,5,1,0,14,7,0,1,1,0,0,2,4642
"SLC2A1-AS1",0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,85
"FAM183A",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,63
"EBNA1BP2",8,3,0,1,1,0,3,33,5,1,1,4,0,0,8,4210
"CFAP57",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"TMEM125",0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,897
"C1orf210",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,585
"TIE1",1,0,0,0,0,0,0,1,0,0,0,3,0,0,0,4
"RP1-92O14.3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103
"CDC20",5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1107
"ELOVL1",11,6,1,0,4,0,3,35,8,1,0,3,0,0,12,1462
"MED8",7,1,0,1,2,0,0,21,3,1,1,1,1,0,8,1181
"SZT2",1,0,0,0,1,0,1,2,1,0,0,1,0,0,2,124
"HYI",4,1,0,0,1,0,2,3,1,0,0,0,0,1,2,997
"HYI-AS1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14
"PTPRF",1,1,0,0,0,0,0,2,0,0,0,1,0,0,0,1615
"KDM4A",2,1,0,0,1,0,1,4,0,0,0,1,0,0,1,216
"KDM4A-AS1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
"ST3GAL3",0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,22
"ARTN",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21
"RP11-7O11.3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23
"IPO13",4,0,0,0,0,0,0,4,1,0,0,0,0,0,2,146
"DPH2",1,1,0,0,0,0,1,6,1,0,0,1,0,0,3,674
"ATP6V0B",264,10,3,5,19,3,22,117,17,5,9,8,3,18,44,6908
"B4GALT2",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,301
"CCDC24",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,382
"SLC6A9",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72
"RP5-1198O20.4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24
"DMAP1",5,2,0,0,4,1,2,10,0,0,1,1,1,0,9,467
"ERI3",10,2,0,0,1,1,5,11,6,1,4,2,0,0,7,1556
"RNF220",4,0,0,1,3,0,2,20,5,0,0,4,2,0,3,599
"TMEM53",11,1,0,0,0,0,0,4,2,0,0,0,0,0,1,373
"C1orf228",0,0,0,0,0,0,1,9,3,1,1,0,0,0,1,3
"KIF2C",2,1,0,0,0,0,0,3,0,0,0,0,0,0,1,136
"RP11-269F19.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"RPS8",472,186,61,82,239,67,665,1955,411,210,522,185,47,95,772,142180
"BEST4",0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,24
"PLK3",57,18,4,2,10,2,13,97,20,2,14,1,0,2,28,2160
"TCTEX1D4",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,22
"BTBD19",6,0,0,0,2,0,1,2,0,0,0,0,0,1,0,42
"PTCH2",2,0,0,0,0,0,1,1,0,0,0,0,0,0,0,86
"EIF2B3",2,0,0,1,0,0,0,10,2,0,0,0,0,0,2,385
"HECTD3",2,0,1,0,0,0,0,10,2,0,0,0,0,0,2,186
"UROD",13,2,1,0,1,0,2,13,7,2,1,1,0,1,5,446
"ZSWIM5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65
"LINC01144",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,16
"MUTYH",3,0,0,0,1,2,2,5,1,0,1,0,0,0,2,319
"TOE1",1,0,0,0,1,0,2,9,0,1,2,0,0,0,4,223
"TESK2",0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,97
"CCDC163P",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,20
"MMACHC",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66
"PRDX1",370,19,6,8,19,2,24,183,30,6,20,4,3,13,81,18277
