"","Anti-inflammatory macro/mono","CAFs","CD8aa IELs","cDCs","CXCL13+ CD8 Tcells","Cytotoxic CD8 Tcells","Double-Negative Tcells","Follicular CD4 Tcells","gdTcells","IL17+ CD4 Tcells","IL22+ CD4 Tcells","Memory Bcells","Memory CD4 Tcells","Memory CD8 Tcells","Naive Bcells","Naive CD4 Tcells","NK cells","NKT cells","pDCs","Plasma cells","Pro-inflammatory macro/mono","Regulatory CD4 Tcells","Tumour Epithelial cells","Vascular ECs"
"RP5-1056L3.1",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"MINOS1",271,26,6,41,6,5,9,9,9,11,14,7,109,17,3,31,9,4,11,8,133,59,1037,32
"NBL1",23,79,2,1,4,3,1,1,5,2,4,0,16,6,0,2,2,2,0,1,2,4,294,9
"TMCO4",12,3,0,1,0,1,1,0,0,0,0,0,4,0,0,3,1,0,0,1,2,3,26,1
"RNF186",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,104,0
"RP11-91K11.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"OTUD3",1,0,0,1,0,0,0,0,1,0,0,0,3,1,1,1,0,0,0,0,1,0,29,0
"PLA2G2A",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0
"PLA2G5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PLA2G2D",24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PLA2G2C",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"UBXN10-AS1",1,0,0,0,0,1,0,0,0,0,0,0,11,0,0,1,0,0,0,0,0,0,1,0
"RP4-745E8.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"CAMK2N1",5,11,1,0,0,1,1,2,0,1,0,0,2,3,0,3,0,0,0,0,2,1,617,0
"MUL1",4,4,0,1,1,0,0,0,1,0,1,0,7,1,0,1,0,0,2,0,2,2,18,2
"CDA",5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10,0,85,10
"PINK1",12,6,2,1,0,2,0,0,0,0,0,1,3,0,0,3,1,0,0,2,4,1,55,15
"PINK1-AS",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"DDOST",81,21,4,7,1,2,5,4,1,2,3,0,39,8,4,15,3,0,10,22,32,30,299,8
"KIF17",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"RP5-930J4.2",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"HP1BP3",54,17,3,6,3,4,5,4,3,2,5,4,57,6,0,21,9,1,2,3,16,23,192,19
"EIF4G3",16,3,0,6,0,4,0,0,1,0,1,2,8,0,0,4,1,1,4,0,10,6,65,6
"ECE1",2,11,1,1,0,0,1,1,1,1,0,0,15,2,0,3,1,0,2,3,6,10,57,32
"RP5-1071N3.1",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,2,0
"NBPF3",0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,0
"ALPL",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"RAP1GAP",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0
"USP48",22,3,2,1,1,2,5,1,2,2,2,1,23,4,0,3,4,1,0,6,8,21,72,10
"LDLRAD2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"HSPG2",2,13,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,2,33,158
"CELA3B",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0
"CELA3A",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"RP1-224A6.3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
"LINC00339",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,3,0
"CDC42",438,55,28,73,12,30,10,31,12,14,31,24,299,41,7,87,29,17,14,20,201,170,706,47
"WNT4",0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
"ZBTB40",2,0,0,0,0,1,1,0,0,0,0,0,5,0,0,1,1,0,0,1,1,2,7,0
"C1QA",6051,31,2,109,1,1,1,1,1,1,2,2,27,5,0,6,6,1,1,2,964,10,124,7
"C1QC",3048,16,1,31,1,0,0,2,0,1,0,0,10,0,0,3,0,1,0,0,320,2,39,2
"C1QB",6058,23,3,84,0,0,1,0,1,2,2,0,19,3,0,4,2,0,1,3,969,6,101,3
"EPHB2",29,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,3,1,137,0
"KDM1A",6,3,0,1,0,1,1,0,0,0,0,0,4,1,0,0,0,0,0,0,3,5,62,0
"LUZP1",21,7,2,1,1,9,1,1,1,4,2,0,31,7,1,11,4,0,1,3,11,24,218,23
"LINC01355",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0
"HNRNPR",67,18,6,9,4,9,5,2,2,6,8,6,56,9,5,7,7,3,4,5,25,34,278,6
"ZNF436",0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1
"ZNF436-AS1",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2,0
"TCEA3",2,4,0,0,0,0,0,0,0,0,0,0,4,0,0,2,0,0,0,0,0,0,245,1
"ASAP3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
"E2F2",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,10,0
"ID3",28,92,0,4,0,0,1,0,6,0,0,9,8,0,1,10,10,0,0,23,5,75,161,73
"MDS2",0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0
"RPL11",2845,574,229,683,72,210,183,113,163,135,265,336,3852,414,175,1513,291,125,372,329,1558,1535,15640,359
"TCEB3",12,2,0,2,0,4,0,0,0,1,0,1,16,4,1,4,0,0,3,1,3,12,45,2
"TCEB3-AS1",2,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,1,0,8,0
"PITHD1",33,8,4,3,1,3,1,2,2,1,1,3,42,7,0,12,5,0,2,0,12,20,122,2
"LYPLA2",25,7,1,4,0,0,1,4,1,1,4,2,23,7,1,6,0,4,0,1,9,11,122,1
"GALE",18,1,0,0,1,0,0,0,0,2,1,0,7,0,0,2,1,1,2,0,2,5,224,3
"HMGCL",19,3,1,1,0,0,0,0,0,0,2,1,4,1,0,1,0,0,1,0,4,3,40,1
"FUCA1",120,3,1,0,0,0,0,0,5,0,0,1,4,2,0,1,7,0,0,1,7,3,102,0
"CNR2",1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,1,0
"PNRC2",98,17,3,9,3,9,3,0,1,4,4,3,56,6,6,12,4,0,4,4,46,30,307,14
"SRSF10",45,16,3,10,2,8,1,6,3,4,8,2,65,11,3,16,3,0,5,6,23,25,259,21
"MYOM3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0
"IL22RA1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,21,0
"IFNLR1",5,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,18,0
"RP11-10N16.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"GRHL3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0
"STPG1",3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,1,0,1,31,1
"NIPAL3",5,1,1,3,0,2,0,1,0,1,1,0,18,6,0,3,4,1,1,1,1,8,31,6
"RCAN3",15,2,1,0,1,3,4,2,2,7,4,1,86,9,1,32,4,3,1,1,2,40,77,2
"RP4-594I10.3",0,0,0,0,2,1,1,0,1,1,2,2,31,5,0,12,1,0,1,0,0,5,12,0
"NCMAP",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,2,0
"SRRM1",153,13,14,24,3,12,10,7,7,6,9,10,141,35,8,52,10,1,20,4,65,64,472,13
"CLIC4",48,18,0,3,0,0,0,1,0,1,0,0,0,1,0,0,1,0,4,5,27,2,56,24
"RUNX3",121,4,10,33,4,18,15,0,3,3,6,7,89,33,0,24,11,7,4,2,50,59,11,0
"RP11-84D1.2",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"RP4-799D16.1",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SYF2",94,15,12,11,4,12,5,11,8,7,5,13,106,19,4,33,10,6,8,12,41,84,517,18
"RSRP1",43,7,5,5,0,2,2,4,7,4,8,5,79,18,2,18,1,3,3,3,17,37,185,8
"RP3-465N24.6",1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,5,0
"RHD",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"TMEM50A",162,20,16,18,6,15,10,9,1,13,21,7,153,32,4,42,7,4,15,6,56,75,411,30
"RHCE",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0
"TMEM57",20,6,3,1,5,2,1,1,1,0,0,2,12,6,0,6,3,1,2,5,1,5,65,2
"LDLRAP1",4,1,1,0,0,1,1,0,1,1,0,0,9,0,1,0,4,0,0,0,1,2,41,5
"RP11-70P17.1",0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,2,4,0
"MAN1C1",2,5,0,0,1,0,0,0,2,0,0,0,5,2,0,0,0,2,0,0,2,0,4,0
"RP1-187B23.1",0,1,1,0,1,0,0,0,3,0,0,0,11,3,0,2,2,0,0,0,0,1,0,0
"SEPN1",20,7,1,2,0,0,1,0,0,0,0,0,6,0,0,0,0,0,0,0,3,1,63,19
"RP1-317E23.3",1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,2,1,0
"MTFR1L",23,1,0,0,1,1,0,2,0,0,0,0,7,1,0,1,1,0,0,2,5,3,23,0
"AUNIP",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1
"RP1-125I3.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
"PAQR7",2,4,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,7,0
"STMN1",80,8,1,2,8,2,1,0,3,1,0,5,21,7,1,7,1,2,18,19,19,10,490,26
"PAFAH2",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,14,0
"EXTL1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"SLC30A2",1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
"PDIK1L",0,0,3,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,6,0
"FAM110D",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
"RP11-96L14.7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"ZNF593",27,11,0,3,1,1,2,1,5,0,0,2,19,3,1,6,3,2,1,6,9,21,463,11
"CNKSR1",1,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,3,1,0,91,0
"CEP85",2,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,15,1
"SH3BGRL3",1284,97,96,348,49,131,59,57,55,72,132,21,1137,218,18,287,93,58,30,30,945,424,2874,134
"UBXN11",13,2,0,2,2,0,0,0,0,0,0,0,6,3,0,0,1,0,0,0,17,1,27,0
"CD52",107,14,93,134,41,142,85,19,87,59,123,59,1278,234,47,278,95,48,3,8,203,358,92,2
"AIM1L",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,8,0
"ZNF683",0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,0,0,0,0,0,0,0
"DHDDS",8,1,1,1,0,0,0,0,0,0,0,0,12,1,0,2,1,2,0,1,4,3,51,1
"HMGN2",356,62,13,38,11,24,15,14,21,8,14,9,158,40,11,52,25,10,31,48,181,127,870,24
"RPS6KA1",39,0,3,3,2,0,0,1,1,2,0,0,7,5,0,4,2,1,3,1,13,9,73,0
"RP5-968P14.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"ARID1A",24,8,1,6,0,2,1,2,0,0,3,1,12,1,0,6,2,0,2,3,2,5,81,7
"PIGV",6,0,1,0,0,0,0,0,0,0,0,0,2,1,0,0,2,0,0,0,3,0,33,0
"ZDHHC18",29,1,0,0,0,0,0,1,0,0,0,1,8,0,0,3,0,0,5,3,4,10,27,3
"SFN",28,5,0,1,0,1,2,0,2,2,2,0,13,2,1,7,2,2,3,1,15,7,1411,3
"GPN2",14,3,0,0,1,0,0,1,0,0,0,3,10,2,0,0,0,0,2,1,3,2,35,1
"GPATCH3",9,1,0,0,0,1,0,0,1,0,0,1,6,1,0,2,0,0,1,1,3,3,15,2
"NUDC",50,15,1,6,4,5,6,4,3,0,3,5,49,9,2,23,6,3,4,2,29,33,396,19
"NR0B2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
"KDF1",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,32,0
"TRNP1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"FAM46B",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0
"SLC9A1",13,2,0,1,1,0,0,0,0,0,1,1,6,0,0,3,0,0,0,2,1,4,86,6
"WDTC1",15,0,1,1,0,1,1,0,0,0,0,0,6,1,0,3,1,1,0,0,0,5,27,3
"TMEM222",16,5,1,1,1,1,0,1,0,1,0,2,6,4,1,1,3,1,0,0,1,16,43,4
"SYTL1",1,2,8,2,2,0,2,3,1,3,4,7,43,3,0,11,2,3,0,11,0,25,6,0
"MAP3K6",2,0,1,1,0,0,0,0,0,1,0,0,5,0,0,1,0,0,0,0,2,2,14,1
"FCN3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"CD164L2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"GPR3",4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"WASF2",114,27,4,6,2,4,3,2,4,5,3,2,30,3,3,18,5,7,6,4,39,23,287,25
"RP1-159A19.4",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"AHDC1",4,3,0,1,0,0,0,0,0,0,1,0,3,1,0,0,1,0,1,1,0,0,22,1
"FGR",36,0,0,13,0,0,0,0,1,0,0,0,1,0,0,0,3,0,0,0,43,0,3,0
"RP11-288L9.1",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"IFI6",586,138,14,36,9,42,5,19,2,13,18,11,241,31,7,48,10,4,13,77,298,193,1248,51
"FAM76A",18,4,0,0,0,1,0,0,0,0,0,0,12,2,1,3,2,1,1,3,3,5,31,1
"STX12",68,2,2,2,0,0,1,0,0,0,3,0,10,1,1,4,0,1,0,0,15,8,83,9
"PPP1R8",6,2,2,1,0,1,1,0,0,1,1,0,12,2,2,4,0,0,0,2,4,10,43,6
"THEMIS2",166,5,2,19,0,0,0,0,0,1,1,7,3,1,0,2,0,1,26,4,72,1,16,2
"RPA2",24,4,1,3,2,1,0,1,1,1,1,1,23,0,0,8,3,2,2,2,7,9,47,4
"SMPDL3B",1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,49,0
"RP11-460I13.2",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
"XKR8",3,4,1,1,0,0,0,1,0,0,1,0,2,3,1,3,0,0,1,1,3,2,7,1
"EYA3",7,0,0,1,0,0,1,1,0,0,1,2,3,0,0,0,0,1,0,2,2,2,10,2
"PTAFR",60,0,0,6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,8,1,3,0
"DNAJC8",115,10,9,9,1,8,4,8,1,2,5,5,61,11,2,18,1,0,4,6,30,37,214,12
"ATPIF1",155,29,11,20,4,24,9,12,4,13,15,9,147,28,5,52,8,8,9,34,66,129,1368,32
"RP5-1092A3.4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SESN2",71,4,1,2,0,1,0,0,0,0,0,0,9,1,0,2,0,0,0,1,12,6,34,2
"MED18",6,0,0,0,0,1,0,1,0,0,0,0,2,0,0,0,0,0,0,1,0,2,11,1
"PHACTR4",58,3,2,2,1,1,1,0,1,0,1,3,16,2,0,7,1,0,0,0,10,8,61,1
"RCC1",9,3,2,0,0,0,1,0,0,0,0,0,4,1,0,1,0,1,0,0,2,4,81,1
"TRNAU1AP",21,2,0,3,0,1,0,2,0,1,1,2,12,1,0,5,1,0,1,1,8,7,32,1
"SNHG12",33,1,3,2,0,4,2,2,1,0,2,0,27,2,0,3,5,4,0,1,4,13,200,3
"TAF12",38,7,1,4,1,4,3,1,0,5,3,5,19,3,1,9,1,2,1,4,13,12,67,4
"RAB42",24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RP11-442N24--B.1",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RNU11",5,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,45,0
"GMEB1",5,1,0,1,0,1,2,0,1,0,2,0,15,1,0,4,2,0,0,4,5,7,27,1
"YTHDF2",41,11,3,3,1,4,4,7,2,3,3,6,41,12,4,14,4,1,5,2,12,27,200,6
"OPRD1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"EPB41",12,0,3,2,0,1,1,0,1,0,0,2,33,4,1,13,4,0,2,1,2,7,35,0
"TMEM200B",0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SRSF4",43,12,3,11,1,4,3,5,0,2,6,6,41,8,0,13,4,2,1,2,14,25,202,6
"MECR",4,3,0,3,0,0,0,0,0,0,0,0,4,0,0,2,0,0,0,0,2,1,39,7
"PTPRU",2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0
"MATN1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"MATN1-AS1",1,0,0,0,0,0,0,0,0,0,0,0,1,0,3,1,0,0,0,0,1,1,10,0
"LAPTM5",1264,5,46,100,8,40,33,27,5,28,54,47,530,75,54,139,21,17,19,3,361,228,62,7
"RP5-1125N11.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"SDC3",106,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,16,1
"PUM1",32,7,2,2,2,2,0,2,0,3,2,4,18,4,2,5,3,0,0,2,5,7,165,13
"SNRNP40",22,0,4,4,1,4,1,4,2,0,3,0,18,3,3,7,1,0,1,1,4,22,91,7
"ZCCHC17",23,3,2,5,0,6,2,1,0,0,1,0,11,4,0,8,2,1,3,4,10,8,94,6
"FABP3",6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0
"SERINC2",19,8,0,0,0,0,0,0,0,1,0,0,3,1,0,1,1,0,0,0,2,3,405,2
"RP11-73M7.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"TINAGL1",7,1,0,2,0,0,0,0,2,0,1,0,4,0,0,3,1,2,2,0,2,2,407,24
"PEF1",26,2,1,3,0,3,1,1,0,1,1,1,18,6,0,3,2,0,3,0,14,15,65,8
"RP11-73M7.9",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
"COL16A1",0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0
"ADGRB2",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"SPOCD1",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
"RP11-84A19.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"RP11-84A19.4",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"PTP4A2",214,34,9,43,3,3,6,4,3,3,15,6,95,16,4,28,5,3,3,13,76,36,550,17
"KHDRBS1",87,22,7,14,2,3,4,4,5,3,5,5,77,16,3,24,6,4,4,5,40,43,481,15
"RP11-277A4.4",0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,13,0
"TMEM39B",6,2,0,2,1,0,1,0,0,0,0,0,3,1,0,3,1,0,1,0,3,3,21,6
"KPNA6",20,12,1,2,1,6,4,1,3,1,4,2,18,3,2,7,4,1,7,1,9,7,91,5
"TXLNA",14,10,0,3,0,0,1,0,0,1,2,0,5,2,0,1,2,0,2,3,7,3,33,3
"CCDC28B",17,8,0,0,0,0,1,1,2,0,0,0,4,1,0,1,4,1,1,0,3,5,6,6
"IQCC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"DCDC2B",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"TMEM234",9,2,1,1,0,0,1,0,0,0,3,0,2,1,0,2,1,0,0,0,2,5,17,0
"EIF3I",86,25,10,14,1,8,4,8,7,6,3,8,89,16,3,33,9,3,7,9,53,63,522,20
"FAM167B",1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2,59
"LCK",1,2,16,0,5,21,13,5,10,9,20,0,182,34,0,51,17,6,1,0,0,126,19,0
"HDAC1",25,5,5,8,1,1,0,1,1,1,5,2,37,5,1,6,3,3,1,1,11,17,225,21
"MARCKSL1",162,55,2,45,1,1,2,1,2,1,2,4,30,8,3,14,4,3,18,6,149,18,1372,55
"FAM229A",3,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,17,0
"BSDC1",18,7,0,2,1,2,1,5,0,2,1,1,24,2,2,9,1,0,5,4,2,15,82,5
"ZBTB8B",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"ZBTB8A",2,2,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,15,2
"ZBTB8OS",42,5,3,2,2,3,2,2,2,3,2,2,39,3,0,10,3,0,4,8,16,14,174,5
"RBBP4",48,13,1,9,1,4,2,5,1,3,4,1,51,8,1,9,2,1,3,5,17,26,181,12
"SYNC",1,0,0,0,0,0,1,0,1,0,2,0,5,2,0,1,0,0,1,1,2,0,8,1
"KIAA1522",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,96,2
"YARS",22,3,1,3,1,4,2,1,0,1,0,0,17,4,0,2,0,3,1,1,7,3,66,5
"S100PBP",3,2,1,0,0,0,3,0,0,0,0,0,6,3,0,2,2,1,0,1,2,2,17,2
"FNDC5",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"HPCA",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"TMEM54",21,9,1,1,0,1,0,0,0,0,1,0,5,1,0,2,1,1,0,1,9,5,869,3
"RNF19B",101,7,0,6,1,0,2,0,0,1,1,0,19,0,0,4,2,0,0,1,48,9,85,4
"AK2",49,11,2,8,2,0,2,2,3,0,0,0,34,2,1,6,3,2,9,1,22,10,297,5
"AZIN2",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,10,0
"TRIM62",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
"ZNF362",3,3,1,0,0,1,0,0,0,0,0,0,5,0,0,2,0,0,0,0,0,4,3,1
"PHC2",37,0,2,4,0,0,2,0,0,0,1,0,6,0,0,3,0,0,2,0,13,0,44,5
"ZSCAN20",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"CSMD2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0
"SMIM12",38,4,1,6,0,4,0,1,0,4,4,5,40,8,2,12,5,1,2,2,26,23,83,11
"GJB4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0
"GJB3",2,1,0,0,0,2,0,0,0,0,0,0,3,0,0,0,1,0,0,0,1,1,260,0
"GJA4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14
"DLGAP3",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
"RP11-244H3.4",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"ZMYM6",6,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,1,2,14,0
"ZMYM1",0,1,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,5,0
"SFPQ",142,26,11,33,4,10,8,12,8,12,14,6,144,25,10,34,7,2,17,8,76,59,721,21
"ZMYM4",11,1,0,0,0,0,1,0,0,1,0,1,2,0,0,3,0,0,0,1,5,3,26,2
"KIAA0319L",12,2,1,1,1,2,2,3,0,1,5,0,47,2,0,13,1,2,0,0,7,13,57,3
"NCDN",1,3,1,0,0,0,1,2,0,3,3,0,20,0,0,6,1,0,0,0,1,12,5,3
"RP4-728D4.2",2,0,0,0,0,1,0,0,0,0,0,0,4,1,0,0,0,0,0,0,1,2,1,0
"TFAP2E",0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0
"PSMB2",109,22,9,18,2,9,5,8,3,7,11,6,80,12,0,14,9,4,5,9,44,54,448,24
"C1orf216",1,4,0,0,0,0,0,1,0,0,0,0,10,1,0,2,0,0,0,0,1,1,1,1
"CLSPN",3,3,0,1,0,1,0,0,0,0,1,0,4,0,0,1,0,0,0,0,7,4,46,1
"AGO4",8,1,1,0,0,0,0,0,1,2,0,0,6,1,0,3,0,0,1,1,4,1,5,2
"AGO1",12,1,0,1,0,1,1,0,0,2,1,0,5,1,0,2,0,0,1,0,5,4,16,3
"AGO3",21,2,1,1,2,1,5,0,0,1,1,2,6,1,0,7,1,1,0,0,9,6,53,10
