"","Anti-inflammatory macro/mono","CD8aa IELs","CXCL13+ CD8 Tcells","Cytotoxic CD8 Tcells","IL17+ CD4 Tcells","Memory Bcells","Memory CD4 Tcells","Memory CD8 Tcells","Naive CD4 Tcells","NK cells","NKT cells","Pro-inflammatory macro/mono","Regulatory CD4 Tcells","Tumour Epithelial cells","Vascular ECs"
"RHD",0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
"TMEM50A",47,6,23,7,47,1,83,16,15,3,3,23,47,3367,10
"RHCE",0,0,0,0,0,0,0,0,0,0,0,0,0,14,0
"TMEM57",3,0,0,1,4,0,3,2,0,0,0,2,2,561,2
"LDLRAP1",0,1,0,0,1,0,1,2,0,0,0,0,0,637,2
"RP11-70P17.1",0,0,0,0,0,0,0,0,0,0,0,0,0,7,0
"MAN1C1",0,0,0,0,0,0,3,0,0,0,0,0,1,1,0
"RP1-187B23.1",0,0,2,0,1,0,2,1,1,0,1,0,0,1,0
"SEPN1",5,0,0,0,0,0,2,0,0,0,0,0,1,689,4
"RP1-317E23.3",0,0,0,0,0,0,0,0,0,0,0,0,0,23,0
"MTFR1L",5,0,0,0,4,1,2,0,2,1,0,1,1,491,1
"AUNIP",0,0,0,0,0,0,0,0,0,0,0,0,0,144,0
"RP1-125I3.2",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"PAQR7",1,0,0,0,0,0,0,0,0,0,0,0,0,58,1
"STMN1",59,0,6,1,3,1,6,3,3,0,1,2,3,3776,8
"PAFAH2",2,0,0,0,0,0,2,1,0,0,0,0,0,367,0
"EXTL1",0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"SLC30A2",0,0,0,0,0,0,0,0,0,0,0,0,0,24,0
"PDIK1L",1,0,0,0,0,0,0,0,0,0,0,0,0,127,0
"FAM110D",0,0,0,0,0,0,0,0,0,0,0,0,0,12,6
"RP11-96L14.7",0,0,0,0,1,0,0,0,0,0,0,0,0,3,0
"ZNF593",16,0,1,3,3,2,5,1,1,0,0,1,4,4055,3
"CNKSR1",1,0,0,0,0,0,0,1,0,0,0,0,2,668,0
"CEP85",1,0,0,0,0,0,2,0,0,0,0,1,1,148,0
"SH3BGRL3",414,31,324,64,412,27,756,193,113,6,39,227,307,30054,105
"UBXN11",5,0,3,0,1,0,4,2,2,0,0,3,1,220,0
"CD52",19,28,271,38,322,44,617,200,130,5,16,87,208,125,2
"AIM1L",2,0,2,0,0,0,1,0,0,0,1,0,0,307,0
"ZNF683",0,0,1,0,0,0,0,18,0,0,6,0,0,2,0
"DHDDS",3,0,0,0,1,0,2,0,0,0,1,0,1,421,0
"HMGN2",121,3,51,16,47,13,91,19,15,4,4,14,50,15613,6
"RPS6KA1",7,0,6,0,9,0,7,1,0,1,1,2,6,1349,1
"RP5-968P14.2",0,0,0,0,0,0,0,0,0,0,0,0,0,7,0
"ARID1A",9,0,3,1,1,0,2,0,1,0,1,2,3,1076,4
"PIGV",3,0,1,0,1,0,0,0,0,0,0,0,0,326,0
"ZDHHC18",0,1,3,0,2,1,5,3,2,0,0,0,5,376,2
"SFN",22,0,3,1,8,3,16,4,6,0,0,7,11,31764,9
"GPN2",1,0,1,0,2,1,5,0,1,0,0,0,3,461,1
"GPATCH3",0,0,3,0,1,0,1,0,1,1,0,1,1,196,0
"NUDC",18,3,18,4,13,3,28,8,9,2,3,6,16,4650,4
"NR0B2",0,0,0,0,0,0,0,0,0,0,0,0,0,108,0
"KDF1",0,0,0,0,0,0,0,0,0,0,0,1,0,569,0
"TRNP1",0,0,0,0,0,0,0,0,0,0,0,0,0,17,0
"FAM46B",0,0,0,0,0,0,0,0,0,0,0,0,0,106,0
"SLC9A1",3,0,0,0,1,0,4,0,0,0,0,0,3,536,1
"WDTC1",3,0,0,0,5,1,5,1,2,0,1,0,5,421,1
"TMEM222",2,1,5,2,2,2,4,0,0,1,0,0,0,556,2
"SYTL1",2,3,2,2,18,1,24,2,3,1,1,1,9,346,1
"MAP3K6",0,0,2,0,1,0,3,1,0,0,1,0,4,122,1
"FCN3",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"CD164L2",0,0,0,0,0,0,0,0,0,0,0,0,0,10,0
"GPR3",0,0,0,0,0,0,0,0,0,0,0,0,0,39,0
"WASF2",36,2,12,3,13,1,27,2,6,1,1,5,16,3422,15
"RP1-159A19.4",0,0,0,0,0,0,0,0,0,0,0,0,1,41,0
"AHDC1",2,0,1,0,0,0,0,0,0,0,1,0,0,317,3
"FGR",18,0,0,2,0,0,0,0,0,1,1,13,0,4,0
"RP11-288L9.1",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"IFI6",45,1,11,2,21,1,25,3,2,1,0,30,13,1022,6
"FAM76A",2,0,0,1,3,1,2,0,0,0,0,1,1,276,0
"STX12",16,0,1,3,3,1,7,2,1,0,1,7,5,654,5
"PPP1R8",4,0,2,1,1,1,1,2,0,0,0,0,2,636,0
"THEMIS2",21,0,2,1,2,7,5,1,1,1,1,5,3,51,0
"RPA2",4,0,4,2,7,2,12,2,1,1,0,3,13,860,2
"SMPDL3B",0,0,0,0,0,0,0,0,0,0,0,0,1,521,0
"RP11-460I13.2",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"XKR8",2,0,0,1,1,0,1,0,1,0,0,0,0,139,0
"EYA3",3,0,0,1,0,0,1,2,0,0,1,0,2,227,1
"PTAFR",18,0,0,0,0,0,0,0,1,0,0,1,0,11,2
"DNAJC8",25,2,8,2,17,2,32,7,4,1,2,5,13,1948,2
"ATPIF1",40,7,29,12,33,6,65,13,18,5,4,7,38,14947,14
"RP5-1092A3.4",0,0,1,0,1,0,0,0,0,0,0,0,0,44,0
"SESN2",8,0,0,0,2,0,2,0,0,0,0,3,2,415,0
"MED18",0,0,0,0,0,0,0,0,0,0,0,0,0,146,0
"PHACTR4",7,0,1,0,2,0,2,0,1,0,0,1,1,658,4
"RCC1",2,0,0,0,1,0,6,1,1,1,0,0,1,1755,1
"TRNAU1AP",4,0,4,2,3,0,7,3,2,0,0,0,4,521,2
"SNHG12",11,0,3,1,2,1,4,3,6,0,0,1,6,1400,1
"TAF12",12,1,2,3,6,0,16,2,2,2,0,5,11,1624,3
"RAB42",7,0,0,0,0,0,0,0,0,0,0,0,0,4,0
"RP11-442N24--B.1",0,0,0,0,0,0,0,0,0,0,0,0,0,13,0
"RNU11",0,0,0,0,0,0,0,0,0,0,0,0,0,7,0
"GMEB1",5,0,0,0,1,0,5,0,1,0,1,1,0,240,1
"YTHDF2",10,2,2,1,10,2,12,3,5,0,0,4,14,2092,4
"OPRD1",0,0,0,0,0,0,0,0,0,0,0,0,0,9,0
"EPB41",1,1,1,0,1,0,6,2,2,1,0,1,2,426,0
"TMEM200B",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"SRSF4",12,0,10,3,12,1,25,6,8,0,2,2,8,2143,3
"MECR",2,0,0,0,1,1,1,0,1,0,0,1,3,679,2
"PTPRU",0,0,0,0,0,0,0,0,0,0,0,0,0,14,0
"RP11-111I12.1",0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
"MATN1",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"MATN1-AS1",0,0,1,0,0,1,0,0,0,0,0,0,0,32,0
"LAPTM5",326,11,88,17,166,38,301,42,48,3,13,72,159,65,4
"RP5-1125N11.2",0,0,0,0,0,0,0,0,0,0,0,0,0,17,0
"SDC3",10,0,1,0,0,0,0,0,0,0,0,0,0,430,5
"PUM1",7,2,6,1,1,0,5,2,1,0,0,1,3,1726,6
"NKAIN1",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"SNRNP40",3,0,2,1,4,2,7,1,2,0,1,3,8,1238,4
"ZCCHC17",8,1,4,1,2,1,12,1,1,0,0,0,8,1260,4
"FABP3",11,0,0,0,0,0,0,0,0,0,0,0,0,32,0
"SERINC2",8,0,1,0,1,1,3,0,0,0,0,3,1,5895,1
"RP11-73M7.1",0,0,0,0,0,0,0,0,0,0,0,0,0,39,0
"TINAGL1",9,0,1,0,4,1,2,0,0,0,1,1,0,7504,8
"HCRTR1",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"PEF1",6,2,5,0,5,1,7,4,4,0,0,4,7,1350,1
"RP11-73M7.9",0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
"COL16A1",0,0,0,0,0,0,0,0,0,0,0,0,0,162,0
"ADGRB2",0,0,0,0,0,0,0,0,0,0,0,0,0,5,0
"SPOCD1",0,0,0,0,0,0,0,0,0,0,0,0,0,21,1
"RP11-84A19.2",0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"RP11-84A19.4",0,0,0,0,0,0,0,0,0,0,0,0,0,14,0
"PTP4A2",35,2,12,3,28,1,45,11,8,0,3,16,24,6948,9
"KHDRBS1",34,4,11,0,14,4,40,3,9,0,3,6,12,4932,12
"RP11-277A4.4",0,0,0,0,0,0,0,0,0,0,0,0,1,20,0
"TMEM39B",1,0,1,0,2,0,0,2,0,0,0,0,1,257,1
"KPNA6",5,1,3,1,6,2,7,0,1,3,0,0,3,1019,6
"TXLNA",4,1,3,0,1,0,1,0,1,0,0,1,3,430,2
"CCDC28B",2,0,2,0,2,1,2,1,0,0,0,1,2,365,1
"RP4-622L5.7",0,0,0,0,0,0,0,0,0,0,0,0,0,10,0
"IQCC",0,0,0,0,0,0,0,0,0,0,0,0,0,45,0
"DCDC2B",0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
"TMEM234",3,0,1,0,0,0,1,0,0,0,0,1,1,462,0
"EIF3I",30,1,15,4,31,6,71,11,16,0,4,17,33,8688,10
"FAM167B",0,0,0,0,0,0,0,0,0,0,0,0,0,14,11
"LCK",2,4,45,14,61,2,138,31,32,2,6,0,80,47,0
"HDAC1",6,0,6,2,8,3,20,5,2,1,0,0,10,3799,10
"MARCKSL1",39,2,11,5,8,10,16,1,7,1,1,22,13,15259,33
"TSSK3",0,0,0,0,0,0,0,0,0,0,0,0,0,8,0
"FAM229A",1,0,0,0,0,0,0,0,0,0,0,0,1,114,0
"BSDC1",5,1,7,0,13,1,12,4,5,0,1,3,9,818,3
"ZBTB8B",0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
"ZBTB8A",0,0,0,0,0,0,0,0,0,0,0,0,0,123,2
"ZBTB8OS",7,0,4,3,4,1,12,1,4,1,0,2,8,1153,2
"RBBP4",12,0,10,2,16,0,13,6,2,0,2,4,10,1688,3
"SYNC",1,0,1,0,1,0,3,0,1,0,0,0,1,83,1
"RP11-114B7.6",0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
"KIAA1522",0,0,0,0,0,0,1,0,0,0,0,0,0,1255,0
"YARS",4,1,2,2,5,0,14,1,1,0,0,0,9,1452,3
"S100PBP",2,0,5,2,2,2,4,2,1,0,0,0,2,228,0
"FNDC5",0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
"HPCA",0,0,0,0,0,0,0,0,0,0,0,0,0,18,0
"TMEM54",7,0,4,0,1,0,4,2,0,0,0,2,1,8371,5
"RNF19B",29,0,3,0,0,1,6,0,3,0,1,31,0,775,6
"AK2",13,0,4,2,12,3,16,1,3,1,0,10,10,4744,8
"AZIN2",0,0,1,0,0,0,0,1,0,0,0,0,0,204,0
"TRIM62",0,0,0,0,0,0,0,0,0,0,0,0,0,17,0
"ZNF362",1,0,0,0,3,0,1,1,0,0,0,0,1,90,0
"PHC2",13,0,1,0,1,0,4,1,0,0,0,1,2,922,1
"RP11-415J8.5",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"ZSCAN20",0,0,0,0,0,0,0,0,1,0,0,0,0,9,0
"SMIM12",9,1,8,1,13,0,12,3,0,1,2,0,14,1199,2
"GJB5",0,0,0,0,0,0,0,0,0,0,0,0,0,5,0
"GJB4",0,0,0,0,0,0,0,0,0,0,0,0,0,125,0
"GJB3",0,0,0,0,1,0,2,0,1,0,0,0,0,1758,0
"GJA4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
"DLGAP3",4,0,0,0,0,0,0,0,0,0,0,0,0,30,0
"RP11-244H3.4",0,0,1,0,0,0,0,0,0,0,0,0,0,9,0
"ZMYM6",1,0,0,0,0,0,0,0,1,0,0,0,0,186,0
"ZMYM1",0,0,1,0,0,0,0,0,1,0,0,0,0,73,0
"SFPQ",19,4,17,7,17,1,35,11,9,0,3,7,24,4653,10
"ZMYM4",2,0,0,0,0,2,2,1,0,0,0,0,1,228,1
"KIAA0319L",2,1,0,0,2,0,16,0,0,0,0,0,6,825,2
"NCDN",0,0,2,0,5,0,6,0,1,0,0,0,2,143,0
"RP4-728D4.2",2,0,1,0,1,0,3,0,0,0,0,0,2,1,0
"TFAP2E",0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
"PSMB2",41,3,13,7,17,3,48,7,7,0,1,11,19,5241,5
"C1orf216",2,0,0,0,1,0,3,0,0,0,1,0,1,37,0
"CLSPN",0,0,1,1,1,0,5,0,0,0,0,0,3,329,1
"AGO4",1,1,0,0,0,0,0,0,0,0,0,0,2,113,0
"AGO1",2,0,2,0,1,0,4,1,0,0,0,2,1,290,0
"RP4-789D17.5",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"AGO3",4,0,3,0,2,0,3,2,1,0,0,5,1,326,0
"TEKT2",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"ADPRHL2",5,0,3,0,1,0,3,1,1,0,1,1,2,738,0
"COL8A2",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TRAPPC3",24,0,5,3,8,3,24,2,7,0,3,2,13,2443,6
"MAP7D1",13,1,7,2,8,0,24,5,1,0,1,1,8,635,9
"THRAP3",8,0,14,4,18,4,32,5,0,1,3,5,14,1862,4
"SH3D21",4,0,0,0,0,0,0,0,0,0,0,0,1,94,0
"EVA1B",4,0,0,0,3,0,2,0,0,0,1,1,4,34,11
"RP11-268J15.5",1,0,0,0,0,0,0,0,0,0,0,0,0,86,0
"STK40",8,0,2,0,1,0,2,1,1,0,0,3,3,840,1
"LSM10",17,1,11,2,17,4,16,2,5,2,1,6,13,1534,3
"OSCP1",0,0,1,0,0,0,0,0,0,0,0,0,0,159,0
"MRPS15",29,2,9,1,13,1,35,3,6,0,1,5,21,5776,8
"CSF3R",11,0,0,0,0,0,0,0,0,0,0,12,0,1,0
"LINC01137",1,0,1,0,0,0,0,0,1,0,0,0,0,54,1
"ZC3H12A",23,0,13,1,13,5,23,5,3,0,4,11,11,2825,6
"MEAF6",14,3,14,1,11,2,24,6,5,1,9,1,20,2105,6
"SNIP1",1,0,0,0,0,0,1,0,0,0,0,0,0,124,0
"DNALI1",0,0,0,0,0,0,0,1,0,0,0,0,0,120,0
"GNL2",4,0,5,0,3,0,7,1,1,0,0,1,5,734,4
"C1orf109",0,0,0,0,0,0,1,0,0,0,0,0,0,307,0
"CDCA8",0,0,0,0,0,0,2,1,1,0,0,0,0,414,0
"EPHA10",0,0,1,0,0,1,0,0,0,0,0,0,0,106,0
"MANEAL",1,0,0,0,0,0,0,0,0,0,0,0,0,66,0
"YRDC",1,1,1,0,3,2,2,1,1,0,0,0,1,775,1
"C1orf122",29,0,4,1,7,0,16,3,0,2,1,5,12,2690,12
"MTF1",3,0,1,2,0,0,3,0,1,0,0,1,0,220,0
"INPP5B",2,0,1,1,3,1,2,0,0,0,0,0,1,60,0
"SF3A3",5,2,8,1,3,1,4,2,4,0,0,3,3,1110,3
"FHL3",3,0,1,0,3,0,6,0,0,0,1,2,6,99,2
"UTP11L",2,0,0,0,2,0,2,0,1,0,1,1,3,1073,3
"POU3F1",0,0,0,0,2,0,0,1,0,0,0,0,0,10,0
"RP5-884C9.2",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"RRAGC",8,0,3,1,2,3,2,1,3,0,0,5,1,907,1
"RP5-864K19.4",1,0,0,0,0,0,0,0,0,0,0,0,0,33,0
"MYCBP",2,0,4,1,5,0,8,2,0,0,0,1,4,852,1
"RHBDL2",0,0,0,0,0,0,0,0,0,0,0,0,0,66,0
"AKIRIN1",13,0,9,1,4,1,18,9,2,2,2,3,14,873,1
"NDUFS5",101,5,57,10,69,7,120,33,27,3,10,26,75,18883,32
"MACF1",13,2,8,3,9,1,23,9,7,1,0,7,10,1083,18
"RP11-69E11.4",4,1,0,0,1,0,0,0,0,0,0,0,0,40,0
"PABPC4",30,1,9,0,6,3,15,2,5,0,1,5,10,3008,2
"HEYL",0,0,0,0,0,0,0,0,0,0,0,0,0,5,0
"PPIE",7,3,4,3,6,2,12,2,2,1,3,2,5,1162,1
"BMP8B",0,0,0,0,0,0,0,0,0,0,0,0,0,112,0
"OXCT2",1,0,0,0,0,0,0,1,0,0,0,0,0,16,0
"RP1-118J21.25",0,0,0,0,0,0,0,0,0,0,0,0,0,19,0
"TRIT1",2,0,2,0,0,1,3,0,0,0,0,0,1,365,0
"MYCL",1,1,0,0,1,0,0,0,0,0,0,0,1,373,0
"MFSD2A",7,0,1,0,1,0,1,0,0,0,0,1,0,1066,1
"CAP1",105,2,31,12,37,2,69,19,13,3,6,24,45,6191,20
"PPT1",107,0,6,2,6,0,15,5,1,1,0,16,16,1012,2
"RLF",4,0,1,0,1,0,5,1,2,0,0,3,1,203,1
"RP1-39G22.7",1,0,1,0,1,0,0,1,0,0,0,0,1,225,0
"ZMPSTE24",10,0,1,0,1,0,2,0,0,0,0,1,3,889,1
"COL9A2",0,0,1,0,0,0,2,0,0,0,0,0,2,71,0
"SMAP2",7,0,4,2,7,8,14,3,8,0,4,14,21,333,0
"ZFP69B",0,0,0,0,0,0,0,0,0,0,0,0,0,25,0
"ZFP69",0,0,0,0,0,0,0,0,0,0,0,0,0,24,2
"RP11-656D10.3",0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"EXO5",0,0,0,0,0,1,0,0,0,0,0,0,1,85,0
"ZNF684",1,0,0,0,1,0,0,0,1,0,0,0,1,40,1
"RIMS3",0,0,0,0,0,0,2,0,0,0,0,0,1,37,0
"NFYC-AS1",0,0,1,0,2,1,0,1,0,0,0,0,0,18,0
"NFYC",10,0,1,0,7,0,5,1,4,1,0,0,7,703,0
"KCNQ4",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"CITED4",0,0,0,0,1,0,1,0,0,0,0,0,0,1192,13
"CTPS1",3,1,1,0,2,0,1,1,1,0,0,0,2,484,0
"SLFNL1-AS1",0,0,0,0,0,0,0,0,0,0,0,0,1,3,0
"SLFNL1",0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
"SCMH1",0,0,0,0,2,0,0,0,0,1,0,0,1,360,1
"RP11-399E6.1",0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
"FOXO6",0,0,0,0,0,0,0,0,0,0,0,0,0,22,0
"RP11-399E6.4",0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
"EDN2",0,0,0,0,0,0,0,0,0,0,0,0,0,143,0
"HIVEP3",4,0,2,0,7,1,6,0,1,0,0,0,1,12,3
"GUCA2B",0,0,0,0,0,0,0,0,0,0,0,0,0,13,0
"GUCA2A",2,0,0,1,0,0,0,0,0,0,0,0,0,1323,0
"FOXJ3",3,0,0,0,4,0,3,0,0,0,1,1,2,450,1
"RIMKLA",0,0,0,0,0,0,2,0,0,0,0,0,0,323,0
"ZMYND12",0,0,0,0,0,0,0,0,0,0,0,0,0,35,0
"PPCS",18,1,6,1,7,1,13,4,4,0,0,2,7,3032,6
"CCDC30",0,0,0,0,0,0,0,0,1,0,0,0,0,38,0
"PPIH",8,0,5,0,7,1,4,1,5,0,0,1,5,2500,0
"RP5-994D16.3",0,0,0,0,0,1,0,0,0,0,0,0,0,6,0
"YBX1",329,11,66,20,139,23,255,38,59,8,10,66,113,44968,71
"P3H1",4,0,2,1,1,2,3,0,0,0,0,0,0,133,0
"C1orf50",6,0,2,1,6,0,5,2,2,0,0,0,3,834,2
"SVBP",22,0,3,0,14,1,11,2,2,0,0,1,9,1287,3
"ERMAP",2,0,0,1,0,0,0,0,0,0,0,0,0,111,0
"RP11-342M1.3",0,0,0,0,1,0,0,0,0,0,0,0,0,2,0
"ZNF691",0,0,0,0,1,0,1,0,0,0,0,0,0,94,0
"SLC2A1",6,0,3,0,4,1,2,2,0,0,0,0,2,3151,0
"SLC2A1-AS1",0,0,0,0,0,0,0,0,0,0,0,0,0,30,0
"FAM183A",0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
"EBNA1BP2",10,0,3,1,3,0,15,2,2,0,0,3,6,3539,2
"CFAP57",0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"TMEM125",1,0,0,0,0,0,0,0,0,0,0,0,0,1297,0
"C1orf210",0,0,0,0,1,0,0,0,0,0,0,0,0,500,0
"TIE1",0,0,0,0,0,0,0,0,0,0,0,0,0,1,6
"RP1-92O14.3",0,0,0,0,0,0,0,0,0,0,0,0,0,109,0
"CDC20",3,0,0,1,1,0,0,0,0,0,1,0,0,2514,1
"ELOVL1",15,0,2,2,2,0,7,2,2,3,1,1,2,1825,7
"MED8",10,1,3,0,1,1,3,1,1,0,0,1,7,928,0
"RP1-92O14.6",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"SZT2",0,0,1,0,0,0,2,0,1,0,0,1,2,82,0
"HYI",3,0,1,0,0,2,3,0,0,0,0,0,1,1439,5
"HYI-AS1",0,0,0,0,0,0,0,0,0,0,0,0,0,9,0
"PTPRF",0,0,1,0,0,0,1,0,0,0,0,1,2,1990,1
"KDM4A",1,0,0,0,0,0,1,0,0,0,0,0,0,298,0
"KDM4A-AS1",0,0,0,0,0,0,0,0,0,0,0,0,0,18,0
"ST3GAL3",2,0,0,0,0,0,1,1,0,0,0,0,0,25,0
"ARTN",0,0,0,0,0,0,0,0,0,0,0,0,0,92,0
"RP11-7O11.3",0,0,1,0,1,0,0,0,0,0,0,0,1,33,0
"IPO13",2,0,0,0,0,0,1,0,0,0,0,0,2,240,0
"DPH2",0,0,0,0,0,1,2,0,2,0,0,1,1,606,1
"ATP6V0B",197,2,20,4,20,7,40,12,8,1,6,47,27,6802,7
"B4GALT2",0,0,0,0,1,0,0,0,0,0,0,0,0,776,1
"CCDC24",1,0,0,0,1,0,0,0,0,0,0,1,0,396,0
"SLC6A9",0,0,0,0,0,0,0,0,0,0,0,0,0,122,0
"RP5-1198O20.4",0,0,0,0,0,0,0,1,0,0,0,0,0,70,0
"DMAP1",4,0,3,1,4,0,9,0,1,0,1,0,5,554,0
"ERI3",7,0,1,0,6,1,10,0,0,0,2,1,3,1620,3
"RNF220",7,0,3,1,1,0,6,0,1,0,0,1,2,889,6
"TMEM53",8,0,2,0,1,0,1,0,1,0,0,0,0,872,0
"C1orf228",0,0,1,0,1,0,4,1,0,0,0,0,0,10,0
"KIF2C",0,0,1,0,0,0,0,0,0,0,0,0,0,244,0
"RP11-269F19.2",0,0,0,0,0,0,0,0,0,0,0,0,0,6,0
"RPS8",465,60,268,81,455,270,1006,199,362,42,31,255,525,165574,171
"BEST4",0,0,0,0,0,0,0,0,1,0,0,0,0,10,0
"PLK3",29,4,10,4,15,2,29,5,11,0,3,12,15,3183,9
"TCTEX1D4",0,0,0,0,0,0,1,0,0,0,0,0,1,15,0
"BTBD19",3,0,0,0,0,0,0,0,0,0,0,0,0,54,0
"PTCH2",2,0,0,0,0,0,2,1,0,1,1,2,1,23,0
"EIF2B3",4,0,5,0,3,0,2,2,2,0,0,0,2,456,0
"HECTD3",0,0,0,0,3,0,0,0,0,0,0,1,0,380,2
"UROD",10,0,1,1,7,1,6,1,1,0,0,6,6,636,3
"ZSWIM5",0,0,0,0,0,0,0,0,0,0,0,0,0,86,0
"LINC01144",0,0,0,0,0,0,0,0,0,0,0,0,0,8,1
"HPDL",0,0,0,0,1,0,1,0,0,0,0,1,0,1119,1
"MUTYH",1,0,1,0,0,1,4,2,0,0,0,0,2,389,0
"TOE1",0,0,1,0,1,2,2,0,0,1,0,0,2,235,0
"TESK2",1,0,1,0,0,0,0,1,0,0,0,0,0,106,0
"CCDC163P",1,0,0,0,0,0,0,0,0,0,0,0,0,36,0
"MMACHC",2,0,0,0,0,0,0,0,0,0,0,0,0,151,1
"PRDX1",244,2,29,9,46,3,57,10,16,1,4,27,61,21427,28
"AKR1A1",80,0,7,3,4,5,18,6,3,4,3,11,7,5477,6
"NASP",15,1,12,1,11,4,15,5,5,1,2,1,10,2224,3
"CCDC17",0,0,0,0,0,0,0,0,0,0,0,0,0,6,0
"GPBP1L1",7,0,4,0,4,1,9,6,4,0,1,5,8,1106,2
"TMEM69",4,0,1,0,0,0,1,1,1,0,0,1,1,1028,0
"IPP",0,0,1,1,0,0,1,2,0,0,0,0,0,86,0
"MAST2",2,0,1,0,0,0,1,0,0,0,0,0,0,417,1
"PIK3R3",0,0,0,0,0,0,0,0,0,0,0,0,0,181,6
"RP4-533D7.4",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"RP4-533D7.5",0,0,0,0,0,0,0,0,0,0,0,0,1,11,0
"TSPAN1",2,0,1,1,6,1,8,0,0,0,0,2,0,9869,1
"POMGNT1",2,0,3,0,2,0,3,0,0,0,0,1,3,464,2
"LURAP1",0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"RAD54L",1,0,0,0,0,0,0,0,0,0,0,0,0,159,0
"LRRC41",4,1,3,1,3,2,1,1,1,0,0,1,3,1059,1
"UQCRH",140,4,36,7,76,15,114,16,27,5,5,35,64,49522,38
"NSUN4",4,1,1,0,1,0,1,0,0,0,0,2,0,318,2
"FAAH",1,0,0,0,1,0,1,1,0,0,0,0,1,1112,0
"DMBX1",0,0,0,0,0,0,0,0,0,0,0,0,0,31,0
"MKNK1",15,1,3,0,2,3,8,2,0,0,0,2,5,549,3
"MOB3C",3,0,0,0,1,2,0,0,1,0,0,0,2,115,0
"ATPAF1",3,0,4,2,2,0,5,0,2,0,1,0,11,1668,0
"TEX38",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"EFCAB14",10,0,2,2,3,0,8,0,3,0,1,3,5,942,6
"CYP4B1",0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"CYP4X1",0,0,0,0,0,0,0,0,0,0,0,0,0,143,1
"CYP4Z1",0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
"CYP4A22-AS1",0,0,0,0,0,0,0,0,0,0,0,0,0,10,0
"LINC00853",0,0,1,0,0,0,0,0,0,0,0,0,1,40,0
"PDZK1IP1",1,0,0,0,1,0,1,0,0,0,0,1,1,2800,1
"STIL",0,0,0,0,0,0,1,0,1,0,0,0,0,248,0
"CMPK1",23,3,19,6,39,8,54,11,13,1,8,4,30,5390,2
"LINC01389",0,0,0,0,0,0,0,0,0,0,0,0,0,16,0
"FOXE3",0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
"FOXD2-AS1",1,0,0,0,3,1,1,0,0,0,0,0,0,184,0
"FOXD2",0,0,0,0,0,0,1,0,0,0,0,0,0,137,0
"TRABD2B",0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
"SLC5A9",0,0,0,0,0,0,0,0,0,0,0,0,0,14,0
"SPATA6",1,0,0,0,0,0,0,0,0,0,0,0,0,53,0
"ELAVL4",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DMRTA2",0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
"FAF1",4,1,5,1,1,1,6,2,3,0,1,1,3,716,0
"CDKN2C",4,0,15,1,1,0,3,6,1,0,0,0,5,121,0
"RNF11",6,2,6,1,9,1,18,3,1,1,1,6,4,893,5
"RP11-296A18.6",0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"TTC39A",0,0,0,0,0,0,0,0,0,0,0,0,0,560,0
"TTC39A-AS1",0,0,0,0,0,0,0,0,0,0,0,0,0,11,0
