"","GSM2359397","GSM2359398","GSM2859440","GSM2859469","GSM2859498","GSM2859413","GSM2859441","GSM2859470","GSM2859499","GSM3109311","GSM3109312","GSM3109313","GSM3109314","GSM3109315","GSM3319754","GSM3319755","GSM3319793","GSM3319794","GSM3319828","GSM3319829","GSM3319863","GSM3319864"
"8228",1,0,0,1,1,0,1,1,0,1,0,0,1,0,0,1,0,1,0,1,1,1
"113278",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"10351",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"54981",1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,0,1,1
"7364",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"9429",1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0
"7367",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"55867",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"54490",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"364",1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"7366",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"6482",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"360",1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0
"6484",1,0,1,0,0,1,1,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0
"7363",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"89872",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"7365",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"6483",1,0,0,0,0,1,1,1,1,1,1,1,1,0,1,1,0,1,0,1,0,0
"21",0,1,1,0,0,0,1,1,1,0,0,1,0,0,0,1,1,0,0,0,0,1
"10720",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"24",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"54963",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1
"10057",1,0,0,1,1,0,0,1,0,0,1,0,1,1,1,1,1,1,0,0,0,1
"125206",0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
"7498",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"10090",1,0,1,1,1,0,0,0,1,1,1,0,1,0,1,1,1,1,0,0,0,0
"200010",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"9653",1,0,1,0,0,1,1,1,0,0,0,0,1,1,1,0,1,1,1,0,0,0
"9942",1,0,0,0,1,0,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,1
"6524",1,0,1,1,1,1,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0
"159963",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"64131",0,1,0,1,0,0,0,1,1,0,1,1,0,1,1,1,1,1,0,0,0,0
"55065",0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
"64132",1,0,0,1,1,1,0,1,0,0,1,0,1,1,1,1,1,1,0,0,0,1
"3423",0,1,1,0,0,1,1,0,0,0,1,0,1,1,1,1,1,0,1,0,1,0
"79581",1,0,1,0,0,0,1,1,0,1,1,0,1,1,1,1,1,1,0,0,0,1
"10060",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"9957",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
"51181",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1
"6833",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"9951",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3764",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"222537",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"64077",1,0,0,0,1,0,1,1,0,1,0,0,1,1,1,1,1,0,0,0,1,0
"3767",0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"5464",1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1
"64220",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"10724",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"5950",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1356",0,1,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
"2495",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"9956",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5947",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"9955",1,0,0,0,1,0,1,1,0,0,0,1,0,0,0,1,1,1,0,0,0,0
"2512",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"94033",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"5948",1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0
"29881",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1727",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1
"9953",1,0,0,1,1,0,0,1,1,0,1,1,1,0,1,1,0,1,0,0,0,1
"64711",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"949",1,0,0,0,0,1,1,1,0,0,1,0,0,1,0,1,0,1,0,0,0,0
"2350",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
"55501",0,1,0,0,0,1,1,1,1,0,1,1,1,0,1,1,1,1,0,0,0,0
"51706",1,0,1,1,1,0,0,1,1,0,1,1,0,1,1,1,1,1,0,0,1,1
"3248",0,1,0,0,1,1,0,1,1,0,1,0,1,1,1,0,1,1,0,0,1,0
"51700",1,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,0,0,0,0,0,0
"166929",1,0,0,0,0,0,1,0,0,1,1,1,1,1,0,1,1,0,0,0,0,0
"10587",1,0,0,1,0,0,1,0,1,1,1,0,1,0,1,1,0,1,0,0,0,1
"166012",1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1
"113189",0,1,0,1,0,0,1,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1
"56261",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1
"50515",1,0,0,0,0,0,1,1,1,1,1,0,1,1,1,1,1,1,0,0,0,1
"80347",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1
"3658",1,0,1,1,0,0,0,1,0,0,0,1,1,0,1,0,1,1,0,0,1,1
"93034",0,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0
"84618",0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"411",1,0,0,1,0,1,1,0,1,0,1,1,0,1,0,1,1,1,1,1,0,1
"203",1,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,1,1,0,0,1
"22978",0,1,1,1,0,1,0,0,1,1,0,0,1,1,1,1,1,1,0,1,0,1
"122481",0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0
"100526794",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"159",1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1
"51251",1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1
"23563",1,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,1,1,0,0,0,1
"122622",0,1,0,0,0,1,0,1,0,1,1,1,1,1,0,1,0,0,0,0,0,0
"10164",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"353",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1
"11212",1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,1,1
"3251",1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,0,1
"383",1,0,1,0,1,0,0,0,1,1,0,0,0,0,1,0,1,1,0,0,0,0
"9435",1,0,0,0,1,1,1,0,0,0,0,1,0,0,0,1,0,1,1,0,0,1
"1371",1,0,0,1,1,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1
"4166",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"56954",0,1,0,1,1,1,1,0,0,0,1,1,1,1,0,1,1,1,0,1,1,1
"1503",0,1,0,0,0,1,0,1,1,0,1,0,1,1,1,1,0,1,0,1,0,1
"9469",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"56474",1,0,1,1,1,0,0,1,0,0,0,1,0,0,1,1,1,1,0,0,0,0
"8534",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
"1491",0,1,0,1,1,0,0,0,1,0,1,0,0,0,0,1,1,1,0,1,0,1
"5313",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"92086",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"2987",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1
"56548",1,0,1,1,0,1,1,0,0,0,0,0,1,0,1,1,1,1,0,0,0,0
"5860",1,1,0,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,0,1,1,1
"9394",0,1,1,0,0,1,1,1,0,1,1,0,1,1,1,1,0,1,0,0,0,1
"728441",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"124975",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"9453",1,0,0,0,1,1,0,1,1,1,1,1,0,0,0,0,1,1,0,1,1,1
"2686",0,1,1,1,1,0,0,0,1,1,0,1,0,1,1,1,1,1,0,0,0,0
"2023",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"2027",0,1,1,0,0,0,0,1,1,0,1,0,1,0,1,1,1,0,0,0,0,0
"90161",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"91227",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2026",1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,1,1,1,0,0,0,1
"102724197",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"266722",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"9843",0,1,0,1,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0
"2799",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1
"80308",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1
"10157",0,1,1,0,0,0,0,1,0,0,1,0,1,1,1,1,1,1,0,0,0,0
"118881",1,0,0,1,1,1,1,1,0,1,1,0,1,0,1,1,1,1,0,0,0,0
"5211",1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,0,0,1
"7360",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"2819",0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"3176",1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
"26330",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1757",0,1,1,0,1,0,0,0,1,0,0,1,0,0,1,1,1,1,0,0,0,0
"81537",1,0,0,1,0,1,1,1,1,0,0,1,0,1,1,0,1,1,1,0,0,1
"2597",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"29926",1,0,0,0,0,1,1,0,1,1,1,0,1,1,1,1,1,1,0,0,0,1
"2673",0,1,0,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,0,0,0,1
"9945",0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0
"6652",1,0,0,0,0,0,1,1,1,1,0,0,1,0,0,1,0,1,0,1,0,1
"29925",1,0,1,1,0,0,1,1,0,1,0,0,1,1,0,1,0,1,0,1,1,1
"51557",0,0,1,1,0,0,0,0,1,1,1,1,1,1,0,0,0,0,1,0,0,0
"875",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"6342",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"2752",1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0
"102724560",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
"1800",0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0
"249",0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1
"9056",1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,1
"2762",0,1,1,0,1,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,1
"10558",1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,1,1,1,1,0,1,1
"2643",1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,1,0
"22934",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0
"761",0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0
"51292",1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0
"55304",0,1,1,0,1,0,0,0,0,1,1,1,1,1,0,1,0,0,0,0,0,0
"766",0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,0,0,0
"9517",1,0,0,0,0,1,0,1,1,0,1,1,1,0,0,1,1,1,0,0,0,1
"2098",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"8879",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1
"2766",0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0
"771",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"4284",0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
"57571",0,1,0,1,0,0,1,1,1,0,0,1,1,1,1,1,1,0,0,0,0,0
"8869",0,1,0,0,1,0,1,0,1,1,0,0,1,1,0,0,1,0,1,0,0,0
"362",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"358",0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,0,0
"8833",1,1,1,1,1,1,0,1,1,0,1,1,0,1,1,1,1,1,1,0,0,1
"641371",0,1,0,0,1,1,0,0,1,0,1,1,0,1,1,1,1,1,0,0,0,0
"361",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5538",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1
"56848",1,0,0,0,0,1,1,1,0,1,0,0,1,1,1,1,0,1,0,0,0,0
"359",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"8877",1,0,0,1,0,1,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0
"3145",1,0,1,0,0,1,1,0,0,0,1,1,0,1,1,1,1,1,0,0,0,1
"9374",0,1,1,1,0,0,0,1,0,0,0,0,0,1,0,1,1,1,0,0,0,0
"11332",0,1,0,0,0,1,1,1,1,1,1,1,0,0,0,1,1,1,0,0,0,1
"586",1,0,0,1,1,1,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,1
"55825",1,0,1,0,0,1,0,0,1,0,0,0,1,1,1,1,1,1,1,0,0,0
"130752",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
"51102",1,0,1,0,1,0,1,1,0,0,1,0,1,0,1,1,1,1,0,0,0,1
"3615",1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,0,1
"3614",1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,0,1
"37",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1
"55512",1,0,0,1,0,0,1,1,0,0,1,0,1,0,1,1,0,0,1,0,0,0
"55627",0,1,1,1,0,0,1,0,1,0,1,0,1,1,1,1,1,1,0,0,0,0
"33",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"682",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1
"132158",0,1,1,0,0,0,0,0,1,1,0,0,1,1,0,1,1,1,0,0,0,1
"339221",1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"6609",1,0,1,0,0,1,1,1,0,1,0,0,1,1,1,1,1,0,0,0,0,1
"641649",1,0,0,1,1,1,1,1,0,0,1,0,1,0,1,1,0,0,0,0,0,0
"4351",1,0,1,1,1,0,0,0,0,0,0,1,0,1,1,1,1,1,0,0,0,0
"23475",0,1,1,0,1,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0
"6610",0,1,1,0,0,0,1,1,1,1,1,1,0,0,0,1,1,1,0,0,0,0
"100287639",0,1,0,0,0,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1
"259230",1,0,1,1,0,1,0,0,0,1,0,1,1,0,1,1,1,1,0,0,1,0
"93100",1,0,0,1,0,1,1,1,0,0,1,1,0,0,1,1,1,1,0,0,0,1
"441024",0,1,1,0,1,1,1,0,0,1,0,0,0,1,0,0,1,1,0,0,0,1
"50484",0,1,1,1,1,0,0,0,0,0,0,0,1,0,0,1,1,1,0,1,0,0
"65220",1,0,1,0,0,1,1,1,1,1,0,1,0,0,1,1,1,1,0,0,0,0
"6241",0,1,0,0,0,1,1,1,1,0,1,0,1,1,0,1,0,1,0,0,0,1
"116369",1,0,0,1,0,0,0,0,0,1,1,1,1,1,0,1,0,1,0,0,0,0
"115111",0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0
"389015",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"6240",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"6553",0,1,1,1,1,0,0,1,0,0,0,1,0,0,1,1,1,1,0,0,0,0
"3156",0,1,0,1,0,1,1,0,0,0,1,1,0,0,1,1,0,1,1,0,0,1
"284129",1,0,1,1,1,0,1,1,0,0,1,1,0,0,1,1,1,0,0,0,0,0
"2821",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1
"115019",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"5230",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"79966",0,1,0,0,0,1,1,0,1,0,1,1,0,1,0,1,0,1,0,0,0,0
"5232",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"375056",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1
"10588",0,1,0,0,1,0,0,1,0,0,0,1,1,0,1,1,0,1,0,0,1,1
"5236",1,0,0,0,0,0,1,1,1,1,0,0,1,0,1,1,1,1,0,0,0,1
"26266",1,0,1,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
"84890",1,0,0,1,0,1,0,0,1,0,1,0,0,0,0,1,1,1,0,0,0,1
"55276",0,1,0,1,0,1,1,1,1,1,1,0,1,0,0,1,0,1,0,0,1,1
"6646",1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1
"5372",1,0,1,0,1,1,0,0,1,0,1,1,0,1,1,1,1,1,0,1,1,0
"6649",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"55229",1,0,0,1,0,1,1,0,1,0,1,0,1,1,1,1,1,1,0,0,0,1
"5373",0,1,0,1,1,1,0,1,0,1,0,0,0,1,1,1,0,1,0,1,0,1
"79646",0,1,0,1,0,1,0,0,1,1,0,0,1,1,0,1,1,1,0,0,1,1
"80025",1,0,1,1,0,1,0,0,0,0,1,0,1,0,1,1,0,1,1,0,1,0
"53354",0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0
"6648",0,1,1,1,0,1,0,0,0,1,0,1,0,1,0,0,0,0,1,1,1,0
"6647",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"6697",1,0,0,1,1,1,0,0,0,1,1,1,1,1,0,1,0,1,0,0,0,0
"6611",1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1
"83594",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1
"7263",1,0,1,1,0,0,0,1,0,1,1,1,1,1,0,1,0,1,0,0,0,0
"26275",1,0,0,1,0,1,1,1,0,1,1,0,0,0,0,1,0,1,0,1,1,1
"6723",1,0,1,1,0,0,0,1,0,0,0,0,1,1,0,1,0,1,0,1,1,1
"6713",0,1,0,1,1,0,1,1,1,1,1,0,1,0,1,1,0,1,0,1,0,1
"2222",1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1
"210",1,0,0,1,1,1,0,0,1,1,1,1,0,0,1,1,1,1,0,0,0,1
"29920",1,0,1,0,1,0,1,1,0,0,1,1,0,0,1,1,0,1,0,1,0,1
"6715",1,0,0,1,1,1,0,1,0,0,1,1,0,1,1,1,1,1,0,0,0,1
"60490",1,0,0,1,1,0,1,0,1,1,0,1,1,1,0,1,1,1,0,0,0,1
"6716",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"79717",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"15",0,1,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"7389",1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1
"58510",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1595",0,1,1,0,1,0,1,0,1,1,0,0,0,1,1,1,0,1,0,0,0,1
"130367",1,0,0,0,0,0,1,1,0,1,0,0,1,0,0,1,0,1,1,1,0,0
"6532",0,1,0,1,1,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0
"153201",0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"10478",1,0,0,0,1,1,1,0,0,1,1,1,0,0,0,1,0,1,0,1,0,1
"221823",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1
"23443",0,1,1,1,1,1,0,0,0,0,1,0,1,1,0,0,1,1,0,1,0,0
"5634",1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1
"64240",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"6487",0,1,1,1,1,0,0,1,1,0,1,0,1,1,1,0,0,0,1,0,1,0
"5631",1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1
"29968",1,0,0,0,1,1,0,0,1,0,1,0,0,0,0,1,0,1,0,1,0,1
"64241",1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0
"284111",1,0,0,1,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0
"8781",1,0,1,1,0,1,1,1,0,0,1,1,1,0,0,0,0,0,1,1,1,1
"8435",1,0,1,1,1,0,0,0,0,1,1,1,1,1,0,1,0,0,0,0,0,0
"5723",1,0,1,1,0,1,0,1,0,1,1,0,0,0,0,1,0,1,0,1,1,1
"3988",1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,1,1
"55312",1,0,1,0,1,1,0,0,1,1,0,1,1,0,1,1,1,1,0,0,0,1
"6888",1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1
"79896",1,0,0,1,1,1,0,1,1,0,0,1,0,0,0,1,0,1,0,0,0,1
"8277",0,1,0,0,1,0,1,1,1,0,0,0,0,0,1,0,1,0,0,0,1,0
"768",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"84076",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"762",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
"765",1,0,1,1,1,0,0,0,0,1,0,0,1,0,1,1,1,0,0,0,0,0
"7086",1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0,1
"10402",1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
"27010",1,0,1,1,1,1,0,1,0,0,1,0,1,1,0,1,1,1,0,0,1,1
"286016",1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1
"10610",1,0,1,0,1,0,1,1,0,1,1,1,1,1,0,0,1,0,0,0,0,0
"23632",0,1,1,1,1,1,0,1,0,0,0,0,0,1,0,1,1,1,0,0,0,0
"7167",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1
"760",1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0
"256435",0,1,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0
"2582",1,0,0,0,0,0,1,0,1,1,0,1,0,1,0,1,1,1,0,0,0,1
"30815",0,1,0,0,0,0,1,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0
"81849",0,1,1,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1
"767",1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
"759",0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"91373",1,0,1,0,0,1,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1
"377677",1,0,0,1,1,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0
"31",0,1,1,1,1,1,0,0,1,1,0,0,1,1,0,1,0,1,0,1,0,1
"6675",0,1,1,1,0,1,1,1,1,0,1,0,1,1,0,1,0,1,1,1,1,1
"6556",1,0,0,1,1,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0
"7390",0,1,1,0,0,0,1,0,0,1,0,1,0,1,1,1,1,1,0,0,0,1
"6563",0,1,0,0,1,0,0,1,1,0,1,0,1,1,1,0,1,0,0,0,0,0
