"","GSM2859413","GSM2859441","GSM2859470","GSM2859499","GSM3109311","GSM3109312","GSM3109313","GSM3109314","GSM3109315","GSM3319754","GSM3319755","GSM3319793","GSM3319794","GSM3319828","GSM3319829","GSM3319863","GSM3319864"
"144193",0,0,1,1,0,0,0,0,1,0,1,1,1,0,0,0,0
"2739",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"3613",0,1,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0
"3612",1,0,0,1,0,1,0,1,1,0,1,0,1,0,1,0,1
"8776",1,0,0,1,0,1,0,1,1,1,0,1,0,1,0,1,0
"2978",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4953",1,1,1,0,1,0,1,1,1,1,1,1,1,0,1,1,1
"5214",1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1
"5213",1,1,1,0,1,1,0,1,0,1,1,1,1,0,0,0,1
"6569",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"10050",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"10568",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"10786",1,1,0,0,1,1,1,1,1,0,1,1,0,0,0,0,0
"10246",1,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0
"5198",1,0,1,1,0,0,1,1,0,0,1,0,1,0,1,0,1
"113675",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"7298",1,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,1
"131669",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5973",0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0
"1635",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"286297",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"10560",0,1,1,0,0,0,0,1,0,0,1,0,1,0,1,0,1
"191",1,0,0,1,1,0,1,1,0,1,1,1,1,0,0,0,1
"10768",1,0,0,1,0,1,0,1,0,0,1,0,1,0,1,0,1
"25874",1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1
"51660",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"57198",1,0,1,1,1,0,1,1,0,1,1,1,1,0,0,0,0
"5205",0,0,1,1,1,1,0,1,0,1,1,0,1,0,0,0,0
"23250",1,1,0,1,0,1,0,1,0,1,1,0,1,0,1,0,1
"286410",0,1,0,1,1,0,0,0,1,0,0,1,0,1,0,1,1
"5243",1,0,0,0,1,0,0,1,1,0,0,0,1,1,0,1,0
"55856",0,1,1,0,1,1,0,1,0,0,1,0,1,0,1,0,1
"7350",0,0,0,1,1,1,1,1,1,0,1,0,0,0,0,0,0
"26027",0,0,1,1,0,0,0,1,0,0,1,0,1,0,1,0,0
"10058",0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0
"51458",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"948",0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0
"10928",1,1,0,0,1,1,0,0,1,1,1,0,1,0,1,0,1
"1728",1,0,1,1,1,0,1,1,0,0,1,1,1,0,0,0,1
"2946",1,1,1,0,1,1,0,0,0,1,0,1,0,0,0,1,0
"125981",1,1,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0
"55331",0,1,0,1,0,1,0,1,0,0,1,1,1,0,0,0,1
"340485",0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0
"2760",1,1,0,1,1,0,0,0,1,0,1,1,1,0,1,0,0
"5660",1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1
"57704",1,0,0,1,1,0,1,0,0,1,1,1,1,1,0,0,1
"4759",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"10825",0,0,1,0,0,0,0,1,0,0,1,1,1,0,0,0,0
"7903",1,1,0,1,0,1,1,0,1,0,1,0,1,0,1,1,1
"5407",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"119548",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5408",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"221955",0,1,0,1,0,1,1,0,0,0,1,1,1,0,0,1,0
"9388",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"13",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"57104",0,1,1,0,0,1,0,1,1,1,1,1,1,0,0,1,0
"3991",1,0,0,1,1,0,0,0,0,0,1,1,1,0,0,0,0
"747",0,0,0,1,1,1,1,1,1,0,1,0,0,0,0,0,0
"8513",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5406",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2170",1,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0
"2171",0,0,1,0,1,1,0,0,1,0,1,0,1,0,1,0,1
"2167",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"2172",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"646480",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2173",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"646486",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2169",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"6296",0,1,1,0,1,0,0,0,0,1,1,0,0,0,0,0,1
"341392",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"54988",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"123876",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"348158",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"344967",0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1
"154141",1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1
"51099",1,0,1,0,0,1,0,0,1,0,0,1,1,0,1,1,1
"253558",1,0,1,0,0,0,0,1,1,0,0,0,1,0,1,0,1
"84513",1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1
"64748",0,1,1,0,0,1,0,0,1,0,1,1,1,0,0,0,0
"9890",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"9663",1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,0,1
"196051",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"79948",1,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0
"23175",1,1,1,1,1,0,1,1,0,1,1,1,1,1,0,0,1
"64900",0,1,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0
"85465",1,1,0,1,0,0,1,1,1,0,0,0,1,1,1,1,1
"122618",0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0
"201164",0,1,0,1,1,1,0,1,0,1,1,0,1,0,0,0,1
"23646",1,1,1,1,1,0,1,1,0,1,1,1,1,0,0,0,0
"590",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"91012",1,1,1,1,1,1,1,0,0,1,1,1,1,0,0,1,1
"204219",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"10715",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"253782",1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0
"29956",0,1,0,1,1,0,0,1,1,1,1,1,1,0,0,0,0
"79603",0,1,1,0,1,0,1,0,1,1,1,1,1,0,0,0,0
"56624",0,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,1
"55757",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"145173",1,1,0,0,1,1,0,1,0,0,0,1,1,1,0,1,0
"644974",0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
"56886",1,0,0,1,0,1,0,1,1,1,1,1,1,0,1,1,0
"152586",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"55830",0,1,1,1,1,0,1,1,0,1,1,1,1,0,1,1,1
"170384",0,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0,1
"283358",1,0,1,0,0,0,1,0,0,0,1,1,0,1,0,0,0
"148789",1,1,1,0,0,0,1,1,0,0,1,0,0,1,1,0,1
"2526",1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
"84750",1,1,1,0,1,1,1,0,0,1,1,0,1,1,0,0,1
"644378",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"55624",0,1,1,0,1,1,0,1,0,0,1,1,1,0,0,0,0
"83468",1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
"168391",0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
"338707",0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0
"146664",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"360203",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"56983",1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1
"3703",1,1,1,1,1,1,1,1,0,0,1,1,1,0,1,1,1
"124872",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"8473",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"8708",0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,1,1
"2529",0,0,0,1,0,1,0,0,1,0,1,1,0,0,0,0,0
"8702",1,1,0,0,1,1,0,0,1,0,1,1,1,0,0,1,0
"8707",1,0,1,1,1,0,0,1,0,0,0,1,1,0,0,0,0
"200810",0,1,0,1,1,1,1,1,1,0,1,0,0,0,0,0,0
"84752",1,0,0,1,0,0,0,1,0,1,1,1,1,0,0,0,0
"201595",1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1
"140687",1,0,0,1,1,0,0,1,0,1,0,1,1,0,0,0,0
"51228",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"284004",1,0,1,0,0,1,0,1,0,1,1,1,0,0,0,0,1
"79411",0,0,1,0,1,1,1,1,1,0,1,0,1,0,0,0,0
"27090",1,1,0,0,1,0,1,0,1,0,1,1,1,0,0,0,0
"129807",1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"2524",1,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0
"2528",1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1
"2527",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"113612",0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0
"493869",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"64180",1,0,0,0,1,1,1,1,1,0,0,1,0,0,0,0,0
"64174",0,1,1,0,1,0,1,1,1,1,0,1,0,1,0,0,0
"10728",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"11102",0,0,1,1,0,1,1,0,0,0,1,1,1,0,0,1,0
"91179",1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
"10826",0,0,1,0,1,0,0,0,1,0,1,1,1,0,0,0,0
"266740",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3930",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"4645",0,1,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0
"3069",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1
"4864",1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,0,1
"285440",0,1,1,0,1,1,0,0,1,1,0,1,0,0,0,1,1
"79644",0,1,0,1,0,0,1,1,0,1,1,1,1,1,0,0,0
"1646",0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
"51170",1,1,1,1,1,0,1,1,1,1,0,1,1,1,0,1,0
"51144",1,0,0,1,0,1,1,1,0,0,1,0,1,0,1,0,1
"8630",1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1
"158160",0,1,0,0,1,1,1,0,0,1,1,0,1,0,0,1,1
"83401",1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0
"64834",1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1
"79993",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"401494",1,1,0,0,0,1,0,1,0,0,0,1,0,1,1,0,0
"192286",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"201562",0,1,1,0,1,0,1,1,1,0,1,1,1,0,1,0,1
"9200",0,0,1,0,0,0,0,0,1,0,1,1,1,0,0,0,0
"51495",1,1,1,1,1,1,1,1,0,0,1,0,1,0,1,0,1
"253017",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"9524",1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1
"283985",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"3995",0,0,1,1,0,1,1,0,1,0,1,1,1,0,0,0,0
"1155",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"114571",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"123096",1,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1
"57016",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"55277",0,0,1,1,0,1,0,0,1,1,0,0,0,1,0,1,0
"79707",1,1,1,0,1,0,0,1,0,1,1,0,1,0,0,1,1
"64122",1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
"9917",0,1,0,1,1,0,0,1,0,0,1,0,1,1,0,1,0
"79672",1,1,0,0,1,0,1,0,0,1,1,1,1,0,1,0,0
"92370",1,0,0,1,1,1,0,1,0,0,1,1,0,0,0,1,1
"390928",1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
"93650",0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0
"139596",1,1,1,0,1,0,0,1,1,0,1,1,1,0,0,1,0
"55066",0,0,1,1,0,0,1,1,0,1,1,1,1,0,0,0,0
"283208",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5033",1,1,1,1,1,1,0,1,1,0,1,1,1,0,1,0,1
"8974",0,1,0,0,1,1,1,1,1,0,1,0,1,0,0,0,0
"58478",1,1,1,1,0,1,1,1,0,0,1,1,1,1,1,0,1
"55256",1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1
"259307",1,0,0,1,1,0,0,0,1,0,1,0,1,0,0,0,1
"81894",1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,0,1
"51312",1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0,0
"138639",1,0,1,0,1,0,0,0,0,1,1,1,1,0,0,0,0
"23203",1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1
"9896",0,0,1,1,0,0,1,1,0,1,1,1,1,0,0,0,1
"374462",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"163404",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"22908",1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1
"22876",0,1,1,0,1,0,1,0,1,1,1,1,1,0,1,0,1
"84814",0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"51559",0,1,1,0,1,1,1,0,0,1,1,0,1,0,0,0,1
"29085",1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1
"64419",1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1
"145553",0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,1
"51496",1,0,0,1,1,0,1,0,1,1,1,1,0,1,0,1,1
"8446",1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1
"9107",0,0,0,1,1,1,0,1,0,0,0,1,1,0,1,1,0
"23371",0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0
"9108",1,0,1,1,0,0,1,1,1,0,0,1,1,0,0,0,1
"55613",0,1,1,0,0,0,1,0,0,1,1,1,0,0,0,1,0
"403313",0,1,0,1,1,1,0,0,1,1,1,1,1,1,0,0,0
"9562",1,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1
"3705",1,0,1,0,1,0,0,0,1,1,1,1,1,1,0,0,0
"138429",1,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0
"10170",0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1
"9249",1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1
"220074",0,1,0,1,1,0,0,0,1,0,1,0,1,0,0,0,1
"1733",0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"1735",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1734",1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,0,0
"6819",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"27284",1,0,1,1,0,0,0,1,0,0,0,1,0,1,0,0,0
"84274",1,1,1,1,1,1,0,1,1,0,1,0,1,0,0,1,1
"4297",1,0,0,1,0,1,1,0,0,1,1,1,0,0,0,1,0
"55904",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"55870",1,1,1,1,1,0,1,1,1,1,0,1,0,1,1,1,0
"79723",1,1,0,0,0,1,0,1,1,0,1,1,1,1,0,0,1
"79813",0,1,1,0,1,1,0,0,1,1,1,1,0,1,0,1,0
"387893",0,1,1,0,0,1,1,0,0,0,1,0,0,0,0,1,1
"8085",1,0,0,1,1,0,1,0,1,1,1,1,0,0,0,0,1
"58508",1,1,1,1,0,0,0,1,1,1,1,1,0,1,0,1,0
"9869",0,1,1,0,1,0,1,0,0,1,0,1,0,1,0,1,0
"9757",1,0,1,1,1,0,0,0,1,1,1,1,1,0,0,0,0
"80854",0,1,0,1,0,1,0,1,0,1,0,1,1,0,0,1,0
"9739",1,0,1,1,1,1,0,0,1,1,1,1,0,0,0,0,1
"64754",1,1,0,0,1,1,0,1,1,1,1,1,1,0,1,0,0
"84444",1,1,1,0,0,0,0,1,1,1,1,0,1,0,0,0,1
"10919",0,0,1,0,1,0,1,1,0,1,1,1,1,0,0,0,0
"64324",1,0,0,0,0,0,1,1,1,1,1,1,0,0,0,1,0
"23067",0,1,0,1,0,1,1,0,1,1,0,1,0,1,0,1,0
"6839",0,0,1,1,0,0,1,1,0,0,1,1,1,0,0,0,0
"83852",1,0,0,1,0,1,1,0,0,1,1,1,1,0,0,1,1
"54904",1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1
"84787",0,0,1,0,1,1,1,1,1,0,1,1,0,0,1,0,0
"29072",1,1,1,1,0,1,1,1,1,1,1,1,0,1,0,1,1
"7468",0,1,1,0,1,0,0,1,1,1,1,1,0,0,0,0,1
"51111",1,0,0,1,0,1,1,0,0,1,0,1,0,1,1,0,1
"6419",0,1,1,0,0,1,0,1,0,1,1,0,0,0,1,1,1
"90701",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"9789",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"23478",1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1
"28972",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"60559",1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1
"57171",0,0,1,0,0,0,0,0,1,0,1,1,1,0,1,0,1
"4249",0,1,0,1,1,1,0,0,1,1,1,1,0,1,0,0,0
"25834",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"137902",0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
"7837",0,1,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1
"9677",0,1,0,1,0,0,1,1,0,1,1,1,0,0,0,0,0
"23262",1,0,1,1,1,1,0,1,0,1,0,1,1,0,0,1,1
"26007",0,0,1,1,1,1,0,1,0,1,1,1,1,0,0,0,1
"158584",1,0,0,1,1,0,0,1,1,1,1,1,1,0,0,1,0
"283209",0,1,0,1,0,1,1,0,0,0,1,1,1,0,1,0,1
"23491",1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0
"221223",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1208",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"55244",0,1,0,0,1,1,1,1,1,0,1,0,0,0,0,0,0
"146802",0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"345274",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"116085",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"123688",1,0,1,0,0,1,0,0,0,1,1,1,1,0,0,0,0
"56898",1,0,0,1,0,0,1,1,1,0,0,0,0,0,1,1,1
"51171",1,1,1,1,0,0,0,0,0,1,1,0,1,0,0,0,0
"84869",1,1,1,1,1,0,1,1,1,0,1,0,1,1,1,0,1
"51741",1,0,0,1,0,0,1,1,0,1,0,1,0,1,0,1,0
"10202",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"1487",1,1,1,1,0,1,1,1,1,1,1,0,0,0,1,1,1
"93517",1,1,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1
"121214",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"10553",1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,1
"100288072",1,0,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0
"374875",1,0,1,0,0,1,0,0,0,1,1,1,0,0,0,0,0
"441282",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"340811",0,0,1,1,0,0,0,0,1,0,1,0,1,0,0,0,0
"133121",1,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0
"85007",1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,1,0
"250",1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0
"251",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"123264",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"200931",0,1,1,0,1,0,1,0,1,1,0,1,0,0,0,0,0
"10941",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"79799",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"10476",1,1,1,1,0,1,0,1,1,0,0,1,1,1,1,1,1
"518",1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,0,1
"498",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"516",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"522",1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1
"515",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"9551",0,0,0,1,1,0,0,0,1,0,1,0,1,0,1,0,1
"27109",1,0,1,1,1,1,0,0,0,1,1,0,1,1,0,0,1
"267020",0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,1,1
"509",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"513",1,1,1,0,1,1,0,1,1,1,1,1,1,0,0,0,1
"514",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"517",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"521",0,1,1,0,1,0,1,0,0,0,0,1,0,0,1,1,1
"10632",1,1,1,1,1,1,1,0,1,0,0,1,1,0,1,1,1
"506",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"539",0,0,0,1,1,0,0,1,0,0,0,1,0,0,1,1,1
"29796",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"4519",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"1537",1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1
"7381",1,0,1,0,0,1,0,1,1,0,0,1,0,1,1,1,0
"10975",1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1
"27089",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"7384",1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1
"7386",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"7388",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"7385",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"9481",0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0
"9016",1,1,1,0,0,0,0,0,1,0,1,0,1,0,0,1,1
"7351",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1
"7352",0,0,0,1,0,1,1,0,0,0,1,1,1,0,0,0,1
"4535",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"4540",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"4541",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"4729",1,0,0,1,0,1,0,0,1,1,0,1,0,1,0,1,0
"126328",0,1,1,0,1,1,0,1,1,1,1,1,1,0,1,0,1
"4717",1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1
"4719",1,0,0,1,1,1,0,1,0,0,1,1,1,0,1,1,1
"7991",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4539",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"4707",0,1,1,1,1,0,1,0,0,0,0,1,1,0,1,1,0
"4705",1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,0,1
"4536",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"4713",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"4538",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"4731",1,1,0,0,0,1,1,0,1,0,1,0,0,0,1,1,1
"4695",1,1,1,1,0,1,1,0,1,0,1,0,1,0,1,1,1
"4708",1,1,1,0,1,1,1,0,0,0,1,0,1,0,1,1,1
"4711",1,1,0,1,1,1,1,1,0,1,1,1,1,0,1,0,1
"4723",1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1
"4706",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"4701",1,0,0,1,0,1,1,0,0,1,0,1,1,0,0,1,0
"4724",1,1,1,1,0,1,0,1,1,0,1,1,1,0,1,1,1
"4718",0,1,1,0,1,0,0,0,1,0,0,1,1,0,1,0,1
"4698",1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1
"4537",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"55967",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"4728",1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1
"4715",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"51079",1,0,0,1,0,0,1,0,1,1,1,0,1,0,1,1,1
"54539",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"4714",1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1
"4720",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"4712",1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1
"4722",1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1
"4704",1,1,0,1,0,1,1,0,0,0,1,0,0,0,1,1,1
"4694",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"4702",1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1
"4709",1,1,1,1,1,1,1,1,0,0,1,1,1,0,1,0,1
"4725",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"4710",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"4697",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"4726",1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1
"4716",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"374291",0,1,1,0,1,0,1,0,1,1,1,1,1,0,0,1,1
"1345",1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1
