"","Anti-inflammatory macro/mono","CAFs","CD8aa IELs","cDCs","Fibroblasts","gdTcells","IL17+ CD4 Tcells","Lymphatic ECs","Mast cells","Memory CD4 Tcells","Memory CD8 Tcells","Myofibroblasts","Naive CD4 Tcells","NK cells","Normal Epithelial cells","Pericytes","Pro-inflammatory macro/mono","Regulatory CD4 Tcells","Tumour Epithelial cells","Vascular ECs","VSMCs"
"CAPZB",603,2282,4,25,175,6,21,37,2,126,23,13,16,17,33,158,102,125,1880,197,81
"MINOS1",433,1321,6,12,138,7,12,39,10,71,17,14,13,13,61,150,105,89,3526,237,104
"NBL1",23,2204,0,1,182,0,1,4,0,5,3,5,0,2,6,37,2,2,1244,37,20
"TMCO4",8,29,1,0,5,0,0,0,1,2,0,0,0,0,0,2,3,3,111,2,1
"RNF186",1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,112,0,0
"RP11-91K11.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"OTUD3",1,8,0,0,3,0,0,1,0,1,0,2,0,1,0,2,0,1,50,2,1
"PLA2G2A",5,365,0,0,1354,0,0,1,0,1,0,9,0,0,0,3,2,0,40,1,0
"PLA2G5",0,38,1,0,10,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0
"PLA2G2D",4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"PLA2G2F",3,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,105,2,0
"PLA2G2C",9,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"UBXN10-AS1",3,7,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,2,12,0,0
"UBXN10",2,2,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,2,152,0,0
"CAMK2N1",10,90,0,1,28,0,1,0,0,5,0,1,0,0,6,34,3,2,1284,5,4
"MUL1",28,111,0,0,11,0,1,2,0,3,0,1,1,0,0,8,4,6,146,13,8
"FAM43B",0,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"CDA",81,89,0,3,17,0,0,1,1,1,0,0,0,3,32,2,32,2,1692,53,3
"PINK1",46,87,0,0,12,0,0,0,0,3,2,0,1,0,2,13,4,1,176,42,6
"PINK1-AS",2,4,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,1,20,1,0
"DDOST",78,373,1,7,65,0,1,8,2,15,5,2,4,7,19,44,24,33,1006,66,16
"KIF17",0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,1,12,1
"SH2D5",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"HP1BP3",123,393,1,2,55,1,1,11,2,36,5,4,4,3,3,64,21,37,908,92,37
"EIF4G3",43,119,0,2,22,0,0,5,0,4,0,3,0,1,0,11,6,9,208,53,7
"ECE1",6,62,1,0,16,0,0,5,0,4,0,2,0,0,4,34,8,8,198,202,8
"RP3-329E20.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"RP5-1071N3.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"NBPF3",1,3,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,11,0,0
"ALPL",0,19,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,2,2,0
"RAP1GAP",2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,135,1,0
"USP48",46,119,1,2,15,0,3,8,2,9,0,2,1,2,1,20,6,7,355,36,5
"LDLRAD2",0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0
"HSPG2",28,464,0,2,38,0,0,14,1,5,2,0,1,1,6,33,4,7,566,1555,17
"CELA3B",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0
"CELA3A",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0
"RP1-224A6.3",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5,0,0
"LINC00339",11,38,0,1,7,0,0,1,0,3,0,1,1,0,0,5,3,2,28,6,1
"CDC42",592,652,4,30,70,3,10,27,2,64,16,9,7,17,42,117,176,82,2268,212,37
"RP1-224A6.9",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"WNT4",0,13,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0
"ZBTB40",6,19,0,0,2,0,1,0,0,1,1,0,0,0,0,5,3,0,48,8,1
"EPHA8",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0
"C1QA",5538,72,0,119,36,0,1,4,0,1,0,0,0,0,2,7,318,5,99,13,4
"C1QC",3224,20,1,74,11,0,0,1,0,1,0,1,2,0,0,1,158,3,41,2,1
"C1QB",4954,58,0,104,17,0,0,0,0,3,0,0,1,0,1,3,196,7,92,5,4
"EPHB2",48,22,0,0,7,0,0,0,0,1,0,0,0,0,0,1,1,1,252,2,0
"C1orf234",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"KDM1A",24,79,0,0,8,0,0,3,0,1,0,1,0,1,1,10,8,4,228,27,4
"LUZP1",34,333,1,1,26,1,1,7,3,25,3,0,1,1,1,18,10,13,459,160,12
"HTR1D",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,0,0
"LINC01355",3,4,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,1,39,3,0
"HNRNPR",141,409,0,7,56,1,4,15,1,25,8,3,5,6,5,52,32,52,939,117,29
"ZNF436",2,12,0,0,4,0,0,1,0,1,0,0,0,0,0,3,0,1,25,15,0
"ZNF436-AS1",1,10,0,0,0,0,0,1,0,0,0,2,0,0,1,3,0,0,23,4,1
"RP5-1057J7.7",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"TCEA3",3,87,0,0,32,0,0,1,0,0,0,2,0,0,2,2,0,0,323,4,11
"ASAP3",0,36,0,1,10,0,0,0,0,0,0,0,0,0,0,0,0,1,7,3,0
"E2F2",2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,17,0,0
"RP1-150O5.3",0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"ID3",183,2211,0,0,223,1,0,11,0,2,2,32,1,3,3,610,19,20,187,563,158
"MDS2",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RPL11",3384,11852,86,291,1842,75,138,325,155,1147,256,115,348,284,541,1303,1210,1521,29159,2685,645
"TCEB3",35,79,0,0,14,1,0,6,0,0,1,0,2,2,0,12,9,8,171,31,3
"TCEB3-AS1",4,18,0,0,3,0,0,0,1,1,2,0,0,1,0,4,0,7,42,2,0
"PITHD1",84,206,3,1,38,0,3,3,4,21,2,1,4,3,1,21,15,22,410,30,16
"LYPLA2",64,132,1,4,12,0,1,4,0,13,2,0,2,2,7,10,20,17,420,44,5
"GALE",43,46,1,2,7,1,1,0,0,2,2,0,0,2,6,8,6,8,1074,19,0
"HMGCL",53,108,0,3,21,1,1,4,2,4,1,0,1,1,3,12,3,6,355,14,5
"FUCA1",182,53,0,1,12,0,1,3,0,4,2,1,2,2,11,10,12,6,365,11,7
"CNR2",0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0
"PNRC2",84,297,2,4,56,0,6,2,3,20,2,4,6,12,1,33,15,32,680,68,18
"SRSF10",107,400,0,6,30,0,4,7,4,31,5,3,6,7,6,69,30,34,1450,73,27
"RP11-293P20.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0
"MYOM3",1,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,26,7,0
"IL22RA1",2,3,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,1,187,1,0
"IFNLR1",6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,13,0,0
"RP11-10N16.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"GRHL3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0
"STPG1",3,17,0,2,1,0,0,0,0,2,0,0,0,0,0,0,2,0,69,2,1
"NIPAL3",8,28,0,0,0,0,0,2,1,9,0,1,0,2,0,2,0,7,142,10,1
"RCAN3",24,19,0,0,2,0,1,1,1,13,2,0,12,2,0,0,3,30,81,7,2
"RP4-594I10.3",3,2,0,0,0,0,2,0,0,5,1,0,2,0,0,0,1,3,4,1,1
"NCMAP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,12,0,0
"SRRM1",274,379,1,12,53,2,1,10,6,39,22,3,12,14,5,60,72,78,1552,126,51
"CLIC4",108,569,1,3,20,0,0,5,1,1,0,4,0,0,0,64,18,3,36,264,37
"RUNX3",45,25,5,4,1,5,9,0,0,63,9,0,1,9,0,1,15,43,8,0,1
"RP11-84D1.2",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SYF2",175,500,3,10,80,3,3,16,9,46,11,7,9,8,6,109,57,85,1281,121,48
"RSRP1",131,290,5,4,64,5,4,20,7,54,9,2,10,13,4,37,34,77,929,85,20
"RP3-465N24.6",1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,0,0
"TMEM50A",483,902,2,6,113,8,10,40,6,82,12,8,12,20,24,142,93,108,2011,268,61
"RHCE",0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0
"TMEM57",17,68,1,1,10,0,1,1,1,8,1,0,3,2,0,10,5,4,274,27,6
"LDLRAP1",17,37,2,1,5,0,0,2,2,5,1,0,7,0,2,5,3,5,174,16,2
"RP11-70P17.1",2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,1,0
"MAN1C1",22,22,0,0,15,0,0,0,1,1,1,1,1,0,0,3,3,0,1,3,0
"RP1-187B23.1",0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"SEPN1",63,119,0,0,13,0,1,6,0,5,0,0,0,0,1,13,5,0,85,90,3
"RP1-317E23.3",0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,12,0,0
"MTFR1L",33,146,0,1,19,0,1,6,3,4,0,3,1,0,0,17,8,4,155,10,14
"AUNIP",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0
"PAQR7",4,21,0,0,4,0,0,2,0,0,0,0,0,0,0,4,0,1,6,2,1
"STMN1",82,148,0,1,13,1,0,56,4,9,3,6,3,8,7,10,1,8,546,152,2
"PAFAH2",16,18,1,0,3,0,0,2,2,0,0,0,0,1,1,0,2,0,142,5,2
"EXTL1",0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TRIM63",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"PDIK1L",11,6,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,1,36,4,1
"FAM110D",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0
"RP11-96L14.7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
"ZNF593",114,289,0,2,31,1,1,4,5,13,3,3,1,0,11,31,21,21,1293,73,14
"CNKSR1",0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,218,1,0
"CATSPER4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"CEP85",8,2,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,27,3,1
"SH3BGRL3",3174,2520,23,118,188,28,116,86,42,788,120,5,46,76,297,145,927,610,10153,770,62
"UBXN11",38,35,0,0,3,2,0,0,0,9,3,0,4,0,1,4,12,11,61,5,5
"CD52",210,30,15,46,3,48,87,0,12,713,120,0,75,29,0,2,127,376,53,7,1
"AIM1L",0,5,0,0,0,0,1,0,0,2,1,0,0,0,2,0,0,1,181,0,0
"ZNF683",0,1,0,0,0,5,0,0,0,0,15,0,0,3,0,0,0,0,1,0,0
"DHDDS",25,63,0,0,6,1,0,3,1,0,1,0,1,1,2,8,2,9,166,14,3
"HMGN2",411,723,9,23,173,5,15,13,13,92,26,7,16,18,48,138,86,123,3433,134,95
"RPS6KA1",60,21,1,3,1,2,6,0,1,17,2,0,1,5,1,0,15,13,554,8,0
"RP5-968P14.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"ARID1A",88,105,1,3,14,0,3,2,1,9,3,1,1,3,1,22,27,12,337,33,3
"PIGV",5,45,0,0,9,0,0,0,0,1,0,0,1,0,2,2,1,0,70,3,1
"ZDHHC18",18,18,0,0,1,0,2,0,0,4,1,2,0,0,0,4,2,8,34,10,1
"SFN",32,56,0,0,8,0,3,0,0,6,1,1,2,1,25,6,8,12,3779,15,4
"GPN2",14,61,0,1,4,0,0,1,2,2,0,3,1,1,1,5,0,5,92,13,2
"GPATCH3",10,20,0,0,3,0,0,0,0,0,2,1,2,1,1,3,3,3,51,6,2
"NUDC",138,575,2,9,78,3,3,15,5,42,6,4,3,14,17,87,29,47,1811,114,65
"NR0B2",1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,116,1,0
"KDF1",3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,170,1,0
"TRNP1",1,13,0,0,2,0,0,0,0,0,0,0,0,0,0,4,0,0,169,0,5
"FAM46B",0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,7,0,0,10,0,10
"SLC9A1",28,70,0,0,14,0,0,1,0,4,0,0,0,0,0,6,5,5,162,16,2
"WDTC1",31,36,0,1,10,0,0,0,0,1,1,1,1,2,0,2,3,7,87,20,3
"TMEM222",32,158,1,1,20,0,1,5,0,12,2,1,1,3,4,14,11,8,342,26,5
"SYTL1",7,1,2,0,2,2,3,1,0,20,4,0,5,6,0,1,4,25,403,1,0
"MAP3K6",11,46,0,1,7,1,1,0,0,4,1,2,0,0,0,7,4,3,100,18,3
"FCN3",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,46,0
"CD164L2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0
"GPR3",1,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5,4,0
"WASF2",183,383,3,7,72,1,3,22,2,27,4,3,2,8,0,83,36,45,1036,226,47
"RP1-159A19.4",0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,1
"AHDC1",8,61,0,0,14,0,1,4,0,3,0,0,0,0,0,10,0,4,62,20,2
"FGR",116,2,0,8,0,0,0,7,0,0,0,0,0,7,0,1,93,2,7,3,0
"RP11-288L9.1",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0
"IFI6",1336,957,3,9,126,3,9,25,18,44,6,6,5,2,605,97,137,77,12738,211,31
"FAM76A",23,33,0,2,5,0,0,2,0,8,0,0,0,2,1,9,3,4,92,10,6
"STX12",138,169,0,1,22,0,1,7,1,6,1,2,0,2,3,30,32,10,329,70,19
"PPP1R8",40,114,0,0,12,0,1,2,2,6,3,0,1,0,0,12,6,13,218,23,9
"THEMIS2",161,68,0,8,4,0,0,2,1,3,0,1,0,2,0,0,46,9,64,7,2
"RPA2",58,151,2,1,28,1,1,1,5,17,5,1,3,9,1,14,10,31,241,28,13
"SMPDL3B",1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,46,1,0
"XKR8",13,40,1,2,6,0,1,1,0,2,0,0,1,0,0,2,11,2,37,5,2
"EYA3",14,41,0,2,5,0,2,2,0,4,1,0,0,0,0,6,9,2,99,13,2
"PTAFR",148,2,0,4,0,0,0,0,2,0,0,0,0,0,0,0,53,0,86,5,0
"DNAJC8",172,454,4,14,58,0,6,14,3,38,2,5,6,8,10,51,45,69,839,97,36
"ATPIF1",463,922,5,17,137,5,18,30,7,68,20,6,15,15,154,114,87,143,7459,261,57
"RP5-1092A3.4",0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,2,0,20,0,0
"SESN2",28,22,0,2,11,0,0,0,0,1,0,0,1,1,0,5,9,2,53,1,1
"MED18",23,45,0,0,7,0,0,0,0,0,0,0,0,1,0,4,1,3,101,6,5
"PHACTR4",58,65,0,2,12,1,1,2,0,4,1,1,1,1,0,13,10,6,246,37,5
"RCC1",12,62,1,0,4,0,1,1,0,3,1,0,0,3,3,7,2,4,237,9,1
"TRNAU1AP",40,87,2,3,13,0,0,9,0,14,3,2,1,2,1,9,5,14,157,32,3
"SNHG12",56,56,0,5,5,3,2,0,4,4,2,2,0,4,1,6,20,15,288,13,2
"TAF12",106,203,2,4,29,2,4,5,1,17,2,2,3,5,1,23,18,27,410,31,8
"RAB42",22,12,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"RP11-442N24--B.1",0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,9,0,1
"RNU11",10,3,0,0,2,0,1,0,0,3,0,0,0,0,0,0,5,0,15,0,2
"GMEB1",19,34,1,1,11,0,0,1,0,6,0,0,0,3,0,5,11,8,114,7,3
"YTHDF2",96,220,2,2,35,0,3,10,1,26,3,0,10,9,1,24,20,28,874,68,12
"OPRD1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"EPB41",23,9,4,3,0,0,0,0,0,15,0,0,1,7,1,1,7,15,142,3,1
"TMEM200B",0,22,0,0,2,0,0,0,0,0,0,0,0,0,0,3,0,0,5,0,5
"SRSF4",154,320,0,4,50,1,3,11,4,23,5,7,5,8,0,54,30,49,775,95,30
"MECR",15,72,0,1,10,0,0,1,0,0,0,0,3,0,1,5,2,2,157,6,8
"PTPRU",2,19,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0
"RP11-111I12.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
"MATN1",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MATN1-AS1",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1,0
"LAPTM5",2802,39,12,65,13,18,48,92,26,271,44,0,30,23,4,5,511,274,114,81,1
"RP5-1125N11.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5,0,0
"SDC3",120,48,0,2,6,0,1,4,0,0,0,2,0,0,0,1,4,1,93,20,1
"PUM1",97,149,2,2,22,0,3,6,0,10,0,3,4,5,3,20,23,16,597,73,8
"NKAIN1",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SNRNP40",43,149,2,1,22,0,3,8,3,23,1,0,5,6,1,15,16,27,322,48,3
"ZCCHC17",82,236,0,2,22,0,1,10,3,11,0,1,2,4,2,21,23,21,356,62,15
"FABP3",98,26,0,0,4,0,0,0,0,0,0,2,0,0,0,0,0,0,4,0,7
"SERINC2",58,324,0,1,12,0,0,3,0,4,0,0,0,1,31,6,20,6,2125,14,1
"LINC01226",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TINAGL1",19,44,1,1,3,0,0,9,3,1,1,2,0,0,16,256,4,5,1558,134,164
"PEF1",67,242,3,5,30,1,2,16,5,14,3,4,2,2,11,31,14,19,534,75,25
"RP11-73M7.6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"COL16A1",5,264,0,0,31,0,0,0,0,0,0,0,0,0,0,6,3,4,274,5,8
"ADGRB2",1,9,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0
"SPOCD1",4,48,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,20,5,0
"RP11-84A19.2",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,3,0,0
"RP11-84A19.4",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
"PTP4A2",306,676,8,8,82,12,11,16,6,66,10,8,9,6,9,63,105,65,1925,157,31
"KHDRBS1",143,355,0,4,50,0,9,11,6,34,7,2,4,4,5,59,41,36,1011,116,31
"RP11-277A4.4",0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2
"TMEM39B",14,75,0,1,11,0,0,4,0,1,1,1,0,1,0,7,3,1,72,25,2
"KPNA6",52,132,2,3,15,0,1,0,0,16,2,1,0,2,0,31,14,11,304,46,12
"TXLNA",28,87,1,0,13,0,1,0,0,4,0,1,1,3,0,8,10,8,184,34,5
"CCDC28B",14,129,0,1,21,0,0,1,1,0,1,0,1,3,0,17,1,7,27,32,4
"RP4-622L5.7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0
"IQCC",0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,10,0,0
"DCDC2B",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
"TMEM234",13,56,0,0,9,2,0,2,0,2,0,2,0,0,0,4,3,9,88,11,0
"EIF3I",136,837,1,11,102,5,7,25,1,48,13,9,7,13,37,89,44,57,2508,176,40
"FAM167B",3,14,0,0,1,0,0,0,0,1,1,1,0,0,0,3,0,1,20,312,1
"LCK",17,7,8,1,3,8,26,1,0,148,29,0,21,8,0,1,2,202,108,4,1
"HDAC1",47,122,7,5,9,0,5,5,4,30,3,2,3,8,11,20,22,22,1218,95,15
"MARCKSL1",108,453,2,2,51,0,1,48,1,8,4,1,1,5,48,92,124,24,4228,543,2
"TSSK3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0
"FAM229A",2,10,0,0,4,0,0,0,0,1,0,0,0,0,0,0,0,0,34,5,2
"BSDC1",51,126,1,2,20,2,2,12,1,13,1,0,5,3,2,25,4,19,282,54,14
"ZBTB8B",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
"ZBTB8A",3,46,0,0,5,0,0,0,0,1,0,0,1,0,0,12,0,0,21,17,2
"ZBTB8OS",105,203,1,3,33,2,4,11,3,13,3,0,9,2,17,25,17,28,760,31,9
"RBBP4",88,157,2,5,21,2,1,15,1,16,5,1,2,6,4,23,18,23,559,50,16
"SYNC",8,106,1,0,9,2,0,2,1,5,3,1,0,2,0,8,2,6,5,5,3
"RP11-114B7.6",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"KIAA1522",10,27,0,0,1,0,0,1,0,0,0,0,0,0,2,2,4,1,563,12,2
"YARS",38,116,0,3,11,2,1,5,0,12,1,0,3,3,3,7,9,9,473,33,3
"S100PBP",10,63,0,1,10,1,1,0,0,10,2,0,0,3,0,12,4,7,75,17,1
"FNDC5",0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"HPCA",0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0
"TMEM54",23,165,0,0,14,0,0,5,0,2,1,2,2,1,36,10,4,5,2125,48,4
"RNF19B",57,44,0,1,2,0,0,1,0,1,0,1,0,0,1,2,37,2,145,18,3
"AK2",77,279,1,6,28,1,0,13,4,18,1,2,2,7,19,35,19,25,1288,76,15
"AZIN2",0,59,0,0,17,0,0,5,0,0,1,0,0,1,0,1,0,0,7,3,0
"TRIM62",3,12,0,0,0,1,0,0,0,3,1,0,0,1,0,2,4,1,6,2,1
"ZNF362",27,36,0,0,6,0,2,1,0,3,0,0,1,0,0,10,3,3,18,14,9
"RP11-415J8.3",0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PHC2",146,143,0,0,13,0,0,1,0,4,1,1,1,0,0,17,30,2,265,28,3
"ZSCAN20",2,4,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,7,1,1
"CSMD2",0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
"SMIM12",76,169,1,3,14,1,3,8,0,19,2,2,1,1,1,58,24,21,369,60,37
"GJB5",0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,151,0,0
"GJB4",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150,1,0
"GJB3",7,13,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,494,1,0
"GJA4",1,2,0,0,0,0,0,0,0,1,0,0,0,0,0,180,0,0,5,45,45
"DLGAP3",11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,7,0,0
"RP11-244H3.4",5,10,0,0,0,0,0,2,0,1,0,0,0,0,1,2,1,0,6,2,0
"ZMYM6NB",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
"ZMYM6",20,28,0,0,3,0,2,0,0,6,0,1,0,0,0,3,2,3,90,12,4
"ZMYM1",5,18,0,0,3,0,2,0,3,1,0,0,0,0,0,3,1,3,43,13,2
"SFPQ",188,339,4,8,37,4,9,17,3,40,9,4,5,9,6,40,54,52,1102,128,23
"ZMYM4",27,62,0,0,6,1,0,1,1,2,0,0,0,3,0,9,10,3,120,17,3
"KIAA0319L",33,54,0,1,8,0,2,2,0,4,1,1,0,8,2,10,2,3,241,23,5
"NCDN",7,24,0,0,6,0,1,0,0,2,1,0,1,1,0,1,0,0,22,8,2
"RP4-728D4.2",14,1,0,1,0,0,2,0,0,0,1,0,0,1,0,0,2,4,2,0,0
"TFAP2E",6,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2,0,0,0
"PSMB2",193,567,2,6,73,3,9,17,3,45,6,9,5,5,37,87,58,48,1724,134,42
"C1orf216",15,69,0,1,12,0,1,3,1,3,0,0,1,0,0,7,1,4,14,9,6
"CLSPN",8,15,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,1,92,1,0
"AGO4",50,17,1,1,1,0,0,0,0,4,0,0,0,2,0,3,8,2,106,9,0
"AGO1",37,46,0,0,3,0,0,0,2,2,1,0,0,4,0,7,4,3,47,9,1
"AGO3",35,68,0,1,14,0,2,3,1,4,1,0,0,0,0,13,4,3,161,17,7
"TEKT2",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ADPRHL2",24,124,0,3,6,0,0,4,1,3,2,0,0,1,0,13,4,10,283,19,6
"COL8A2",9,101,0,0,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"TRAPPC3",138,394,3,6,37,0,2,3,6,21,8,6,6,3,5,44,16,36,608,82,25
"MAP7D1",94,168,0,5,15,1,2,3,0,8,0,0,2,0,1,18,22,16,241,55,9
"THRAP3",114,360,0,9,58,2,9,14,1,52,6,0,7,11,3,73,23,66,870,105,33
"SH3D21",13,8,0,0,2,0,0,0,0,0,0,0,0,0,0,1,2,0,35,0,0
"EVA1B",58,514,0,0,55,0,0,4,1,4,0,0,0,0,0,43,8,12,20,82,7
"RP11-268J15.5",0,6,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,43,1,1
"STK40",29,37,0,0,8,0,1,1,1,8,0,0,1,0,0,9,10,3,179,17,2
"LSM10",138,284,2,10,37,0,3,8,7,20,1,1,2,7,2,35,43,38,348,54,8
"OSCP1",2,33,0,0,3,0,0,1,0,0,0,0,0,0,0,3,0,1,23,2,3
"MRPS15",148,424,2,6,44,0,6,13,3,16,3,3,4,0,8,46,25,36,1130,91,24
"CSF3R",78,3,0,8,0,0,0,0,0,0,0,0,0,1,0,0,40,0,4,0,0
"GRIK3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"LINC01137",6,69,0,0,6,0,0,1,2,6,0,0,0,4,1,2,1,4,76,5,2
