"","Anti-inflammatory macro/mono","CAFs","CD8aa IELs","CXCL13+ CD8 Tcells","Cytotoxic CD8 Tcells","Fibroblasts","Follicular CD4 Tcells","Mast cells","Memory CD4 Tcells","Memory CD8 Tcells","Naive CD4 Tcells","NK cells","NKT cells","Normal Epithelial cells","Pericytes","Pro-inflammatory macro/mono","Regulatory CD4 Tcells","Tumour Epithelial cells","Vascular ECs","VSMCs"
"PLA2G2F",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,117,0,0
"RP3-340N1.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
"PLA2G2C",6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"UBXN10-AS1",3,0,0,0,0,0,1,4,1,0,1,0,0,0,0,1,7,11,2,0
"UBXN10",3,3,0,0,0,2,0,1,0,0,0,1,1,0,0,0,0,185,2,0
"CAMK2N1",17,13,2,0,0,44,0,0,2,2,1,1,0,7,21,8,2,1853,6,2
"MUL1",25,16,0,1,0,13,0,0,2,1,1,2,0,0,7,6,6,305,19,2
"FAM43B",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CDA",95,23,0,0,0,65,0,0,5,0,1,1,0,50,2,33,5,2498,58,0
"PINK1",26,17,0,0,0,13,0,0,3,1,0,0,0,3,10,2,2,253,40,2
"PINK1-AS",2,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,2,28,1,0
"DDOST",119,58,3,2,1,89,2,2,12,11,8,9,0,38,35,24,34,1683,47,2
"KIF17",3,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,18,0
"RP5-930J4.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"HP1BP3",137,78,4,3,2,54,10,2,27,11,7,6,0,6,60,32,43,1383,98,4
"EIF4G3",44,26,1,0,0,20,5,0,0,2,0,1,0,2,12,7,5,253,20,2
"ECE1",9,14,3,1,0,14,1,0,1,3,2,4,0,1,38,11,5,309,139,1
"RP3-329E20.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
"NBPF3",4,3,0,0,0,2,0,0,1,0,0,0,0,0,1,0,0,12,0,0
"ALPL",0,17,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"RAP1GAP",2,0,0,0,0,0,0,0,0,1,0,1,0,0,1,2,0,144,1,0
"USP48",42,13,3,3,0,22,0,1,7,5,1,1,1,4,10,10,17,553,33,0
"LDLRAD2",0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,3,4,0
"HSPG2",22,92,2,1,0,52,0,0,2,1,3,2,0,7,32,8,4,812,1154,3
"CELA3B",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0
"CELA3A",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0
"RP1-224A6.3",1,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,1,2,0,0
"LINC00339",13,2,1,1,0,4,0,0,2,2,0,3,1,0,4,5,4,48,8,0
"CDC42",687,94,11,13,3,93,11,2,41,43,11,36,6,66,62,192,96,4251,206,7
"RP1-224A6.9",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0
"WNT4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0
"ZBTB40",11,5,0,0,0,4,0,0,0,1,1,1,0,0,3,1,4,77,7,1
"EPHA8",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0
"C1QA",8844,12,0,1,0,11,0,0,2,6,2,4,0,5,6,955,14,225,14,0
"C1QC",4282,4,1,0,1,5,1,0,1,0,1,1,0,1,0,426,9,84,6,2
"C1QB",7809,4,0,0,0,6,0,0,2,2,2,0,0,4,1,680,15,197,10,0
"EPHB2",47,3,0,0,0,12,0,0,0,0,0,0,0,4,0,2,0,470,1,0
"KDM1A",24,14,0,0,1,11,0,0,1,0,1,2,0,1,7,6,5,333,20,0
"LUZP1",53,53,0,1,0,33,3,1,14,5,4,4,2,2,16,9,27,821,123,3
"HTR1D",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,114,0,0
"LINC01355",2,2,0,0,0,2,0,0,0,0,0,0,0,1,3,0,1,69,4,0
"HNRNPR",168,62,8,7,4,68,8,1,26,27,8,17,2,16,45,45,62,1828,80,7
"ZNF436",1,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,24,13,0
"ZNF436-AS1",0,3,0,0,0,6,0,0,0,0,0,0,0,0,2,0,0,12,1,1
"RP5-1057J7.7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
"TCEA3",1,5,0,0,0,32,0,0,2,0,1,1,0,3,2,1,1,364,6,1
"ASAP3",1,4,0,0,0,12,0,0,0,0,0,0,0,0,0,1,0,7,9,0
"E2F2",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,1,0
"ID3",235,560,1,0,0,155,0,1,6,0,1,4,0,4,341,17,22,301,445,34
"MDS2",0,1,1,0,0,0,0,0,2,0,2,0,0,0,1,0,1,2,0,0
"RPL11",3802,2164,207,141,93,2434,212,107,1079,542,699,461,111,1012,1000,1631,1852,46621,2740,107
"TCEB3",59,8,0,0,0,11,0,0,7,3,2,1,0,0,3,16,8,303,24,2
"TCEB3-AS1",7,2,1,0,1,4,1,0,1,1,0,0,0,1,1,2,1,74,2,0
"PITHD1",77,22,1,8,1,36,3,0,11,6,7,7,0,3,21,13,25,617,41,2
"LYPLA2",73,25,1,3,1,13,2,0,3,6,2,3,0,9,6,14,21,747,34,0
"GALE",66,13,0,0,0,7,2,0,1,0,1,5,1,19,8,7,10,2000,21,2
"HMGCL",55,29,0,0,3,24,2,0,7,5,2,1,0,6,11,5,4,637,17,2
"FUCA1",193,12,0,4,1,19,0,1,4,3,1,2,0,10,2,14,6,558,5,0
"CNR2",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
"PNRC2",102,48,5,7,7,70,3,3,12,7,7,18,1,3,22,34,38,1101,42,1
"SRSF10",132,72,7,5,4,39,4,1,19,16,10,11,3,19,38,36,40,2250,85,4
"RP11-293P20.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
"MYOM3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,1,0
"IL22RA1",1,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,347,2,0
"IFNLR1",4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,29,0,0
"RP11-10N16.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"GRHL3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0
"STPG1",4,4,1,0,0,1,0,0,1,1,0,0,0,0,0,1,0,134,2,0
"NIPAL3",10,8,1,1,0,1,3,0,4,2,1,2,0,0,0,0,7,191,18,1
"RCAN3",21,1,2,4,0,1,1,0,10,11,6,4,1,0,1,7,28,97,5,0
"RP4-594I10.3",1,1,0,0,0,0,0,0,4,2,0,0,0,0,0,1,5,1,0,1
"NCMAP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0
"SRRM1",293,71,9,8,3,63,8,6,31,21,18,19,5,7,45,109,83,2554,126,9
"CLIC4",130,111,0,0,0,16,1,0,0,0,0,0,0,0,50,28,5,48,199,16
"RUNX3",34,5,13,14,7,1,4,0,32,36,2,27,6,0,1,21,49,8,0,0
"RP11-84D1.2",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"RP4-706G24.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0
"SYF2",184,83,15,10,9,87,8,3,31,28,20,18,1,13,82,75,90,2035,114,11
"RSRP1",127,47,8,7,4,59,9,2,46,26,13,25,5,3,36,39,73,1415,100,1
"RP3-465N24.6",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,7,1,0
"RHD",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"TMEM50A",543,207,10,10,11,122,14,7,48,41,8,16,5,57,108,116,124,3630,242,15
"RHCE",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0
"TMEM57",23,6,1,0,0,9,1,0,3,4,6,3,1,0,5,4,4,507,26,1
"LDLRAP1",11,3,2,1,2,5,0,0,6,4,8,3,0,2,2,4,10,326,8,0
"RP11-70P17.1",0,0,0,0,0,1,0,0,0,1,0,0,0,2,0,0,3,64,0,1
"MAN1C1",11,3,0,0,0,19,0,0,0,1,1,0,0,0,4,0,0,5,13,0
"RP1-187B23.1",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,2,0
"SEPN1",34,19,0,1,0,18,0,1,2,1,0,0,0,3,5,8,2,139,95,0
"RP1-317E23.3",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0
"MTFR1L",38,30,1,0,0,24,2,1,3,1,0,1,0,1,12,8,5,225,23,2
"AUNIP",2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,26,0,0
"RP1-125I3.2",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PAQR7",3,2,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,7,4,0
"STMN1",124,54,1,3,2,10,7,1,4,5,2,7,1,11,99,11,6,1151,180,0
"PAFAH2",22,7,1,0,0,2,1,0,1,0,2,1,0,2,2,7,2,184,2,0
"TRIM63",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
"PDIK1L",15,1,0,0,0,2,0,1,0,0,1,0,0,0,0,2,1,57,4,1
"FAM110D",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,29,0
"RP11-96L14.7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0
"ZNF593",130,49,1,1,0,38,0,1,6,8,3,1,0,21,26,34,17,2303,48,2
"CNKSR1",6,3,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,367,1,0
"CATSPER4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"CEP85",7,1,0,0,0,2,1,0,0,1,0,0,0,0,0,0,1,43,1,0
"SH3BGRL3",3465,543,56,191,56,324,119,23,434,454,90,144,35,642,97,1229,685,19207,535,15
"UBXN11",32,8,0,3,1,5,0,0,2,10,3,2,1,0,0,15,5,121,1,1
"CD52",230,2,34,133,48,2,91,14,476,414,143,173,42,3,4,144,564,110,7,1
"AIM1L",2,0,0,1,0,1,1,0,0,0,3,0,0,0,2,1,0,274,1,0
"ZNF683",0,0,0,11,1,0,1,0,0,78,0,23,0,2,0,0,1,6,0,0
"DHDDS",29,10,0,0,1,5,1,1,3,1,0,0,0,1,10,7,6,291,13,2
"HMGN2",532,144,23,24,8,192,28,4,47,42,25,40,7,68,227,122,124,5494,178,16
"RPS6KA1",83,2,2,1,2,1,1,1,17,15,4,6,2,3,2,24,17,898,7,0
"RP5-968P14.2",0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0
"ARID1A",72,15,3,2,0,25,3,2,4,6,1,2,1,0,22,31,16,471,34,1
"PIGV",5,12,0,0,0,8,0,1,2,3,1,1,0,2,0,3,2,94,6,0
"ZDHHC18",16,5,0,1,0,4,0,1,3,1,1,2,0,0,1,1,4,68,2,1
"SFN",48,8,3,1,1,10,0,1,8,11,4,5,0,33,10,11,10,6878,20,1
"GPN2",21,12,0,1,0,8,0,0,1,1,1,3,0,0,3,6,6,178,7,0
"GPATCH3",18,2,1,1,1,1,0,1,1,0,1,1,0,0,2,3,2,86,6,1
"NUDC",183,118,4,8,2,81,7,1,26,28,9,20,6,28,58,53,48,3554,107,8
"NR0B2",2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,2,0
"KDF1",3,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,298,0,0
"TRNP1",2,3,0,0,0,0,0,0,0,0,0,0,0,5,1,0,1,270,2,1
"FAM46B",1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,19,0,2
"SLC9A1",32,7,0,1,0,12,0,0,3,3,0,1,0,1,0,2,6,267,21,0
"WDTC1",29,5,1,1,0,6,2,0,2,1,0,2,0,1,0,9,9,118,12,1
"TMEM222",27,24,1,0,0,14,0,0,3,5,1,0,1,8,7,9,5,457,30,0
"SYTL1",11,2,1,2,0,2,2,0,15,13,8,9,1,3,0,2,32,680,1,1
"MAP3K6",11,3,0,1,0,7,0,0,1,2,0,0,0,0,2,5,2,154,26,2
"FCN3",0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,3,52,0
"CD164L2",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0
"GPR3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,10,3,0
"WASF2",179,81,2,3,3,65,7,1,14,22,11,8,6,9,65,48,47,1870,164,6
"RP1-159A19.4",0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,8,0,1
"AHDC1",8,7,0,2,0,9,1,0,1,1,0,1,0,0,16,1,2,99,19,1
"FGR",173,0,0,0,0,0,0,0,1,1,0,5,0,0,0,78,0,8,2,0
"RP11-288L9.1",2,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,32,1,0
"IFI6",1894,303,11,8,23,157,6,3,47,27,12,18,1,1210,86,323,134,25591,231,2
"FAM76A",20,6,0,0,0,7,0,0,3,1,2,0,0,0,5,2,5,121,16,0
"STX12",142,31,1,0,1,27,0,2,3,1,3,2,1,4,28,34,13,530,50,3
"PPP1R8",46,17,1,0,1,11,2,0,5,1,1,3,0,0,12,5,20,387,22,3
"THEMIS2",214,15,2,0,0,3,0,1,3,5,1,2,1,1,1,54,6,89,7,0
"RPA2",60,24,4,2,2,29,1,1,16,10,6,9,1,2,11,16,24,389,22,1
"SMPDL3B",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,2,0
"XKR8",12,4,2,1,2,7,1,0,1,0,0,1,0,0,1,6,2,70,4,0
"EYA3",23,7,0,1,0,4,0,0,3,1,1,1,0,0,3,15,2,187,17,0
"PTAFR",191,0,0,0,0,1,0,2,0,0,0,1,0,1,0,70,1,135,7,0
"DNAJC8",201,99,3,12,2,71,9,4,27,21,12,14,3,13,56,53,76,1509,117,9
"ATPIF1",529,193,12,12,8,139,23,4,52,48,26,33,9,260,97,114,130,13390,234,11
"RP5-1092A3.4",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,1,0
"SESN2",46,5,0,0,0,2,1,0,1,0,0,0,0,0,3,12,4,67,6,0
"MED18",12,5,0,0,0,0,1,0,3,2,0,0,0,0,3,1,2,143,8,0
"PHACTR4",64,14,0,1,1,16,1,0,4,1,2,0,1,0,13,10,3,390,43,1
"RCC1",9,20,0,1,0,12,0,0,3,1,1,0,0,6,8,2,3,369,14,0
"TRNAU1AP",40,24,1,0,0,19,1,1,7,8,3,0,0,2,16,9,17,303,22,0
"SNHG12",60,8,1,1,1,9,2,0,3,5,4,3,1,1,8,13,21,356,5,1
"TAF12",113,33,3,8,2,49,6,0,14,10,3,7,1,7,16,25,33,669,32,0
"RAB42",34,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"RP11-442N24--B.1",2,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,11,0,0
"RNU11",11,1,0,0,0,0,0,0,0,0,1,0,0,0,1,9,1,12,2,0
"GMEB1",25,3,0,2,1,7,1,1,3,4,0,5,0,1,5,2,9,195,10,1
"YTHDF2",117,42,6,3,2,42,3,3,15,7,7,14,1,13,22,28,38,1450,64,1
"OPRD1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0
"RP1-212P9.3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"EPB41",16,0,0,0,2,0,1,1,14,2,7,4,0,1,3,7,20,192,2,1
"TMEM200B",0,4,0,0,0,2,0,0,0,0,0,0,0,0,5,0,0,1,0,1
"SRSF4",157,63,4,6,4,41,2,2,29,14,7,6,4,5,53,48,49,1330,80,2
"MECR",7,17,0,1,0,13,0,0,3,0,2,1,1,4,9,5,1,197,14,1
"PTPRU",0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1,0
"RP11-111I12.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"MATN1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"MATN1-AS1",3,2,1,0,0,0,0,0,0,0,1,0,0,0,0,2,1,15,1,0
"LAPTM5",3018,5,20,42,14,10,37,24,171,126,65,60,12,3,5,633,318,166,34,1
"RP5-1125N11.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0
"SDC3",184,10,0,0,0,9,0,0,0,0,0,0,0,1,0,13,1,93,14,1
"PUM1",102,26,1,2,1,25,2,0,11,4,5,8,0,1,19,35,18,869,56,3
"SNRNP40",60,25,3,5,0,29,3,0,11,8,3,8,2,4,15,19,29,670,41,1
"ZCCHC17",102,44,2,6,3,31,1,2,7,3,5,3,1,3,20,16,18,568,47,2
"FABP3",46,5,0,0,0,7,0,0,0,0,0,0,0,0,2,0,0,4,1,3
"SERINC2",56,43,1,0,1,8,0,0,6,2,0,2,0,43,6,11,5,3273,15,1
"LINC01226",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RP11-73M7.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
"TINAGL1",23,6,0,2,0,2,0,2,3,0,2,1,0,36,207,11,5,2728,148,32
"HCRTR1",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PEF1",71,43,1,0,1,28,4,3,9,7,4,5,1,11,25,30,23,907,61,2
"RP11-73M7.6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"RP11-73M7.9",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
"COL16A1",4,53,0,0,0,39,0,0,0,0,0,0,0,5,3,2,0,402,0,0
"ADGRB2",0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,11,0,0
"SPOCD1",7,11,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,14,6,0
"RP11-84A19.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
"RP11-84A19.4",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
"PTP4A2",320,111,12,6,12,116,19,1,40,27,12,15,6,10,44,121,97,2732,108,4
"KHDRBS1",169,60,10,7,3,89,3,2,24,14,11,9,0,11,59,61,56,1763,107,4
"RP11-277A4.4",1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,2,0,0
"TMEM39B",19,17,1,2,0,8,1,0,4,1,0,0,0,0,4,9,6,137,24,0
"KPNA6",56,26,3,2,1,20,1,0,12,2,6,6,0,1,15,14,20,463,36,2
"TXLNA",25,29,1,0,1,19,0,0,1,3,0,0,1,0,8,5,6,298,25,1
"CCDC28B",15,29,0,0,0,28,0,0,1,4,0,1,0,2,4,8,3,48,20,1
"RP4-622L5.7",0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,11,1,0
"IQCC",0,1,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,16,1,0
"TMEM234",18,8,0,2,0,17,0,0,3,3,1,3,0,0,11,4,5,122,7,1
"EIF3I",200,167,1,5,5,141,11,3,32,25,18,18,2,73,79,61,74,4504,164,9
"FAM167B",3,6,0,0,0,2,0,0,0,0,0,0,0,0,2,3,1,17,302,0
"LCK",8,1,18,18,9,2,32,0,72,77,35,27,5,0,0,0,242,125,1,0
"HDAC1",68,33,10,3,2,18,3,0,23,19,5,8,1,36,25,15,48,2152,99,6
"MARCKSL1",121,83,3,2,1,41,5,0,13,10,5,7,1,77,48,154,19,6965,530,4
"TSSK3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"FAM229A",1,1,0,0,0,0,0,0,0,0,1,1,0,2,1,0,2,31,5,0
"BSDC1",44,31,2,4,1,23,1,1,8,10,6,4,2,2,17,15,15,442,31,2
"ZBTB8B",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,1,0
"ZBTB8A",2,8,0,0,0,6,0,0,0,0,0,0,1,0,5,0,0,36,23,0
"ZBTB8OS",115,36,1,2,1,33,0,1,17,10,6,8,0,28,17,34,33,1498,30,2
"RBBP4",94,25,2,3,0,30,2,1,8,9,9,11,1,13,22,22,40,971,53,3
"SYNC",13,18,0,1,0,25,1,0,1,2,0,7,0,0,5,3,9,6,22,0
"RP11-114B7.6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"KIAA1522",10,3,0,0,0,0,0,0,0,0,1,0,0,4,2,5,1,962,12,0
"YARS",32,20,1,2,0,7,1,0,3,8,2,4,1,8,5,10,8,741,25,1
"S100PBP",14,13,2,1,0,12,1,2,4,4,0,1,0,0,10,4,7,125,21,1
"HPCA",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0
"TMEM54",31,34,0,1,0,29,0,0,2,2,1,3,1,60,6,9,7,3965,65,2
"RNF19B",51,10,0,0,0,2,0,0,1,1,0,2,0,0,4,43,2,286,13,0
"AK2",104,51,2,2,2,34,1,0,11,4,4,3,1,34,29,28,16,2318,82,2
"AZIN2",1,11,0,0,0,7,0,0,1,0,0,0,0,0,1,0,1,19,4,0
"TRIM62",4,1,0,1,0,0,0,0,0,2,0,2,0,0,0,0,1,12,3,0
"ZNF362",16,8,1,1,0,6,1,0,1,1,0,1,0,0,12,6,3,27,10,1
"PHC2",136,34,0,0,1,8,0,0,0,0,0,3,0,1,18,45,1,424,38,1
"ZSCAN20",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,1,0
"CSMD2",0,4,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,3,0,0
"SMIM12",88,38,4,1,0,24,5,0,6,13,3,3,0,3,34,30,21,636,61,11
"GJB5",2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,302,0,0
"GJB4",2,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,280,2,0
"GJB3",11,2,0,0,0,3,0,0,1,0,0,0,0,5,0,3,2,910,3,0
"GJA4",2,4,1,0,0,0,0,0,0,0,0,0,0,0,140,0,1,5,131,5
"DLGAP3",13,0,0,0,0,0,0,0,1,0,1,0,0,0,0,4,1,5,0,0
"RP11-244H3.4",5,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,3,3,0,1
"ZMYM6NB",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"ZMYM6",16,5,0,0,0,5,0,0,0,0,1,0,0,0,3,2,2,109,5,0
"ZMYM1",6,2,0,0,1,5,0,0,2,0,0,1,0,0,4,4,1,75,8,0
"SFPQ",179,72,5,4,7,42,8,1,30,20,8,16,4,2,35,69,61,2041,127,2
"ZMYM4",33,19,0,0,1,19,0,2,1,3,0,2,0,0,4,2,6,186,21,0
"KIAA0319L",28,5,0,0,0,11,2,0,3,2,2,1,0,1,5,3,10,385,15,0
"NCDN",3,6,0,0,0,0,0,0,1,0,0,0,0,0,5,2,0,25,6,0
"RP4-728D4.2",12,2,1,0,0,1,1,0,4,4,0,1,2,0,0,2,4,3,0,0
"TFAP2E",3,0,0,0,0,1,0,0,0,0,0,1,0,0,0,2,1,3,0,0
"PSMB2",271,131,7,10,2,87,6,3,39,15,8,12,4,58,63,77,59,3304,146,5
"C1orf216",15,6,1,0,0,15,0,0,2,2,2,1,0,0,6,2,3,22,4,1
"CLSPN",3,1,0,2,0,0,0,0,0,2,0,0,0,2,14,1,2,184,12,0
"AGO4",34,0,2,0,1,1,0,0,2,1,0,1,0,0,3,13,1,140,14,0
"AGO1",34,11,1,1,0,7,0,0,2,2,1,3,0,0,6,3,6,84,12,1
"RP4-789D17.5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"AGO3",37,8,4,3,0,19,0,1,3,4,1,0,0,1,10,10,8,246,19,0
"TEKT2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"ADPRHL2",46,25,1,0,1,17,0,0,6,2,3,3,1,1,11,14,10,468,20,2
"COL8A2",13,16,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"TRAPPC3",154,69,6,5,3,49,2,2,19,10,4,7,0,11,33,34,30,1058,63,3
"MAP7D1",99,31,1,1,3,23,4,0,5,8,2,4,0,2,17,28,12,338,35,1
"THRAP3",123,59,4,7,1,78,11,2,26,23,9,12,1,6,46,37,66,1520,87,8
"SH3D21",7,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,64,0,0
"EVA1B",65,101,0,0,0,49,1,0,0,2,0,0,0,0,30,7,6,39,67,0
"RP11-268J15.5",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,0,0
"STK40",48,1,1,1,0,12,0,0,4,0,0,1,0,0,3,12,3,302,4,0
"LSM10",141,36,0,1,1,49,3,5,20,13,8,10,2,2,21,42,35,545,41,1
"OSCP1",1,3,0,0,0,5,0,0,1,0,0,0,0,1,1,0,1,61,2,0
"MRPS15",156,76,2,5,1,66,6,0,19,15,11,5,0,39,30,28,41,2095,71,4
"CSF3R",86,0,0,0,0,3,0,0,0,0,0,0,0,0,0,39,0,6,1,0
"LINC01137",13,13,0,0,0,5,0,0,1,1,1,3,0,0,1,2,3,83,2,0
"ZC3H12A",33,46,2,0,0,7,1,7,4,6,3,8,2,2,3,19,36,455,9,0
"MEAF6",127,41,5,6,2,51,7,0,24,22,10,16,4,7,34,17,68,944,54,1
"SNIP1",11,4,1,0,2,6,0,1,2,2,0,0,0,0,3,1,1,51,7,0
"DNALI1",1,5,0,0,0,4,0,1,0,0,0,0,0,1,5,0,0,102,4,1
"GNL2",42,19,0,1,0,16,0,0,2,3,3,1,0,0,9,13,12,427,22,0
"RSPO1",0,2,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"C1orf109",13,6,0,0,0,7,1,0,1,5,1,0,0,0,3,0,1,141,6,0
"CDCA8",4,0,0,0,0,0,0,0,1,0,0,0,0,2,7,1,0,279,1,0
"EPHA10",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,0,0
"MANEAL",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,0,0
"YRDC",5,2,1,0,0,2,0,0,0,1,1,0,0,1,1,4,4,127,2,1
"C1orf122",202,136,5,4,2,91,5,0,5,3,1,4,0,7,34,33,24,680,59,5
"MTF1",21,5,0,1,0,7,0,0,1,2,1,0,1,0,4,11,2,93,12,0
"INPP5B",14,7,0,2,0,1,0,1,1,1,1,2,0,0,3,7,2,44,5,0
"RP11-109P14.10",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SF3A3",39,33,1,4,2,22,0,2,13,8,3,7,0,1,12,13,23,618,47,1
"FHL3",44,45,0,2,0,34,0,1,2,0,0,9,0,0,34,25,5,5,41,0
"UTP11L",58,37,2,0,0,33,1,1,4,1,2,2,1,3,15,23,7,623,51,7
"POU3F1",1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
"RRAGC",91,27,0,0,0,13,2,0,3,3,2,4,0,1,13,28,11,295,11,2
"RP5-864K19.4",6,3,0,0,0,0,0,0,1,1,0,0,0,1,0,1,1,29,1,0
