"","Anti-inflammatory macro/mono","CAFs","cDCs","Enteric glia cells","Fibroblasts","gdTcells","IL17+ CD4 Tcells","Lymphatic ECs","Mast cells","Memory CD4 Tcells","Memory CD8 Tcells","Myofibroblasts","Naive CD4 Tcells","NK cells","NKT cells","Normal Epithelial cells","Pericytes","Plasma cells","Pro-inflammatory macro/mono","Vascular ECs","VSMCs"
"PINK1-AS",0,0,1,0,3,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0
"DDOST",52,43,13,16,874,2,2,6,1,17,15,6,2,8,1,122,5,4,26,19,7
"KIF17",5,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,6,0
"HP1BP3",43,11,10,22,653,0,5,10,3,33,19,8,1,2,1,121,7,1,36,19,20
"EIF4G3",21,3,1,0,104,1,2,6,0,4,2,0,0,1,1,28,1,0,6,5,4
"ECE1",1,0,1,3,122,0,0,9,0,0,3,4,0,1,0,25,3,1,3,41,5
"RP3-329E20.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"RP5-1071N3.1",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"NBPF3",1,1,0,0,7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"ALPL",0,0,0,0,15,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0
"RAP1GAP",0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0
"USP48",17,2,6,7,182,0,3,5,2,9,7,2,0,3,1,40,4,2,17,8,7
"LDLRAD2",0,0,0,0,4,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2,0
"HSPG2",6,1,0,34,532,0,0,5,0,1,0,10,0,0,0,22,4,0,2,139,18
"CELA3B",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0
"CELA3A",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
"RP1-224A6.3",0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"LINC00339",8,3,1,2,52,0,1,1,0,7,0,1,0,0,0,8,2,0,4,3,1
"CDC42",217,19,52,17,807,6,12,10,6,41,37,17,0,19,0,193,20,1,209,36,28
"WNT4",0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"ZBTB40",7,1,1,0,22,0,0,2,0,2,1,0,0,1,0,4,0,0,2,0,0
"C1QA",7221,3,890,1,123,0,7,3,0,2,4,0,1,2,0,37,2,1,1153,4,0
"C1QC",4041,0,511,0,52,0,2,0,0,4,1,0,1,0,0,19,1,0,281,2,1
"C1QB",7141,4,654,1,105,0,5,1,0,8,9,1,0,3,0,29,2,0,827,2,0
"EPHB2",17,1,3,0,45,0,0,0,0,0,0,0,0,0,0,77,0,0,2,0,0
"KDM1A",10,3,2,0,65,0,1,0,0,1,1,0,1,0,0,43,2,0,2,3,4
"LUZP1",22,7,4,3,174,1,4,4,0,9,12,2,0,5,1,71,5,0,14,25,10
"LINC01355",0,0,0,2,8,0,0,1,0,1,0,1,0,0,0,4,1,1,1,1,0
"HNRNPR",57,15,15,17,606,1,6,6,3,30,27,5,3,10,4,148,6,2,50,21,22
"ZNF436",4,0,1,1,47,0,1,0,0,0,0,0,0,1,0,5,0,0,1,0,0
"ZNF436-AS1",0,1,1,1,24,0,0,1,0,0,0,1,0,0,0,3,3,0,0,0,3
"RP5-1057J7.7",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
"TCEA3",3,18,2,1,425,0,0,0,1,1,0,4,1,0,0,299,4,1,5,3,12
"ASAP3",0,3,0,1,81,0,0,0,0,0,0,0,0,0,0,10,0,0,0,3,1
"E2F2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0
"RP1-150O5.3",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"ID3",36,74,3,65,1827,3,2,14,0,2,2,56,1,3,0,450,118,8,8,202,192
"RPL11",2907,1461,889,314,23671,121,469,330,130,1421,823,134,181,297,66,6444,242,77,2424,694,502
"TCEB3",14,7,3,6,121,0,1,3,0,6,5,2,0,3,2,17,2,1,7,5,3
"TCEB3-AS1",1,2,0,1,30,0,1,0,1,2,0,0,0,0,0,7,0,0,2,1,1
"PITHD1",37,8,4,8,339,2,6,4,2,18,13,4,1,6,0,46,2,1,22,10,14
"LYPLA2",24,4,6,1,79,0,6,0,0,13,8,0,1,4,0,59,1,0,21,9,8
"GALE",8,4,2,0,31,1,1,1,1,1,3,0,0,3,0,122,1,0,4,2,0
"HMGCL",17,5,2,5,268,0,3,4,1,7,5,3,0,0,0,105,2,0,18,8,4
"FUCA1",843,12,41,1,337,4,5,4,0,2,4,2,0,3,0,125,2,1,22,7,3
"CNR2",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"PNRC2",53,23,10,13,560,2,6,7,0,24,11,6,2,8,2,134,9,1,41,17,33
"SRSF10",33,22,7,13,462,3,7,6,4,30,19,8,4,8,1,119,10,4,20,19,16
"MYOM3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"IL22RA1",2,0,0,0,7,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0
"IFNLR1",1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,2,0,0,0,0,0
"STPG1",1,2,0,0,28,0,2,0,0,2,1,0,0,0,0,14,0,0,1,1,1
"NIPAL3",1,3,0,3,32,0,0,1,0,2,2,0,1,3,0,22,0,0,4,5,0
"RCAN3",1,1,1,4,6,1,2,0,1,13,1,1,3,2,0,5,0,0,1,1,2
"RP4-594I10.3",0,0,0,2,1,0,2,0,0,4,2,0,0,0,0,4,0,0,1,0,1
"NCMAP",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0
"SRRM1",120,26,29,20,635,1,10,13,1,45,29,17,4,21,7,176,5,5,125,34,35
"CLIC4",28,21,7,26,257,0,0,3,0,0,0,15,1,1,0,17,7,0,14,38,35
"RUNX3",18,0,17,0,5,2,10,0,0,37,50,0,2,24,2,1,0,0,11,5,0
"RP11-84D1.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"RP4-799D16.1",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"RP4-706G24.1",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SYF2",88,33,15,28,892,7,9,17,6,36,24,11,1,13,3,178,15,2,97,33,49
"RSRP1",43,32,15,16,412,1,5,15,2,40,34,5,2,11,5,119,3,7,42,30,10
"RP3-465N24.6",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"TMEM50A",161,33,32,63,1441,3,16,43,4,41,38,17,2,18,3,179,25,2,115,80,38
"RHCE",0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TMEM57",9,4,3,1,134,1,1,3,1,3,3,1,0,2,0,29,5,5,5,5,4
"LDLRAP1",4,1,0,6,58,0,2,1,1,3,4,0,2,0,0,24,1,1,3,2,1
"RP11-70P17.1",0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
"MAN1C1",10,10,0,0,182,0,0,2,1,1,1,0,0,0,0,1,1,0,3,1,0
"RP1-187B23.1",1,0,0,0,3,0,0,1,0,2,1,0,1,0,0,0,0,0,1,0,0
"SEPN1",17,5,6,1,115,0,0,10,0,0,2,2,0,0,0,16,0,0,5,5,2
"RP1-317E23.3",0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"MTFR1L",21,2,3,9,220,0,1,4,2,10,4,4,0,1,1,27,2,0,8,4,19
"AUNIP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
"PAQR7",12,1,2,0,20,0,0,0,0,0,0,0,0,0,0,5,0,0,3,2,1
"STMN1",121,14,18,41,146,2,2,45,5,6,7,9,1,3,0,223,6,0,10,7,1
"PAFAH2",4,1,1,2,26,0,1,4,0,1,1,0,0,2,0,20,0,0,3,2,1
"SLC30A2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"TRIM63",0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"PDIK1L",4,0,0,0,11,0,0,0,0,1,0,1,0,0,0,11,1,0,0,2,0
"FAM110D",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0
"ZNF593",34,19,9,5,267,0,4,5,0,6,4,3,0,3,0,96,1,1,35,11,11
"CNKSR1",0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,37,0,0,0,0,0
"CEP85",3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,5,0,0,4,0,0
"SH3BGRL3",649,39,289,14,4157,41,181,41,41,642,445,9,37,158,37,965,8,1,1265,97,34
"UBXN11",19,6,5,0,86,1,1,1,0,10,10,1,0,1,0,11,0,0,36,2,3
"CD52",30,1,36,0,55,45,166,0,14,722,529,0,53,79,45,10,0,0,498,10,0
"AIM1L",0,1,0,0,0,0,0,0,0,1,2,0,0,0,0,1,0,0,1,1,0
"ZNF683",0,0,0,0,3,1,0,0,0,0,52,0,0,2,0,0,0,0,0,4,0
"DHDDS",10,2,2,1,79,0,1,2,0,2,0,2,0,0,0,36,0,0,7,2,4
"HMGN2",187,89,58,58,1499,10,18,19,9,83,65,25,9,28,5,695,31,1,176,28,88
"RPS6KA1",21,3,13,0,3,0,8,0,2,4,6,0,0,5,1,49,1,0,16,1,0
"RP5-968P14.2",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
"ARID1A",37,4,14,2,142,0,5,0,1,17,8,1,0,5,1,57,2,0,37,3,6
"PIGV",5,2,1,1,75,1,0,0,0,2,0,0,0,0,0,15,0,0,4,2,3
"ZDHHC18",5,1,0,0,20,0,1,1,0,5,3,1,1,1,1,8,0,0,5,0,0
"SFN",7,2,1,4,24,0,1,1,0,1,0,1,0,0,1,204,1,0,1,1,2
"GPN2",11,0,0,0,86,0,3,1,2,7,0,1,1,0,0,23,0,0,6,5,2
"GPATCH3",8,1,2,1,49,0,0,0,0,2,2,0,0,1,0,6,2,1,5,1,4
"NUDC",63,17,24,20,903,2,10,20,3,30,17,23,4,14,2,118,14,3,50,29,42
"NR0B2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0
"KDF1",0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0
"TRNP1",0,1,0,1,4,0,0,0,0,0,0,1,0,0,0,0,2,0,1,0,1
"FAM46B",0,0,0,0,7,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,5
"SLC9A1",9,0,0,1,74,0,0,0,0,3,1,1,0,3,0,22,0,1,8,1,0
"WDTC1",10,2,1,1,54,0,1,1,0,3,2,2,0,2,0,16,0,0,7,1,1
"TMEM222",15,3,1,6,208,1,1,4,1,5,2,2,1,2,0,22,1,0,5,6,5
"SYTL1",1,1,0,0,6,0,2,0,0,23,15,1,3,12,5,9,1,4,18,1,0
"MAP3K6",10,0,0,2,87,0,0,1,0,2,0,1,0,1,0,3,0,0,4,10,3
"FCN3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
"GPR3",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"WASF2",162,25,30,32,808,2,3,19,1,12,13,9,3,4,1,140,11,2,127,40,33
"RP1-159A19.4",0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0
"AHDC1",9,3,0,1,75,0,1,1,0,0,1,1,0,0,0,6,1,0,4,1,7
"FGR",10,0,8,0,6,4,0,0,0,0,0,0,0,14,1,0,0,0,123,0,0
"RP11-288L9.1",0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"IFI6",107,115,16,67,1564,2,4,23,1,10,15,7,0,13,4,55,6,0,261,98,22
"FAM76A",11,4,1,3,83,0,0,0,1,2,2,0,0,1,0,9,3,0,8,1,2
"STX12",66,8,13,6,340,0,1,6,0,6,4,3,0,2,2,37,8,0,43,10,3
"PPP1R8",10,3,2,7,179,0,1,0,0,9,8,1,0,6,0,30,2,0,12,5,6
"THEMIS2",76,0,32,0,8,0,0,4,0,7,0,0,0,5,1,0,0,2,84,1,0
"RPA2",25,2,17,12,300,1,5,2,2,21,9,5,1,10,1,22,2,1,16,7,5
"SMPDL3B",0,2,0,0,3,0,0,0,0,0,0,0,0,0,0,42,0,0,0,0,0
"XKR8",8,5,0,1,51,0,0,0,0,4,2,0,0,2,0,9,1,1,14,6,2
"EYA3",8,1,1,1,59,0,0,3,0,4,1,1,0,0,0,17,1,0,4,0,3
"PTAFR",65,0,9,1,3,0,0,1,0,0,0,0,0,0,0,1,0,0,39,0,0
"DNAJC8",102,15,21,14,812,4,11,11,1,45,27,12,2,8,2,104,16,1,60,27,22
"ATPIF1",239,41,32,28,1128,10,16,31,6,68,44,24,7,24,4,1104,20,3,125,62,52
"RP5-1092A3.4",0,0,0,0,2,0,0,0,0,0,1,1,0,0,0,4,0,0,0,0,0
"RP5-1092A3.5",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"SESN2",9,0,3,2,35,0,1,0,0,3,1,0,0,1,0,14,0,0,5,1,0
"MED18",2,1,1,2,49,0,0,0,1,2,0,1,0,1,0,11,1,0,5,2,4
"PHACTR4",24,2,0,6,81,1,2,1,0,2,8,2,0,3,0,51,6,0,12,12,5
"RCC1",4,1,1,0,44,0,0,1,0,2,3,0,0,3,0,23,0,0,3,1,0
"TRNAU1AP",12,7,4,9,133,2,0,6,0,6,8,2,0,3,1,24,2,2,14,5,9
"SNHG12",35,3,3,2,84,1,5,1,0,20,11,2,1,3,0,21,1,0,17,3,2
"TAF12",29,9,7,8,344,0,4,6,1,23,8,2,1,5,0,40,5,0,35,3,5
"RAB42",11,0,0,0,14,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0
"RP11-442N24--B.1",1,0,0,2,8,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1
"RNU11",8,0,1,1,11,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
"GMEB1",5,4,3,3,55,0,1,2,1,3,10,0,1,1,0,6,2,0,7,3,3
"YTHDF2",41,16,11,11,456,0,9,12,0,11,12,2,4,6,1,84,1,3,32,17,8
"EPB41",4,4,2,0,19,1,1,2,0,12,4,0,0,1,1,36,0,1,8,1,2
"TMEM200B",1,0,0,0,31,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,2
"SRSF4",42,17,5,14,460,0,7,5,1,19,16,9,2,8,0,115,6,4,32,23,29
"MECR",6,2,2,4,91,0,0,2,0,3,2,2,0,1,0,28,1,0,1,5,4
"PTPRU",0,0,0,1,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"MATN1-AS1",0,0,0,0,10,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0
"LAPTM5",574,1,133,0,36,16,81,46,20,255,146,0,11,43,6,13,0,0,518,2,0
"SDC3",93,2,6,19,98,0,0,7,0,0,0,4,0,0,0,4,1,0,9,5,1
"PUM1",47,7,8,4,241,1,0,2,0,11,10,2,2,4,0,62,2,1,20,13,9
"NKAIN1",0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SNRNP40",24,8,5,4,277,1,3,2,0,14,19,6,2,3,0,41,8,1,24,9,3
"ZCCHC17",19,5,5,18,270,1,6,6,1,16,5,4,0,2,2,54,6,0,23,12,14
"FABP3",25,0,0,0,475,0,1,0,0,0,0,3,1,1,0,1,3,0,0,0,20
"SERINC2",5,1,1,1,19,1,1,2,1,1,0,0,0,0,0,239,0,1,5,2,0
"RP11-73M7.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"TINAGL1",2,3,0,2,14,0,0,6,0,0,0,8,0,0,0,59,71,0,1,60,129
"PEF1",19,5,4,8,281,2,2,11,0,12,7,5,1,5,0,46,1,1,23,15,15
"RP11-73M7.9",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"COL16A1",2,2,0,9,263,0,0,1,0,0,1,7,0,0,0,4,3,0,0,3,2
"ADGRB2",0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"SPOCD1",0,0,0,0,4,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0
"PTP4A2",128,45,38,8,702,4,14,5,7,52,46,12,6,22,1,209,10,2,149,26,15
"KHDRBS1",66,20,25,11,758,0,15,12,1,32,30,15,1,7,2,179,6,0,73,31,20
"RP11-277A4.4",0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
"TMEM39B",16,2,2,3,122,0,0,3,0,4,1,0,0,0,0,9,1,0,8,6,2
"KPNA6",20,6,4,8,197,1,1,2,0,4,2,3,0,0,0,35,1,1,9,13,8
"TXLNA",4,6,1,2,88,0,1,2,0,2,3,2,0,0,1,20,0,0,7,5,2
"CCDC28B",3,4,5,3,157,0,1,1,1,4,1,2,0,3,0,14,1,0,2,3,4
"RP4-622L5.7",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0
"IQCC",0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,1
"TMEM234",11,3,1,5,84,0,0,2,0,2,4,1,1,0,0,12,2,0,5,0,3
"EIF3I",79,29,28,22,1230,2,18,16,1,41,32,11,3,16,5,241,17,2,74,38,18
"FAM167B",0,0,0,0,8,0,0,0,0,2,0,0,0,0,0,1,0,0,0,22,0
"LCK",3,0,0,0,6,10,37,0,0,136,101,0,9,17,7,2,0,0,1,4,0
"HDAC1",17,7,5,4,209,2,3,6,0,16,16,5,6,9,0,138,8,0,24,17,11
"MARCKSL1",8,26,11,4,111,0,4,45,0,10,5,3,1,5,2,518,9,0,24,49,0
"TSSK3",0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"FAM229A",3,1,1,1,4,0,0,1,0,0,2,0,0,0,0,10,0,0,0,0,0
"BSDC1",13,7,1,14,214,2,2,6,1,10,6,2,1,4,0,44,3,2,14,8,7
"ZBTB8B",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"ZBTB8A",0,1,0,0,77,0,0,1,0,0,0,0,0,0,0,8,1,0,0,1,5
"ZBTB8OS",38,8,8,3,189,1,4,2,1,16,11,4,4,8,0,81,2,3,32,10,10
"RBBP4",36,5,9,9,273,2,3,8,1,18,15,6,1,7,0,90,2,1,29,10,11
"SYNC",6,2,4,1,96,1,1,0,0,5,3,3,0,1,0,19,2,1,5,3,6
"KIAA1522",1,10,1,0,20,0,0,4,0,0,0,0,0,0,0,74,0,0,5,1,1
"YARS",7,0,3,3,71,0,1,2,0,4,4,2,0,6,0,23,1,1,8,5,1
"S100PBP",7,3,1,2,79,1,1,3,0,4,7,1,1,4,0,16,2,0,4,8,5
"FNDC5",0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"HPCA",1,0,0,0,10,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0
"TMEM54",17,9,2,3,218,1,0,2,0,0,6,1,0,0,0,720,1,2,7,4,3
"RNF19B",8,1,3,0,22,0,0,3,0,0,0,0,0,1,0,13,0,1,9,1,3
"AK2",33,11,3,7,242,0,1,4,0,8,4,7,3,3,0,143,1,0,19,9,14
"AZIN2",0,1,1,1,54,0,0,1,0,7,1,0,0,0,0,8,0,0,0,0,0
"TRIM62",0,0,0,1,5,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
"ZNF362",10,0,1,2,61,1,0,0,0,3,1,2,0,0,0,6,1,0,4,0,9
"PHC2",42,5,10,2,77,0,1,1,0,2,0,2,0,0,0,27,1,0,20,4,4
"ZSCAN20",0,0,0,0,8,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
"SMIM12",22,3,8,4,169,0,5,4,0,18,14,1,1,3,0,51,8,1,19,17,24
"GJB3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0
"GJA4",0,0,0,0,4,0,0,0,0,1,1,0,0,0,0,3,48,0,0,5,59
"DLGAP3",4,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,3,0,0
"RP11-244H3.4",1,0,0,0,18,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"ZMYM6",9,1,0,1,37,0,0,1,1,3,2,0,0,0,0,5,1,0,4,1,2
"ZMYM1",7,0,0,2,42,0,0,2,0,2,0,0,0,2,0,1,2,0,1,1,1
"SFPQ",74,23,19,15,444,1,8,12,1,35,20,11,2,9,0,166,9,1,78,23,21
"ZMYM4",18,5,2,2,100,1,1,1,0,1,2,1,0,2,0,20,1,0,10,2,3
"KIAA0319L",19,5,2,1,62,0,0,4,0,5,1,0,0,2,0,23,0,1,12,2,1
"NCDN",2,1,0,0,25,0,0,0,0,1,1,0,0,1,0,1,0,0,0,1,0
"RP4-728D4.2",7,0,0,0,1,0,0,0,0,0,1,0,0,4,0,0,0,0,5,0,0
"TFAP2E",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PSMB2",83,14,20,23,886,5,12,12,3,32,31,10,1,7,4,138,15,4,82,25,25
"C1orf216",5,1,0,1,88,1,1,0,0,0,1,2,0,1,0,0,2,0,3,5,6
"CLSPN",2,0,0,0,5,0,0,0,0,1,0,0,0,0,0,11,1,0,0,0,0
"AGO4",13,0,3,2,20,0,0,0,0,2,2,0,0,0,0,8,1,0,14,2,0
"AGO1",7,5,1,0,41,0,0,0,0,1,2,0,0,0,0,13,2,0,5,3,4
"AGO3",15,3,7,4,122,0,1,1,3,7,3,2,0,1,0,19,5,2,11,6,2
"TEKT2",0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
"ADPRHL2",9,11,7,3,204,1,0,2,0,9,9,4,1,2,0,22,3,0,13,4,5
"COL8A2",4,0,0,0,30,0,0,0,0,0,0,2,0,0,0,0,0,0,3,0,1
"TRAPPC3",48,7,18,11,351,0,5,6,1,15,10,9,0,8,1,70,8,2,37,20,23
"MAP7D1",27,1,8,6,139,1,3,5,0,7,6,3,1,3,1,16,3,0,22,13,9
"THRAP3",42,24,13,15,645,4,11,7,2,26,32,8,2,8,4,98,6,2,59,22,28
"SH3D21",6,0,2,0,4,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"EVA1B",45,4,5,3,305,0,2,4,0,3,0,1,0,0,1,3,8,1,13,11,4
"RP11-268J15.5",1,0,0,1,2,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
"STK40",19,1,3,5,74,0,1,2,0,2,1,3,0,1,1,28,3,0,4,1,3
"LSM10",57,10,7,10,308,3,12,4,0,12,21,6,1,8,1,38,2,1,59,6,9
"OSCP1",1,6,0,5,55,0,0,0,0,0,0,0,0,0,0,4,1,0,0,1,0
"MRPS15",51,17,18,7,476,1,5,9,0,24,16,4,0,6,1,127,6,1,45,19,23
"CSF3R",16,7,8,1,7,0,0,0,0,0,0,1,0,0,0,0,0,0,59,0,0
"GRIK3",0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
"LINC01137",3,2,0,2,18,1,0,1,0,2,2,0,1,2,1,7,1,0,0,1,1
"ZC3H12A",1,12,1,2,46,0,3,0,1,14,4,0,1,3,0,26,0,3,24,2,1
"MEAF6",46,17,5,16,694,8,8,7,6,33,23,11,1,7,1,71,12,0,29,16,19
"SNIP1",2,2,0,0,37,0,1,0,0,1,1,3,0,2,0,13,1,1,0,1,0
"DNALI1",2,6,0,1,102,0,0,2,0,0,0,0,0,0,0,6,1,0,0,1,3
"GNL2",14,3,3,1,118,0,1,1,0,8,2,1,0,0,1,29,2,0,13,4,3
"RSPO1",0,13,0,0,35,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"C1orf109",1,0,2,0,62,0,0,1,0,1,2,1,0,2,0,8,0,0,3,1,2
"CDCA8",0,0,1,0,6,0,0,1,0,0,0,0,0,1,0,15,0,0,1,0,0
"EPHA10",0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,11,0,0,0,0,0
"MANEAL",3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0
"YRDC",1,0,0,2,8,0,0,1,0,1,0,0,1,0,0,7,1,0,1,1,0
"C1orf122",41,3,11,15,674,1,1,4,0,10,8,9,0,2,2,65,5,2,32,7,27
"MTF1",8,4,1,2,79,0,0,0,1,1,1,1,0,1,0,16,4,1,15,6,0
"INPP5B",6,1,0,2,33,0,0,0,0,1,2,3,0,1,0,3,1,0,5,1,0
"RP11-109P14.10",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
"SF3A3",30,7,5,5,197,0,5,1,0,13,11,3,2,2,0,35,4,0,20,11,7
"FHL3",9,2,3,1,167,0,0,3,0,1,1,2,0,1,0,2,4,0,21,3,15
"UTP11L",29,4,7,3,195,0,3,0,0,4,2,2,0,1,0,29,5,0,12,10,8
"POU3F1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"RRAGC",23,4,5,7,270,1,0,1,1,5,6,0,1,1,1,17,4,1,18,5,7
"RP5-864K19.4",3,0,0,1,26,0,0,0,0,0,1,0,0,0,0,2,0,0,0,1,0
"MYCBP",10,3,3,0,34,0,4,1,0,7,4,2,0,3,0,43,0,0,15,4,4
"RHBDL2",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,49,1,0,0,0,0
"AKIRIN1",24,12,4,5,133,0,3,1,0,13,15,5,0,2,0,29,5,0,17,4,10
"NDUFS5",212,85,35,47,2100,4,32,32,6,93,56,42,12,15,4,657,29,2,126,63,116
"MACF1",34,7,8,17,254,1,10,11,0,21,14,15,1,6,0,22,6,0,21,26,16
"RP11-69E11.4",4,1,0,1,19,0,1,0,0,1,0,1,0,0,0,4,0,0,0,1,0
"PABPC4",57,24,14,1,147,0,2,3,0,8,0,2,0,4,0,48,1,8,25,5,10
"HEYL",0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,3,4,1,0,0,19
"HPCAL4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"PPIE",36,4,3,10,374,1,3,5,1,18,8,8,2,4,0,34,5,1,11,14,12
"BMP8B",0,0,0,7,18,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
"OXCT2",0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0
"RP1-118J21.25",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"TRIT1",3,3,2,2,52,0,0,1,0,3,1,2,1,1,0,12,0,1,6,6,2
"MYCL",12,1,11,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,7,0,0
"RP1-118J21.5",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MFSD2A",1,8,0,13,2,0,0,0,0,0,0,0,0,1,0,4,0,0,2,0,0
"CAP1",258,12,74,51,909,12,29,14,13,136,84,18,8,42,8,215,12,1,254,50,82
"PPT1",124,11,35,25,728,2,2,12,3,19,11,10,1,1,2,13,7,2,100,14,15
"RLF",11,2,1,1,46,0,1,1,0,3,5,2,0,0,1,4,1,0,8,2,1
"RP1-39G22.7",0,0,0,5,62,1,1,1,0,3,3,1,1,1,0,16,2,0,1,1,4
