"","GSM2359395","GSM2359396","GSM3109316","GSM3109317","GSM3109318","GSM3109319","GSM3319756","GSM3319795","GSM3319830","GSM3319865","GSM3387272","GSM3387276","GSM3387280","GSM3387282"
"374875",1,0,0,0,0,0,1,1,0,0,1,0,0,1
"441282",0,0,0,1,0,0,0,0,0,0,0,0,0,0
"340811",0,1,1,1,1,1,0,0,0,1,1,0,0,1
"133121",0,0,0,0,0,0,0,0,0,0,0,0,1,0
"85007",1,1,1,0,1,1,1,1,0,0,1,1,0,1
"250",0,0,1,0,0,0,1,1,1,1,0,0,0,1
"251",0,0,1,0,0,0,0,0,0,0,0,0,0,0
"123264",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"200931",0,1,0,0,0,1,1,0,0,0,0,1,0,1
"10941",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"79799",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"10476",1,1,1,1,1,1,1,1,1,1,1,1,1,1
"518",1,1,1,1,1,1,1,1,0,1,1,1,1,1
"498",1,1,1,1,1,1,1,1,1,1,1,1,1,1
"516",1,1,1,1,1,1,1,1,1,1,1,1,1,1
"522",1,1,1,1,1,1,1,1,1,1,1,1,1,1
"515",1,1,1,1,1,1,1,1,1,1,1,1,1,1
"9551",1,1,1,0,1,0,1,1,0,1,1,1,1,1
"27109",1,0,1,0,1,0,0,0,1,1,1,0,1,0
"267020",0,1,1,1,1,0,1,0,0,1,0,1,0,1
"509",1,1,1,1,1,1,1,1,1,1,1,1,1,1
"513",1,1,1,1,1,1,1,1,0,1,1,1,0,1
"514",1,1,1,1,1,1,1,1,1,1,1,1,1,1
"517",1,1,1,1,1,1,1,1,1,1,1,1,1,1
"521",1,1,1,1,1,1,1,1,1,1,1,1,1,1
"10632",1,1,1,1,1,1,1,1,0,1,1,1,1,1
"506",1,1,1,1,1,1,1,1,1,1,1,1,1,1
"539",1,1,1,1,0,1,1,1,1,1,1,1,1,1
"29796",1,1,1,1,1,1,1,1,1,1,1,1,1,1
"4519",1,1,1,1,1,1,1,1,1,1,1,1,1,1
"1537",1,1,1,1,1,1,1,1,0,1,1,1,1,1
"7381",1,1,1,1,1,1,0,0,1,1,1,1,1,1
"10975",1,1,1,0,1,1,1,1,0,1,1,1,1,1
"27089",1,1,1,1,1,1,1,1,1,1,1,1,1,1
"7384",1,1,1,1,1,1,1,1,0,1,1,1,1,1
"7386",1,1,1,1,1,1,1,1,1,1,1,1,1,1
"7388",1,1,1,1,1,1,1,1,1,1,1,1,1,1
"7385",1,1,1,1,1,1,1,1,1,1,1,1,1,1
"9481",0,1,1,0,1,0,1,1,1,1,0,1,0,1
"9016",1,0,0,1,0,1,0,1,0,1,1,0,1,0
"7351",1,1,1,1,1,1,1,1,0,1,1,1,1,1
"7352",1,0,0,0,1,0,1,1,1,1,0,1,0,1
"4535",1,1,1,1,1,1,1,1,1,1,1,1,1,1
"4540",1,1,1,1,1,1,1,1,1,1,1,1,1,1
"4541",1,1,1,1,1,1,1,1,1,1,1,1,1,1
"4729",1,0,0,0,1,1,0,0,0,1,0,1,1,0
"126328",0,1,1,1,0,0,1,1,0,0,1,0,0,1
"4717",1,1,1,1,1,1,1,1,1,1,1,1,1,1
"4719",0,1,0,1,1,0,1,1,0,0,0,1,1,0
"7991",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4539",1,1,1,1,1,1,1,1,1,1,1,1,1,1
"4707",1,1,1,1,1,1,1,1,1,1,1,1,1,1
"4705",1,1,1,1,1,1,0,1,1,1,1,1,1,1
"4536",1,1,1,1,1,1,1,1,1,1,1,1,1,1
"4713",1,1,1,1,1,1,1,1,1,1,1,1,1,1
"4538",1,1,1,1,1,1,1,1,1,1,1,1,1,1
"4731",1,1,1,1,0,0,0,0,1,1,1,1,0,1
"4695",1,1,1,1,1,1,1,1,1,1,1,1,1,1
"4708",1,1,1,1,1,1,1,1,1,1,1,1,1,1
"4711",1,0,0,1,0,1,1,1,1,0,1,0,0,1
"4723",1,1,1,1,1,1,1,1,0,1,1,1,1,1
"4706",1,1,1,1,1,1,1,1,1,1,1,1,1,1
"4701",1,0,0,1,0,0,1,0,0,1,0,1,1,0
"4724",1,1,1,1,1,1,1,1,0,1,1,1,1,1
"4718",1,0,0,0,0,1,0,1,0,1,0,1,1,0
"4698",1,1,1,1,1,1,0,1,1,1,1,1,1,0
"4537",1,1,1,1,1,1,1,1,1,1,1,1,1,1
"55967",1,1,1,1,1,1,1,1,1,1,1,1,1,1
"4728",1,1,1,1,1,1,1,1,0,1,1,1,1,1
"4715",1,1,1,1,1,1,1,1,1,1,1,1,1,1
"51079",1,0,0,0,0,1,1,1,0,1,0,1,1,0
"54539",1,1,1,1,1,1,1,1,1,1,1,1,1,1
"4714",1,1,1,1,1,1,1,1,1,1,1,1,1,1
"4720",1,1,1,1,1,1,1,1,0,1,1,1,1,1
"4712",1,1,1,1,1,1,1,1,1,1,1,1,1,1
"4722",1,1,1,1,1,1,1,1,1,1,1,1,1,1
"4704",0,1,1,0,0,1,0,0,0,1,1,0,1,0
"4694",1,1,1,1,1,1,1,1,1,1,1,1,1,1
"4702",1,1,1,1,0,1,1,1,1,1,1,1,1,1
"4709",1,1,1,1,1,1,1,1,1,1,1,1,1,1
"4725",1,1,1,1,1,1,1,1,1,1,1,1,1,1
"4710",1,1,1,1,1,1,1,1,1,1,1,1,1,1
"4697",1,1,1,1,1,1,1,1,1,1,1,1,1,1
"4726",1,1,1,1,1,1,1,1,0,1,1,1,1,1
"4716",1,1,1,1,1,1,1,1,1,1,1,1,1,1
"374291",1,0,0,0,0,1,1,1,0,1,0,1,0,1
"1345",1,1,1,1,1,1,1,1,1,1,1,1,1,1
"1340",1,1,1,1,1,1,1,1,1,1,1,1,1,1
"1329",1,1,1,1,1,1,1,1,1,1,1,1,1,1
"4514",1,1,1,1,1,1,1,1,1,1,1,1,1,1
"4513",1,1,1,1,1,1,1,1,1,1,1,1,1,1
"1327",1,1,1,1,1,1,1,1,1,1,1,1,1,1
"1351",1,1,1,1,1,1,1,1,1,1,1,1,1,1
"1349",1,1,1,1,1,1,1,1,1,1,1,1,1,1
"1346",1,0,1,1,1,1,1,1,1,1,1,0,1,0
"1347",1,1,1,1,1,1,1,1,1,1,1,1,1,1
"9377",1,1,1,1,1,1,1,1,1,1,1,1,1,1
"1337",1,1,1,1,1,1,1,1,1,1,1,1,1,1
"4512",1,1,1,1,1,1,1,1,1,1,1,1,1,1
"1350",1,1,1,1,1,1,1,1,1,1,1,1,1,1
"9167",1,1,1,1,1,1,1,1,0,1,1,1,1,1
"125965",0,1,0,0,0,0,0,0,0,0,1,0,0,0
"1339",0,0,0,0,0,0,0,0,0,0,0,0,0,1
"170712",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"84701",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4363",1,1,1,1,0,1,1,1,0,1,1,1,0,1
"146712",1,0,1,0,0,1,1,0,0,1,1,0,0,1
"10554",1,0,1,0,1,1,1,1,0,0,1,0,0,1
"240",1,0,0,0,1,0,0,1,0,0,0,1,0,1
"534",0,1,1,0,0,1,0,0,0,1,1,0,1,0
"8705",0,1,0,1,1,1,1,1,0,0,0,1,0,1
"570",0,1,0,0,0,0,0,0,0,0,1,0,1,0
"622",1,0,1,0,0,0,1,0,0,1,1,0,0,1
"57818",1,1,1,1,1,1,0,1,0,0,1,1,1,0
"8647",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"124935",1,0,0,0,0,1,1,1,0,0,1,0,0,1
"6531",0,0,0,0,0,0,0,0,0,0,1,0,0,1
"11000",1,0,0,1,0,1,1,0,0,0,1,0,0,1
"4758",0,1,1,0,0,1,1,1,0,0,0,1,0,1
"2618",1,1,1,1,1,0,1,1,0,1,1,1,0,1
"2629",1,0,1,1,0,0,1,1,0,0,1,0,0,1
"7264",1,1,0,1,0,1,1,1,0,1,1,1,0,1
"284098",0,1,1,0,0,0,0,1,0,0,0,1,0,1
"3163",1,1,1,1,1,1,1,1,0,1,1,1,1,1
"7923",1,1,0,1,1,1,1,1,0,1,1,1,1,1
"10723",1,0,1,1,0,1,1,0,0,1,1,0,0,1
"201288",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"645740",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1589",0,0,1,0,0,0,0,0,0,0,0,0,0,0
"9651",0,1,0,0,1,1,1,0,0,0,1,0,0,1
"8396",1,0,1,0,0,1,1,0,0,1,0,1,0,1
"8399",1,0,0,0,0,1,1,1,1,1,0,1,1,0
"64711",1,0,0,0,0,0,0,0,0,0,0,0,0,0
"7366",0,0,0,0,0,0,0,1,0,0,0,0,0,0
"9374",0,1,0,1,0,1,1,0,0,0,1,0,0,1
"93100",1,0,0,0,1,0,1,1,0,0,1,0,0,1
"55229",1,1,1,1,1,0,1,1,0,1,1,1,0,1
"26063",0,1,0,0,1,1,0,1,0,0,1,0,0,1
"2880",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"65263",0,1,0,1,1,1,0,1,0,0,1,0,0,1
"8781",1,0,1,0,0,1,0,0,0,1,0,1,1,0
"31",0,1,1,0,0,0,1,1,0,0,0,1,1,0
"55750",1,0,0,1,1,0,1,1,0,1,0,1,1,0
"8644",0,1,1,0,0,1,1,1,0,1,1,0,0,1
"1066",1,0,1,1,1,1,1,0,0,0,1,0,1,0
"5446",0,0,0,0,0,0,0,1,0,0,0,1,1,0
"4905",1,0,1,0,0,1,1,1,0,0,0,1,1,0
"4700",1,1,1,1,1,1,1,1,1,1,1,1,1,1
"4696",1,1,1,1,1,1,1,1,1,1,1,1,1,1
"341947",0,0,0,0,0,0,0,0,0,0,0,1,0,1
