"","ImmProt_T4.naive_01","ImmProt_T4.naive_02","ImmProt_T4.naive_03","ImmProt_T4.naive_04","ImmProt_T4.naive_01_activated","ImmProt_T4.naive_02_activated","ImmProt_T4.naive_03_activated","ImmProt_T4.naive_04_activated"
"55967",1,1,1,1,1,1,1,1
"4728",1,1,1,1,1,1,1,1
"4715",1,1,1,1,1,1,1,1
"51079",1,1,1,1,1,1,1,1
"54539",0,0,1,1,1,0,1,1
"4714",0,0,1,1,1,0,1,1
"4720",1,1,1,1,1,1,1,1
"4712",0,0,1,1,1,0,1,1
"4722",1,1,1,1,1,1,1,1
"4704",1,1,1,1,1,1,1,1
"4694",0,0,0,0,0,0,1,0
"4702",1,1,1,1,1,1,1,1
"4709",1,1,1,1,1,1,1,1
"4725",1,1,1,1,1,1,1,1
"4710",1,1,1,1,1,1,1,1
"4697",1,1,1,1,1,1,1,1
"4726",1,1,1,1,1,1,1,1
"4716",1,1,1,1,1,1,1,1
"374291",1,0,0,1,0,1,1,0
"1345",1,1,1,1,1,1,1,1
"1340",1,1,1,1,1,1,1,1
"1329",1,1,1,1,1,1,1,1
"4514",1,0,1,1,1,0,1,1
"4513",1,1,1,1,1,1,1,1
"1327",1,1,1,1,1,1,1,1
"1351",0,1,0,0,0,0,1,0
"1349",NA,NA,NA,NA,NA,NA,NA,NA
"1346",NA,NA,NA,NA,NA,NA,NA,NA
"1347",1,1,1,1,1,1,1,1
"9377",1,1,1,1,1,1,1,1
"1337",1,1,0,1,1,0,0,1
"4512",0,1,0,1,1,1,0,1
"1350",1,1,1,1,1,1,1,1
"9167",0,0,0,1,0,0,1,1
"125965",NA,NA,NA,NA,NA,NA,NA,NA
"1339",NA,NA,NA,NA,NA,NA,NA,NA
"170712",NA,NA,NA,NA,NA,NA,NA,NA
"84701",NA,NA,NA,NA,NA,NA,NA,NA
"4363",0,0,0,1,0,1,0,0
"146712",NA,NA,NA,NA,NA,NA,NA,NA
"10554",0,0,1,1,1,1,1,0
"240",1,1,1,0,1,1,1,0
"534",NA,NA,NA,NA,NA,NA,NA,NA
"8705",NA,NA,NA,NA,NA,NA,NA,NA
"570",NA,NA,NA,NA,NA,NA,NA,NA
"622",1,1,1,1,1,1,1,1
"57818",NA,NA,NA,NA,NA,NA,NA,NA
"8647",NA,NA,NA,NA,NA,NA,NA,NA
"124935",0,1,0,0,1,0,0,0
"6531",NA,NA,NA,NA,NA,NA,NA,NA
"11000",1,0,0,0,1,1,0,1
"4758",1,0,1,0,1,0,1,0
"2618",1,1,1,1,1,1,1,1
"2629",1,1,0,1,1,1,1,0
"7264",1,1,1,1,1,1,1,1
"284098",NA,NA,NA,NA,NA,NA,NA,NA
"3163",1,1,1,1,1,1,1,1
"7923",0,1,0,1,1,0,0,0
"10723",0,0,1,1,0,0,1,1
"201288",NA,NA,NA,NA,NA,NA,NA,NA
"645740",NA,NA,NA,NA,NA,NA,NA,NA
"1589",NA,NA,NA,NA,NA,NA,NA,NA
"9651",1,0,0,1,0,0,1,1
"8396",1,0,1,1,1,0,1,1
"8399",NA,NA,NA,NA,NA,NA,NA,NA
"64711",NA,NA,NA,NA,NA,NA,NA,NA
"7366",NA,NA,NA,NA,NA,NA,NA,NA
"9374",NA,NA,NA,NA,NA,NA,NA,NA
"93100",0,1,1,0,0,1,1,0
"55229",1,0,0,1,1,1,0,0
"26063",0,0,1,0,0,0,1,0
"2880",NA,NA,NA,NA,NA,NA,NA,NA
"65263",NA,NA,NA,NA,NA,NA,NA,NA
"8781",NA,NA,NA,NA,NA,NA,NA,NA
"31",1,0,0,1,1,1,1,0
"55750",1,1,1,1,1,1,1,1
"8644",1,0,1,1,1,1,1,0
"1066",0,0,1,0,1,0,1,0
"5446",0,0,0,1,0,0,0,0
"4905",1,1,1,1,1,1,1,1
"4700",1,1,1,1,0,1,1,1
"4696",0,1,0,1,1,0,0,1
"341947",NA,NA,NA,NA,NA,NA,NA,NA
