"","original","FastCore","GIMME","IMAT","CORDA","tINIT"
"EX_gmp_e",NA,"-","-1","-1","-","-2"
"EX_gp1c_hs_e",NA,"-","-1","-1","-","-2"
"EX_gq1b_hs_e",NA,"-","-1","-1","-","-2"
"EX_gthrd_e",NA,"-","-1","-1","-","-2"
"EX_gtp_e",NA,"-","-1","-1","-","-2"
"EX_h2o2_e",NA,"-","-1","-1","-","-2"
"EX_hco3_e",NA,"-","-1","-1","-","-2"
"EX_hdca_e",NA,"-","-1","-1","-","-2"
"EX_hestratriol_e",NA,"-","-1","-1","-","-2"
"EX_hista_e",NA,"-","-1","-1","-","-2"
"EX_hpdca_e",NA,"-","-1","-1","-","-2"
"EX_idp_e",NA,"-","-1","-1","-","-2"
"EX_inost_e",NA,"-","-1","-1","-","-2"
"EX_ksi_deg1_e",NA,"-","-1","-1","-","-2"
"EX_ksii_core2_e",NA,"-","-1","-1","-","-2"
"EX_leuktrA4_e",NA,"-","-1","-1","-","-2"
"EX_leuktrF4_e",NA,"-","-1","-1","-","-2"
"EX_lgnc_e",NA,"-","-1","-1","-","-2"
"EX_lneldc_e",NA,"-","-1","-1","-","-2"
"EX_lnlncg_e",NA,"-","-1","-1","-","-2"
"EX_mag_hs_e",NA,"-","-1","-1","-","-2"
"EX_ncam_e",NA,"-","-1","-1","-","-2"
"EX_no_e",NA,"-","-1","-1","-","-2"
"EX_nrpphrsf_e",NA,"-","-1","-1","-","-2"
"EX_nrvnc_e",NA,"-","-1","-1","-","-2"
"EX_o2s_e",NA,"-","-1","-1","-","-2"
"EX_omeprazole_e",NA,"-","-1","-1","-","-2"
"EX_pe_hs_e",NA,"-","-1","-1","-","-2"
"EX_peplys_e",NA,"-","-1","-1","-","-2"
"EX_pglyc_hs_e",NA,"-","-1","-1","-","-2"
"EX_prgstrn_e",NA,"-","-1","-1","-","-2"
"EX_prostge1_e",NA,"-","-1","-1","-","-2"
"EX_ptdca_e",NA,"-","-1","-1","-","-2"
"EX_rbt_e",NA,"-","-1","-1","-","-2"
"EX_retinol_9_cis_e",NA,"-","-1","-1","-","-2"
"EX_retinol_cis_11_e",NA,"-","-1","-1","-","-2"
"EX_retn_e",NA,"-","-1","-1","-","-2"
"EX_retnglc_e",NA,"-","-1","-1","-","-2"
"EX_Rtotal_e",NA,"-","-1","-1","-","-2"
"EX_s2l2fn2m2masn_e",NA,"-","-1","-1","-","-2"
"EX_sl__L_e",NA,"-","-1","-1","-","-2"
"EX_sphs1p_e",NA,"-","-1","-1","-","-2"
"EX_srtn_e",NA,"-","-1","-1","-","-2"
"EX_strch1_e",NA,"-","-1","-1","-","-2"
"EX_strch2_e",NA,"-","-1","-1","-","-2"
"EX_tag__D_e",NA,"-","-1","-1","-","-2"
"EX_tethex3_e",NA,"-","-1","-1","-","-2"
"EX_tettet6_e",NA,"-","-1","-1","-","-2"
"EX_thf_e",NA,"-","-1","-1","-","-2"
"EX_thmtp_e",NA,"-","-1","-1","-","-2"
"EX_thyox__L_e",NA,"-","-1","-1","-","-2"
"EX_tmndnc_e",NA,"-","-1","-1","-","-2"
"EX_tolbutamide_e",NA,"-","-1","-1","-","-2"
"EX_tststerone_e",NA,"-","-1","-1","-","-2"
"EX_tsul_e",NA,"-","-1","-1","-","-2"
"EX_txa2_e",NA,"-","-1","-1","-","-2"
"EX_ump_e",NA,"-","-1","-1","-","-2"
"EX_urate_e",NA,"-","-1","-1","-","-2"
"EX_utp_e",NA,"-","-1","-1","-","-2"
"EX_vacc_e",NA,"-","-1","-1","-","-2"
"EX_whtststerone_e",NA,"-","-1","-1","-","-2"
"EX_xolest_hs_e",NA,"-","-1","-1","-","-2"
"EX_xolest2_hs_e",NA,"-","-1","-1","-","-2"
"EX_xoltri24_e",NA,"-","-1","-1","-","-2"
"EX_xylt_e",NA,"-","-1","-1","-","-2"
"FACOAL150",1,"Present","1","1","Medium","10"
"FACOAL180",1,"Present","1","1","Medium","10"
"FACOAL1812_1",0,"-","0","0","Negative","-8"
"FACOAL1813",0,"-","0","0","Negative","-8"
"FACOAL1832",0,"-","0","0","Negative","-8"
"FACOAL191",2,"Present","2","2","High","15"
"FACOAL200",0,"-","0","0","Negative","-8"
"FACOAL206",2,"Present","2","2","High","15"
"FACOAL224",0,"-","0","0","Negative","-8"
"FACOAL226",0,"-","0","0","Negative","-8"
"FACOAL244_1",0,"-","0","0","Negative","-8"
"FACOAL245_2",0,"-","0","0","Negative","-8"
"FACOAL246_1",0,"-","0","0","Negative","-8"
"FACOAL260",0,"-","0","0","Negative","-8"
"FADDP",1,"Present","1","1","Medium","10"
"FAEL183",2,"Present","2","2","High","15"
"FAH3_1",0,"-","0","0","Negative","-8"
"FAOXC140",3,"Present","2","2","High","20"
"FAOXC150m",3,"Present","2","2","High","20"
"FAOXC160",3,"Present","2","2","High","20"
"FAOXC161802m",3,"Present","2","2","High","20"
"FAOXC16180m",3,"Present","2","2","High","20"
"FAOXC170m",3,"Present","2","2","High","20"
"FAOXC180",3,"Present","2","2","High","20"
"FAOXC1811602m_1",3,"Present","2","2","High","20"
"25HVITD2t",NA,"-","-1","-1","-","-2"
"CRNCARtm",2,"Present","2","2","High","15"
"r2434",2,"Present","2","2","High","15"
"CARN160t_m",2,"Present","2","2","High","15"
"CARN1819Zt_m",2,"Present","2","2","High","15"
"r2437",2,"Present","2","2","High","15"
"FAOXC183803m",3,"Present","2","2","High","20"
"r2438",2,"Present","2","2","High","15"
"r2447",1,"Present","1","1","Medium","10"
"FAOXC183806x",0,"-","0","0","Negative","-8"
"r2449",1,"Present","1","1","Medium","10"
"r2465_1",0,"-","0","0","Negative","-8"
"r2482",0,"-","0","0","Negative","-8"
"FAOXC18480x",0,"-","0","0","Negative","-8"
"r2483",0,"-","0","0","Negative","-8"
"r2485",0,"-","0","0","Negative","-8"
"FAOXC200180m",3,"Present","2","2","High","20"
"r2490",0,"-","0","0","Negative","-8"
"r2494",0,"-","0","0","Negative","-8"
"FAOXC204184m",3,"Present","2","2","High","20"
"r2495",0,"-","0","0","Negative","-8"
"r2497",0,"-","0","0","Negative","-8"
"FAOXC2242046m",3,"Present","2","2","High","20"
"r2498",0,"-","0","0","Negative","-8"
"r2499",0,"-","0","0","Negative","-8"
"r2501",0,"-","0","0","Negative","-8"
"FAOXC2242046x",0,"-","0","0","Negative","-8"
"r2503",0,"-","0","0","Negative","-8"
"r2507",NA,"-","-1","-1","-","-2"
"r2508",NA,"-","-1","-1","-","-2"
"r2511",NA,"-","-1","-1","-","-2"
"FAOXC2251836x",0,"-","0","0","Negative","-8"
"r2513",NA,"-","-1","-1","-","-2"
"r2521",NA,"-","-1","-1","-","-2"
"r2526",0,"-","0","0","Negative","-8"
"r2535",0,"-","0","0","Negative","-8"
"r2537",NA,"-","-1","-1","-","-2"
"r2539",NA,"-","-1","-1","-","-2"
"EX_sprm_e",NA,"-","-1","-1","-","-2"
"GNK",NA,"-","-1","-1","-","-2"
"FACOAE180",0,"-","0","0","Negative","-8"
"GULND",3,"Present","2","2","High","20"
"FAOXC226",3,"Present","2","2","High","20"
"RE0453N",3,"Present","2","2","High","20"
"RE0512M",3,"Present","2","2","High","20"
"RE1925C",NA,"-","-1","-1","-","-2"
"FAOXC226205x",0,"-","0","0","Negative","-8"
"RE1933C",NA,"-","-1","-1","-","-2"
"RE2079R",NA,"-","-1","-1","-","-2"
"RE2112C",NA,"-","-1","-1","-","-2"
"RE2147C",0,"-","0","0","Negative","-8"
"RE2154C",NA,"-","-1","-1","-","-2"
"FAOXC240200x_1",0,"-","0","0","Negative","-8"
"RE2235C",NA,"-","-1","-1","-","-2"
"RE2235R",2,"Present","2","2","High","15"
"RE2269E",1,"Present","1","1","Medium","10"
"r2343",0,"-","0","0","Negative","-8"
"r2346",0,"-","0","0","Negative","-8"
"r2353",0,"-","0","0","Negative","-8"
"r2356",0,"-","0","0","Negative","-8"
"r2361",0,"-","0","0","Negative","-8"
"RE2270E",0,"-","0","0","Negative","-8"
"RE2304E",3,"Present","2","2","High","20"
"RE2327C",NA,"-","-1","-1","-","-2"
"RE2349C",1,"Present","1","1","Medium","10"
"RE2404C",0,"-","0","0","Negative","-8"
"RE2407C",NA,"-","-1","-1","-","-2"
"RE2410C",NA,"-","-1","-1","-","-2"
"RE2428M",1,"Present","1","1","Medium","10"
"RE2439C",NA,"-","-1","-1","-","-2"
"r2364",0,"-","0","0","Negative","-8"
"r2365",0,"-","0","0","Negative","-8"
"r2367",0,"-","0","0","Negative","-8"
"r2368",0,"-","0","0","Negative","-8"
"ASCBt5",0,"-","0","0","Negative","-8"
"r2371",3,"Present","2","2","High","20"
"r2372",3,"Present","2","2","High","20"
"AKGCITtm",3,"Present","2","2","High","20"
"r2376",3,"Present","2","2","High","20"
"RE2514E",0,"-","0","0","Negative","-8"
"RE2541C",0,"-","0","0","Negative","-8"
"RE2541E",0,"-","0","0","Negative","-8"
"RE2624M",0,"-","0","0","Negative","-8"
"RE2624X",0,"-","0","0","Negative","-8"
"RE2625C",NA,"-","-1","-1","-","-2"
"r2378",3,"Present","2","2","High","20"
"r2379",3,"Present","2","2","High","20"
"r2380",3,"Present","2","2","High","20"
"RE2626C",NA,"-","-1","-1","-","-2"
"RE2635R",0,"-","0","0","Negative","-8"
"r2381",3,"Present","2","2","High","20"
"r2386",3,"Present","2","2","High","20"
"RE2636R",0,"-","0","0","Negative","-8"
"RE2637C",0,"-","0","0","Negative","-8"
"r2389",3,"Present","2","2","High","20"
"RE2637X",0,"-","0","0","Negative","-8"
"r2390",3,"Present","2","2","High","20"
"RE2638C",0,"-","0","0","Negative","-8"
"r2391",3,"Present","2","2","High","20"
"r2392",3,"Present","2","2","High","20"
"r2393",3,"Present","2","2","High","20"
"r2394",3,"Present","2","2","High","20"
"r2395",0,"-","0","0","Negative","-8"
"r2397",0,"-","0","0","Negative","-8"
"RE2640C",0,"-","0","0","Negative","-8"
"RE2649C",0,"-","0","0","Negative","-8"
"RE2655R",NA,"-","-1","-1","-","-2"
"RE3185M",3,"Present","2","2","High","20"
"RE3186M",3,"Present","2","2","High","20"
"RE3189M",3,"Present","2","2","High","20"
"RE3190M",3,"Present","2","2","High","20"
"r2398",0,"-","0","0","Negative","-8"
"r2401",0,"-","0","0","Negative","-8"
"r2402",0,"-","0","0","Negative","-8"
"RE3191M",3,"Present","2","2","High","20"
"RE3195M",0,"-","0","0","Negative","-8"
"r2403",0,"-","0","0","Negative","-8"
"FAOXC241181x",0,"-","0","0","Negative","-8"
"r2406",0,"-","0","0","Negative","-8"
"r2410",0,"-","0","0","Negative","-8"
"r2413",0,"-","0","0","Negative","-8"
"r2416",0,"-","0","0","Negative","-8"
"RE3198C",NA,"-","-1","-1","-","-2"
"RE3218C",0,"-","0","0","Negative","-8"
"RE3220C",0,"-","0","0","Negative","-8"
"RE3225C",2,"Present","2","2","High","15"
"r2420",1,"Present","1","1","Medium","10"
"r2425",1,"Present","1","1","Medium","10"
"RE3226C",2,"Present","2","2","High","15"
"FAOXC80",3,"Present","2","2","High","20"
"RE3227C",NA,"-","-1","-1","-","-2"
"RE1517X",0,"-","0","0","Negative","-8"
"RE1518M",0,"-","0","0","Negative","-8"
"RE1521M",3,"Present","2","2","High","20"
"RE1521X",0,"-","0","0","Negative","-8"
"RE1523M",3,"Present","2","2","High","20"
"RE1523X",0,"-","0","0","Negative","-8"
"RE3229C",NA,"-","-1","-1","-","-2"
"RE3230C",NA,"-","-1","-1","-","-2"
"RE3235C",NA,"-","-1","-1","-","-2"
"RE3238C",NA,"-","-1","-1","-","-2"
"RE3239C",NA,"-","-1","-1","-","-2"
"RE3242C",NA,"-","-1","-1","-","-2"
"RE1525M",3,"Present","2","2","High","20"
"RE1525X",1,"Present","1","1","Medium","10"
"RE1530C",NA,"-","-1","-1","-","-2"
"RE3244C",NA,"-","-1","-1","-","-2"
"FACOAE181",NA,"-","-1","-1","-","-2"
"RE3258C",1,"Present","1","1","Medium","10"
"RE1531X",1,"Present","1","1","Medium","10"
"RE3259C",1,"Present","1","1","Medium","10"
"RE1532M",3,"Present","2","2","High","20"
"RE3267E",NA,"-","-1","-1","-","-2"
"RE1532X",1,"Present","1","1","Medium","10"
"RE3268R_1",0,"-","0","0","Negative","-8"
"FAS100COA",0,"-","0","0","Negative","-8"
"PI35P3P",1,"Present","1","1","Medium","10"
"PI4P4Pn",NA,"-","-1","-1","-","-2"
"RE3273C_1",2,"Present","2","2","High","15"
"RE1533M",3,"Present","2","2","High","20"
"RE1573M",3,"Present","2","2","High","20"
"RE1573X",1,"Present","1","1","Medium","10"
"RE1709N",1,"Present","1","1","Medium","10"
"RE1711C",NA,"-","-1","-1","-","-2"
"RE3301C_1",2,"Present","2","2","High","15"
"RE3346C",3,"Present","2","2","High","20"
"FADRx",NA,"-","-1","-1","-","-2"
"RE3352C",NA,"-","-1","-1","-","-2"
"RE3381E",0,"-","0","0","Negative","-8"
"RE3417C_1",NA,"-","-1","-1","-","-2"
"RE3420C_1",NA,"-","-1","-1","-","-2"
"RE3423C",NA,"-","-1","-1","-","-2"
"RE1796M",0,"-","0","0","Negative","-8"
"HSD3B7",0,"-","0","0","Negative","-8"
"RE1803C",NA,"-","-1","-1","-","-2"
"RE1804C",NA,"-","-1","-1","-","-2"
"RE1807M",0,"-","0","0","Negative","-8"
"RE1834C",0,"-","0","0","Negative","-8"
"RE1834X",0,"-","0","0","Negative","-8"
"RE1836C",NA,"-","-1","-1","-","-2"
"RE3430C_1",1,"Present","1","1","Medium","10"
"RE3430M",NA,"-","-1","-1","-","-2"
"EX_CE1940_e",NA,"-","-1","-1","-","-2"
"EX_CE1936_e",NA,"-","-1","-1","-","-2"
"SCP3x",3,"Present","2","2","High","20"
"BAAT5x",0,"-","0","0","Negative","-8"
"EX_maltpt_e",NA,"-","-1","-1","-","-2"
"EX_CE2916_e",NA,"-","-1","-1","-","-2"
"RE1846C",0,"-","0","0","Negative","-8"
"RE1860E",2,"Present","2","2","High","15"
"EX_CE2917_e",NA,"-","-1","-1","-","-2"
"EX_CE2839_e",NA,"-","-1","-1","-","-2"
"RE1897C",NA,"-","-1","-1","-","-2"
"RE1903R",NA,"-","-1","-1","-","-2"
"EX_CE1950_e",NA,"-","-1","-1","-","-2"
"FAS120COA",0,"-","0","0","Negative","-8"
"EX_23cump_e",NA,"-","-1","-1","-","-2"
"EX_CE5788_e",NA,"-","-1","-1","-","-2"
"EX_CE5789_e",NA,"-","-1","-1","-","-2"
"RE1915C",NA,"-","-1","-1","-","-2"
"RE1916C",NA,"-","-1","-1","-","-2"
"RE1918C",NA,"-","-1","-1","-","-2"
"EX_CE5798_e",NA,"-","-1","-1","-","-2"
"EX_CE5791_e",NA,"-","-1","-1","-","-2"
"EX_CE5867_e",NA,"-","-1","-1","-","-2"
"EX_CE5869_e",NA,"-","-1","-1","-","-2"
"EX_CE4633_e",NA,"-","-1","-1","-","-2"
"EX_CE1926_e",NA,"-","-1","-1","-","-2"
"EX_udpgal_e",NA,"-","-1","-1","-","-2"
"EX_crm_hs_e",NA,"-","-1","-1","-","-2"
"RE1921C",NA,"-","-1","-1","-","-2"
"RE1923C",NA,"-","-1","-1","-","-2"
"RE2658R",NA,"-","-1","-1","-","-2"
"RE2659R",NA,"-","-1","-1","-","-2"
"B3GNT38g",0,"-","0","0","Negative","-8"
"RE2675C_1",NA,"-","-1","-1","-","-2"
"RE2677C_1",NA,"-","-1","-1","-","-2"
"RE2677G_1",NA,"-","-1","-1","-","-2"
"RE2677R_1",1,"Present","1","1","Medium","10"
"EX_galside_hs_e",NA,"-","-1","-1","-","-2"
"EX_CE0074_e",NA,"-","-1","-1","-","-2"
"EX_12dgr120_e",NA,"-","-1","-1","-","-2"
"EX_C04849_e",NA,"-","-1","-1","-","-2"
"GLYt7_311_r",0,"-","0","0","Negative","-8"
"RE2759X",0,"-","0","0","Negative","-8"
"RE2766C",0,"-","0","0","Negative","-8"
"RE2799C",NA,"-","-1","-1","-","-2"
"RE2814R",NA,"-","-1","-1","-","-2"
"RE2898C",NA,"-","-1","-1","-","-2"
"PIt8",3,"Present","2","2","High","20"
"2MB2COAc",3,"Present","2","2","High","20"
"ADPACDAc",NA,"-","-1","-1","-","-2"
"ADPACTD",NA,"-","-1","-1","-","-2"
"RE2912M",1,"Present","1","1","Medium","10"
"RE2958C",NA,"-","-1","-1","-","-2"
"FAS140COA",0,"-","0","0","Negative","-8"
"RE2985M",0,"-","0","0","Negative","-8"
"RE2987X",1,"Present","1","1","Medium","10"
"RE2988X",1,"Present","1","1","Medium","10"
"BCRNe",NA,"-","-1","-1","-","-2"
"C100CPT1",2,"Present","2","2","High","15"
"SK_c101coa_c",NA,"-","-1","-1","-","-2"
"C101CPT1",2,"Present","2","2","High","15"
"C101CRNe",NA,"-","-1","-1","-","-2"
"C10CRNe",NA,"-","-1","-1","-","-2"
"C10DCCACT",2,"Present","2","2","High","15"
"C10DCc",2,"Present","2","2","High","15"
"C12DCACOT",0,"-","0","0","Negative","-8"
"RE2989X",1,"Present","1","1","Medium","10"
"RE2990X",0,"-","0","0","Negative","-8"
"RE2992X",1,"Present","1","1","Medium","10"
"RE2993X",2,"Present","2","2","High","15"
"RE2994X",0,"-","0","0","Negative","-8"
"RE2996X",2,"Present","2","2","High","15"
"RE2997X",0,"-","0","0","Negative","-8"
"RE3003M",3,"Present","2","2","High","20"
"RE3004M",3,"Present","2","2","High","20"
"RE3006M",3,"Present","2","2","High","20"
"PAPSR",0,"-","0","0","Negative","-8"
"C12DCACT",NA,"-","-1","-1","-","-2"
"DOCOSADIACTD",NA,"-","-1","-1","-","-2"
"DOCOSDIACTD",NA,"-","-1","-1","-","-2"
"EX_3bcrn_e",NA,"-","-1","-1","-","-2"
"EX_3ddcrn_e",NA,"-","-1","-1","-","-2"
"EX_3deccrn_e",NA,"-","-1","-1","-","-2"
"EX_3hexdcrn_e",NA,"-","-1","-1","-","-2"
"RE3010M",1,"Present","1","1","Medium","10"
"RE3011M",0,"-","0","0","Negative","-8"
"RE3012C",3,"Present","2","2","High","20"
"RE3012M",1,"Present","1","1","Medium","10"
"RE3012R",0,"-","0","0","Negative","-8"
"EX_3octdec2crn_e",NA,"-","-1","-1","-","-2"
"EX_3octdeccrn_e",NA,"-","-1","-1","-","-2"
"EX_3octdece1crn_e",NA,"-","-1","-1","-","-2"
"EX_3tdcrn_e",NA,"-","-1","-1","-","-2"
"EX_3tetd7ecoacrn_e",NA,"-","-1","-1","-","-2"
"EX_3ttetddcoacrn_e",NA,"-","-1","-1","-","-2"
"EX_c16dc_e",NA,"-","-1","-1","-","-2"
"EX_c4crn_e",NA,"-","-1","-1","-","-2"
"RE3015R",1,"Present","1","1","Medium","10"
"RE3033C",NA,"-","-1","-1","-","-2"
"RE3431C",NA,"-","-1","-1","-","-2"
"RE3432M",1,"Present","1","1","Medium","10"
"RE3432X",1,"Present","1","1","Medium","10"
"RE3435C",NA,"-","-1","-1","-","-2"
"RE3470C",2,"Present","2","2","High","15"
"RE3470M",1,"Present","1","1","Medium","10"
"RE3475C",NA,"-","-1","-1","-","-2"
"EX_c51crn_e",NA,"-","-1","-1","-","-2"
"EX_c6dc_e",NA,"-","-1","-1","-","-2"
"EX_c81crn_e",NA,"-","-1","-1","-","-2"
"RE3488R",0,"-","0","0","Negative","-8"
"EX_c8dc_e",NA,"-","-1","-1","-","-2"
"RE3493C",NA,"-","-1","-1","-","-2"
"FAS180COA",0,"-","0","0","Negative","-8"
"RE3496C",NA,"-","-1","-1","-","-2"
"RE3525C",0,"-","0","0","Negative","-8"
"EX_ddece1crn_e",NA,"-","-1","-1","-","-2"
"EX_ddeccrn_e",NA,"-","-1","-1","-","-2"
"EX_doco13ac_e",NA,"-","-1","-1","-","-2"
"EX_ivcrn_e",NA,"-","-1","-1","-","-2"
"RE3525R",NA,"-","-1","-1","-","-2"
"RE3556C",NA,"-","-1","-1","-","-2"
"RE3568C",NA,"-","-1","-1","-","-2"
"EX_tetdec2crn_e",NA,"-","-1","-1","-","-2"
"EX_tetdece1crn_e",NA,"-","-1","-1","-","-2"
"FAOXC101C102m",3,"Present","2","2","High","20"
"FAOXC101C102x",0,"-","0","0","Negative","-8"
"RE3624M",0,"-","0","0","Negative","-8"
"RE3629C",NA,"-","-1","-1","-","-2"
"RE3630C",NA,"-","-1","-1","-","-2"
"RE3637C",NA,"-","-1","-1","-","-2"
"EX_prostgi2_e",NA,"-","-1","-1","-","-2"
"FAOXC101C8m",2,"Present","2","2","High","15"
"FAOXC102C101x",2,"Present","2","2","High","15"
"FAOXC102C103m",3,"Present","2","2","High","20"
"FAOXC102C103x",0,"-","0","0","Negative","-8"
"FAOXC10DCC8DCx",0,"-","0","0","Negative","-8"
"FAOXC11BRC9BRx",0,"-","0","0","Negative","-8"
"FAOXC11C9m",2,"Present","2","2","High","15"
"FAOXC121C10x",0,"-","0","0","Negative","-8"
"EX_cdp_e",NA,"-","-1","-1","-","-2"
"EX_dtdp_e",NA,"-","-1","-1","-","-2"
"EX_HC00955_e",NA,"-","-1","-1","-","-2"
"EX_HC00004_e",NA,"-","-1","-1","-","-2"
"EX_C02470_e",NA,"-","-1","-1","-","-2"
"FAOXC121x",1,"Present","1","1","Medium","10"
"FAOXC122C101m",2,"Present","2","2","High","15"
"EX_HC02193_e",NA,"-","-1","-1","-","-2"
"EX_HC02196_e",NA,"-","-1","-1","-","-2"
"SEBCOAPET",0,"-","0","0","Negative","-8"
"EX_HC02220_e",NA,"-","-1","-1","-","-2"
"STRDNCCOAtxc",0,"-","0","0","Negative","-8"
"EX_HC02194_e",NA,"-","-1","-1","-","-2"
"FAS80COA_L",0,"-","0","0","Negative","-8"
"EX_HC02197_e",NA,"-","-1","-1","-","-2"
"EX_HC02187_e",NA,"-","-1","-1","-","-2"
"EX_HC02180_e",NA,"-","-1","-1","-","-2"
"SUBEACTD",NA,"-","-1","-1","-","-2"
"SUBERCACT",2,"Present","2","2","High","15"
"SUCCACT",NA,"-","-1","-1","-","-2"
"SUCCOAPET",0,"-","0","0","Negative","-8"
"TETDEC2CRNe",NA,"-","-1","-1","-","-2"
"ALAATB0tc",0,"-","0","0","Negative","-8"
"ASCBSVCTtc",0,"-","0","0","Negative","-8"
"BALABETAtc",0,"-","0","0","Negative","-8"
"BGLUGCHe",NA,"-","-1","-1","-","-2"
"BGLUTCHLe",NA,"-","-1","-1","-","-2"
"CYSATB0tc",0,"-","0","0","Negative","-8"
"EX_HC02202_e",NA,"-","-1","-1","-","-2"
"EX_malcoa_e",NA,"-","-1","-1","-","-2"
"TTDCPT1",2,"Present","2","2","High","15"
"C141ACBP",3,"Present","2","2","High","20"
"C141CPT1",2,"Present","2","2","High","15"
"C141OHc",2,"Present","2","2","High","15"
"C142ACBP",3,"Present","2","2","High","20"
"C142OHe",NA,"-","-1","-1","-","-2"
"C161OHc",2,"Present","2","2","High","15"
"C162OHc",2,"Present","2","2","High","15"
"C162OHe",NA,"-","-1","-1","-","-2"
"C16DCc",2,"Present","2","2","High","15"
"C16DCe",NA,"-","-1","-1","-","-2"
"FA160COAabcp_1",0,"-","0","0","Negative","-8"
"CYSTALArBATtc",0,"-","0","0","Negative","-8"
"FOLt",1,"Present","1","1","Medium","10"
"GLCSGLT1le",0,"-","0","0","Negative","-8"
"GLNyLATthc",2,"Present","2","2","High","15"
"GLYGLYCNc",3,"Present","2","2","High","20"
"GLYGLYPEPT1tc",0,"-","0","0","Negative","-8"
"GLYPROPEPT1tc",0,"-","0","0","Negative","-8"
"GLYSARCNc",3,"Present","2","2","High","20"
"C181OHc",2,"Present","2","2","High","15"
"C30CPT1",2,"Present","2","2","High","15"
"C40CPT1",2,"Present","2","2","High","15"
"C4OHc",2,"Present","2","2","High","15"
"C4x",1,"Present","1","1","Medium","10"
"C50CPT1",2,"Present","2","2","High","15"
"C6CRNe",NA,"-","-1","-1","-","-2"
"GLYSARPEPT1tc",0,"-","0","0","Negative","-8"
"GLYSNAT5tc",0,"-","0","0","Negative","-8"
"HISyLATthc",2,"Present","2","2","High","15"
"ILEATB0tc",0,"-","0","0","Negative","-8"
"LEUyLAThtc",2,"Present","2","2","High","15"
"LYSATB0tc",0,"-","0","0","Negative","-8"
"METyLATthc",2,"Present","2","2","High","15"
"OCDEAFABP1tc",1,"Present","1","1","Medium","10"
"EX_gltcho_e",NA,"-","-1","-1","-","-2"
"C6CRNtcx",2,"Present","2","2","High","15"
"C6DCe",NA,"-","-1","-1","-","-2"
"SK_c81coa_c",NA,"-","-1","-1","-","-2"
"C81CPT1",2,"Present","2","2","High","15"
"C8CRNe",NA,"-","-1","-1","-","-2"
"C8DCc",2,"Present","2","2","High","15"
"EX_glygly_e",NA,"-","-1","-1","-","-2"
"EX_gum_e",NA,"-","-1","-1","-","-2"
"EX_gumdchac_e",NA,"-","-1","-1","-","-2"
"EX_gumgchol_e",NA,"-","-1","-1","-","-2"
"EX_pectindchac_e",NA,"-","-1","-1","-","-2"
"C8DCe",NA,"-","-1","-1","-","-2"
"C9BRxtc",2,"Present","2","2","High","15"
"EX_psyltdechol_e",NA,"-","-1","-1","-","-2"
"EX_tdechola_e",NA,"-","-1","-1","-","-2"
"EX_cysam_e",NA,"-","-1","-1","-","-2"
"EX_dpcoa_e",NA,"-","-1","-1","-","-2"
"DCATDc",2,"Present","2","2","High","15"
"DCATDr",NA,"-","-1","-1","-","-2"
"DCSPTN1COAtxc",0,"-","0","0","Negative","-8"
"DDECCRNe",NA,"-","-1","-1","-","-2"
"DDECE1CRNe",NA,"-","-1","-1","-","-2"
"DECCRNe",NA,"-","-1","-1","-","-2"
"EX_fmn_e",NA,"-","-1","-1","-","-2"
"EX_hyptaur_e",NA,"-","-1","-1","-","-2"
"EX_oh1_e",NA,"-","-1","-1","-","-2"
"EX_q10_e",NA,"-","-1","-1","-","-2"
"DECDICRNe",NA,"-","-1","-1","-","-2"
"DOCO13ECOAtxc",0,"-","0","0","Negative","-8"
"FATP4t",0,"-","0","0","Negative","-8"
"FAOXC160140x",0,"-","0","0","Negative","-8"
"FAOXC181C161m",3,"Present","2","2","High","20"
"FAOXC181C161x",0,"-","0","0","Negative","-8"
"FADH2ETC",3,"Present","2","2","High","20"
"FE3t",0,"-","0","0","Negative","-8"
"ACP1e",3,"Present","2","2","High","20"
"GLUPROASCT1",2,"Present","2","2","High","15"
"GLYCt",NA,"-","-1","-1","-","-2"
"INSt5",1,"Present","1","1","Medium","10"
"FAOXC182C182OHm",3,"Present","2","2","High","20"
"FAOXC183C163Gm",3,"Present","2","2","High","20"
"FAOXC184C163m",3,"Present","2","2","High","20"
"IPDDI",2,"Present","2","2","High","15"
"LAPCOAe",NA,"-","-1","-1","-","-2"
"LEUGLYHYc",NA,"-","-1","-1","-","-2"
"FAOXC184C164x",0,"-","0","0","Negative","-8"
"FAOXC184x",1,"Present","1","1","Medium","10"
"FAOXC185m",3,"Present","2","2","High","20"
"FAOXC201C181x",0,"-","0","0","Negative","-8"
"FAOXC204C184m",3,"Present","2","2","High","20"
"FAOXC205C184x",0,"-","0","0","Negative","-8"
"FAOXC205C185m",3,"Present","2","2","High","20"
"MEVK1",0,"-","0","0","Negative","-8"
"MTHFR3",0,"-","0","0","Negative","-8"
"PAN4PPe",NA,"-","-1","-1","-","-2"
"PGLc",1,"Present","1","1","Medium","10"
"PMEVK",2,"Present","2","2","High","15"
"PNTOt5",1,"Present","1","1","Medium","10"
"PTRCtex2",NA,"-","-1","-1","-","-2"
"FAOXC225C204x",0,"-","0","0","Negative","-8"
"FAOXC225m",3,"Present","2","2","High","20"
"FAOXC225x",1,"Present","1","1","Medium","10"
"FAOXC226C205m",3,"Present","2","2","High","20"
"RPEc",2,"Present","2","2","High","15"
"TRPB0AT3tc",0,"-","0","0","Negative","-8"
