"","original","FastCore","GIMME","IMAT","CORDA","tINIT"
"HMR_2700",2,"Present","2","2","High","15"
"HMR_2704",0,"-","0","0","Negative","-8"
"HMR_2705",1,"Present","1","1","Medium","10"
"HMR_2657",1,"Present","1","1","Medium","10"
"VACCCPT1",1,"Present","1","1","Medium","10"
"HMR_2706",2,"Present","2","2","High","15"
"HMR_2666",1,"Present","1","1","Medium","10"
"CARN1829Z12Zt_m",2,"Present","2","2","High","15"
"HMR_2668",0,"-","0","0","Negative","-8"
"HMR_2735",0,"-","0","0","Negative","-8"
"HMR_2710",0,"-","0","0","Negative","-8"
"HMR_2711",1,"Present","1","1","Medium","10"
"HMR_2722",2,"Present","2","2","High","15"
"HMR_2731",2,"Present","2","2","High","15"
"HMR_2951",1,"Present","1","1","Medium","10"
"HMR_2734",2,"Present","2","2","High","15"
"CARN1836Z9Z12Zt_m",2,"Present","2","2","High","15"
"HMR_2954",1,"Present","1","1","Medium","10"
"HMR_2961",1,"Present","1","1","Medium","10"
"HMR_2963",1,"Present","1","1","Medium","10"
"HMR_2965",1,"Present","1","1","Medium","10"
"HMR_2967",1,"Present","1","1","Medium","10"
"HMR_2970",1,"Present","1","1","Medium","10"
"HMR_2972",1,"Present","1","1","Medium","10"
"HMR_2973",1,"Present","1","1","Medium","10"
"HMR_2974",1,"Present","1","1","Medium","10"
"HMR_2988",1,"Present","1","1","Medium","10"
"HMR_2753",2,"Present","2","2","High","15"
"HMR_2975",1,"Present","1","1","Medium","10"
"HMR_2978",1,"Present","1","1","Medium","10"
"HMR_2757",2,"Present","2","2","High","15"
"HMR_2983",1,"Present","1","1","Medium","10"
"HMR_2985",1,"Present","1","1","Medium","10"
"HMR_2760",2,"Present","2","2","High","15"
"HMR_2994",1,"Present","1","1","Medium","10"
"HMR_2999",1,"Present","1","1","Medium","10"
"HMR_2764",2,"Present","2","2","High","15"
"HMR_3021",0,"-","0","0","Negative","-8"
"HMR_3023",0,"-","0","0","Negative","-8"
"HMR_3054",NA,"-","-1","-1","-","-2"
"HMR_3055",NA,"-","-1","-1","-","-2"
"HMR_3114",3,"Present","2","2","High","20"
"HMR_2768",1,"Present","1","1","Medium","10"
"HMR_9667",NA,"-","-1","-1","-","-2"
"HMR_3057",0,"-","0","0","Negative","-8"
"HMR_3059",1,"Present","1","1","Medium","10"
"HMR_3115",3,"Present","2","2","High","20"
"HMR_3062",0,"-","0","0","Negative","-8"
"HMR_3116",3,"Present","2","2","High","20"
"HMR_2769",2,"Present","2","2","High","15"
"KAT180_m",3,"Present","2","2","High","20"
"HMR_3063",0,"-","0","0","Negative","-8"
"HMR_3067",0,"-","0","0","Negative","-8"
"HMR_2770",0,"-","0","0","Negative","-8"
"HMR_3070",0,"-","0","0","Negative","-8"
"HMR_3071",0,"-","0","0","Negative","-8"
"HMR_3072",1,"Present","1","1","Medium","10"
"HMR_3128",3,"Present","2","2","High","20"
"ACOADH100_m",2,"Present","2","2","High","15"
"HMR_3170",3,"Present","2","2","High","20"
"HMR_3172",3,"Present","2","2","High","20"
"HMR_3073",2,"Present","2","2","High","15"
"HMR_3075",0,"-","0","0","Negative","-8"
"HMR_3174",3,"Present","2","2","High","20"
"HMR_2771",1,"Present","1","1","Medium","10"
"HMR_3176",3,"Present","2","2","High","20"
"HMR_3184",3,"Present","2","2","High","20"
"HMR_3096",1,"Present","1","1","Medium","10"
"HMR_3097",2,"Present","2","2","High","15"
"HMR_3099",0,"-","0","0","Negative","-8"
"HMR_3185",3,"Present","2","2","High","20"
"HMR_3189",3,"Present","2","2","High","20"
"HMR_3190",2,"Present","2","2","High","15"
"HMR_3191",3,"Present","2","2","High","20"
"HMR_3192",3,"Present","2","2","High","20"
"HMR_3193",3,"Present","2","2","High","20"
"HMR_3195",3,"Present","2","2","High","20"
"HMR_3101",2,"Present","2","2","High","15"
"HMR_3102",0,"-","0","0","Negative","-8"
"HMR_3106",NA,"-","-1","-1","-","-2"
"HMR_3111",3,"Present","2","2","High","20"
"HMR_3200",3,"Present","2","2","High","20"
"HMR_3203",3,"Present","2","2","High","20"
"HMR_2773",0,"-","0","0","Negative","-8"
"HMR_3204",3,"Present","2","2","High","20"
"HMR_3205",3,"Present","2","2","High","20"
"HMR_3218",3,"Present","2","2","High","20"
"HMR_3478",NA,"-","-1","-1","-","-2"
"HMR_3225",3,"Present","2","2","High","20"
"HMR_3220",3,"Present","2","2","High","20"
"HMR_3221",3,"Present","2","2","High","20"
"HMR_3229",3,"Present","2","2","High","20"
"HMR_3234",3,"Present","2","2","High","20"
"HMR_3222",3,"Present","2","2","High","20"
"HMR_2776",0,"-","0","0","Negative","-8"
"HMR_3240",3,"Present","2","2","High","20"
"HMR_3241",3,"Present","2","2","High","20"
"HMR_2819",0,"-","0","0","Negative","-8"
"HMR_3243",3,"Present","2","2","High","20"
"HMR_3244",3,"Present","2","2","High","20"
"HMR_2827",0,"-","0","0","Negative","-8"
"HMR_3247",3,"Present","2","2","High","20"
"HMR_3321",0,"-","0","0","Negative","-8"
"HMR_3328",1,"Present","1","1","Medium","10"
"HMR_3332",1,"Present","1","1","Medium","10"
"HMR_3333",2,"Present","2","2","High","15"
"HMR_3408",3,"Present","2","2","High","20"
"HMR_3409",3,"Present","2","2","High","20"
"HMR_3413",3,"Present","2","2","High","20"
"HMR_3335",0,"-","0","0","Negative","-8"
"HMR_3336",1,"Present","1","1","Medium","10"
"HMR_3414",3,"Present","2","2","High","20"
"HMR_3338",0,"-","0","0","Negative","-8"
"HMR_3416",3,"Present","2","2","High","20"
"HMR_3339",0,"-","0","0","Negative","-8"
"HMR_3421",3,"Present","2","2","High","20"
"HMR_2851",0,"-","0","0","Negative","-8"
"HMR_3425",3,"Present","2","2","High","20"
"HMR_3426",3,"Present","2","2","High","20"
"HMR_3340",1,"Present","1","1","Medium","10"
"HMR_3342",0,"-","0","0","Negative","-8"
"HMR_3343",0,"-","0","0","Negative","-8"
"HMR_3345",2,"Present","2","2","High","15"
"HMR_3427",3,"Present","2","2","High","20"
"HMR_3428",3,"Present","2","2","High","20"
"HMR_3346",0,"-","0","0","Negative","-8"
"HMR_3347",0,"-","0","0","Negative","-8"
"HMR_3349",2,"Present","2","2","High","15"
"HMR_3351",0,"-","0","0","Negative","-8"
"HMR_3353",2,"Present","2","2","High","15"
"HMR_3431",3,"Present","2","2","High","20"
"HMR_3432",3,"Present","2","2","High","20"
"HMR_3433",3,"Present","2","2","High","20"
"HMR_3448",3,"Present","2","2","High","20"
"HMR_3449",3,"Present","2","2","High","20"
"HMR_3450",3,"Present","2","2","High","20"
"HMR_3398",3,"Present","2","2","High","20"
"HMR_3407",3,"Present","2","2","High","20"
"HMR_3505",2,"Present","2","2","High","15"
"HMR_3453",3,"Present","2","2","High","20"
"HMR_2859",0,"-","0","0","Negative","-8"
"HMR_3456",3,"Present","2","2","High","20"
"HMR_3457",3,"Present","2","2","High","20"
"HMR_3475",0,"-","0","0","Negative","-8"
"HMR_3597",NA,"-","-1","-1","-","-2"
"HMR_3625",1,"Present","1","1","Medium","10"
"HMR_3626",1,"Present","1","1","Medium","10"
"HMR_3630",1,"Present","1","1","Medium","10"
"HMR_3636",1,"Present","1","1","Medium","10"
"HMR_2861",0,"-","0","0","Negative","-8"
"HMR_3637",1,"Present","1","1","Medium","10"
"HMR_3639",1,"Present","1","1","Medium","10"
"HMR_3695",1,"Present","1","1","Medium","10"
"HMR_3696",1,"Present","1","1","Medium","10"
"HMR_3703",1,"Present","1","1","Medium","10"
"HMR_3708",1,"Present","1","1","Medium","10"
"HMR_3709",1,"Present","1","1","Medium","10"
"HMR_3710",1,"Present","1","1","Medium","10"
"HMR_3712",1,"Present","1","1","Medium","10"
"HMR_3713",1,"Present","1","1","Medium","10"
"HMR_3714",1,"Present","1","1","Medium","10"
"HMR_3640",1,"Present","1","1","Medium","10"
"HMR_2865",0,"-","0","0","Negative","-8"
"HMR_3644",1,"Present","1","1","Medium","10"
"HMR_3647",1,"Present","1","1","Medium","10"
"HMR_3715",1,"Present","1","1","Medium","10"
"HMR_3716",1,"Present","1","1","Medium","10"
"HMR_3719",1,"Present","1","1","Medium","10"
"HMR_3650",1,"Present","1","1","Medium","10"
"HMR_3722",1,"Present","1","1","Medium","10"
"HMR_3656",1,"Present","1","1","Medium","10"
"HMR_2884",0,"-","0","0","Negative","-8"
"HMR_3657",1,"Present","1","1","Medium","10"
"HMR_3658",1,"Present","1","1","Medium","10"
"HMR_3723",1,"Present","1","1","Medium","10"
"HMR_3725",1,"Present","1","1","Medium","10"
"HMR_3727",1,"Present","1","1","Medium","10"
"HMR_3662",1,"Present","1","1","Medium","10"
"HMR_3728",1,"Present","1","1","Medium","10"
"HMR_2886",0,"-","0","0","Negative","-8"
"HMR_3734",1,"Present","1","1","Medium","10"
"HMR_3736",1,"Present","1","1","Medium","10"
"HMR_3664",1,"Present","1","1","Medium","10"
"HMR_3665",1,"Present","1","1","Medium","10"
"HMR_3666",1,"Present","1","1","Medium","10"
"HMR_3667",1,"Present","1","1","Medium","10"
"HMR_3739",1,"Present","1","1","Medium","10"
"ASPT",2,"Present","2","2","High","15"
"HMR_3855",3,"Present","2","2","High","20"
"HMR_3915",0,"-","0","0","Negative","-8"
"HMR_3951",NA,"-","-1","-1","-","-2"
"HMR_3966",3,"Present","2","2","High","20"
"HMR_3670",1,"Present","1","1","Medium","10"
"HMR_3675",1,"Present","1","1","Medium","10"
"HMR_3681",1,"Present","1","1","Medium","10"
"HMR_3682",1,"Present","1","1","Medium","10"
"HMR_3685",1,"Present","1","1","Medium","10"
"HMR_3686",1,"Present","1","1","Medium","10"
"HMR_4079",3,"Present","2","2","High","20"
"HMR_4124",2,"Present","2","2","High","15"
"HMR_4266",NA,"-","-1","-1","-","-2"
"NADPPPS",3,"Present","2","2","High","20"
"UPPRT",0,"-","0","0","Negative","-8"
"HMR_3688",1,"Present","1","1","Medium","10"
"HMR_3694",1,"Present","1","1","Medium","10"
"HMR_2888",0,"-","0","0","Negative","-8"
"XYLR",3,"Present","2","2","High","20"
"HMGCOARx",0,"-","0","0","Negative","-8"
"HMR_6633",2,"Present","2","2","High","15"
"XPPT",NA,"-","-1","-1","-","-2"
"HMR_2942",1,"Present","1","1","Medium","10"
"DCTPD",NA,"-","-1","-1","-","-2"
"TYROX",0,"-","0","0","Negative","-8"
"HMR_6785",NA,"-","-1","-1","-","-2"
"CHOLD",0,"-","0","0","Negative","-8"
"HMR_4700",1,"Present","1","1","Medium","10"
"HMR_4701",0,"-","0","0","Negative","-8"
"4HALDD",0,"-","0","0","Negative","-8"
"HMR_6850",1,"Present","1","1","Medium","10"
"HMR_2943",1,"Present","1","1","Medium","10"
"HMR_6854",0,"-","0","0","Negative","-8"
"HMR_6876",NA,"-","-1","-1","-","-2"
"HMR_6907",0,"-","0","0","Negative","-8"
"HMR_6908",1,"Present","1","1","Medium","10"
"HMR_6909",1,"Present","1","1","Medium","10"
"HMR_4756",0,"-","0","0","Negative","-8"
"HMR_4790",NA,"-","-1","-1","-","-2"
"SUCCt4_3",0,"-","0","0","Negative","-8"
"HMR_4957",NA,"-","-1","-1","-","-2"
"GLNtm_1",NA,"-","-1","-1","-","-2"
"URIK2",1,"Present","1","1","Medium","10"
"HMR_5387",1,"Present","1","1","Medium","10"
"HMR_5389",0,"-","0","0","Negative","-8"
"METOX",0,"-","0","0","Negative","-8"
"HMR_6975",2,"Present","2","2","High","15"
"HMR_6976",2,"Present","2","2","High","15"
"HMR_6978",3,"Present","2","2","High","20"
"CITt4_3",1,"Present","1","1","Medium","10"
"HMR_6362",0,"-","0","0","Negative","-8"
"HMR_2944",1,"Present","1","1","Medium","10"
"HMR_6365",0,"-","0","0","Negative","-8"
"HMR_6385",0,"-","0","0","Negative","-8"
"HMR_7173",NA,"-","-1","-1","-","-2"
"HMR_7182",NA,"-","-1","-1","-","-2"
"HMR_7197",NA,"-","-1","-1","-","-2"
"HMR_7199",NA,"-","-1","-1","-","-2"
"HMR_2946",1,"Present","1","1","Medium","10"
"HMR_7256",0,"-","0","0","Negative","-8"
"HMR_7257",NA,"-","-1","-1","-","-2"
"HMR_7431",NA,"-","-1","-1","-","-2"
"HMR_6408",NA,"-","-1","-1","-","-2"
"HMR_6456",NA,"-","-1","-1","-","-2"
"HMR_6500",NA,"-","-1","-1","-","-2"
"HMR_6515",0,"-","0","0","Negative","-8"
"SO4t4_3",0,"-","0","0","Negative","-8"
"GLYCTO1",0,"-","0","0","Negative","-8"
"HMR_7711",NA,"-","-1","-1","-","-2"
"CLOHtex2",0,"-","0","0","Negative","-8"
"HMR_6545",3,"Present","2","2","High","20"
"AMPtn",NA,"-","-1","-1","-","-2"
"HMR_7720",NA,"-","-1","-1","-","-2"
"HMR_6549",2,"Present","2","2","High","15"
"HMR_6558",1,"Present","1","1","Medium","10"
"HMR_2947",1,"Present","1","1","Medium","10"
"HMR_6583",1,"Present","1","1","Medium","10"
"HMR_6584",1,"Present","1","1","Medium","10"
"HMR_6607",NA,"-","-1","-1","-","-2"
"HMR_6629",NA,"-","-1","-1","-","-2"
"HMR_7748",3,"Present","2","2","High","20"
"HMR_7749",3,"Present","2","2","High","20"
"HMR_7756",0,"-","0","0","Negative","-8"
"HMR_7898",NA,"-","-1","-1","-","-2"
"HMR_9670",NA,"-","-1","-1","-","-2"
"HMR_2948",1,"Present","1","1","Medium","10"
"HMR_7900",NA,"-","-1","-1","-","-2"
"HMR_7906",NA,"-","-1","-1","-","-2"
"HMR_9671",NA,"-","-1","-1","-","-2"
"HMR_7944",NA,"-","-1","-1","-","-2"
"HMR_8643",0,"-","0","0","Negative","-8"
"CLFORtex2",0,"-","0","0","Negative","-8"
"HMR_8762",3,"Present","2","2","High","20"
"GALt4_2",0,"-","0","0","Negative","-8"
"GLCt4_2",0,"-","0","0","Negative","-8"
"HMR_9175",NA,"-","-1","-1","-","-2"
"HMR_9176",NA,"-","-1","-1","-","-2"
"HMR_9180",NA,"-","-1","-1","-","-2"
"HMR_9184",NA,"-","-1","-1","-","-2"
"HMR_9187",NA,"-","-1","-1","-","-2"
"HMR_9188",NA,"-","-1","-1","-","-2"
"APRGSTRNte",NA,"-","-1","-1","-","-2"
"HMR_8023",NA,"-","-1","-1","-","-2"
"3AIBt",NA,"-","-1","-1","-","-2"
"HMR_8271",0,"-","0","0","Negative","-8"
"HMR_8374",NA,"-","-1","-1","-","-2"
"HMR_8418",NA,"-","-1","-1","-","-2"
"HMR_9189",NA,"-","-1","-1","-","-2"
"HMR_9561",0,"-","0","0","Negative","-8"
"HMR_9581",0,"-","0","0","Negative","-8"
"DCYTtm",0,"-","0","0","Negative","-8"
"HMR_8476",0,"-","0","0","Negative","-8"
"HMR_9582",0,"-","0","0","Negative","-8"
"HMR_8567",NA,"-","-1","-1","-","-2"
"FA160tp",NA,"-","-1","-1","-","-2"
"HMR_8570",2,"Present","2","2","High","15"
"HMR_8577",2,"Present","2","2","High","15"
"HMR_8579",2,"Present","2","2","High","15"
"SO4t_e",0,"-","0","0","Negative","-8"
"HMR_9593",0,"-","0","0","Negative","-8"
"HMR_9604",1,"Present","1","1","Medium","10"
"HMR_9605",0,"-","0","0","Negative","-8"
"PNTOt1",0,"-","0","0","Negative","-8"
"HMR_8580",2,"Present","2","2","High","15"
"HMR_8588",NA,"-","-1","-1","-","-2"
"HMR_9608",0,"-","0","0","Negative","-8"
"HSK",NA,"-","-1","-1","-","-2"
"HMR_9609",0,"-","0","0","Negative","-8"
"HMR_9610",0,"-","0","0","Negative","-8"
"HMR_9612",NA,"-","-1","-1","-","-2"
"HMR_9614",0,"-","0","0","Negative","-8"
"HMR_9617",0,"-","0","0","Negative","-8"
"HMR_9619",0,"-","0","0","Negative","-8"
"HMR_9622",0,"-","0","0","Negative","-8"
"HMR_9623",0,"-","0","0","Negative","-8"
"3DHLCAt2",0,"-","0","0","Negative","-8"
"7DHCDCHOLt",0,"-","0","0","Negative","-8"
"7DHCDCHOLt2",0,"-","0","0","Negative","-8"
"7DHCHOLabc",0,"-","0","0","Negative","-8"
"7DHCHOLt",0,"-","0","0","Negative","-8"
"7DHCHOLt2",0,"-","0","0","Negative","-8"
"HMR_9624",0,"-","0","0","Negative","-8"
"HMR_9625",NA,"-","-1","-1","-","-2"
"HMR_9626",NA,"-","-1","-1","-","-2"
"HMR_9628",NA,"-","-1","-1","-","-2"
"CA24GSr",0,"-","0","0","Negative","-8"
"CA24Gtr",NA,"-","-1","-1","-","-2"
"HMR_9631",NA,"-","-1","-1","-","-2"
"HMR_9635",NA,"-","-1","-1","-","-2"
"HMR_9638",NA,"-","-1","-1","-","-2"
"CA3Sabc",0,"-","0","0","Negative","-8"
"HMR_9720",NA,"-","-1","-1","-","-2"
"CASULT",0,"-","0","0","Negative","-8"
"CDCA24Gte",0,"-","0","0","Negative","-8"
"HMR_9640",NA,"-","-1","-1","-","-2"
"HMR_9642",NA,"-","-1","-1","-","-2"
"HMR_9644",NA,"-","-1","-1","-","-2"
"HMR_9647",NA,"-","-1","-1","-","-2"
"HMR_9648",NA,"-","-1","-1","-","-2"
"HC02220t",0,"-","0","0","Negative","-8"
"CDCA6AH",0,"-","0","0","Negative","-8"
"COPROSTabc",0,"-","0","0","Negative","-8"
"COPROSTt",0,"-","0","0","Negative","-8"
"COPROSTt2",0,"-","0","0","Negative","-8"
"DCA24GSr",0,"-","0","0","Negative","-8"
"HMR_9656",NA,"-","-1","-1","-","-2"
"HMR_9660",NA,"-","-1","-1","-","-2"
"HMR_9661",NA,"-","-1","-1","-","-2"
"HMR_9663",NA,"-","-1","-1","-","-2"
"DCA3GSr",0,"-","0","0","Negative","-8"
"DCA3Sabc",0,"-","0","0","Negative","-8"
"DCA3St",0,"-","0","0","Negative","-8"
"HMR_9726",0,"-","0","0","Negative","-8"
"ADD",NA,"-","-1","-1","-","-2"
"HMR_9803",NA,"-","-1","-1","-","-2"
"EX_3dhchol_e",NA,"-","-1","-1","-","-2"
"EX_3dhlchol_e",NA,"-","-1","-1","-","-2"
"EX_ca24g_e",NA,"-","-1","-1","-","-2"
"EX_ca3s_e",NA,"-","-1","-1","-","-2"
"EX_cdca24g_e",NA,"-","-1","-1","-","-2"
"EX_dca3s_e",NA,"-","-1","-1","-","-2"
"EX_hdca24g_e",NA,"-","-1","-1","-","-2"
"EX_hdca6g_e",NA,"-","-1","-1","-","-2"
"HDCA24Gte",0,"-","0","0","Negative","-8"
"HMR_9804",2,"Present","2","2","High","15"
"HDCA24Gtr",NA,"-","-1","-1","-","-2"
"HDCA6GSc",0,"-","0","0","Negative","-8"
"HDCA6Gtr",NA,"-","-1","-1","-","-2"
"HYOCHOLt",0,"-","0","0","Negative","-8"
"EX_lca3g_e",NA,"-","-1","-1","-","-2"
"EX_tca3s_e",NA,"-","-1","-1","-","-2"
"EX_tdca3s_e",NA,"-","-1","-1","-","-2"
"EX_thyochol_e",NA,"-","-1","-1","-","-2"
"EX_tudca3s_e",NA,"-","-1","-1","-","-2"
"HYOCHOLt2",0,"-","0","0","Negative","-8"
"ICDCHOLt2",0,"-","0","0","Negative","-8"
"HMR_9807",1,"Present","1","1","Medium","10"
"ISOCHOLt",0,"-","0","0","Negative","-8"
"GCA3St",0,"-","0","0","Negative","-8"
"GCASULT",0,"-","0","0","Negative","-8"
"EX_mem2emgacpail_prot_hs_e",NA,"-","-1","-1","-","-2"
"GCDCA3Sabc",0,"-","0","0","Negative","-8"
"GDCA3St",0,"-","0","0","Negative","-8"
"GUDCASULT",0,"-","0","0","Negative","-8"
"HCA24GSr",0,"-","0","0","Negative","-8"
"HCA24Gtr",NA,"-","-1","-1","-","-2"
"HCA6Gte",0,"-","0","0","Negative","-8"
"HCA6Gtr",NA,"-","-1","-1","-","-2"
"LCA24Gte",0,"-","0","0","Negative","-8"
"LCA24Gtr",NA,"-","-1","-1","-","-2"
"LCA3GSr",0,"-","0","0","Negative","-8"
"TCASULT",0,"-","0","0","Negative","-8"
"HMR_1635",0,"-","0","0","Negative","-8"
"TCDCA3Sabc",0,"-","0","0","Negative","-8"
"TCDCA3St",0,"-","0","0","Negative","-8"
"TCDCA6AH",0,"-","0","0","Negative","-8"
"UDCA3Sabc",0,"-","0","0","Negative","-8"
"TDCA3Sabc",0,"-","0","0","Negative","-8"
"UDCA3St",0,"-","0","0","Negative","-8"
"TDCA3St",0,"-","0","0","Negative","-8"
"UDCHOLt",0,"-","0","0","Negative","-8"
"C14STR",3,"Present","2","2","High","20"
"THYOCHOLabc",0,"-","0","0","Negative","-8"
"THYOCHOLt",0,"-","0","0","Negative","-8"
"HMR_1467",1,"Present","1","1","Medium","10"
"TUDCA3St",0,"-","0","0","Negative","-8"
"HMR_1644",1,"Present","1","1","Medium","10"
"TUDCASULT",0,"-","0","0","Negative","-8"
"UCHOLabc",0,"-","0","0","Negative","-8"
"UCHOLt",0,"-","0","0","Negative","-8"
"12HTACRtep",NA,"-","-1","-1","-","-2"
"HMR_1500",1,"Present","1","1","Medium","10"
"1331TAALThr",NA,"-","-1","-1","-","-2"
"1331TACRhr",NA,"-","-1","-1","-","-2"
"1331TACRteb",NA,"-","-1","-1","-","-2"
"13DMThr",NA,"-","-1","-1","-","-2"
"13DMTtu",NA,"-","-1","-1","-","-2"
"3HPVSTETteb",0,"-","0","0","Negative","-8"
"3HPVSTETtev",NA,"-","-1","-1","-","-2"
"3HPVSteb",0,"-","0","0","Negative","-8"
"3HPVStep",NA,"-","-1","-1","-","-2"
"13DMTtep",NA,"-","-1","-1","-","-2"
"14HMDZALThr",0,"-","0","0","Negative","-8"
"14HMDZhr",0,"-","0","0","Negative","-8"
"1513DTALThr",NA,"-","-1","-1","-","-2"
"3HSMVACIDhep",0,"-","0","0","Negative","-8"
"3HSMVhep",0,"-","0","0","Negative","-8"
"3ISPVShc",NA,"-","-1","-1","-","-2"
"3ISPVSteb",0,"-","0","0","Negative","-8"
"4BHGLZhr",NA,"-","-1","-1","-","-2"
"1513DTACRhr",NA,"-","-1","-1","-","-2"
"1513TACRtu",NA,"-","-1","-1","-","-2"
"1531TACRtev",NA,"-","-1","-1","-","-2"
"1531TALThr",NA,"-","-1","-1","-","-2"
"15DMThr",NA,"-","-1","-1","-","-2"
"4BHGLZtev",NA,"-","-1","-1","-","-2"
"4HATVACIDhc",0,"-","0","0","Negative","-8"
"15DMTtu",NA,"-","-1","-1","-","-2"
"EX_nadh_e",NA,"-","-1","-1","-","-2"
"1HIBUP_Sthv",NA,"-","-1","-1","-","-2"
"1HMDGLUChr",0,"-","0","0","Negative","-8"
"2HATVACIDOXDhc",0,"-","0","0","Negative","-8"
"2HATVACIDthc",1,"Present","1","1","Medium","10"
"2HATVLACGLUChr",0,"-","0","0","Negative","-8"
"2HATVLACGLUCteb",0,"-","0","0","Negative","-8"
"2HATVLACOXDhc",0,"-","0","0","Negative","-8"
"2HATVLACthc",1,"Present","1","1","Medium","10"
"4HATVLACOXDhc",0,"-","0","0","Negative","-8"
"56DHPVShc",0,"-","0","0","Negative","-8"
"56DHPVStev",NA,"-","-1","-1","-","-2"
"56EPPVStev",NA,"-","-1","-1","-","-2"
"5OHFVSGLUhc",NA,"-","-1","-1","-","-2"
"5OHFVShc",0,"-","0","0","Negative","-8"
"5OHFVSteb",NA,"-","-1","-1","-","-2"
"6AHGLZABCt",NA,"-","-1","-1","-","-2"
"6AHGLZhr",NA,"-","-1","-1","-","-2"
"6BHGLZABCt",NA,"-","-1","-1","-","-2"
"6CSMVACIDhep",0,"-","0","0","Negative","-8"
"6CSMVACIDteb",NA,"-","-1","-1","-","-2"
"2HIBUPGLUC_Sthv",NA,"-","-1","-1","-","-2"
"31DMThr",NA,"-","-1","-1","-","-2"
"31DMTtu",NA,"-","-1","-1","-","-2"
"31DMTtep",NA,"-","-1","-1","-","-2"
"35DHPVShc",0,"-","0","0","Negative","-8"
"35DHPVStep",NA,"-","-1","-1","-","-2"
"6EPVShc",NA,"-","-1","-1","-","-2"
"6HLVSTAChep",0,"-","0","0","Negative","-8"
"6HLVSTthep",NA,"-","-1","-1","-","-2"
"6HMSMVACIDhep",0,"-","0","0","Negative","-8"
"35DHPVSthc",1,"Present","1","1","Medium","10"
"3HIBUPGLUC_Sthv",NA,"-","-1","-1","-","-2"
"EX_glc__D_e",NA,"-","-1","-1","-","-2"
"3HIBUP_Rthv",NA,"-","-1","-1","-","-2"
"3HIBUP_Sthv",NA,"-","-1","-1","-","-2"
"6HMSMVhep",0,"-","0","0","Negative","-8"
"6HSMVACIDhep",0,"-","0","0","Negative","-8"
"6MELACAChep",0,"-","0","0","Negative","-8"
"6MELVSTthep",NA,"-","-1","-1","-","-2"
"3HLVSTACtbc",NA,"-","-1","-1","-","-2"
"6OHFVSGLUtev",NA,"-","-1","-1","-","-2"
"12DHCHOLabc",0,"-","0","0","Negative","-8"
"6OHFVShc",0,"-","0","0","Negative","-8"
"7AHGLZtev",NA,"-","-1","-1","-","-2"
"7BHGLZABCt",NA,"-","-1","-1","-","-2"
"ATVLAChc",NA,"-","-1","-1","-","-2"
"ATVLACtdhc",NA,"-","-1","-1","-","-2"
"Am1CSAteb",NA,"-","-1","-1","-","-2"
"CARBIBUP_SGLUthv",NA,"-","-1","-1","-","-2"
"CARIBUP_Rthv",NA,"-","-1","-1","-","-2"
"7BHGLZGLCABCt",NA,"-","-1","-1","-","-2"
"7BHGLZGLChr",NA,"-","-1","-1","-","-2"
"7BHGLZGLCtev",NA,"-","-1","-1","-","-2"
"7HPVSteb",0,"-","0","0","Negative","-8"
"CRGLZABCt",NA,"-","-1","-1","-","-2"
"CRGLZhr",NA,"-","-1","-1","-","-2"
"7HPVStev",NA,"-","-1","-1","-","-2"
"ALLOP2tu",0,"-","0","0","Negative","-8"
"CRVS1M24hc",0,"-","0","0","Negative","-8"
"ACMPtu",0,"-","0","0","Negative","-8"
"3DHCAS",0,"-","0","0","Negative","-8"
"ACMPGLUChr",0,"-","0","0","Negative","-8"
"ACMPGLUTdt",NA,"-","-1","-1","-","-2"
"CRVS23M24hc",0,"-","0","0","Negative","-8"
"CRVSATPthc",NA,"-","-1","-1","-","-2"
"CRVSM1hc",0,"-","0","0","Negative","-8"
"CRVSM22hc",NA,"-","-1","-1","-","-2"
"ACMPGLUTthc",0,"-","0","0","Negative","-8"
"ACMPGLUthc",0,"-","0","0","Negative","-8"
"AM19CShr",NA,"-","-1","-1","-","-2"
"AM19CSteb",NA,"-","-1","-1","-","-2"
"AM1A4NCSteb",NA,"-","-1","-1","-","-2"
"AM1ACCStev",NA,"-","-1","-1","-","-2"
"AM1ACShr",NA,"-","-1","-1","-","-2"
"CRVSM23hc",0,"-","0","0","Negative","-8"
"CRVSM23hr",2,"Present","2","2","High","15"
"CRVSM23tev",NA,"-","-1","-1","-","-2"
"CRVSM24teb",0,"-","0","0","Negative","-8"
"CRVSM31hc",NA,"-","-1","-1","-","-2"
"CSAtd",NA,"-","-1","-1","-","-2"
"CVM1GLUChc",0,"-","0","0","Negative","-8"
"AM1ACSteb",NA,"-","-1","-1","-","-2"
"AM1ALCShr",NA,"-","-1","-1","-","-2"
"AM1ALCSteb",NA,"-","-1","-1","-","-2"
"AM1ALCStep",NA,"-","-1","-1","-","-2"
"CYSAMPtev",NA,"-","-1","-1","-","-2"
"AM1C4N9CShc",NA,"-","-1","-1","-","-2"
"DELACCRVSM23hc",NA,"-","-1","-1","-","-2"
"AM1C4N9CSteb",NA,"-","-1","-1","-","-2"
"3DHCDCAS",0,"-","0","0","Negative","-8"
"AM1C9CShr",NA,"-","-1","-1","-","-2"
"AM1C9CSteb",NA,"-","-1","-1","-","-2"
"AM1C9CStev",NA,"-","-1","-1","-","-2"
"AM1CCShr",NA,"-","-1","-1","-","-2"
"AM1CCSteb",NA,"-","-1","-1","-","-2"
