"","ImmProt_mTregs_01","ImmProt_mTregs_02","ImmProt_mTregs_03","ImmProt_mTregs_04","ImmProt_mTregs_01_activated","ImmProt_mTregs_02_activated","ImmProt_mTregs_03_activated","ImmProt_nTregs_01","ImmProt_nTregs_02","ImmProt_nTregs_03","ImmProt_nTregs_04","ImmProt_nTregs_01_activated","ImmProt_nTregs_02_activated","ImmProt_nTregs_03_activated"
"4200",1,1,1,1,1,1,1,1,1,1,1,1,1,1
"4199",1,1,0,1,1,1,0,0,1,1,1,0,1,0
"10873",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3620",0,0,0,0,1,0,0,0,0,0,0,0,0,0
"1545",1,0,0,1,1,1,1,1,1,0,1,1,0,0
"1543",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1557",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1544",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27430",1,1,1,1,1,1,1,1,1,1,1,1,1,1
"4144",1,1,1,1,1,1,1,1,1,1,1,1,1,1
"4143",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4548",0,1,1,0,1,1,0,0,1,0,0,0,1,0
"4598",0,1,0,0,0,1,0,0,1,0,1,1,0,1
"8867",0,0,1,1,1,0,1,0,1,1,1,0,0,1
"3635",1,1,1,1,1,1,1,1,1,1,1,1,1,1
"3632",0,0,0,0,0,0,1,0,0,0,1,1,1,0
"3636",0,1,1,0,1,0,1,0,1,1,1,0,1,0
"27124",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3633",0,0,1,0,1,1,0,0,1,0,1,1,0,0
"56623",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3628",0,1,1,0,0,1,0,0,1,0,1,0,0,1
"3706",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3707",0,1,1,0,1,1,0,0,1,1,1,0,1,0
"80271",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"51477",0,1,1,0,0,1,0,0,1,0,1,0,1,0
"8821",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3631",0,1,1,0,1,0,0,0,0,1,1,1,1,0
"2595",1,1,0,0,1,1,1,1,1,0,1,0,1,0
"84693",0,0,1,0,1,0,0,0,0,1,1,1,1,0
"4594",0,1,1,1,1,0,0,0,1,0,1,0,1,0
"80168",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"116255",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4507",1,1,1,1,1,1,1,1,1,1,1,1,1,1
"10797",0,1,0,0,1,0,1,0,1,1,1,0,0,1
"56913",0,0,0,0,0,0,0,0,0,0,1,0,1,0
"91703",0,1,0,0,0,0,0,1,0,1,0,0,0,0
"443",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4668",0,0,1,0,0,1,1,0,0,1,1,0,1,0
"9498",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"57282",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"6528",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"482",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"476",1,1,1,1,1,1,1,1,1,1,1,1,1,1
"480",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"483",1,1,1,1,1,1,1,1,1,1,1,1,1,1
"23439",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"477",0,1,0,0,0,1,0,1,1,1,0,1,1,1
"481",1,1,0,1,0,1,1,0,0,1,1,1,0,1
"478",0,0,1,0,0,0,0,0,0,0,0,0,0,0
"6549",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6550",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6548",0,1,1,1,1,1,1,0,1,1,1,0,1,1
"84735",1,1,0,0,1,1,1,1,1,0,0,1,1,1
"55748",1,1,1,1,1,1,1,1,1,1,1,1,1,1
"6559",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"57419",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"123041",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9187",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25769",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"124583",0,1,1,0,0,1,1,0,1,1,1,0,1,1
"79077",0,1,1,0,1,0,0,0,1,1,1,1,0,1
"9583",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1841",1,1,1,1,1,1,1,1,1,1,1,1,1,1
"4832",0,1,1,1,1,1,1,1,0,1,1,0,0,0
"4830",1,1,1,1,1,1,1,1,1,1,1,0,1,1
"29922",1,1,0,1,0,1,0,0,1,0,1,0,1,1
"10201",0,1,1,0,1,1,1,0,1,1,1,1,1,0
"4831",1,1,1,1,1,1,1,1,1,1,1,1,1,1
"4833",0,0,0,1,0,0,0,0,0,0,0,0,0,0
"57127",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6005",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"6557",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6558",1,0,1,1,1,0,0,1,0,1,1,0,0,1
"349565",0,0,0,1,0,0,0,0,1,1,1,0,0,0
"64802",1,1,1,0,0,1,1,0,1,1,1,0,1,1
"23057",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10135",1,1,1,1,1,1,1,1,1,1,1,1,1,1
"4837",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5409",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4843",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4846",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4842",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4860",1,1,1,1,1,1,1,1,1,1,1,1,1,1
"6580",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"55808",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30833",1,1,1,1,1,1,0,0,1,1,1,1,1,0
"5251",0,1,0,0,0,0,0,0,0,0,0,0,0,0
"56953",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4907",1,0,1,1,1,0,0,0,1,1,1,1,0,1
"6476",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5009",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5019",1,1,1,1,1,1,1,1,1,1,1,1,1,1
"64064",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1629",0,1,1,1,1,1,0,0,0,1,1,1,0,1
"594",0,1,0,1,0,1,1,0,1,1,1,0,1,1
"593",0,1,1,1,1,1,0,0,1,1,1,0,1,0
"26873",0,1,0,0,0,0,0,1,0,0,0,1,1,0
"4942",0,1,1,0,0,0,1,0,1,1,1,0,1,1
"7372",0,1,1,0,1,0,0,0,1,0,1,1,0,0
"10861",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1811",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1836",0,0,1,1,0,0,0,0,0,0,0,1,1,0
"1583",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1584",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1585",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1586",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1588",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1576",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1593",1,1,0,1,0,0,1,1,0,0,1,0,1,0
"1548",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1553",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1562",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1558",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1559",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1565",0,0,0,0,0,0,0,0,0,0,0,1,0,0
"1572",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"51302",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"64816",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1577",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1551",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10858",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"66002",0,0,0,0,0,0,1,0,0,0,0,0,0,0
"8529",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4051",0,1,0,1,1,0,0,1,0,0,0,0,0,0
"9420",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1582",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5831",1,1,1,0,0,0,0,0,1,1,0,0,1,0
"5050",1,1,1,1,1,1,1,1,1,1,1,1,1,1
"5051",0,1,1,1,0,0,1,0,1,1,0,0,1,0
"5049",1,1,1,1,1,1,1,1,1,1,1,1,1,1
"5048",1,1,1,1,1,1,1,1,1,1,1,1,1,1
"7941",1,1,1,0,0,0,1,1,0,0,0,0,0,0
"347734",0,1,0,1,1,0,1,0,0,1,1,0,1,1
"57194",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5337",1,0,1,1,0,0,0,0,1,1,0,0,0,0
"5338",0,0,1,0,0,0,0,0,0,1,0,0,0,0
"130013",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5091",0,1,1,0,1,1,1,0,1,1,1,0,1,1
"5244",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5136",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5142",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5137",0,0,0,0,0,1,0,0,1,0,0,1,0,1
"5151",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"50940",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5139",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5140",0,1,0,0,0,0,0,0,1,0,0,0,1,0
"27115",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5144",0,1,1,0,0,1,0,0,0,0,1,0,1,0
"5153",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5150",1,0,0,1,1,1,1,0,0,0,1,1,1,0
"5138",0,1,0,0,0,0,0,1,0,0,0,0,0,0
"8622",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5141",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5143",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10846",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5152",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5148",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8654",0,1,0,0,0,1,0,0,1,1,0,0,1,0
"5145",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5147",0,1,0,1,1,1,0,0,0,1,1,1,0,1
"5146",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5158",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5149",1,1,1,1,1,1,1,1,1,1,1,1,1,1
"1737",1,1,1,1,1,1,1,1,1,1,1,1,1,1
"5162",1,1,1,1,1,1,1,1,1,1,1,1,1,1
"5160",1,1,1,1,1,1,1,1,1,1,1,1,1,1
"5161",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"55163",0,1,1,0,1,0,1,0,0,1,1,1,1,0
"10396",1,0,1,0,1,0,0,1,0,1,1,1,1,0
"5105",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5106",1,0,0,0,0,0,0,0,0,0,0,0,0,0
"8310",0,1,1,1,0,1,1,0,1,1,0,1,1,0
"5833",0,1,1,0,1,1,0,0,1,0,0,0,1,0
"10400",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26227",0,1,1,0,1,0,0,1,0,0,0,1,1,0
"5730",1,1,1,1,0,1,1,1,0,1,1,1,1,1
"27306",1,1,0,1,1,1,1,1,1,0,1,1,0,1
"9536",0,0,0,0,0,0,0,1,0,0,0,0,0,0
"80142",0,1,1,1,1,1,0,0,1,0,1,0,1,0
"5740",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"114971",0,1,0,1,1,0,0,0,1,1,1,0,0,1
"9489",1,1,1,0,0,0,0,0,1,1,1,1,0,1
"5743",1,0,0,1,0,1,0,0,0,1,0,0,1,0
"5742",1,0,0,1,0,0,0,0,1,1,0,0,0,1
"6898",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5053",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5264",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5728",0,1,0,0,0,1,0,0,1,1,1,1,0,0
"8871",0,0,1,0,0,1,0,1,0,0,0,1,0,1
"8395",1,0,0,0,0,0,0,0,0,0,1,0,0,0
"8394",0,1,1,1,1,1,1,0,1,0,0,0,1,1
"23396",0,1,0,1,0,1,0,0,0,1,1,1,0,0
"5297",0,1,1,0,0,1,0,0,0,1,1,0,1,1
"55361",0,1,1,0,1,1,1,0,0,1,1,1,0,1
"5298",0,1,1,0,1,0,1,0,0,1,0,0,0,1
"5295",0,1,1,0,1,1,0,1,1,0,1,1,1,1
"23533",0,1,1,0,1,1,1,1,0,1,1,1,0,1
"5290",0,1,1,0,1,0,0,1,1,1,0,1,0,1
"5293",0,1,1,0,0,1,0,0,1,1,1,0,1,0
"5296",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8503",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5291",0,1,1,0,0,1,1,0,0,1,1,1,0,1
"5294",0,1,1,1,1,1,1,0,1,1,0,0,1,1
"10870",0,0,0,0,0,0,0,0,0,0,1,0,0,0
"4952",1,0,0,1,0,0,0,0,1,0,0,0,0,0
"23236",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5336",0,1,0,1,0,1,0,0,0,1,1,0,1,0
"5335",0,1,0,0,0,0,0,0,0,0,0,0,0,0
"5334",0,1,1,0,1,1,0,0,0,1,1,0,0,1
"5331",0,0,1,0,0,0,1,0,1,1,1,1,0,1
"257068",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"84812",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5330",0,0,0,1,0,0,0,0,0,0,0,0,0,0
"23007",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"51196",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5332",0,1,1,0,1,1,1,0,1,1,0,1,1,1
"113026",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5333",0,1,0,1,1,0,1,0,1,0,1,1,1,0
"89869",0,1,1,1,1,1,0,1,0,0,0,0,0,1
"5288",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5286",1,1,0,1,1,1,1,0,1,0,1,1,1,0
"5287",0,0,1,1,1,1,0,0,1,0,1,1,0,0
"200576",0,0,1,0,1,1,0,0,0,1,1,0,1,0
"5305",1,1,1,1,1,1,1,1,1,1,1,1,1,1
"79837",1,0,0,0,1,0,0,0,1,0,1,0,0,1
"5289",0,1,1,1,1,1,1,0,0,1,0,0,1,0
"5277",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"51227",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8818",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9091",0,0,1,1,0,0,1,0,1,1,1,1,0,0
"5279",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5283",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"123745",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8398",0,0,0,1,0,0,0,0,0,0,0,0,0,0
"64600",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"81579",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"100137049",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5322",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5320",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30814",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26279",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5319",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10654",0,1,1,1,1,1,1,1,1,1,1,1,1,1
"117283",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9807",0,0,1,0,1,1,0,1,0,0,1,0,1,0
"51447",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8876",1,0,0,1,0,0,1,0,1,0,0,0,0,0
"8875",1,0,0,0,0,0,0,0,1,1,0,0,0,0
"55350",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27068",1,1,1,1,1,1,1,1,1,1,1,1,1,1
"8613",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8611",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"8612",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5498",0,1,0,1,1,1,0,0,0,1,1,1,0,1
"8288",0,1,1,0,1,0,1,0,1,0,1,0,1,0
"9588",1,1,1,1,1,1,1,1,1,1,1,1,1,1
"4353",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5625",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6578",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23761",0,1,1,1,1,1,1,0,1,1,1,0,1,1
"9791",0,1,1,1,1,0,1,0,1,1,1,0,1,1
"81490",1,0,1,0,0,0,0,0,0,1,0,1,1,0
"10005",0,0,1,0,1,1,0,0,1,1,1,0,1,0
"10965",0,0,1,1,1,1,0,0,0,1,1,0,1,1
"122970",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5805",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6303",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"112483",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"8566",1,1,1,1,1,1,1,1,1,1,1,1,1,1
"151531",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7378",0,1,1,0,1,0,0,0,1,0,1,0,1,0
"2944",1,0,0,1,1,1,0,1,0,0,1,1,1,0
"64080",1,0,1,0,0,0,0,0,1,0,1,1,1,0
"5959",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8608",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"112724",1,1,1,0,1,1,0,0,1,1,0,1,1,0
"157506",0,0,1,0,1,1,1,0,0,1,0,0,1,1
"51109",1,1,1,1,1,1,1,0,1,1,1,1,0,1
"57665",1,1,1,1,1,0,0,0,1,1,1,0,1,1
"195814",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"145226",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"50700",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8228",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"113278",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"54981",0,0,1,0,1,1,0,1,0,0,1,1,0,0
"6482",1,1,0,1,1,0,0,0,1,1,1,1,1,0
"6484",1,1,0,0,0,0,0,0,1,1,1,1,0,0
"6483",1,1,1,0,1,1,1,0,1,1,1,0,0,0
"10090",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9653",0,1,1,1,1,1,1,0,1,1,1,1,1,0
"3423",0,0,1,0,0,1,0,0,1,0,1,0,1,1
"222537",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9957",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9951",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9956",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9955",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9953",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"55501",0,1,0,0,0,0,0,0,0,0,0,0,0,0
"113189",1,0,0,1,1,0,1,1,0,1,1,0,1,0
"50515",0,1,0,1,1,1,1,1,1,1,1,0,1,1
"166012",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"411",0,1,1,1,0,1,1,0,1,1,1,1,1,0
"23563",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4166",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10164",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9435",1,0,0,0,0,0,0,0,1,0,1,0,0,0
"8534",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9469",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"56548",0,1,1,1,0,0,0,1,0,1,0,0,0,0
"266722",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9394",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"90161",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2799",0,1,1,0,0,1,0,0,1,1,1,1,0,0
"10157",0,0,1,0,1,1,0,0,1,1,1,0,0,1
"118881",0,1,1,0,1,1,1,0,1,1,0,1,1,0
"3176",1,0,1,1,0,0,0,0,1,0,0,0,0,0
"1757",0,0,1,1,1,1,1,0,1,1,0,1,1,0
"81537",0,1,1,0,0,0,0,0,0,1,1,0,0,1
"6652",0,1,1,0,1,0,0,0,1,0,1,0,1,0
"6342",1,1,1,1,1,1,1,1,1,1,1,1,1,1
"9056",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"55304",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9517",0,1,0,1,0,1,1,0,1,1,1,0,1,1
"10558",0,1,1,1,1,0,1,1,0,1,1,0,1,1
"2098",1,1,1,1,1,1,1,1,1,1,1,1,1,1
"8879",1,1,0,1,1,0,0,0,1,1,1,0,1,0
"8869",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"56848",0,0,0,0,0,0,0,0,0,0,0,0,0,1
"8877",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"130752",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"339221",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"55627",0,1,1,1,1,0,0,0,0,1,1,1,0,0
"55512",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"6609",1,1,0,1,0,0,0,0,1,1,1,0,0,1
"6610",0,0,1,0,0,0,0,0,0,1,0,0,0,0
"259230",0,1,1,0,0,0,0,0,0,0,0,1,0,0
"116369",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"115111",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"115019",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"284129",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26266",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6646",0,1,1,0,1,0,0,0,0,1,1,0,1,1
"6649",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6648",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"6647",1,1,1,1,1,1,1,1,1,1,1,1,1,1
"6697",1,0,0,1,1,1,1,1,0,0,0,0,1,1
"6723",1,1,1,1,1,1,1,1,1,1,1,1,1,1
"6611",0,1,1,0,0,1,1,0,1,0,0,0,1,1
"6713",1,0,1,0,1,1,1,0,0,0,1,0,1,1
"2222",0,1,0,1,1,0,0,0,1,0,1,0,0,1
"6715",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6716",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6532",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"6487",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10402",0,0,0,1,1,1,0,1,1,0,0,0,0,0
"10610",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"81849",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"256435",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30815",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6489",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29906",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"412",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"6391",0,1,0,1,1,0,0,0,1,0,1,0,0,1
"6390",1,1,1,1,1,1,1,1,1,1,1,1,1,1
