"Gene_stable_ID","Transcript_stable_ID","Protein_stable_ID","UniProtKB_Swiss_Prot_ID","Gene_name","NCBI_gene_ID"
"ENSG00000143363","ENST00000368937","ENSP00000357933","Q86TP1","PRUNE1",58497
"ENSG00000143363","ENST00000431193","ENSP00000392632","","PRUNE1",58497
"ENSG00000143363","ENST00000450884","ENSP00000387696","","PRUNE1",58497
"ENSG00000143363","ENST00000650332","ENSP00000497847","","PRUNE1",58497
"ENSG00000143379","ENST00000271640","ENSP00000271640","Q15047","SETDB1",9869
"ENSG00000143379","ENST00000368962","ENSP00000357958","Q15047","SETDB1",9869
"ENSG00000143379","ENST00000368963","ENSP00000357959","","SETDB1",9869
"ENSG00000143379","ENST00000368964","ENSP00000357960","","SETDB1",9869
"ENSG00000143379","ENST00000368969","ENSP00000357965","Q15047","SETDB1",9869
"ENSG00000143379","ENST00000423081","ENSP00000407831","","SETDB1",9869
"ENSG00000143379","ENST00000448029","ENSP00000409379","","SETDB1",9869
"ENSG00000143379","ENST00000498193","ENSP00000432348","","SETDB1",9869
"ENSG00000143379","ENST00000525956","ENSP00000435922","","SETDB1",9869
"ENSG00000143379","ENST00000534805","ENSP00000436148","","SETDB1",9869
"ENSG00000143387","ENST00000271651","ENSP00000271651","P43235","CTSK",1513
"ENSG00000143387","ENST00000443913","ENSP00000405083","","CTSK",1513
"ENSG00000143393","ENST00000368872","ENSP00000357866","Q9UBF8","PI4KB",5298
"ENSG00000143393","ENST00000368873","ENSP00000357867","Q9UBF8","PI4KB",5298
"ENSG00000143393","ENST00000368874","ENSP00000357868","Q9UBF8","PI4KB",5298
"ENSG00000143393","ENST00000368875","ENSP00000357869","","PI4KB",5298
"ENSG00000143393","ENST00000430800","ENSP00000413599","","PI4KB",5298
"ENSG00000143393","ENST00000438243","ENSP00000394719","","PI4KB",5298
"ENSG00000143393","ENST00000446339","ENSP00000391546","","PI4KB",5298
"ENSG00000143393","ENST00000455060","ENSP00000410974","","PI4KB",5298
"ENSG00000143393","ENST00000489223","ENSP00000431501","","PI4KB",5298
"ENSG00000143393","ENST00000489889","ENSP00000432426","","PI4KB",5298
"ENSG00000143393","ENST00000529142","ENSP00000433149","Q9UBF8","PI4KB",5298
"ENSG00000143398","ENST00000349792","ENSP00000271663","Q99755","PIP5K1A",8394
"ENSG00000143398","ENST00000368888","ENSP00000357883","Q99755","PIP5K1A",8394
"ENSG00000143398","ENST00000368890","ENSP00000357885","Q99755","PIP5K1A",8394
"ENSG00000143398","ENST00000409426","ENSP00000386432","","PIP5K1A",8394
"ENSG00000143398","ENST00000418435","ENSP00000414632","","PIP5K1A",8394
"ENSG00000143398","ENST00000424999","ENSP00000392780","","PIP5K1A",8394
"ENSG00000143398","ENST00000441902","ENSP00000415648","Q99755","PIP5K1A",8394
"ENSG00000143398","ENST00000447555","ENSP00000401228","","PIP5K1A",8394
"ENSG00000143398","ENST00000454769","ENSP00000416196","","PIP5K1A",8394
"ENSG00000143418","ENST00000271688","ENSP00000271688","Q96G23","CERS2",29956
"ENSG00000143418","ENST00000361419","ENSP00000355020","","CERS2",29956
"ENSG00000143418","ENST00000368949","ENSP00000357945","","CERS2",29956
"ENSG00000143418","ENST00000368954","ENSP00000357950","Q96G23","CERS2",29956
"ENSG00000143418","ENST00000421609","ENSP00000393239","","CERS2",29956
"ENSG00000143418","ENST00000457392","ENSP00000394012","","CERS2",29956
"ENSG00000143418","ENST00000558062","ENSP00000452810","","CERS2",29956
"ENSG00000143418","ENST00000560793","ENSP00000453297","","CERS2",29956
"ENSG00000143418","ENST00000561294","ENSP00000454160","","CERS2",29956
"ENSG00000143479","ENST00000367106","ENSP00000356073","O43781","DYRK3",8444
"ENSG00000143479","ENST00000367108","ENSP00000356075","O43781","DYRK3",8444
"ENSG00000143479","ENST00000367109","ENSP00000356076","O43781","DYRK3",8444
"ENSG00000143479","ENST00000441486","ENSP00000410187","","DYRK3",8444
"ENSG00000143479","ENST00000649163","ENSP00000497239","","DYRK3",8444
"ENSG00000143499","ENST00000366957","ENSP00000355924","Q9NRG4","SMYD2",56950
"ENSG00000143499","ENST00000416415","ENSP00000409822","","SMYD2",56950
"ENSG00000143507","ENST00000366899","ENSP00000355866","Q9Y6W6","DUSP10",11221
"ENSG00000143507","ENST00000468085","ENSP00000483812","","DUSP10",11221
"ENSG00000143507","ENST00000477026","ENSP00000482935","","DUSP10",11221
"ENSG00000143507","ENST00000494642","ENSP00000480008","","DUSP10",11221
"ENSG00000143515","ENST00000368487","ENSP00000357472","P98198","ATP8B2",57198
"ENSG00000143515","ENST00000368489","ENSP00000357475","P98198","ATP8B2",57198
"ENSG00000143552","ENST00000271854","ENSP00000271854","Q5VU65","NUP210L",91181
"ENSG00000143552","ENST00000368553","ENSP00000357541","","NUP210L",91181
"ENSG00000143552","ENST00000368559","ENSP00000357547","Q5VU65","NUP210L",91181
"ENSG00000143554","ENST00000271857","ENSP00000271857","","SLC27A3",11000
"ENSG00000143554","ENST00000368661","ENSP00000357650","Q5K4L6","SLC27A3",11000
"ENSG00000143554","ENST00000458027","ENSP00000389603","","SLC27A3",11000
"ENSG00000143554","ENST00000524676","ENSP00000434025","","SLC27A3",11000
"ENSG00000143554","ENST00000532853","ENSP00000433959","","SLC27A3",11000
"ENSG00000143554","ENST00000624995","ENSP00000485061","Q5K4L6","SLC27A3",11000
"ENSG00000143570","ENST00000310483","ENSP00000309710","Q9NY26","SLC39A1",27173
"ENSG00000143570","ENST00000356205","ENSP00000348535","Q9NY26","SLC39A1",27173
"ENSG00000143570","ENST00000368621","ENSP00000357610","Q9NY26","SLC39A1",27173
"ENSG00000143570","ENST00000368623","ENSP00000357612","Q9NY26","SLC39A1",27173
"ENSG00000143570","ENST00000413622","ENSP00000392229","","SLC39A1",27173
"ENSG00000143570","ENST00000417348","ENSP00000407717","","SLC39A1",27173
"ENSG00000143570","ENST00000429040","ENSP00000392950","","SLC39A1",27173
"ENSG00000143570","ENST00000537590","ENSP00000443632","","SLC39A1",27173
"ENSG00000143570","ENST00000617697","ENSP00000479421","Q9NY26","SLC39A1",27173
"ENSG00000143570","ENST00000621013","ENSP00000484182","Q9NY26","SLC39A1",27173
"ENSG00000143595","ENST00000324978","ENSP00000318355","Q96PS8","AQP10",89872
"ENSG00000143595","ENST00000484864","ENSP00000420341","Q96PS8","AQP10",89872
"ENSG00000143627","ENST00000342741","ENSP00000339933","P30613","PKLR",5313
"ENSG00000143627","ENST00000392414","ENSP00000376214","P30613","PKLR",5313
"ENSG00000143627","ENST00000434082","ENSP00000398037","","PKLR",5313
"ENSG00000143630","ENST00000368358","ENSP00000357342","Q9P1Z3","HCN3",57657
"ENSG00000143641","ENST00000366672","ENSP00000355632","Q10471","GALNT2",2590
"ENSG00000143653","ENST00000366510","ENSP00000355467","Q8NBX0","SCCPDH",51097
"ENSG00000143674","ENST00000366622","ENSP00000355581","Q5TCX8","MAP3K21",84451
"ENSG00000143674","ENST00000366623","ENSP00000355582","Q5TCX8","MAP3K21",84451
"ENSG00000143674","ENST00000366624","ENSP00000355583","Q5TCX8","MAP3K21",84451
"ENSG00000143727","ENST00000272065","ENSP00000272065","P24666","ACP1",52
"ENSG00000143727","ENST00000272067","ENSP00000272067","P24666","ACP1",52
"ENSG00000143727","ENST00000405233","ENSP00000384307","","ACP1",52
"ENSG00000143727","ENST00000405364","ENSP00000384184","","ACP1",52
"ENSG00000143727","ENST00000407983","ENSP00000385404","P24666","ACP1",52
"ENSG00000143727","ENST00000413140","ENSP00000410331","","ACP1",52
"ENSG00000143727","ENST00000439645","ENSP00000408596","","ACP1",52
"ENSG00000143727","ENST00000442386","ENSP00000389681","","ACP1",52
"ENSG00000143727","ENST00000453390","ENSP00000411121","","ACP1",52
"ENSG00000143753","ENST00000323699","ENSP00000316476","O15121","DEGS1",8560
"ENSG00000143753","ENST00000391877","ENSP00000375749","O15121","DEGS1",8560
"ENSG00000143753","ENST00000415210","ENSP00000400545","","DEGS1",8560
"ENSG00000143772","ENST00000272117","ENSP00000272117","P27987","ITPKB",3707
"ENSG00000143772","ENST00000366784","ENSP00000355748","P27987","ITPKB",3707
"ENSG00000143772","ENST00000429204","ENSP00000411152","P27987","ITPKB",3707
"ENSG00000143774","ENST00000312726","ENSP00000317659","Q16774","GUK1",2987
"ENSG00000143774","ENST00000366716","ENSP00000355677","Q16774","GUK1",2987
"ENSG00000143774","ENST00000366718","ENSP00000355679","Q16774","GUK1",2987
"ENSG00000143774","ENST00000366721","ENSP00000355682","","GUK1",2987
"ENSG00000143774","ENST00000366722","ENSP00000355683","","GUK1",2987
"ENSG00000143774","ENST00000366723","ENSP00000355684","","GUK1",2987
"ENSG00000143774","ENST00000366726","ENSP00000355687","Q16774","GUK1",2987
"ENSG00000143774","ENST00000366728","ENSP00000355689","Q16774","GUK1",2987
"ENSG00000143774","ENST00000366730","ENSP00000355691","Q16774","GUK1",2987
"ENSG00000143774","ENST00000391865","ENSP00000375738","Q16774","GUK1",2987
"ENSG00000143774","ENST00000412265","ENSP00000407604","","GUK1",2987
"ENSG00000143774","ENST00000435153","ENSP00000403664","","GUK1",2987
"ENSG00000143774","ENST00000453943","ENSP00000401832","","GUK1",2987
"ENSG00000143776","ENST00000334218","ENSP00000335341","Q5VT25","CDC42BPA",8476
"ENSG00000143776","ENST00000366764","ENSP00000355726","","CDC42BPA",8476
"ENSG00000143776","ENST00000366766","ENSP00000355728","","CDC42BPA",8476
"ENSG00000143776","ENST00000366767","ENSP00000355729","Q5VT25","CDC42BPA",8476
"ENSG00000143776","ENST00000366769","ENSP00000355731","Q5VT25","CDC42BPA",8476
"ENSG00000143776","ENST00000429440","ENSP00000407120","","CDC42BPA",8476
"ENSG00000143776","ENST00000441725","ENSP00000408165","","CDC42BPA",8476
"ENSG00000143776","ENST00000442054","ENSP00000401051","","CDC42BPA",8476
"ENSG00000143776","ENST00000448940","ENSP00000415388","","CDC42BPA",8476
"ENSG00000143797","ENST00000305997","ENSP00000302177","Q6ZWT7","MBOAT2",129642
"ENSG00000143797","ENST00000462696","ENSP00000417409","","MBOAT2",129642
"ENSG00000143797","ENST00000471753","ENSP00000419573","","MBOAT2",129642
"ENSG00000143797","ENST00000477073","ENSP00000420114","","MBOAT2",129642
"ENSG00000143799","ENST00000366790","ENSP00000355755","","PARP1",142
"ENSG00000143799","ENST00000366792","ENSP00000355757","","PARP1",142
"ENSG00000143799","ENST00000366794","ENSP00000355759","P09874","PARP1",142
"ENSG00000143799","ENST00000629232","ENSP00000485852","","PARP1",142
"ENSG00000143811","ENST00000343818","ENSP00000342502","Q96C36","PYCR2",29920
"ENSG00000143811","ENST00000472798","ENSP00000480779","","PYCR2",29920
"ENSG00000143811","ENST00000489681","ENSP00000482614","","PYCR2",29920
"ENSG00000143811","ENST00000612039","ENSP00000478165","","PYCR2",29920
"ENSG00000143811","ENST00000612651","ENSP00000482845","","PYCR2",29920
"ENSG00000143815","ENST00000272163","ENSP00000272163","Q14739","LBR",3930
"ENSG00000143815","ENST00000338179","ENSP00000339883","Q14739","LBR",3930
"ENSG00000143815","ENST00000421383","ENSP00000416554","","LBR",3930
"ENSG00000143815","ENST00000425080","ENSP00000388059","","LBR",3930
"ENSG00000143819","ENST00000272167","ENSP00000272167","P07099","EPHX1",2052
"ENSG00000143819","ENST00000366837","ENSP00000355802","P07099","EPHX1",2052
"ENSG00000143819","ENST00000445856","ENSP00000398491","","EPHX1",2052
"ENSG00000143819","ENST00000448202","ENSP00000408469","","EPHX1",2052
"ENSG00000143819","ENST00000614058","ENSP00000480004","P07099","EPHX1",2052
"ENSG00000143845","ENST00000367197","ENSP00000356165","","ETNK2",55224
"ENSG00000143845","ENST00000367201","ENSP00000356169","Q9NVF9","ETNK2",55224
"ENSG00000143845","ENST00000367202","ENSP00000356170","Q9NVF9","ETNK2",55224
"ENSG00000143845","ENST00000422072","ENSP00000410580","","ETNK2",55224
"ENSG00000143845","ENST00000422699","ENSP00000405497","","ETNK2",55224
"ENSG00000143845","ENST00000429525","ENSP00000394618","","ETNK2",55224
"ENSG00000143845","ENST00000444817","ENSP00000406241","","ETNK2",55224
"ENSG00000143845","ENST00000452983","ENSP00000398091","","ETNK2",55224
"ENSG00000143851","ENST00000309017","ENSP00000309116","P35236","PTPN7",5778
"ENSG00000143851","ENST00000367279","ENSP00000356248","P35236","PTPN7",5778
"ENSG00000143851","ENST00000435759","ENSP00000406042","","PTPN7",5778
"ENSG00000143851","ENST00000462815","ENSP00000419196","","PTPN7",5778
"ENSG00000143851","ENST00000464870","ENSP00000420434","","PTPN7",5778
"ENSG00000143851","ENST00000467283","ENSP00000418837","","PTPN7",5778
"ENSG00000143851","ENST00000476061","ENSP00000419993","","PTPN7",5778
"ENSG00000143851","ENST00000477554","ENSP00000418416","","PTPN7",5778
"ENSG00000143851","ENST00000477625","ENSP00000418129","","PTPN7",5778
"ENSG00000143851","ENST00000480836","ENSP00000419733","","PTPN7",5778
"ENSG00000143851","ENST00000486116","ENSP00000417350","","PTPN7",5778
"ENSG00000143851","ENST00000492451","ENSP00000417410","","PTPN7",5778
"ENSG00000143851","ENST00000495688","ENSP00000420506","P35236","PTPN7",5778
"ENSG00000143851","ENST00000496197","ENSP00000419523","","PTPN7",5778
"ENSG00000143851","ENST00000629151","ENSP00000485691","","PTPN7",5778
"ENSG00000143870","ENST00000272227","ENSP00000272227","Q15084","PDIA6",10130
"ENSG00000143870","ENST00000381611","ENSP00000371024","Q15084","PDIA6",10130
"ENSG00000143870","ENST00000404371","ENSP00000385385","Q15084","PDIA6",10130
"ENSG00000143870","ENST00000404824","ENSP00000384459","Q15084","PDIA6",10130
"ENSG00000143870","ENST00000458536","ENSP00000389558","","PDIA6",10130
"ENSG00000143870","ENST00000540494","ENSP00000438778","Q15084","PDIA6",10130
"ENSG00000143870","ENST00000617249","ENSP00000481892","Q15084","PDIA6",10130
"ENSG00000143882","ENST00000272238","ENSP00000272238","Q8NEY4","ATP6V1C2",245973
"ENSG00000143882","ENST00000381661","ENSP00000371077","Q8NEY4","ATP6V1C2",245973
"ENSG00000143882","ENST00000635370","ENSP00000489280","","ATP6V1C2",245973
"ENSG00000143882","ENST00000648362","ENSP00000497038","","ATP6V1C2",245973
"ENSG00000143891","ENST00000272252","ENSP00000272252","Q96C23","GALM",130589
"ENSG00000143891","ENST00000410063","ENSP00000386233","","GALM",130589
"ENSG00000143891","ENST00000434934","ENSP00000399473","","GALM",130589
"ENSG00000143891","ENST00000444351","ENSP00000409083","","GALM",130589
"ENSG00000143921","ENST00000272286","ENSP00000272286","Q9H221","ABCG8",64241
"ENSG00000143921","ENST00000644611","ENSP00000495423","","ABCG8",64241
"ENSG00000143921","ENST00000645013","ENSP00000496450","Q9H221","ABCG8",64241
"ENSG00000143933","ENST00000272298","ENSP00000272298","P0DP24","CALM2",805
"ENSG00000143933","ENST00000409563","ENSP00000387065","","CALM2",805
"ENSG00000143933","ENST00000432899","ENSP00000406112","","CALM2",805
"ENSG00000143933","ENST00000456319","ENSP00000411440","","CALM2",805
"ENSG00000143933","ENST00000628793","ENSP00000486952","","CALM2",805
"ENSG00000144035","ENST00000272425","ENSP00000272425","Q9UHE5","NAT8",9027
"ENSG00000144048","ENST00000272444","ENSP00000272444","O75319","DUSP11",8446
"ENSG00000144048","ENST00000443070","ENSP00000413444","O75319","DUSP11",8446
"ENSG00000144048","ENST00000452812","ENSP00000394535","","DUSP11",8446
"ENSG00000144057","ENST00000361686","ENSP00000355273","Q96JF0","ST6GAL2",84620
"ENSG00000144057","ENST00000361803","ENSP00000355386","","ST6GAL2",84620
"ENSG00000144057","ENST00000409087","ENSP00000387332","Q96JF0","ST6GAL2",84620
"ENSG00000144057","ENST00000409382","ENSP00000386942","Q96JF0","ST6GAL2",84620
"ENSG00000144057","ENST00000419159","ENSP00000395581","","ST6GAL2",84620
"ENSG00000144136","ENST00000272542","ENSP00000272542","Q8WUM9","SLC20A1",6574
"ENSG00000144136","ENST00000413135","ENSP00000413393","","SLC20A1",6574
"ENSG00000144136","ENST00000423633","ENSP00000392050","","SLC20A1",6574
"ENSG00000144136","ENST00000433924","ENSP00000390021","","SLC20A1",6574
"ENSG00000144136","ENST00000456264","ENSP00000403763","","SLC20A1",6574
"ENSG00000144182","ENST00000393471","ENSP00000377114","Q9Y234","LIPT1",51601
"ENSG00000144182","ENST00000393473","ENSP00000377115","Q9Y234","LIPT1",51601
"ENSG00000144182","ENST00000415142","ENSP00000398168","","LIPT1",51601
"ENSG00000144182","ENST00000434566","ENSP00000393591","","LIPT1",51601
"ENSG00000144182","ENST00000436234","ENSP00000406314","","LIPT1",51601
"ENSG00000144182","ENST00000449211","ENSP00000387387","","LIPT1",51601
"ENSG00000144231","ENST00000272645","ENSP00000272645","O15514","POLR2D",5433
"ENSG00000144231","ENST00000409698","ENSP00000387117","","POLR2D",5433
"ENSG00000144231","ENST00000409955","ENSP00000387323","","POLR2D",5433
"ENSG00000144278","ENST00000392825","ENSP00000376570","Q8IUC8","GALNT13",114805
"ENSG00000144278","ENST00000409237","ENSP00000387239","Q8IUC8","GALNT13",114805
"ENSG00000144278","ENST00000422126","ENSP00000391469","","GALNT13",114805
"ENSG00000144278","ENST00000431076","ENSP00000389447","","GALNT13",114805
"ENSG00000144278","ENST00000434213","ENSP00000414403","","GALNT13",114805
"ENSG00000144278","ENST00000450838","ENSP00000406237","","GALNT13",114805
"ENSG00000144278","ENST00000453715","ENSP00000396612","","GALNT13",114805
"ENSG00000144290","ENST00000272716","ENSP00000272716","","SLC4A10",57282
"ENSG00000144290","ENST00000375514","ENSP00000364664","Q6U841","SLC4A10",57282
"ENSG00000144290","ENST00000415876","ENSP00000395797","Q6U841","SLC4A10",57282
"ENSG00000144290","ENST00000421911","ENSP00000404486","","SLC4A10",57282
"ENSG00000144290","ENST00000446228","ENSP00000389180","","SLC4A10",57282
"ENSG00000144290","ENST00000446997","ENSP00000393066","Q6U841","SLC4A10",57282
"ENSG00000144357","ENST00000272793","ENSP00000272793","Q6ZT12","UBR3",130507
"ENSG00000144357","ENST00000392632","ENSP00000376409","","UBR3",130507
"ENSG00000144357","ENST00000418381","ENSP00000396068","Q6ZT12","UBR3",130507
"ENSG00000144357","ENST00000430321","ENSP00000415982","","UBR3",130507
"ENSG00000144357","ENST00000439681","ENSP00000389097","","UBR3",130507
"ENSG00000144357","ENST00000444475","ENSP00000408436","","UBR3",130507
"ENSG00000144362","ENST00000359744","ENSP00000352782","Q8TCD6","PHOSPHO2",493911
"ENSG00000144362","ENST00000438710","ENSP00000411844","","PHOSPHO2",493911
"ENSG00000144362","ENST00000438838","ENSP00000393983","","PHOSPHO2",493911
"ENSG00000144362","ENST00000449906","ENSP00000416790","","PHOSPHO2",493911
"ENSG00000144362","ENST00000616481","ENSP00000481680","Q8TCD6","PHOSPHO2",493911
"ENSG00000144362","ENST00000616524","ENSP00000481046","Q8TCD6","PHOSPHO2",493911
"ENSG00000144362","ENST00000617738","ENSP00000481857","Q8TCD6","PHOSPHO2",493911
"ENSG00000144401","ENST00000272839","ENSP00000272839","","METTL21A",151194
"ENSG00000144401","ENST00000406927","ENSP00000385481","Q8WXB1","METTL21A",151194
"ENSG00000144401","ENST00000411432","ENSP00000415115","Q8WXB1","METTL21A",151194
"ENSG00000144401","ENST00000425132","ENSP00000400730","Q8WXB1","METTL21A",151194
"ENSG00000144401","ENST00000426075","ENSP00000403317","Q8WXB1","METTL21A",151194
"ENSG00000144401","ENST00000432416","ENSP00000416570","","METTL21A",151194
"ENSG00000144401","ENST00000442521","ENSP00000392062","Q8WXB1","METTL21A",151194
"ENSG00000144401","ENST00000448007","ENSP00000407622","Q8WXB1","METTL21A",151194
"ENSG00000144401","ENST00000448823","ENSP00000409485","","METTL21A",151194
"ENSG00000144401","ENST00000458426","ENSP00000389684","Q8WXB1","METTL21A",151194
"ENSG00000144579","ENST00000273062","ENSP00000273062","Q9GZU7","CTDSP1",58190
"ENSG00000144579","ENST00000428361","ENSP00000403256","","CTDSP1",58190
"ENSG00000144579","ENST00000431127","ENSP00000411308","","CTDSP1",58190
"ENSG00000144579","ENST00000443891","ENSP00000392248","Q9GZU7","CTDSP1",58190
"ENSG00000144579","ENST00000452977","ENSP00000404301","","CTDSP1",58190
"ENSG00000144583","ENST00000273067","ENSP00000273067","Q9P2E8","MARCH4",57574
"ENSG00000144591","ENST00000313597","ENSP00000315925","Q96IJ6","GMPPA",29926
"ENSG00000144591","ENST00000341142","ENSP00000340760","Q96IJ6","GMPPA",29926
"ENSG00000144591","ENST00000358215","ENSP00000350949","Q96IJ6","GMPPA",29926
"ENSG00000144591","ENST00000373908","ENSP00000363016","Q96IJ6","GMPPA",29926
"ENSG00000144591","ENST00000373917","ENSP00000363027","Q96IJ6","GMPPA",29926
"ENSG00000144591","ENST00000435316","ENSP00000411060","","GMPPA",29926
"ENSG00000144591","ENST00000443704","ENSP00000396750","","GMPPA",29926
"ENSG00000144591","ENST00000455657","ENSP00000392465","","GMPPA",29926
"ENSG00000144591","ENST00000480034","ENSP00000489451","","GMPPA",29926
"ENSG00000144591","ENST00000622191","ENSP00000478700","","GMPPA",29926
"ENSG00000144659","ENST00000273158","ENSP00000273158","Q96DW6","SLC25A38",54977
"ENSG00000144659","ENST00000431510","ENSP00000394244","","SLC25A38",54977
"ENSG00000144659","ENST00000642683","ENSP00000495376","","SLC25A38",54977
"ENSG00000144659","ENST00000642978","ENSP00000494342","","SLC25A38",54977
"ENSG00000144659","ENST00000643672","ENSP00000494532","","SLC25A38",54977
"ENSG00000144659","ENST00000645280","ENSP00000496690","","SLC25A38",54977
"ENSG00000144659","ENST00000645630","ENSP00000493714","","SLC25A38",54977
"ENSG00000144659","ENST00000648579","ENSP00000497638","","SLC25A38",54977
"ENSG00000144659","ENST00000650617","ENSP00000497532","","SLC25A38",54977
"ENSG00000144677","ENST00000273179","ENSP00000273179","O15194","CTDSPL",10217
"ENSG00000144677","ENST00000416688","ENSP00000404977","","CTDSPL",10217
"ENSG00000144677","ENST00000435525","ENSP00000408183","","CTDSPL",10217
"ENSG00000144677","ENST00000436654","ENSP00000409600","","CTDSPL",10217
"ENSG00000144677","ENST00000443503","ENSP00000398288","O15194","CTDSPL",10217
"ENSG00000144677","ENST00000447745","ENSP00000407443","","CTDSPL",10217
"ENSG00000144724","ENST00000295874","ENSP00000295874","P23470","PTPRG",5793
"ENSG00000144724","ENST00000474889","ENSP00000418112","P23470","PTPRG",5793
"ENSG00000144741","ENST00000336733","ENSP00000336801","Q70HW3","SLC25A26",115286
"ENSG00000144741","ENST00000354883","ENSP00000346955","Q70HW3","SLC25A26",115286
"ENSG00000144741","ENST00000413054","ENSP00000415304","","SLC25A26",115286
"ENSG00000144741","ENST00000464350","ENSP00000432574","","SLC25A26",115286
"ENSG00000144741","ENST00000483224","ENSP00000437217","","SLC25A26",115286
"ENSG00000144744","ENST00000349511","ENSP00000340041","Q8TBC4","UBA3",9039
"ENSG00000144744","ENST00000361055","ENSP00000354340","Q8TBC4","UBA3",9039
"ENSG00000144744","ENST00000415609","ENSP00000400294","","UBA3",9039
"ENSG00000144744","ENST00000461934","ENSP00000417547","","UBA3",9039
"ENSG00000144744","ENST00000465627","ENSP00000419077","","UBA3",9039
"ENSG00000144744","ENST00000630585","ENSP00000486985","","UBA3",9039
"ENSG00000144744","ENST00000631029","ENSP00000486366","","UBA3",9039
"ENSG00000144843","ENST00000357003","ENSP00000349496","P54922","ADPRH",141
"ENSG00000144843","ENST00000465513","ENSP00000417430","P54922","ADPRH",141
"ENSG00000144843","ENST00000478399","ENSP00000420200","P54922","ADPRH",141
"ENSG00000144843","ENST00000478927","ENSP00000417528","P54922","ADPRH",141
"ENSG00000144843","ENST00000481816","ENSP00000419703","","ADPRH",141
"ENSG00000144908","ENST00000273450","ENSP00000273450","O75891","ALDH1L1",10840
"ENSG00000144908","ENST00000393431","ENSP00000377081","O75891","ALDH1L1",10840
"ENSG00000144908","ENST00000393434","ENSP00000377083","O75891","ALDH1L1",10840
"ENSG00000144908","ENST00000452905","ENSP00000395881","O75891","ALDH1L1",10840
"ENSG00000144908","ENST00000455064","ENSP00000414126","O75891","ALDH1L1",10840
"ENSG00000144908","ENST00000460368","ENSP00000419826","","ALDH1L1",10840
"ENSG00000144908","ENST00000472186","ENSP00000420293","O75891","ALDH1L1",10840
"ENSG00000144908","ENST00000473607","ENSP00000419448","","ALDH1L1",10840
"ENSG00000144908","ENST00000488356","ENSP00000419955","","ALDH1L1",10840
"ENSG00000144908","ENST00000490367","ENSP00000418711","","ALDH1L1",10840
"ENSG00000144908","ENST00000493803","ENSP00000418905","","ALDH1L1",10840
"ENSG00000144908","ENST00000509952","ENSP00000426594","","ALDH1L1",10840
"ENSG00000144908","ENST00000511283","ENSP00000426713","","ALDH1L1",10840
"ENSG00000145020","ENST00000273588","ENSP00000273588","P48728","AMT",275
"ENSG00000145020","ENST00000395338","ENSP00000378747","P48728","AMT",275
"ENSG00000145020","ENST00000399379","ENSP00000399943","","AMT",275
"ENSG00000145020","ENST00000427987","ENSP00000403821","","AMT",275
"ENSG00000145020","ENST00000430521","ENSP00000388068","","AMT",275
"ENSG00000145020","ENST00000458307","ENSP00000415619","P48728","AMT",275
"ENSG00000145020","ENST00000462048","ENSP00000490465","","AMT",275
"ENSG00000145020","ENST00000538581","ENSP00000443200","","AMT",275
"ENSG00000145020","ENST00000635808","ENSP00000489620","","AMT",275
"ENSG00000145020","ENST00000636023","ENSP00000489969","","AMT",275
"ENSG00000145020","ENST00000636070","ENSP00000490160","","AMT",275
"ENSG00000145020","ENST00000636188","ENSP00000490324","","AMT",275
"ENSG00000145020","ENST00000636199","ENSP00000490871","","AMT",275
"ENSG00000145020","ENST00000636522","ENSP00000489758","P48728","AMT",275
"ENSG00000145020","ENST00000636597","ENSP00000490251","","AMT",275
"ENSG00000145020","ENST00000636865","ENSP00000490601","","AMT",275
"ENSG00000145020","ENST00000637059","ENSP00000490153","","AMT",275
"ENSG00000145020","ENST00000637455","ENSP00000489628","","AMT",275
"ENSG00000145020","ENST00000637682","ENSP00000489856","","AMT",275
"ENSG00000145020","ENST00000637821","ENSP00000490482","","AMT",275
"ENSG00000145020","ENST00000638063","ENSP00000489760","","AMT",275
"ENSG00000145194","ENST00000357474","ENSP00000350066","P0DPD6","ECE2",9718
"ENSG00000145194","ENST00000359140","ENSP00000352052","P0DPD6","ECE2",9718
"ENSG00000145194","ENST00000404464","ENSP00000385846","P0DPD6","ECE2",9718
"ENSG00000145194","ENST00000422932","ENSP00000392467","","ECE2",9718
"ENSG00000145194","ENST00000430587","ENSP00000398444","","ECE2",9718
"ENSG00000145214","ENST00000273814","ENSP00000273814","P52824","DGKQ",1609
"ENSG00000145214","ENST00000509465","ENSP00000425862","","DGKQ",1609
"ENSG00000145214","ENST00000510286","ENSP00000427268","","DGKQ",1609
"ENSG00000145214","ENST00000515182","ENSP00000421756","","DGKQ",1609
"ENSG00000145217","ENST00000361661","ENSP00000354721","Q9H2B4","SLC26A1",10861
"ENSG00000145217","ENST00000398516","ENSP00000381528","Q9H2B4","SLC26A1",10861
"ENSG00000145217","ENST00000398520","ENSP00000381532","Q9H2B4","SLC26A1",10861
"ENSG00000145217","ENST00000622731","ENSP00000483506","Q9H2B4","SLC26A1",10861
"ENSG00000145242","ENST00000273854","ENSP00000273854","P54756","EPHA5",2044
"ENSG00000145242","ENST00000354839","ENSP00000346899","P54756","EPHA5",2044
"ENSG00000145242","ENST00000432638","ENSP00000389208","","EPHA5",2044
"ENSG00000145242","ENST00000511294","ENSP00000427638","","EPHA5",2044
"ENSG00000145242","ENST00000613740","ENSP00000478537","","EPHA5",2044
"ENSG00000145242","ENST00000622150","ENSP00000480763","","EPHA5",2044
