"REACTION","SUBSYSTEM"
"HMR_0167","Transport reactions"
"HMR_4882","Transport reactions"
"HMR_7196","Transport reactions"
"TRPVALASPt","Transport reactions"
"GLUSIDEtl","Transport reactions"
"15HPETATP","Transport reactions"
"HMR_4854","Transport reactions"
"HMR_1104","Transport reactions"
"HDCAter","Transport reactions"
"HMR_8872","Transport reactions"
"HMR_0018","Transport reactions"
"XYLUDte","Transport reactions"
"SPHMYLN18121_hs_SECt","Transport reactions"
"HMR_2066","Transport reactions"
"HMR_8940","Transport reactions"
"HMR_8215","Transport reactions"
"HMR_9588","Transport reactions"
"HMR_4963","Transport reactions"
"r1367","Transport reactions"
"HMR_5022","Transport reactions"
"HMR_6246","Transport reactions"
"15KPROSTGF2t","Transport reactions"
"MK7t","Transport reactions"
"ACLEUtm","Transport reactions"
"HMR_7897","Transport reactions"
"GLYPROPRO1c","Transport reactions"
"THBPTt","Transport reactions"
"PCHOL2OLE_HSABCt","Transport reactions"
"HMR_5480","Transport reactions"
"HMR_3473","Transport reactions"
"HMR_5886","Transport reactions"
"PCHOLN183_HSt1e","Transport reactions"
"HMR_8932","Transport reactions"
"TRPGLYVALt","Transport reactions"
"r1318","Transport reactions"
"HMR_4535","Transport reactions"
"HMR_6048","Transport reactions"
"HMR_8903","Transport reactions"
"HMR_6101","Transport reactions"
"HMR_5753","Transport reactions"
"HMR_5521","Transport reactions"
"HMR_8199","Transport reactions"
"HMR_5846","Transport reactions"
"HMR_9751","Transport reactions"
"r2509","Transport reactions"
"HMR_0408","Transport reactions"
"C16DCtr","Transport reactions"
"HMR_8696","Transport reactions"
"PCHOLMYR_Hst1e","Transport reactions"
"HMR_4959","Transport reactions"
"PEPALM_HSASBCt","Transport reactions"
"HMR_9617","Transport reactions"
"HMR_3007","Transport reactions"
"HMR_5525","Transport reactions"
"PAIL_hs_t1e","Transport reactions"
"3DHDCAt2","Transport reactions"
"HMR_7722","Transport reactions"
"HMR_5684","Transport reactions"
"ISOCHOLt","Transport reactions"
"2OXOADPt","Transport reactions"
"HMR_6480","Transport reactions"
"HMR_6016","Transport reactions"
"HMR_7737","Transport reactions"
"Q10H2e","Transport reactions"
"HMR_6066","Transport reactions"
"HMR_4852","Transport reactions"
"HMR_10117","Transport reactions"
"HMR_0307","Transport reactions"
"HMR_5893","Transport reactions"
"HMR_5566","Transport reactions"
"HMR_0802","Transport reactions"
"LNLCCRNtd","Transport reactions"
"PTPATe","Transport reactions"
"HMR_7986","Transport reactions"
"OCDEAFABP1tc","Transport reactions"
"GLACtm","Transport reactions"
"HMR_8252","Transport reactions"
"MLTHFte2","Transport reactions"
"HMR_6321","Transport reactions"
"LCTStg","Transport reactions"
"HMR_1899","Transport reactions"
"HMR_7224","Transport reactions"
"CYST_Ltr","Transport reactions"
"HMR_4312","Transport reactions"
"HMR_8042","Transport reactions"
"GLYPROPEPT1tc","Transport reactions"
"C81CRNtr","Transport reactions"
"HMR_0403","Transport reactions"
"HMR_4393","Transport reactions"
"HMR_6277","Transport reactions"
"CRNtHa","Transport reactions"
"C4tmc","Transport reactions"
"DHCRMtg","Transport reactions"
"HMR_7777","Transport reactions"
"HC00900t4","Transport reactions"
"HMR_8753","Transport reactions"
"HMR_5579","Transport reactions"
"HMR_5959","Transport reactions"
"HMR_8551","Transport reactions"
"HMR_7686","Transport reactions"
"HMR_6175","Transport reactions"
"HMR_8919","Transport reactions"
"HMR_6224","Transport reactions"
"PE203_HSABCt","Transport reactions"
"HMR_9769","Transport reactions"
"HMR_0339","Transport reactions"
"HMR_6204","Transport reactions"
"HMR_5721","Transport reactions"
"HMR_7832","Transport reactions"
"r2498","Transport reactions"
"HMR_5563","Transport reactions"
"HMR_5633","Transport reactions"
"ACLYSt","Transport reactions"
"PEDH203_HSt1e","Transport reactions"
"NAHCO3_HCLt","Transport reactions"
"HMR_6092","Transport reactions"
"PCHOLAR_HSt1e","Transport reactions"
"LYSPHEILEt","Transport reactions"
"XOLEST226tl","Transport reactions"
"PIter","Transport reactions"
"LPAMtm","Transport reactions"
"HMR_6158","Transport reactions"
"HISGLUt","Transport reactions"
"HMR_7848","Transport reactions"
"GCDCA3St","Transport reactions"
"TYRTYRt","Transport reactions"
"r0936","Transport reactions"
"TRPTHRILEt","Transport reactions"
"HMR_4996","Transport reactions"
"C05298te","Transport reactions"
"TRPILETRPt","Transport reactions"
"HMR_5077","Transport reactions"
"HMR_2141","Transport reactions"
"HMR_5898","Transport reactions"
"HMR_5471","Transport reactions"
"HMR_5813","Transport reactions"
"HMR_4271","Transport reactions"
"HMR_6356","Transport reactions"
"HMR_4989","Transport reactions"
"HMR_6099","Transport reactions"
"HMR_9185","Transport reactions"
"LTHSTRLt","Transport reactions"
"EANDRSTRNtr","Transport reactions"
"HMR_6168","Transport reactions"
"GLUTAROAT3t","Transport reactions"
"HMR_9761","Transport reactions"
"HMR_9747","Transport reactions"
"HMR_6207","Transport reactions"
"TRPILELYSt","Transport reactions"
"HMR_7640","Transport reactions"
"HMR_0415","Transport reactions"
"HMR_4893","Transport reactions"
"HMR_5529","Transport reactions"
"HMR_1392","Transport reactions"
"HMR_7718","Transport reactions"
"HMR_7431","Transport reactions"
"HMR_8058","Transport reactions"
"CE4970tm","Transport reactions"
"GLCt2_2","Transport reactions"
"HMR_8885","Transport reactions"
"HMR_6051","Transport reactions"
"HMR_1696","Transport reactions"
"HMR_2407","Transport reactions"
"HMR_9749","Transport reactions"
"HMR_1443","Transport reactions"
"ILEB0AT3tc","Transport reactions"
"HMR_4863","Transport reactions"
"HMR_8793","Transport reactions"
"HMR_5481","Transport reactions"
"HMR_9632","Transport reactions"
"HMR_3921","Transport reactions"
"VALVALt","Transport reactions"
"HMR_5847","Transport reactions"
"HMR_8476","Transport reactions"
"LCA3Gte","Transport reactions"
"ELAIDCRNte","Transport reactions"
"HMR_6517","Transport reactions"
"PHACGLYt","Transport reactions"
"HMR_7735","Transport reactions"
"HMR_6192","Transport reactions"
"HMR_5212","Transport reactions"
"UDPGALt2r","Transport reactions"
"HMR_5198","Transport reactions"
"HMR_3946","Transport reactions"
"GM2Atl","Transport reactions"
"HMR_4469","Transport reactions"
"CDPDAGtm","Transport reactions"
"PHESERTRPt","Transport reactions"
"HMR_7719","Transport reactions"
"HMR_5549","Transport reactions"
"HMR_5730","Transport reactions"
"HMR_7666","Transport reactions"
"HMR_8320","Transport reactions"
"HMR_1144","Transport reactions"
"PMTCRNtr","Transport reactions"
"HMR_4756","Transport reactions"
"HMR_1836","Transport reactions"
"HMR_5251","Transport reactions"
"3HCINNMsec","Transport reactions"
"HMR_7947","Transport reactions"
"CE4968tm","Transport reactions"
"HMR_6358","Transport reactions"
"PCHOLET_HSABCt","Transport reactions"
"HMR_0175","Transport reactions"
"HMR_3026","Transport reactions"
"THRASNTYRt","Transport reactions"
"HMR_5997","Transport reactions"
"TTDCRNtr","Transport reactions"
"GLYCLTtd","Transport reactions"
"HMR_5201","Transport reactions"
"HMR_5612","Transport reactions"
"HMR_5764","Transport reactions"
"GD3tg","Transport reactions"
"HMR_5082","Transport reactions"
"TETDECA511ACtd","Transport reactions"
"HMR_6049","Transport reactions"
"GM1Atl","Transport reactions"
"HMR_5653","Transport reactions"
"HMR_7762","Transport reactions"
"HMR_5876","Transport reactions"
"HMR_5466","Transport reactions"
"HMR_4858","Transport reactions"
"H2OGLYAQPt","Transport reactions"
"TMNDNCCOAtx","Transport reactions"
"HMR_0427","Transport reactions"
"HMR_5910","Transport reactions"
"2PGtr","Transport reactions"
"HMR_8428","Transport reactions"
"HMR_5623","Transport reactions"
"HMR_7994","Transport reactions"
"HMR_4934","Transport reactions"
"HMR_6287","Transport reactions"
"HMR_7772","Transport reactions"
"HMR_6177","Transport reactions"
"HMR_5812","Transport reactions"
"DOPA4GLCURt","Transport reactions"
"CE7082ATP","Transport reactions"
"GD1Btl","Transport reactions"
"HMR_2564","Transport reactions"
"DODECANACt","Transport reactions"
"HMR_5781","Transport reactions"
"HMR_4952","Transport reactions"
"CE7083t","Transport reactions"
"ASPHISPROt","Transport reactions"
"SPHMYLN_HsATPte","Transport reactions"
"r0983","Transport reactions"
"HMR_0371","Transport reactions"
"3HPPtm","Transport reactions"
"HMR_5609","Transport reactions"
"HMR_5607","Transport reactions"
"PPAtm","Transport reactions"
"HMR_8902","Transport reactions"
"HMR_5852","Transport reactions"
"TAURCHAe","Transport reactions"
"ACTYRte","Transport reactions"
"HMR_4850","Transport reactions"
"HMR_6366","Transport reactions"
"GM2tg","Transport reactions"
"HDCECRNtr","Transport reactions"
"PCHOL2LINL_HSt1e","Transport reactions"
"XOLTRI27te","Transport reactions"
"HMR_8676","Transport reactions"
"HMR_8837","Transport reactions"
"HMR_0030","Transport reactions"
"HMR_5704","Transport reactions"
"HMR_7778","Transport reactions"
"HMR_6080","Transport reactions"
"HMR_6530","Transport reactions"
"HMR_7738","Transport reactions"
"HMR_8089","Transport reactions"
"HMR_7734","Transport reactions"
"HMR_9601","Transport reactions"
"GA1tl","Transport reactions"
"HMR_7981","Transport reactions"
"HMR_6002","Transport reactions"
"HMR_8524","Transport reactions"
"HMR_8420","Transport reactions"
"HMR_8236","Transport reactions"
"HMR_6526","Transport reactions"
"HMR_1188","Transport reactions"
"HMR_5511","Transport reactions"
"XYLULte","Transport reactions"
"HMR_1855","Transport reactions"
"HISLYSVALt","Transport reactions"
"DODECANACtd","Transport reactions"
"HMR_8131","Transport reactions"
"HMR_5931","Transport reactions"
"3HMPtd","Transport reactions"
"HMR_6072","Transport reactions"
"HMR_5114","Transport reactions"
"HMR_5739","Transport reactions"
"HMR_2104","Transport reactions"
"ACHOMte","Transport reactions"
"HMR_8914","Transport reactions"
"HMR_5441","Transport reactions"
"ETHAMPtr","Transport reactions"
"HMR_5747","Transport reactions"
"PCHOLN28_HSte","Transport reactions"
"HMR_1878","Transport reactions"
"RTOTAL2t","Transport reactions"
"HMR_8374","Transport reactions"
"HMR_5074","Transport reactions"
"LEUt5m","Transport reactions"
"HMR_5613","Transport reactions"
"HMR_6323","Transport reactions"
"PCSup","Transport reactions"
"HMR_6114","Transport reactions"
"HMR_0015","Transport reactions"
"C14770ATP","Transport reactions"
"HMR_6085","Transport reactions"
"HMR_6027","Transport reactions"
"HMR_5919","Transport reactions"
"HMR_8335","Transport reactions"
"ARGLEUPHEt","Transport reactions"
"r2510","Transport reactions"
"LPIPECOLtx","Transport reactions"
"PCHOLN1836_HSABCt","Transport reactions"
"HMR_8361","Transport reactions"
"C14768td","Transport reactions"
"GLNPROGLUt","Transport reactions"
"HMR_5125","Transport reactions"
"HMR_5737","Transport reactions"
"HMR_7705","Transport reactions"
"HMR_0199","Transport reactions"
"HMR_10039","Transport reactions"
"PCOLLG5HLYStd","Transport reactions"
"HMR_8925","Transport reactions"
"HMR_5594","Transport reactions"
"HMR_7433","Transport reactions"
"CYSGLNMETt","Transport reactions"
"HMR_6070","Transport reactions"
"HMR_9795","Transport reactions"
"HMR_6036","Transport reactions"
"HMR_7839","Transport reactions"
"FORGLUt","Transport reactions"
"LEUTRPARGt","Transport reactions"
"PAPtl","Transport reactions"
"r0941","Transport reactions"
"HMR_0185","Transport reactions"
"HMR_5632","Transport reactions"
"HMR_9643","Transport reactions"
"ESTRIOLATP","Transport reactions"
"HMR_6351","Transport reactions"
"HMR_0235","Transport reactions"
"HMR_1753","Transport reactions"
"HMR_0929","Transport reactions"
"VITKtl","Transport reactions"
"ATPasel","Transport reactions"
"CYSLEUTHRt","Transport reactions"
"PCHOLN224_HSABCt","Transport reactions"
"HMR_5066","Transport reactions"
"HMR_6303","Transport reactions"
"HMR_7687","Transport reactions"
"HMR_5202","Transport reactions"
"PCHOLN2254_HSt1e","Transport reactions"
"CE2176t","Transport reactions"
"CYSASPPHEt","Transport reactions"
"UCHOLabc","Transport reactions"
"HMR_1857","Transport reactions"
"HMR_6307","Transport reactions"
"HMR_5904","Transport reactions"
"HMR_5890","Transport reactions"
"HMR_5603","Transport reactions"
"HMR_5643","Transport reactions"
"ICDCHOLt2","Transport reactions"
"ARGCYSSERt","Transport reactions"
"ISOBUTte","Transport reactions"
"HMR_5462","Transport reactions"
"DDECE1CRNtr","Transport reactions"
"ASPVALASNt","Transport reactions"
"HMR_6315","Transport reactions"
"HMR_5865","Transport reactions"
"HMR_8119","Transport reactions"
"HMR_8878","Transport reactions"
"LYSTYRILEt","Transport reactions"
"CE6247t","Transport reactions"
"HMR_6371","Transport reactions"
"BALAPAT1tc","Transport reactions"
"HMR_8844","Transport reactions"
"FRDPtr","Transport reactions"
"HMR_9580","Transport reactions"
"HMR_5687","Transport reactions"
"HMR_9180","Transport reactions"
"HMR_5342","Transport reactions"
"HMR_5696","Transport reactions"
"HMR_4912","Transport reactions"
"PGLYCtm","Transport reactions"
"HMR_8883","Transport reactions"
"HMR_7861","Transport reactions"
"HMR_9791","Transport reactions"
"ADNCNT3tc","Transport reactions"
"ASNTYRPHEt","Transport reactions"
"HMR_6389","Transport reactions"
"HMR_10058","Transport reactions"
"HMR_5519","Transport reactions"
"HMR_6481","Transport reactions"
"3DHCHOLt2","Transport reactions"
"HMR_5031","Transport reactions"
"ARGCYSGLYt","Transport reactions"
"HMR_5870","Transport reactions"
"r1540","Transport reactions"
"HMR_1679","Transport reactions"
"HMR_8239","Transport reactions"
"HMR_9630","Transport reactions"
"HMR_7773","Transport reactions"
"PROHISTYRt","Transport reactions"
"HMR_8054","Transport reactions"
"MK8t","Transport reactions"
"HMR_7435","Transport reactions"
"7DHCHOLabc","Transport reactions"
"HISASPt","Transport reactions"
"HXANtl","Transport reactions"
"C101CRNtr","Transport reactions"
"HMR_5105","Transport reactions"
"HMR_5772","Transport reactions"
"HMR_5714","Transport reactions"
"THMtrbc","Transport reactions"
"C3DCtr","Transport reactions"
"CITRtm","Transport reactions"
"HMR_8041","Transport reactions"
"CYSGLUHISt","Transport reactions"
"HMR_5503","Transport reactions"
"HMR_6221","Transport reactions"
"HMR_5895","Transport reactions"
"FRDPtcr","Transport reactions"
"HMR_0178","Transport reactions"
"HMR_5534","Transport reactions"
"HMR_9622","Transport reactions"
"HISyLATtc","Transport reactions"
"HMR_5049","Transport reactions"
"HMR_9764","Transport reactions"
"THRHISHISt","Transport reactions"
"HMR_4960","Transport reactions"
"APRGSTRNt1e","Transport reactions"
"CE4843t","Transport reactions"
"HMR_6118","Transport reactions"
"HMR_5129","Transport reactions"
"HMR_9669","Transport reactions"
"C06314t","Transport reactions"
"5HPETtd","Transport reactions"
"HMR_8868","Transport reactions"
"HMR_5581","Transport reactions"
"PPIOGLYtm","Transport reactions"
"HMR_6084","Transport reactions"
"HMR_7849","Transport reactions"
"HMR_7797","Transport reactions"
"HMR_9790","Transport reactions"
"HMR_5223","Transport reactions"
"HMR_5631","Transport reactions"
"HMR_0288","Transport reactions"
"HMR_5552","Transport reactions"
"TETTET6COAtm","Transport reactions"
"HMR_4933","Transport reactions"
"HMR_6324","Transport reactions"
"HMR_6043","Transport reactions"
"PCHOLN183_HSABCt","Transport reactions"
"SPHGNtn","Transport reactions"
"CORE4t","Transport reactions"
"ACCOAtr","Transport reactions"
"HMR_7596","Transport reactions"
"HMR_5497","Transport reactions"
"PE226_HSABCt","Transport reactions"
"PROSTGE2t2m","Transport reactions"
"PALFATPtc","Transport reactions"
"CE2516t","Transport reactions"
"CE5629t","Transport reactions"
"GLUPROASCT1","Transport reactions"
"HMR_8343","Transport reactions"
"HMR_8234","Transport reactions"
"LEUPROARGt","Transport reactions"
"GALTt","Transport reactions"
"HMR_4971","Transport reactions"
"PPItm","Transport reactions"
"HMR_6075","Transport reactions"
"HMR_5855","Transport reactions"
"HMR_5791","Transport reactions"
"TRPTHRTYRt","Transport reactions"
"HMR_5487","Transport reactions"
"HMR_5662","Transport reactions"
"HMR_0384","Transport reactions"
"r2238","Transport reactions"
"HMR_7729","Transport reactions"
"HMR_4266","Transport reactions"
"DGTPtm","Transport reactions"
"HMR_0215","Transport reactions"
"HMR_5420","Transport reactions"
"HMR_5585","Transport reactions"
"TYRCYSTHRt","Transport reactions"
"HMR_5482","Transport reactions"
"34DHOXMANDte","Transport reactions"
"C05957td","Transport reactions"
"GALFUCGALACGLCGAL14ACGLCGALGLUSIDEtg","Transport reactions"
"HMR_1905","Transport reactions"
"HMR_7121","Transport reactions"
"PE12_HSt1e","Transport reactions"
"HMR_0348","Transport reactions"
"HMR_5590","Transport reactions"
"LEUKTRB4WCOOHt","Transport reactions"
"r1014","Transport reactions"
"THRTYRMETt","Transport reactions"
"CE1401te","Transport reactions"
"HMR_0326","Transport reactions"
"HMR_4874","Transport reactions"
"HMR_7523","Transport reactions"
"HMR_5582","Transport reactions"
"HMR_5043","Transport reactions"
"PAFABCt","Transport reactions"
"HMR_6138","Transport reactions"
"HMR_6028","Transport reactions"
"HMR_7763","Transport reactions"
"3MGLUTACtm","Transport reactions"
"HMR_9187","Transport reactions"
"LGNCCOAtcx","Transport reactions"
"5FTHFt2","Transport reactions"
"HOMOVALte","Transport reactions"
"HMR_9659","Transport reactions"
"HMR_8007","Transport reactions"
"HMR_6229","Transport reactions"
"ILETRPTYRt","Transport reactions"
"TUDCA3Sabc","Transport reactions"
"HMR_10051","Transport reactions"
"HMR_7963","Transport reactions"
"HMR_7901","Transport reactions"
"HMR_7539","Transport reactions"
"C05767te","Transport reactions"
"HMR_8359","Transport reactions"
"HMR_0258","Transport reactions"
"TRPGLNGLNt","Transport reactions"
"HMR_7637","Transport reactions"
"pac","Transport reactions"
"HMR_9635","Transport reactions"
"HMR_0464","Transport reactions"
"HMR_5840","Transport reactions"
"OAAt","Transport reactions"
"EIC21114TRte","Transport reactions"
"HMR_8908","Transport reactions"
"HMR_8715","Transport reactions"
"GLCRt1","Transport reactions"
"METB0AT3tc","Transport reactions"
"HMR_8673","Transport reactions"
"HMR_7252","Transport reactions"
"HMR_5056","Transport reactions"
"MLTHFte3","Transport reactions"
"HMR_3959","Transport reactions"
"HMR_7482","Transport reactions"
"PROGLyt","Transport reactions"
"HMR_8491","Transport reactions"
"VALSERARGt","Transport reactions"
"HMR_6440","Transport reactions"
"HMR_5296","Transport reactions"
"HMR_1930","Transport reactions"
"HMR_5834","Transport reactions"
"HMR_5749","Transport reactions"
"HMR_4123","Transport reactions"
"ALAGLYLYSt","Transport reactions"
"HMR_2082","Transport reactions"
"SELMETHt2e","Transport reactions"
"r1493","Transport reactions"
"7OHOCTAte","Transport reactions"
"C8DCtr","Transport reactions"
"HMR_8312","Transport reactions"
"TRPGLYPHEt","Transport reactions"
"HMR_8363","Transport reactions"
"HMR_5836","Transport reactions"
"BTNt4i","Transport reactions"
"HMR_7117","Transport reactions"
"HMR_6341","Transport reactions"
"HMR_8734","Transport reactions"
"CLCFTRtm","Transport reactions"
"3MGLUTACte","Transport reactions"
"HMR_4913","Transport reactions"
"GLUSIDEtg","Transport reactions"
"HMR_5762","Transport reactions"
"HCA6Gtr","Transport reactions"
"HMR_0717","Transport reactions"
"PMTCRNte","Transport reactions"
"HMR_5113","Transport reactions"
"HMR_9672","Transport reactions"
"ILEGLYARGt","Transport reactions"
"HMR_0962","Transport reactions"
"HMR_9611","Transport reactions"
"HMR_6086","Transport reactions"
"HMR_5775","Transport reactions"
"HMR_0265","Transport reactions"
"HMR_5785","Transport reactions"
"HMR_5803","Transport reactions"
"HMR_8931","Transport reactions"
"LTHSTRLABCt","Transport reactions"
"r1364","Transport reactions"
"HMR_5012","Transport reactions"
"HMR_0770","Transport reactions"
"TDCA3Sabc","Transport reactions"
"FOLt2","Transport reactions"
"HMR_4955","Transport reactions"
"HMR_8447","Transport reactions"
"4AABUTNt","Transport reactions"
"PCRESOLup","Transport reactions"
"HMR_7860","Transport reactions"
"TRPGLYASPt","Transport reactions"
"HMR_1572","Transport reactions"
"HMR_1774","Transport reactions"
"HMR_5933","Transport reactions"
"HMR_0224","Transport reactions"
"HMR_5875","Transport reactions"
"HMR_5216","Transport reactions"
"HMR_1745","Transport reactions"
"STCOAtx","Transport reactions"
"HMR_6094","Transport reactions"
"GD3tm","Transport reactions"
"HMR_7765","Transport reactions"
"HMR_6308","Transport reactions"
"HMR_8655","Transport reactions"
"HMR_8888","Transport reactions"
"HMR_8118","Transport reactions"
"12PPDRte","Transport reactions"
"HMR_5944","Transport reactions"
"HMR_9793","Transport reactions"
"HMR_1900","Transport reactions"
"HMR_5221","Transport reactions"
"ISOCHOLt2","Transport reactions"
"LTHSTRLtr","Transport reactions"
"5MTHFt2","Transport reactions"
"HMR_0216","Transport reactions"
"HMR_5413","Transport reactions"
"CA24Gte","Transport reactions"
"CE2211te","Transport reactions"
"3HPPAup","Transport reactions"
"HMR_2101","Transport reactions"
"CE1297t","Transport reactions"
"GLYVESSEC","Transport reactions"
"HMR_5963","Transport reactions"
"HMR_5126","Transport reactions"
"ESTRONEte","Transport reactions"
"HMR_5424","Transport reactions"
"HMR_10104","Transport reactions"
"LEUGLYHYc","Transport reactions"
"HMR_10052","Transport reactions"
"HMR_5446","Transport reactions"
"ARGHISTHRt","Transport reactions"
"INDOLEup","Transport reactions"
"HMR_4940","Transport reactions"
"HMR_6300","Transport reactions"
"PROASNCYSt","Transport reactions"
"HMR_8642","Transport reactions"
"HMR_8887","Transport reactions"
"2HYDOGte","Transport reactions"
"HMR_5797","Transport reactions"
"TRPB0AT3tc","Transport reactions"
"HMR_5116","Transport reactions"
"2M3HBUtm","Transport reactions"
"HMR_5522","Transport reactions"
"HMR_5683","Transport reactions"
"HMR_0308","Transport reactions"
"XOLEST205_HSte","Transport reactions"
"HMR_5230","Transport reactions"
"TRPLEUVALt","Transport reactions"
"SPHMYLN18115_hs_ATPt","Transport reactions"
"HEXDIACATP","Transport reactions"
"HMR_7851","Transport reactions"
"HMR_8942","Transport reactions"
"HPDECEte","Transport reactions"
"HMR_7646","Transport reactions"
"METHSUCCte","Transport reactions"
"DCTPtm","Transport reactions"
"DHAPtc","Transport reactions"
"HMR_6305","Transport reactions"
"PROSTGE2t2r","Transport reactions"
"HMR_5076","Transport reactions"
"HMR_7590","Transport reactions"
"HMR_6352","Transport reactions"
"PROTRPLYSt","Transport reactions"
"TRPGLULEUt","Transport reactions"
"HMR_6095","Transport reactions"
"GM2tl","Transport reactions"
"HMR_7437","Transport reactions"
"3HEXDCRNtr","Transport reactions"
"PE203_HSt1e","Transport reactions"
"PCHOLLINL_HSt1e","Transport reactions"
"PPASMCT1","Transport reactions"
"HMR_5010","Transport reactions"
"HMR_7961","Transport reactions"
"HMR_6018","Transport reactions"
"HMR_9629","Transport reactions"
"DCA3St","Transport reactions"
"HMR_8195","Transport reactions"
"HMR_4888","Transport reactions"
"HMR_6373","Transport reactions"
"HMR_1269","Transport reactions"
"TTDCAFATPc","Transport reactions"
"MLTHFte1","Transport reactions"
"LYSTRPARGt","Transport reactions"
"XOL25OHtr","Transport reactions"
"HDCA24Gte","Transport reactions"
"HMR_7983","Transport reactions"
"GALGLUSIDEtl2","Transport reactions"
"HMR_5782","Transport reactions"
"r0989","Transport reactions"
"HMR_8627","Transport reactions"
"NICRNtr","Transport reactions"
"HMR_8633","Transport reactions"
"C10DCtr","Transport reactions"
"3OHSUBACtxc","Transport reactions"
"HMR_5540","Transport reactions"
"C4x","Transport reactions"
"HMR_6044","Transport reactions"
"HMR_6087","Transport reactions"
"HMR_3478","Transport reactions"
"CE5643te","Transport reactions"
"HMR_3954","Transport reactions"
"3DHCHOLt","Transport reactions"
"HMR_9176","Transport reactions"
"HMR_8193","Transport reactions"
"HMR_8123","Transport reactions"
"HMR_8893","Transport reactions"
"HMR_5073","Transport reactions"
"HMR_8838","Transport reactions"
"GLYSARCNc","Transport reactions"
"HMR_5509","Transport reactions"
"HMR_5960","Transport reactions"
"HMR_9191","Transport reactions"
"r1003","Transport reactions"
"SQLtr","Transport reactions"
"HMR_8157","Transport reactions"
"LPIPECOLt","Transport reactions"
"HMR_6244","Transport reactions"
"NRVNCCOAtxc","Transport reactions"
"PHPYRte","Transport reactions"
"HMR_4999","Transport reactions"
"SPHMYLN1825_hs_SECt","Transport reactions"
"RTOTAL3FATPc","Transport reactions"
"HMR_8282","Transport reactions"
"HMR_10042","Transport reactions"
"HMR_7988","Transport reactions"
"ACILEte","Transport reactions"
"r1017","Transport reactions"
"HMR_5971","Transport reactions"
"HMR_10110","Transport reactions"
"HMR_6274","Transport reactions"
"5G2OXPTtx","Transport reactions"
"HMR_5515","Transport reactions"
"HMR_7836","Transport reactions"
"HMR_5670","Transport reactions"
"HMR_0796","Transport reactions"
"HMR_8086","Transport reactions"
"ARGSUCte","Transport reactions"
"r1298","Transport reactions"
"HMR_5820","Transport reactions"
"HMR_5584","Transport reactions"
"CE1352te","Transport reactions"
"HMR_0208","Transport reactions"
"HMR_6135","Transport reactions"
"HMR_5647","Transport reactions"
"HMR_8671","Transport reactions"
"PCHOL2STE_HSABCt","Transport reactions"
"C14826ATP","Transport reactions"
"HMR_5592","Transport reactions"
"HMR_6408","Transport reactions"
"N8ASPMDte","Transport reactions"
"HMR_8763","Transport reactions"
"HMR_6188","Transport reactions"
"r1024","Transport reactions"
"HMR_5754","Transport reactions"
"HMR_5473","Transport reactions"
"CE7096te","Transport reactions"
"HMR_7776","Transport reactions"
"HMR_7307","Transport reactions"
"PHETYRLYSt","Transport reactions"
"HMR_7720","Transport reactions"
"CE4970te","Transport reactions"
"HMR_0387","Transport reactions"
"HMR_7847","Transport reactions"
"HMR_6311","Transport reactions"
"3DHCDCHOLabc","Transport reactions"
"HMR_5652","Transport reactions"
"HMR_9789","Transport reactions"
"DAGt","Transport reactions"
"HMR_0344","Transport reactions"
"HEXDIACtd","Transport reactions"
"HMR_0769","Transport reactions"
"HMR_9777","Transport reactions"
"HMR_5469","Transport reactions"
"URCANt","Transport reactions"
"THRILEARGt","Transport reactions"
"HMR_6212","Transport reactions"
"HMR_0236","Transport reactions"
"SPHMYLN18118_hs_SECt","Transport reactions"
"HMR_4845","Transport reactions"
"HMR_6534","Transport reactions"
"HMR_8923","Transport reactions"
"HMR_6015","Transport reactions"
"HMR_5957","Transport reactions"
"HMR_6259","Transport reactions"
"HMR_6000","Transport reactions"
"LCYSTt","Transport reactions"
"GD3tlc","Transport reactions"
"HMR_6527","Transport reactions"
"12DHCHOLt","Transport reactions"
"RETINALt","Transport reactions"
"HMR_8639","Transport reactions"
"HMR_5050","Transport reactions"
"PHELYSPROt","Transport reactions"
"HMR_1619","Transport reactions"
"HMR_7651","Transport reactions"
"HMR_5863","Transport reactions"
"HMR_5779","Transport reactions"
"HMR_4956","Transport reactions"
"HMR_1859","Transport reactions"
"PEDH203_HSABCt","Transport reactions"
"HMR_7853","Transport reactions"
"SPHMYLN18115_hs_t1","Transport reactions"
"C05953tr","Transport reactions"
"HMR_7632","Transport reactions"
"VALt5m","Transport reactions"
"HMR_7262","Transport reactions"
"HMR_4951","Transport reactions"
"HMR_2092","Transport reactions"
"STCRNtr","Transport reactions"
"TUDCA3St","Transport reactions"
"HMR_5616","Transport reactions"
"BTNt3i","Transport reactions"
"HMR_1089","Transport reactions"
"UDCA3Sabc","Transport reactions"
"HMR_6334","Transport reactions"
"HMR_5610","Transport reactions"
"HMR_7685","Transport reactions"
"HMR_5011","Transport reactions"
"HMR_7824","Transport reactions"
"CE2172t","Transport reactions"
"HMR_6372","Transport reactions"
"HMR_8163","Transport reactions"
"HMR_6156","Transport reactions"
"HMR_4949","Transport reactions"
"HMR_6271","Transport reactions"
"HMR_6026","Transport reactions"
"HMR_5231","Transport reactions"
"HMR_4851","Transport reactions"
"HMR_6382","Transport reactions"
"HMR_4944","Transport reactions"
"HMR_8050","Transport reactions"
"C2tcx","Transport reactions"
"HMR_5047","Transport reactions"
"HXAt1","Transport reactions"
