"","original","FASTcore","GIMME","IMAT","CORDA","tINIT"
"HMR_8611",1,"Present","1","1","Medium","10"
"HMR_4285",0,"-","0","0","Negative","-8"
"HMR_0457",0,"-","0","0","Negative","-8"
"HMR_0460",0,"-","0","0","Negative","-8"
"HMR_3750",0,"-","0","0","Negative","-8"
"HMR_3752",2,"Present","2","2","High","15"
"HMR_3770",2,"Present","2","2","High","15"
"HMR_3771",0,"-","0","0","Negative","-8"
"HMR_3772",0,"-","0","0","Negative","-8"
"HMR_3782",0,"-","0","0","Negative","-8"
"HMR_3784",2,"Present","2","2","High","15"
"HMR_3839",1,"Present","1","1","Medium","10"
"HMR_3841",0,"-","0","0","Negative","-8"
"HMR_3843",1,"Present","1","1","Medium","10"
"HMR_3845",0,"-","0","0","Negative","-8"
"HMR_3847",0,"-","0","0","Negative","-8"
"HMR_3849",0,"-","0","0","Negative","-8"
"HMR_3852",0,"-","0","0","Negative","-8"
"HMR_3856",3,"Present","2","2","High","20"
"HMR_3860",NA,"-","-1","-1","-","-2"
"HMR_3883",1,"Present","1","1","Medium","10"
"HMR_3901",0,"-","0","0","Negative","-8"
"HMR_3939",2,"Present","2","2","High","15"
"HMR_3974",1,"Present","1","1","Medium","10"
"HMR_4198",0,"-","0","0","Negative","-8"
"HMR_4199",0,"-","0","0","Negative","-8"
"HMR_4200",1,"Present","1","1","Medium","10"
"HMR_4284",NA,"-","-1","-1","-","-2"
"HMR_4348",1,"Present","1","1","Medium","10"
"HMR_4467",0,"-","0","0","Negative","-8"
"HMR_4582",1,"Present","1","1","Medium","10"
"HMR_4584",0,"-","0","0","Negative","-8"
"HMR_4696",1,"Present","1","1","Medium","10"
"HMR_4697",0,"-","0","0","Negative","-8"
"HMR_4698",0,"-","0","0","Negative","-8"
"HMR_4699",3,"Present","2","2","High","20"
"HMR_4700",0,"-","0","0","Negative","-8"
"HMR_4742",2,"Present","2","2","High","15"
"HMR_4788",0,"-","0","0","Negative","-8"
"HMR_4789",1,"Present","1","1","Medium","10"
"HMR_4791",0,"-","0","0","Negative","-8"
"HMR_4792",3,"Present","2","2","High","20"
"HMR_5392",2,"Present","2","2","High","15"
"HMR_5393",0,"-","0","0","Negative","-8"
"HMR_6409",0,"-","0","0","Negative","-8"
"HMR_7702",3,"Present","2","2","High","20"
"HMR_7703",1,"Present","1","1","Medium","10"
"HMR_8433",0,"-","0","0","Negative","-8"
"HMR_8434",0,"-","0","0","Negative","-8"
"HMR_8435",0,"-","0","0","Negative","-8"
"HMR_8436",0,"-","0","0","Negative","-8"
"HMR_8437",0,"-","0","0","Negative","-8"
"HMR_8439",0,"-","0","0","Negative","-8"
"HMR_8440",0,"-","0","0","Negative","-8"
"HMR_8441",1,"Present","1","1","Medium","10"
"HMR_8442",NA,"-","-1","-1","-","-2"
"HMR_9718",NA,"-","-1","-1","-","-2"
"HMR_9486",0,"-","0","0","Negative","-8"
"HMR_4428",1,"Present","1","1","Medium","10"
"HMR_4429",1,"Present","1","1","Medium","10"
"HMR_4430",0,"-","0","0","Negative","-8"
"HMR_4431",1,"Present","1","1","Medium","10"
"HMR_4437",1,"Present","1","1","Medium","10"
"HMR_4658",0,"-","0","0","Negative","-8"
"HMR_4660",0,"-","0","0","Negative","-8"
"HMR_4712",0,"-","0","0","Negative","-8"
"HMR_5338",2,"Present","2","2","High","15"
"HMR_5339",1,"Present","1","1","Medium","10"
"HMR_8783",0,"-","0","0","Negative","-8"
"HMR_8784",3,"Present","2","2","High","20"
"HMR_4239",2,"Present","2","2","High","15"
"HMR_4288",0,"-","0","0","Negative","-8"
"HMR_4596",0,"-","0","0","Negative","-8"
"HMR_4597",0,"-","0","0","Negative","-8"
"HMR_4599",2,"Present","2","2","High","15"
"HMR_4667",0,"-","0","0","Negative","-8"
"HMR_4668",0,"-","0","0","Negative","-8"
"HMR_4737",0,"-","0","0","Negative","-8"
"HMR_4739",0,"-","0","0","Negative","-8"
"HMR_4740",2,"Present","2","2","High","15"
"HMR_6415",3,"Present","2","2","High","20"
"HMR_6974",NA,"-","-1","-1","-","-2"
"HMR_6975",2,"Present","2","2","High","15"
"HMR_6976",2,"Present","2","2","High","15"
"HMR_6977",2,"Present","2","2","High","15"
"HMR_6978",0,"-","0","0","Negative","-8"
"HMR_6979",0,"-","0","0","Negative","-8"
"HMR_6980",3,"Present","2","2","High","20"
"HMR_6981",3,"Present","2","2","High","20"
"HMR_6982",0,"-","0","0","Negative","-8"
"HMR_8017",NA,"-","-1","-1","-","-2"
"HMR_8018",NA,"-","-1","-1","-","-2"
"HMR_8019",NA,"-","-1","-1","-","-2"
"HMR_8021",0,"-","0","0","Negative","-8"
"HMR_8025",2,"Present","2","2","High","15"
"HMR_8026",2,"Present","2","2","High","15"
"HMR_8027",2,"Present","2","2","High","15"
"HMR_8029",0,"-","0","0","Negative","-8"
"HMR_3164",0,"-","0","0","Negative","-8"
"HMR_3166",1,"Present","1","1","Medium","10"
"HMR_3885",1,"Present","1","1","Medium","10"
"HMR_4250",NA,"-","-1","-1","-","-2"
"HMR_8091",0,"-","0","0","Negative","-8"
"HMR_8092",0,"-","0","0","Negative","-8"
"HMR_8563",0,"-","0","0","Negative","-8"
"HMR_8564",1,"Present","1","1","Medium","10"
"HMR_8565",NA,"-","-1","-1","-","-2"
"HMR_8566",1,"Present","1","1","Medium","10"
"HMR_3935",1,"Present","1","1","Medium","10"
"HMR_4681",0,"-","0","0","Negative","-8"
"HMR_4682",0,"-","0","0","Negative","-8"
"HMR_4683",1,"Present","1","1","Medium","10"
"HMR_4685",1,"Present","1","1","Medium","10"
"HMR_4686",1,"Present","1","1","Medium","10"
"HMR_4687",1,"Present","1","1","Medium","10"
"HMR_4702",NA,"-","-1","-1","-","-2"
"HMR_4703",1,"Present","1","1","Medium","10"
"HMR_4704",1,"Present","1","1","Medium","10"
"HMR_6988",0,"-","0","0","Negative","-8"
"HMR_7689",1,"Present","1","1","Medium","10"
"HMR_7701",0,"-","0","0","Negative","-8"
"HMR_8094",0,"-","0","0","Negative","-8"
"HMR_8529",0,"-","0","0","Negative","-8"
"HMR_8530",2,"Present","2","2","High","15"
"HMR_8533",1,"Present","1","1","Medium","10"
"HMR_8534",1,"Present","1","1","Medium","10"
"HMR_8535",1,"Present","1","1","Medium","10"
"HMR_8537",0,"-","0","0","Negative","-8"
"HMR_8541",1,"Present","1","1","Medium","10"
"HMR_8542",1,"Present","1","1","Medium","10"
"HMR_8543",0,"-","0","0","Negative","-8"
"HMR_8544",0,"-","0","0","Negative","-8"
"HMR_8540",NA,"-","-1","-1","-","-2"
"HMR_9733",NA,"-","-1","-1","-","-2"
"HMR_9734",1,"Present","1","1","Medium","10"
"HMR_3206",1,"Present","1","1","Medium","10"
"HMR_3208",0,"-","0","0","Negative","-8"
"HMR_3211",3,"Present","2","2","High","20"
"HMR_3213",0,"-","0","0","Negative","-8"
"HMR_3215",2,"Present","2","2","High","15"
"HMR_3747",0,"-","0","0","Negative","-8"
"HMR_3744",1,"Present","1","1","Medium","10"
"HMR_3757",3,"Present","2","2","High","20"
"HMR_3761",1,"Present","1","1","Medium","10"
"HMR_3777",0,"-","0","0","Negative","-8"
"HMR_3778",1,"Present","1","1","Medium","10"
"HMR_3795",1,"Present","1","1","Medium","10"
"HMR_4797",3,"Present","2","2","High","20"
"HMR_6417",0,"-","0","0","Negative","-8"
"HMR_6419",0,"-","0","0","Negative","-8"
"HMR_6420",0,"-","0","0","Negative","-8"
"HMR_6421",0,"-","0","0","Negative","-8"
"HMR_6422",0,"-","0","0","Negative","-8"
"HMR_6923",0,"-","0","0","Negative","-8"
"HMR_3765",1,"Present","1","1","Medium","10"
"HMR_6924",0,"-","0","0","Negative","-8"
"HMR_8088",0,"-","0","0","Negative","-8"
"HMR_8787",0,"-","0","0","Negative","-8"
"HMR_3940",0,"-","0","0","Negative","-8"
"HMR_4214",1,"Present","1","1","Medium","10"
"HMR_4216",1,"Present","1","1","Medium","10"
"HMR_4218",0,"-","0","0","Negative","-8"
"HMR_4219",1,"Present","1","1","Medium","10"
"HMR_4220",0,"-","0","0","Negative","-8"
"HMR_4222",1,"Present","1","1","Medium","10"
"HMR_4224",0,"-","0","0","Negative","-8"
"HMR_4225",0,"-","0","0","Negative","-8"
"HMR_4231",0,"-","0","0","Negative","-8"
"HMR_4232",NA,"-","-1","-1","-","-2"
"HMR_4233",NA,"-","-1","-1","-","-2"
"HMR_4235",NA,"-","-1","-1","-","-2"
"HMR_4242",2,"Present","2","2","High","15"
"HMR_4243",2,"Present","2","2","High","15"
"HMR_4244",1,"Present","1","1","Medium","10"
"HMR_4245",NA,"-","-1","-1","-","-2"
"HMR_4246",1,"Present","1","1","Medium","10"
"HMR_6707",0,"-","0","0","Negative","-8"
"HMR_6713",0,"-","0","0","Negative","-8"
"HMR_6714",3,"Present","2","2","High","20"
"HMR_6716",1,"Present","1","1","Medium","10"
"HMR_6717",1,"Present","1","1","Medium","10"
"HMR_6718",0,"-","0","0","Negative","-8"
"HMR_6719",0,"-","0","0","Negative","-8"
"HMR_6720",NA,"-","-1","-1","-","-2"
"HMR_6721",NA,"-","-1","-1","-","-2"
"HMR_6725",3,"Present","2","2","High","20"
"HMR_6726",0,"-","0","0","Negative","-8"
"HMR_6728",0,"-","0","0","Negative","-8"
"HMR_6729",1,"Present","1","1","Medium","10"
"HMR_6730",1,"Present","1","1","Medium","10"
"HMR_6731",0,"-","0","0","Negative","-8"
"HMR_6734",NA,"-","-1","-1","-","-2"
"HMR_6736",1,"Present","1","1","Medium","10"
"HMR_6738",NA,"-","-1","-1","-","-2"
"HMR_6740",0,"-","0","0","Negative","-8"
"HMR_6741",2,"Present","2","2","High","15"
"HMR_6742",NA,"-","-1","-1","-","-2"
"HMR_6743",1,"Present","1","1","Medium","10"
"HMR_6745",0,"-","0","0","Negative","-8"
"HMR_6746",1,"Present","1","1","Medium","10"
"HMR_6747",0,"-","0","0","Negative","-8"
"HMR_6748",1,"Present","1","1","Medium","10"
"HMR_6749",1,"Present","1","1","Medium","10"
"HMR_6750",1,"Present","1","1","Medium","10"
"HMR_6751",0,"-","0","0","Negative","-8"
"HMR_6752",0,"-","0","0","Negative","-8"
"HMR_6753",1,"Present","1","1","Medium","10"
"HMR_6754",1,"Present","1","1","Medium","10"
"HMR_6755",1,"Present","1","1","Medium","10"
"HMR_6756",2,"Present","2","2","High","15"
"HMR_6758",0,"-","0","0","Negative","-8"
"HMR_6760",1,"Present","1","1","Medium","10"
"HMR_6761",1,"Present","1","1","Medium","10"
"HMR_6762",1,"Present","1","1","Medium","10"
"HMR_6763",1,"Present","1","1","Medium","10"
"HMR_6764",0,"-","0","0","Negative","-8"
"HMR_6765",NA,"-","-1","-1","-","-2"
"HMR_6766",1,"Present","1","1","Medium","10"
"HMR_6767",1,"Present","1","1","Medium","10"
"HMR_6768",3,"Present","2","2","High","20"
"HMR_6770",0,"-","0","0","Negative","-8"
"HMR_6772",0,"-","0","0","Negative","-8"
"HMR_6774",1,"Present","1","1","Medium","10"
"HMR_6776",0,"-","0","0","Negative","-8"
"HMR_6778",0,"-","0","0","Negative","-8"
"HMR_6782",NA,"-","-1","-1","-","-2"
"HMR_6783",NA,"-","-1","-1","-","-2"
"HMR_6784",NA,"-","-1","-1","-","-2"
"HMR_6785",NA,"-","-1","-1","-","-2"
"HMR_6786",NA,"-","-1","-1","-","-2"
"HMR_6787",0,"-","0","0","Negative","-8"
"HMR_6789",0,"-","0","0","Negative","-8"
"HMR_6790",1,"Present","1","1","Medium","10"
"HMR_6791",1,"Present","1","1","Medium","10"
"HMR_6807",NA,"-","-1","-1","-","-2"
"HMR_6808",3,"Present","2","2","High","20"
"HMR_6811",3,"Present","2","2","High","20"
"HMR_6813",3,"Present","2","2","High","20"
"HMR_6817",0,"-","0","0","Negative","-8"
"HMR_6826",1,"Present","1","1","Medium","10"
"HMR_6829",3,"Present","2","2","High","20"
"HMR_6831",1,"Present","1","1","Medium","10"
"HMR_6834",0,"-","0","0","Negative","-8"
"HMR_6838",1,"Present","1","1","Medium","10"
"HMR_6839",1,"Present","1","1","Medium","10"
"HMR_6841",0,"-","0","0","Negative","-8"
"HMR_6844",1,"Present","1","1","Medium","10"
"HMR_6845",1,"Present","1","1","Medium","10"
"HMR_6849",0,"-","0","0","Negative","-8"
"HMR_6850",1,"Present","1","1","Medium","10"
"HMR_6851",1,"Present","1","1","Medium","10"
"HMR_6854",0,"-","0","0","Negative","-8"
"HMR_6874",1,"Present","1","1","Medium","10"
"HMR_6875",NA,"-","-1","-1","-","-2"
"HMR_6876",NA,"-","-1","-1","-","-2"
"HMR_6877",NA,"-","-1","-1","-","-2"
"HMR_6883",3,"Present","2","2","High","20"
"HMR_6888",0,"-","0","0","Negative","-8"
"HMR_7628",3,"Present","2","2","High","20"
"HMR_7756",0,"-","0","0","Negative","-8"
"HMR_8539",0,"-","0","0","Negative","-8"
"HMR_8794",NA,"-","-1","-1","-","-2"
"HMR_8795",NA,"-","-1","-1","-","-2"
"HMR_8796",0,"-","0","0","Negative","-8"
"HMR_3875",3,"Present","2","2","High","20"
"HMR_3877",2,"Present","2","2","High","15"
"HMR_3879",1,"Present","1","1","Medium","10"
"HMR_3881",1,"Present","1","1","Medium","10"
"HMR_3912",3,"Present","2","2","High","20"
"HMR_3917",1,"Present","1","1","Medium","10"
"HMR_3919",0,"-","0","0","Negative","-8"
"HMR_3920",1,"Present","1","1","Medium","10"
"HMR_3928",2,"Present","2","2","High","15"
"HMR_3995",2,"Present","2","2","High","15"
"HMR_3996",NA,"-","-1","-1","-","-2"
"HMR_4189",0,"-","0","0","Negative","-8"
"HMR_4302",1,"Present","1","1","Medium","10"
"HMR_4323",1,"Present","1","1","Medium","10"
"HMR_5381",0,"-","0","0","Negative","-8"
"HMR_5385",1,"Present","1","1","Medium","10"
"HMR_5386",0,"-","0","0","Negative","-8"
"HMR_5387",2,"Present","2","2","High","15"
"HMR_5389",1,"Present","1","1","Medium","10"
"HMR_5390",0,"-","0","0","Negative","-8"
"HMR_5391",0,"-","0","0","Negative","-8"
"HMR_5418",0,"-","0","0","Negative","-8"
"HMR_5419",0,"-","0","0","Negative","-8"
"HMR_6515",2,"Present","2","2","High","15"
"HMR_6518",2,"Present","2","2","High","15"
"HMR_6519",3,"Present","2","2","High","20"
"HMR_6520",2,"Present","2","2","High","15"
"HMR_8062",0,"-","0","0","Negative","-8"
"HMR_8066",3,"Present","2","2","High","20"
"HMR_8067",3,"Present","2","2","High","20"
"HMR_8068",1,"Present","1","1","Medium","10"
"HMR_8069",3,"Present","2","2","High","20"
"HMR_8682",NA,"-","-1","-1","-","-2"
"HMR_8685",NA,"-","-1","-1","-","-2"
"HMR_3868",2,"Present","2","2","High","15"
"HMR_3869",2,"Present","2","2","High","15"
"HMR_3889",0,"-","0","0","Negative","-8"
"HMR_3933",2,"Present","2","2","High","15"
"HMR_3937",3,"Present","2","2","High","20"
"HMR_4116",3,"Present","2","2","High","20"
"HMR_4120",3,"Present","2","2","High","20"
"HMR_4121",3,"Present","2","2","High","20"
"HMR_4175",1,"Present","1","1","Medium","10"
"HMR_4176",1,"Present","1","1","Medium","10"
"HMR_4324",0,"-","0","0","Negative","-8"
"HMR_4326",2,"Present","2","2","High","15"
"HMR_4328",3,"Present","2","2","High","20"
"HMR_4329",3,"Present","2","2","High","20"
"HMR_4708",1,"Present","1","1","Medium","10"
"HMR_8769",1,"Present","1","1","Medium","10"
"HMR_8770",1,"Present","1","1","Medium","10"
"HMR_8771",NA,"-","-1","-1","-","-2"
"HMR_4078",1,"Present","1","1","Medium","10"
"HMR_4079",3,"Present","2","2","High","20"
"HMR_4174",1,"Present","1","1","Medium","10"
"HMR_4330",0,"-","0","0","Negative","-8"
"HMR_4347",0,"-","0","0","Negative","-8"
"HMR_4425",0,"-","0","0","Negative","-8"
"HMR_4427",3,"Present","2","2","High","20"
"HMR_4689",3,"Present","2","2","High","20"
"HMR_4735",0,"-","0","0","Negative","-8"
"HMR_7991",NA,"-","-1","-1","-","-2"
"HMR_7992",0,"-","0","0","Negative","-8"
"HMR_7993",3,"Present","2","2","High","20"
"HMR_7128",2,"Present","2","2","High","15"
"HMR_7129",2,"Present","2","2","High","15"
"HMR_7130",NA,"-","-1","-1","-","-2"
"HMR_7131",2,"Present","2","2","High","15"
"HMR_7133",0,"-","0","0","Negative","-8"
"HMR_7137",1,"Present","1","1","Medium","10"
"HMR_7140",NA,"-","-1","-1","-","-2"
"HMR_7141",0,"-","0","0","Negative","-8"
"HMR_7647",1,"Present","1","1","Medium","10"
"HMR_8689",1,"Present","1","1","Medium","10"
"HMR_8690",1,"Present","1","1","Medium","10"
"HMR_3748",0,"-","0","0","Negative","-8"
"HMR_3751",2,"Present","2","2","High","15"
"HMR_3753",0,"-","0","0","Negative","-8"
"HMR_3755",1,"Present","1","1","Medium","10"
"HMR_3759",3,"Present","2","2","High","20"
"HMR_3763",1,"Present","1","1","Medium","10"
"HMR_3767",0,"-","0","0","Negative","-8"
"HMR_3769",1,"Present","1","1","Medium","10"
"HMR_3773",1,"Present","1","1","Medium","10"
"HMR_3775",2,"Present","2","2","High","15"
"HMR_3780",0,"-","0","0","Negative","-8"
"HMR_3783",2,"Present","2","2","High","15"
"HMR_3785",0,"-","0","0","Negative","-8"
"HMR_3790",1,"Present","1","1","Medium","10"
"HMR_3792",0,"-","0","0","Negative","-8"
"HMR_3796",1,"Present","1","1","Medium","10"
"HMR_3823",3,"Present","2","2","High","20"
"HMR_6416",0,"-","0","0","Negative","-8"
"HMR_3986",2,"Present","2","2","High","15"
"HMR_3988",2,"Present","2","2","High","15"
"HMR_4124",2,"Present","2","2","High","15"
"HMR_4158",1,"Present","1","1","Medium","10"
"HMR_4159",0,"-","0","0","Negative","-8"
"HMR_4299",1,"Present","1","1","Medium","10"
"HMR_4300",1,"Present","1","1","Medium","10"
"HMR_4494",3,"Present","2","2","High","20"
"HMR_4524",3,"Present","2","2","High","20"
"HMR_4525",0,"-","0","0","Negative","-8"
"HMR_4526",0,"-","0","0","Negative","-8"
"HMR_4527",0,"-","0","0","Negative","-8"
"HMR_4528",0,"-","0","0","Negative","-8"
"HMR_4529",1,"Present","1","1","Medium","10"
"HMR_4530",0,"-","0","0","Negative","-8"
"HMR_4531",NA,"-","-1","-1","-","-2"
"HMR_4532",2,"Present","2","2","High","15"
"HMR_4533",NA,"-","-1","-1","-","-2"
"HMR_4534",NA,"-","-1","-1","-","-2"
"HMR_4536",2,"Present","2","2","High","15"
"HMR_4628",0,"-","0","0","Negative","-8"
"HMR_4629",2,"Present","2","2","High","15"
"HMR_4631",0,"-","0","0","Negative","-8"
"HMR_8366",NA,"-","-1","-1","-","-2"
"HMR_8367",NA,"-","-1","-1","-","-2"
"HMR_8368",NA,"-","-1","-1","-","-2"
"HMR_8371",1,"Present","1","1","Medium","10"
"HMR_8372",NA,"-","-1","-1","-","-2"
"HMR_8373",0,"-","0","0","Negative","-8"
"HMR_8375",2,"Present","2","2","High","15"
"HMR_8376",0,"-","0","0","Negative","-8"
"HMR_8377",2,"Present","2","2","High","15"
"HMR_5130",1,"Present","1","1","Medium","10"
"HMR_5131",1,"Present","1","1","Medium","10"
"HMR_5132",1,"Present","1","1","Medium","10"
"HMR_5133",1,"Present","1","1","Medium","10"
"HMR_5134",1,"Present","1","1","Medium","10"
"HMR_5135",1,"Present","1","1","Medium","10"
"HMR_5136",1,"Present","1","1","Medium","10"
"HMR_5137",1,"Present","1","1","Medium","10"
"HMR_5138",1,"Present","1","1","Medium","10"
"HMR_5139",1,"Present","1","1","Medium","10"
"HMR_5140",1,"Present","1","1","Medium","10"
"HMR_5141",1,"Present","1","1","Medium","10"
"HMR_5142",1,"Present","1","1","Medium","10"
"HMR_5143",1,"Present","1","1","Medium","10"
"HMR_5145",0,"-","0","0","Negative","-8"
"HMR_5146",1,"Present","1","1","Medium","10"
"HMR_5147",1,"Present","1","1","Medium","10"
"HMR_5148",1,"Present","1","1","Medium","10"
"HMR_5149",1,"Present","1","1","Medium","10"
"HMR_5150",0,"-","0","0","Negative","-8"
"HMR_7171",2,"Present","2","2","High","15"
"HMR_7172",0,"-","0","0","Negative","-8"
"HMR_7174",0,"-","0","0","Negative","-8"
"HMR_7175",0,"-","0","0","Negative","-8"
"HMR_7180",2,"Present","2","2","High","15"
"HMR_7181",2,"Present","2","2","High","15"
"HMR_7183",0,"-","0","0","Negative","-8"
"HMR_7197",NA,"-","-1","-1","-","-2"
"HMR_7436",2,"Present","2","2","High","15"
"HMR_7438",2,"Present","2","2","High","15"
"HMR_7440",2,"Present","2","2","High","15"
"HMR_8254",0,"-","0","0","Negative","-8"
"HMR_8255",0,"-","0","0","Negative","-8"
"HMR_8256",NA,"-","-1","-1","-","-2"
"HMR_8257",2,"Present","2","2","High","15"
"HMR_8258",NA,"-","-1","-1","-","-2"
"HMR_8260",NA,"-","-1","-1","-","-2"
"HMR_8261",NA,"-","-1","-1","-","-2"
"HMR_1532",2,"Present","2","2","High","15"
"HMR_7254",0,"-","0","0","Negative","-8"
"HMR_7258",NA,"-","-1","-1","-","-2"
"HMR_7259",NA,"-","-1","-1","-","-2"
"HMR_7260",NA,"-","-1","-1","-","-2"
"HMR_7261",0,"-","0","0","Negative","-8"
"HMR_7263",0,"-","0","0","Negative","-8"
"HMR_7264",1,"Present","1","1","Medium","10"
"HMR_7265",1,"Present","1","1","Medium","10"
"HMR_7266",0,"-","0","0","Negative","-8"
"HMR_7267",0,"-","0","0","Negative","-8"
"HMR_7268",0,"-","0","0","Negative","-8"
"HMR_7269",0,"-","0","0","Negative","-8"
"HMR_7270",0,"-","0","0","Negative","-8"
"HMR_7271",1,"Present","1","1","Medium","10"
"HMR_7274",1,"Present","1","1","Medium","10"
"HMR_7275",0,"-","0","0","Negative","-8"
"HMR_7276",1,"Present","1","1","Medium","10"
"HMR_7277",0,"-","0","0","Negative","-8"
"HMR_7278",2,"Present","2","2","High","15"
"HMR_7279",1,"Present","1","1","Medium","10"
"HMR_7280",1,"Present","1","1","Medium","10"
"HMR_7281",1,"Present","1","1","Medium","10"
"HMR_7285",1,"Present","1","1","Medium","10"
"HMR_7286",1,"Present","1","1","Medium","10"
"HMR_7287",1,"Present","1","1","Medium","10"
"HMR_7288",NA,"-","-1","-1","-","-2"
"HMR_7289",1,"Present","1","1","Medium","10"
"HMR_7290",NA,"-","-1","-1","-","-2"
"HMR_7291",1,"Present","1","1","Medium","10"
"HMR_7292",NA,"-","-1","-1","-","-2"
"HMR_7293",1,"Present","1","1","Medium","10"
"HMR_7294",NA,"-","-1","-1","-","-2"
"HMR_7295",NA,"-","-1","-1","-","-2"
"HMR_7296",NA,"-","-1","-1","-","-2"
"HMR_7297",NA,"-","-1","-1","-","-2"
"HMR_7298",NA,"-","-1","-1","-","-2"
"HMR_7299",NA,"-","-1","-1","-","-2"
"HMR_7300",NA,"-","-1","-1","-","-2"
"HMR_7301",NA,"-","-1","-1","-","-2"
"HMR_7302",NA,"-","-1","-1","-","-2"
"HMR_7303",NA,"-","-1","-1","-","-2"
"HMR_7304",NA,"-","-1","-1","-","-2"
"HMR_7305",NA,"-","-1","-1","-","-2"
"HMR_7306",NA,"-","-1","-1","-","-2"
"HMR_7308",1,"Present","1","1","Medium","10"
"HMR_7309",1,"Present","1","1","Medium","10"
"HMR_7310",1,"Present","1","1","Medium","10"
"HMR_7311",1,"Present","1","1","Medium","10"
