"","original","FastCore","GIMME","IMAT","CORDA","tINIT"
"HMR_4776",1,"Present","1","1","Medium","10"
"HMR_4777",1,"Present","1","1","Medium","10"
"HMR_4778",0,"-","0","0","Negative","-8"
"HMR_4779",0,"-","0","0","Negative","-8"
"HMR_4780",0,"-","0","0","Negative","-8"
"HMR_4781",0,"-","0","0","Negative","-8"
"HMR_4784",0,"-","0","0","Negative","-8"
"HMR_4785",0,"-","0","0","Negative","-8"
"HMR_4786",3,"Present","2","2","High","20"
"HMR_4787",0,"-","0","0","Negative","-8"
"HMR_5384",1,"Present","1","1","Medium","10"
"HMR_6929",3,"Present","2","2","High","20"
"HMR_6930",3,"Present","2","2","High","20"
"HMR_6931",0,"-","0","0","Negative","-8"
"HMR_6932",0,"-","0","0","Negative","-8"
"HMR_6933",0,"-","0","0","Negative","-8"
"HMR_6934",0,"-","0","0","Negative","-8"
"HMR_6935",0,"-","0","0","Negative","-8"
"HMR_6936",0,"-","0","0","Negative","-8"
"HMR_6938",3,"Present","2","2","High","20"
"HMR_6939",3,"Present","2","2","High","20"
"HMR_6940",NA,"-","-1","-1","-","-2"
"HMR_6941",0,"-","0","0","Negative","-8"
"HMR_6942",0,"-","0","0","Negative","-8"
"HMR_6943",0,"-","0","0","Negative","-8"
"HMR_6944",0,"-","0","0","Negative","-8"
"HMR_6945",0,"-","0","0","Negative","-8"
"HMR_6946",0,"-","0","0","Negative","-8"
"HMR_6947",0,"-","0","0","Negative","-8"
"HMR_6948",0,"-","0","0","Negative","-8"
"HMR_6949",0,"-","0","0","Negative","-8"
"HMR_6950",0,"-","0","0","Negative","-8"
"HMR_6951",0,"-","0","0","Negative","-8"
"HMR_6952",0,"-","0","0","Negative","-8"
"HMR_6953",0,"-","0","0","Negative","-8"
"HMR_6954",0,"-","0","0","Negative","-8"
"HMR_6955",NA,"-","-1","-1","-","-2"
"HMR_6956",NA,"-","-1","-1","-","-2"
"HMR_6957",NA,"-","-1","-1","-","-2"
"HMR_6958",0,"-","0","0","Negative","-8"
"HMR_6959",0,"-","0","0","Negative","-8"
"HMR_6960",NA,"-","-1","-1","-","-2"
"HMR_6961",0,"-","0","0","Negative","-8"
"HMR_6962",0,"-","0","0","Negative","-8"
"HMR_6963",0,"-","0","0","Negative","-8"
"HMR_6964",0,"-","0","0","Negative","-8"
"HMR_6965",0,"-","0","0","Negative","-8"
"HMR_6966",0,"-","0","0","Negative","-8"
"HMR_6967",0,"-","0","0","Negative","-8"
"HMR_6973",0,"-","0","0","Negative","-8"
"HMR_8096",0,"-","0","0","Negative","-8"
"HMR_8097",0,"-","0","0","Negative","-8"
"HMR_8098",3,"Present","2","2","High","20"
"HMR_8416",0,"-","0","0","Negative","-8"
"HMR_8425",0,"-","0","0","Negative","-8"
"HMR_8426",0,"-","0","0","Negative","-8"
"HMR_8427",1,"Present","1","1","Medium","10"
"HMR_8431",NA,"-","-1","-1","-","-2"
"HMR_8432",0,"-","0","0","Negative","-8"
"HMR_8603",3,"Present","2","2","High","20"
"HMR_8604",0,"-","0","0","Negative","-8"
"HMR_8605",3,"Present","2","2","High","20"
"HMR_8606",0,"-","0","0","Negative","-8"
"HMR_8607",NA,"-","-1","-1","-","-2"
"HMR_8608",0,"-","0","0","Negative","-8"
"HMR_8609",0,"-","0","0","Negative","-8"
"HMR_8610",0,"-","0","0","Negative","-8"
"HMR_8611",0,"-","0","0","Negative","-8"
"HMR_4285",1,"Present","1","1","Medium","10"
"HMR_0457",0,"-","0","0","Negative","-8"
"HMR_0460",0,"-","0","0","Negative","-8"
"HMR_3750",0,"-","0","0","Negative","-8"
"HMR_3752",1,"Present","1","1","Medium","10"
"HMR_3770",1,"Present","1","1","Medium","10"
"HMR_3771",0,"-","0","0","Negative","-8"
"HMR_3772",0,"-","0","0","Negative","-8"
"HMR_3782",0,"-","0","0","Negative","-8"
"HMR_3784",1,"Present","1","1","Medium","10"
"HMR_3794",0,"-","0","0","Negative","-8"
"HMR_3839",1,"Present","1","1","Medium","10"
"HMR_3841",0,"-","0","0","Negative","-8"
"HMR_3843",1,"Present","1","1","Medium","10"
"HMR_3845",0,"-","0","0","Negative","-8"
"HMR_3847",0,"-","0","0","Negative","-8"
"HMR_3849",0,"-","0","0","Negative","-8"
"HMR_3852",0,"-","0","0","Negative","-8"
"HMR_3856",2,"Present","2","2","High","15"
"HMR_3860",NA,"-","-1","-1","-","-2"
"HMR_3883",1,"Present","1","1","Medium","10"
"HMR_3901",0,"-","0","0","Negative","-8"
"HMR_3939",0,"-","0","0","Negative","-8"
"HMR_3974",1,"Present","1","1","Medium","10"
"HMR_4198",0,"-","0","0","Negative","-8"
"HMR_4199",0,"-","0","0","Negative","-8"
"HMR_4200",1,"Present","1","1","Medium","10"
"HMR_4284",NA,"-","-1","-1","-","-2"
"HMR_4348",1,"Present","1","1","Medium","10"
"HMR_4466",0,"-","0","0","Negative","-8"
"HMR_4467",0,"-","0","0","Negative","-8"
"HMR_4582",0,"-","0","0","Negative","-8"
"HMR_4584",1,"Present","1","1","Medium","10"
"HMR_4696",0,"-","0","0","Negative","-8"
"HMR_4697",0,"-","0","0","Negative","-8"
"HMR_4698",0,"-","0","0","Negative","-8"
"HMR_4699",1,"Present","1","1","Medium","10"
"HMR_4700",1,"Present","1","1","Medium","10"
"HMR_4742",0,"-","0","0","Negative","-8"
"HMR_4788",0,"-","0","0","Negative","-8"
"HMR_4789",0,"-","0","0","Negative","-8"
"HMR_4791",0,"-","0","0","Negative","-8"
"HMR_4792",3,"Present","2","2","High","20"
"HMR_4937",1,"Present","1","1","Medium","10"
"HMR_5392",0,"-","0","0","Negative","-8"
"HMR_5393",0,"-","0","0","Negative","-8"
"HMR_6409",0,"-","0","0","Negative","-8"
"HMR_7702",2,"Present","2","2","High","15"
"HMR_7703",0,"-","0","0","Negative","-8"
"HMR_8433",0,"-","0","0","Negative","-8"
"HMR_8434",0,"-","0","0","Negative","-8"
"HMR_8435",0,"-","0","0","Negative","-8"
"HMR_8436",0,"-","0","0","Negative","-8"
"HMR_8437",0,"-","0","0","Negative","-8"
"HMR_8439",0,"-","0","0","Negative","-8"
"HMR_8440",0,"-","0","0","Negative","-8"
"HMR_8441",0,"-","0","0","Negative","-8"
"HMR_8442",NA,"-","-1","-1","-","-2"
"HMR_9718",NA,"-","-1","-1","-","-2"
"HMR_9486",0,"-","0","0","Negative","-8"
"HMR_4426",1,"Present","1","1","Medium","10"
"HMR_4428",1,"Present","1","1","Medium","10"
"HMR_4429",0,"-","0","0","Negative","-8"
"HMR_4430",0,"-","0","0","Negative","-8"
"HMR_4431",0,"-","0","0","Negative","-8"
"HMR_4437",0,"-","0","0","Negative","-8"
"HMR_4658",0,"-","0","0","Negative","-8"
"HMR_4660",0,"-","0","0","Negative","-8"
"HMR_4712",0,"-","0","0","Negative","-8"
"HMR_5336",1,"Present","1","1","Medium","10"
"HMR_5337",1,"Present","1","1","Medium","10"
"HMR_5338",2,"Present","2","2","High","15"
"HMR_5339",1,"Present","1","1","Medium","10"
"HMR_5340",1,"Present","1","1","Medium","10"
"HMR_8783",0,"-","0","0","Negative","-8"
"HMR_8784",3,"Present","2","2","High","20"
"HMR_8786",0,"-","0","0","Negative","-8"
"HMR_4239",3,"Present","2","2","High","20"
"HMR_4241",2,"Present","2","2","High","15"
"HMR_4288",0,"-","0","0","Negative","-8"
"HMR_4596",0,"-","0","0","Negative","-8"
"HMR_4597",0,"-","0","0","Negative","-8"
"HMR_4599",3,"Present","2","2","High","20"
"HMR_4667",0,"-","0","0","Negative","-8"
"HMR_4668",0,"-","0","0","Negative","-8"
"HMR_4737",0,"-","0","0","Negative","-8"
"HMR_4739",0,"-","0","0","Negative","-8"
"HMR_4740",1,"Present","1","1","Medium","10"
"HMR_6415",3,"Present","2","2","High","20"
"HMR_6974",NA,"-","-1","-1","-","-2"
"HMR_6975",2,"Present","2","2","High","15"
"HMR_6976",2,"Present","2","2","High","15"
"HMR_6977",2,"Present","2","2","High","15"
"HMR_6978",1,"Present","1","1","Medium","10"
"HMR_6979",0,"-","0","0","Negative","-8"
"HMR_6980",3,"Present","2","2","High","20"
"HMR_6981",3,"Present","2","2","High","20"
"HMR_6982",0,"-","0","0","Negative","-8"
"HMR_6983",0,"-","0","0","Negative","-8"
"HMR_6984",0,"-","0","0","Negative","-8"
"HMR_6985",0,"-","0","0","Negative","-8"
"HMR_8017",NA,"-","-1","-1","-","-2"
"HMR_8018",NA,"-","-1","-1","-","-2"
"HMR_8019",NA,"-","-1","-1","-","-2"
"HMR_8021",0,"-","0","0","Negative","-8"
"HMR_8025",2,"Present","2","2","High","15"
"HMR_8026",2,"Present","2","2","High","15"
"HMR_8027",2,"Present","2","2","High","15"
"HMR_8029",1,"Present","1","1","Medium","10"
"HMR_3164",0,"-","0","0","Negative","-8"
"HMR_3166",2,"Present","2","2","High","15"
"HMR_3885",2,"Present","2","2","High","15"
"HMR_4250",NA,"-","-1","-1","-","-2"
"HMR_8091",0,"-","0","0","Negative","-8"
"HMR_8092",0,"-","0","0","Negative","-8"
"HMR_8563",0,"-","0","0","Negative","-8"
"HMR_8564",1,"Present","1","1","Medium","10"
"HMR_8565",NA,"-","-1","-1","-","-2"
"HMR_8566",2,"Present","2","2","High","15"
"HMR_3935",1,"Present","1","1","Medium","10"
"HMR_4681",0,"-","0","0","Negative","-8"
"HMR_4682",0,"-","0","0","Negative","-8"
"HMR_4683",0,"-","0","0","Negative","-8"
"HMR_4685",0,"-","0","0","Negative","-8"
"HMR_4686",0,"-","0","0","Negative","-8"
"HMR_4687",0,"-","0","0","Negative","-8"
"HMR_4702",NA,"-","-1","-1","-","-2"
"HMR_4703",0,"-","0","0","Negative","-8"
"HMR_4704",0,"-","0","0","Negative","-8"
"HMR_6988",0,"-","0","0","Negative","-8"
"HMR_7689",0,"-","0","0","Negative","-8"
"HMR_7701",0,"-","0","0","Negative","-8"
"HMR_8094",0,"-","0","0","Negative","-8"
"HMR_8529",0,"-","0","0","Negative","-8"
"HMR_8530",3,"Present","2","2","High","20"
"HMR_8533",0,"-","0","0","Negative","-8"
"HMR_8534",0,"-","0","0","Negative","-8"
"HMR_8535",0,"-","0","0","Negative","-8"
"HMR_8537",0,"-","0","0","Negative","-8"
"HMR_8541",0,"-","0","0","Negative","-8"
"HMR_8542",0,"-","0","0","Negative","-8"
"HMR_8543",0,"-","0","0","Negative","-8"
"HMR_8544",0,"-","0","0","Negative","-8"
"HMR_8630",0,"-","0","0","Negative","-8"
"HMR_8540",NA,"-","-1","-1","-","-2"
"HMR_9733",NA,"-","-1","-1","-","-2"
"HMR_9734",0,"-","0","0","Negative","-8"
"HMR_3206",2,"Present","2","2","High","15"
"HMR_3208",0,"-","0","0","Negative","-8"
"HMR_3211",3,"Present","2","2","High","20"
"HMR_3213",0,"-","0","0","Negative","-8"
"HMR_3215",1,"Present","1","1","Medium","10"
"HMR_3747",0,"-","0","0","Negative","-8"
"HMR_3744",1,"Present","1","1","Medium","10"
"HMR_3757",3,"Present","2","2","High","20"
"HMR_3761",1,"Present","1","1","Medium","10"
"HMR_3777",0,"-","0","0","Negative","-8"
"HMR_3778",1,"Present","1","1","Medium","10"
"HMR_3795",1,"Present","1","1","Medium","10"
"HMR_4797",3,"Present","2","2","High","20"
"HMR_6417",0,"-","0","0","Negative","-8"
"HMR_6419",0,"-","0","0","Negative","-8"
"HMR_6420",0,"-","0","0","Negative","-8"
"HMR_6421",0,"-","0","0","Negative","-8"
"HMR_6422",0,"-","0","0","Negative","-8"
"HMR_6923",0,"-","0","0","Negative","-8"
"HMR_3765",1,"Present","1","1","Medium","10"
"HMR_6924",0,"-","0","0","Negative","-8"
"HMR_6925",3,"Present","2","2","High","20"
"HMR_6926",1,"Present","1","1","Medium","10"
"HMR_6927",1,"Present","1","1","Medium","10"
"HMR_8088",0,"-","0","0","Negative","-8"
"HMR_8787",0,"-","0","0","Negative","-8"
"HMR_3743",0,"-","0","0","Negative","-8"
"HMR_3940",0,"-","0","0","Negative","-8"
"HMR_4214",0,"-","0","0","Negative","-8"
"HMR_4216",0,"-","0","0","Negative","-8"
"HMR_4218",0,"-","0","0","Negative","-8"
"HMR_4219",0,"-","0","0","Negative","-8"
"HMR_4220",0,"-","0","0","Negative","-8"
"HMR_4222",1,"Present","1","1","Medium","10"
"HMR_4224",0,"-","0","0","Negative","-8"
"HMR_4225",0,"-","0","0","Negative","-8"
"HMR_4227",3,"Present","2","2","High","20"
"HMR_4231",0,"-","0","0","Negative","-8"
"HMR_4232",NA,"-","-1","-1","-","-2"
"HMR_4233",NA,"-","-1","-1","-","-2"
"HMR_4235",NA,"-","-1","-1","-","-2"
"HMR_4242",1,"Present","1","1","Medium","10"
"HMR_4243",1,"Present","1","1","Medium","10"
"HMR_4244",1,"Present","1","1","Medium","10"
"HMR_4245",NA,"-","-1","-1","-","-2"
"HMR_4246",1,"Present","1","1","Medium","10"
"HMR_4248",NA,"-","-1","-1","-","-2"
"HMR_6707",0,"-","0","0","Negative","-8"
"HMR_6708",NA,"-","-1","-1","-","-2"
"HMR_6709",NA,"-","-1","-1","-","-2"
"HMR_6710",1,"Present","1","1","Medium","10"
"HMR_6711",0,"-","0","0","Negative","-8"
"HMR_6712",NA,"-","-1","-1","-","-2"
"HMR_6713",0,"-","0","0","Negative","-8"
"HMR_6714",3,"Present","2","2","High","20"
"HMR_6715",2,"Present","2","2","High","15"
"HMR_6716",0,"-","0","0","Negative","-8"
"HMR_6717",0,"-","0","0","Negative","-8"
"HMR_6718",0,"-","0","0","Negative","-8"
"HMR_6719",0,"-","0","0","Negative","-8"
"HMR_6720",NA,"-","-1","-1","-","-2"
"HMR_6721",NA,"-","-1","-1","-","-2"
"HMR_6722",0,"-","0","0","Negative","-8"
"HMR_6723",2,"Present","2","2","High","15"
"HMR_6725",3,"Present","2","2","High","20"
"HMR_6726",0,"-","0","0","Negative","-8"
"HMR_6727",1,"Present","1","1","Medium","10"
"HMR_6728",0,"-","0","0","Negative","-8"
"HMR_6729",0,"-","0","0","Negative","-8"
"HMR_6730",2,"Present","2","2","High","15"
"HMR_6731",0,"-","0","0","Negative","-8"
"HMR_6734",NA,"-","-1","-1","-","-2"
"HMR_6735",2,"Present","2","2","High","15"
"HMR_6736",2,"Present","2","2","High","15"
"HMR_6737",1,"Present","1","1","Medium","10"
"HMR_6738",NA,"-","-1","-1","-","-2"
"HMR_6739",2,"Present","2","2","High","15"
"HMR_6740",0,"-","0","0","Negative","-8"
"HMR_6741",1,"Present","1","1","Medium","10"
"HMR_6742",NA,"-","-1","-1","-","-2"
"HMR_6743",0,"-","0","0","Negative","-8"
"HMR_6744",NA,"-","-1","-1","-","-2"
"HMR_6745",0,"-","0","0","Negative","-8"
"HMR_6746",2,"Present","2","2","High","15"
"HMR_6747",0,"-","0","0","Negative","-8"
"HMR_6748",0,"-","0","0","Negative","-8"
"HMR_6749",0,"-","0","0","Negative","-8"
"HMR_6750",2,"Present","2","2","High","15"
"HMR_6751",0,"-","0","0","Negative","-8"
"HMR_6752",0,"-","0","0","Negative","-8"
"HMR_6753",0,"-","0","0","Negative","-8"
"HMR_6754",0,"-","0","0","Negative","-8"
"HMR_6755",2,"Present","2","2","High","15"
"HMR_6756",3,"Present","2","2","High","20"
"HMR_6757",2,"Present","2","2","High","15"
"HMR_6758",0,"-","0","0","Negative","-8"
"HMR_6759",NA,"-","-1","-1","-","-2"
"HMR_6760",0,"-","0","0","Negative","-8"
"HMR_6761",0,"-","0","0","Negative","-8"
"HMR_6762",2,"Present","2","2","High","15"
"HMR_6763",2,"Present","2","2","High","15"
"HMR_6764",0,"-","0","0","Negative","-8"
"HMR_6765",NA,"-","-1","-1","-","-2"
"HMR_6766",0,"-","0","0","Negative","-8"
"HMR_6767",0,"-","0","0","Negative","-8"
"HMR_6768",3,"Present","2","2","High","20"
"HMR_6770",0,"-","0","0","Negative","-8"
"HMR_6771",1,"Present","1","1","Medium","10"
"HMR_6772",0,"-","0","0","Negative","-8"
"HMR_6774",0,"-","0","0","Negative","-8"
"HMR_6776",0,"-","0","0","Negative","-8"
"HMR_6778",0,"-","0","0","Negative","-8"
"HMR_6782",NA,"-","-1","-1","-","-2"
"HMR_6783",NA,"-","-1","-1","-","-2"
"HMR_6784",NA,"-","-1","-1","-","-2"
"HMR_6785",NA,"-","-1","-1","-","-2"
"HMR_6786",NA,"-","-1","-1","-","-2"
"HMR_6787",0,"-","0","0","Negative","-8"
"HMR_6788",2,"Present","2","2","High","15"
"HMR_6789",0,"-","0","0","Negative","-8"
"HMR_6790",0,"-","0","0","Negative","-8"
"HMR_6791",0,"-","0","0","Negative","-8"
"HMR_6792",NA,"-","-1","-1","-","-2"
"HMR_6798",0,"-","0","0","Negative","-8"
"HMR_6799",0,"-","0","0","Negative","-8"
"HMR_6800",0,"-","0","0","Negative","-8"
"HMR_6801",0,"-","0","0","Negative","-8"
"HMR_6802",NA,"-","-1","-1","-","-2"
"HMR_6803",0,"-","0","0","Negative","-8"
"HMR_6806",NA,"-","-1","-1","-","-2"
"HMR_6807",NA,"-","-1","-1","-","-2"
"HMR_6808",3,"Present","2","2","High","20"
"HMR_6811",2,"Present","2","2","High","15"
"HMR_6813",3,"Present","2","2","High","20"
"HMR_6814",1,"Present","1","1","Medium","10"
"HMR_6815",2,"Present","2","2","High","15"
"HMR_6817",1,"Present","1","1","Medium","10"
"HMR_6818",NA,"-","-1","-1","-","-2"
"HMR_6819",1,"Present","1","1","Medium","10"
"HMR_6820",2,"Present","2","2","High","15"
"HMR_6822",NA,"-","-1","-1","-","-2"
"HMR_6823",1,"Present","1","1","Medium","10"
"HMR_6824",2,"Present","2","2","High","15"
"HMR_6826",0,"-","0","0","Negative","-8"
"HMR_6827",0,"-","0","0","Negative","-8"
"HMR_6828",0,"-","0","0","Negative","-8"
"HMR_6829",1,"Present","1","1","Medium","10"
"HMR_6830",0,"-","0","0","Negative","-8"
"HMR_6831",1,"Present","1","1","Medium","10"
"HMR_6834",0,"-","0","0","Negative","-8"
"HMR_6835",0,"-","0","0","Negative","-8"
"HMR_6836",0,"-","0","0","Negative","-8"
"HMR_6837",0,"-","0","0","Negative","-8"
"HMR_6838",0,"-","0","0","Negative","-8"
"HMR_6839",1,"Present","1","1","Medium","10"
"HMR_6840",0,"-","0","0","Negative","-8"
"HMR_6841",0,"-","0","0","Negative","-8"
"HMR_6842",0,"-","0","0","Negative","-8"
"HMR_6843",0,"-","0","0","Negative","-8"
"HMR_6844",0,"-","0","0","Negative","-8"
"HMR_6845",1,"Present","1","1","Medium","10"
"HMR_6848",0,"-","0","0","Negative","-8"
"HMR_6849",0,"-","0","0","Negative","-8"
"HMR_6850",0,"-","0","0","Negative","-8"
"HMR_6851",1,"Present","1","1","Medium","10"
"HMR_6854",0,"-","0","0","Negative","-8"
"HMR_6855",0,"-","0","0","Negative","-8"
"HMR_6874",0,"-","0","0","Negative","-8"
"HMR_6875",NA,"-","-1","-1","-","-2"
"HMR_6876",NA,"-","-1","-1","-","-2"
"HMR_6877",NA,"-","-1","-1","-","-2"
"HMR_6878",NA,"-","-1","-1","-","-2"
"HMR_6879",NA,"-","-1","-1","-","-2"
"HMR_6880",NA,"-","-1","-1","-","-2"
"HMR_6881",NA,"-","-1","-1","-","-2"
"HMR_6882",NA,"-","-1","-1","-","-2"
"HMR_6883",2,"Present","2","2","High","15"
"HMR_6885",1,"Present","1","1","Medium","10"
"HMR_6886",2,"Present","2","2","High","15"
"HMR_6888",0,"-","0","0","Negative","-8"
"HMR_6889",0,"-","0","0","Negative","-8"
"HMR_7628",3,"Present","2","2","High","20"
"HMR_7756",0,"-","0","0","Negative","-8"
"HMR_8539",0,"-","0","0","Negative","-8"
"HMR_8794",NA,"-","-1","-1","-","-2"
"HMR_8795",NA,"-","-1","-1","-","-2"
"HMR_8796",0,"-","0","0","Negative","-8"
"HMR_3875",3,"Present","2","2","High","20"
"HMR_3877",2,"Present","2","2","High","15"
"HMR_3879",0,"-","0","0","Negative","-8"
"HMR_3881",0,"-","0","0","Negative","-8"
"HMR_3912",3,"Present","2","2","High","20"
"HMR_3917",1,"Present","1","1","Medium","10"
"HMR_3919",0,"-","0","0","Negative","-8"
"HMR_3920",0,"-","0","0","Negative","-8"
"HMR_3922",0,"-","0","0","Negative","-8"
"HMR_3928",0,"-","0","0","Negative","-8"
"HMR_3995",3,"Present","2","2","High","20"
"HMR_3996",NA,"-","-1","-1","-","-2"
"HMR_4072",0,"-","0","0","Negative","-8"
"HMR_4189",1,"Present","1","1","Medium","10"
"HMR_4302",0,"-","0","0","Negative","-8"
"HMR_4323",0,"-","0","0","Negative","-8"
"HMR_5381",0,"-","0","0","Negative","-8"
"HMR_5385",0,"-","0","0","Negative","-8"
"HMR_5386",0,"-","0","0","Negative","-8"
"HMR_5387",2,"Present","2","2","High","15"
"HMR_5388",1,"Present","1","1","Medium","10"
"HMR_5389",1,"Present","1","1","Medium","10"
"HMR_5390",0,"-","0","0","Negative","-8"
"HMR_5391",0,"-","0","0","Negative","-8"
"HMR_5418",0,"-","0","0","Negative","-8"
"HMR_5419",0,"-","0","0","Negative","-8"
"HMR_6515",0,"-","0","0","Negative","-8"
"HMR_6518",0,"-","0","0","Negative","-8"
"HMR_6519",3,"Present","2","2","High","20"
"HMR_6520",0,"-","0","0","Negative","-8"
"HMR_6523",3,"Present","2","2","High","20"
"HMR_8062",0,"-","0","0","Negative","-8"
"HMR_8066",3,"Present","2","2","High","20"
"HMR_8067",3,"Present","2","2","High","20"
"HMR_8068",1,"Present","1","1","Medium","10"
"HMR_8069",3,"Present","2","2","High","20"
"HMR_8641",0,"-","0","0","Negative","-8"
"HMR_8682",NA,"-","-1","-1","-","-2"
"HMR_8683",0,"-","0","0","Negative","-8"
"HMR_8684",3,"Present","2","2","High","20"
"HMR_8685",NA,"-","-1","-1","-","-2"
"HMR_3868",3,"Present","2","2","High","20"
"HMR_3869",3,"Present","2","2","High","20"
"HMR_3889",0,"-","0","0","Negative","-8"
"HMR_3933",3,"Present","2","2","High","20"
"HMR_3937",3,"Present","2","2","High","20"
"HMR_4116",3,"Present","2","2","High","20"
"HMR_4120",3,"Present","2","2","High","20"
"HMR_4121",3,"Present","2","2","High","20"
"HMR_4175",1,"Present","1","1","Medium","10"
"HMR_4176",1,"Present","1","1","Medium","10"
"HMR_4324",0,"-","0","0","Negative","-8"
"HMR_4326",1,"Present","1","1","Medium","10"
"HMR_4328",3,"Present","2","2","High","20"
"HMR_4329",3,"Present","2","2","High","20"
"HMR_4708",0,"-","0","0","Negative","-8"
"HMR_8769",1,"Present","1","1","Medium","10"
"HMR_8770",0,"-","0","0","Negative","-8"
"HMR_8771",NA,"-","-1","-1","-","-2"
"HMR_4078",0,"-","0","0","Negative","-8"
"HMR_4079",3,"Present","2","2","High","20"
"HMR_4174",0,"-","0","0","Negative","-8"
"HMR_4330",0,"-","0","0","Negative","-8"
"HMR_4347",0,"-","0","0","Negative","-8"
"HMR_4425",0,"-","0","0","Negative","-8"
"HMR_4427",2,"Present","2","2","High","15"
"HMR_4688",3,"Present","2","2","High","20"
"HMR_4689",3,"Present","2","2","High","20"
"HMR_4735",0,"-","0","0","Negative","-8"
"HMR_7991",NA,"-","-1","-1","-","-2"
"HMR_7992",0,"-","0","0","Negative","-8"
"HMR_7993",3,"Present","2","2","High","20"
"HMR_7128",1,"Present","1","1","Medium","10"
"HMR_7129",1,"Present","1","1","Medium","10"
"HMR_7130",NA,"-","-1","-1","-","-2"
"HMR_7131",3,"Present","2","2","High","20"
"HMR_7132",1,"Present","1","1","Medium","10"
"HMR_7133",0,"-","0","0","Negative","-8"
"HMR_7134",0,"-","0","0","Negative","-8"
"HMR_7135",0,"-","0","0","Negative","-8"
"HMR_7136",2,"Present","2","2","High","15"
"HMR_7137",0,"-","0","0","Negative","-8"
"HMR_7138",0,"-","0","0","Negative","-8"
"HMR_7139",3,"Present","2","2","High","20"
"HMR_7140",NA,"-","-1","-1","-","-2"
"HMR_7141",0,"-","0","0","Negative","-8"
"HMR_7620",1,"Present","1","1","Medium","10"
"HMR_7647",0,"-","0","0","Negative","-8"
"HMR_8640",0,"-","0","0","Negative","-8"
"HMR_8689",0,"-","0","0","Negative","-8"
