"","Anti-inflammatory macro/mono","CAFs","CD8aa IELs","cDCs","CXCL13+ CD8 Tcells","Double-Negative Tcells","Enteric glia cells","Fibroblasts","Follicular CD4 Tcells","gdTcells","IL17+ CD4 Tcells","Mast cells","Memory Bcells","Memory CD4 Tcells","Memory CD8 Tcells","Myofibroblasts","Naive Bcells","Naive CD4 Tcells","NK cells","NKT cells","Pericytes","Plasma cells","Pro-inflammatory macro/mono","Proliferative Bcells","Proliferative CD4 Tcells","Proliferative CD8 Tcells","Regulatory CD4 Tcells","Tumour Epithelial cells","Vascular ECs","VSMCs"
"DHRS3",19,31,0,1,0,0,6,43,0,1,0,0,2,1,3,0,0,3,0,0,5,1,0,1,2,0,1,98,44,1
"RP11-474O21.5",0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
"HNRNPCL1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"PDPN",4,154,0,0,1,0,2,33,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"PRDM2",21,40,2,0,53,2,1,20,5,2,13,7,130,30,46,1,43,18,0,3,21,17,8,12,26,34,82,95,46,0
"KAZN",0,10,0,0,0,0,0,13,0,0,0,1,1,0,0,0,0,0,0,0,16,0,0,0,0,0,0,9,31,1
"TMEM51-AS1",0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
"TMEM51",44,14,1,1,1,0,0,5,0,0,0,0,1,0,1,1,0,1,0,0,10,1,1,0,0,0,1,73,4,1
"FHAD1",8,1,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,1,0,0,1,0,0,0,0,5,0,0
"RP3-467K16.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"RP3-467K16.4",0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"EFHD2",151,16,3,12,15,1,0,9,6,1,17,14,24,25,28,0,2,6,11,7,19,19,39,2,50,18,56,328,83,0
"CASP9",2,2,0,0,1,0,0,1,1,0,1,0,4,1,0,0,1,0,0,0,5,0,0,2,1,0,2,10,12,1
"DNAJC16",12,8,1,0,2,1,0,4,0,0,3,0,8,1,5,0,3,2,0,0,15,3,0,1,3,0,9,51,16,2
"RP4-680D5.8",0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0
"AGMAT",1,1,0,0,3,0,0,2,2,0,1,1,7,5,5,0,2,2,1,0,2,0,0,0,2,0,6,131,2,1
"RP4-680D5.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0
"DDI2",26,17,1,2,11,0,1,14,1,0,4,0,19,11,12,1,3,5,0,0,26,5,6,3,9,13,22,114,66,0
"PLEKHM2",20,10,0,1,5,0,0,12,1,0,0,1,4,3,5,0,1,4,0,0,15,2,5,3,4,4,9,33,44,0
"SLC25A34",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0
"RP11-169K16.4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0
"TMEM82",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,10,0,0
"FBLIM1",1,54,0,0,2,0,0,7,0,0,3,2,7,5,2,2,2,2,0,0,116,1,0,0,1,2,4,112,70,3
"UQCRHL",12,7,1,4,2,1,1,2,3,2,1,3,6,3,3,0,4,3,0,0,10,1,2,2,10,8,6,73,18,0
"FLJ37453",9,9,0,3,5,0,0,2,0,0,2,1,6,3,6,0,4,1,3,0,14,1,0,1,4,6,9,49,12,1
"SPEN",24,26,2,3,21,1,2,8,5,2,12,8,29,16,36,1,17,4,3,0,32,11,4,6,14,23,26,152,70,1
"ZBTB17",3,6,2,0,6,1,0,3,2,0,2,2,7,2,9,0,1,0,0,0,15,1,2,0,6,6,7,14,13,1
"HSPB7",1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,9,0,0,0,0,5,0,0,1,0,0,0,0,0,3
"CLCNKA",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CLCNKB",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"FAM131C",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"EPHA2",1,3,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,17,0,0,0,0,0,0,57,42,1
"RP11-276H7.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,3,0,0
"RP11-276H7.3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0
"ARHGEF19",1,6,0,0,3,0,0,2,1,0,1,1,1,2,1,0,0,1,0,0,6,3,0,0,1,0,0,5,5,0
"RSG1",2,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,2,2,0,0,0,0,2,4,1,1
"FBXO42",4,7,2,0,9,1,1,3,1,0,5,6,14,5,12,0,4,3,2,1,18,2,1,3,2,2,10,33,28,1
"SZRD1",21,34,1,0,7,0,0,15,3,0,7,4,15,10,24,1,5,4,4,1,41,3,5,4,18,16,14,111,54,3
"SPATA21",0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
"NECAP2",48,31,4,3,18,3,0,5,3,0,8,3,14,15,19,1,6,7,1,1,24,10,12,6,16,18,42,106,77,1
"RP4-798A10.2",2,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,2,0,1,2,2,0
"RP4-798A10.7",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,6,2,0
"NBPF1",1,4,0,0,1,1,0,2,0,0,0,0,2,1,2,1,0,0,0,0,2,1,0,0,2,1,3,18,6,1
"CROCC",1,5,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,1,0,1,1,0,0,0,1,0,3,3,12,0
"RP11-108M9.4",8,8,0,0,0,0,0,6,0,0,0,2,0,2,1,1,2,0,0,1,10,0,0,0,0,0,1,27,23,0
"RP11-108M9.6",0,2,0,0,2,0,0,0,1,0,0,0,6,1,4,0,2,2,1,0,2,1,1,0,0,3,0,6,2,0
"MFAP2",1,106,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,1,35,1
"ATP13A2",19,6,0,0,9,0,0,0,0,0,1,1,5,4,6,1,0,2,0,0,3,3,1,1,10,2,9,59,29,0
"SDHB",90,35,2,3,19,1,0,12,6,0,5,15,17,8,13,3,5,6,3,0,41,11,7,7,16,13,22,498,54,5
"PADI2",4,0,0,0,0,0,0,0,0,0,0,4,2,1,0,0,0,1,0,0,1,0,2,0,0,0,0,14,1,1
"RP11-380J14.4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
"PADI1",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0
"PADI3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"PADI4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0
"AC004824.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"RCC2",41,14,3,1,12,0,0,7,1,0,4,10,17,3,16,0,2,4,2,2,22,3,9,8,27,19,13,173,53,2
"ARHGEF10L",12,5,1,1,4,0,0,5,0,0,0,0,2,1,1,0,3,1,0,0,5,3,2,0,2,0,5,129,4,2
"IGSF21",14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ALDH4A1",2,3,0,0,2,0,0,1,0,0,0,0,1,1,1,0,1,1,0,0,5,2,1,0,2,2,0,48,1,0
"IFFO2",0,1,1,0,1,1,0,0,0,0,0,2,2,3,2,0,1,1,0,0,4,2,0,0,5,2,3,9,10,0
"UBR4",28,23,2,0,6,1,0,14,7,0,4,7,10,4,16,1,3,6,2,0,32,9,2,4,10,8,26,172,56,1
"RP1-43E13.2",0,3,0,0,1,0,0,4,0,0,1,0,0,1,1,0,2,0,0,0,5,0,0,0,1,0,0,2,2,0
"EMC1",10,12,1,0,5,0,0,0,0,0,0,1,5,2,7,0,0,1,2,0,10,2,1,1,2,4,6,43,14,0
"MRTO4",16,20,0,1,7,0,1,8,1,0,1,4,9,2,9,1,4,1,0,0,22,8,4,0,13,9,10,168,32,0
"AKR7A3",1,2,1,0,0,0,0,0,0,0,1,1,0,0,1,0,2,0,0,0,0,1,0,0,0,0,0,108,0,0
"AKR7A2",34,70,2,5,15,0,0,38,6,0,11,5,19,8,24,0,5,5,4,4,37,8,9,5,31,26,20,216,71,5
"PQLC2",17,4,0,0,1,0,0,4,1,0,2,0,2,2,0,0,0,0,0,0,4,3,1,0,0,0,1,17,9,0
"CAPZB",281,203,11,12,79,8,3,76,17,5,60,26,80,89,91,11,18,36,12,7,123,29,55,29,133,59,135,577,231,5
"RP5-1056L3.1",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MINOS1",222,147,12,7,58,2,3,80,7,6,30,25,79,66,67,7,20,21,10,5,171,37,26,32,83,45,100,1621,230,19
"NBL1",5,155,1,0,17,0,0,52,3,0,1,0,3,9,12,5,1,2,0,1,30,2,1,0,5,15,2,184,38,1
"TMCO4",10,4,0,0,2,0,0,1,2,0,0,0,5,2,7,0,2,0,0,0,9,4,2,0,3,4,3,54,7,0
"RNF186",3,0,1,0,4,0,0,2,0,0,1,1,8,3,2,0,3,3,0,0,5,5,1,0,1,3,6,326,7,0
"RP11-91K11.2",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,1,0
"OTUD3",1,3,1,0,2,0,0,3,0,0,1,0,3,3,4,0,0,2,0,0,5,2,1,2,1,2,7,38,6,0
"PLA2G2A",2,30,0,0,1,0,0,763,0,0,0,0,1,5,2,8,0,3,1,0,7,2,0,0,1,2,5,173,5,0
"PLA2G5",0,8,0,0,0,0,0,8,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,1,0
"PLA2G2D",19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0
"RP3-340N1.2",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"UBXN10-AS1",0,0,0,0,0,0,0,3,0,0,1,4,0,2,0,1,0,1,0,0,0,0,0,0,0,0,5,1,0,0
"UBXN10",0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1,0
"CAMK2N1",5,26,1,0,12,0,1,17,3,1,4,3,7,7,8,1,1,2,0,0,87,3,3,0,6,3,15,759,13,2
"MUL1",5,13,1,0,1,1,0,4,0,0,2,3,4,2,2,1,2,1,0,0,5,0,2,0,3,1,2,26,16,0
"CDA",4,1,0,4,0,0,0,13,0,0,0,1,1,0,1,0,0,0,0,0,0,0,10,0,2,1,1,153,107,0
"PINK1",9,13,1,0,1,0,0,13,0,0,0,1,2,2,0,0,0,1,1,0,10,2,1,0,3,2,0,37,64,1
"PINK1-AS",2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,2,0
"DDOST",60,56,2,3,16,0,0,30,3,1,7,24,18,12,18,2,5,6,5,4,46,39,9,7,23,19,26,439,60,2
"KIF17",4,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,13,0
"HP1BP3",78,113,13,5,60,5,3,71,15,4,32,26,64,64,80,3,16,25,11,4,134,38,20,15,80,122,86,432,273,8
"EIF4G3",23,31,0,4,14,0,0,19,4,1,11,3,16,8,23,1,9,4,0,0,37,7,1,1,18,12,26,177,98,2
"ECE1",2,15,1,0,5,1,0,4,1,0,0,1,12,11,5,2,4,5,1,0,55,4,3,2,7,7,7,58,182,4
"RP3-329E20.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"RP5-1071N3.1",0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"NBPF3",0,2,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,2,1,0,0,0,0,0,3,3,0
"ALPL",0,2,0,0,0,0,0,6,0,0,0,0,3,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,13,0
"RAP1GAP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0
"USP48",27,42,1,2,20,4,0,26,4,0,7,25,31,24,22,1,9,9,1,2,44,34,7,5,25,23,36,177,71,2
"LDLRAD2",0,1,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
"HSPG2",8,63,1,0,4,0,5,35,0,1,1,7,2,1,1,1,1,0,1,0,15,1,2,1,3,2,3,49,1200,4
"RP1-224A6.3",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC00339",4,2,1,0,1,0,0,1,0,0,2,0,2,0,3,0,1,0,0,0,2,2,0,1,2,3,2,23,8,0
"CDC42",231,141,21,19,92,6,6,59,19,1,64,39,114,74,119,8,42,33,20,6,130,36,76,25,133,112,179,770,366,9
"RP1-224A6.9",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ZBTB40",8,3,0,2,6,1,0,3,0,0,2,2,8,3,5,0,1,3,0,2,7,7,1,0,5,1,4,25,15,1
"C1QA",2219,3,0,47,4,2,0,4,1,1,2,1,6,5,7,0,2,2,1,0,5,1,140,1,5,2,3,27,12,1
"C1QC",928,4,0,13,4,0,0,1,1,0,1,0,1,2,5,0,0,2,1,0,2,0,67,0,3,0,0,8,4,0
"C1QB",2713,5,2,42,1,0,0,0,0,0,3,1,1,8,8,0,3,2,2,1,5,2,156,0,2,3,5,17,5,0
"EPHB2",16,8,1,0,2,0,0,12,0,0,1,0,4,1,2,1,1,1,0,0,3,3,0,0,3,0,3,387,4,0
"KDM1A",12,11,0,0,4,0,0,4,2,0,1,4,3,3,4,1,5,1,1,0,11,4,0,4,6,10,7,122,22,0
"LUZP1",18,61,3,2,15,1,0,26,3,0,4,5,10,14,12,2,4,16,1,2,72,3,0,0,17,8,27,133,210,2
"HTR1D",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
"LINC01355",1,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,1,1,0,13,2,1
"HNRNPR",92,99,4,2,43,2,3,33,11,0,27,21,66,40,54,1,23,19,4,3,127,41,24,43,100,71,78,618,191,7
"ZNF436",2,3,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,3,0,0,0,2,1,2,6,21,0
"ZNF436-AS1",1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,0,0,1,4,6,0
"TCEA3",0,10,1,0,2,0,0,8,0,0,0,0,3,0,1,1,0,2,0,0,15,1,0,0,0,0,2,146,21,0
"ASAP3",1,5,0,0,0,1,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,3,11,0
"E2F2",6,2,1,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,1,12,6,1,11,1,0
"RP1-150O5.3",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,2,1,0
"ID3",97,405,4,1,37,1,0,158,4,0,6,5,72,7,27,2,31,16,3,2,1118,15,7,20,12,30,42,999,546,53
"MDS2",0,1,0,0,1,0,0,0,0,0,0,0,8,0,0,0,1,0,0,0,0,0,0,0,0,0,2,9,2,0
"RPL11",1676,1863,231,183,810,109,33,1569,312,53,616,740,3393,1271,1345,88,1067,923,134,145,2036,714,443,477,976,616,2224,14112,4433,98
"TCEB3",17,22,1,3,8,1,0,10,1,0,5,5,18,15,16,0,3,4,1,0,20,5,0,3,10,10,12,103,44,2
"TCEB3-AS1",1,5,0,1,0,0,1,2,2,0,1,0,5,1,3,0,2,0,1,0,7,1,1,0,1,0,2,28,5,1
"PITHD1",20,41,3,2,10,0,1,13,0,0,12,9,27,14,18,0,16,5,4,3,26,7,3,3,16,18,17,135,64,5
"LYPLA2",12,9,2,1,10,2,2,3,1,0,4,1,13,5,17,0,3,2,1,3,9,4,2,4,18,7,27,138,44,0
"GALE",15,4,0,1,1,0,2,1,3,0,1,0,5,2,2,1,3,3,1,0,5,3,2,0,3,3,9,283,25,0
"HMGCL",20,16,0,1,5,0,2,10,2,1,0,4,12,4,3,0,1,1,1,0,10,4,2,3,8,5,8,137,33,1
"FUCA1",98,8,4,0,2,0,0,5,1,0,2,2,8,1,4,1,0,2,0,0,5,5,2,6,1,0,8,163,15,0
"CNR2",0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,6,1,0,0,0,0,0,0,0,0,0,0,0,0
"PNRC2",59,59,7,3,47,3,2,49,10,0,25,15,99,34,57,1,44,22,7,3,61,15,10,15,59,56,77,401,171,4
"SRSF10",63,106,8,6,48,3,2,58,11,0,26,14,80,41,81,3,34,25,10,4,138,32,16,37,98,78,56,727,219,14
"RP11-293P20.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1,0
"MYOM3",0,0,0,0,1,0,0,1,0,0,0,0,2,0,0,0,0,1,0,0,0,1,0,0,0,0,0,34,6,0
"IL22RA1",0,1,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,1,0,0,1,0,0,0,15,0,0
"IFNLR1",0,0,0,0,0,0,0,0,0,1,2,0,3,0,2,0,1,0,0,0,0,1,0,1,2,2,2,22,0,0
"RP11-10N16.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"GRHL3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,17,0,0
"STPG1",1,4,0,0,1,1,0,0,0,0,0,1,2,1,2,0,1,0,0,0,0,0,0,1,2,1,0,24,13,0
"NIPAL3",13,3,3,3,16,2,0,1,5,0,13,4,8,20,23,1,7,9,1,1,0,3,0,1,10,14,26,71,26,0
"RCAN3",12,3,4,2,19,0,3,1,9,0,6,1,18,17,20,0,2,14,1,1,3,1,0,4,12,18,52,60,21,1
"RP4-594I10.3",0,0,0,1,5,1,1,0,3,0,1,0,5,3,4,0,0,3,0,0,2,2,1,1,4,2,9,11,1,0
"NCMAP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0
"SRRM1",148,111,19,9,89,6,5,47,14,2,44,38,151,79,118,1,50,41,14,10,135,43,36,39,121,97,144,760,227,12
"CLIC4",33,79,1,4,3,0,2,16,0,0,1,5,10,1,0,7,5,0,1,0,84,18,6,12,3,1,0,46,273,12
"RUNX3",66,4,19,4,66,7,0,1,7,4,19,18,25,57,114,0,7,27,12,5,2,9,15,3,52,51,76,13,3,0
"RP11-84D1.2",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RP4-706G24.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"SYF2",55,65,9,5,47,7,5,33,14,3,28,32,109,51,56,10,37,34,5,4,97,17,15,24,37,37,84,550,176,6
"RSRP1",52,89,30,5,66,2,1,82,13,2,30,25,171,69,90,4,55,56,15,10,124,38,17,8,50,55,129,438,262,6
"RP3-465N24.6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
"RHD",0,0,0,0,3,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
"TMEM50A",153,123,9,10,49,5,7,54,20,2,33,33,46,58,83,9,15,24,9,5,133,26,19,17,56,44,105,544,328,14
"RHCE",0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0
"TMEM57",14,23,1,0,3,0,2,19,1,0,2,5,10,6,6,2,4,5,2,2,15,6,1,2,3,5,11,69,48,3
"LDLRAP1",2,9,1,0,3,2,0,6,0,0,2,2,3,7,5,1,4,8,2,2,6,3,2,0,2,1,8,65,20,1
"RP11-70P17.1",0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,1,1,1,0
"MAN1C1",4,13,3,0,1,0,0,13,1,0,0,2,0,2,0,3,0,1,0,0,2,0,2,0,1,1,0,0,13,0
"RP1-187B23.1",2,6,0,0,2,0,0,2,0,0,0,2,0,1,3,0,0,1,0,0,0,0,1,0,0,2,2,0,4,0
"SEPN1",17,20,0,2,0,1,0,17,1,0,0,2,3,2,1,1,1,3,0,0,15,0,6,0,2,0,3,14,89,0
"RP1-317E23.3",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,2,0,1,4,0,0
"MTFR1L",12,18,1,1,4,0,0,8,0,0,4,12,3,3,2,1,1,1,0,1,22,1,1,1,6,5,6,50,20,1
"AUNIP",2,1,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2,2,0,9,2,0
"RP1-125I3.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
"PAQR7",0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,6,4,0
"STMN1",166,47,1,1,54,1,7,6,4,1,5,60,23,16,57,0,10,7,0,2,67,22,40,104,428,405,14,721,229,0
"PAFAH2",5,3,1,0,0,0,0,1,0,0,0,4,2,2,2,0,2,2,1,0,2,2,1,2,2,1,7,61,4,0
"EXTL1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"SLC30A2",1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4,0,0
"PDIK1L",5,0,1,0,1,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,3,1,1,0,3,2,1,20,11,0
"FAM110D",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0
"RP11-96L14.7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0
"ZNF593",37,34,3,2,12,1,1,25,2,0,8,14,20,10,20,2,4,1,0,2,42,24,8,9,8,8,10,281,74,0
"CNKSR1",1,2,0,0,1,0,0,0,0,0,1,0,0,2,2,0,0,2,0,0,3,5,0,0,0,0,2,67,1,0
"CEP85",4,3,0,0,3,0,0,1,0,0,1,0,1,3,4,0,1,2,1,0,1,1,2,0,3,6,5,17,1,0
"SH3BGRL3",683,202,39,65,539,14,3,227,91,15,273,113,170,413,686,3,48,113,59,30,146,117,184,41,609,422,544,1407,676,7
"UBXN11",6,2,0,0,10,2,0,0,2,0,3,2,18,6,14,0,5,5,0,0,8,3,2,1,7,7,9,17,8,0
"CD52",142,11,118,22,616,28,1,4,102,28,377,89,903,683,902,0,266,222,48,72,39,92,121,126,609,328,787,90,40,1
"AIM1L",0,1,0,0,1,0,0,0,0,0,0,0,2,3,2,0,0,0,0,0,0,0,0,0,1,3,0,21,2,0
"ZNF683",1,0,0,0,2,0,0,0,2,0,0,0,0,3,188,0,0,0,2,0,2,1,0,0,2,40,0,1,1,0
"LIN28A",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"DHDDS",11,10,2,0,4,0,0,11,0,1,1,2,10,5,8,0,4,2,3,2,9,9,1,3,6,2,5,57,17,2
"HMGN2",225,124,25,14,139,7,4,109,38,5,50,106,153,89,152,3,63,41,14,11,221,53,57,254,385,413,155,1254,188,18
"RPS6KA1",16,3,3,1,9,0,0,2,2,0,5,4,9,14,24,0,2,3,3,1,1,8,5,1,17,9,18,74,8,0
"RP5-968P14.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
"ARID1A",38,31,3,7,20,2,1,25,1,3,12,14,31,21,23,0,11,11,0,5,61,16,16,10,27,32,43,179,74,2
"PIGV",1,6,0,0,2,0,0,1,0,0,0,1,1,2,1,0,0,3,1,0,5,2,1,1,1,0,0,30,4,0
"ZDHHC18",3,7,0,0,8,0,0,4,0,0,7,3,5,6,7,0,0,5,3,1,8,2,1,1,14,6,18,17,13,0
"SFN",2,8,0,0,0,1,1,1,0,1,2,0,2,2,5,0,2,1,0,1,2,1,0,0,3,0,3,314,5,0
"GPN2",6,13,1,1,4,0,0,6,0,0,1,1,5,1,6,0,0,0,2,0,7,1,3,3,5,5,8,56,17,0
"GPATCH3",4,4,0,0,1,0,0,1,0,0,1,2,2,0,1,0,0,1,0,0,1,1,0,1,1,3,2,8,4,0
"NUDC",61,85,4,6,40,4,3,40,11,3,12,20,41,19,56,5,17,16,4,3,117,23,13,19,62,63,50,583,164,9
"KDF1",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0
"TRNP1",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,3,1
"FAM46B",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,3,0,0
"SLC9A1",7,10,0,0,3,2,0,3,0,0,1,5,2,2,5,1,0,3,1,1,7,2,1,2,9,6,9,24,28,0
"WDTC1",9,8,1,2,8,1,0,6,0,1,0,1,11,4,4,0,2,2,3,2,8,4,3,4,3,5,9,49,16,2
"TMEM222",8,16,0,1,9,0,0,9,2,0,1,1,2,3,7,0,2,3,0,0,7,3,1,2,9,6,4,46,24,2
"SYTL1",6,1,5,1,12,1,1,0,4,0,8,0,20,30,15,0,3,10,3,2,3,17,3,6,19,11,34,10,0,0
"MAP3K6",5,7,3,1,5,0,0,5,2,1,6,2,3,4,11,1,3,2,0,1,8,2,1,0,9,3,21,7,29,0
"FCN3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,67,0
